"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","maxDepth [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"SR-MMP","Weka RF classification","30","rdkit_fp","15","0.8386925608064951","0.8485253406774185","0.8320225135155124","0.8355298282265546"
"SR-MMP","Weka RF classification","40","rdkit_fp","15","0.8508415173536442","0.8552151364497982","0.8475183292601617","0.8497910863509729"
"SR-MMP","Weka RF classification","50","rdkit_fp","15","0.8594918053131911","0.8670016810329377","0.8547145078871369","0.8567592270194991"
"SR-MMP","Weka RF classification","60","rdkit_fp","15","0.8654094269434683","0.8660138059301081","0.8615522476486711","0.868662227251626"
"SR-MMP","Weka RF classification","70","rdkit_fp","15","0.8693735399849718","0.8683322007224814","0.8700185144042072","0.8697699048282269"
"SR-MMP","Weka RF classification","30","cdk_fp","15","0.8334073902568454","0.8521556564970119","0.8413508109309067","0.8067157033426177"
"SR-MMP","Weka RF classification","40","cdk_fp","15","0.8529980903246761","0.8591251475374628","0.8501266385247719","0.8497424849117936"
"SR-MMP","Weka RF classification","50","cdk_fp","15","0.8680542339668009","0.8694817411209232","0.8714715248463334","0.8632094359331461"
"SR-MMP","Weka RF classification","60","cdk_fp","15","0.8739023822376485","0.8780056511320105","0.8749870399170555","0.8687144556638797"
"SR-MMP","Weka RF classification","70","cdk_fp","15","0.8764524660174494","0.8784377123645306","0.8788691401910671","0.8720505454967503"
"SR-MMP","Weka RF classification","30","rdkit_desc","15","0.9332307016117039","0.930027540326907","0.9374657483522189","0.9321988161559858"
"SR-MMP","Weka RF classification","40","rdkit_desc","15","0.9356185779399482","0.9327415143603144","0.9396637784196057","0.9344504410399248"
"SR-MMP","Weka RF classification","50","rdkit_desc","15","0.9362117980659667","0.9334761615222293","0.9410301414500453","0.9341290912256254"
"SR-MMP","Weka RF classification","60","rdkit_desc","15","0.9369624925374301","0.9332744375692976","0.9422587573131888","0.9353542827298037"
"SR-MMP","Weka RF classification","70","rdkit_desc","15","0.9380494441081141","0.9334704388568948","0.9430756128267818","0.9376022806406655"
"SR-MMP","Weka RF classification","30","cdk_desc","15","0.9308706960790163","0.9313036946958048","0.9304776716285261","0.9308307219127179"
"SR-MMP","Weka RF classification","40","cdk_desc","15","0.932967757865366","0.9316399012840207","0.9326112715692771","0.9346521007427999"
"SR-MMP","Weka RF classification","50","cdk_desc","15","0.9335389268131545","0.932676419042167","0.9335762423165211","0.9343641190807754"
"SR-MMP","Weka RF classification","60","cdk_desc","15","0.934974003713839","0.9328280696734474","0.9363348885432826","0.9357590529247869"
"SR-MMP","Weka RF classification","70","cdk_desc","15","0.9368410945849924","0.9354569190600484","0.9380922757905668","0.9369740889043621"
"SR-MMP","Weka RF classification","30","rdkit_fp","20","0.8520705227159479","0.8649100468543202","0.8512960082944514","0.840005512999072"
"SR-MMP","Weka RF classification","40","rdkit_fp","20","0.8651826435376249","0.8717071426016628","0.8695667629415734","0.8542740250696382"
"SR-MMP","Weka RF classification","50","rdkit_fp","20","0.8730558601478359","0.8784048070388735","0.8784122046952532","0.8623505687093808"
"SR-MMP","Weka RF classification","60","rdkit_fp","20","0.8797456554481632","0.8774433992632009","0.8865229948900198","0.875270572191269"
"SR-MMP","Weka RF classification","70","rdkit_fp","20","0.882336446486271","0.8806874351729261","0.890577649411235","0.8757442548746515"
"SR-MMP","Weka RF classification","30","cdk_fp","20","0.8543240476534382","0.8597453413927508","0.8633170406576302","0.8399097609099336"
"SR-MMP","Weka RF classification","40","cdk_fp","20","0.8685411306252869","0.8708401588039585","0.864747833814707","0.8700353992571953"
"SR-MMP","Weka RF classification","50","cdk_fp","20","0.8789520229304707","0.8781666010944538","0.8748744723394847","0.8838149953574735"
"SR-MMP","Weka RF classification","60","cdk_fp","20","0.8837073985089736","0.8833134232268616","0.8818988372954142","0.8859099350046452"
"SR-MMP","Weka RF classification","70","cdk_fp","20","0.8841537458373212","0.8842426410100445","0.8831007924164962","0.8851178040854227"
"SR-MMP","Weka RF classification","30","rdkit_desc","20","0.9319445692582199","0.9307121141671733","0.9362711989928163","0.9288503946146702"
"SR-MMP","Weka RF classification","40","rdkit_desc","20","0.9354933521423302","0.9336943381379881","0.9396489668962451","0.9331367513927578"
"SR-MMP","Weka RF classification","50","rdkit_desc","20","0.9360553525268281","0.9324575270932437","0.9419232763089682","0.9337852541782726"
"SR-MMP","Weka RF classification","60","rdkit_desc","20","0.9368557041354557","0.9331800135913304","0.9429497148781754","0.9344373839368614"
"SR-MMP","Weka RF classification","70","rdkit_desc","20","0.9370632009070238","0.9336986301369863","0.9425320299192756","0.9349589426648096"
"SR-MMP","Weka RF classification","30","cdk_desc","20","0.9307923398869288","0.9311162774062017","0.9346641487076948","0.9265965935468898"
"SR-MMP","Weka RF classification","40","cdk_desc","20","0.9334173859266786","0.9344919346185485","0.9358957268755086","0.9298644962859788"
"SR-MMP","Weka RF classification","50","cdk_desc","20","0.9342319715055848","0.9359276082835581","0.9377960453232612","0.9289722609099349"
"SR-MMP","Weka RF classification","60","cdk_desc","20","0.9353106484534665","0.9357072856683002","0.9400533214841145","0.9301713382079848"
"SR-MMP","Weka RF classification","70","cdk_desc","20","0.9369509844531807","0.9370864480131618","0.9421639635636507","0.9316025417827298"
"SR-MMP","Weka RF classification","30","rdkit_fp","30","0.8748259263217589","0.8778904824922166","0.8790298452195799","0.8675574512534805"
"SR-MMP","Weka RF classification","40","rdkit_fp","30","0.8862003578608991","0.8790099788976662","0.8980219210545768","0.8815691736304544"
