"NAME [String]","METHOD [String]","C [Double]","offset [Double]","featuresColumn [String]","degree [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","0.0","rdkit_fp","2","0.8385465243203128","0.818875302734946","0.8524972589637712","0.8442670112622214"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","0.0","rdkit_fp","2","0.8415048635114663","0.8172969460688772","0.8557631744698766","0.8514544699956451"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","0.0","rdkit_fp","2","0.834247918334767","0.8179987004548518","0.8343218559731209","0.8504231985763284"
"NR-ER-LBD","Smile SVC Tanimoto classification","1.0","0.0","rdkit_fp","2","0.840593998172173","0.8279933841337342","0.841944269484697","0.8518443408980874"
"NR-ER-LBD","Smile SVC Tanimoto classification","10.0","0.0","rdkit_fp","2","0.8558995505059025","0.8292338590584163","0.8574398721627458","0.8810249202965453"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","1.0","rdkit_fp","2","0.8425592768180192","0.8363766318152361","0.8511529848134967","0.8401482138253248"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","1.0","rdkit_fp","2","0.8404331804044007","0.8246358320042471","0.8506076935638156","0.8460560156451395"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","1.0","rdkit_fp","2","0.8429950239276796","0.8292007797271083","0.8522348193248953","0.8475494727310352"
"NR-ER-LBD","Smile SVC Tanimoto classification","1.0","1.0","rdkit_fp","2","0.8550512121017801","0.8302096993325176","0.8518061679147326","0.8831377690580902"
"NR-ER-LBD","Smile SVC Tanimoto classification","10.0","1.0","rdkit_fp","2","0.8544554531939473","0.8404501151869674","0.8437463550050273","0.8791698893898472"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","2.0","rdkit_fp","2","0.8408314423425769","0.827431035501222","0.852135675461315","0.8429276160651936"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","2.0","rdkit_fp","2","0.83952809558295","0.8227054167405172","0.849627918911989","0.846250951096344"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","2.0","rdkit_fp","2","0.8385527771735456","0.8275704412546594","0.8476567056243849","0.8404311846415924"
"NR-ER-LBD","Smile SVC Tanimoto classification","1.0","2.0","rdkit_fp","2","0.8611042239342783","0.8379360860062791","0.8641787388900705","0.8811978469064856"
"NR-ER-LBD","Smile SVC Tanimoto classification","10.0","2.0","rdkit_fp","2","0.861118318121703","0.8537810857109251","0.8522873072526649","0.877286561401519"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","3.0","rdkit_fp","2","0.8402023977808525","0.817651367475935","0.8533312338162289","0.8496245920503936"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","3.0","rdkit_fp","2","0.8455910174363365","0.8249855277925485","0.8624962092052324","0.8492913153112283"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","3.0","rdkit_fp","2","0.8451785139447857","0.8321401145962692","0.8536199174190053","0.8497755098190829"
"NR-ER-LBD","Smile SVC Tanimoto classification","1.0","3.0","rdkit_fp","2","0.8577495133286434","0.8385196999232093","0.8478841533114126","0.886844686751308"
"NR-ER-LBD","Smile SVC Tanimoto classification","10.0","3.0","rdkit_fp","2","0.8571290316386447","0.8352401205032852","0.852021951617796","0.8841250227948529"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","0.0","cdk_fp","2","0.8208139766094646","0.8042022564829588","0.8218486831362202","0.836390990209215"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","0.0","cdk_fp","2","0.8289558430977625","0.8058562230492119","0.8365336389297234","0.8444776673143524"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","0.0","cdk_fp","2","0.8263319989423349","0.8091972355130257","0.8326028763384673","0.837195884975512"
"NR-ER-LBD","Smile SVC Tanimoto classification","1.0","0.0","cdk_fp","2","0.8321253893473203","0.8068202492764007","0.8444651480159585","0.8450907707496017"
"NR-ER-LBD","Smile SVC Tanimoto classification","10.0","0.0","cdk_fp","2","0.8450429731190775","0.8157162265934231","0.8588905801665793","0.86052211259723"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","1.0","cdk_fp","2","0.8311257601666814","0.8166542619174274","0.8446080318193662","0.8321149867632509"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","1.0","cdk_fp","2","0.8290472649056064","0.8144592120030764","0.8346440735297663","0.8380385091839767"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","1.0","cdk_fp","2","0.830028696732931","0.8114608068994097","0.8406685212401213","0.8379567620592618"
"NR-ER-LBD","Smile SVC Tanimoto classification","1.0","1.0","cdk_fp","2","0.8457715135870593","0.8114395416149841","0.8607247416427639","0.86515025750343"
"NR-ER-LBD","Smile SVC Tanimoto classification","10.0","1.0","cdk_fp","2","0.8424175745754593","0.8144757516687366","0.8445234679357108","0.8682535041219305"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.001","2.0","cdk_fp","2","0.8280231460566284","0.8220414673046373","0.83748716961766","0.8245408012475877"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.01","2.0","cdk_fp","2","0.826083918060352","0.8096650717703494","0.841304208365415","0.8272824740452918"
"NR-ER-LBD","Smile SVC Tanimoto classification","0.1","2.0","cdk_fp","2","0.831605259255762","0.8122807017543822","0.8332123194998559","0.849322756513048"
