"NAME [String]","METHOD [String]","C [Double]","offset [Double]","featuresColumn [String]","degree [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"SR-p53","Smile SVC Tanimoto classification","0.1","3.0","cdk_fp","3","0.8811193336469229","0.9004203888596999","0.877650810118079","0.8652868019629893"
"SR-p53","Smile SVC Tanimoto classification","1.0","3.0","cdk_fp","3","0.8804763329629055","0.8999063263954015","0.8746169538513726","0.8669057186419425"
"SR-p53","Smile SVC Tanimoto classification","10.0","3.0","cdk_fp","3","0.8835099328349769","0.9007585277251143","0.878803762679206","0.8709675081006102"
"SR-p53","Smile SVC Tanimoto classification","0.001","0.0","rdkit_fp","4","0.8803065492508276","0.914947794100844","0.868385779234647","0.8575860744169919"
"SR-p53","Smile SVC Tanimoto classification","0.01","0.0","rdkit_fp","4","0.8812319293973494","0.9192362174141472","0.8658030783179571","0.8586564924599438"
"SR-p53","Smile SVC Tanimoto classification","0.1","0.0","rdkit_fp","4","0.8799839109737242","0.9169320752130511","0.8615312692067941","0.8614883885013271"
"SR-p53","Smile SVC Tanimoto classification","1.0","0.0","rdkit_fp","4","0.8812967339793149","0.9192499257465444","0.8653519229679515","0.8592883532234483"
"SR-p53","Smile SVC Tanimoto classification","10.0","0.0","rdkit_fp","4","0.8876045469764623","0.9210331513171405","0.8759246505180682","0.865855839094178"
"SR-p53","Smile SVC Tanimoto classification","0.001","1.0","rdkit_fp","4","0.8820190635770452","0.9086842285635796","0.8671085954901772","0.8702643666773789"
"SR-p53","Smile SVC Tanimoto classification","0.01","1.0","rdkit_fp","4","0.881145061330086","0.9109438186844521","0.8671816085540763","0.8653097567517295"
"SR-p53","Smile SVC Tanimoto classification","0.1","1.0","rdkit_fp","4","0.8867169006982012","0.9150346135392666","0.8692314230790984","0.8758846654762387"
"SR-p53","Smile SVC Tanimoto classification","1.0","1.0","rdkit_fp","4","0.8901758440591419","0.9162375197057325","0.8813254377514509","0.8729645747202424"
"SR-p53","Smile SVC Tanimoto classification","10.0","1.0","rdkit_fp","4","0.8885841943582483","0.9173775960154428","0.8738301563569192","0.8745448307023829"
"SR-p53","Smile SVC Tanimoto classification","0.001","2.0","rdkit_fp","4","0.8811787005244879","0.9033928122643854","0.8732351543735765","0.8669081349355018"
"SR-p53","Smile SVC Tanimoto classification","0.01","2.0","rdkit_fp","4","0.88435892300925","0.9078000411250011","0.8698656559624323","0.8754110719403164"
"SR-p53","Smile SVC Tanimoto classification","0.1","2.0","rdkit_fp","4","0.8917849934260088","0.9159290822271398","0.8853836564070454","0.8740422416438413"
"SR-p53","Smile SVC Tanimoto classification","1.0","2.0","rdkit_fp","4","0.8873672695032601","0.9150951586739425","0.8781956837292026","0.8688109661066351"
"SR-p53","Smile SVC Tanimoto classification","10.0","2.0","rdkit_fp","4","0.8891478874697496","0.9211268249217582","0.8774502966291876","0.868866540858303"
"SR-p53","Smile SVC Tanimoto classification","0.001","3.0","rdkit_fp","4","0.88313248426046","0.9080445063857984","0.870863864418","0.8704890819775817"
"SR-p53","Smile SVC Tanimoto classification","0.01","3.0","rdkit_fp","4","0.8859030161825463","0.9128732664671284","0.8777826695319679","0.8670531125485427"
"SR-p53","Smile SVC Tanimoto classification","0.1","3.0","rdkit_fp","4","0.8914790637390494","0.9235234983664313","0.8802204340681017","0.8706932587826148"
"SR-p53","Smile SVC Tanimoto classification","1.0","3.0","rdkit_fp","4","0.8909706809422592","0.9251936301948971","0.8781608118180848","0.8695576008137955"
"SR-p53","Smile SVC Tanimoto classification","10.0","3.0","rdkit_fp","4","0.8926469767638774","0.918947200073108","0.8846687822292603","0.8743249479892639"
"SR-p53","Smile SVC Tanimoto classification","0.001","0.0","cdk_fp","4","0.871309896100473","0.9070552217322837","0.8533538060511464","0.8535206605179888"
"SR-p53","Smile SVC Tanimoto classification","0.01","0.0","cdk_fp","4","0.8681148946478379","0.8952295003312865","0.8568824075567428","0.8522327760554844"
"SR-p53","Smile SVC Tanimoto classification","0.1","0.0","cdk_fp","4","0.8665437341051735","0.8959034933400195","0.8525822650178116","0.8511454439576893"
"SR-p53","Smile SVC Tanimoto classification","1.0","0.0","cdk_fp","4","0.8728010361379432","0.9008681943841556","0.860550496706785","0.8569844173228893"
"SR-p53","Smile SVC Tanimoto classification","10.0","0.0","cdk_fp","4","0.873736518390511","0.896154812767021","0.8659294889957265","0.8591252534087859"
"SR-p53","Smile SVC Tanimoto classification","0.001","1.0","cdk_fp","4","0.8707855935513554","0.8960382919417889","0.8608490874456718","0.8554694012666056"
"SR-p53","Smile SVC Tanimoto classification","0.01","1.0","cdk_fp","4","0.8717660354596214","0.8949701843770667","0.8607749846345597","0.8595529373672379"
"SR-p53","Smile SVC Tanimoto classification","0.1","1.0","cdk_fp","4","0.8750199778006303","0.8971760835294353","0.8660885920901793","0.8617952577822764"
"SR-p53","Smile SVC Tanimoto classification","1.0","1.0","cdk_fp","4","0.8794693489352001","0.8972332015810238","0.8763060620458452","0.8648687831787313"
"SR-p53","Smile SVC Tanimoto classification","10.0","1.0","cdk_fp","4","0.8746924853699997","0.8970755557586452","0.863797943429038","0.8632039569223157"
"SR-p53","Smile SVC Tanimoto classification","0.001","2.0","cdk_fp","4","0.8689601996536817","0.8940003198610942","0.8588570295234291","0.8540232495765218"
"SR-p53","Smile SVC Tanimoto classification","0.01","2.0","cdk_fp","4","0.8732412948362479","0.896294180812915","0.8651296145346108","0.8583000891612178"
"SR-p53","Smile SVC Tanimoto classification","0.1","2.0","cdk_fp","4","0.8821637756779678","0.9027667984189653","0.8845968589125957","0.859127669702342"
"SR-p53","Smile SVC Tanimoto classification","1.0","2.0","cdk_fp","4","0.8830487208545588","0.9027553748086631","0.8800722284458785","0.8663185593091347"
"SR-p53","Smile SVC Tanimoto classification","10.0","2.0","cdk_fp","4","0.8777140794758341","0.9038063469578991","0.8625316571567978","0.8668042343128058"
"SR-p53","Smile SVC Tanimoto classification","0.001","3.0","cdk_fp","4","0.8737461798125884","0.8935433754483736","0.8682811635013086","0.8594140004880831"
"SR-p53","Smile SVC Tanimoto classification","0.01","3.0","cdk_fp","4","0.8789167530354263","0.9000479791633273","0.8728145119458018","0.8638877679971496"
"SR-p53","Smile SVC Tanimoto classification","0.1","3.0","cdk_fp","4","0.880118288343064","0.9003061527565049","0.880821974534779","0.859226737737908"
"SR-p53","Smile SVC Tanimoto classification","1.0","3.0","cdk_fp","4","0.8786507450110554","0.8944801114944463","0.8747041336291608","0.8667679899095592"
"SR-p53","Smile SVC Tanimoto classification","10.0","3.0","cdk_fp","4","0.881045746118123","0.8957504169617786","0.8767092685180622","0.870677552874528"
"SR-p53","Smile SVC Tanimoto classification","0.001","0.0","rdkit_fp","5","0.882899515954835","0.9218259498732124","0.8608403694679049","0.8660322285233876"
"SR-p53","Smile SVC Tanimoto classification","0.01","0.0","rdkit_fp","5","0.8802353150622655","0.9181943841531632","0.8646065358679437","0.8579050251656898"
"SR-p53","Smile SVC Tanimoto classification","0.1","0.0","rdkit_fp","5","0.8827412640461674","0.9212604811624721","0.8693905261735477","0.8575727848024824"
"SR-p53","Smile SVC Tanimoto classification","1.0","0.0","rdkit_fp","5","0.8779774342429194","0.9188740889670864","0.8644757662012805","0.8505824475603909"
"SR-p53","Smile SVC Tanimoto classification","10.0","0.0","rdkit_fp","5","0.8880500229341611","0.9215243665608267","0.873304898195823","0.8693208040458339"
"SR-p53","Smile SVC Tanimoto classification","0.001","1.0","rdkit_fp","5","0.8842337331558593","0.9140076309716874","0.8667184659846345","0.8719751025112563"
"SR-p53","Smile SVC Tanimoto classification","0.01","1.0","rdkit_fp","5","0.8842587371763274","0.9151362836711027","0.8679651368068632","0.8696747910510163"
"SR-p53","Smile SVC Tanimoto classification","0.1","1.0","rdkit_fp","5","0.8893277428737578","0.9229865886814954","0.8751901608902707","0.869806479049507"
"SR-p53","Smile SVC Tanimoto classification","1.0","1.0","rdkit_fp","5","0.8899216458126286","0.9229249011857747","0.8696324500568868","0.8772075861952243"
"SR-p53","Smile SVC Tanimoto classification","10.0","1.0","rdkit_fp","5","0.8865688051190744","0.9199501930590168","0.8741178496235867","0.86563837267462"
"SR-p53","Smile SVC Tanimoto classification","0.001","2.0","rdkit_fp","5","0.8836576247761178","0.9111631520025567","0.8642959579095892","0.875513764416207"
"SR-p53","Smile SVC Tanimoto classification","0.01","2.0","rdkit_fp","5","0.8877511005273061","0.9164271516370128","0.8717618161291165","0.8750643338157889"
"SR-p53","Smile SVC Tanimoto classification","0.1","2.0","rdkit_fp","5","0.8904012153854071","0.9221001165208232","0.877332603929188","0.8717709257062098"
"SR-p53","Smile SVC Tanimoto classification","1.0","2.0","rdkit_fp","5","0.890374110694265","0.9156686239118952","0.8822015945181246","0.8732521136527751"
"SR-p53","Smile SVC Tanimoto classification","10.0","2.0","rdkit_fp","5","0.8894263895542425","0.9249468802120184","0.8740960546791529","0.8692362337715563"
"SR-p53","Smile SVC Tanimoto classification","0.001","3.0","rdkit_fp","5","0.8850672682750572","0.9131462907537361","0.8696237320790996","0.8724317819923358"
"SR-p53","Smile SVC Tanimoto classification","0.01","3.0","rdkit_fp","5","0.8973834771382387","0.9176220612762397","0.8903594422237685","0.8841689279147078"
"SR-p53","Smile SVC Tanimoto classification","0.1","3.0","rdkit_fp","5","0.8878704170953772","0.914288651785514","0.8827442886347995","0.866578310865818"
"SR-p53","Smile SVC Tanimoto classification","1.0","3.0","rdkit_fp","5","0.8882744867933132","0.9167721446686056","0.8820577478847821","0.8659935678265519"
"SR-p53","Smile SVC Tanimoto classification","10.0","3.0","rdkit_fp","5","0.8878661231336995","0.9203660124745863","0.8816654388847867","0.8615669180417258"
"SR-p53","Smile SVC Tanimoto classification","0.001","0.0","cdk_fp","5","0.8712005162106253","0.9019100276451184","0.8585562592900997","0.8531352616966581"
"SR-p53","Smile SVC Tanimoto classification","0.01","0.0","cdk_fp","5","0.8663923855699188","0.8972103543603898","0.8515317486955815","0.8504350536537848"
"SR-p53","Smile SVC Tanimoto classification","0.1","0.0","cdk_fp","5","0.8662051565284928","0.8968836391052909","0.8532273953733798","0.8485044351068082"
"SR-p53","Smile SVC Tanimoto classification","1.0","0.0","cdk_fp","5","0.8692802947131932","0.8930807192305089","0.8590793379567708","0.8556808269522999"
"SR-p53","Smile SVC Tanimoto classification","10.0","0.0","cdk_fp","5","0.8753752781850008","0.8978912015353292","0.8659512839401746","0.8622833490794988"
"SR-p53","Smile SVC Tanimoto classification","0.001","1.0","cdk_fp","5","0.8774741870110029","0.9007905138339892","0.8667620558735136","0.8648699913255056"
"SR-p53","Smile SVC Tanimoto classification","0.01","1.0","cdk_fp","5","0.8730023216099451","0.8996938472434959","0.8605744711456689","0.8587386464406703"
"SR-p53","Smile SVC Tanimoto classification","0.1","1.0","cdk_fp","5","0.8773550187983837","0.8976010418332565","0.8723546386180228","0.8621093759438719"
"SR-p53","Smile SVC Tanimoto classification","1.0","1.0","cdk_fp","5","0.874973676207567","0.898261326509632","0.870861684923561","0.8557980171895081"
"SR-p53","Smile SVC Tanimoto classification","10.0","1.0","cdk_fp","5","0.880895299086956","0.9004523749685858","0.8787492753180864","0.8634842469741958"
"SR-p53","Smile SVC Tanimoto classification","0.001","2.0","cdk_fp","5","0.8760615728524384","0.9006442916219186","0.8660580791679493","0.8614823477674473"
"SR-p53","Smile SVC Tanimoto classification","0.01","2.0","cdk_fp","5","0.8775148791393246","0.9003929721949334","0.8722652793458008","0.8598863858772394"
"SR-p53","Smile SVC Tanimoto classification","0.1","2.0","cdk_fp","5","0.8775638860755436","0.8943864378898282","0.8725834855346896","0.8657217348021133"
"SR-p53","Smile SVC Tanimoto classification","1.0","2.0","cdk_fp","5","0.8796762988323472","0.9069981036806958","0.872021175968017","0.860009616848329"
"SR-p53","Smile SVC Tanimoto classification","10.0","2.0","cdk_fp","5","0.8823264926309808","0.900038840275084","0.8728319479013636","0.8741086897164949"
"SR-p53","Smile SVC Tanimoto classification","0.001","3.0","cdk_fp","5","0.8742339866222667","0.8973314446297627","0.868638600590201","0.8567319146468363"
"SR-p53","Smile SVC Tanimoto classification","0.01","3.0","cdk_fp","5","0.8813925088742615","0.9008522013297048","0.8780409396236388","0.8652843856694405"
"SR-p53","Smile SVC Tanimoto classification","0.1","3.0","cdk_fp","5","0.8821288442209241","0.9054810482304888","0.873714643151364","0.8671908412809193"
"SR-p53","Smile SVC Tanimoto classification","1.0","3.0","cdk_fp","5","0.8796099035002465","0.8997578194612675","0.8679956497290773","0.8710762413103945"
"SR-p53","Smile SVC Tanimoto classification","10.0","3.0","cdk_fp","5","0.8837088237384015","0.9129132491032675","0.8728297684069141","0.8653834537050231"
