"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","foldSize [Int]","maxDepth [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"NR-AR-LBD","Weka RF on folded fp classification","30","rdkit_fp","500","15","0.8877761568556287","0.8569955548338422","0.9037037188930194","0.9026291968400247"
"NR-AR-LBD","Weka RF on folded fp classification","40","rdkit_fp","500","15","0.8848110019195335","0.8510605476282213","0.9039251792188168","0.8994472789115627"
"NR-AR-LBD","Weka RF on folded fp classification","50","rdkit_fp","500","15","0.8831465481169106","0.8509184646923782","0.901062599452082","0.8974585802062718"
"NR-AR-LBD","Weka RF on folded fp classification","60","rdkit_fp","500","15","0.8862382593701627","0.8564475206527614","0.907620285765828","0.8946469716918986"
"NR-AR-LBD","Weka RF on folded fp classification","70","rdkit_fp","500","15","0.8863279774395997","0.8569224836097187","0.9035970898472583","0.8984643588618224"
"NR-AR-LBD","Weka RF on folded fp classification","30","cdk_fp","500","15","0.8884300859580688","0.8614975541437369","0.9184103249725203","0.8853823787579493"
"NR-AR-LBD","Weka RF on folded fp classification","40","cdk_fp","500","15","0.8962169955108269","0.8801225972760793","0.9148300497055318","0.8936983395508691"
"NR-AR-LBD","Weka RF on folded fp classification","50","cdk_fp","500","15","0.8988287155603278","0.8876529928755484","0.9164171820403821","0.8924159717650532"
"NR-AR-LBD","Weka RF on folded fp classification","60","cdk_fp","500","15","0.8962765448509034","0.8795502060202428","0.9147193195426407","0.8945601089898265"
"NR-AR-LBD","Weka RF on folded fp classification","70","cdk_fp","500","15","0.8957423813137838","0.8738059958998855","0.9173112255778583","0.8961099224636074"
"NR-AR-LBD","Weka RF on folded fp classification","30","rdkit_fp","1000","15","0.883951695049724","0.8607729311709618","0.9025041421283124","0.8885780118498977"
"NR-AR-LBD","Weka RF on folded fp classification","40","rdkit_fp","1000","15","0.881901443024752","0.858404205654896","0.9005027969618979","0.8867973264574623"
"NR-AR-LBD","Weka RF on folded fp classification","50","rdkit_fp","1000","15","0.8860348733096247","0.8548115371343946","0.91099140405847","0.8923016787360095"
"NR-AR-LBD","Weka RF on folded fp classification","60","rdkit_fp","1000","15","0.8855298791449083","0.8571011021576411","0.9105607867583204","0.8889277485187634"
"NR-AR-LBD","Weka RF on folded fp classification","70","rdkit_fp","1000","15","0.8864846600271541","0.8613432926705532","0.9071896684656983","0.890921018945211"
