"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","maxDepth [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"NR-PPAR-gamma","Weka RF classification","30","rdkit_fp","15","0.7394505356355223","0.6966999662547204","0.8042801816239301","0.7173714590279164"
"NR-PPAR-gamma","Weka RF classification","40","rdkit_fp","15","0.7557126181803837","0.7263926295213928","0.8215678418803376","0.7191773831394209"
"NR-PPAR-gamma","Weka RF classification","50","rdkit_fp","15","0.7692476190017309","0.7553721849750666","0.8082732371794827","0.7440974348506436"
"NR-PPAR-gamma","Weka RF classification","60","rdkit_fp","15","0.7774740034952253","0.7726937010932202","0.8138221153846114","0.7459061940078447"
"NR-PPAR-gamma","Weka RF classification","70","rdkit_fp","15","0.7733505698866416","0.759004577897478","0.8141826923076856","0.7468644394547612"
"NR-PPAR-gamma","Weka RF classification","30","cdk_fp","15","0.7701533999090615","0.7748075563960017","0.8128605769230745","0.7227920664081084"
"NR-PPAR-gamma","Weka RF classification","40","cdk_fp","15","0.7887652802519232","0.7885826345513416","0.8260717147435835","0.7516414914608442"
"NR-PPAR-gamma","Weka RF classification","50","cdk_fp","15","0.7870688780331577","0.792845363844165","0.8194244123931577","0.7489368578621504"
"NR-PPAR-gamma","Weka RF classification","60","cdk_fp","15","0.7906080492115182","0.7961594050643398","0.8231670673076863","0.7524976752625286"
"NR-PPAR-gamma","Weka RF classification","70","cdk_fp","15","0.7879616529357341","0.7911676503734334","0.8220085470085406","0.750708761425228"
"NR-PPAR-gamma","Weka RF classification","30","rdkit_desc","15","0.8233340275912019","0.8076296168955613","0.8626769497863247","0.7996955160917196"
"NR-PPAR-gamma","Weka RF classification","40","rdkit_desc","15","0.8446013048923278","0.8522179563094119","0.8692574786324782","0.8123284797350935"
"NR-PPAR-gamma","Weka RF classification","50","rdkit_desc","15","0.8495784411694464","0.8702239285873461","0.8663728632478624","0.8121385316731307"
"NR-PPAR-gamma","Weka RF classification","60","rdkit_desc","15","0.8528449222809155","0.8700233670149434","0.8643295940170929","0.8241818058107101"
"NR-PPAR-gamma","Weka RF classification","70","rdkit_desc","15","0.8584924647552126","0.8738722390948633","0.8698651175213666","0.8317400376494077"
"NR-PPAR-gamma","Weka RF classification","30","cdk_desc","15","0.839238421219593","0.8156202446214478","0.8679253472222221","0.834169671815109"
"NR-PPAR-gamma","Weka RF classification","40","cdk_desc","15","0.8536677502001971","0.8311653582411707","0.8707198183760683","0.8591180739833524"
"NR-PPAR-gamma","Weka RF classification","50","cdk_desc","15","0.855124865379756","0.8428711503320396","0.8623364049145295","0.8601670408926989"
"NR-PPAR-gamma","Weka RF classification","60","cdk_desc","15","0.8586895833405933","0.8484900578763392","0.8633547008547015","0.8642239912907395"
"NR-PPAR-gamma","Weka RF classification","70","cdk_desc","15","0.8592441389868172","0.8526540981414631","0.8604801014957255","0.8645982173232629"
"NR-PPAR-gamma","Weka RF classification","30","rdkit_fp","20","0.7339880912730559","0.714005564787759","0.7575120192307636","0.730446689800645"
"NR-PPAR-gamma","Weka RF classification","40","rdkit_fp","20","0.7515131609653084","0.7257877612871646","0.7893462873931574","0.7394054342156036"
"NR-PPAR-gamma","Weka RF classification","50","rdkit_fp","20","0.7488486483879925","0.736548048822419","0.7843282585469998","0.7256696377945588"
"NR-PPAR-gamma","Weka RF classification","60","rdkit_fp","20","0.7515079646864508","0.7485244398601737","0.7789463141025552","0.7270531400966234"
"NR-PPAR-gamma","Weka RF classification","70","rdkit_fp","20","0.7503140117260333","0.7505555237203797","0.7772202190170864","0.7231662924406337"
"NR-PPAR-gamma","Weka RF classification","30","cdk_fp","20","0.7672422509089304","0.7887067917152145","0.834602029914529","0.6784179310970474"
"NR-PPAR-gamma","Weka RF classification","40","cdk_fp","20","0.7857402183892223","0.8071807409954178","0.8346955128205076","0.7153444013517409"
"NR-PPAR-gamma","Weka RF classification","50","cdk_fp","20","0.7829678162299376","0.8109436581157435","0.8335303151709309","0.7044294754031385"
"NR-PPAR-gamma","Weka RF classification","60","cdk_fp","20","0.7903412116888685","0.8143691224316992","0.831954460470073","0.7247000521648335"
"NR-PPAR-gamma","Weka RF classification","70","cdk_fp","20","0.7877088840105851","0.8103706250517316","0.8268028846153737","0.7259531423646503"
"NR-PPAR-gamma","Weka RF classification","30","rdkit_desc","20","0.8190185902377514","0.8299397041875982","0.8423243856837608","0.7847916808418951"
"NR-PPAR-gamma","Weka RF classification","40","rdkit_desc","20","0.834623602530843","0.8516353726943378","0.8619324252136751","0.7903030096845161"
"NR-PPAR-gamma","Weka RF classification","50","rdkit_desc","20","0.8396952766180426","0.8586709453135446","0.8539095886752137","0.8065052958653693"
"NR-PPAR-gamma","Weka RF classification","60","rdkit_desc","20","0.8443345630417604","0.8601098950076085","0.8529447115384615","0.8199490825792113"
"NR-PPAR-gamma","Weka RF classification","70","rdkit_desc","20","0.8572439413527073","0.8698960263340529","0.8643462873931623","0.8374895103309067"
"NR-PPAR-gamma","Weka RF classification","30","cdk_desc","20","0.8180457726539169","0.7923391846376201","0.8233673878205128","0.8384307455036175"
"NR-PPAR-gamma","Weka RF classification","40","cdk_desc","20","0.837146580203378","0.8119687505969095","0.8376936431623931","0.8617773468508312"
"NR-PPAR-gamma","Weka RF classification","50","cdk_desc","20","0.8465249281225401","0.8311812758262818","0.8476963141025642","0.8606971944387742"
"NR-PPAR-gamma","Weka RF classification","60","cdk_desc","20","0.8440367161547329","0.8272496323037839","0.8456630608974359","0.8591974552629789"
