name,auc_global,auc_common,delta
data_bubonic,0.6182061745262786,0.5990796766106505,0.019126497915628038
data_chagas,0.7355317724549495,0.7325482863537439,0.002983486101205579
data_herg,0.8629425206438995,0.8460130770226924,0.016929443621207185
data_kcnq,0.694100634274268,0.6755842322586268,0.018516402015641198
data_lipinski,0.7155126306815631,0.6730412348005563,0.04247139588100679
data_malaria,0.9518477445039608,0.9324888674962948,0.01935887700766603
data_solubility,0.9775265045746476,0.975900557267008,0.0016259473076396525
data_tuberculosis,0.6054420728634416,0.5805567383100805,0.02488533455336117
