name,auc_global,auc_common,delta
data_bubonic,0.5,0.5,-0.0
data_chagas,0.7333081089213045,0.7306202588300882,0.002687850091216304
data_herg,0.8709357751719871,0.8489694860386079,0.02196628913337917
data_kcnq,0.7849450264906022,0.7849449957358271,3.0754775059982364e-08
data_lipinski,0.7557634495445775,0.7008973841252747,0.054866065419302834
data_malaria,0.9065475505599876,0.9036149069821058,0.0029326435778818105
data_solubility,0.9800283740399612,0.9800283740399612,-0.0
data_tuberculosis,0.6585321960981961,0.6368719204511224,0.021660275647073735
