name,auc_global,auc_common,delta
data_bubonic,0.7163136930133845,0.7084896896469058,0.007824003366478705
data_chagas,0.8000178537596767,0.7989340568351365,0.0010837969245401924
data_herg,0.8480350590763056,0.8386276720431559,0.009407387033149694
data_kcnq,0.8221936602272147,0.8202062255101535,0.0019874347170611983
data_lipinski,0.7534113474940738,0.7286775377627158,0.02473380973135797
data_malaria,0.9697708272995036,0.9544315343440054,0.015339292955498185
data_solubility,0.8819433949998197,0.8524634999586218,0.029479895041197857
data_tuberculosis,0.7138746659309493,0.7068996247522464,0.0069750411787028455
