name,auc_global,auc_common,delta
data_bubonic,0.7532783376449564,0.7483845072627645,0.004893830382191933
data_chagas,0.8005166128869832,0.7908817575479095,0.009634855339073711
data_herg,0.8579673321826805,0.8199923331318468,0.03797499905083368
data_kcnq,0.8123726779602081,0.7973738418698609,0.014998836090347134
data_lipinski,0.7359146817405187,0.7268581756900098,0.009056506050508895
data_malaria,0.973041042976284,0.9698904327865174,0.0031506101897665895
data_solubility,0.8153352474037809,0.8129065060839771,0.002428741319803862
data_tuberculosis,0.7142392647322313,0.7131931850477127,0.0010460796845186415
