"NAME [String]","METHOD [String]","regularizationType [String]","scalerType [String]","featuresColumn [String]","C [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_tuberculosis","SVC_LIN_DESC","L2","Standard","cdk_desc","0.01","0.6677189300378005","0.6642282433689749","0.6600644637978156","0.6788640829466112"
"data_tuberculosis","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.1","0.6385675545772528","0.635115901103804","0.6332127305327891","0.6473740320951651"
"data_tuberculosis","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.1","0.6418478456154372","0.6423302033358417","0.6334678107923495","0.6497455227181206"
"data_tuberculosis","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.1","0.642260694355682","0.6440922518719722","0.633711150956286","0.6489786802387878"
"data_tuberculosis","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.1","0.6479881708148977","0.6551074979887918","0.6404702441939902","0.6483867702619108"
"data_tuberculosis","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.1","0.6598399541248549","0.6617214226234862","0.6484951331967201","0.6693033065543583"
"data_tuberculosis","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.1","0.6676282550348209","0.6649252459322529","0.6601989412568321","0.677760577915378"
"data_tuberculosis","SVC_LIN_DESC","L1","Standard","cdk_desc","0.1","0.6673449574783876","0.6638743137184653","0.6617422301912612","0.6764183285254364"
"data_tuberculosis","SVC_LIN_DESC","L2","Standard","cdk_desc","0.1","0.6704484845455099","0.6668859727691314","0.6610207479508192","0.6834387329165788"
"data_tuberculosis","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0","0.6416825840696178","0.6441172223687903","0.633178577527322","0.6477519523127407"
"data_tuberculosis","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0","0.6437429346380664","0.6467912368755613","0.636473275273224","0.647964291765414"
"data_tuberculosis","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0","0.6469574401364114","0.6541455910245176","0.6388746584699424","0.6478520709147745"
"data_tuberculosis","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0","0.6505445419858732","0.6591223196071541","0.6404179474043713","0.6520933589460945"
"data_tuberculosis","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0","0.6689840939994124","0.6640241366993554","0.6620858948087447","0.6808422504901372"
"data_tuberculosis","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0","0.6699807779582366","0.6658187554487255","0.6611744364754077","0.6829491419505765"
"data_tuberculosis","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0","0.6705414877409425","0.6671031075240433","0.6610122096994533","0.6835091459993308"
"data_tuberculosis","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0","0.6707511791868122","0.6688499566273319","0.6610111424180297","0.6823924385150749"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0E-4","0.2870685820645456","0.3159009186827464","0.30124777183600704","0.2440570556748833"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0E-4","0.8128689476490423","0.8059030938742406","0.8501858925388558","0.7825178565340303"
"data_malaria","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0E-4","0.5","0.5","0.5","0.5"
"data_malaria","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0E-4","0.9309869766370054","0.9097671470885763","0.9488634241575601","0.9343303586648798"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0E-4","0.6112913477367736","0.6239805468055568","0.617860962566845","0.592032533837919"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0E-4","0.8546717546347252","0.8518264895362491","0.8692165350989183","0.8429722392690084"
"data_malaria","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0E-4","0.5","0.5","0.5","0.5"
"data_malaria","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0E-4","0.9481908625775111","0.9221872222266796","0.9741448094389403","0.9482405560669132"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.001","0.3521730659568831","0.3160002792838513","0.30135472370766475","0.4391641948791331"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.001","0.8646304841401067","0.8584299413772285","0.895655716832207","0.8398057942108846"
"data_malaria","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.001","0.5","0.5","0.5","0.5"
"data_malaria","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.001","0.930347905259247","0.9135455353521836","0.9490297937357359","0.9284683866898217"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.001","0.6112913477367736","0.6239805468055568","0.617860962566845","0.592032533837919"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.001","0.9256446393368623","0.912484793799867","0.9392920804686198","0.9251570437421"
"data_malaria","SVC_LIN_DESC","L1","Standard","cdk_desc","0.001","0.8563119628863305","0.7882034797693758","0.9032425091248619","0.8774898997647537"
"data_malaria","SVC_LIN_DESC","L2","Standard","cdk_desc","0.001","0.9459037458884426","0.9056853061782919","0.9826432391138272","0.949382692373209"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.01","0.837846532321887","0.8281236153294448","0.8939410915881637","0.7914748900480527"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.01","0.9374769998377565","0.9304771188648022","0.9498310839487397","0.9321227966997278"
"data_malaria","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.01","0.9061984095097957","0.8803456674749599","0.9332993803582619","0.9049501806961655"
"data_malaria","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.01","0.9297141745469771","0.9163786551945076","0.955508021390465","0.9172558470559593"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.01","0.8599133011629032","0.8765216270431676","0.9195348442407416","0.7836834322048004"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.01","0.9520131578017191","0.9339789086983276","0.963150836092074","0.958909728614756"
"data_malaria","SVC_LIN_DESC","L1","Standard","cdk_desc","0.01","0.941512714547688","0.9129064049991513","0.9672693319752295","0.9443624066686832"
"data_malaria","SVC_LIN_DESC","L2","Standard","cdk_desc","0.01","0.9406565982311611","0.8963239263012376","0.9803480179950752","0.9452978503971704"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.1","0.9411516235897558","0.9350289085640765","0.9588218317630149","0.9296041304421759"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.1","0.9482029872035636","0.9397042276592956","0.9568559545030415","0.9480487794483533"
"data_malaria","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.1","0.9392449458286064","0.9242684240065727","0.9631100925219163","0.9303563209573302"
"data_malaria","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.1","0.9256897556123737","0.9125143334379991","0.9568559545031029","0.9076989788960189"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.1","0.9509261838269399","0.9277084491421277","0.9677989983872854","0.9572711039514067"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.1","0.9654346545993368","0.9570171410463876","0.9765181224004867","0.9627687003511359"
"data_malaria","SVC_LIN_DESC","L1","Standard","cdk_desc","0.1","0.9432425757942889","0.896681087380881","0.9809897292250206","0.9520569107769651"
"data_malaria","SVC_LIN_DESC","L2","Standard","cdk_desc","0.1","0.9386827617527774","0.8932437476669862","0.9787148798913508","0.9440896576999952"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0","0.9516129501297358","0.9428461709915258","0.9550326797386202","0.9569599996590618"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0","0.9511444540031287","0.9434396491764986","0.9536473983533338","0.9563463144795539"
"data_malaria","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0","0.9279316412662258","0.9143135659444955","0.9591443850268169","0.910336972827365"
"data_malaria","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0","0.9229040929263245","0.9095630550430117","0.9562787539259032","0.9028704698100585"
"data_malaria","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0","0.9651126792292436","0.9612601072557387","0.974518292165345","0.9595596382666473"
"data_malaria","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0","0.9658186451514371","0.9637951452947197","0.9764536117477252","0.9572071784118668"
"data_malaria","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0","0.9346602379777386","0.8834446440607093","0.9789118071470988","0.9416242627254077"
"data_malaria","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0","0.9384561084672906","0.8932974561000098","0.9786673457261725","0.9434035235756892"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0E-4","0.5776984756186655","0.593285911529279","0.5949796623422325","0.544829852984485"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0E-4","0.5241307310993336","0.5249068519937853","0.5350235347018399","0.5124618066023754"
"data_bubonic","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0E-4","0.5","0.5","0.5","0.5"
"data_bubonic","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0E-4","0.7294579151623243","0.7212720978782885","0.7422110114241698","0.7248906361845147"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0E-4","0.42861463999898436","0.40939044208968495","0.45594427247949304","0.42050920542777526"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0E-4","0.511616997627406","0.5013453610971852","0.5265569413641927","0.5069486904208401"
"data_bubonic","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0E-4","0.5","0.5","0.5","0.5"
"data_bubonic","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0E-4","0.7289015783441567","0.7502279153345043","0.7344436355177038","0.7020331841802621"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.001","0.5692154858260442","0.5948760338768673","0.5874459479372002","0.5253244756640654"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.001","0.5746653205063227","0.5848852495839169","0.5939896933393816","0.5451210185956696"
"data_bubonic","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.001","0.5","0.5","0.5","0.5"
"data_bubonic","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.001","0.7308851343343507","0.7296653278018812","0.7507541326416248","0.712235942559546"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.001","0.42798799505602275","0.40939044208968495","0.45594427247949304","0.41862927059889016"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.001","0.6243550884081861","0.6268111011283268","0.6408781757712086","0.6053759883250227"
"data_bubonic","SVC_LIN_DESC","L1","Standard","cdk_desc","0.001","0.5","0.5","0.5","0.5"
"data_bubonic","SVC_LIN_DESC","L2","Standard","cdk_desc","0.001","0.7209770253483582","0.7431202600218177","0.7328989413328836","0.6869118746903735"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.01","0.6275185884321525","0.6525706537536415","0.6568923482451657","0.5730927632976501"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.01","0.7245398699160058","0.73127956293116","0.743054857033063","0.6992851897837945"
"data_bubonic","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.01","0.7184033433332483","0.7148338199930976","0.7255643625297702","0.7148118474768771"
"data_bubonic","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.01","0.731961829625476","0.7317931982139209","0.7596139678198992","0.7044783228426078"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.01","0.4690914805541923","0.39909956927309237","0.45837427053844415","0.5498006018510403"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.01","0.7207442877697984","0.7358127659012396","0.7196673660654914","0.7067527313426639"
"data_bubonic","SVC_LIN_DESC","L1","Standard","cdk_desc","0.01","0.7065210252233126","0.7158873503687416","0.7140479360854335","0.6896277892157627"
"data_bubonic","SVC_LIN_DESC","L2","Standard","cdk_desc","0.01","0.7176328352156393","0.7383601326536425","0.7294479825186456","0.6850903904746295"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.1","0.7208105214646247","0.7275282086518685","0.7243469847473428","0.7105563709946626"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.1","0.7339513394066824","0.7185612266471469","0.7524328525626836","0.7308599390102167"
"data_bubonic","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.1","0.729507596266454","0.7210484766009829","0.7450054344310827","0.7224688777672965"
"data_bubonic","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.1","0.7320381453683398","0.7328581243561355","0.759577538918005","0.7036787728308788"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.1","0.652197274712829","0.6743046930741212","0.6567386128419431","0.6255485182224224"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.1","0.7234351628077045","0.7308567634703105","0.7393098843574761","0.7001388405953266"
"data_bubonic","SVC_LIN_DESC","L1","Standard","cdk_desc","0.1","0.724505036501656","0.7460854715536677","0.7397666049190409","0.6876630330322593"
"data_bubonic","SVC_LIN_DESC","L2","Standard","cdk_desc","0.1","0.7167254288067134","0.7329793488890746","0.7288346720503572","0.6883622654807083"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0","0.7341169415028941","0.7101047419607008","0.7516694767670427","0.7405766057809385"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0","0.7326338542281995","0.7163180773196289","0.7571607259467371","0.7244227594182325"
"data_bubonic","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0","0.7314613499675193","0.7325380519517237","0.7543122033017553","0.7075337946490787"
"data_bubonic","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0","0.7325050708510793","0.7326239330923425","0.7604281809637853","0.7044630984971101"
"data_bubonic","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0","0.7170007184665493","0.7108041777874103","0.7520909917852783","0.6881069858269592"
"data_bubonic","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0","0.7138862454039631","0.7239770234917764","0.7268373351661811","0.6908443775539317"
"data_bubonic","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0","0.7133733521050637","0.7387687286951101","0.7314676117159915","0.6698837159040897"
"data_bubonic","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0","0.7156546540352734","0.7309191924532858","0.7293536479741315","0.6866911216784031"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0E-4","0.4806635770028039","0.347721235058405","0.5241049277423894","0.5701645682076172"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0E-4","0.4083968573395544","0.41510581594232115","0.3982170460189689","0.41186771005737316"
"data_kcnq","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0E-4","0.784923542376608","0.787326689678552","0.7839432325215122","0.7835007049297595"
"data_kcnq","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0E-4","0.8307522372300328","0.8352519614781357","0.8232134609744133","0.833791289237549"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0E-4","0.41771755456993637","0.4198977092769652","0.4233174937130363","0.4099374607198076"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0E-4","0.4983110224851424","0.5142469232992928","0.4858242819903029","0.49486186216583156"
"data_kcnq","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0E-4","0.5","0.5","0.5","0.5"
"data_kcnq","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0E-4","0.8275005608505218","0.8266570038446845","0.8255871264372339","0.830257552269647"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.001","0.5156340286120976","0.4624513184229092","0.5206721376879551","0.5637786297254286"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.001","0.7674573946458758","0.7676038094293048","0.7664504967602125","0.7683178777481101"
"data_kcnq","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.001","0.8138043215537053","0.8133660072816717","0.8158637250450946","0.8121832323343497"
"data_kcnq","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.001","0.8325112244436327","0.8369591030182242","0.8246376406248289","0.8359369296878448"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.001","0.45984991642676015","0.474020444413188","0.4862206221085801","0.41930868275851235"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.001","0.7854653899124359","0.7913877567106709","0.7799885327642394","0.7850198802623973"
"data_kcnq","SVC_LIN_DESC","L1","Standard","cdk_desc","0.001","0.80733151156641","0.805354854942167","0.8090595210625814","0.8075801586944819"
"data_kcnq","SVC_LIN_DESC","L2","Standard","cdk_desc","0.001","0.8273941510631809","0.8271697547375206","0.8253124999616653","0.8297001984903565"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.01","0.7303845796571632","0.7538648613720362","0.6541208630456546","0.7831680145537988"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.01","0.8271158342093717","0.8287584874485934","0.8210390941390787","0.831549921040443"
"data_kcnq","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.01","0.8282501032670563","0.8325383448914336","0.8208674372580406","0.8313445276516942"
"data_kcnq","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.01","0.8333764897205466","0.8369382479521682","0.8256336512583982","0.8375575699510733"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.01","0.7566986238198635","0.7519130009184495","0.7399055878976262","0.778277282643515"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.01","0.8263402924293638","0.8271237051736982","0.8232478577748744","0.8286493143395187"
"data_kcnq","SVC_LIN_DESC","L1","Standard","cdk_desc","0.01","0.8263674227340116","0.8253717051375881","0.8247895066696541","0.828941056394793"
"data_kcnq","SVC_LIN_DESC","L2","Standard","cdk_desc","0.01","0.8268359072964028","0.8269115054455887","0.8247110221014168","0.8288851943422029"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","0.1","0.8252621709362419","0.8283094169575211","0.8205591663609113","0.8269179294902932"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","0.1","0.8347600642177143","0.8384834877226517","0.8289317286890605","0.8368649762414309"
"data_kcnq","SVC_LIN_DESC","L1","Standard","rdkit_desc","0.1","0.8322759026706833","0.8367347574331638","0.8241624724609905","0.8359304781178957"
"data_kcnq","SVC_LIN_DESC","L2","Standard","rdkit_desc","0.1","0.8334488860106503","0.8362316564653979","0.8259855028853529","0.8381294986811998"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","cdk_desc","0.1","0.8234006689148333","0.8234095006015854","0.8209247979709318","0.825867708171983"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","cdk_desc","0.1","0.8307444010305591","0.830059194172841","0.8279389238438394","0.834235085074997"
"data_kcnq","SVC_LIN_DESC","L1","Standard","cdk_desc","0.1","0.8272510559679702","0.8274288992269023","0.8245132445877879","0.8298110240892205"
"data_kcnq","SVC_LIN_DESC","L2","Standard","cdk_desc","0.1","0.8261737971430912","0.8263588272291305","0.8242194242723069","0.8279431399278363"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","rdkit_desc","1.0","0.8337055124665845","0.8389296905473106","0.8258069682798275","0.8363798785726158"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","rdkit_desc","1.0","0.8360453502092328","0.8401058434430918","0.830201973252684","0.8378282339319228"
"data_kcnq","SVC_LIN_DESC","L1","Standard","rdkit_desc","1.0","0.833080363658418","0.8370934660865631","0.8250311184320841","0.8371165064566068"
"data_kcnq","SVC_LIN_DESC","L2","Standard","rdkit_desc","1.0","0.8337731300859691","0.8363445272084836","0.8263816467308753","0.8385932163185481"
"data_kcnq","SVC_LIN_DESC","L1","MaxMin","cdk_desc","1.0","0.829786203863189","0.8307061943377309","0.8252206852020917","0.8334317320497447"
"data_kcnq","SVC_LIN_DESC","L2","MaxMin","cdk_desc","1.0","0.8304088035619287","0.8303536610294637","0.827152663362007","0.8337200862943152"
"data_kcnq","SVC_LIN_DESC","L1","Standard","cdk_desc","1.0","0.8270880945513345","0.8270820936650413","0.825014754191067","0.8291674357978951"
"data_kcnq","SVC_LIN_DESC","L2","Standard","cdk_desc","1.0","0.8259236347432163","0.8261977903113003","0.8240455184326092","0.8275275954857394"
