"NAME [String]","METHOD [String]","regularizationType [String]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_herg","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","0.1","0.8380627364333603","0.8005624234324539","0.84470837515334","0.8689174107142866"
"data_herg","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","0.1","0.8237924452448624","0.7543991535805775","0.8393554142968662","0.8776227678571434"
"data_herg","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","0.1","0.8475702842077069","0.8044325648735937","0.860934537749526","0.8773437500000009"
"data_herg","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","0.1","0.8372382932058432","0.7852489141329757","0.837849894055983","0.8886160714285709"
"data_herg","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","0.1","0.8443867194991356","0.7955507294798979","0.8599308575889372","0.8776785714285716"
"data_herg","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","0.1","0.8263673912792848","0.7691558079964358","0.840080294412847","0.8698660714285718"
"data_herg","SVC_LIN_FP","L1","1000","cdk_fp","Standard","0.1","0.829535335474227","0.7755874819022163","0.8362886138061782","0.8767299107142862"
"data_herg","SVC_LIN_FP","L2","1000","cdk_fp","Standard","0.1","0.8099007450969612","0.7473549393028165","0.8097468495594958","0.8726004464285713"
"data_herg","SVC_LIN_FP","L1","1500","cdk_fp","Standard","0.1","0.8406202885977051","0.7934068381779714","0.8645589383294302","0.8638950892857137"
"data_herg","SVC_LIN_FP","L2","1500","cdk_fp","Standard","0.1","0.8113128758714185","0.7432342131640497","0.8269209323073491","0.8637834821428569"
"data_herg","SVC_LIN_FP","L1","2000","cdk_fp","Standard","0.1","0.835064429652261","0.7928499832943543","0.8434258949481431","0.8689174107142856"
"data_herg","SVC_LIN_FP","L2","2000","cdk_fp","Standard","0.1","0.821956964484575","0.7637821583695293","0.8264190922270547","0.8756696428571412"
"data_herg","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","1.0","0.7996172273856744","0.7595779039982175","0.8009925281588045","0.8382812500000014"
"data_herg","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","1.0","0.8008164541771513","0.7406448379552286","0.8187799710047953","0.8430245535714301"
"data_herg","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","1.0","0.8023597811481133","0.7457679028845093","0.807070369131259","0.8542410714285718"
"data_herg","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","1.0","0.815441331558227","0.7647009689274965","0.8082413293186127","0.8733816964285716"
"data_herg","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","1.0","0.8106185452842983","0.7714945985076287","0.8093007694881231","0.851060267857143"
"data_herg","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","1.0","0.8191182387424227","0.763921372090433","0.8338909334225493","0.8595424107142862"
"data_herg","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","1.0","0.7880323913508795","0.7165051787504184","0.7965317274450764","0.851060267857144"
"data_herg","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","1.0","0.7948627593098911","0.739781712885622","0.7904538864726218","0.8543526785714297"
"data_herg","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","1.0","0.8029735435214294","0.7543713108363965","0.8197278911564625","0.8348214285714292"
"data_herg","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","1.0","0.7992460312928925","0.7420648179084531","0.8096353295416527","0.8460379464285717"
"data_herg","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","1.0","0.8073185522097815","0.7381668337231327","0.8217352514776401","0.8620535714285721"
"data_herg","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","1.0","0.8097492899816899","0.7509744960463306","0.8100814096130255","0.8681919642857138"
"data_herg","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","1.0","0.823427975738773","0.7646452834391357","0.8539645366343257","0.8516741071428579"
"data_herg","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","1.0","0.8133107518406221","0.7474384675353597","0.8222370915579346","0.8702566964285717"
"data_herg","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","1.0","0.8265273946790291","0.7849148012028068","0.8257499721199955","0.8689174107142853"
"data_herg","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","1.0","0.8303242853159265","0.7817964138545487","0.8255826920932307","0.8835937500000001"
"data_herg","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","1.0","0.8287608528094991","0.7740561309722686","0.8501728560276569","0.862053571428572"
"data_herg","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","1.0","0.8250302417482747","0.7664829045550725","0.8391323742611799","0.8694754464285714"
"data_herg","SVC_LIN_FP","L1","1000","cdk_fp","Standard","1.0","0.8199837287190861","0.7687938523220853","0.8186126909780305","0.8725446428571426"
"data_herg","SVC_LIN_FP","L2","1000","cdk_fp","Standard","1.0","0.798439379038828","0.729869695957233","0.797423887587822","0.8680245535714293"
"data_herg","SVC_LIN_FP","L1","1500","cdk_fp","Standard","1.0","0.8175123688002669","0.7591602628355052","0.8347830935652949","0.8585937500000005"
"data_herg","SVC_LIN_FP","L2","1500","cdk_fp","Standard","1.0","0.8072081171259015","0.7359950996770241","0.8231292517006802","0.8624999999999998"
"data_herg","SVC_LIN_FP","L1","2000","cdk_fp","Standard","1.0","0.8191062296086521","0.7700746185544046","0.8275900524144083","0.8596540178571431"
"data_herg","SVC_LIN_FP","L2","2000","cdk_fp","Standard","1.0","0.818685824950919","0.761833166276869","0.8214564514330321","0.8727678571428558"
"data_herg","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","10.0","0.8007612609950899","0.7368025392582696","0.8268651722984275","0.8386160714285728"
"data_herg","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","10.0","0.7960026475239513","0.735967256932843","0.8164938106390096","0.8355468750000012"
"data_herg","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","10.0","0.8137019964480272","0.7533411293017039","0.8038362886138062","0.8839285714285717"
"data_herg","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","10.0","0.8096804798362625","0.7596892749749407","0.8006579681052749","0.8686941964285716"
"data_herg","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","10.0","0.8135474305554314","0.7534525002784278","0.8256384521021523","0.8615513392857139"
"data_herg","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","10.0","0.8155871846534817","0.7620837509744965","0.8266978922716627","0.8579799107142857"
"data_herg","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","10.0","0.7865324135814878","0.7358837287003014","0.7895617263298762","0.8341517857142858"
"data_herg","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","10.0","0.7910746511198893","0.7313175186546386","0.788335006133601","0.8535714285714286"
"data_herg","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","10.0","0.7907291723585624","0.7367190110257265","0.8145979703356753","0.8208705357142856"
"data_herg","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","10.0","0.7924274663474704","0.733767680142556","0.8011598081855693","0.8423549107142861"
"data_herg","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","10.0","0.801078629664875","0.7271967925158708","0.8128136500501839","0.8632254464285704"
"data_herg","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","10.0","0.80369261795212","0.7440138100011139","0.8008810081409613","0.8661830357142848"
"data_herg","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","10.0","0.8279538137374507","0.7871422207372764","0.8422549347607896","0.8544642857142861"
"data_herg","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","10.0","0.8123625764317791","0.7473270965586364","0.8206758113081298","0.8690848214285715"
"data_herg","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","10.0","0.813128681122564","0.7384731039091218","0.8314374930299988","0.8694754464285716"
"data_herg","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","10.0","0.829450914765799","0.7814066154360164","0.8232407717185234","0.8837053571428571"
"data_herg","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","10.0","0.8017835528838276","0.7303987080966701","0.8472175755548121","0.827734375000001"
"data_herg","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","10.0","0.8248447850993093","0.76575899320637","0.8389650942344151","0.8698102678571428"
"data_herg","SVC_LIN_FP","L1","1000","cdk_fp","Standard","10.0","0.804990983364482","0.74997215725582","0.7989851678376269","0.8660156249999994"
"data_herg","SVC_LIN_FP","L2","1000","cdk_fp","Standard","10.0","0.7968608164135412","0.727141107027508","0.7950819672131146","0.8683593750000008"
"data_herg","SVC_LIN_FP","L1","1500","cdk_fp","Standard","10.0","0.8035018586170896","0.740561309722686","0.8284822125571539","0.8414620535714288"
"data_herg","SVC_LIN_FP","L2","1500","cdk_fp","Standard","10.0","0.8056111807045809","0.7324312284218729","0.822181331549013","0.862220982142857"
"data_herg","SVC_LIN_FP","L1","2000","cdk_fp","Standard","10.0","0.8037894909393665","0.7356053012584916","0.8088546894167503","0.8669084821428574"
"data_herg","SVC_LIN_FP","L2","2000","cdk_fp","Standard","10.0","0.8169033779987754","0.7576010691613775","0.8203970112635218","0.8727120535714272"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","0.001","0.5741511569628546","0.6280939947780678","0.5588221929386106","0.5355372831718854"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","0.001","0.5955084885666365","0.6449086161879894","0.5900849729631481","0.5515318765487721"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","0.001","0.5974415987453605","0.6539425587467361","0.5845412823192621","0.5538409551700834"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","0.001","0.6006404053190086","0.6454308093994778","0.6013541145999","0.5551362919576481"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","0.001","0.6051940183990695","0.6618276762402089","0.5974917071840777","0.5562626717729219"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","0.001","0.6174379704716231","0.6580156657963446","0.6273912845912664","0.5669069610272583"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","0.001","0.9077784114811499","0.9558746736292427","0.9230699322942699","0.8443906285199368"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","0.001","0.9022242442256302","0.9514360313315926","0.8868541827600308","0.868382518585267"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","0.001","0.9086578272426465","0.9479895561357702","0.9247512155223337","0.8532327100698355"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","Standard","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","Standard","0.001","0.8840621996863162","0.9393733681462141","0.9236152133412097","0.789198017571525"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","Standard","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","Standard","0.001","0.8922490960696345","0.9630287206266319","0.8789021674921615","0.8348164000901104"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","Standard","0.001","0.5","0.5","0.5","0.5"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","Standard","0.001","0.8855717279089131","0.9374412532637076","0.9243876948243741","0.7948862356386573"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","0.01","0.43293430334552346","0.4790861618798956","0.31842141136910984","0.5012953367875648"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","0.01","0.6966458502196021","0.7708616187989557","0.7121824873903758","0.606893444469475"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","0.01","0.42802406369725327","0.470574412532637","0.30828827191348207","0.5052095066456409"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","0.01","0.7190737048224044","0.8057441253263709","0.7302222020266279","0.6212547871142148"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","0.01","0.4270493426058571","0.4646736292428198","0.30996955514154595","0.5065048434332056"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","0.01","0.715078196092072","0.8029242819843341","0.7238151497250874","0.6184951565667943"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","0.01","0.5436764407986957","0.6266840731070495","0.4378606806925069","0.5664845685965307"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","0.01","0.7064684059924197","0.7790078328981722","0.7240423501613124","0.6163550349177742"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","0.01","0.5847414252897826","0.6298433420365536","0.5545735447812059","0.5698073890515882"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","0.01","0.7151285264944102","0.8043342036553525","0.7201345026582452","0.6209168731696328"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","0.01","0.5404178549591911","0.6271279373368145","0.42350161312309725","0.5706240144176616"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","0.01","0.7174929333810828","0.7869973890339426","0.7399463806970509","0.6255350304122551"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","0.01","0.8919470774893692","0.9372323759791121","0.9038487753896487","0.8347600810993467"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","0.01","0.8729724012661403","0.8978067885117492","0.8779024855727723","0.8432079297138996"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","0.01","0.8852236862691657","0.9505744125326369","0.9275003408006542","0.7775963054742059"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","0.01","0.8810506729302938","0.9170757180156658","0.8564547643931476","0.8696215363820682"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","0.01","0.891196071805073","0.9490600522193209","0.8884445858136049","0.8360835773822933"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","0.01","0.8969655876570147","0.9285117493472583","0.9009860498932157","0.8613989637305699"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","Standard","0.01","0.8714212738920634","0.9506788511749346","0.9063479801881219","0.7572369903131334"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","Standard","0.01","0.8574968845433443","0.9077806788511747","0.9015313309401555","0.7631786438387025"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","Standard","0.01","0.9006384325386326","0.9566318537859004","0.9112555096105786","0.8340279342194188"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","Standard","0.01","0.8733431183304946","0.9440731070496082","0.8569091652655972","0.8190470826762786"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","Standard","0.01","0.8698518100586515","0.943107049608355","0.8953287590312177","0.771119621536382"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","Standard","0.01","0.8696042674740928","0.9228720626631853","0.8907165901758531","0.7952241495832396"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","0.1","0.7235728762818202","0.7977545691906005","0.7350388512745945","0.6379252083802657"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","0.1","0.7562448912832233","0.8222976501305482","0.7854773481165084","0.6609596756026132"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","0.1","0.7328208509408788","0.8168668407310704","0.7414459035761348","0.6401498085154312"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","0.1","0.7765918629245475","0.8491906005221932","0.79033943745172","0.6902455507997295"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","0.1","0.7298069780494068","0.8115404699738902","0.735675012496024","0.6422054516783059"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","0.1","0.7694340112510424","0.8478328981723238","0.8037897032762303","0.6566794323045732"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","0.1","0.7485545104590616","0.8304438642297649","0.7695505975371473","0.6456690696102726"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","0.1","0.7706928017185589","0.831018276762402","0.8038805834507202","0.6771795449425545"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","0.1","0.748787502610798","0.8155874673629242","0.776207570318535","0.6545674701509347"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","0.1","0.7756361322445273","0.8578067885117494","0.7870223110828374","0.6820792971389952"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","0.1","0.7414595434706054","0.8092689295039164","0.7751851683555232","0.6399245325523767"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","0.1","0.781804767568691","0.8471018276762402","0.8127414004634889","0.6855710745663439"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","0.1","0.8696946357798973","0.8932637075718016","0.8743581587676649","0.8414620410002254"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","0.1","0.8836402507506053","0.8958224543080938","0.878493206706957","0.876605091236765"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","0.1","0.8769408366345232","0.8927676240208874","0.8524105966283455","0.8856442892543366"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","0.1","0.8891574209400749","0.9214621409921671","0.8614077339028491","0.8846023879252084"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","0.1","0.8918444536392495","0.9293994778067886","0.9059390194029175","0.8401948637080422"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","0.1","0.913455210891209","0.9323759791122714","0.9179806425228336","0.8900090110385221"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","Standard","0.1","0.8877742027188554","0.9405221932114888","0.8673149452446949","0.855485469700383"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","Standard","0.1","0.8533945327540057","0.89242819843342","0.8873994638069705","0.7803559360216266"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","Standard","0.1","0.8790584188891352","0.923707571801566","0.8785386467942018","0.8349290380716375"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","Standard","0.1","0.8789050067201393","0.9452741514360312","0.8618621347752987","0.8295787339490877"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","Standard","0.1","0.8822980539519927","0.9243603133159269","0.8990094060980597","0.8235244424419915"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","Standard","0.1","0.8799232402947735","0.9314882506527414","0.8912618712227928","0.8170195990087861"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","1.0","0.7665571794129562","0.8083028720626628","0.8161039669196166","0.6752646992565893"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","1.0","0.7620385541050562","0.838172323759791","0.7744808470032263","0.6734624915521513"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","1.0","0.8050948149617753","0.8594255874673629","0.8073794701685827","0.7484793872493803"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","1.0","0.7833239533817716","0.8604699738903394","0.7872040714318171","0.7022978148231583"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","1.0","0.7750058007194521","0.852219321148825","0.7819330213114012","0.6908650596981302"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","1.0","0.7771601092902006","0.8520104438642297","0.8102876357522606","0.6691822482541112"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","1.0","0.8137815416813957","0.8490339425587466","0.8395510519380198","0.7527596305474209"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","1.0","0.8071348247493243","0.8354046997389033","0.840505293770164","0.7454944807389053"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","1.0","0.806683441328207","0.8423498694516972","0.8108329167992003","0.7668675377337237"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","1.0","0.8001039810868008","0.8627154046997388","0.7949743263507068","0.7426222122099573"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","1.0","0.8122350612579673","0.8594255874673629","0.8236470214022812","0.7536325749042576"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","1.0","0.8083804971066647","0.8481984334203655","0.8284636706502477","0.7484793872493806"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","1.0","0.8707659854132522","0.909556135770235","0.8635888580906076","0.8391529623789141"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","1.0","0.9197792203598737","0.9295561357702349","0.8989412459671923","0.9308402793421943"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","1.0","0.8732169664002151","0.9238120104438642","0.8305539146635161","0.8652849740932647"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","1.0","0.9195810787717366","0.9383812010443863","0.8919434725314673","0.9284185627393559"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","1.0","0.8876227298140114","0.9295039164490861","0.8777661653110375","0.8555981076819104"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","1.0","0.9362174967063691","0.9419843342036552","0.9438814922524652","0.9227866636629872"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","Standard","1.0","0.8779541861678101","0.9169712793733681","0.8611805334666243","0.8557107456634379"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","Standard","1.0","0.8746983836301458","0.9077806788511747","0.9167537601672194","0.7995607118720433"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","Standard","1.0","0.8620587072634288","0.9147780678851166","0.8147862043895125","0.8566118495156574"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","Standard","1.0","0.9038077060065337","0.9421409921671018","0.8987594856182124","0.870522640234287"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","Standard","1.0","0.8978745046197805","0.9433942558746737","0.8781296860089972","0.8720995719756703"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","Standard","1.0","0.901110981032089","0.9444386422976501","0.9223883309855956","0.8365059698130212"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","10.0","0.7674360792262003","0.8062663185378589","0.7867042304721229","0.7093376886686191"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","10.0","0.766166554438771","0.838746736292428","0.7684373153996455","0.6913156116242397"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","10.0","0.7810063871234578","0.8479373368146215","0.7810696596537468","0.7140121649020051"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","10.0","0.7922032405439648","0.8696605744125326","0.781842141136911","0.7251070060824509"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","MaxMin","10.0","0.7793620336276011","0.8582245430809399","0.7780706138955787","0.7017909439062852"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","MaxMin","10.0","0.7853605808318184","0.8604177545691905","0.8019266596991866","0.6937373282270781"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","MaxMin","10.0","0.8107820794189182","0.8319582245430809","0.8091061934838917","0.7912818202297818"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","MaxMin","10.0","0.8114665976641526","0.8309138381201043","0.8290998318716772","0.7743861230006763"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","MaxMin","10.0","0.7997355491334357","0.8344647519582243","0.7749806879629209","0.7897612074791617"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","MaxMin","10.0","0.7974727478086315","0.8555613577023498","0.7714818012450585","0.7653750844784866"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","MaxMin","10.0","0.7997042531785664","0.8210443864229765","0.8070613895578682","0.7710069835548549"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","MaxMin","10.0","0.8100853305133394","0.842924281984334","0.814240923342573","0.7730907862131113"
"data_solubility","SVC_LIN_FP","L1","1000","rdkit_fp","Standard","10.0","0.8849575247026468","0.9184334203655353","0.8644522197482619","0.871986933994143"
"data_solubility","SVC_LIN_FP","L2","1000","rdkit_fp","Standard","10.0","0.9325508142942794","0.9389033942558745","0.9172081610396692","0.9415408875872944"
"data_solubility","SVC_LIN_FP","L1","1500","rdkit_fp","Standard","10.0","0.8946379333823641","0.9346736292428193","0.8305084745762712","0.9187316963280018"
"data_solubility","SVC_LIN_FP","L2","1500","rdkit_fp","Standard","10.0","0.9243211659590967","0.9396344647519581","0.9015313309401555","0.9317977021851769"
"data_solubility","SVC_LIN_FP","L1","2000","rdkit_fp","Standard","10.0","0.9338217788238556","0.9465796344647519","0.9305221066024447","0.9243635954043704"
"data_solubility","SVC_LIN_FP","L2","2000","rdkit_fp","Standard","10.0","0.9391459339772652","0.9454308093994778","0.9465170173126733","0.9254899752196443"
"data_solubility","SVC_LIN_FP","L1","1000","cdk_fp","Standard","10.0","0.8644503503029686","0.8957702349869451","0.8566819648293726","0.8408988510925883"
"data_solubility","SVC_LIN_FP","L2","1000","cdk_fp","Standard","10.0","0.8853093485623139","0.9261096605744122","0.924569455173354","0.8052489299391755"
"data_solubility","SVC_LIN_FP","L1","1500","cdk_fp","Standard","10.0","0.8942878458189503","0.9480417754569181","0.8251011041941201","0.9097206578058128"
"data_solubility","SVC_LIN_FP","L2","1500","cdk_fp","Standard","10.0","0.9129520840686404","0.9491383812010443","0.9124369518789476","0.8772809191259293"
"data_solubility","SVC_LIN_FP","L1","2000","cdk_fp","Standard","10.0","0.9319552812045723","0.9372323759791122","0.930158585904485","0.9284748817301195"
"data_solubility","SVC_LIN_FP","L2","2000","cdk_fp","Standard","10.0","0.9060990813594899","0.9458485639686685","0.9255236970054983","0.8469249831043029"
"data_chagas","SVC_LIN_FP","L1","1000","rdkit_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_chagas","SVC_LIN_FP","L2","1000","rdkit_fp","MaxMin","0.001","0.7604925198893439","0.7556320282406239","0.7580240790623182","0.7678214523650895"
"data_chagas","SVC_LIN_FP","L1","1500","rdkit_fp","MaxMin","0.001","0.5","0.5","0.5","0.5"
"data_chagas","SVC_LIN_FP","L2","1500","rdkit_fp","MaxMin","0.001","0.7667141979751914","0.7657293829024335","0.7648355598427494","0.7695776511803912"
