name,method,feature,maxIter,reg,auc,f1,f2,f3
data_solubility,SVC,cdk_desc,10,0.01,0.8252788899879372,0.8855555555555555,0.9338839401539392,0.6563971742543171
data_solubility,SVC,rdkit_desc,10,0.01,0.8338749447716471,0.8112499999999999,0.8695840179884112,0.8207908163265306
data_solubility,SVC,cdk_desc,50,0.01,0.9730647803724413,0.9714583333333333,0.974963244832656,0.9727727629513343
data_solubility,SVC,rdkit_desc,50,0.01,0.9715055107992632,0.9710416666666666,0.9683473147107151,0.9751275510204082
data_solubility,SVC,cdk_desc,100,0.01,0.9680741575988885,0.9681944444444445,0.9781198650869151,0.9579081632653061
data_solubility,SVC,rdkit_desc,100,0.01,0.973428164611071,0.9736805555555555,0.97024993513794,0.9763540031397174
data_tuberculosis,SVC,cdk_desc,10,1.0,0.5884299459870044,0.5947099255469386,0.5785918155534139,0.5919880968606605
data_tuberculosis,SVC,rdkit_desc,10,1.0,0.5916398297715891,0.5814738257436031,0.5978781064406389,0.5955675571305257
data_tuberculosis,SVC,cdk_desc,50,1.0,0.5848717251180818,0.6023516777585941,0.5781346529270764,0.574128844668575
data_tuberculosis,SVC,rdkit_desc,50,1.0,0.5679257565889886,0.551603109086504,0.5799046136358019,0.5722695470446596
data_tuberculosis,SVC,cdk_desc,100,1.0,0.6054420728634416,0.6107333768425004,0.6011462014316192,0.6044466403162055
data_tuberculosis,SVC,rdkit_desc,100,1.0,0.5749811120360416,0.5605599586153607,0.5781861352048172,0.586197242287947
data_tuberculosis,SVC,cdk_desc,10,0.1,0.5884259262172027,0.5947044687115975,0.5785897562623042,0.5919835536777065
data_tuberculosis,SVC,rdkit_desc,10,0.1,0.59245404526128,0.5851255399538572,0.5951845536692449,0.5970520421607379
data_tuberculosis,SVC,cdk_desc,50,0.1,0.5864876458513576,0.6026812706131955,0.5829163268836335,0.573865340057244
data_tuberculosis,SVC,rdkit_desc,50,0.1,0.58882960889227,0.5791786807991427,0.6000259470679814,0.587284198809686
data_tuberculosis,SVC,cdk_desc,100,0.1,0.6034181621409901,0.6107431991461145,0.5958188153310106,0.6036924719458453
data_tuberculosis,SVC,rdkit_desc,100,0.1,0.5867778240567736,0.5748514103736624,0.5944349717053402,0.5910470900913181
data_tuberculosis,SVC,cdk_desc,10,0.03,0.5884259262172027,0.5947044687115974,0.5785897562623042,0.5919835536777066
data_tuberculosis,SVC,rdkit_desc,10,0.03,0.593045289210868,0.5847173686703439,0.598070650159389,0.5963478488028713
data_tuberculosis,SVC,cdk_desc,50,0.03,0.5865410451567955,0.6036776887464775,0.5815088014102024,0.5744366453137066
data_tuberculosis,SVC,rdkit_desc,50,0.03,0.5922816406602782,0.5923100093639295,0.5960865231752621,0.5884483894416431
data_tuberculosis,SVC,cdk_desc,100,0.03,0.6026055863936535,0.6122165446882074,0.5931798337740217,0.6024203807187315
data_tuberculosis,SVC,rdkit_desc,100,0.03,0.5805567383100805,0.5637412936192134,0.5976639401652375,0.5802649811457908
data_tuberculosis,SVC,cdk_desc,10,0.01,0.5884259467910405,0.5947055600786657,0.5785887266167494,0.5919835536777065
data_tuberculosis,SVC,rdkit_desc,10,0.01,0.5935916909261705,0.584747926948254,0.5988603882999316,0.5971667575303258
data_tuberculosis,SVC,cdk_desc,50,0.01,0.5888669498226065,0.6031189088075506,0.5806006540308564,0.5828812866294126
data_tuberculosis,SVC,rdkit_desc,50,0.01,0.5871940838336821,0.5903324522363202,0.5933404584805728,0.5779093407841535
data_tuberculosis,SVC,cdk_desc,100,0.01,0.6046657636536006,0.6141799140439298,0.5977854383407056,0.6020319385761665
data_tuberculosis,SVC,rdkit_desc,100,0.01,0.578277118487617,0.573144512278971,0.5794711328572252,0.5822157103266548
data_malaria,SVC,cdk_desc,10,1.0,0.902231350234943,0.8780952683492438,0.9407339992600802,0.8878647830955055
data_malaria,SVC,rdkit_desc,10,1.0,0.7567437572833536,0.7599429787639581,0.7695612282648903,0.7407270648212126
data_malaria,SVC,cdk_desc,50,1.0,0.9158855315917227,0.9080750964913674,0.9405534591194964,0.8990280391643046
data_malaria,SVC,rdkit_desc,50,1.0,0.919762924376538,0.9138394298935286,0.9388457269700333,0.906603616266052
data_malaria,SVC,cdk_desc,100,1.0,0.9152432681656091,0.9105449578296989,0.9324261931187559,0.9027586535483725
data_malaria,SVC,rdkit_desc,100,1.0,0.9288290802120298,0.9199121650598018,0.953241583425823,0.9133334921504646
data_malaria,SVC,cdk_desc,10,0.1,0.9330987648915379,0.9067858977006195,0.9538749537550868,0.9386354432189077
data_malaria,SVC,rdkit_desc,10,0.1,0.7589291280688327,0.7615021945498928,0.77158268590455,0.7437025037520557
data_malaria,SVC,cdk_desc,50,0.1,0.9428354485784929,0.9459092425229121,0.9538956714761381,0.9287014317364286
data_malaria,SVC,rdkit_desc,50,0.1,0.9115256102079654,0.8942340782625732,0.9293629300776911,0.9109798222836321
data_malaria,SVC,cdk_desc,100,0.1,0.9518477445039608,0.9526729035298106,0.949488716241213,0.9533816137408588
data_malaria,SVC,rdkit_desc,100,0.1,0.935302757787676,0.9178208569598204,0.9515960044395119,0.9364914119636959
data_malaria,SVC,cdk_desc,10,0.03,0.9267748956340063,0.9080142103061775,0.9314642989271166,0.9408461776687252
data_malaria,SVC,rdkit_desc,10,0.03,0.7590673096297136,0.7618119199267254,0.7715826859045497,0.7438073230578659
data_malaria,SVC,cdk_desc,50,0.03,0.9303593993186425,0.9267539192172685,0.9553074361820202,0.9090168425566394
data_malaria,SVC,rdkit_desc,50,0.03,0.9280028475058982,0.9035099562148916,0.9571572327044021,0.9233413535984007
data_malaria,SVC,cdk_desc,100,0.03,0.9511450491052493,0.949032968545668,0.9563758786533486,0.9480263001167313
data_malaria,SVC,rdkit_desc,100,0.03,0.9324888674962948,0.9109327763571005,0.9558312985571585,0.9307025275746257
data_malaria,SVC,cdk_desc,10,0.01,0.8970164997392895,0.8674375387156712,0.9138542360340347,0.9097577244681628
data_malaria,SVC,rdkit_desc,10,0.01,0.7590712351164919,0.7616742642036888,0.7715915649278572,0.7439478762179298
data_malaria,SVC,cdk_desc,50,0.01,0.9358102632543953,0.9324269233416461,0.9509478357380685,0.9240560306834714
data_malaria,SVC,rdkit_desc,50,0.01,0.9204836300744625,0.894239372713459,0.9526940436551977,0.914517473854731
data_malaria,SVC,cdk_desc,100,0.01,0.9442144767357576,0.9511163349693192,0.9457003329633733,0.9358267622745805
data_malaria,SVC,rdkit_desc,100,0.01,0.9310571980806006,0.912878487057715,0.9515249722530519,0.928768134931035
data_chagas,SVC,cdk_desc,10,1.0,0.6564863731811963,0.6337646942605946,0.6792545891233488,0.6564398361596455
data_chagas,SVC,rdkit_desc,10,1.0,0.6404937434054457,0.6301763311271361,0.6447241760545929,0.6465807230346083
data_chagas,SVC,cdk_desc,50,1.0,0.7120371039972502,0.7097179689815271,0.711335563561503,0.7150577794487208
data_chagas,SVC,rdkit_desc,50,1.0,0.70204124177056,0.7050726069347032,0.6939083319037,0.7071427864732771
data_chagas,SVC,cdk_desc,100,1.0,0.7176958952913244,0.7118048009483353,0.7194058443415111,0.7218770405841267
data_chagas,SVC,rdkit_desc,100,1.0,0.707186743487453,0.7139780697421713,0.6955667066964031,0.7120154540237846
data_chagas,SVC,cdk_desc,10,0.1,0.6553945679138956,0.6347056208633802,0.6793618116314976,0.6521162712468092
data_chagas,SVC,rdkit_desc,10,0.1,0.6483376397084687,0.6349056603773585,0.646041821543623,0.6640654372044246
data_chagas,SVC,cdk_desc,50,0.1,0.7159487354499718,0.7196952484441371,0.7064891061931721,0.7216618517126066
data_chagas,SVC,rdkit_desc,50,0.1,0.720561403937013,0.7177714116368665,0.7113975143439889,0.7325152858301838
data_chagas,SVC,cdk_desc,100,0.1,0.7332753611632656,0.7297886002173267,0.7245144011742056,0.7455230820982648
data_chagas,SVC,rdkit_desc,100,0.1,0.7301303627070564,0.7299812308604169,0.7208378605058996,0.739571996754853
data_chagas,SVC,cdk_desc,10,0.03,0.6553500422667333,0.6347130297342684,0.6793618116314976,0.6519752854344343
data_chagas,SVC,rdkit_desc,10,0.03,0.6494847774980317,0.6346586980144225,0.6483030251043632,0.6654926093753093
data_chagas,SVC,cdk_desc,50,0.03,0.7159870182276407,0.7157339721426457,0.7062317721736144,0.7259953103666621
data_chagas,SVC,rdkit_desc,50,0.03,0.7232023503689127,0.7248617010767561,0.7114237242904251,0.7333216257395568
data_chagas,SVC,cdk_desc,100,0.03,0.7355317724549495,0.7320507754618194,0.7267112712300567,0.7478332706729724
data_chagas,SVC,rdkit_desc,100,0.03,0.732548286353744,0.7321940136323225,0.7204447113093536,0.7450061341195561
data_chagas,SVC,cdk_desc,10,0.01,0.6553491850095475,0.634717968981527,0.6793641943539008,0.6519653916932149
data_chagas,SVC,rdkit_desc,10,0.01,0.6490459185623494,0.634730317099674,0.6479289376870437,0.6644785009003304
data_chagas,SVC,cdk_desc,50,0.01,0.7139716373321523,0.7151832460732984,0.7008897085453956,0.7258419573777627
data_chagas,SVC,rdkit_desc,50,0.01,0.7196900465916906,0.714222562481478,0.7114022797887953,0.7334452975047985
data_chagas,SVC,cdk_desc,100,0.01,0.731384430617052,0.7304751555862887,0.7182811993671491,0.7453969368977186
data_chagas,SVC,rdkit_desc,100,0.01,0.733267027752535,0.73293490072113,0.7218600484169194,0.745006134119556
data_herg,SVC,cdk_desc,10,1.0,0.8247535527016661,0.8615530303030302,0.8280922431865829,0.7846153846153847
data_herg,SVC,rdkit_desc,10,1.0,0.814450615670681,0.8240845959595959,0.8016771488469603,0.8175901022054868
data_herg,SVC,cdk_desc,50,1.0,0.8574576850338823,0.8608585858585858,0.863155136268344,0.8483593329747174
data_herg,SVC,rdkit_desc,50,1.0,0.8536672371532675,0.8571022727272726,0.8622641509433964,0.8416352877891339
data_herg,SVC,cdk_desc,100,1.0,0.8603519894339924,0.8662878787878788,0.8662473794549267,0.8485207100591716
data_herg,SVC,rdkit_desc,100,1.0,0.8559978048412373,0.8653724747474747,0.859748427672956,0.8428725121032813
data_herg,SVC,cdk_desc,10,0.1,0.8208456959908338,0.8613636363636362,0.8411949685534592,0.7599784830554062
data_herg,SVC,rdkit_desc,10,0.1,0.8105187596161834,0.842645202020202,0.7860062893081761,0.802904787520172
data_herg,SVC,cdk_desc,50,0.1,0.8629425206438995,0.8711489898989899,0.8619496855345913,0.8557288864981174
data_herg,SVC,rdkit_desc,50,0.1,0.851001764086851,0.864236111111111,0.8485324947589099,0.8402366863905326
data_herg,SVC,cdk_desc,100,0.1,0.8568464242176144,0.86875,0.8586477987421385,0.8431414739107047
data_herg,SVC,rdkit_desc,100,0.1,0.8497562040241649,0.8639835858585859,0.850104821802935,0.8351802044109737
data_herg,SVC,cdk_desc,10,0.03,0.8126171844604355,0.8613636363636362,0.8165094339622643,0.7599784830554062
data_herg,SVC,rdkit_desc,10,0.03,0.8149111070419126,0.8330492424242425,0.7975366876310274,0.814147391070468
data_herg,SVC,cdk_desc,50,0.03,0.8610080701698989,0.8715909090909091,0.8580712788259957,0.8533620225927918
data_herg,SVC,rdkit_desc,50,0.03,0.8475573872117776,0.8619002525252526,0.8519392033542978,0.8288327057557827
data_herg,SVC,cdk_desc,100,0.03,0.859273327596985,0.8699494949494949,0.8605870020964362,0.8472834857450242
data_herg,SVC,rdkit_desc,100,0.03,0.8460130770226924,0.8596906565656565,0.8500000000000001,0.8283485745024206
data_herg,SVC,cdk_desc,10,0.01,0.8207234038874096,0.8613636363636363,0.8408280922431867,0.7599784830554062
data_herg,SVC,rdkit_desc,10,0.01,0.8138184990371129,0.8357007575757577,0.7918763102725366,0.8138784292630447
data_herg,SVC,cdk_desc,50,0.01,0.8581948043758639,0.8707702020202022,0.855293501048218,0.8485207100591716
data_herg,SVC,rdkit_desc,50,0.01,0.8449668113628563,0.8596275252525252,0.8462788259958072,0.8289940828402368
data_herg,SVC,cdk_desc,100,0.01,0.854647374812469,0.8690025252525252,0.8613731656184486,0.8335664335664335
data_herg,SVC,rdkit_desc,100,0.01,0.8391655767698946,0.8433396464646464,0.845754716981132,0.8284023668639052
data_bubonic,SVC,cdk_desc,10,1.0,0.5767933527036126,0.531009012989019,0.620087320565572,0.5792837245562473
data_bubonic,SVC,rdkit_desc,10,1.0,0.5149484253673036,0.4945585289339461,0.529210979220674,0.5210757679472908
data_bubonic,SVC,cdk_desc,50,1.0,0.5997898281082876,0.591131786809023,0.6332983061693296,0.5749393913465103
data_bubonic,SVC,rdkit_desc,50,1.0,0.6182061745262786,0.643831330990947,0.6269279900551593,0.5838592025327294
data_bubonic,SVC,cdk_desc,100,1.0,0.6009583503314146,0.5947155462363188,0.6332201134114155,0.57493939134651
data_bubonic,SVC,rdkit_desc,100,1.0,0.5985994557250458,0.5699820567199173,0.667994347780643,0.5578219626745772
data_bubonic,SVC,cdk_desc,10,0.1,0.5403138053225709,0.5085132648608778,0.5674955099005602,0.544932641206275
data_bubonic,SVC,rdkit_desc,10,0.1,0.5150274240349044,0.4945675060146446,0.5294028706316782,0.5211118954583903
data_bubonic,SVC,cdk_desc,50,0.1,0.5943139724373917,0.579452332789632,0.6370527553771484,0.5664368291453946
data_bubonic,SVC,rdkit_desc,50,0.1,0.6161336674511078,0.6358485299894351,0.6780401224594343,0.534512349904454
data_bubonic,SVC,cdk_desc,100,0.1,0.5951936703090696,0.5784909690568204,0.6406532127249943,0.5664368291453941
data_bubonic,SVC,rdkit_desc,100,0.1,0.6004980338467518,0.5294706677968731,0.6131644688916503,0.6588589648517323
data_bubonic,SVC,cdk_desc,10,0.03,0.5391322881753489,0.5086710438549441,0.573668349406734,0.5350574712643685
data_bubonic,SVC,rdkit_desc,10,0.03,0.5150330358627195,0.4945636975561667,0.5294092537139568,0.5211261563180354
data_bubonic,SVC,cdk_desc,50,0.03,0.5910376296761625,0.5721607670017779,0.6340610845016365,0.5668910375250733
data_bubonic,SVC,rdkit_desc,50,0.03,0.5987938889489524,0.5820491574057638,0.621989878027277,0.5923426314138164
data_bubonic,SVC,cdk_desc,100,0.03,0.5926419795782523,0.5807140206766681,0.630281900849987,0.566930017208102
data_bubonic,SVC,rdkit_desc,100,0.03,0.5990796766106505,0.5755331569835712,0.6313087792115767,0.5903970936368037
data_bubonic,SVC,cdk_desc,10,0.01,0.5411028475445863,0.5093165775668754,0.5803334841336522,0.5336584809332313
data_bubonic,SVC,rdkit_desc,10,0.01,0.5150359057919267,0.4945653297526571,0.5294100515992415,0.5211323360238818
data_bubonic,SVC,cdk_desc,50,0.01,0.5952126733601346,0.5779330298898713,0.6258029718035334,0.5819020183869992
data_bubonic,SVC,rdkit_desc,50,0.01,0.5814657172315341,0.6027968230927531,0.5742731464526435,0.567327182149206
data_bubonic,SVC,cdk_desc,100,0.01,0.5990591215537882,0.5772099668446496,0.640590977672778,0.5793764201439372
data_bubonic,SVC,rdkit_desc,100,0.01,0.5817371219941396,0.5700206853701864,0.5915936402159702,0.5835970403962625
data_kcnq,SVC,cdk_desc,10,1.0,0.5890931758416343,0.5886927684000912,0.5860485245344325,0.5925382345903792
data_kcnq,SVC,rdkit_desc,10,1.0,0.4048852265295545,0.4021744103126292,0.4053938483955101,0.4070874208805244
data_kcnq,SVC,cdk_desc,50,1.0,0.5907923166256637,0.5876029681148942,0.5788031439250783,0.6059708378370185
data_kcnq,SVC,rdkit_desc,50,1.0,0.628673326655042,0.5349308072243529,0.6361999066319951,0.7148892661087782
data_kcnq,SVC,cdk_desc,100,1.0,0.5842909634254115,0.5723044282939169,0.5858076118995353,0.5947608500827826
data_kcnq,SVC,rdkit_desc,100,1.0,0.5612135237873075,0.5541204209436699,0.5777611506450488,0.551758999773204
data_kcnq,SVC,cdk_desc,10,0.1,0.6843694519728484,0.660443142750469,0.6761444843494313,0.7165207288186448
data_kcnq,SVC,rdkit_desc,10,0.1,0.405597933841334,0.40267950903238453,0.40626734290090566,0.4078469495907119
data_kcnq,SVC,cdk_desc,50,0.1,0.6103555882776325,0.5814972168963377,0.5925207865797898,0.6570487613567699
data_kcnq,SVC,rdkit_desc,50,0.1,0.587195739892086,0.580787098946313,0.535360638069642,0.6454394826603033
data_kcnq,SVC,cdk_desc,100,0.1,0.6029035136997254,0.5857374145763329,0.5881871086698223,0.634786017853021
data_kcnq,SVC,rdkit_desc,100,0.1,0.5890608615619808,0.6134887592862901,0.5888422869848956,0.5648515384147568
data_kcnq,SVC,cdk_desc,10,0.03,0.6864190009492332,0.6686083088982313,0.675079131281504,0.7155695626679646
data_kcnq,SVC,rdkit_desc,10,0.03,0.4056506736894212,0.40271896632737275,0.40632217022034356,0.40791088452054713
data_kcnq,SVC,cdk_desc,50,0.03,0.6328893579574679,0.6290522694584262,0.6613006731383754,0.6083151312756024
data_kcnq,SVC,rdkit_desc,50,0.03,0.5776150174041179,0.540096133938124,0.5849945697386458,0.607754348535584
data_kcnq,SVC,cdk_desc,100,0.03,0.6317308559032615,0.5913105206524891,0.6622046272656809,0.6416774197916147
data_kcnq,SVC,rdkit_desc,100,0.03,0.6755842322586268,0.6717475646476565,0.6980412395414924,0.6569638925867316
data_kcnq,SVC,cdk_desc,10,0.01,0.6855985079417788,0.6901104051226954,0.637959687201768,0.7287254315008732
data_kcnq,SVC,rdkit_desc,10,0.01,0.40565812518595146,0.40268545232286707,0.4063675261536986,0.40792139708128866
data_kcnq,SVC,cdk_desc,50,0.01,0.6497061985735215,0.6916288753553524,0.5994549158020457,0.6580348045631663
data_kcnq,SVC,rdkit_desc,50,0.01,0.5631877101959345,0.5182860473320738,0.5148982123922311,0.6563788708634986
data_kcnq,SVC,cdk_desc,100,0.01,0.6132906537441476,0.6630406440907457,0.5792358410115048,0.5975954761301926
data_kcnq,SVC,rdkit_desc,100,0.01,0.694100634274268,0.6997674100557075,0.6750675699651587,0.7074669228019382
data_lipinski,SVC,cdk_desc,10,1.0,0.5102369094090725,0.6052631578947368,0.4158823529411765,0.5095652173913043
data_lipinski,SVC,rdkit_desc,10,1.0,0.6212006999596178,0.7202517162471396,0.5711764705882354,0.5721739130434783
data_lipinski,SVC,cdk_desc,50,1.0,0.7092017768205681,0.7179633867276888,0.7452941176470588,0.6643478260869566
data_lipinski,SVC,rdkit_desc,50,1.0,0.6763323910800018,0.7683066361556065,0.6776470588235294,0.5830434782608696
data_lipinski,SVC,cdk_desc,100,1.0,0.6881047247274195,0.6687643020594966,0.7129411764705882,0.682608695652174
data_lipinski,SVC,rdkit_desc,100,1.0,0.6731107820702651,0.715675057208238,0.7023529411764705,0.601304347826087
data_lipinski,SVC,cdk_desc,10,0.1,0.5062812401848611,0.6052631578947368,0.4170588235294118,0.4965217391304348
data_lipinski,SVC,rdkit_desc,10,0.1,0.6175936644680756,0.7294050343249429,0.5729411764705883,0.5504347826086956
data_lipinski,SVC,cdk_desc,50,0.1,0.6883900928792569,0.6384439359267734,0.7441176470588236,0.682608695652174
data_lipinski,SVC,rdkit_desc,50,0.1,0.6825288284650244,0.77116704805492,0.6529411764705881,0.6234782608695653
data_lipinski,SVC,cdk_desc,100,0.1,0.7054830170054291,0.7036613272311214,0.7123529411764706,0.7004347826086956
data_lipinski,SVC,rdkit_desc,100,0.1,0.6940050253511015,0.7465675057208238,0.6858823529411765,0.6495652173913044
data_lipinski,SVC,cdk_desc,10,0.03,0.5080715215147844,0.6052631578947368,0.4176470588235294,0.501304347826087
data_lipinski,SVC,rdkit_desc,10,0.03,0.6180315879212095,0.7299771167048055,0.5741176470588235,0.5499999999999999
data_lipinski,SVC,cdk_desc,50,0.03,0.6936200475613585,0.6516018306636154,0.7588235294117647,0.6704347826086956
data_lipinski,SVC,rdkit_desc,50,0.03,0.6681836945304438,0.7545766590389016,0.658235294117647,0.5917391304347827
data_lipinski,SVC,cdk_desc,100,0.03,0.7038040113070401,0.6664759725400458,0.7505882352941177,0.6943478260869566
data_lipinski,SVC,rdkit_desc,100,0.03,0.6730412348005563,0.7402745995423342,0.6705882352941176,0.6082608695652174
data_lipinski,SVC,cdk_desc,10,0.01,0.5080715215147844,0.6052631578947368,0.4176470588235294,0.501304347826087
data_lipinski,SVC,rdkit_desc,10,0.01,0.6167155741014941,0.7294050343249427,0.5711764705882354,0.5495652173913043
data_lipinski,SVC,cdk_desc,50,0.01,0.6894548391438955,0.6475972540045767,0.7429411764705882,0.6778260869565217
data_lipinski,SVC,rdkit_desc,50,0.01,0.671404406156055,0.7402745995423341,0.651764705882353,0.6221739130434782
data_lipinski,SVC,cdk_desc,100,0.01,0.7155126306815631,0.7602974828375286,0.7105882352941176,0.6756521739130436
data_lipinski,SVC,rdkit_desc,100,0.01,0.6775456544173732,0.7191075514874141,0.6835294117647058,0.63
