"NAME [String]","METHOD [String]","degree [Int]","C [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1500","cdk_fp","MaxMin","0.0","0.7218187997467908","0.7777777777777778","0.7325581395348838","0.6551204819277108"
"data_lipinski","SVC_POLY_FP","2","0.001","1500","cdk_fp","MaxMin","0.0","0.7108429565437832","0.7276785714285715","0.7336655592469546","0.6711847389558232"
"data_lipinski","SVC_POLY_FP","3","0.001","1500","cdk_fp","MaxMin","0.0","0.7158332017623836","0.7614087301587302","0.7209302325581396","0.6651606425702812"
"data_lipinski","SVC_POLY_FP","4","0.001","1500","cdk_fp","MaxMin","0.0","0.5273517010085377","0.20188492063492064","0.7220376522702104","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","2","0.01","1500","cdk_fp","MaxMin","0.0","0.7210647221592165","0.7534722222222222","0.7159468438538207","0.6937751004016064"
"data_lipinski","SVC_POLY_FP","3","0.01","1500","cdk_fp","MaxMin","0.0","0.7285806200067899","0.7956349206349207","0.7209302325581397","0.6691767068273092"
"data_lipinski","SVC_POLY_FP","4","0.01","1500","cdk_fp","MaxMin","0.0","0.7260950872519238","0.7981150793650794","0.7220376522702104","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","2","0.1","1500","cdk_fp","MaxMin","0.0","0.728518726067059","0.7797619047619049","0.7115171650055372","0.6942771084337349"
"data_lipinski","SVC_POLY_FP","3","0.1","1500","cdk_fp","MaxMin","0.0","0.7285806200067899","0.7956349206349207","0.7209302325581397","0.6691767068273092"
"data_lipinski","SVC_POLY_FP","4","0.1","1500","cdk_fp","MaxMin","0.0","0.7260950872519238","0.7981150793650794","0.7220376522702104","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","2","1.0","1500","cdk_fp","MaxMin","0.0","0.728518726067059","0.7797619047619049","0.7115171650055372","0.6942771084337349"
"data_lipinski","SVC_POLY_FP","3","1.0","1500","cdk_fp","MaxMin","0.0","0.7285806200067899","0.7956349206349207","0.7209302325581397","0.6691767068273092"
"data_lipinski","SVC_POLY_FP","4","1.0","1500","cdk_fp","MaxMin","0.0","0.7260950872519238","0.7981150793650794","0.7220376522702104","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","2000","cdk_fp","MaxMin","0.0","0.7075434906847767","0.7098214285714286","0.7436323366555926","0.6691767068273091"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","2000","cdk_fp","MaxMin","0.0","0.6919108697618084","0.7162698412698414","0.731450719822813","0.6280120481927709"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","2000","cdk_fp","MaxMin","0.0","0.40044067929154786","0.2643849206349206","0.29235880398671094","0.6445783132530121"
"data_lipinski","SVC_POLY_FP","2","0.001","2000","cdk_fp","MaxMin","0.0","0.7070397685240778","0.7132936507936508","0.7386489479512736","0.6691767068273091"
"data_lipinski","SVC_POLY_FP","3","0.001","2000","cdk_fp","MaxMin","0.0","0.706616332439392","0.7291666666666667","0.7109634551495017","0.6797188755020079"
"data_lipinski","SVC_POLY_FP","4","0.001","2000","cdk_fp","MaxMin","0.0","0.7034930048729432","0.759920634920635","0.7059800664451826","0.6445783132530121"
"data_lipinski","SVC_POLY_FP","2","0.01","2000","cdk_fp","MaxMin","0.0","0.7141014223004977","0.7232142857142858","0.70874861572536","0.7103413654618472"
"data_lipinski","SVC_POLY_FP","3","0.01","2000","cdk_fp","MaxMin","0.0","0.7131070424184741","0.7569444444444445","0.7026578073089701","0.6797188755020079"
"data_lipinski","SVC_POLY_FP","4","0.01","2000","cdk_fp","MaxMin","0.0","0.5302125815925199","0.24007936507936503","0.7059800664451826","0.6445783132530121"
"data_lipinski","SVC_POLY_FP","2","0.1","2000","cdk_fp","MaxMin","0.0","0.7196520485782184","0.7509920634920636","0.6971207087486158","0.7108433734939759"
"data_lipinski","SVC_POLY_FP","3","0.1","2000","cdk_fp","MaxMin","0.0","0.7131070424184741","0.7569444444444445","0.7026578073089701","0.6797188755020079"
"data_lipinski","SVC_POLY_FP","4","0.1","2000","cdk_fp","MaxMin","0.0","0.7034930048729432","0.759920634920635","0.7059800664451826","0.6445783132530121"
"data_lipinski","SVC_POLY_FP","2","1.0","2000","cdk_fp","MaxMin","0.0","0.7196520485782184","0.7509920634920636","0.6971207087486158","0.7108433734939759"
"data_lipinski","SVC_POLY_FP","3","1.0","2000","cdk_fp","MaxMin","0.0","0.7131070424184741","0.7569444444444445","0.7026578073089701","0.6797188755020079"
"data_lipinski","SVC_POLY_FP","4","1.0","2000","cdk_fp","MaxMin","0.0","0.5661729605761548","0.759920634920635","0.29401993355481726","0.6445783132530121"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1000","rdkit_fp","Standard","0.0","0.7187939187536414","0.7752976190476192","0.6888150609080841","0.6922690763052209"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1000","rdkit_fp","Standard","0.0","0.7246652723852219","0.7827380952380953","0.7009966777408638","0.6902610441767068"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1000","rdkit_fp","Standard","0.0","0.7138648725577837","0.7857142857142858","0.6877076411960132","0.6681726907630522"
"data_lipinski","SVC_POLY_FP","2","0.001","1000","rdkit_fp","Standard","0.0","0.7187939187536414","0.7752976190476192","0.6888150609080841","0.6922690763052209"
"data_lipinski","SVC_POLY_FP","3","0.001","1000","rdkit_fp","Standard","0.0","0.7246652723852219","0.7827380952380953","0.7009966777408638","0.6902610441767068"
"data_lipinski","SVC_POLY_FP","4","0.001","1000","rdkit_fp","Standard","0.0","0.6017497453824155","0.7857142857142858","0.6877076411960132","0.33182730923694775"
"data_lipinski","SVC_POLY_FP","2","0.01","1000","rdkit_fp","Standard","0.0","0.7187939187536414","0.7752976190476192","0.6888150609080841","0.6922690763052209"
"data_lipinski","SVC_POLY_FP","3","0.01","1000","rdkit_fp","Standard","0.0","0.5906674872246461","0.7827380952380953","0.2990033222591362","0.6902610441767068"
"data_lipinski","SVC_POLY_FP","4","0.01","1000","rdkit_fp","Standard","0.0","0.6017497453824155","0.7857142857142858","0.6877076411960132","0.33182730923694775"
"data_lipinski","SVC_POLY_FP","2","0.1","1000","rdkit_fp","Standard","0.0","0.5929172114815854","0.7752976190476192","0.31118493909191586","0.6922690763052209"
"data_lipinski","SVC_POLY_FP","3","0.1","1000","rdkit_fp","Standard","0.0","0.5361732088931584","0.21726190476190474","0.7009966777408638","0.6902610441767068"
"data_lipinski","SVC_POLY_FP","4","0.1","1000","rdkit_fp","Standard","0.0","0.5233886820815933","0.2142857142857143","0.6877076411960132","0.6681726907630522"
"data_lipinski","SVC_POLY_FP","2","1.0","1000","rdkit_fp","Standard","0.0","0.7187939187536414","0.7752976190476192","0.6888150609080841","0.6922690763052209"
"data_lipinski","SVC_POLY_FP","3","1.0","1000","rdkit_fp","Standard","0.0","0.7246652723852219","0.7827380952380953","0.7009966777408638","0.6902610441767068"
"data_lipinski","SVC_POLY_FP","4","1.0","1000","rdkit_fp","Standard","0.0","0.4766113179184068","0.7857142857142858","0.31229235880398676","0.33182730923694775"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1500","rdkit_fp","Standard","0.0","0.7378693437463402","0.8472222222222222","0.6926910299003324","0.6736947791164659"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1500","rdkit_fp","Standard","0.0","0.509124445363588","0.1736111111111111","0.7026578073089701","0.6511044176706827"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1500","rdkit_fp","Standard","0.0","0.5125272222148097","0.20436507936507936","0.6976744186046513","0.6355421686746987"
"data_lipinski","SVC_POLY_FP","2","0.001","1500","rdkit_fp","Standard","0.0","0.7378693437463402","0.8472222222222222","0.6926910299003324","0.6736947791164659"
"data_lipinski","SVC_POLY_FP","3","0.001","1500","rdkit_fp","Standard","0.0","0.7267170379561806","0.826388888888889","0.7026578073089701","0.6511044176706827"
"data_lipinski","SVC_POLY_FP","4","0.001","1500","rdkit_fp","Standard","0.0","0.38074427647837567","0.20436507936507936","0.3023255813953488","0.6355421686746987"
"data_lipinski","SVC_POLY_FP","2","0.01","1500","rdkit_fp","Standard","0.0","0.7378693437463402","0.8472222222222222","0.6926910299003324","0.6736947791164659"
"data_lipinski","SVC_POLY_FP","3","0.01","1500","rdkit_fp","Standard","0.0","0.37401924049094126","0.1736111111111111","0.2973421926910299","0.6511044176706827"
"data_lipinski","SVC_POLY_FP","4","0.01","1500","rdkit_fp","Standard","0.0","0.7096171693047569","0.7956349206349207","0.6976744186046513","0.6355421686746987"
"data_lipinski","SVC_POLY_FP","2","0.1","1500","rdkit_fp","Standard","0.0","0.7378693437463402","0.8472222222222222","0.6926910299003324","0.6736947791164659"
"data_lipinski","SVC_POLY_FP","3","0.1","1500","rdkit_fp","Standard","0.0","0.37401924049094126","0.1736111111111111","0.2973421926910299","0.6511044176706827"
"data_lipinski","SVC_POLY_FP","4","0.1","1500","rdkit_fp","Standard","0.0","0.5125272222148097","0.20436507936507936","0.6976744186046513","0.6355421686746987"
"data_lipinski","SVC_POLY_FP","2","1.0","1500","rdkit_fp","Standard","0.0","0.5063878622648587","0.15277777777777773","0.6926910299003324","0.6736947791164659"
"data_lipinski","SVC_POLY_FP","3","1.0","1500","rdkit_fp","Standard","0.0","0.2732829620438194","0.1736111111111111","0.2973421926910299","0.3488955823293172"
"data_lipinski","SVC_POLY_FP","4","1.0","1500","rdkit_fp","Standard","0.0","0.38074427647837567","0.20436507936507936","0.3023255813953488","0.6355421686746987"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","2000","rdkit_fp","Standard","0.0","0.7194059089810702","0.7822420634920636","0.6932447397563677","0.6827309236947791"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","2000","rdkit_fp","Standard","0.0","0.29059538263797163","0.2261904761904762","0.301218161683278","0.34437751004016065"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","2000","rdkit_fp","Standard","0.0","0.7074052948597639","0.7698412698412699","0.7093023255813954","0.6430722891566265"
"data_lipinski","SVC_POLY_FP","2","0.001","2000","rdkit_fp","Standard","0.0","0.7194059089810702","0.7822420634920636","0.6932447397563677","0.6827309236947791"
"data_lipinski","SVC_POLY_FP","3","0.001","2000","rdkit_fp","Standard","0.0","0.3943437092778645","0.2261904761904762","0.301218161683278","0.6556224899598393"
"data_lipinski","SVC_POLY_FP","4","0.001","2000","rdkit_fp","Standard","0.0","0.472488885034416","0.7698412698412699","0.29069767441860467","0.35692771084337344"
"data_lipinski","SVC_POLY_FP","2","0.01","2000","rdkit_fp","Standard","0.0","0.7194059089810702","0.7822420634920636","0.6932447397563677","0.6827309236947791"
"data_lipinski","SVC_POLY_FP","3","0.01","2000","rdkit_fp","Standard","0.0","0.6056562907221356","0.7738095238095238","0.698781838316722","0.34437751004016065"
"data_lipinski","SVC_POLY_FP","4","0.01","2000","rdkit_fp","Standard","0.0","0.527511114965584","0.23015873015873017","0.7093023255813954","0.6430722891566265"
"data_lipinski","SVC_POLY_FP","2","0.1","2000","rdkit_fp","Standard","0.0","0.5312445333196943","0.21775793650793648","0.6932447397563677","0.6827309236947791"
"data_lipinski","SVC_POLY_FP","3","0.1","2000","rdkit_fp","Standard","0.0","0.5268649348223459","0.2261904761904762","0.698781838316722","0.6556224899598393"
"data_lipinski","SVC_POLY_FP","4","0.1","2000","rdkit_fp","Standard","0.0","0.38797623124465375","0.23015873015873017","0.29069767441860467","0.6430722891566265"
"data_lipinski","SVC_POLY_FP","2","1.0","2000","rdkit_fp","Standard","0.0","0.7194059089810702","0.7822420634920636","0.6932447397563677","0.6827309236947791"
"data_lipinski","SVC_POLY_FP","3","1.0","2000","rdkit_fp","Standard","0.0","0.6056562907221356","0.7738095238095238","0.698781838316722","0.34437751004016065"
"data_lipinski","SVC_POLY_FP","4","1.0","2000","rdkit_fp","Standard","0.0","0.6120237687553463","0.7698412698412699","0.7093023255813954","0.35692771084337344"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1000","cdk_fp","Standard","0.0","0.6640384906180646","0.7529761904761906","0.641749723145072","0.5973895582329317"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1000","cdk_fp","Standard","0.0","0.6595464082242591","0.7514880952380952","0.6638981173864894","0.5632530120481928"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1000","cdk_fp","Standard","0.0","0.656456621984431","0.7683531746031746","0.6528239202657807","0.5481927710843374"
"data_lipinski","SVC_POLY_FP","2","0.001","1000","cdk_fp","Standard","0.0","0.6640384906180646","0.7529761904761906","0.641749723145072","0.5973895582329317"
"data_lipinski","SVC_POLY_FP","3","0.001","1000","cdk_fp","Standard","0.0","0.49188767806552897","0.24851190476190474","0.6638981173864894","0.5632530120481928"
"data_lipinski","SVC_POLY_FP","4","0.001","1000","cdk_fp","Standard","0.0","0.656456621984431","0.7683531746031746","0.6528239202657807","0.5481927710843374"
"data_lipinski","SVC_POLY_FP","2","0.01","1000","cdk_fp","Standard","0.0","0.6640384906180646","0.7529761904761906","0.641749723145072","0.5973895582329317"
"data_lipinski","SVC_POLY_FP","3","0.01","1000","cdk_fp","Standard","0.0","0.6595464082242591","0.7514880952380952","0.6638981173864894","0.5632530120481928"
"data_lipinski","SVC_POLY_FP","4","0.01","1000","cdk_fp","Standard","0.0","0.656456621984431","0.7683531746031746","0.6528239202657807","0.5481927710843374"
"data_lipinski","SVC_POLY_FP","2","0.1","1000","cdk_fp","Standard","0.0","0.6640384906180646","0.7529761904761906","0.641749723145072","0.5973895582329317"
"data_lipinski","SVC_POLY_FP","3","0.1","1000","cdk_fp","Standard","0.0","0.6595464082242591","0.7514880952380952","0.6638981173864894","0.5632530120481928"
"data_lipinski","SVC_POLY_FP","4","0.1","1000","cdk_fp","Standard","0.0","0.47755450558231455","0.2316468253968254","0.6528239202657807","0.5481927710843374"
"data_lipinski","SVC_POLY_FP","2","1.0","1000","cdk_fp","Standard","0.0","0.6640384906180646","0.7529761904761906","0.641749723145072","0.5973895582329317"
"data_lipinski","SVC_POLY_FP","3","1.0","1000","cdk_fp","Standard","0.0","0.49188767806552897","0.24851190476190474","0.6638981173864894","0.5632530120481928"
"data_lipinski","SVC_POLY_FP","4","1.0","1000","cdk_fp","Standard","0.0","0.4454259915260896","0.2316468253968254","0.6528239202657807","0.4518072289156626"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1500","cdk_fp","Standard","0.0","0.6782931374816356","0.7564484126984127","0.6915836101882614","0.5868473895582329"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1500","cdk_fp","Standard","0.0","0.3708525037766422","0.22569444444444445","0.3205980066445183","0.5662650602409639"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1500","cdk_fp","Standard","0.0","0.47513596282509146","0.19543650793650794","0.667220376522702","0.5627510040160644"
"data_lipinski","SVC_POLY_FP","2","0.001","1500","cdk_fp","Standard","0.0","0.6782931374816356","0.7564484126984127","0.6915836101882614","0.5868473895582329"
"data_lipinski","SVC_POLY_FP","3","0.001","1500","cdk_fp","Standard","0.0","0.6733242030506671","0.7743055555555557","0.6794019933554817","0.5662650602409639"
"data_lipinski","SVC_POLY_FP","4","0.001","1500","cdk_fp","Standard","0.0","0.36365571180995676","0.19543650793650794","0.3327796234772979","0.5627510040160644"
"data_lipinski","SVC_POLY_FP","2","0.01","1500","cdk_fp","Standard","0.0","0.6782931374816356","0.7564484126984127","0.6915836101882614","0.5868473895582329"
"data_lipinski","SVC_POLY_FP","3","0.01","1500","cdk_fp","Standard","0.0","0.3708525037766422","0.22569444444444445","0.3205980066445183","0.5662650602409639"
"data_lipinski","SVC_POLY_FP","4","0.01","1500","cdk_fp","Standard","0.0","0.5666980398522848","0.8045634920634921","0.3327796234772979","0.5627510040160644"
"data_lipinski","SVC_POLY_FP","2","0.1","1500","cdk_fp","Standard","0.0","0.6782931374816356","0.7564484126984127","0.6915836101882614","0.5868473895582329"
"data_lipinski","SVC_POLY_FP","3","0.1","1500","cdk_fp","Standard","0.0","0.3708525037766422","0.22569444444444445","0.3205980066445183","0.5662650602409639"
"data_lipinski","SVC_POLY_FP","4","0.1","1500","cdk_fp","Standard","0.0","0.47513596282509146","0.19543650793650794","0.667220376522702","0.5627510040160644"
"data_lipinski","SVC_POLY_FP","2","1.0","1500","cdk_fp","Standard","0.0","0.6782931374816356","0.7564484126984127","0.6915836101882614","0.5868473895582329"
"data_lipinski","SVC_POLY_FP","3","1.0","1500","cdk_fp","Standard","0.0","0.6733242030506671","0.7743055555555557","0.6794019933554817","0.5662650602409639"
"data_lipinski","SVC_POLY_FP","4","1.0","1500","cdk_fp","Standard","0.0","0.36365571180995676","0.19543650793650794","0.3327796234772979","0.5627510040160644"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","2000","cdk_fp","Standard","0.0","0.6710578934416143","0.7509920634920635","0.6788482834994464","0.5833333333333331"
