"NAME [String]","METHOD [String]","degree [Int]","C [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_POLY_FP","3","1.0","1000","rdkit_fp","Standard","6.0","0.7206756613015369","0.7822420634920635","0.691029900332226","0.6887550200803212"
"data_lipinski","SVC_POLY_FP","4","1.0","1000","rdkit_fp","Standard","6.0","0.4089520688883255","0.2132936507936508","0.6882613510520487","0.3253012048192771"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1500","rdkit_fp","Standard","6.0","0.5060439246835996","0.15079365079365076","0.6921373200442968","0.6752008032128514"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1500","rdkit_fp","Standard","6.0","0.5940864324777886","0.8278769841269842","0.3017718715393134","0.6526104417670683"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1500","rdkit_fp","Standard","6.0","0.2858721245261593","0.1939484126984127","0.3012181616832779","0.36244979919678716"
"data_lipinski","SVC_POLY_FP","2","0.001","1500","rdkit_fp","Standard","6.0","0.5060439246835996","0.15079365079365076","0.6921373200442968","0.6752008032128514"
"data_lipinski","SVC_POLY_FP","3","0.001","1500","rdkit_fp","Standard","6.0","0.5076538620335903","0.17212301587301587","0.6982281284606867","0.6526104417670683"
"data_lipinski","SVC_POLY_FP","4","0.001","1500","rdkit_fp","Standard","6.0","0.41839335007064066","0.1939484126984127","0.6987818383167221","0.36244979919678716"
"data_lipinski","SVC_POLY_FP","2","0.01","1500","rdkit_fp","Standard","6.0","0.7388481574878325","0.8492063492063493","0.6921373200442968","0.6752008032128514"
"data_lipinski","SVC_POLY_FP","3","0.01","1500","rdkit_fp","Standard","6.0","0.37550177639313254","0.17212301587301587","0.3017718715393134","0.6526104417670683"
"data_lipinski","SVC_POLY_FP","4","0.01","1500","rdkit_fp","Standard","6.0","0.5816066499293594","0.8060515873015873","0.3012181616832779","0.6375502008032128"
"data_lipinski","SVC_POLY_FP","2","0.1","1500","rdkit_fp","Standard","6.0","0.7388481574878325","0.8492063492063493","0.6921373200442968","0.6752008032128514"
"data_lipinski","SVC_POLY_FP","3","0.1","1500","rdkit_fp","Standard","6.0","0.5076538620335903","0.17212301587301587","0.6982281284606867","0.6526104417670683"
"data_lipinski","SVC_POLY_FP","4","0.1","1500","rdkit_fp","Standard","6.0","0.37757225839496783","0.1939484126984127","0.3012181616832779","0.6375502008032128"
"data_lipinski","SVC_POLY_FP","2","1.0","1500","rdkit_fp","Standard","6.0","0.7388481574878325","0.8492063492063493","0.6921373200442968","0.6752008032128514"
"data_lipinski","SVC_POLY_FP","3","1.0","1500","rdkit_fp","Standard","6.0","0.5940864324777886","0.8278769841269842","0.3017718715393134","0.6526104417670683"
"data_lipinski","SVC_POLY_FP","4","1.0","1500","rdkit_fp","Standard","6.0","0.48990651606055086","0.8060515873015873","0.3012181616832779","0.36244979919678716"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","2000","rdkit_fp","Standard","6.0","0.5325335116768292","0.21726190476190477","0.6915836101882614","0.6887550200803213"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","2000","rdkit_fp","Standard","6.0","0.7090761995935013","0.7752976190476191","0.6937984496124031","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","2000","rdkit_fp","Standard","6.0","0.3875514053259921","0.23115079365079366","0.2879291251384275","0.643574297188755"
"data_lipinski","SVC_POLY_FP","2","0.001","2000","rdkit_fp","Standard","6.0","0.7210255751688927","0.7827380952380953","0.6915836101882614","0.6887550200803213"
"data_lipinski","SVC_POLY_FP","3","0.001","2000","rdkit_fp","Standard","6.0","0.2909238004064986","0.22470238095238096","0.3062015503875969","0.34186746987951805"
"data_lipinski","SVC_POLY_FP","4","0.001","2000","rdkit_fp","Standard","6.0","0.2918352072001554","0.23115079365079366","0.2879291251384275","0.35642570281124497"
"data_lipinski","SVC_POLY_FP","2","0.01","2000","rdkit_fp","Standard","6.0","0.5325335116768292","0.21726190476190477","0.6915836101882614","0.6887550200803213"
"data_lipinski","SVC_POLY_FP","3","0.01","2000","rdkit_fp","Standard","6.0","0.6036545128465134","0.7752976190476191","0.6937984496124031","0.34186746987951805"
"data_lipinski","SVC_POLY_FP","4","0.01","2000","rdkit_fp","Standard","6.0","0.5289319885670404","0.23115079365079366","0.7120708748615726","0.643574297188755"
"data_lipinski","SVC_POLY_FP","2","0.1","2000","rdkit_fp","Standard","6.0","0.7210255751688927","0.7827380952380953","0.6915836101882614","0.6887550200803213"
"data_lipinski","SVC_POLY_FP","3","0.1","2000","rdkit_fp","Standard","6.0","0.3963454871534866","0.22470238095238096","0.3062015503875969","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","4","0.1","2000","rdkit_fp","Standard","6.0","0.3875514053259921","0.23115079365079366","0.2879291251384275","0.643574297188755"
"data_lipinski","SVC_POLY_FP","2","1.0","2000","rdkit_fp","Standard","6.0","0.7210255751688927","0.7827380952380953","0.6915836101882614","0.6887550200803213"
"data_lipinski","SVC_POLY_FP","3","1.0","2000","rdkit_fp","Standard","6.0","0.3963454871534866","0.22470238095238096","0.3062015503875969","0.6581325301204819"
"data_lipinski","SVC_POLY_FP","4","1.0","2000","rdkit_fp","Standard","6.0","0.5667842095587963","0.7688492063492064","0.2879291251384275","0.643574297188755"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1000","cdk_fp","Standard","6.0","0.6709427225328038","0.7519841269841271","0.6483942414174974","0.6124497991967871"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1000","cdk_fp","Standard","6.0","0.4915519868325276","0.24751984126984128","0.6583610188261351","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1000","cdk_fp","Standard","6.0","0.477981601563137","0.23313492063492064","0.650609080841639","0.5502008032128515"
"data_lipinski","SVC_POLY_FP","2","0.001","1000","cdk_fp","Standard","6.0","0.6709427225328038","0.7519841269841271","0.6483942414174974","0.6124497991967871"
"data_lipinski","SVC_POLY_FP","3","0.001","1000","cdk_fp","Standard","6.0","0.4915519868325276","0.24751984126984128","0.6583610188261351","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","0.001","1000","cdk_fp","Standard","6.0","0.477981601563137","0.23313492063492064","0.650609080841639","0.5502008032128515"
"data_lipinski","SVC_POLY_FP","2","0.01","1000","cdk_fp","Standard","6.0","0.6709427225328038","0.7519841269841271","0.6483942414174974","0.6124497991967871"
"data_lipinski","SVC_POLY_FP","3","0.01","1000","cdk_fp","Standard","6.0","0.5542980801018768","0.7524801587301588","0.34163898117386493","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","0.01","1000","cdk_fp","Standard","6.0","0.555485600578764","0.7668650793650794","0.349390919158361","0.5502008032128515"
"data_lipinski","SVC_POLY_FP","2","0.1","1000","cdk_fp","Standard","6.0","0.6709427225328038","0.7519841269841271","0.6483942414174974","0.6124497991967871"
"data_lipinski","SVC_POLY_FP","3","0.1","1000","cdk_fp","Standard","6.0","0.6598720926526335","0.7524801587301588","0.6583610188261351","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","0.1","1000","cdk_fp","Standard","6.0","0.4445143994212361","0.23313492063492064","0.650609080841639","0.4497991967871486"
"data_lipinski","SVC_POLY_FP","2","1.0","1000","cdk_fp","Standard","6.0","0.6709427225328038","0.7519841269841271","0.6483942414174974","0.6124497991967871"
"data_lipinski","SVC_POLY_FP","3","1.0","1000","cdk_fp","Standard","6.0","0.5542980801018768","0.7524801587301588","0.34163898117386493","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","1.0","1000","cdk_fp","Standard","6.0","0.477981601563137","0.23313492063492064","0.650609080841639","0.5502008032128515"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","1500","cdk_fp","Standard","6.0","0.6827465824909087","0.7609126984126985","0.6954595791805095","0.591867469879518"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","1500","cdk_fp","Standard","6.0","0.5539174045758525","0.771825396825397","0.32115171650055374","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","1500","cdk_fp","Standard","6.0","0.3632653537738997","0.19642857142857145","0.3311184939091916","0.5622489959839359"
"data_lipinski","SVC_POLY_FP","2","0.001","1500","cdk_fp","Standard","6.0","0.6827465824909087","0.7609126984126985","0.6954595791805095","0.591867469879518"
"data_lipinski","SVC_POLY_FP","3","0.001","1500","cdk_fp","Standard","6.0","0.491932662358552","0.22817460317460317","0.6788482834994461","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","0.001","1500","cdk_fp","Standard","6.0","0.32176602311794245","0.19642857142857145","0.3311184939091916","0.4377510040160642"
"data_lipinski","SVC_POLY_FP","2","0.01","1500","cdk_fp","Standard","6.0","0.6827465824909087","0.7609126984126985","0.6954595791805095","0.591867469879518"
"data_lipinski","SVC_POLY_FP","3","0.01","1500","cdk_fp","Standard","6.0","0.6731495935754833","0.771825396825397","0.6788482834994461","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","0.01","1500","cdk_fp","Standard","6.0","0.565646306154852","0.8035714285714286","0.3311184939091916","0.5622489959839359"
"data_lipinski","SVC_POLY_FP","2","0.1","1500","cdk_fp","Standard","6.0","0.5088047835491096","0.23908730158730157","0.6954595791805095","0.591867469879518"
"data_lipinski","SVC_POLY_FP","3","0.1","1500","cdk_fp","Standard","6.0","0.491932662358552","0.22817460317460317","0.6788482834994461","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","0.1","1500","cdk_fp","Standard","6.0","0.4758530245011053","0.19642857142857145","0.6688815060908085","0.5622489959839359"
"data_lipinski","SVC_POLY_FP","2","1.0","1500","cdk_fp","Standard","6.0","0.6827465824909087","0.7609126984126985","0.6954595791805095","0.591867469879518"
"data_lipinski","SVC_POLY_FP","3","1.0","1500","cdk_fp","Standard","6.0","0.37270047335892115","0.22817460317460317","0.32115171650055374","0.5687751004016065"
"data_lipinski","SVC_POLY_FP","4","1.0","1500","cdk_fp","Standard","6.0","0.6782339768820576","0.8035714285714286","0.6688815060908085","0.5622489959839359"
"data_lipinski","SVC_POLY_FP","2","1.0E-4","2000","cdk_fp","Standard","6.0","0.38548842842762704","0.248015873015873","0.32059800664451826","0.5878514056224899"
"data_lipinski","SVC_POLY_FP","3","1.0E-4","2000","cdk_fp","Standard","6.0","0.38089859437751006","0.23958333333333334","0.33333333333333337","0.5697791164658634"
"data_lipinski","SVC_POLY_FP","4","1.0E-4","2000","cdk_fp","Standard","6.0","0.4795694868807085","0.2286706349206349","0.6472868217054264","0.5627510040160643"
"data_lipinski","SVC_POLY_FP","2","0.001","2000","cdk_fp","Standard","6.0","0.6730791753206996","0.751984126984127","0.6794019933554818","0.5878514056224899"
"data_lipinski","SVC_POLY_FP","3","0.001","2000","cdk_fp","Standard","6.0","0.3343791834002678","0.23958333333333334","0.33333333333333337","0.4302208835341365"
"data_lipinski","SVC_POLY_FP","4","0.001","2000","cdk_fp","Standard","6.0","0.660455730266952","0.7713293650793652","0.6472868217054264","0.5627510040160643"
"data_lipinski","SVC_POLY_FP","2","0.01","2000","cdk_fp","Standard","6.0","0.6730791753206996","0.751984126984127","0.6794019933554818","0.5878514056224899"
"data_lipinski","SVC_POLY_FP","3","0.01","2000","cdk_fp","Standard","6.0","0.5545097054886211","0.7604166666666667","0.33333333333333337","0.5697791164658634"
"data_lipinski","SVC_POLY_FP","4","0.01","2000","cdk_fp","Standard","6.0","0.33954426973304813","0.2286706349206349","0.3527131782945737","0.43724899598393574"
"data_lipinski","SVC_POLY_FP","2","0.1","2000","cdk_fp","Standard","6.0","0.6730791753206996","0.751984126984127","0.6794019933554818","0.5878514056224899"
"data_lipinski","SVC_POLY_FP","3","0.1","2000","cdk_fp","Standard","6.0","0.5545097054886211","0.7604166666666667","0.33333333333333337","0.5697791164658634"
"data_lipinski","SVC_POLY_FP","4","0.1","2000","cdk_fp","Standard","6.0","0.4795694868807085","0.2286706349206349","0.6472868217054264","0.5627510040160643"
"data_lipinski","SVC_POLY_FP","2","1.0","2000","cdk_fp","Standard","6.0","0.6730791753206996","0.751984126984127","0.6794019933554818","0.5878514056224899"
"data_lipinski","SVC_POLY_FP","3","1.0","2000","cdk_fp","Standard","6.0","0.4920097054886212","0.23958333333333334","0.6666666666666667","0.5697791164658634"
"data_lipinski","SVC_POLY_FP","4","1.0","2000","cdk_fp","Standard","6.0","0.4795694868807085","0.2286706349206349","0.6472868217054264","0.5627510040160643"
"data_solubility","SVC_POLY_FP","2","1.0E-4","1000","rdkit_fp","MaxMin","0.0","0.8720083242332372","0.911644908616188","0.889444267732994","0.8149357963505293"
"data_solubility","SVC_POLY_FP","3","1.0E-4","1000","rdkit_fp","MaxMin","0.0","0.8806930534960481","0.9094516971279373","0.933066751488164","0.7995607118720431"
"data_solubility","SVC_POLY_FP","4","1.0E-4","1000","rdkit_fp","MaxMin","0.0","0.8820741507540962","0.9174412532637073","0.9364293179442906","0.792351881054291"
"data_solubility","SVC_POLY_FP","2","0.001","1000","rdkit_fp","MaxMin","0.0","0.9073468227327138","0.9336292428198433","0.92306993229427","0.865341293084028"
"data_solubility","SVC_POLY_FP","3","0.001","1000","rdkit_fp","MaxMin","0.0","0.887554279815943","0.9077284595300259","0.9389285227427637","0.8160058571750395"
"data_solubility","SVC_POLY_FP","4","0.001","1000","rdkit_fp","MaxMin","0.0","0.8909605730235136","0.9252741514360312","0.927659381106012","0.8199481865284975"
"data_solubility","SVC_POLY_FP","2","0.01","1000","rdkit_fp","MaxMin","0.0","0.9107475834174861","0.9242297650130548","0.9327032307902032","0.8753097544492002"
"data_solubility","SVC_POLY_FP","3","0.01","1000","rdkit_fp","MaxMin","0.0","0.9068452882902621","0.9258485639686682","0.9406098059708276","0.8540774949312908"
"data_solubility","SVC_POLY_FP","4","0.01","1000","rdkit_fp","MaxMin","0.0","0.9245361877865905","0.9292950391644905","0.9523333484800298","0.8919801757152513"
"data_solubility","SVC_POLY_FP","2","0.1","1000","rdkit_fp","MaxMin","0.0","0.9329109107022163","0.9422454308093995","0.9480619802790021","0.9084253210182475"
"data_solubility","SVC_POLY_FP","3","0.1","1000","rdkit_fp","MaxMin","0.0","0.9205613587573215","0.9323237597911225","0.9263416185759085","0.9030186979049336"
"data_solubility","SVC_POLY_FP","4","0.1","1000","rdkit_fp","MaxMin","0.0","0.9243307697749477","0.923498694516971","0.9535147907483993","0.8959788240594727"
"data_solubility","SVC_POLY_FP","2","1.0","1000","rdkit_fp","MaxMin","0.0","0.9349170934497185","0.9488772845953001","0.9381560412596001","0.9177179544942554"
"data_solubility","SVC_POLY_FP","3","1.0","1000","rdkit_fp","MaxMin","0.0","0.9341014870154902","0.9395822454308091","0.9554232744126878","0.9072989412029736"
"data_solubility","SVC_POLY_FP","4","1.0","1000","rdkit_fp","MaxMin","0.0","0.9283342775554896","0.919007832898172","0.9495160630708422","0.9164789366974544"
"data_solubility","SVC_POLY_FP","2","1.0E-4","1500","rdkit_fp","MaxMin","0.0","0.8506420135815619","0.9006266318537858","0.8568637251783523","0.7944356837125479"
"data_solubility","SVC_POLY_FP","3","1.0E-4","1500","rdkit_fp","MaxMin","0.0","0.8797667662186889","0.8988511749347262","0.9189803244422236","0.821468799279117"
"data_solubility","SVC_POLY_FP","4","1.0E-4","1500","rdkit_fp","MaxMin","0.0","0.8820544233748109","0.9021409921671016","0.9239332939519244","0.8200889840054064"
"data_solubility","SVC_POLY_FP","2","0.001","1500","rdkit_fp","MaxMin","0.0","0.9040404259922991","0.9373368146214098","0.9167083200799746","0.8580761432755128"
"data_solubility","SVC_POLY_FP","3","0.001","1500","rdkit_fp","MaxMin","0.0","0.8883694753150309","0.9138381201044384","0.9318853092197936","0.8193849966208605"
"data_solubility","SVC_POLY_FP","4","0.001","1500","rdkit_fp","MaxMin","0.0","0.8910320668202946","0.9233420365535248","0.8991684464034172","0.850585717503942"
"data_solubility","SVC_POLY_FP","2","0.01","1500","rdkit_fp","MaxMin","0.0","0.9112004111351283","0.9220887728459529","0.9336120325351025","0.8779004280243298"
"data_solubility","SVC_POLY_FP","3","0.01","1500","rdkit_fp","MaxMin","0.0","0.8979507747692592","0.930704960835509","0.9072113418457763","0.8559360216264925"
"data_solubility","SVC_POLY_FP","4","0.01","1500","rdkit_fp","MaxMin","0.0","0.917116555122606","0.9321671018276761","0.9255691370927437","0.8936134264473979"
"data_solubility","SVC_POLY_FP","2","0.1","1500","rdkit_fp","MaxMin","0.0","0.9219567673128991","0.9397389033942559","0.9174808015631392","0.9086505969813021"
"data_solubility","SVC_POLY_FP","3","0.1","1500","rdkit_fp","MaxMin","0.0","0.9207711779099759","0.9313315926892947","0.9209796882810023","0.9100022527596308"
"data_solubility","SVC_POLY_FP","4","0.1","1500","rdkit_fp","MaxMin","0.0","0.9173420578830044","0.9079373368146212","0.9497432635070666","0.8943455733273258"
"data_solubility","SVC_POLY_FP","2","1.0","1500","rdkit_fp","MaxMin","0.0","0.937882978847425","0.9491383812010441","0.933839232971328","0.930671322369903"
"data_solubility","SVC_POLY_FP","3","1.0","1500","rdkit_fp","MaxMin","0.0","0.938052967000019","0.939582245430809","0.9520152678693151","0.9225613876999325"
"data_solubility","SVC_POLY_FP","4","1.0","1500","rdkit_fp","MaxMin","0.0","0.9317361890727586","0.9208355091383809","0.947925660017268","0.9264473980626267"
"data_solubility","SVC_POLY_FP","2","1.0E-4","2000","rdkit_fp","MaxMin","0.0","0.8749027980729346","0.9293472584856395","0.9111191893488436","0.784241946384321"
"data_solubility","SVC_POLY_FP","3","1.0E-4","2000","rdkit_fp","MaxMin","0.0","0.8750350491890676","0.8940469973890341","0.9299768255555063","0.8010813246226625"
"data_solubility","SVC_POLY_FP","4","1.0E-4","2000","rdkit_fp","MaxMin","0.0","0.8635508656459305","0.897859007832898","0.8832644158676786","0.8095291732372152"
"data_solubility","SVC_POLY_FP","2","0.001","2000","rdkit_fp","MaxMin","0.0","0.9016034392032095","0.941462140992167","0.9322488299177538","0.8310993466997075"
"data_solubility","SVC_POLY_FP","3","0.001","2000","rdkit_fp","MaxMin","0.0","0.8902190825949753","0.9102349869451695","0.9378834007361294","0.8225388601036268"
"data_solubility","SVC_POLY_FP","4","0.001","2000","rdkit_fp","MaxMin","0.0","0.8757730783725339","0.8860052219321147","0.9000772481483169","0.8412367650371703"
"data_solubility","SVC_POLY_FP","2","0.01","2000","rdkit_fp","MaxMin","0.0","0.9106261953103196","0.9269973890339426","0.9486072613259418","0.8562739355710746"
"data_solubility","SVC_POLY_FP","3","0.01","2000","rdkit_fp","MaxMin","0.0","0.8973728547182039","0.9312793733681461","0.9206161675830418","0.840223023203424"
"data_solubility","SVC_POLY_FP","4","0.01","2000","rdkit_fp","MaxMin","0.0","0.8983276863675385","0.9209921671018273","0.9174353614758948","0.8565555305248932"
"data_solubility","SVC_POLY_FP","2","0.1","2000","rdkit_fp","MaxMin","0.0","0.9164484174086115","0.9413054830287204","0.9278865815422368","0.8801531876548773"
"data_solubility","SVC_POLY_FP","3","0.1","2000","rdkit_fp","MaxMin","0.0","0.908561109211064","0.9248563968668404","0.9194347253146733","0.8813922054516785"
"data_solubility","SVC_POLY_FP","4","0.1","2000","rdkit_fp","MaxMin","0.0","0.9221044647938653","0.9197389033942557","0.9466533375744094","0.8999211534129311"
"data_solubility","SVC_POLY_FP","2","1.0","2000","rdkit_fp","MaxMin","0.0","0.937035636906257","0.94621409921671","0.9430635706820565","0.9218292408200045"
"data_solubility","SVC_POLY_FP","3","1.0","2000","rdkit_fp","MaxMin","0.0","0.9307957404574078","0.9344125326370752","0.9507883855137012","0.9071863032214467"
"data_solubility","SVC_POLY_FP","4","1.0","2000","rdkit_fp","MaxMin","0.0","0.9247526774899316","0.9129503916449085","0.9453355750443049","0.9159720657805813"
"data_solubility","SVC_POLY_FP","2","1.0E-4","1000","cdk_fp","MaxMin","0.0","0.841704454990384","0.9158224543080938","0.9067115008860817","0.7025794097769769"
"data_solubility","SVC_POLY_FP","3","1.0E-4","1000","cdk_fp","MaxMin","0.0","0.8755817560632936","0.9004177545691904","0.93797428091062","0.78835323271007"
"data_solubility","SVC_POLY_FP","4","1.0E-4","1000","cdk_fp","MaxMin","0.0","0.8854951311061902","0.9022976501305481","0.9505157449902305","0.8036719981977922"
"data_solubility","SVC_POLY_FP","2","0.001","1000","cdk_fp","MaxMin","0.0","0.8920740152601807","0.9265274151436029","0.9307038669514245","0.8189907636855147"
"data_solubility","SVC_POLY_FP","3","0.001","1000","cdk_fp","MaxMin","0.0","0.8861167330190143","0.9125848563968667","0.9428818103330759","0.8028835323271003"
"data_solubility","SVC_POLY_FP","4","0.001","1000","cdk_fp","MaxMin","0.0","0.908026233980907","0.927467362924282","0.9523333484800294","0.8442779905384096"
"data_solubility","SVC_POLY_FP","2","0.01","1000","cdk_fp","MaxMin","0.0","0.9135380930051129","0.9252219321148824","0.9475166992320625","0.8678756476683935"
"data_solubility","SVC_POLY_FP","3","0.01","1000","cdk_fp","MaxMin","0.0","0.9108850541815464","0.9218276762402088","0.9564683964193211","0.8543590898851092"
"data_solubility","SVC_POLY_FP","4","0.01","1000","cdk_fp","MaxMin","0.0","0.9111400013434056","0.9340469973890337","0.9259780978779485","0.8733949087632349"
"data_solubility","SVC_POLY_FP","2","0.1","1000","cdk_fp","MaxMin","0.0","0.9341191360429982","0.938485639686684","0.9621484073249421","0.9017233611173686"
"data_solubility","SVC_POLY_FP","3","0.1","1000","cdk_fp","MaxMin","0.0","0.9172496529765534","0.9293472584856395","0.9252964965692739","0.8971052038747466"
"data_solubility","SVC_POLY_FP","4","0.1","1000","cdk_fp","MaxMin","0.0","0.918963230827354","0.9274673629242817","0.923024492207026","0.9063978373507545"
"data_solubility","SVC_POLY_FP","2","1.0","1000","cdk_fp","MaxMin","0.0","0.9327574634613779","0.941462140992167","0.9356568364611266","0.9211534129308403"
"data_solubility","SVC_POLY_FP","3","1.0","1000","cdk_fp","MaxMin","0.0","0.9341484170450055","0.9259530026109659","0.9574226382514663","0.9190696102725842"
"data_solubility","SVC_POLY_FP","4","1.0","1000","cdk_fp","MaxMin","0.0","0.9290078833225376","0.915456919060052","0.9490616621983918","0.9225050687091686"
"data_solubility","SVC_POLY_FP","2","1.0E-4","1500","cdk_fp","MaxMin","0.0","0.8561588426478011","0.8545169712793733","0.8967146816921889","0.8172448749718406"
"data_solubility","SVC_POLY_FP","3","1.0E-4","1500","cdk_fp","MaxMin","0.0","0.8902318774736276","0.9250652741514361","0.9455627754805304","0.8000675827889164"
"data_solubility","SVC_POLY_FP","4","1.0E-4","1500","cdk_fp","MaxMin","0.0","0.8887560543620726","0.9167624020887728","0.9270232198845823","0.8224825411128629"
"data_solubility","SVC_POLY_FP","2","0.001","1500","cdk_fp","MaxMin","0.0","0.9117682986903084","0.9403655352480418","0.9357931567228609","0.8591462041000227"
"data_solubility","SVC_POLY_FP","3","0.001","1500","cdk_fp","MaxMin","0.0","0.8957469271497018","0.9224543080939946","0.9444722133866498","0.8203142599684612"
"data_solubility","SVC_POLY_FP","4","0.001","1500","cdk_fp","MaxMin","0.0","0.906841151658026","0.9290861618798956","0.9332485118371429","0.8581887812570396"
"data_solubility","SVC_POLY_FP","2","0.01","1500","cdk_fp","MaxMin","0.0","0.921184613472156","0.9454308093994779","0.9401099650111329","0.8780130660058572"
"data_solubility","SVC_POLY_FP","3","0.01","1500","cdk_fp","MaxMin","0.0","0.9113598177760327","0.9413577023498695","0.933293951924388","0.8594277990538408"
"data_solubility","SVC_POLY_FP","4","0.01","1500","cdk_fp","MaxMin","0.0","0.9265472707074647","0.9346736292428198","0.9498341436815566","0.8951340391980174"
"data_solubility","SVC_POLY_FP","2","0.1","1500","cdk_fp","MaxMin","0.0","0.9318805020115758","0.949556135770235","0.9381106011723545","0.9079747690921379"
"data_solubility","SVC_POLY_FP","3","0.1","1500","cdk_fp","MaxMin","0.0","0.9300428646576308","0.9531070496083549","0.922570091334576","0.9144514530299617"
"data_solubility","SVC_POLY_FP","4","0.1","1500","cdk_fp","MaxMin","0.0","0.9368257286504557","0.9463707571801564","0.9512882264733957","0.9128182022978149"
"data_solubility","SVC_POLY_FP","2","1.0","1500","cdk_fp","MaxMin","0.0","0.9383270331416783","0.9547258485639684","0.9327941109646938","0.927461139896373"
"data_solubility","SVC_POLY_FP","3","1.0","1500","cdk_fp","MaxMin","0.0","0.9414181871152582","0.9447519582245427","0.9497887035943116","0.9297138995269203"
"data_solubility","SVC_POLY_FP","4","1.0","1500","cdk_fp","MaxMin","0.0","0.9386167729280319","0.939843342036553","0.9493343027218615","0.9266726740256815"
"data_solubility","SVC_POLY_FP","2","1.0E-4","2000","cdk_fp","MaxMin","0.0","0.8597473898373499","0.9138903394255874","0.8988503657927024","0.76650146429376"
"data_solubility","SVC_POLY_FP","3","1.0E-4","2000","cdk_fp","MaxMin","0.0","0.8712844006180247","0.9077284595300259","0.9252056163947846","0.7809191259292635"
"data_solubility","SVC_POLY_FP","4","1.0E-4","2000","cdk_fp","MaxMin","0.0","0.8583240848787518","0.9007832898172323","0.9075748625437361","0.766614102275287"
"data_solubility","SVC_POLY_FP","2","0.001","2000","cdk_fp","MaxMin","0.0","0.8917725551925662","0.9315926892950389","0.9387013223065389","0.8050236539761209"
"data_solubility","SVC_POLY_FP","3","0.001","2000","cdk_fp","MaxMin","0.0","0.8872770016481845","0.9066840731070495","0.9427454900713409","0.8124014417661632"
"data_solubility","SVC_POLY_FP","4","0.001","2000","cdk_fp","MaxMin","0.0","0.8914336609844528","0.9128981723237598","0.9100286272549648","0.8513741833746338"
"data_solubility","SVC_POLY_FP","2","0.01","2000","cdk_fp","MaxMin","0.0","0.9053306286943381","0.9179112271540469","0.9476075794065525","0.850473079522415"
"data_solubility","SVC_POLY_FP","3","0.01","2000","cdk_fp","MaxMin","0.0","0.8986652184288523","0.9179112271540468","0.9259780978779484","0.8521063302545618"
"data_solubility","SVC_POLY_FP","4","0.01","2000","cdk_fp","MaxMin","0.0","0.9150066057887684","0.9304438642297648","0.926932339710093","0.8876436134264473"
"data_solubility","SVC_POLY_FP","2","0.1","2000","cdk_fp","MaxMin","0.0","0.917456585065494","0.9368146214099217","0.9268414595356026","0.8887136742509576"
"data_solubility","SVC_POLY_FP","3","0.1","2000","cdk_fp","MaxMin","0.0","0.9215470690123647","0.9276240208877281","0.9287045031126465","0.9083126830367199"
"data_solubility","SVC_POLY_FP","4","0.1","2000","cdk_fp","MaxMin","0.0","0.9196889557549599","0.921462140992167","0.9302494660789756","0.907355260193737"
"data_solubility","SVC_POLY_FP","2","1.0","2000","cdk_fp","MaxMin","0.0","0.9333926681842639","0.9474151436031328","0.9305675466896904","0.9221953142599686"
"data_solubility","SVC_POLY_FP","3","1.0","2000","cdk_fp","MaxMin","0.0","0.9289995280692827","0.9383289817232374","0.9360203571590865","0.912649245325524"
"data_solubility","SVC_POLY_FP","4","1.0","2000","cdk_fp","MaxMin","0.0","0.9331657442957297","0.924699738903394","0.9541509519698281","0.9206465420139672"
"data_solubility","SVC_POLY_FP","2","1.0E-4","1000","rdkit_fp","Standard","0.0","0.8921726363901245","0.9274151436031328","0.9047121370473038","0.844390628519937"
"data_solubility","SVC_POLY_FP","3","1.0E-4","1000","rdkit_fp","Standard","0.0","0.9163272965862973","0.9188511749347261","0.9188894442677339","0.9112412705564318"
"data_solubility","SVC_POLY_FP","4","1.0E-4","1000","rdkit_fp","Standard","0.0","0.8484202512882515","0.7257441253263709","0.9251147362202939","0.8944018923180898"
"data_solubility","SVC_POLY_FP","2","0.001","1000","rdkit_fp","Standard","0.0","0.9269424182132887","0.9275195822454306","0.939701004225929","0.9136066681685063"
