name,method,feature,nfolds,elasticNetParam,maxIter,reg,auc,f1,f2,f3
data_herg,LRC_FPS,cdk_fp,1500,0.7,100,0.1,0.8332589435909465,0.8284722222222222,0.8315251572327046,0.8397794513179129
data_herg,LRC_FPS,cdk_fp,2000,0.7,100,0.1,0.8374942991280074,0.8295138888888891,0.8379716981132076,0.8449973103819258
data_herg,LRC_FPS,cdk_fp,1000,0.8,100,0.1,0.820276770580653,0.8141729797979799,0.8155922431865829,0.8310650887573964
data_herg,LRC_FPS,cdk_fp,1500,0.8,100,0.1,0.8212769194400181,0.8093750000000001,0.817688679245283,0.8367670790747714
data_herg,LRC_FPS,cdk_fp,2000,0.8,100,0.1,0.8234752722416002,0.8151515151515151,0.819287211740042,0.8359870898332438
data_herg,LRC_FPS,cdk_fp,1000,0.9,100,0.1,0.8125727380988629,0.8069444444444444,0.8069706498951783,0.8238031199569661
data_herg,LRC_FPS,cdk_fp,1500,0.9,100,0.1,0.8112944094756505,0.7956123737373739,0.808254716981132,0.8300161377084454
data_herg,LRC_FPS,cdk_fp,2000,0.9,100,0.1,0.8151479863199746,0.8092171717171718,0.8072327044025157,0.8289940828402367
data_herg,LRC_FPS,cdk_fp,1000,0.7,100,0.03,0.8578609691590461,0.8713699494949494,0.8527777777777777,0.849435180204411
data_herg,LRC_FPS,cdk_fp,1500,0.7,100,0.03,0.8656097510778207,0.8792929292929295,0.8663259958071279,0.8512103281334051
data_herg,LRC_FPS,cdk_fp,2000,0.7,100,0.03,0.8605440816843212,0.8705492424242424,0.8570754716981132,0.8540075309306079
data_herg,LRC_FPS,cdk_fp,1000,0.8,100,0.03,0.8574829894813566,0.8708648989898988,0.8511268343815515,0.8504572350726197
data_herg,LRC_FPS,cdk_fp,1500,0.8,100,0.03,0.8637488304578289,0.8744949494949495,0.8654874213836478,0.8512641204948896
data_herg,LRC_FPS,cdk_fp,2000,0.8,100,0.03,0.8616726593368464,0.8697916666666665,0.8590670859538784,0.8561592253899946
data_herg,LRC_FPS,cdk_fp,1000,0.9,100,0.03,0.8571846599014595,0.8711174242424241,0.8497641509433963,0.8506724045185584
data_herg,LRC_FPS,cdk_fp,1500,0.9,100,0.03,0.861255110697237,0.8681502525252526,0.8637054507337527,0.8519096288327059
data_herg,LRC_FPS,cdk_fp,2000,0.9,100,0.03,0.8621625255288171,0.8690972222222223,0.8606394129979035,0.8567509413663259
data_herg,LRC_FPS,cdk_fp,1000,0.7,100,0.01,0.8413996302104068,0.8511047979797981,0.8350628930817611,0.838031199569661
data_herg,LRC_FPS,cdk_fp,1500,0.7,100,0.01,0.8541237767970351,0.8742739898989899,0.8515723270440252,0.8365250134480904
data_herg,LRC_FPS,cdk_fp,2000,0.7,100,0.01,0.8453388517022407,0.8526830808080808,0.8465932914046123,0.8367401828940291
data_herg,LRC_FPS,cdk_fp,1000,0.8,100,0.01,0.8423609713205141,0.852493686868687,0.8354821802935011,0.8391070467993544
data_herg,LRC_FPS,cdk_fp,1500,0.8,100,0.01,0.8537418124999765,0.8733901515151515,0.8513102725366877,0.8365250134480903
data_herg,LRC_FPS,cdk_fp,2000,0.8,100,0.01,0.8456229649308387,0.8532512626262627,0.8460167714884695,0.8376008606777838
data_herg,LRC_FPS,cdk_fp,1000,0.9,100,0.01,0.8433768988966739,0.854513888888889,0.835272536687631,0.8403442711135019
data_herg,LRC_FPS,cdk_fp,1500,0.9,100,0.01,0.8535346146421983,0.8721906565656566,0.8518343815513628,0.8365788058095751
data_herg,LRC_FPS,cdk_fp,2000,0.9,100,0.01,0.8467731126248906,0.8558396464646465,0.8459643605870021,0.8385153308230232
data_herg,LRC_FPS,rdkit_fp,1000,0.7,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.7,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.7,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.8,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.8,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.8,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.9,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.9,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.9,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.7,10,0.1,0.8430097065891694,0.8380681818181815,0.8470125786163522,0.8439483593329746
data_herg,LRC_FPS,rdkit_fp,1500,0.7,10,0.1,0.8438451786011655,0.8451073232323234,0.83938679245283,0.847041420118343
data_herg,LRC_FPS,rdkit_fp,2000,0.7,10,0.1,0.8488236139633092,0.835669191919192,0.8565251572327044,0.8542764927380312
data_herg,LRC_FPS,rdkit_fp,1000,0.8,10,0.1,0.8347251225834317,0.8326073232323232,0.8317348008385743,0.8398332436793975
data_herg,LRC_FPS,rdkit_fp,1500,0.8,10,0.1,0.8348483391843335,0.8334595959595962,0.8286163522012578,0.8424690693921465
data_herg,LRC_FPS,rdkit_fp,2000,0.8,10,0.1,0.8380018212247893,0.8252209595959596,0.8448899371069181,0.8438945669714902
data_herg,LRC_FPS,rdkit_fp,1000,0.9,10,0.1,0.8288625187436871,0.8295138888888889,0.8173480083857444,0.8397256589564281
data_herg,LRC_FPS,rdkit_fp,1500,0.9,10,0.1,0.8276272021600397,0.8296401515151518,0.8137578616352202,0.8394835933297472
data_herg,LRC_FPS,rdkit_fp,2000,0.9,10,0.1,0.8320080632625988,0.8231376262626264,0.8337526205450735,0.8391339429800968
data_herg,LRC_FPS,rdkit_fp,1000,0.7,10,0.03,0.8761416909502904,0.8785037878787878,0.8856394129979035,0.8642818719741797
data_herg,LRC_FPS,rdkit_fp,1500,0.7,10,0.03,0.8676590741812078,0.8783459595959597,0.8696016771488471,0.8550295857988166
data_herg,LRC_FPS,rdkit_fp,2000,0.7,10,0.03,0.8673253717067215,0.8639520202020202,0.8716981132075473,0.866325981710597
data_herg,LRC_FPS,rdkit_fp,1000,0.8,10,0.03,0.8765250061648828,0.8785669191919192,0.8872641509433962,0.863743948359333
data_herg,LRC_FPS,rdkit_fp,1500,0.8,10,0.03,0.8683943186845944,0.8782828282828283,0.8712788259958071,0.8556213017751478
data_herg,LRC_FPS,rdkit_fp,2000,0.8,10,0.03,0.8681735388194025,0.8656565656565658,0.8724842767295599,0.8663797740720817
data_herg,LRC_FPS,rdkit_fp,1000,0.9,10,0.03,0.8755624457048623,0.8817866161616161,0.8842767295597486,0.8606239913932222
data_herg,LRC_FPS,rdkit_fp,1500,0.9,10,0.03,0.8684541608072087,0.8779671717171718,0.8708595387840672,0.8565357719203872
data_herg,LRC_FPS,rdkit_fp,2000,0.9,10,0.03,0.868541343151285,0.868118686868687,0.8750524109014676,0.8624529316837009
data_herg,LRC_FPS,rdkit_fp,1000,0.7,10,0.01,0.8545457705426862,0.8651830808080807,0.8566037735849055,0.8418504572350727
data_herg,LRC_FPS,rdkit_fp,1500,0.7,10,0.01,0.8549182326032835,0.8681818181818183,0.8565513626834382,0.8400215169445939
data_herg,LRC_FPS,rdkit_fp,2000,0.7,10,0.01,0.8505103449270722,0.8605744949494951,0.8533018867924529,0.8376546530392686
data_herg,LRC_FPS,rdkit_fp,1000,0.8,10,0.01,0.8567758229178765,0.8669507575757575,0.8616876310272537,0.8416890801506185
data_herg,LRC_FPS,rdkit_fp,1500,0.8,10,0.01,0.8564469496798959,0.8700757575757576,0.8605345911949687,0.8387305002689616
data_herg,LRC_FPS,rdkit_fp,2000,0.8,10,0.01,0.8548742173606106,0.859564393939394,0.857075471698113,0.8479827864443248
data_herg,LRC_FPS,rdkit_fp,1000,0.9,10,0.01,0.859215760889382,0.8661300505050504,0.8630503144654087,0.8484669176976869
data_herg,LRC_FPS,rdkit_fp,1500,0.9,10,0.01,0.8582857152523335,0.8729797979797982,0.863469601677149,0.8384077461000539
data_herg,LRC_FPS,rdkit_fp,2000,0.9,10,0.01,0.8585386927685549,0.8635416666666667,0.8643605870020965,0.8477138246369016
data_herg,LRC_FPS,rdkit_fp,1000,0.7,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.7,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.7,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.8,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.8,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.8,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.9,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.9,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.9,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.7,50,0.1,0.8422488522134748,0.8399936868686867,0.8433962264150944,0.8433566433566435
data_herg,LRC_FPS,rdkit_fp,1500,0.7,50,0.1,0.8442415025642529,0.8453598484848487,0.8416142557651992,0.8457504034427112
data_herg,LRC_FPS,rdkit_fp,2000,0.7,50,0.1,0.848291298418294,0.8383838383838383,0.8547955974842767,0.851694459386767
data_herg,LRC_FPS,rdkit_fp,1000,0.8,50,0.1,0.8341665170084981,0.8317866161616161,0.8305031446540881,0.8402097902097901
data_herg,LRC_FPS,rdkit_fp,1500,0.8,50,0.1,0.8344850833330515,0.8323863636363639,0.8282232704402516,0.842845615922539
data_herg,LRC_FPS,rdkit_fp,2000,0.8,50,0.1,0.8407952062115702,0.8324810606060605,0.8432127882599578,0.8466917697686926
data_herg,LRC_FPS,rdkit_fp,1000,0.9,50,0.1,0.8263414012007988,0.8263573232323231,0.8161687631027255,0.836498117267348
data_herg,LRC_FPS,rdkit_fp,1500,0.9,50,0.1,0.8279482882394711,0.8250946969696971,0.8180293501048217,0.8407208176438945
data_herg,LRC_FPS,rdkit_fp,2000,0.9,50,0.1,0.8329599714441877,0.8262310606060606,0.8284853249475891,0.8441635287789133
data_herg,LRC_FPS,rdkit_fp,1000,0.7,50,0.03,0.8751615121762075,0.8757260101010101,0.8856918238993712,0.8640667025282409
data_herg,LRC_FPS,rdkit_fp,1500,0.7,50,0.03,0.8692864810698626,0.8750631313131314,0.8781970649895177,0.8545992469069391
data_herg,LRC_FPS,rdkit_fp,2000,0.7,50,0.03,0.8664124568787123,0.8635732323232322,0.8714360587002096,0.8642280796126951
data_herg,LRC_FPS,rdkit_fp,1000,0.8,50,0.03,0.8763625953348377,0.8778093434343435,0.8872117400419288,0.864066702528241
data_herg,LRC_FPS,rdkit_fp,1500,0.8,50,0.03,0.869354915027992,0.874558080808081,0.8777777777777779,0.8557288864981173
data_herg,LRC_FPS,rdkit_fp,2000,0.8,50,0.03,0.8664243989897109,0.8627525252525252,0.8715932914046122,0.8649273803119957
data_herg,LRC_FPS,rdkit_fp,1000,0.9,50,0.03,0.876463949391199,0.8778093434343435,0.8889412997903563,0.8626412049488973
data_herg,LRC_FPS,rdkit_fp,1500,0.9,50,0.03,0.8689282635536264,0.8740214646464647,0.8753668763102723,0.857396449704142
data_herg,LRC_FPS,rdkit_fp,2000,0.9,50,0.03,0.8662322033648231,0.8630366161616162,0.8715932914046123,0.864066702528241
data_herg,LRC_FPS,rdkit_fp,1000,0.7,50,0.01,0.8542160056991334,0.8621527777777779,0.8648846960167714,0.835610543302851
data_herg,LRC_FPS,rdkit_fp,1500,0.7,50,0.01,0.8565892294892656,0.8641098484848485,0.8669811320754717,0.8386767079074771
data_herg,LRC_FPS,rdkit_fp,2000,0.7,50,0.01,0.8538439688838817,0.8594696969696971,0.8625786163522011,0.8394835933297472
data_herg,LRC_FPS,rdkit_fp,1000,0.8,50,0.01,0.8570112161866517,0.8644255050505051,0.8676624737945492,0.8389456697149006
data_herg,LRC_FPS,rdkit_fp,1500,0.8,50,0.01,0.8578971807972171,0.8638573232323233,0.8697589098532496,0.8400753093060785
data_herg,LRC_FPS,rdkit_fp,2000,0.8,50,0.01,0.8554026810285882,0.8610479797979799,0.8634171907756814,0.8417428725121032
data_herg,LRC_FPS,rdkit_fp,1000,0.9,50,0.01,0.8593330933633908,0.8651830808080809,0.8709119496855345,0.8419042495965572
data_herg,LRC_FPS,rdkit_fp,1500,0.9,50,0.01,0.8603032823959893,0.8659406565656567,0.8729035639412998,0.8420656266810111
data_herg,LRC_FPS,rdkit_fp,2000,0.9,50,0.01,0.857589946908706,0.8612058080808083,0.865356394129979,0.8462076385153309
data_herg,LRC_FPS,rdkit_fp,1000,0.7,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.7,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.7,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.8,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.8,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.8,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.9,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1500,0.9,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,2000,0.9,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC_FPS,rdkit_fp,1000,0.7,100,0.1,0.8422488522134748,0.8399936868686867,0.8433962264150943,0.8433566433566434
data_herg,LRC_FPS,rdkit_fp,1500,0.7,100,0.1,0.8441877102027684,0.8453598484848487,0.8416142557651992,0.8455890263582573
data_herg,LRC_FPS,rdkit_fp,2000,0.7,100,0.1,0.848291298418294,0.8383838383838383,0.8547955974842768,0.851694459386767
data_herg,LRC_FPS,rdkit_fp,1000,0.8,100,0.1,0.8341665170084981,0.8317866161616161,0.8305031446540881,0.8402097902097903
data_herg,LRC_FPS,rdkit_fp,1500,0.8,100,0.1,0.8344850833330515,0.8323863636363638,0.8282232704402517,0.842845615922539
data_herg,LRC_FPS,rdkit_fp,2000,0.8,100,0.1,0.8407741624405267,0.8324179292929295,0.843212788259958,0.8466917697686929
data_herg,LRC_FPS,rdkit_fp,1000,0.9,100,0.1,0.8263414012007988,0.8263573232323231,0.8161687631027255,0.836498117267348
data_herg,LRC_FPS,rdkit_fp,1500,0.9,100,0.1,0.8279693320105148,0.8251578282828285,0.8180293501048216,0.8407208176438946
data_herg,LRC_FPS,rdkit_fp,2000,0.9,100,0.1,0.8329599714441877,0.8262310606060607,0.8284853249475891,0.8441635287789133
data_herg,LRC_FPS,rdkit_fp,1000,0.7,100,0.03,0.8751615121762075,0.8757260101010101,0.8856918238993712,0.864066702528241
data_herg,LRC_FPS,rdkit_fp,1500,0.7,100,0.03,0.8694060572416884,0.8753156565656565,0.8782494758909852,0.8546530392684236
data_herg,LRC_FPS,rdkit_fp,2000,0.7,100,0.03,0.866381550234961,0.8636363636363636,0.8712264150943397,0.8642818719741798
data_herg,LRC_FPS,rdkit_fp,1000,0.8,100,0.03,0.876397535935816,0.8778093434343435,0.8873165618448636,0.8640667025282411
data_herg,LRC_FPS,rdkit_fp,1500,0.8,100,0.03,0.8694153938439133,0.8746843434343434,0.8777253668763102,0.8558364712210865
data_herg,LRC_FPS,rdkit_fp,2000,0.8,100,0.03,0.8663903793620774,0.8627525252525254,0.8713836477987422,0.8650349650349649
data_herg,LRC_FPS,rdkit_fp,1000,0.9,100,0.03,0.8765029239494044,0.8778724747474748,0.8889412997903563,0.862694997310382
data_herg,LRC_FPS,rdkit_fp,1500,0.9,100,0.03,0.8689730035929237,0.8742108585858587,0.8754192872117401,0.8572888649811726
data_herg,LRC_FPS,rdkit_fp,2000,0.9,100,0.03,0.8660463194615954,0.8628472222222224,0.8712788259958074,0.8640129101667564
data_herg,LRC_FPS,rdkit_fp,1000,0.7,100,0.01,0.8541686765970147,0.861584595959596,0.8650419287211739,0.8358795051102743
data_herg,LRC_FPS,rdkit_fp,1500,0.7,100,0.01,0.8566886194290039,0.8646148989898991,0.8666666666666667,0.8387842926304463
data_herg,LRC_FPS,rdkit_fp,2000,0.7,100,0.01,0.853571083542056,0.8593434343434345,0.8623165618448636,0.8390532544378699
data_herg,LRC_FPS,rdkit_fp,1000,0.8,100,0.01,0.8569860280355562,0.8643623737373737,0.8681341719077568,0.8384615384615384
data_herg,LRC_FPS,rdkit_fp,1500,0.8,100,0.01,0.8580292089045718,0.8643623737373739,0.8698113207547171,0.8399139322216245
data_herg,LRC_FPS,rdkit_fp,2000,0.8,100,0.01,0.855311819489976,0.8606691919191919,0.8634696016771488,0.841796664873588
data_herg,LRC_FPS,rdkit_fp,1000,0.9,100,0.01,0.8590915117176002,0.8653093434343434,0.8705450733752621,0.8414201183431952
data_herg,LRC_FPS,rdkit_fp,1500,0.9,100,0.01,0.8602899094871157,0.8656881313131314,0.8730083857442349,0.8421732114039806
data_herg,LRC_FPS,rdkit_fp,2000,0.9,100,0.01,0.8571661182646306,0.8608901515151516,0.8648846960167715,0.8457235072619689
