"NAME [String]","METHOD [String]","C [Double]","coef0 [Double]","featuresColumn [String]","degree [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_TAN","10.0","3.0","cdk_fp","2","0.7044638965607724","0.7425595238095238","0.6569767441860465","0.7138554216867468"
"data_lipinski","SVC_TAN","0.001","0.0","rdkit_fp","3","0.6923937907406668","0.8253968253968255","0.6212624584717609","0.6305220883534137"
"data_lipinski","SVC_TAN","0.01","0.0","rdkit_fp","3","0.6815218607912641","0.820436507936508","0.6046511627906976","0.6194779116465865"
"data_lipinski","SVC_TAN","0.1","0.0","rdkit_fp","3","0.7154295939757555","0.791170634920635","0.6472868217054263","0.7078313253012047"
"data_lipinski","SVC_TAN","1.0","0.0","rdkit_fp","3","0.715756297615712","0.793154761904762","0.6472868217054263","0.7068273092369477"
"data_lipinski","SVC_TAN","10.0","0.0","rdkit_fp","3","0.7196302281847954","0.791170634920635","0.6478405315614619","0.719879518072289"
"data_lipinski","SVC_TAN","0.001","1.0","rdkit_fp","3","0.6932216685123662","0.7589285714285715","0.6124031007751939","0.7083333333333333"
"data_lipinski","SVC_TAN","0.01","1.0","rdkit_fp","3","0.7233102305864284","0.8000992063492064","0.6489479512735327","0.720883534136546"
"data_lipinski","SVC_TAN","0.1","1.0","rdkit_fp","3","0.721015938986659","0.7966269841269842","0.6500553709856035","0.7163654618473895"
"data_lipinski","SVC_TAN","1.0","1.0","rdkit_fp","3","0.7215193368527636","0.7876984126984127","0.6489479512735328","0.7279116465863453"
"data_lipinski","SVC_TAN","10.0","1.0","rdkit_fp","3","0.7252517359952916","0.7921626984126985","0.6511627906976746","0.7324297188755019"
"data_lipinski","SVC_TAN","0.001","2.0","rdkit_fp","3","0.6990681441157766","0.7738095238095238","0.6301218161683277","0.6932730923694779"
"data_lipinski","SVC_TAN","0.01","2.0","rdkit_fp","3","0.7204330426171278","0.7996031746031746","0.6478405315614618","0.713855421686747"
"data_lipinski","SVC_TAN","0.1","2.0","rdkit_fp","3","0.7254783715889769","0.8000992063492064","0.6594684385382061","0.7168674698795179"
"data_lipinski","SVC_TAN","1.0","2.0","rdkit_fp","3","0.7284473812562914","0.7936507936507937","0.6572535991140643","0.734437751004016"
"data_lipinski","SVC_TAN","10.0","2.0","rdkit_fp","3","0.7284473812562914","0.7936507936507937","0.6572535991140643","0.734437751004016"
"data_lipinski","SVC_TAN","0.001","3.0","rdkit_fp","3","0.7066951360258309","0.7693452380952381","0.6434108527131783","0.7073293172690761"
"data_lipinski","SVC_TAN","0.01","3.0","rdkit_fp","3","0.7202701077473423","0.791170634920635","0.6522702104097455","0.7173694779116465"
"data_lipinski","SVC_TAN","0.1","3.0","rdkit_fp","3","0.7284219472945307","0.795138888888889","0.6727574750830564","0.7173694779116465"
"data_lipinski","SVC_TAN","1.0","3.0","rdkit_fp","3","0.7292303673905663","0.7941468253968255","0.6555924695459581","0.7379518072289156"
"data_lipinski","SVC_TAN","10.0","3.0","rdkit_fp","3","0.7292303673905663","0.7941468253968255","0.6555924695459581","0.7379518072289156"
"data_lipinski","SVC_TAN","0.001","0.0","cdk_fp","3","0.7143489054038228","0.751984126984127","0.6290143964562569","0.7620481927710844"
"data_lipinski","SVC_TAN","0.01","0.0","cdk_fp","3","0.7215165108570124","0.8030753968253969","0.6400885935769657","0.7213855421686747"
"data_lipinski","SVC_TAN","0.1","0.0","cdk_fp","3","0.7230306886460571","0.7276785714285714","0.6843853820598006","0.7570281124497992"
"data_lipinski","SVC_TAN","1.0","0.0","cdk_fp","3","0.7230996244112663","0.7276785714285714","0.6866002214839424","0.7550200803212851"
"data_lipinski","SVC_TAN","10.0","0.0","cdk_fp","3","0.7167533645100891","0.7306547619047619","0.6766334440753046","0.7429718875502007"
"data_lipinski","SVC_TAN","0.001","1.0","cdk_fp","3","0.6649959009163268","0.757936507936508","0.6677740863787376","0.569277108433735"
"data_lipinski","SVC_TAN","0.01","1.0","cdk_fp","3","0.7255890950290643","0.7395833333333334","0.6982281284606866","0.7389558232931729"
"data_lipinski","SVC_TAN","0.1","1.0","cdk_fp","3","0.7269191198162899","0.746031746031746","0.698781838316722","0.7359437751004017"
"data_lipinski","SVC_TAN","1.0","1.0","cdk_fp","3","0.7117733114073125","0.7366071428571429","0.6733111849390919","0.7254016064257027"
"data_lipinski","SVC_TAN","10.0","1.0","cdk_fp","3","0.7114233975399569","0.7361111111111112","0.6727574750830566","0.7254016064257027"
"data_lipinski","SVC_TAN","0.001","2.0","cdk_fp","3","0.713311348012945","0.7420634920634921","0.6589147286821705","0.7389558232931726"
"data_lipinski","SVC_TAN","0.01","2.0","cdk_fp","3","0.7271354706385527","0.7509920634920635","0.7009966777408637","0.7294176706827311"
"data_lipinski","SVC_TAN","0.1","2.0","cdk_fp","3","0.727743847297644","0.7490079365079365","0.6987818383167221","0.7354417670682732"
"data_lipinski","SVC_TAN","1.0","2.0","cdk_fp","3","0.7094189326519812","0.7425595238095238","0.6683277962347731","0.7173694779116465"
"data_lipinski","SVC_TAN","10.0","2.0","cdk_fp","3","0.7092535887366372","0.7420634920634921","0.6683277962347731","0.7173694779116465"
"data_lipinski","SVC_TAN","0.001","3.0","cdk_fp","3","0.7170897506600785","0.7271825396825398","0.6816168327796235","0.7424698795180721"
"data_lipinski","SVC_TAN","0.01","3.0","cdk_fp","3","0.7253471712616432","0.7465277777777778","0.7021040974529346","0.727409638554217"
"data_lipinski","SVC_TAN","0.1","3.0","cdk_fp","3","0.723136177044835","0.755952380952381","0.6860465116279071","0.727409638554217"
"data_lipinski","SVC_TAN","1.0","3.0","cdk_fp","3","0.7079556227864577","0.7435515873015873","0.6644518272425249","0.7158634538152608"
"data_lipinski","SVC_TAN","10.0","3.0","cdk_fp","3","0.7079556227864577","0.7435515873015873","0.6644518272425249","0.7158634538152608"
"data_lipinski","SVC_TAN","0.001","0.0","rdkit_fp","4","0.715878510350001","0.8179563492063493","0.6705426356589148","0.659136546184739"
"data_lipinski","SVC_TAN","0.01","0.0","rdkit_fp","4","0.7044410569557669","0.8055555555555556","0.6616832779623477","0.6460843373493975"
"data_lipinski","SVC_TAN","0.1","0.0","rdkit_fp","4","0.7085363417494266","0.7906746031746033","0.6461794019933556","0.6887550200803212"
"data_lipinski","SVC_TAN","1.0","0.0","rdkit_fp","4","0.7101255242453757","0.7901785714285715","0.6434108527131783","0.6967871485943774"
"data_lipinski","SVC_TAN","10.0","0.0","rdkit_fp","4","0.7131283068783069","0.7881944444444444","0.6428571428571428","0.7083333333333331"
"data_lipinski","SVC_TAN","0.001","1.0","rdkit_fp","4","0.706673361960207","0.8060515873015874","0.6528239202657807","0.661144578313253"
"data_lipinski","SVC_TAN","0.01","1.0","rdkit_fp","4","0.7228831346056058","0.7986111111111112","0.6511627906976744","0.7188755020080321"
"data_lipinski","SVC_TAN","0.1","1.0","rdkit_fp","4","0.7229845461580541","0.7991071428571429","0.654485049833887","0.7153614457831324"
"data_lipinski","SVC_TAN","1.0","1.0","rdkit_fp","4","0.7236555580016634","0.793154761904762","0.6483942414174972","0.7294176706827308"
"data_lipinski","SVC_TAN","10.0","1.0","rdkit_fp","4","0.7236555580016634","0.793154761904762","0.6483942414174972","0.7294176706827308"
"data_lipinski","SVC_TAN","0.001","2.0","rdkit_fp","4","0.7134149832997551","0.7842261904761906","0.6461794019933556","0.7098393574297188"
"data_lipinski","SVC_TAN","0.01","2.0","rdkit_fp","4","0.7200159071131331","0.7956349206349207","0.6500553709856035","0.7143574297188754"
"data_lipinski","SVC_TAN","0.1","2.0","rdkit_fp","4","0.7220750388041646","0.7872023809523809","0.6506090808416392","0.7284136546184737"
"data_lipinski","SVC_TAN","1.0","2.0","rdkit_fp","4","0.7257862198146592","0.7926587301587302","0.6522702104097454","0.7324297188755019"
"data_lipinski","SVC_TAN","10.0","2.0","rdkit_fp","4","0.7257862198146592","0.7926587301587302","0.6522702104097454","0.7324297188755019"
"data_lipinski","SVC_TAN","0.001","3.0","rdkit_fp","4","0.7194220310551916","0.8000992063492064","0.6423034330011075","0.715863453815261"
"data_lipinski","SVC_TAN","0.01","3.0","rdkit_fp","4","0.7233344600254098","0.7996031746031746","0.6550387596899225","0.7153614457831324"
"data_lipinski","SVC_TAN","0.1","3.0","rdkit_fp","4","0.7270802015741075","0.7921626984126985","0.6561461794019935","0.7329317269076304"
"data_lipinski","SVC_TAN","1.0","3.0","rdkit_fp","4","0.7270802015741075","0.7921626984126985","0.6561461794019935","0.7329317269076304"
"data_lipinski","SVC_TAN","10.0","3.0","rdkit_fp","4","0.7274148735955265","0.7921626984126985","0.6561461794019935","0.7339357429718875"
"data_lipinski","SVC_TAN","0.001","0.0","cdk_fp","4","0.699408051178505","0.7921626984126985","0.6434108527131783","0.6626506024096385"
"data_lipinski","SVC_TAN","0.01","0.0","cdk_fp","4","0.7052307606209259","0.7847222222222223","0.6467331118493909","0.6842369477911647"
"data_lipinski","SVC_TAN","0.1","0.0","cdk_fp","4","0.7180642559162452","0.7247023809523809","0.6749723145071982","0.7545180722891565"
"data_lipinski","SVC_TAN","1.0","0.0","cdk_fp","4","0.714974006398425","0.722718253968254","0.6722037652270211","0.7499999999999998"
"data_lipinski","SVC_TAN","10.0","0.0","cdk_fp","4","0.7124867595149885","0.7286706349206349","0.668327796234773","0.7404618473895581"
"data_lipinski","SVC_TAN","0.001","1.0","cdk_fp","4","0.7280787972858581","0.7936507936507937","0.6937984496124032","0.6967871485943775"
"data_lipinski","SVC_TAN","0.01","1.0","cdk_fp","4","0.7286840236546036","0.7361111111111112","0.7004429678848283","0.7494979919678715"
"data_lipinski","SVC_TAN","0.1","1.0","cdk_fp","4","0.7258995376115017","0.7400793650793651","0.6921373200442967","0.7454819277108435"
"data_lipinski","SVC_TAN","1.0","1.0","cdk_fp","4","0.7115089649850788","0.7276785714285715","0.6744186046511628","0.7324297188755019"
"data_lipinski","SVC_TAN","10.0","1.0","cdk_fp","4","0.7115089649850788","0.7276785714285715","0.6744186046511628","0.7324297188755019"
"data_lipinski","SVC_TAN","0.001","2.0","cdk_fp","4","0.7302262760899634","0.7589285714285714","0.6937984496124031","0.7379518072289156"
"data_lipinski","SVC_TAN","0.01","2.0","cdk_fp","4","0.7248229258858988","0.7465277777777779","0.6960132890365449","0.7319277108433736"
"data_lipinski","SVC_TAN","0.1","2.0","cdk_fp","4","0.7110158055625974","0.7371031746031746","0.6705426356589147","0.7254016064257027"
"data_lipinski","SVC_TAN","1.0","2.0","cdk_fp","4","0.7107520614017533","0.7366071428571429","0.6727574750830565","0.7228915662650601"
"data_lipinski","SVC_TAN","10.0","2.0","cdk_fp","4","0.7107520614017533","0.7366071428571429","0.6727574750830565","0.7228915662650601"
"data_lipinski","SVC_TAN","0.001","3.0","cdk_fp","4","0.7277223511988152","0.7470238095238095","0.7032115171650055","0.7329317269076305"
"data_lipinski","SVC_TAN","0.01","3.0","cdk_fp","4","0.7262225813553217","0.7485119047619048","0.6982281284606866","0.7319277108433737"
"data_lipinski","SVC_TAN","0.1","3.0","cdk_fp","4","0.7094766107619849","0.7410714285714286","0.6699889258028794","0.7173694779116465"
"data_lipinski","SVC_TAN","1.0","3.0","cdk_fp","4","0.7094766107619849","0.7410714285714286","0.6699889258028794","0.7173694779116465"
"data_lipinski","SVC_TAN","10.0","3.0","cdk_fp","4","0.7094766107619849","0.7410714285714286","0.6699889258028794","0.7173694779116465"
"data_lipinski","SVC_TAN","0.001","0.0","rdkit_fp","5","0.6948647302387846","0.8154761904761905","0.6079734219269104","0.6611445783132529"
"data_lipinski","SVC_TAN","0.01","0.0","rdkit_fp","5","0.7093303538999112","0.8159722222222222","0.6373200442967885","0.674698795180723"
"data_lipinski","SVC_TAN","0.1","0.0","rdkit_fp","5","0.7085289293015546","0.7986111111111112","0.6362126245847175","0.6907630522088352"
"data_lipinski","SVC_TAN","1.0","0.0","rdkit_fp","5","0.7075875484218157","0.7946428571428572","0.6323366555924694","0.6957831325301204"
"data_lipinski","SVC_TAN","10.0","0.0","rdkit_fp","5","0.7055037240138109","0.7847222222222223","0.633997785160576","0.6977911646586344"
"data_lipinski","SVC_TAN","0.001","1.0","rdkit_fp","5","0.7107820818156346","0.7842261904761905","0.6583610188261352","0.6897590361445782"
"data_lipinski","SVC_TAN","0.01","1.0","rdkit_fp","5","0.7177755873994317","0.7946428571428572","0.6478405315614618","0.7108433734939757"
"data_lipinski","SVC_TAN","0.1","1.0","rdkit_fp","5","0.7221505531168603","0.7941468253968255","0.6539313399778516","0.7183734939759036"
"data_lipinski","SVC_TAN","1.0","1.0","rdkit_fp","5","0.7201746724809907","0.7891865079365079","0.6489479512735327","0.7223895582329316"
"data_lipinski","SVC_TAN","10.0","1.0","rdkit_fp","5","0.7201746724809907","0.7891865079365079","0.6489479512735327","0.7223895582329316"
"data_lipinski","SVC_TAN","0.001","2.0","rdkit_fp","5","0.7220179629555504","0.7971230158730159","0.6500553709856035","0.718875502008032"
"data_lipinski","SVC_TAN","0.01","2.0","rdkit_fp","5","0.724332221836775","0.7981150793650794","0.6600221483942414","0.7148594377510039"
"data_lipinski","SVC_TAN","0.1","2.0","rdkit_fp","5","0.7241423241878552","0.7926587301587302","0.6478405315614618","0.7319277108433734"
"data_lipinski","SVC_TAN","1.0","2.0","rdkit_fp","5","0.7241423241878552","0.7926587301587302","0.6478405315614618","0.7319277108433734"
"data_lipinski","SVC_TAN","10.0","2.0","rdkit_fp","5","0.7241423241878552","0.7926587301587302","0.6478405315614618","0.7319277108433734"
"data_lipinski","SVC_TAN","0.001","3.0","rdkit_fp","5","0.7206732985837777","0.7986111111111112","0.6500553709856035","0.7133534136546184"
"data_lipinski","SVC_TAN","0.01","3.0","rdkit_fp","5","0.7236420302842971","0.789186507936508","0.6528239202657808","0.7289156626506024"
"data_lipinski","SVC_TAN","0.1","3.0","rdkit_fp","5","0.7261401178727461","0.7921626984126985","0.6528239202657808","0.7334337349397589"
"data_lipinski","SVC_TAN","1.0","3.0","rdkit_fp","5","0.7261401178727461","0.7921626984126985","0.6528239202657808","0.7334337349397589"
"data_lipinski","SVC_TAN","10.0","3.0","rdkit_fp","5","0.7261401178727461","0.7921626984126985","0.6528239202657808","0.7334337349397589"
"data_lipinski","SVC_TAN","0.001","0.0","cdk_fp","5","0.7201257039972367","0.7867063492063493","0.6578073089700996","0.7158634538152611"
"data_lipinski","SVC_TAN","0.01","0.0","cdk_fp","5","0.7189645903658932","0.7872023809523809","0.6528239202657807","0.716867469879518"
"data_lipinski","SVC_TAN","0.1","0.0","cdk_fp","5","0.7100440336465833","0.7192460317460317","0.6638981173864895","0.7469879518072288"
"data_lipinski","SVC_TAN","1.0","0.0","cdk_fp","5","0.7090522481213152","0.7192460317460317","0.6589147286821706","0.7489959839357428"
"data_lipinski","SVC_TAN","10.0","0.0","cdk_fp","5","0.7079464498822162","0.728670634920635","0.6622369878183832","0.7329317269076304"
"data_lipinski","SVC_TAN","0.001","1.0","cdk_fp","5","0.7312379825688876","0.7539682539682541","0.698781838316722","0.7409638554216866"
"data_lipinski","SVC_TAN","0.01","1.0","cdk_fp","5","0.7231426629367229","0.7341269841269842","0.6888150609080842","0.7464859437751004"
"data_lipinski","SVC_TAN","0.1","1.0","cdk_fp","5","0.7214099105910537","0.7390873015873016","0.6821705426356589","0.7429718875502007"
"data_lipinski","SVC_TAN","1.0","1.0","cdk_fp","5","0.7120474329951773","0.7271825396825397","0.6755260243632336","0.7334337349397588"
"data_lipinski","SVC_TAN","10.0","1.0","cdk_fp","5","0.7120474329951773","0.7271825396825397","0.6755260243632336","0.7334337349397588"
"data_lipinski","SVC_TAN","0.001","2.0","cdk_fp","5","0.7269370486745803","0.7415674603174603","0.698781838316722","0.7404618473895583"
"data_lipinski","SVC_TAN","0.01","2.0","cdk_fp","5","0.7248510931878122","0.7425595238095238","0.691029900332226","0.7409638554216867"
"data_lipinski","SVC_TAN","0.1","2.0","cdk_fp","5","0.711304474079411","0.732638888888889","0.6738648947951273","0.7274096385542168"
"data_lipinski","SVC_TAN","1.0","2.0","cdk_fp","5","0.711304474079411","0.732638888888889","0.6738648947951273","0.7274096385542168"
"data_lipinski","SVC_TAN","10.0","2.0","cdk_fp","5","0.711304474079411","0.732638888888889","0.6738648947951273","0.7274096385542168"
"data_lipinski","SVC_TAN","0.001","3.0","cdk_fp","5","0.7250439558158807","0.746031746031746","0.6976744186046512","0.7314257028112451"
"data_lipinski","SVC_TAN","0.01","3.0","cdk_fp","5","0.7101559152816508","0.7385912698412699","0.6699889258028793","0.7218875502008031"
"data_lipinski","SVC_TAN","0.1","3.0","cdk_fp","5","0.7104173893803342","0.7366071428571429","0.6727574750830565","0.7218875502008031"
"data_lipinski","SVC_TAN","1.0","3.0","cdk_fp","5","0.7104173893803342","0.7366071428571429","0.6727574750830565","0.7218875502008031"
"data_lipinski","SVC_TAN","10.0","3.0","cdk_fp","5","0.7104173893803342","0.7366071428571429","0.6727574750830565","0.7218875502008031"
"data_solubility","SVC_TAN","0.001","0.0","rdkit_fp","2","0.9180199090865809","0.9390600522193211","0.8971690825646388","0.917830592475783"
"data_solubility","SVC_TAN","0.01","0.0","rdkit_fp","2","0.9287846101446489","0.959373368146214","0.9073476621075116","0.9196328001802209"
"data_solubility","SVC_TAN","0.1","0.0","rdkit_fp","2","0.9378463414128216","0.9621932114882505","0.924842095696824","0.9265037170533904"
"data_solubility","SVC_TAN","1.0","0.0","rdkit_fp","2","0.9451999316747489","0.980626631853786","0.9195710455764076","0.935402117594053"
"data_solubility","SVC_TAN","10.0","0.0","rdkit_fp","2","0.9439099160952341","0.9693472584856395","0.9286136229381565","0.9337688668619063"
"data_solubility","SVC_TAN","0.001","1.0","rdkit_fp","2","0.9172123841504306","0.9291906005221932","0.9279320216294816","0.894514530299617"
"data_solubility","SVC_TAN","0.01","1.0","rdkit_fp","2","0.9373296974626434","0.9555091383812009","0.9325669105284683","0.9239130434782611"
"data_solubility","SVC_TAN","0.1","1.0","rdkit_fp","2","0.9459354776715835","0.9652741514360313","0.9393829236152135","0.9331493579635056"
"data_solubility","SVC_TAN","1.0","1.0","rdkit_fp","2","0.9566872399840415","0.980626631853786","0.9428818103330758","0.9465532777652628"
"data_solubility","SVC_TAN","10.0","1.0","rdkit_fp","2","0.9512976910815705","0.9761357702349869","0.9471986186213482","0.9305586843883761"
"data_solubility","SVC_TAN","0.001","2.0","rdkit_fp","2","0.9354838648010161","0.9404177545691905","0.9394738037897035","0.9265600360441542"
"data_solubility","SVC_TAN","0.01","2.0","rdkit_fp","2","0.9394143457234275","0.9523237597911226","0.9392466033534784","0.9266726740256815"
"data_solubility","SVC_TAN","0.1","2.0","rdkit_fp","2","0.9502039281555238","0.9720104438642297","0.9417912482391966","0.9368100923631453"
"data_solubility","SVC_TAN","1.0","2.0","rdkit_fp","2","0.9584998421661122","0.9790078328981723","0.9475166992320627","0.9489749943681013"
"data_solubility","SVC_TAN","10.0","2.0","rdkit_fp","2","0.9515164153247134","0.9772845953002611","0.9541963920570731","0.923068258616806"
"data_solubility","SVC_TAN","0.001","3.0","rdkit_fp","2","0.9220815622632136","0.9549347258485639","0.9203435270595721","0.8909664338815048"
"data_solubility","SVC_TAN","0.01","3.0","rdkit_fp","2","0.9396867064717501","0.9523759791122713","0.9431090107693006","0.9235751295336787"
"data_solubility","SVC_TAN","0.1","3.0","rdkit_fp","2","0.9532254818223939","0.9762924281984334","0.94392693233971","0.9394570849290382"
"data_solubility","SVC_TAN","1.0","3.0","rdkit_fp","2","0.9586052445659569","0.977075718015666","0.9496523833325762","0.9490876323496287"
"data_solubility","SVC_TAN","10.0","3.0","rdkit_fp","2","0.9524054437870201","0.9780156657963446","0.9566955968555464","0.9225050687091692"
"data_solubility","SVC_TAN","0.001","0.0","cdk_fp","2","0.9186229581767114","0.9292428198433419","0.9147089562411961","0.9119170984455959"
"data_solubility","SVC_TAN","0.01","0.0","cdk_fp","2","0.929402136168125","0.9437597911227154","0.9188440041804881","0.9256026132011715"
"data_solubility","SVC_TAN","0.1","0.0","cdk_fp","2","0.9377616660900667","0.9543603133159267","0.9312945880856092","0.9276300968686643"
"data_solubility","SVC_TAN","1.0","0.0","cdk_fp","2","0.9463206296763153","0.9721148825065274","0.9264324987503976","0.9404145077720207"
"data_solubility","SVC_TAN","10.0","0.0","cdk_fp","2","0.9484513494317218","0.967415143603133","0.9393829236152138","0.938555981076819"
"data_solubility","SVC_TAN","0.001","1.0","cdk_fp","2","0.9204807607801962","0.9295561357702349","0.9160267187713002","0.9158594277990538"
"data_solubility","SVC_TAN","0.01","1.0","cdk_fp","2","0.9359783942177012","0.9430809399477805","0.934520834280002","0.9303334084253212"
"data_solubility","SVC_TAN","0.1","1.0","cdk_fp","2","0.9462197813621924","0.9604177545691905","0.9378834007361295","0.940358188781257"
"data_solubility","SVC_TAN","1.0","1.0","cdk_fp","2","0.9591227972118616","0.9768146214099216","0.9510155859499251","0.9495381842757379"
"data_solubility","SVC_TAN","10.0","1.0","cdk_fp","2","0.9550288762434139","0.9747258485639686","0.9564229563320765","0.9339378238341969"
"data_solubility","SVC_TAN","0.001","2.0","cdk_fp","2","0.9204224616993159","0.9347258485639686","0.9127095924024176","0.9138319441315612"
"data_solubility","SVC_TAN","0.01","2.0","cdk_fp","2","0.9376622039605725","0.9407832898172322","0.9391102830917437","0.9330930389727418"
"data_solubility","SVC_TAN","0.1","2.0","cdk_fp","2","0.9515251920154265","0.969242819843342","0.942609169809606","0.9427235863933318"
"data_solubility","SVC_TAN","1.0","2.0","cdk_fp","2","0.961221545810187","0.9761879895561358","0.9571499977279957","0.9503266501464294"
"data_solubility","SVC_TAN","10.0","2.0","cdk_fp","2","0.9547614315947323","0.9765013054830287","0.9606034443586137","0.9271795449425546"
"data_solubility","SVC_TAN","0.001","3.0","cdk_fp","2","0.928231152878849","0.9340469973890337","0.9327032307902032","0.9179432304573104"
