"NAME [String]","METHOD [String]","layers [String]","foldSize [Int]","featuresColumn [String]","scalerType [String]","lambda [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_NNC_FP","50","2000","cdk_fp","Standard","10.0","0.674166766734713","0.6785714285714286","0.7048726467331118","0.6390562248995983"
"data_lipinski","SVC_NNC_FP","75","2000","cdk_fp","Standard","10.0","0.6081644314430109","0.642361111111111","0.5661683277962348","0.6159638554216867"
"data_lipinski","SVC_NNC_FP","100","2000","cdk_fp","Standard","10.0","0.6427556386490961","0.6165674603174602","0.6769102990033222","0.634789156626506"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","MaxMin","0.001","0.5881994715839474","0.5425715558525449","0.6270491803278688","0.5949776785714286"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","MaxMin","0.001","0.5866881963375771","0.5419311727363849","0.610655737704918","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","MaxMin","0.001","0.604576923829197","0.5668782715224413","0.6359429017508643","0.6109095982142857"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","MaxMin","0.001","0.5840958437073327","0.5641775253368971","0.612049737927958","0.5760602678571429"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","MaxMin","0.001","0.5918490666724489","0.5676021828711438","0.6160923385747742","0.5918526785714285"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","MaxMin","0.001","0.5815381141151622","0.5526227865018376","0.6079513772722204","0.5840401785714285"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","MaxMin","0.001","0.596314260894728","0.5620336340349705","0.627718300434928","0.5991908482142857"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","MaxMin","0.001","0.5963924175218165","0.557968593384564","0.6243448198951712","0.6068638392857143"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","MaxMin","0.001","0.5958040743176644","0.5586089765007239","0.6318445410951266","0.5969587053571428"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","MaxMin","0.001","0.5724022227484538","0.5594721015703308","0.599754655960745","0.5579799107142857"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","MaxMin","0.001","0.5826956570503691","0.5526227865018376","0.5915579346492695","0.60390625"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","MaxMin","0.001","0.5852921712366447","0.5526227865018376","0.6209434593509535","0.5823102678571429"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","MaxMin","0.001","0.5735904544776691","0.566098674685377","0.5546726887476302","0.6"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","MaxMin","0.001","0.5840381086076271","0.566098674685377","0.5785379725660755","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","MaxMin","0.001","0.5805323988325297","0.5667390578015369","0.5744396119103379","0.6004185267857143"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","MaxMin","0.001","0.5959876346100194","0.5885677692393363","0.5956562953050073","0.6037388392857144"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","MaxMin","0.001","0.5990984525081496","0.5892081523554962","0.6126630980260956","0.5954241071428571"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","MaxMin","0.001","0.6004270624244943","0.5926328098897427","0.6086483773837403","0.6"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","Standard","0.001","0.5402128425995799","0.5196569773916917","0.5650440504070481","0.5359375"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","Standard","0.001","0.6811438940560824","0.5305713331105913","0.7530389204862273","0.7598214285714286"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","Standard","0.001","0.7308437835037839","0.6926996324757768","0.751115200178432","0.7487165178571428"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","Standard","0.001","0.7238526519625431","0.707484129635817","0.7355023976803836","0.7285714285714286"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","Standard","0.001","0.599972622155437","0.6931451163826707","0.5451656072264971","0.5616071428571429"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","Standard","0.001","0.7102322606823956","0.6768849537810447","0.7280026764804282","0.7258091517857143"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","Standard","0.001","0.609467310252498","0.5233043768793852","0.5465596074495372","0.7585379464285714"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","Standard","0.001","0.7340317248640257","0.6639380777369417","0.7660588825694212","0.7720982142857142"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","Standard","0.001","0.66034916698178","0.6989085644281101","0.7550184008029441","0.5271205357142857"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","Standard","0.001","0.5445878382253784","0.5290678249248245","0.5609456897513104","0.5437500000000001"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","Standard","0.001","0.5486680311470448","0.542126071945651","0.5718467714954835","0.53203125"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","Standard","0.001","0.5997108849005167","0.5196569773916917","0.7354187576670012","0.5440569196428572"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","Standard","0.001","0.6616556266417267","0.509605746742399","0.7163209546113527","0.7590401785714286"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","Standard","0.001","0.6701348410446339","0.5102461298585589","0.7258280361324857","0.7743303571428571"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","Standard","0.001","0.6568075279701976","0.5136707873928055","0.7148433143749304","0.7419084821428571"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","Standard","0.001","0.6773828210422103","0.5149515536251252","0.7379558380729341","0.7792410714285715"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","Standard","0.001","0.7336269476868185","0.6611259605746743","0.7566075610572098","0.7831473214285715"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","Standard","0.001","0.5960855097338413","0.5299309499944315","0.7361157577785212","0.5222098214285714"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","MaxMin","0.01","0.5881994715839474","0.5425715558525449","0.6270491803278688","0.5949776785714286"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","MaxMin","0.01","0.5866881963375771","0.5419311727363849","0.610655737704918","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","MaxMin","0.01","0.604576923829197","0.5668782715224413","0.6359429017508643","0.6109095982142857"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","MaxMin","0.01","0.5840958437073327","0.5641775253368971","0.612049737927958","0.5760602678571429"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","MaxMin","0.01","0.5918490666724489","0.5676021828711438","0.6160923385747742","0.5918526785714285"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","MaxMin","0.01","0.5815381141151622","0.5526227865018376","0.6079513772722204","0.5840401785714285"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","MaxMin","0.01","0.596314260894728","0.5620336340349705","0.627718300434928","0.5991908482142857"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","MaxMin","0.01","0.5963924175218165","0.557968593384564","0.6243448198951712","0.6068638392857143"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","MaxMin","0.01","0.5958040743176644","0.5586089765007239","0.6318445410951266","0.5969587053571428"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","MaxMin","0.01","0.5724022227484538","0.5594721015703308","0.599754655960745","0.5579799107142857"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","MaxMin","0.01","0.5826956570503691","0.5526227865018376","0.5915579346492695","0.60390625"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","MaxMin","0.01","0.5852921712366447","0.5526227865018376","0.6209434593509535","0.5823102678571429"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","MaxMin","0.01","0.5735904544776691","0.566098674685377","0.5546726887476302","0.6"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","MaxMin","0.01","0.5840381086076271","0.566098674685377","0.5785379725660755","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","MaxMin","0.01","0.5805323988325297","0.5667390578015369","0.5744396119103379","0.6004185267857143"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","MaxMin","0.01","0.5959876346100194","0.5885677692393363","0.5956562953050073","0.6037388392857144"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","MaxMin","0.01","0.5990984525081496","0.5892081523554962","0.6126630980260956","0.5954241071428571"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","MaxMin","0.01","0.6004270624244943","0.5926328098897427","0.6086483773837403","0.6"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","Standard","0.01","0.5402128425995799","0.5196569773916917","0.5650440504070481","0.5359375"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","Standard","0.01","0.6811438940560824","0.5305713331105913","0.7530389204862273","0.7598214285714286"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","Standard","0.01","0.7308437835037839","0.6926996324757768","0.751115200178432","0.7487165178571428"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","Standard","0.01","0.7238526519625431","0.707484129635817","0.7355023976803836","0.7285714285714286"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","Standard","0.01","0.599972622155437","0.6931451163826707","0.5451656072264971","0.5616071428571429"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","Standard","0.01","0.7102322606823956","0.6768849537810447","0.7280026764804282","0.7258091517857143"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","Standard","0.01","0.609467310252498","0.5233043768793852","0.5465596074495372","0.7585379464285714"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","Standard","0.01","0.7340317248640257","0.6639380777369417","0.7660588825694212","0.7720982142857142"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","Standard","0.01","0.66034916698178","0.6989085644281101","0.7550184008029441","0.5271205357142857"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","Standard","0.01","0.5445878382253784","0.5290678249248245","0.5609456897513104","0.5437500000000001"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","Standard","0.01","0.5486680311470448","0.542126071945651","0.5718467714954835","0.53203125"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","Standard","0.01","0.5997108849005167","0.5196569773916917","0.7354187576670012","0.5440569196428572"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","Standard","0.01","0.6616556266417267","0.509605746742399","0.7163209546113527","0.7590401785714286"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","Standard","0.01","0.6701348410446339","0.5102461298585589","0.7258280361324857","0.7743303571428571"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","Standard","0.01","0.6568075279701976","0.5136707873928055","0.7148433143749304","0.7419084821428571"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","Standard","0.01","0.6773828210422103","0.5149515536251252","0.7379558380729341","0.7792410714285715"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","Standard","0.01","0.7336269476868185","0.6611259605746743","0.7566075610572098","0.7831473214285715"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","Standard","0.01","0.5960855097338413","0.5299309499944315","0.7361157577785212","0.5222098214285714"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","MaxMin","0.1","0.5881994715839474","0.5425715558525449","0.6270491803278688","0.5949776785714286"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","MaxMin","0.1","0.5866881963375771","0.5419311727363849","0.610655737704918","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","MaxMin","0.1","0.604576923829197","0.5668782715224413","0.6359429017508643","0.6109095982142857"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","MaxMin","0.1","0.5840958437073327","0.5641775253368971","0.612049737927958","0.5760602678571429"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","MaxMin","0.1","0.5918490666724489","0.5676021828711438","0.6160923385747742","0.5918526785714285"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","MaxMin","0.1","0.5815381141151622","0.5526227865018376","0.6079513772722204","0.5840401785714285"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","MaxMin","0.1","0.596314260894728","0.5620336340349705","0.627718300434928","0.5991908482142857"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","MaxMin","0.1","0.5963924175218165","0.557968593384564","0.6243448198951712","0.6068638392857143"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","MaxMin","0.1","0.5958040743176644","0.5586089765007239","0.6318445410951266","0.5969587053571428"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","MaxMin","0.1","0.5724022227484538","0.5594721015703308","0.599754655960745","0.5579799107142857"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","MaxMin","0.1","0.5826956570503691","0.5526227865018376","0.5915579346492695","0.60390625"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","MaxMin","0.1","0.5852921712366447","0.5526227865018376","0.6209434593509535","0.5823102678571429"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","MaxMin","0.1","0.5735904544776691","0.566098674685377","0.5546726887476302","0.6"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","MaxMin","0.1","0.5840381086076271","0.566098674685377","0.5785379725660755","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","MaxMin","0.1","0.5805323988325297","0.5667390578015369","0.5744396119103379","0.6004185267857143"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","MaxMin","0.1","0.5959876346100194","0.5885677692393363","0.5956562953050073","0.6037388392857144"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","MaxMin","0.1","0.5990984525081496","0.5892081523554962","0.6126630980260956","0.5954241071428571"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","MaxMin","0.1","0.6004270624244943","0.5926328098897427","0.6086483773837403","0.6"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","Standard","0.1","0.5402128425995799","0.5196569773916917","0.5650440504070481","0.5359375"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","Standard","0.1","0.6811438940560824","0.5305713331105913","0.7530389204862273","0.7598214285714286"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","Standard","0.1","0.7308437835037839","0.6926996324757768","0.751115200178432","0.7487165178571428"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","Standard","0.1","0.7238526519625431","0.707484129635817","0.7355023976803836","0.7285714285714286"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","Standard","0.1","0.599972622155437","0.6931451163826707","0.5451656072264971","0.5616071428571429"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","Standard","0.1","0.7102322606823956","0.6768849537810447","0.7280026764804282","0.7258091517857143"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","Standard","0.1","0.609467310252498","0.5233043768793852","0.5465596074495372","0.7585379464285714"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","Standard","0.1","0.7340317248640257","0.6639380777369417","0.7660588825694212","0.7720982142857142"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","Standard","0.1","0.66034916698178","0.6989085644281101","0.7550184008029441","0.5271205357142857"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","Standard","0.1","0.5445878382253784","0.5290678249248245","0.5609456897513104","0.5437500000000001"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","Standard","0.1","0.5486680311470448","0.542126071945651","0.5718467714954835","0.53203125"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","Standard","0.1","0.5997108849005167","0.5196569773916917","0.7354187576670012","0.5440569196428572"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","Standard","0.1","0.6616556266417267","0.509605746742399","0.7163209546113527","0.7590401785714286"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","Standard","0.1","0.6701348410446339","0.5102461298585589","0.7258280361324857","0.7743303571428571"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","Standard","0.1","0.6568075279701976","0.5136707873928055","0.7148433143749304","0.7419084821428571"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","Standard","0.1","0.6773828210422103","0.5149515536251252","0.7379558380729341","0.7792410714285715"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","Standard","0.1","0.7336269476868185","0.6611259605746743","0.7566075610572098","0.7831473214285715"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","Standard","0.1","0.5960855097338413","0.5299309499944315","0.7361157577785212","0.5222098214285714"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","MaxMin","1.0","0.5881994715839474","0.5425715558525449","0.6270491803278688","0.5949776785714286"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","MaxMin","1.0","0.5866881963375771","0.5419311727363849","0.610655737704918","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","MaxMin","1.0","0.604576923829197","0.5668782715224413","0.6359429017508643","0.6109095982142857"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","MaxMin","1.0","0.5840958437073327","0.5641775253368971","0.612049737927958","0.5760602678571429"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","MaxMin","1.0","0.5918490666724489","0.5676021828711438","0.6160923385747742","0.5918526785714285"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","MaxMin","1.0","0.5815381141151622","0.5526227865018376","0.6079513772722204","0.5840401785714285"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","MaxMin","1.0","0.596314260894728","0.5620336340349705","0.627718300434928","0.5991908482142857"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","MaxMin","1.0","0.5963924175218165","0.557968593384564","0.6243448198951712","0.6068638392857143"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","MaxMin","1.0","0.5958040743176644","0.5586089765007239","0.6318445410951266","0.5969587053571428"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","MaxMin","1.0","0.5724022227484538","0.5594721015703308","0.599754655960745","0.5579799107142857"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","MaxMin","1.0","0.5826956570503691","0.5526227865018376","0.5915579346492695","0.60390625"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","MaxMin","1.0","0.5852921712366447","0.5526227865018376","0.6209434593509535","0.5823102678571429"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","MaxMin","1.0","0.5735904544776691","0.566098674685377","0.5546726887476302","0.6"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","MaxMin","1.0","0.5840381086076271","0.566098674685377","0.5785379725660755","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","MaxMin","1.0","0.5805323988325297","0.5667390578015369","0.5744396119103379","0.6004185267857143"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","MaxMin","1.0","0.5959876346100194","0.5885677692393363","0.5956562953050073","0.6037388392857144"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","MaxMin","1.0","0.5990984525081496","0.5892081523554962","0.6126630980260956","0.5954241071428571"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","MaxMin","1.0","0.6004270624244943","0.5926328098897427","0.6086483773837403","0.6"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","Standard","1.0","0.5402128425995799","0.5196569773916917","0.5650440504070481","0.5359375"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","Standard","1.0","0.6811438940560824","0.5305713331105913","0.7530389204862273","0.7598214285714286"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","Standard","1.0","0.7308437835037839","0.6926996324757768","0.751115200178432","0.7487165178571428"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","Standard","1.0","0.7238526519625431","0.707484129635817","0.7355023976803836","0.7285714285714286"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","Standard","1.0","0.599972622155437","0.6931451163826707","0.5451656072264971","0.5616071428571429"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","Standard","1.0","0.7102322606823956","0.6768849537810447","0.7280026764804282","0.7258091517857143"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","Standard","1.0","0.609467310252498","0.5233043768793852","0.5465596074495372","0.7585379464285714"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","Standard","1.0","0.7340317248640257","0.6639380777369417","0.7660588825694212","0.7720982142857142"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","Standard","1.0","0.66034916698178","0.6989085644281101","0.7550184008029441","0.5271205357142857"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","Standard","1.0","0.5445878382253784","0.5290678249248245","0.5609456897513104","0.5437500000000001"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","Standard","1.0","0.5486680311470448","0.542126071945651","0.5718467714954835","0.53203125"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","Standard","1.0","0.5997108849005167","0.5196569773916917","0.7354187576670012","0.5440569196428572"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","Standard","1.0","0.6616556266417267","0.509605746742399","0.7163209546113527","0.7590401785714286"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","Standard","1.0","0.6701348410446339","0.5102461298585589","0.7258280361324857","0.7743303571428571"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","Standard","1.0","0.6568075279701976","0.5136707873928055","0.7148433143749304","0.7419084821428571"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","Standard","1.0","0.6773828210422103","0.5149515536251252","0.7379558380729341","0.7792410714285715"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","Standard","1.0","0.7336269476868185","0.6611259605746743","0.7566075610572098","0.7831473214285715"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","Standard","1.0","0.5960855097338413","0.5299309499944315","0.7361157577785212","0.5222098214285714"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","MaxMin","10.0","0.5881994715839474","0.5425715558525449","0.6270491803278688","0.5949776785714286"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","MaxMin","10.0","0.5866881963375771","0.5419311727363849","0.610655737704918","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","MaxMin","10.0","0.604576923829197","0.5668782715224413","0.6359429017508643","0.6109095982142857"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","MaxMin","10.0","0.5840958437073327","0.5641775253368971","0.612049737927958","0.5760602678571429"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","MaxMin","10.0","0.5918490666724489","0.5676021828711438","0.6160923385747742","0.5918526785714285"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","MaxMin","10.0","0.5815381141151622","0.5526227865018376","0.6079513772722204","0.5840401785714285"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","MaxMin","10.0","0.596314260894728","0.5620336340349705","0.627718300434928","0.5991908482142857"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","MaxMin","10.0","0.5963924175218165","0.557968593384564","0.6243448198951712","0.6068638392857143"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","MaxMin","10.0","0.5958040743176644","0.5586089765007239","0.6318445410951266","0.5969587053571428"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","MaxMin","10.0","0.5724022227484538","0.5594721015703308","0.599754655960745","0.5579799107142857"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","MaxMin","10.0","0.5826956570503691","0.5526227865018376","0.5915579346492695","0.60390625"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","MaxMin","10.0","0.5852921712366447","0.5526227865018376","0.6209434593509535","0.5823102678571429"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","MaxMin","10.0","0.5735904544776691","0.566098674685377","0.5546726887476302","0.6"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","MaxMin","10.0","0.5840381086076271","0.566098674685377","0.5785379725660755","0.6074776785714285"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","MaxMin","10.0","0.5805323988325297","0.5667390578015369","0.5744396119103379","0.6004185267857143"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","MaxMin","10.0","0.5959876346100194","0.5885677692393363","0.5956562953050073","0.6037388392857144"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","MaxMin","10.0","0.5990984525081496","0.5892081523554962","0.6126630980260956","0.5954241071428571"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","MaxMin","10.0","0.6004270624244943","0.5926328098897427","0.6086483773837403","0.6"
"data_herg","SVC_NNC_FP","50","1000","rdkit_fp","Standard","10.0","0.5402128425995799","0.5196569773916917","0.5650440504070481","0.5359375"
"data_herg","SVC_NNC_FP","75","1000","rdkit_fp","Standard","10.0","0.6811438940560824","0.5305713331105913","0.7530389204862273","0.7598214285714286"
"data_herg","SVC_NNC_FP","100","1000","rdkit_fp","Standard","10.0","0.7308437835037839","0.6926996324757768","0.751115200178432","0.7487165178571428"
"data_herg","SVC_NNC_FP","50","1500","rdkit_fp","Standard","10.0","0.7238526519625431","0.707484129635817","0.7355023976803836","0.7285714285714286"
"data_herg","SVC_NNC_FP","75","1500","rdkit_fp","Standard","10.0","0.599972622155437","0.6931451163826707","0.5451656072264971","0.5616071428571429"
"data_herg","SVC_NNC_FP","100","1500","rdkit_fp","Standard","10.0","0.7102322606823956","0.6768849537810447","0.7280026764804282","0.7258091517857143"
"data_herg","SVC_NNC_FP","50","2000","rdkit_fp","Standard","10.0","0.609467310252498","0.5233043768793852","0.5465596074495372","0.7585379464285714"
"data_herg","SVC_NNC_FP","75","2000","rdkit_fp","Standard","10.0","0.7340317248640257","0.6639380777369417","0.7660588825694212","0.7720982142857142"
"data_herg","SVC_NNC_FP","100","2000","rdkit_fp","Standard","10.0","0.66034916698178","0.6989085644281101","0.7550184008029441","0.5271205357142857"
"data_herg","SVC_NNC_FP","50","1000","cdk_fp","Standard","10.0","0.5445878382253784","0.5290678249248245","0.5609456897513104","0.5437500000000001"
"data_herg","SVC_NNC_FP","75","1000","cdk_fp","Standard","10.0","0.5486680311470448","0.542126071945651","0.5718467714954835","0.53203125"
"data_herg","SVC_NNC_FP","100","1000","cdk_fp","Standard","10.0","0.5997108849005167","0.5196569773916917","0.7354187576670012","0.5440569196428572"
"data_herg","SVC_NNC_FP","50","1500","cdk_fp","Standard","10.0","0.6616556266417267","0.509605746742399","0.7163209546113527","0.7590401785714286"
"data_herg","SVC_NNC_FP","75","1500","cdk_fp","Standard","10.0","0.6701348410446339","0.5102461298585589","0.7258280361324857","0.7743303571428571"
"data_herg","SVC_NNC_FP","100","1500","cdk_fp","Standard","10.0","0.6568075279701976","0.5136707873928055","0.7148433143749304","0.7419084821428571"
"data_herg","SVC_NNC_FP","50","2000","cdk_fp","Standard","10.0","0.6773828210422103","0.5149515536251252","0.7379558380729341","0.7792410714285715"
"data_herg","SVC_NNC_FP","75","2000","cdk_fp","Standard","10.0","0.7336269476868185","0.6611259605746743","0.7566075610572098","0.7831473214285715"
"data_herg","SVC_NNC_FP","100","2000","cdk_fp","Standard","10.0","0.5960855097338413","0.5299309499944315","0.7361157577785212","0.5222098214285714"
"data_solubility","SVC_NNC_FP","50","1000","rdkit_fp","MaxMin","0.001","0.726401693222987","0.767415143603133","0.7356522924524014","0.6761376436134264"
"data_solubility","SVC_NNC_FP","75","1000","rdkit_fp","MaxMin","0.001","0.7209859541355925","0.7648825065274151","0.7222474667151361","0.6758278891642262"
"data_solubility","SVC_NNC_FP","100","1000","rdkit_fp","MaxMin","0.001","0.7217709518043613","0.7608877284595301","0.7285409187985641","0.6758842081549898"
