"NAME [String]","METHOD [String]","layers [String]","scalerType [String]","featuresColumn [String]","lambda [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_NNC_DESC","100","Standard","cdk_desc","0.01","0.6577464324421728","0.6157754010695187","0.7008547008547008","0.6566091954022988"
"data_lipinski","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.1","0.6206439229765801","0.5957219251336898","0.6196581196581195","0.646551724137931"
"data_lipinski","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.1","0.6185094444616644","0.6128342245989304","0.6030389363722697","0.6396551724137932"
"data_lipinski","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.1","0.5969345477684446","0.5914438502673798","0.5631528964862298","0.6362068965517242"
"data_lipinski","SVC_NNC_DESC","50","Standard","rdkit_desc","0.1","0.5866183593533155","0.604812834224599","0.5484330484330484","0.6066091954022989"
"data_lipinski","SVC_NNC_DESC","75","Standard","rdkit_desc","0.1","0.6024854262007745","0.5762032085561498","0.6246438746438747","0.6066091954022989"
"data_lipinski","SVC_NNC_DESC","100","Standard","rdkit_desc","0.1","0.6054033177483706","0.6165775401069519","0.6315289648622981","0.5681034482758621"
"data_lipinski","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.1","0.6288961793638377","0.5711229946524065","0.6555080721747387","0.6600574712643679"
"data_lipinski","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.1","0.642583530210305","0.602139037433155","0.6623931623931623","0.6632183908045977"
"data_lipinski","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.1","0.649796132881551","0.6147058823529412","0.6657169990503324","0.6689655172413793"
"data_lipinski","SVC_NNC_DESC","50","Standard","cdk_desc","0.1","0.6633139471318422","0.6098930481283422","0.6754510921177588","0.7045977011494254"
"data_lipinski","SVC_NNC_DESC","75","Standard","cdk_desc","0.1","0.6726732603451108","0.6494652406417112","0.6754510921177588","0.6931034482758621"
"data_lipinski","SVC_NNC_DESC","100","Standard","cdk_desc","0.1","0.6577464324421728","0.6157754010695187","0.7008547008547008","0.6566091954022988"
"data_lipinski","SVC_NNC_DESC","50","MaxMin","rdkit_desc","1.0","0.6206439229765801","0.5957219251336898","0.6196581196581195","0.646551724137931"
"data_lipinski","SVC_NNC_DESC","75","MaxMin","rdkit_desc","1.0","0.6185094444616644","0.6128342245989304","0.6030389363722697","0.6396551724137932"
"data_lipinski","SVC_NNC_DESC","100","MaxMin","rdkit_desc","1.0","0.5969345477684446","0.5914438502673798","0.5631528964862298","0.6362068965517242"
"data_lipinski","SVC_NNC_DESC","50","Standard","rdkit_desc","1.0","0.5866183593533155","0.604812834224599","0.5484330484330484","0.6066091954022989"
"data_lipinski","SVC_NNC_DESC","75","Standard","rdkit_desc","1.0","0.6024854262007745","0.5762032085561498","0.6246438746438747","0.6066091954022989"
"data_lipinski","SVC_NNC_DESC","100","Standard","rdkit_desc","1.0","0.6054033177483706","0.6165775401069519","0.6315289648622981","0.5681034482758621"
"data_lipinski","SVC_NNC_DESC","50","MaxMin","cdk_desc","1.0","0.6288961793638377","0.5711229946524065","0.6555080721747387","0.6600574712643679"
"data_lipinski","SVC_NNC_DESC","75","MaxMin","cdk_desc","1.0","0.642583530210305","0.602139037433155","0.6623931623931623","0.6632183908045977"
"data_lipinski","SVC_NNC_DESC","100","MaxMin","cdk_desc","1.0","0.649796132881551","0.6147058823529412","0.6657169990503324","0.6689655172413793"
"data_lipinski","SVC_NNC_DESC","50","Standard","cdk_desc","1.0","0.6633139471318422","0.6098930481283422","0.6754510921177588","0.7045977011494254"
"data_lipinski","SVC_NNC_DESC","75","Standard","cdk_desc","1.0","0.6726732603451108","0.6494652406417112","0.6754510921177588","0.6931034482758621"
"data_lipinski","SVC_NNC_DESC","100","Standard","cdk_desc","1.0","0.6577464324421728","0.6157754010695187","0.7008547008547008","0.6566091954022988"
"data_lipinski","SVC_NNC_DESC","50","MaxMin","rdkit_desc","10.0","0.6206439229765801","0.5957219251336898","0.6196581196581195","0.646551724137931"
"data_lipinski","SVC_NNC_DESC","75","MaxMin","rdkit_desc","10.0","0.6185094444616644","0.6128342245989304","0.6030389363722697","0.6396551724137932"
"data_lipinski","SVC_NNC_DESC","100","MaxMin","rdkit_desc","10.0","0.5969345477684446","0.5914438502673798","0.5631528964862298","0.6362068965517242"
"data_lipinski","SVC_NNC_DESC","50","Standard","rdkit_desc","10.0","0.5866183593533155","0.604812834224599","0.5484330484330484","0.6066091954022989"
"data_lipinski","SVC_NNC_DESC","75","Standard","rdkit_desc","10.0","0.6024854262007745","0.5762032085561498","0.6246438746438747","0.6066091954022989"
"data_lipinski","SVC_NNC_DESC","100","Standard","rdkit_desc","10.0","0.6054033177483706","0.6165775401069519","0.6315289648622981","0.5681034482758621"
"data_lipinski","SVC_NNC_DESC","50","MaxMin","cdk_desc","10.0","0.6288961793638377","0.5711229946524065","0.6555080721747387","0.6600574712643679"
"data_lipinski","SVC_NNC_DESC","75","MaxMin","cdk_desc","10.0","0.642583530210305","0.602139037433155","0.6623931623931623","0.6632183908045977"
"data_lipinski","SVC_NNC_DESC","100","MaxMin","cdk_desc","10.0","0.649796132881551","0.6147058823529412","0.6657169990503324","0.6689655172413793"
"data_lipinski","SVC_NNC_DESC","50","Standard","cdk_desc","10.0","0.6633139471318422","0.6098930481283422","0.6754510921177588","0.7045977011494254"
"data_lipinski","SVC_NNC_DESC","75","Standard","cdk_desc","10.0","0.6726732603451108","0.6494652406417112","0.6754510921177588","0.6931034482758621"
"data_lipinski","SVC_NNC_DESC","100","Standard","cdk_desc","10.0","0.6577464324421728","0.6157754010695187","0.7008547008547008","0.6566091954022988"
"data_solubility","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.001","0.5586792079547408","0.5646437994722955","0.5307486631016043","0.5806451612903226"
"data_solubility","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.001","0.5651574518843573","0.5633245382585752","0.5743521184697655","0.5577956989247311"
"data_solubility","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.001","0.5594560244336445","0.5646437994722955","0.54920814479638","0.564516129032258"
"data_solubility","SVC_NNC_DESC","50","Standard","rdkit_desc","0.001","0.8190807467922626","0.8208553210202287","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","75","Standard","rdkit_desc","0.001","0.8199235399907673","0.822174582233949","0.8109831345125463","0.8266129032258065"
"data_solubility","SVC_NNC_DESC","100","Standard","rdkit_desc","0.001","0.8199602542680761","0.8234938434476694","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.001","0.5634579107553027","0.5804749340369393","0.5588235294117647","0.5510752688172043"
"data_solubility","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.001","0.5709289325491956","0.6029023746701847","0.5614973262032086","0.5483870967741935"
"data_solubility","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.001","0.5625927785310562","0.5778364116094987","0.5508021390374331","0.5591397849462365"
"data_solubility","SVC_NNC_DESC","50","Standard","cdk_desc","0.001","0.8040526396942629","0.8000219876868953","0.8040415466886055","0.808094384707288"
"data_solubility","SVC_NNC_DESC","75","Standard","cdk_desc","0.001","0.8061890508309082","0.8091193931398417","0.8040415466886055","0.8054062126642773"
"data_solubility","SVC_NNC_DESC","100","Standard","cdk_desc","0.001","0.8040585187549301","0.798702726473175","0.8053784450843274","0.808094384707288"
"data_solubility","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.01","0.5586792079547408","0.5646437994722955","0.5307486631016043","0.5806451612903226"
"data_solubility","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.01","0.5651574518843573","0.5633245382585752","0.5743521184697655","0.5577956989247311"
"data_solubility","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.01","0.5594560244336445","0.5646437994722955","0.54920814479638","0.564516129032258"
"data_solubility","SVC_NNC_DESC","50","Standard","rdkit_desc","0.01","0.8190807467922626","0.8208553210202287","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","75","Standard","rdkit_desc","0.01","0.8199235399907673","0.822174582233949","0.8109831345125463","0.8266129032258065"
"data_solubility","SVC_NNC_DESC","100","Standard","rdkit_desc","0.01","0.8199602542680761","0.8234938434476694","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.01","0.5634579107553027","0.5804749340369393","0.5588235294117647","0.5510752688172043"
"data_solubility","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.01","0.5709289325491956","0.6029023746701847","0.5614973262032086","0.5483870967741935"
"data_solubility","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.01","0.5625927785310562","0.5778364116094987","0.5508021390374331","0.5591397849462365"
"data_solubility","SVC_NNC_DESC","50","Standard","cdk_desc","0.01","0.8040526396942629","0.8000219876868953","0.8040415466886055","0.808094384707288"
"data_solubility","SVC_NNC_DESC","75","Standard","cdk_desc","0.01","0.8061890508309082","0.8091193931398417","0.8040415466886055","0.8054062126642773"
"data_solubility","SVC_NNC_DESC","100","Standard","cdk_desc","0.01","0.8040585187549301","0.798702726473175","0.8053784450843274","0.808094384707288"
"data_solubility","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.1","0.5586792079547408","0.5646437994722955","0.5307486631016043","0.5806451612903226"
"data_solubility","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.1","0.5651574518843573","0.5633245382585752","0.5743521184697655","0.5577956989247311"
"data_solubility","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.1","0.5594560244336445","0.5646437994722955","0.54920814479638","0.564516129032258"
"data_solubility","SVC_NNC_DESC","50","Standard","rdkit_desc","0.1","0.8190807467922626","0.8208553210202287","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","75","Standard","rdkit_desc","0.1","0.8199235399907673","0.822174582233949","0.8109831345125463","0.8266129032258065"
"data_solubility","SVC_NNC_DESC","100","Standard","rdkit_desc","0.1","0.8199602542680761","0.8234938434476694","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.1","0.5634579107553027","0.5804749340369393","0.5588235294117647","0.5510752688172043"
"data_solubility","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.1","0.5709289325491956","0.6029023746701847","0.5614973262032086","0.5483870967741935"
"data_solubility","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.1","0.5625927785310562","0.5778364116094987","0.5508021390374331","0.5591397849462365"
"data_solubility","SVC_NNC_DESC","50","Standard","cdk_desc","0.1","0.8040526396942629","0.8000219876868953","0.8040415466886055","0.808094384707288"
"data_solubility","SVC_NNC_DESC","75","Standard","cdk_desc","0.1","0.8061890508309082","0.8091193931398417","0.8040415466886055","0.8054062126642773"
"data_solubility","SVC_NNC_DESC","100","Standard","cdk_desc","0.1","0.8040585187549301","0.798702726473175","0.8053784450843274","0.808094384707288"
"data_solubility","SVC_NNC_DESC","50","MaxMin","rdkit_desc","1.0","0.5586792079547408","0.5646437994722955","0.5307486631016043","0.5806451612903226"
"data_solubility","SVC_NNC_DESC","75","MaxMin","rdkit_desc","1.0","0.5651574518843573","0.5633245382585752","0.5743521184697655","0.5577956989247311"
"data_solubility","SVC_NNC_DESC","100","MaxMin","rdkit_desc","1.0","0.5594560244336445","0.5646437994722955","0.54920814479638","0.564516129032258"
"data_solubility","SVC_NNC_DESC","50","Standard","rdkit_desc","1.0","0.8190807467922626","0.8208553210202287","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","75","Standard","rdkit_desc","1.0","0.8199235399907673","0.822174582233949","0.8109831345125463","0.8266129032258065"
"data_solubility","SVC_NNC_DESC","100","Standard","rdkit_desc","1.0","0.8199602542680761","0.8234938434476694","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","50","MaxMin","cdk_desc","1.0","0.5634579107553027","0.5804749340369393","0.5588235294117647","0.5510752688172043"
"data_solubility","SVC_NNC_DESC","75","MaxMin","cdk_desc","1.0","0.5709289325491956","0.6029023746701847","0.5614973262032086","0.5483870967741935"
"data_solubility","SVC_NNC_DESC","100","MaxMin","cdk_desc","1.0","0.5625927785310562","0.5778364116094987","0.5508021390374331","0.5591397849462365"
"data_solubility","SVC_NNC_DESC","50","Standard","cdk_desc","1.0","0.8040526396942629","0.8000219876868953","0.8040415466886055","0.808094384707288"
"data_solubility","SVC_NNC_DESC","75","Standard","cdk_desc","1.0","0.8061890508309082","0.8091193931398417","0.8040415466886055","0.8054062126642773"
"data_solubility","SVC_NNC_DESC","100","Standard","cdk_desc","1.0","0.8040585187549301","0.798702726473175","0.8053784450843274","0.808094384707288"
"data_solubility","SVC_NNC_DESC","50","MaxMin","rdkit_desc","10.0","0.5586792079547408","0.5646437994722955","0.5307486631016043","0.5806451612903226"
"data_solubility","SVC_NNC_DESC","75","MaxMin","rdkit_desc","10.0","0.5651574518843573","0.5633245382585752","0.5743521184697655","0.5577956989247311"
"data_solubility","SVC_NNC_DESC","100","MaxMin","rdkit_desc","10.0","0.5594560244336445","0.5646437994722955","0.54920814479638","0.564516129032258"
"data_solubility","SVC_NNC_DESC","50","Standard","rdkit_desc","10.0","0.8190807467922626","0.8208553210202287","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","75","Standard","rdkit_desc","10.0","0.8199235399907673","0.822174582233949","0.8109831345125463","0.8266129032258065"
"data_solubility","SVC_NNC_DESC","100","Standard","rdkit_desc","10.0","0.8199602542680761","0.8234938434476694","0.8136569313039901","0.8227299880525688"
"data_solubility","SVC_NNC_DESC","50","MaxMin","cdk_desc","10.0","0.5634579107553027","0.5804749340369393","0.5588235294117647","0.5510752688172043"
"data_solubility","SVC_NNC_DESC","75","MaxMin","cdk_desc","10.0","0.5709289325491956","0.6029023746701847","0.5614973262032086","0.5483870967741935"
"data_solubility","SVC_NNC_DESC","100","MaxMin","cdk_desc","10.0","0.5625927785310562","0.5778364116094987","0.5508021390374331","0.5591397849462365"
"data_solubility","SVC_NNC_DESC","50","Standard","cdk_desc","10.0","0.8040526396942629","0.8000219876868953","0.8040415466886055","0.808094384707288"
"data_solubility","SVC_NNC_DESC","75","Standard","cdk_desc","10.0","0.8061890508309082","0.8091193931398417","0.8040415466886055","0.8054062126642773"
"data_solubility","SVC_NNC_DESC","100","Standard","cdk_desc","10.0","0.8040585187549301","0.798702726473175","0.8053784450843274","0.808094384707288"
"data_chagas","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.001","0.693149915630129","0.6926290186125221","0.7224101947887679","0.6644105334890966"
"data_chagas","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.001","0.7126889525711197","0.6934676641876208","0.722342086827921","0.7222571066978175"
"data_chagas","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.001","0.687011719141374","0.683851522842639","0.6585699274163732","0.71861370716511"
"data_chagas","SVC_NNC_DESC","50","Standard","rdkit_desc","0.001","0.6603460203309094","0.6393332152835164","0.6716077370643523","0.6700971086448597"
"data_chagas","SVC_NNC_DESC","75","Standard","rdkit_desc","0.001","0.6615788625380461","0.6435891571243064","0.6695851738698942","0.6715622566199377"
"data_chagas","SVC_NNC_DESC","100","Standard","rdkit_desc","0.001","0.657956894144891","0.6349678314248612","0.6706749012434567","0.6682279497663551"
"data_chagas","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.001","0.6674285872174893","0.6722814110888128","0.6694501741617855","0.6605541764018692"
"data_chagas","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.001","0.640447829658663","0.6659239365678983","0.6560961489812994","0.5993234034267912"
"data_chagas","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.001","0.672505999577902","0.671282906386495","0.6807123119733794","0.6655227803738318"
"data_chagas","SVC_NNC_DESC","50","Standard","cdk_desc","0.001","0.6753680938344008","0.6659202475111163","0.6813970402226157","0.6787869937694703"
"data_chagas","SVC_NNC_DESC","75","Standard","cdk_desc","0.001","0.6760845425563721","0.6669642505804115","0.6806928525559944","0.6805965245327102"
"data_chagas","SVC_NNC_DESC","100","Standard","cdk_desc","0.001","0.6733159488248354","0.6671241097076299","0.6822544708011442","0.670569265965732"
"data_chagas","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.01","0.693149915630129","0.6926290186125221","0.7224101947887679","0.6644105334890966"
"data_chagas","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.01","0.7126889525711197","0.6934676641876208","0.722342086827921","0.7222571066978175"
"data_chagas","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.01","0.687011719141374","0.683851522842639","0.6585699274163732","0.71861370716511"
"data_chagas","SVC_NNC_DESC","50","Standard","rdkit_desc","0.01","0.6603460203309094","0.6393332152835164","0.6716077370643523","0.6700971086448597"
"data_chagas","SVC_NNC_DESC","75","Standard","rdkit_desc","0.01","0.6615788625380461","0.6435891571243064","0.6695851738698942","0.6715622566199377"
"data_chagas","SVC_NNC_DESC","100","Standard","rdkit_desc","0.01","0.657956894144891","0.6349678314248612","0.6706749012434567","0.6682279497663551"
"data_chagas","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.01","0.6674285872174893","0.6722814110888128","0.6694501741617855","0.6605541764018692"
"data_chagas","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.01","0.640447829658663","0.6659239365678983","0.6560961489812994","0.5993234034267912"
"data_chagas","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.01","0.672505999577902","0.671282906386495","0.6807123119733794","0.6655227803738318"
"data_chagas","SVC_NNC_DESC","50","Standard","cdk_desc","0.01","0.6753680938344008","0.6659202475111163","0.6813970402226157","0.6787869937694703"
"data_chagas","SVC_NNC_DESC","75","Standard","cdk_desc","0.01","0.6760845425563721","0.6669642505804115","0.6806928525559944","0.6805965245327102"
"data_chagas","SVC_NNC_DESC","100","Standard","cdk_desc","0.01","0.6733159488248354","0.6671241097076299","0.6822544708011442","0.670569265965732"
"data_chagas","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.1","0.693149915630129","0.6926290186125221","0.7224101947887679","0.6644105334890966"
"data_chagas","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.1","0.7126889525711197","0.6934676641876208","0.722342086827921","0.7222571066978175"
"data_chagas","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.1","0.687011719141374","0.683851522842639","0.6585699274163732","0.71861370716511"
"data_chagas","SVC_NNC_DESC","50","Standard","rdkit_desc","0.1","0.6603460203309094","0.6393332152835164","0.6716077370643523","0.6700971086448597"
"data_chagas","SVC_NNC_DESC","75","Standard","rdkit_desc","0.1","0.6615788625380461","0.6435891571243064","0.6695851738698942","0.6715622566199377"
"data_chagas","SVC_NNC_DESC","100","Standard","rdkit_desc","0.1","0.657956894144891","0.6349678314248612","0.6706749012434567","0.6682279497663551"
"data_chagas","SVC_NNC_DESC","50","MaxMin","cdk_desc","0.1","0.6674285872174893","0.6722814110888128","0.6694501741617855","0.6605541764018692"
"data_chagas","SVC_NNC_DESC","75","MaxMin","cdk_desc","0.1","0.640447829658663","0.6659239365678983","0.6560961489812994","0.5993234034267912"
"data_chagas","SVC_NNC_DESC","100","MaxMin","cdk_desc","0.1","0.672505999577902","0.671282906386495","0.6807123119733794","0.6655227803738318"
"data_chagas","SVC_NNC_DESC","50","Standard","cdk_desc","0.1","0.6753680938344008","0.6659202475111163","0.6813970402226157","0.6787869937694703"
"data_chagas","SVC_NNC_DESC","75","Standard","cdk_desc","0.1","0.6760845425563721","0.6669642505804115","0.6806928525559944","0.6805965245327102"
"data_chagas","SVC_NNC_DESC","100","Standard","cdk_desc","0.1","0.6733159488248354","0.6671241097076299","0.6822544708011442","0.670569265965732"
"data_chagas","SVC_NNC_DESC","50","MaxMin","rdkit_desc","1.0","0.693149915630129","0.6926290186125221","0.7224101947887679","0.6644105334890966"
"data_chagas","SVC_NNC_DESC","75","MaxMin","rdkit_desc","1.0","0.7126889525711197","0.6934676641876208","0.722342086827921","0.7222571066978175"
"data_chagas","SVC_NNC_DESC","100","MaxMin","rdkit_desc","1.0","0.687011719141374","0.683851522842639","0.6585699274163732","0.71861370716511"
"data_chagas","SVC_NNC_DESC","50","Standard","rdkit_desc","1.0","0.6603460203309094","0.6393332152835164","0.6716077370643523","0.6700971086448597"
"data_chagas","SVC_NNC_DESC","75","Standard","rdkit_desc","1.0","0.6615788625380461","0.6435891571243064","0.6695851738698942","0.6715622566199377"
"data_chagas","SVC_NNC_DESC","100","Standard","rdkit_desc","1.0","0.657956894144891","0.6349678314248612","0.6706749012434567","0.6682279497663551"
"data_chagas","SVC_NNC_DESC","50","MaxMin","cdk_desc","1.0","0.6674285872174893","0.6722814110888128","0.6694501741617855","0.6605541764018692"
"data_chagas","SVC_NNC_DESC","75","MaxMin","cdk_desc","1.0","0.640447829658663","0.6659239365678983","0.6560961489812994","0.5993234034267912"
"data_chagas","SVC_NNC_DESC","100","MaxMin","cdk_desc","1.0","0.672505999577902","0.671282906386495","0.6807123119733794","0.6655227803738318"
"data_chagas","SVC_NNC_DESC","50","Standard","cdk_desc","1.0","0.6753680938344008","0.6659202475111163","0.6813970402226157","0.6787869937694703"
"data_chagas","SVC_NNC_DESC","75","Standard","cdk_desc","1.0","0.6760845425563721","0.6669642505804115","0.6806928525559944","0.6805965245327102"
"data_chagas","SVC_NNC_DESC","100","Standard","cdk_desc","1.0","0.6733159488248354","0.6671241097076299","0.6822544708011442","0.670569265965732"
"data_chagas","SVC_NNC_DESC","50","MaxMin","rdkit_desc","10.0","0.693149915630129","0.6926290186125221","0.7224101947887679","0.6644105334890966"
"data_chagas","SVC_NNC_DESC","75","MaxMin","rdkit_desc","10.0","0.7126889525711197","0.6934676641876208","0.722342086827921","0.7222571066978175"
"data_chagas","SVC_NNC_DESC","100","MaxMin","rdkit_desc","10.0","0.687011719141374","0.683851522842639","0.6585699274163732","0.71861370716511"
"data_chagas","SVC_NNC_DESC","50","Standard","rdkit_desc","10.0","0.6603460203309094","0.6393332152835164","0.6716077370643523","0.6700971086448597"
"data_chagas","SVC_NNC_DESC","75","Standard","rdkit_desc","10.0","0.6615788625380461","0.6435891571243064","0.6695851738698942","0.6715622566199377"
"data_chagas","SVC_NNC_DESC","100","Standard","rdkit_desc","10.0","0.657956894144891","0.6349678314248612","0.6706749012434567","0.6682279497663551"
"data_chagas","SVC_NNC_DESC","50","MaxMin","cdk_desc","10.0","0.6674285872174893","0.6722814110888128","0.6694501741617855","0.6605541764018692"
"data_chagas","SVC_NNC_DESC","75","MaxMin","cdk_desc","10.0","0.640447829658663","0.6659239365678983","0.6560961489812994","0.5993234034267912"
"data_chagas","SVC_NNC_DESC","100","MaxMin","cdk_desc","10.0","0.672505999577902","0.671282906386495","0.6807123119733794","0.6655227803738318"
"data_chagas","SVC_NNC_DESC","50","Standard","cdk_desc","10.0","0.6753680938344008","0.6659202475111163","0.6813970402226157","0.6787869937694703"
"data_chagas","SVC_NNC_DESC","75","Standard","cdk_desc","10.0","0.6760845425563721","0.6669642505804115","0.6806928525559944","0.6805965245327102"
"data_chagas","SVC_NNC_DESC","100","Standard","cdk_desc","10.0","0.6733159488248354","0.6671241097076299","0.6822544708011442","0.670569265965732"
"data_tuberculosis","SVC_NNC_DESC","50","MaxMin","rdkit_desc","0.001","0.6345979930025295","0.632338747588445","0.6289809596994562","0.6424742717196873"
"data_tuberculosis","SVC_NNC_DESC","75","MaxMin","rdkit_desc","0.001","0.632500070142819","0.6339021178238298","0.6216882257513648","0.6419098668532621"
"data_tuberculosis","SVC_NNC_DESC","100","MaxMin","rdkit_desc","0.001","0.6337698237729886","0.6312389600548061","0.6266841700819683","0.6433863411821915"
"data_tuberculosis","SVC_NNC_DESC","50","Standard","rdkit_desc","0.001","0.6123184827817353","0.6180094822747481","0.572533512636612","0.6464124534338456"
"data_tuberculosis","SVC_NNC_DESC","75","Standard","rdkit_desc","0.001","0.6024516129738319","0.6334949901583676","0.5678171960382514","0.6060426527248762"
