"NAME [String]","METHOD [String]","gamma [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_solubility","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","10.0","0.9352246880496066","0.9702349869451696","0.9338846730585723","0.9015544041450779"
"data_solubility","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","10.0","0.9512892573072224","0.9638642297650131","0.9501522242922705","0.9398513178643839"
"data_solubility","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","10.0","0.9436826091165601","0.9603133159268925","0.9372472395147002","0.9334872719080874"
"data_solubility","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","10.0","0.8790333775444994","0.9104438642297648","0.8956695596855541","0.8309867087181797"
"data_solubility","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","10.0","0.9310818804279263","0.9602088772845951","0.944154132775935","0.8888826312232486"
"data_solubility","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","10.0","0.939999687199788","0.9644908616187989","0.9521515881310492","0.9033566118495158"
"data_solubility","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","10.0","0.9532618623451032","0.9629242819843342","0.9645567319489253","0.93230457310205"
"data_solubility","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","10.0","0.940268744380087","0.9559268929503911","0.9414731676284822","0.9234061725613878"
"data_solubility","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","10.0","0.874951796667978","0.9100261096605737","0.8956695596855543","0.819159720657806"
"data_solubility","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","10.0","0.924647182760508","0.9550391644908615","0.9323851501794884","0.8865172336111737"
"data_solubility","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","10.0","0.9321769881416522","0.9596344647519581","0.9423819693733811","0.894514530299617"
"data_solubility","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","10.0","0.9472299319983245","0.9533159268929504","0.969191620847912","0.9191822482541114"
"data_solubility","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","10.0","0.944733073126338","0.9534203655352477","0.955514154587177","0.9252646992565895"
"data_solubility","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","10.0","0.8852333762462884","0.9058485639686685","0.9053482982687324","0.8445032665014643"
"data_solubility","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","10.0","0.9207516635113961","0.9606266318537858","0.9276139410187667","0.8740144176616356"
"data_solubility","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","10.0","0.9298728702842558","0.9639686684073107","0.9404280456218477","0.885221896823609"
"data_solubility","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","10.0","0.9528359165728322","0.9629765013054831","0.9564683964193211","0.9390628519936923"
"data_solubility","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","10.0","0.9489533781741967","0.9594255874673625","0.9460626164402238","0.9413719306150036"
"data_solubility","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","10.0","0.879790993756583","0.8955091383812005","0.9058935793156717","0.8379702635728765"
"data_solubility","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","10.0","0.9259041282655701","0.9589033942558747","0.9346571545417366","0.8841518359990991"
"data_solubility","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","10.0","0.9373954392305817","0.9610966057441254","0.9517880674330893","0.8993016445145304"
"data_solubility","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","10.0","0.9522075916549282","0.9634464751958225","0.9670104966601536","0.9261658031088082"
"data_solubility","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","10.0","0.939096093529535","0.9465274151436027","0.9430181305948111","0.9277427348501915"
"data_solubility","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","10.0","0.8792452057343721","0.8949347258485637","0.9093924660335344","0.8334084253210184"
"data_solubility","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","10.0","0.9386216057992778","0.9406266318537859","0.941018766756032","0.9342194187880153"
"data_solubility","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","10.0","0.9394887062637731","0.9459530026109656","0.9411096469305226","0.9314034692498311"
"data_solubility","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","10.0","0.8697615420610617","0.8972323759791123","0.8896260280819733","0.8224262221220995"
"data_solubility","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","10.0","0.7410815829416161","0.7412532637075718","0.7642341073294859","0.7177573777877903"
"data_solubility","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","10.0","0.5552736181313312","0.5612532637075719","0.5738174217294497","0.5307501689569724"
"data_solubility","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","10.0","0.9351821877217272","0.955822454308094","0.9262052983141728","0.923518810542915"
"data_solubility","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","10.0","0.9289470945529833","0.939843342036553","0.9354750761121465","0.9115228655102504"
"data_solubility","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","10.0","0.8615866209075099","0.8979112271540466","0.8782205661834863","0.808628069384997"
"data_solubility","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","10.0","0.6927511095795923","0.704934725848564","0.7183850592993138","0.654933543590899"
"data_solubility","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","10.0","0.552574738167891","0.5575979112271541","0.5694324533103103","0.5306938499662086"
"data_solubility","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","10.0","0.9324837998774509","0.9390600522193211","0.9521061480438042","0.9062851993692272"
"data_solubility","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","10.0","0.9183250402965767","0.9295039164490857","0.9312945880856097","0.894176616355035"
"data_solubility","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","10.0","0.8523537573215965","0.8875456919060047","0.8658154223656103","0.8037001576931743"
"data_solubility","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","10.0","0.6531427347928987","0.6615926892950391","0.671990730222202","0.6258447848614552"
"data_solubility","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","10.0","0.5525119746674908","0.5599999999999999","0.5681374108238287","0.5293985131786438"
"data_solubility","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","10.0","0.9308878201121952","0.9456919060052219","0.9602853637478984","0.886686190583465"
"data_solubility","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","10.0","0.93708329662882","0.9443864229765008","0.9496523833325764","0.9172110835773825"
"data_solubility","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","10.0","0.8813185128854107","0.9031331592689293","0.8938973962830001","0.8469249831043028"
"data_solubility","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","10.0","0.7369497609026134","0.7340992167101827","0.752487844776662","0.7242622212209957"
"data_solubility","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","10.0","0.567011122828934","0.5731331592689295","0.5857454446312536","0.5421547645866186"
"data_solubility","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","10.0","0.9298433599893764","0.9528981723237597","0.9284318625891764","0.9082000450551926"
"data_solubility","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","10.0","0.9320695888155349","0.9321671018276758","0.9449720543463446","0.9190696102725845"
"data_solubility","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","10.0","0.8567814311576378","0.8842819843342045","0.8731539964556725","0.8129083126830366"
"data_solubility","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","10.0","0.6839013857452292","0.6573107049608355","0.7197482619166629","0.6746451903581889"
"data_solubility","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","10.0","0.5666381415058807","0.5668668407310704","0.5830644794838006","0.5499831043027709"
"data_solubility","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","10.0","0.9304156095658743","0.948041775456919","0.9517880674330896","0.8914169858076143"
"data_solubility","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","10.0","0.9182802818255632","0.9166579634464747","0.9426546098968517","0.8955282721333634"
"data_solubility","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","10.0","0.8528731612957324","0.8739164490861617","0.8762439223883303","0.8084591124127054"
"data_solubility","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","10.0","0.6653138229109398","0.6667362924281983","0.6872813195801336","0.6419238567244876"
"data_solubility","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","10.0","0.563566720713506","0.5668668407310704","0.581678556822829","0.5421547645866186"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.001","0.7503499891162351","0.7473041528368282","0.7405312682003479","0.7632145463115292"
"data_chagas","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.001","0.750135524689748","0.7478747377418605","0.7401172102504383","0.7624146260769452"
"data_chagas","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.001","0.7543113303658046","0.7519676298524688","0.7444830190739666","0.7664833421709782"
"data_chagas","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.001","0.7635207362031959","0.7777716106257556","0.7502377420646481","0.762552855919184"
"data_chagas","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.001","0.7653803816063904","0.7708146931163493","0.7700408597845095","0.7552855919183126"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.001","0.754164926423282","0.7569197295827186","0.7403765652300535","0.7651984844570744"
"data_chagas","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.001","0.7553122184907664","0.7584893931152377","0.7413502839254491","0.7660969784316122"
"data_chagas","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.001","0.7585627527686004","0.7619739573504458","0.7451427817414088","0.7685715192139467"
"data_chagas","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.001","0.7615254613639052","0.7906219819499762","0.7434637995049506","0.7504906026367891"
"data_chagas","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.001","0.7580484933764243","0.7624657260526401","0.7627470697437395","0.7489326843328935"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.001","0.7657000182831933","0.7723166413196741","0.7544613606581234","0.7703220528717822"
"data_chagas","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.001","0.7667382949856428","0.7739429193077513","0.7561198675014571","0.7701520981477203"
"data_chagas","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.001","0.7678480238658599","0.7775273914057034","0.7548822437390792","0.7711344364527972"
"data_chagas","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.001","0.7596280512906818","0.7989698389263226","0.7349642363133376","0.7449500786323853"
"data_chagas","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.001","0.755397686499849","0.7694370746977791","0.7557035345078604","0.7410524502939074"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.001","0.7414906533341425","0.757945450306938","0.7269515324694235","0.739574977226066"
"data_chagas","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.001","0.7421441512730523","0.7604142846041964","0.7270504968695396","0.7389676723454209"
"data_chagas","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.001","0.74576849800098","0.7629630451916565","0.7313298540331976","0.7430125947780859"
"data_chagas","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.001","0.7568728274366455","0.7825982704838877","0.7436230525626092","0.7443971592634395"
"data_chagas","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.001","0.7585278600044912","0.7639643439938734","0.7591843513395468","0.7524348846800536"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.001","0.745818668776063","0.7549015907551914","0.7309806348281886","0.7515737807448087"
"data_chagas","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.001","0.7461403055627711","0.7539313743991647","0.7329667479615571","0.7515227943275916"
"data_chagas","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.001","0.7497352973793204","0.7591321336989229","0.7403037638322667","0.7497699946067717"
"data_chagas","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.001","0.7565898583666938","0.7903866434288396","0.7438642071927763","0.7355187244784654"
"data_chagas","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.001","0.7473826732814356","0.7535028806767096","0.7423467530576572","0.74629838610994"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.001","0.7517608801427927","0.7737575347179839","0.7363030995195108","0.7452220061908835"
"data_chagas","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.001","0.7521808870324159","0.7743003674389168","0.7360107564065219","0.7462315372518087"
"data_chagas","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.001","0.7551397512368024","0.7775529234150742","0.7410932039895153","0.7467731263058178"
"data_chagas","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.001","0.7548435385311084","0.7976466147885839","0.7354237951368623","0.7314602056678792"
"data_chagas","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.001","0.7513778498562029","0.7554211116414866","0.7521851794554454","0.7465272584716767"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.001","0.7622312594173185","0.7670070934582554","0.7558070489953435","0.7638796357983566"
"data_chagas","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","0.001","0.764849666654316","0.7822230609548988","0.7562358947291791","0.7560900442788696"
"data_chagas","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","0.001","0.7664519304858483","0.7682648224415265","0.7728232382061729","0.7582677308098451"
"data_chagas","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","0.001","0.6072393886987357","0.6190146864558245","0.6003612769365161","0.6023422027038666"
"data_chagas","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","0.001","0.5136222941440367","0.5117291830867089","0.5122226721753058","0.5169150271700953"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.001","0.7654696402711704","0.771552901213323","0.7610862878567245","0.7637697317434635"
"data_chagas","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","0.001","0.7639999591524799","0.7832021580098358","0.7571072364589373","0.7516904829886664"
"data_chagas","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","0.001","0.7457960519814555","0.7503557830001213","0.7430906923412914","0.7439416806029537"
"data_chagas","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","0.001","0.5604411172479006","0.5675599169654655","0.5589099810716366","0.5548534537065993"
"data_chagas","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","0.001","0.5133243068611822","0.5117291830867089","0.5122226721753058","0.5160210653215318"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.001","0.7735294421263972","0.7809331394380746","0.7689988897786821","0.7706562971624349"
"data_chagas","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","0.001","0.786826101025475","0.772953831466537","0.7973732345661021","0.7901512370437858"
"data_chagas","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","0.001","0.741130332043443","0.7404282717049834","0.7566317523296437","0.726330972095702"
"data_chagas","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","0.001","0.5433694506101796","0.5446588146487129","0.5426911946709373","0.5427583425108887"
"data_chagas","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","0.001","0.5136222941440367","0.5117291830867089","0.5122226721753058","0.5169150271700953"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.001","0.7501167611425842","0.765105513803936","0.743745904921373","0.7414988647024436"
"data_chagas","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","0.001","0.7600232920357834","0.7814926234694658","0.7538175232964477","0.7447597293414369"
"data_chagas","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","0.001","0.7546963721610584","0.7563802271238755","0.7545273369248683","0.7531815524344317"
"data_chagas","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","0.001","0.6111664999054683","0.6183852669205063","0.6059817723500286","0.6091324604458702"
"data_chagas","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","0.001","0.5128356175447091","0.5108932873017106","0.5113092421374491","0.5163043231949676"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.001","0.7518970339530653","0.7662755458854618","0.7449186899388457","0.7444968660348886"
"data_chagas","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","0.001","0.7561431107424398","0.7835240833453593","0.7398260046592877","0.7450792442226722"
"data_chagas","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","0.001","0.7445120775697648","0.7444034945550206","0.7450301670792083","0.7441025710750653"
"data_chagas","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","0.001","0.5698620012475247","0.5750152637012536","0.5641562317996501","0.5704145082416705"
"data_chagas","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","0.001","0.51253725258469","0.5108932873017106","0.5113092421374491","0.5154092283149103"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.001","0.7568873147437666","0.7844665475172908","0.7454715255532872","0.740723871160722"
"data_chagas","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","0.001","0.7710585949329726","0.7700775951067337","0.7815571308969136","0.7615410587952705"
"data_chagas","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.001","0.7382323645499733","0.7411376175304986","0.7310306857891664","0.7425287903302549"
"data_chagas","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.001","0.5540672104573705","0.5583506321947531","0.5495538639341875","0.554297135243171"
"data_chagas","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.001","0.51253725258469","0.5108932873017106","0.5113092421374491","0.5154092283149103"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.01","0.7508469112135295","0.7488493944473448","0.7405085177635395","0.7631828214297044"
"data_chagas","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.01","0.7511946073215968","0.748892687854534","0.7417734420500869","0.7629176920601695"
"data_chagas","SVC_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.01","0.7595450657662308","0.752029794744848","0.7504618338672091","0.7761435686866354"
"data_chagas","SVC_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.01","0.7772219413797483","0.7775562536771643","0.7682139997087967","0.7858955707532839"
"data_chagas","SVC_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.01","0.7652533237198634","0.7719392116159552","0.7737992319452529","0.7500215275983823"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.01","0.754052222163068","0.7565578411020941","0.7403720151426918","0.765226810244418"
"data_chagas","SVC_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.01","0.7546796791658474","0.7566322169554743","0.7420123216365758","0.7653944989054923"
"data_chagas","SVC_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.01","0.7652093751152117","0.7627698899903419","0.752090765142691","0.7807674702126023"
"data_chagas","SVC_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.01","0.7836020711298725","0.789558518255383","0.7753963126092046","0.7858513825250297"
"data_chagas","SVC_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.01","0.7560554525681725","0.760318817090905","0.7618097517472326","0.7460377888663801"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.01","0.765766692615158","0.7725586403649964","0.7544477103960385","0.7702937270844391"
"data_chagas","SVC_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.01","0.7668109352537485","0.7734644716539176","0.7571550123762364","0.7698133217310915"
"data_chagas","SVC_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.01","0.7764047430808304","0.777148851614622","0.7641439465637727","0.7879214310640965"
"data_chagas","SVC_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.01","0.7937682256009646","0.7962401340985557","0.7904548267326733","0.794609715971665"
"data_chagas","SVC_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.01","0.7550719103611486","0.7683758311779132","0.7594528064938837","0.7373870934116488"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.01","0.7415009062723671","0.757909927511294","0.7270948602213158","0.7394979310844914"
"data_chagas","SVC_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.01","0.7420310403403523","0.7596283427505729","0.7276738588380877","0.7387909194323965"
"data_chagas","SVC_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.01","0.7502781461210398","0.7624579554410921","0.7374349337507259","0.7509415491713012"
"data_chagas","SVC_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.01","0.7686822963434891","0.7769346047533942","0.7583676106581252","0.770744673618948"
"data_chagas","SVC_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.01","0.7536738422958219","0.7657415938634389","0.7503230562026796","0.7449568768213473"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.01","0.7460983923108521","0.7548616276100915","0.7318167133808937","0.7516168359415709"
"data_chagas","SVC_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.01","0.7465735658790384","0.7539668971948076","0.733488870486314","0.752264929955994"
"data_chagas","SVC_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.01","0.758924620888466","0.7596405537115786","0.7530576587070464","0.7640756502467733"
"data_chagas","SVC_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.01","0.7784158854887019","0.7848140048621813","0.772714036109492","0.7777196154944325"
"data_chagas","SVC_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.01","0.7457235048793946","0.7527358103082704","0.7423240026208501","0.7421107017090635"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.01","0.7518179102942121","0.774469100718228","0.7357241009027373","0.7452605292616707"
"data_chagas","SVC_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.01","0.7526041262527783","0.7742681749053655","0.7371733037274308","0.7463709001255384"
"data_chagas","SVC_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.01","0.7644180024214692","0.778051352641453","0.7522045173267314","0.762998137296223"
"data_chagas","SVC_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.01","0.7860930832170109","0.7928976610459256","0.7787042261211397","0.7866773624839674"
"data_chagas","SVC_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.01","0.7505862821788561","0.7553012222061883","0.7513036000291202","0.7451540243012598"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.01","0.7706313607722012","0.7675454858297361","0.7642190230052424","0.7801295734816249"
"data_chagas","SVC_RBF_FP","0.001","1000","rdkit_fp","Standard","0.01","0.7725630942688065","0.77729427305929","0.7658297539312772","0.7745652558158524"
"data_chagas","SVC_RBF_FP","0.01","1000","rdkit_fp","Standard","0.01","0.7553818087485048","0.766639654540811","0.7582663712143284","0.7412394004903748"
"data_chagas","SVC_RBF_FP","0.1","1000","rdkit_fp","Standard","0.01","0.626402464954887","0.6387176270772498","0.6192259391380305","0.6212638286493809"
"data_chagas","SVC_RBF_FP","1.0","1000","rdkit_fp","Standard","0.01","0.5152958858482415","0.51218209873117","0.5152473427489808","0.5184582160645738"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.01","0.7763234596351699","0.7726663188392919","0.7741928145020357","0.7821112455641819"
"data_chagas","SVC_RBF_FP","0.001","1500","rdkit_fp","Standard","0.01","0.7660469919699059","0.7743147985746466","0.7570890361094923","0.766737141225579"
"data_chagas","SVC_RBF_FP","0.01","1500","rdkit_fp","Standard","0.01","0.7414250027299368","0.7497030516301629","0.738092421374488","0.7364795351851595"
"data_chagas","SVC_RBF_FP","0.1","1500","rdkit_fp","Standard","0.01","0.5715231191826998","0.5786641208663112","0.573573775116482","0.5623314615653062"
"data_chagas","SVC_RBF_FP","1.0","1500","rdkit_fp","Standard","0.01","0.5152958858482415","0.51218209873117","0.5152473427489808","0.5184582160645738"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.01","0.7827114669634053","0.7799895651787796","0.7815195926761788","0.7866252430352574"
"data_chagas","SVC_RBF_FP","0.001","2000","rdkit_fp","Standard","0.01","0.7488485154228123","0.759916965465185","0.7398237296156076","0.7468048511876445"
"data_chagas","SVC_RBF_FP","0.01","2000","rdkit_fp","Standard","0.01","0.7381132006939044","0.740279519998224","0.7496382680547454","0.7244218140287441"
"data_chagas","SVC_RBF_FP","0.1","2000","rdkit_fp","Standard","0.01","0.5514073491103824","0.5490192378140165","0.5538855471025043","0.5513172624146263"
"data_chagas","SVC_RBF_FP","1.0","2000","rdkit_fp","Standard","0.01","0.5152958858482415","0.51218209873117","0.5152473427489808","0.5184582160645738"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.01","0.7584984248880642","0.7660612990242314","0.7561175924577729","0.7533163831821882"
"data_chagas","SVC_RBF_FP","0.001","1000","cdk_fp","Standard","0.01","0.7598046147292523","0.772243375553657","0.7521726667151996","0.7549978019189006"
"data_chagas","SVC_RBF_FP","0.01","1000","cdk_fp","Standard","0.01","0.7443145268165221","0.7547095456412424","0.7444375182003494","0.7337965166079746"
"data_chagas","SVC_RBF_FP","0.1","1000","cdk_fp","Standard","0.01","0.6314369403824168","0.6362299212948053","0.6271829044117642","0.6308979954406808"
"data_chagas","SVC_RBF_FP","1.0","1000","cdk_fp","Standard","0.01","0.5142972359345847","0.5107034623624879","0.5143396003203262","0.5178486451209399"
"data_chagas","SVC_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.01","0.7647601529698456","0.7675410454802801","0.7666146440011662","0.7601247694280904"
"data_chagas","SVC_RBF_FP","0.001","1500","cdk_fp","Standard","0.01","0.7578694184791303","0.7709634448231076","0.756968458794408","0.7456763518198748"
"data_chagas","SVC_RBF_FP","0.01","1500","cdk_fp","Standard","0.01","0.7406335679541803","0.7504512505134152","0.7369776499708796","0.7344718033782462"
"data_chagas","SVC_RBF_FP","0.1","1500","cdk_fp","Standard","0.01","0.5816296224178241","0.5882652664764708","0.5749456264560279","0.5816779743209737"
"data_chagas","SVC_RBF_FP","1.0","1500","cdk_fp","Standard","0.01","0.5140003816832239","0.5107034623624879","0.5143396003203262","0.5169580823668576"
"data_chagas","SVC_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.01","0.7705119021692056","0.7836106701597414","0.7710396039603973","0.7568854323874781"
"data_chagas","SVC_RBF_FP","0.001","2000","cdk_fp","Standard","0.01","0.7416365434200961","0.7554066805057565","0.7335446090564929","0.7359583406980389"
"data_chagas","SVC_RBF_FP","0.01","2000","cdk_fp","Standard","0.01","0.7320788386984232","0.741001076784742","0.7274213289895165","0.7278141103210107"
"data_chagas","SVC_RBF_FP","0.1","2000","cdk_fp","Standard","0.01","0.5607356312612716","0.5657926578821751","0.557637094132207","0.5587771417694326"
"data_chagas","SVC_RBF_FP","1.0","2000","cdk_fp","Standard","0.01","0.5140003816832239","0.5107034623624879","0.5143396003203262","0.5169580823668576"
"data_chagas","SVC_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.1","0.7500141165767976","0.7469356038320218","0.741095479033198","0.7620112668651726"
"data_chagas","SVC_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.1","0.7549456911937056","0.7478136829368459","0.7461654138759465","0.7708579767683242"
