"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","foldSize [Int]","maxNodes [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SMILE_RFC_FP","30","cdk_fp","2000","5000","0.5485373804186847","0.6123511904761905","0.5658914728682171","0.4673694779116466"
"data_lipinski","SMILE_RFC_FP","40","cdk_fp","2000","5000","0.5615980904051793","0.6478174603174603","0.4551495016611296","0.5818273092369477"
"data_lipinski","SMILE_RFC_FP","50","cdk_fp","2000","5000","0.5801136902723482","0.6245039682539684","0.4717607973421927","0.6440763052208834"
"data_lipinski","SMILE_RFC_FP","60","cdk_fp","2000","5000","0.5900059262520737","0.6517857142857144","0.540420819490587","0.5778112449799196"
"data_lipinski","SMILE_RFC_FP","70","cdk_fp","2000","5000","0.5512794996894185","0.6527777777777778","0.44684385382059805","0.5542168674698795"
"data_lipinski","SMILE_RFC_FP","30","rdkit_fp","500","10000","0.5781994256094144","0.6979166666666667","0.4573643410852714","0.5793172690763051"
"data_lipinski","SMILE_RFC_FP","40","rdkit_fp","500","10000","0.5818497318917605","0.6646825396825398","0.47895902547065333","0.6019076305220883"
"data_lipinski","SMILE_RFC_FP","50","rdkit_fp","500","10000","0.5910928690768983","0.6567460317460319","0.5060908084163899","0.6104417670682731"
"data_lipinski","SMILE_RFC_FP","60","rdkit_fp","500","10000","0.579332742561238","0.6498015873015874","0.46068660022148394","0.6275100401606426"
"data_lipinski","SMILE_RFC_FP","70","rdkit_fp","500","10000","0.5821808830004404","0.6130952380952381","0.5420819490586932","0.5913654618473896"
"data_lipinski","SMILE_RFC_FP","30","cdk_fp","500","10000","0.5604698231834685","0.6091269841269842","0.5160575858250277","0.5562248995983936"
"data_lipinski","SMILE_RFC_FP","40","cdk_fp","500","10000","0.623756422886081","0.6750992063492064","0.5686600221483943","0.6275100401606425"
"data_lipinski","SMILE_RFC_FP","50","cdk_fp","500","10000","0.5514798674209573","0.5877976190476191","0.5094130675526023","0.5572289156626506"
"data_lipinski","SMILE_RFC_FP","60","cdk_fp","500","10000","0.5776216716255943","0.6428571428571429","0.517718715393134","0.572289156626506"
"data_lipinski","SMILE_RFC_FP","70","cdk_fp","500","10000","0.5365362335276878","0.6101190476190477","0.47840531561461797","0.5210843373493976"
"data_lipinski","SMILE_RFC_FP","30","rdkit_fp","1000","10000","0.5353111875334488","0.6463293650793651","0.4410299003322259","0.518574297188755"
"data_lipinski","SMILE_RFC_FP","40","rdkit_fp","1000","10000","0.5490409404320865","0.638888888888889","0.4725913621262459","0.5356425702811245"
"data_lipinski","SMILE_RFC_FP","50","rdkit_fp","1000","10000","0.5758134049672295","0.7003968253968255","0.53156146179402","0.4954819277108433"
"data_lipinski","SMILE_RFC_FP","60","rdkit_fp","1000","10000","0.5136284340017879","0.574404761904762","0.43133997785160577","0.535140562248996"
"data_lipinski","SMILE_RFC_FP","70","rdkit_fp","1000","10000","0.5309490082885993","0.6646825396825398","0.40808416389811736","0.5200803212851406"
"data_lipinski","SMILE_RFC_FP","30","cdk_fp","1000","10000","0.5326982996585826","0.6403769841269842","0.43964562569213733","0.5180722891566265"
"data_lipinski","SMILE_RFC_FP","40","cdk_fp","1000","10000","0.5742270484670317","0.6914682539682541","0.4955703211517165","0.5356425702811245"
"data_lipinski","SMILE_RFC_FP","50","cdk_fp","1000","10000","0.579425073865043","0.658234126984127","0.5077519379844961","0.572289156626506"
"data_lipinski","SMILE_RFC_FP","60","cdk_fp","1000","10000","0.575016613148793","0.6334325396825398","0.5188261351052049","0.5727911646586346"
"data_lipinski","SMILE_RFC_FP","70","cdk_fp","1000","10000","0.6020129336096695","0.6671626984126985","0.6002214839424143","0.5386546184738957"
"data_lipinski","SMILE_RFC_FP","30","rdkit_fp","2000","10000","0.5736266865172021","0.652281746031746","0.508859357696567","0.5597389558232931"
"data_lipinski","SMILE_RFC_FP","40","rdkit_fp","2000","10000","0.6078994827593874","0.6607142857142858","0.5304540420819491","0.6325301204819277"
"data_lipinski","SMILE_RFC_FP","50","rdkit_fp","2000","10000","0.5998547994117481","0.7028769841269842","0.565060908084164","0.5316265060240964"
"data_lipinski","SMILE_RFC_FP","60","rdkit_fp","2000","10000","0.6020384138992293","0.6979166666666666","0.5243632336655593","0.5838353413654619"
"data_lipinski","SMILE_RFC_FP","70","rdkit_fp","2000","10000","0.644069911984594","0.7708333333333334","0.5669988925802879","0.5943775100401606"
"data_lipinski","SMILE_RFC_FP","30","cdk_fp","2000","10000","0.5730397133013413","0.6393849206349207","0.4964008859357697","0.5833333333333334"
"data_lipinski","SMILE_RFC_FP","40","cdk_fp","2000","10000","0.574609577105024","0.6403769841269842","0.5066445182724253","0.5768072289156626"
"data_lipinski","SMILE_RFC_FP","50","cdk_fp","2000","10000","0.5473614650554971","0.5734126984126985","0.4988925802879292","0.5697791164658634"
"data_lipinski","SMILE_RFC_FP","60","cdk_fp","2000","10000","0.5503441877513746","0.6046626984126985","0.512735326688815","0.5336345381526104"
"data_lipinski","SMILE_RFC_FP","70","cdk_fp","2000","10000","0.5386641620005308","0.6180555555555556","0.42414174972314517","0.5737951807228916"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","500","1000","0.8596971741009202","0.8073560530125848","0.8928850228616036","0.8788504464285724"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","500","1000","0.8671677822091741","0.8173794409176965","0.892829262852682","0.8912946428571437"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","500","1000","0.8664170031906478","0.8240060140327439","0.9006914241106279","0.8745535714285717"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","500","1000","0.8631822889913016","0.8273471433344481","0.8843537414965985","0.8778459821428578"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","500","1000","0.8620537411375029","0.8153747633366742","0.8933311029329764","0.8774553571428578"
"data_herg","SMILE_RFC_FP","30","cdk_fp","500","1000","0.8583999597110029","0.8164606303597287","0.8851901416304226","0.8735491071428575"
"data_herg","SMILE_RFC_FP","40","cdk_fp","500","1000","0.860054883946967","0.8199131306381562","0.8780528604884577","0.8821986607142871"
"data_herg","SMILE_RFC_FP","50","cdk_fp","500","1000","0.8586247686348149","0.8158480899877503","0.8807293409166944","0.8792968750000003"
"data_herg","SMILE_RFC_FP","60","cdk_fp","500","1000","0.8577936891670825","0.8068827263615116","0.8821233411397346","0.8843750000000015"
"data_herg","SMILE_RFC_FP","70","cdk_fp","500","1000","0.8597629245563604","0.8096670007795972","0.8841307014609121","0.885491071428572"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","1000","1000","0.8588034161519832","0.8111983517095458","0.8859150217464034","0.8792968750000004"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","1000","1000","0.867514497017217","0.8270130304042771","0.8924389427902307","0.8830915178571427"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","1000","1000","0.8666986944292114","0.8234491591491268","0.8919371027099364","0.8847098214285712"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","1000","1000","0.8666820017316205","0.8191056910569116","0.8963979034236644","0.8845424107142852"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","1000","1000","0.8667205935425902","0.8186602071500174","0.8922716627634659","0.8892299107142873"
"data_herg","SMILE_RFC_FP","30","cdk_fp","1000","1000","0.8600645653563351","0.8025392582692951","0.8880339020854243","0.8896205357142862"
"data_herg","SMILE_RFC_FP","40","cdk_fp","1000","1000","0.8580900617807118","0.8049894197572127","0.8920486227277796","0.8772321428571429"
"data_herg","SMILE_RFC_FP","50","cdk_fp","1000","1000","0.8617112727933239","0.814678694732152","0.8888703022192483","0.8815848214285712"
"data_herg","SMILE_RFC_FP","60","cdk_fp","1000","1000","0.8610622817325798","0.8114489364071726","0.8897624623619939","0.881975446428573"
"data_herg","SMILE_RFC_FP","70","cdk_fp","1000","1000","0.858868725010035","0.8093885733377887","0.890041262406602","0.8771763392857141"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","2000","1000","0.863389015122836","0.819940973382337","0.8963421434147428","0.873883928571428"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","2000","1000","0.8663112551637395","0.8140939971043549","0.9050964648154344","0.879743303571429"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","2000","1000","0.861713660177839","0.8078293796636609","0.8982937437269989","0.8790178571428574"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","2000","1000","0.874003465303454","0.8258436351486795","0.9065462250473959","0.8896205357142861"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","2000","1000","0.8727272297901809","0.8156531907784832","0.9063789450206311","0.8961495535714287"
"data_herg","SMILE_RFC_FP","30","cdk_fp","2000","1000","0.8683076499349318","0.8204143000334112","0.9003568640570982","0.884151785714286"
"data_herg","SMILE_RFC_FP","40","cdk_fp","2000","1000","0.8624554438758624","0.8136206704532813","0.8912679826028771","0.8824776785714283"
"data_herg","SMILE_RFC_FP","50","cdk_fp","2000","1000","0.862490694642918","0.8162378884062825","0.8916583026653283","0.8795758928571433"
"data_herg","SMILE_RFC_FP","60","cdk_fp","2000","1000","0.8647790064502581","0.8143445818019837","0.8953942232630757","0.884598214285715"
"data_herg","SMILE_RFC_FP","70","cdk_fp","2000","1000","0.8653341263535747","0.819579017707986","0.8923831827813091","0.8840401785714289"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","500","5000","0.8634792401532533","0.8252310947767005","0.8926619828259171","0.872544642857142"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","500","5000","0.8645985121331367","0.8183817797082085","0.8989628638340582","0.8764508928571431"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","500","5000","0.8602091736865501","0.8217229090099119","0.8878108620497379","0.8710937500000003"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","500","5000","0.8622939198879748","0.817546497382782","0.8937214229954276","0.8756138392857148"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","500","5000","0.863555136136573","0.8205535137543155","0.8996319839411173","0.8704799107142864"
"data_herg","SMILE_RFC_FP","30","cdk_fp","500","5000","0.8486112139941183","0.7973605078516541","0.8829597412735586","0.865513392857142"
"data_herg","SMILE_RFC_FP","40","cdk_fp","500","5000","0.8603873544750478","0.8214723243122851","0.8828482212557154","0.8768415178571429"
"data_herg","SMILE_RFC_FP","50","cdk_fp","500","5000","0.8563786207591643","0.8063258714778943","0.8889260622281699","0.8738839285714284"
"data_herg","SMILE_RFC_FP","60","cdk_fp","500","5000","0.8588128952739331","0.814623009243791","0.8759339801494368","0.8858816964285717"
"data_herg","SMILE_RFC_FP","70","cdk_fp","500","5000","0.861176470192916","0.81005679919813","0.8836288613806178","0.88984375"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","1000","5000","0.8606357318601074","0.8264561755206595","0.8798371807739489","0.8756138392857139"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","1000","5000","0.8598996922175125","0.811922263058247","0.8885357421657187","0.8792410714285717"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","1000","5000","0.8649169445499534","0.8171010134758888","0.8939444630311141","0.8837053571428571"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","1000","5000","0.8651368808140241","0.8209989976612097","0.8959518233522916","0.8784598214285709"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","1000","5000","0.870698148879912","0.8183817797082082","0.9049291847886696","0.8887834821428585"
"data_herg","SMILE_RFC_FP","30","cdk_fp","1000","5000","0.8577600167464547","0.7995879273861235","0.8883684621389539","0.8853236607142871"
"data_herg","SMILE_RFC_FP","40","cdk_fp","1000","5000","0.8612114424102694","0.812061476779152","0.8867514218802275","0.8848214285714285"
"data_herg","SMILE_RFC_FP","50","cdk_fp","1000","5000","0.8560781386034956","0.812451275197684","0.8832943013270882","0.8724888392857145"
"data_herg","SMILE_RFC_FP","60","cdk_fp","1000","5000","0.8653005058984237","0.812395589709323","0.8981264637002342","0.885379464285714"
"data_herg","SMILE_RFC_FP","70","cdk_fp","1000","5000","0.8623667110274754","0.8090544604076191","0.8872532619605218","0.8907924107142854"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","2000","5000","0.8630204481551895","0.8164884731039097","0.8924389427902308","0.8801339285714281"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","2000","5000","0.8677629248492026","0.8151520213832282","0.8992416638786662","0.8888950892857136"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","2000","5000","0.8726431013808869","0.8278483127297028","0.9106167056986728","0.8794642857142847"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","2000","5000","0.8684290179175355","0.8212217396146569","0.8963979034236644","0.887667410714285"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","2000","5000","0.8667566247475552","0.8173794409176969","0.900245344039255","0.8826450892857141"
"data_herg","SMILE_RFC_FP","30","cdk_fp","2000","5000","0.8628326791128749","0.8032074841296365","0.8995204639232741","0.8857700892857139"
"data_herg","SMILE_RFC_FP","40","cdk_fp","2000","5000","0.865600419310851","0.8102795411515776","0.8950596632095461","0.891462053571429"
"data_herg","SMILE_RFC_FP","50","cdk_fp","2000","5000","0.8669733366826291","0.8139547833834503","0.8987955838072934","0.8881696428571436"
"data_herg","SMILE_RFC_FP","60","cdk_fp","2000","5000","0.8654081478246081","0.820080187103242","0.8924947027991524","0.8836495535714295"
"data_herg","SMILE_RFC_FP","70","cdk_fp","2000","5000","0.8638343012979636","0.8096113152912368","0.8930523028883685","0.8888392857142855"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","500","10000","0.8575166931361752","0.8127018598953116","0.8942790230846436","0.8655691964285707"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","500","10000","0.8618852790283568","0.8201080298474218","0.8845210215233634","0.8810267857142849"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","500","10000","0.8572013988402949","0.8113097226862682","0.89450206312033","0.8657924107142865"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","500","10000","0.8590397120174158","0.8159873037086547","0.8941117430578788","0.867020089285714"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","500","10000","0.8656921883820404","0.8250640383116169","0.8953942232630757","0.876618303571429"
"data_herg","SMILE_RFC_FP","30","cdk_fp","500","10000","0.8618991961407431","0.8134536139881948","0.8848555815768929","0.8873883928571417"
"data_herg","SMILE_RFC_FP","40","cdk_fp","500","10000","0.8615683797313634","0.8039870809667007","0.8951711832273893","0.8855468750000003"
"data_herg","SMILE_RFC_FP","50","cdk_fp","500","10000","0.8584590825087043","0.8144559527787062","0.8778855804616927","0.8830357142857144"
"data_herg","SMILE_RFC_FP","60","cdk_fp","500","10000","0.8604118758145872","0.8146786947321535","0.8785547005687521","0.8880022321428563"
"data_herg","SMILE_RFC_FP","70","cdk_fp","500","10000","0.8589239621233254","0.8136206704532808","0.8807293409166944","0.8824218750000012"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","1000","10000","0.8652388817618514","0.8235883728700306","0.8900970224155235","0.8820312500000002"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","1000","10000","0.856716113104544","0.8163214166388247","0.8872532619605218","0.8665736607142851"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","1000","10000","0.8638392998955098","0.815430448825037","0.8937771830043493","0.8823102678571428"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","1000","10000","0.8661773138743296","0.8238946430560206","0.892829262852682","0.8818080357142861"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","1000","10000","0.8606038410776081","0.8144837955228879","0.8919371027099363","0.8753906250000002"
"data_herg","SMILE_RFC_FP","30","cdk_fp","1000","10000","0.8605791280513936","0.8116159928722579","0.8874763019962082","0.8826450892857147"
"data_herg","SMILE_RFC_FP","40","cdk_fp","1000","10000","0.8647451065624132","0.8100011137097675","0.8945020631203301","0.8897321428571419"
"data_herg","SMILE_RFC_FP","50","cdk_fp","1000","10000","0.8602631241509467","0.8100567991981296","0.8908776625404259","0.879854910714285"
"data_herg","SMILE_RFC_FP","60","cdk_fp","1000","10000","0.8637400537049733","0.8127853881278556","0.889204862272778","0.8892299107142865"
"data_herg","SMILE_RFC_FP","70","cdk_fp","1000","10000","0.862828343947227","0.8123399042209606","0.8913795026207204","0.8847656249999997"
"data_herg","SMILE_RFC_FP","30","rdkit_fp","2000","10000","0.8594577063547","0.8035415970598065","0.894223263075722","0.8806082589285713"
"data_herg","SMILE_RFC_FP","40","rdkit_fp","2000","10000","0.869841512450327","0.817880610312953","0.9100591056094568","0.8815848214285709"
"data_herg","SMILE_RFC_FP","50","rdkit_fp","2000","10000","0.8712146046640287","0.8265675464973825","0.8995204639232742","0.8875558035714292"
"data_herg","SMILE_RFC_FP","60","rdkit_fp","2000","10000","0.8682825623895369","0.8185488361732947","0.8946135831381733","0.8916852678571431"
"data_herg","SMILE_RFC_FP","70","rdkit_fp","2000","10000","0.8693762215365544","0.8225025058469776","0.8985167837626853","0.8871093749999999"
"data_herg","SMILE_RFC_FP","30","cdk_fp","2000","10000","0.8641219781069771","0.8111148234770036","0.8914352626296419","0.8898158482142858"
"data_herg","SMILE_RFC_FP","40","cdk_fp","2000","10000","0.8562689297019448","0.8034302260830842","0.8894279023084642","0.8759486607142859"
"data_herg","SMILE_RFC_FP","50","cdk_fp","2000","10000","0.8658757039887425","0.8154582915692181","0.895338463254154","0.8868303571428556"
"data_herg","SMILE_RFC_FP","60","cdk_fp","2000","10000","0.8704476148960479","0.8208040984519438","0.8961191033790565","0.8944196428571434"
"data_herg","SMILE_RFC_FP","70","cdk_fp","2000","10000","0.8676621726932424","0.8125626461744082","0.9003011040481766","0.890122767857142"
"data_solubility","SMILE_RFC_FP","30","rdkit_fp","500","1000","0.8843398848779408","0.9351436031331594","0.8364838460489845","0.8813922054516782"
"data_solubility","SMILE_RFC_FP","40","rdkit_fp","500","1000","0.895387984865819","0.9356135770234986","0.8542054800745218","0.8963448974994368"
"data_solubility","SMILE_RFC_FP","50","rdkit_fp","500","1000","0.896352996105799","0.9414099216710181","0.8580906075339664","0.8895584591124127"
"data_solubility","SMILE_RFC_FP","60","rdkit_fp","500","1000","0.9051079111312363","0.9476762402088773","0.8613622938156043","0.9062851993692272"
"data_solubility","SMILE_RFC_FP","70","rdkit_fp","500","1000","0.8932281112925781","0.9373368146214097","0.8478893079474713","0.8944582113088532"
"data_solubility","SMILE_RFC_FP","30","cdk_fp","500","1000","0.8845011684183847","0.9428459530026109","0.8007679374744401","0.909889614778103"
"data_solubility","SMILE_RFC_FP","40","cdk_fp","500","1000","0.8834677195177069","0.939190600522193","0.8237379015767711","0.8874746564541564"
"data_solubility","SMILE_RFC_FP","50","cdk_fp","500","1000","0.894678082621288","0.9534986945169712","0.8470032262461946","0.8835323271006983"
"data_solubility","SMILE_RFC_FP","60","cdk_fp","500","1000","0.8868788219765307","0.9414882506527413","0.8297587131367292","0.8893895021401216"
"data_solubility","SMILE_RFC_FP","70","cdk_fp","500","1000","0.8979468377542972","0.9551697127937335","0.8486617894306359","0.8900090110385223"
"data_solubility","SMILE_RFC_FP","30","rdkit_fp","1000","1000","0.9015474833124735","0.9371279373368145","0.8682691870768393","0.8992453255237666"
"data_solubility","SMILE_RFC_FP","40","rdkit_fp","1000","1000","0.8891244125267717","0.9367101827676239","0.8381196891898032","0.892543365622888"
"data_solubility","SMILE_RFC_FP","50","rdkit_fp","1000","1000","0.9077357695517193","0.9516187989556134","0.8758349616031262","0.8957535480964182"
