name,method,feature,elasticNetParam,maxIter,reg,auc,f1,f2,f3
data_herg,LRC,rdkit_desc,0.8,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC,rdkit_desc,0.8,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC,rdkit_desc,0.9,10,1.0,0.5,0.5,0.5,0.5
data_herg,LRC,rdkit_desc,0.9,50,1.0,0.5,0.5,0.5,0.5
data_herg,LRC,rdkit_desc,0.9,100,1.0,0.5,0.5,0.5,0.5
data_herg,LRC,rdkit_desc,0.7,10,0.1,0.789071957010092,0.8044507575757575,0.7555031446540881,0.8072619688004303
data_herg,LRC,rdkit_desc,0.7,50,0.1,0.8247470953158544,0.8232638888888891,0.8292452830188679,0.8217321140398064
data_herg,LRC,rdkit_desc,0.7,100,0.1,0.8269919607954803,0.826104797979798,0.8305031446540879,0.8243679397525553
data_herg,LRC,rdkit_desc,0.8,10,0.1,0.7942429967965163,0.8183396464646464,0.7693920335429769,0.7949973103819258
data_herg,LRC,rdkit_desc,0.8,50,0.1,0.8202694638788615,0.8169507575757577,0.8258909853249475,0.8179666487358795
data_herg,LRC,rdkit_desc,0.8,100,0.1,0.8219927318757143,0.821875,0.8247379454926623,0.8193652501344809
data_herg,LRC,rdkit_desc,0.9,10,0.1,0.7918282904404094,0.8109217171717172,0.7689203354297693,0.7956428187197417
data_herg,LRC,rdkit_desc,0.9,50,0.1,0.8229956824205736,0.8190025252525254,0.8240566037735849,0.8259279182356106
data_herg,LRC,rdkit_desc,0.9,100,0.1,0.8199779722911074,0.8172348484848487,0.8249475890985323,0.8177514792899409
data_herg,LRC,rdkit_desc,0.7,10,0.03,0.8106013089004743,0.8300189393939393,0.7955450733752621,0.8062399139322216
data_herg,LRC,rdkit_desc,0.7,50,0.03,0.8563284084283721,0.8636679292929291,0.8635744234800837,0.8417428725121032
data_herg,LRC,rdkit_desc,0.7,100,0.03,0.8507487595522791,0.8521148989898991,0.8582809224318658,0.8418504572350727
data_herg,LRC,rdkit_desc,0.8,10,0.03,0.8158793836451674,0.8379734848484849,0.8006813417190776,0.8089833243679397
data_herg,LRC,rdkit_desc,0.8,50,0.03,0.8500076508920849,0.8499053030303029,0.8567610062893081,0.8433566433566434
data_herg,LRC,rdkit_desc,0.8,100,0.03,0.8486483741155366,0.8500315656565655,0.8570754716981132,0.8388380849919311
data_herg,LRC,rdkit_desc,0.9,10,0.03,0.8099117254097297,0.8302714646464646,0.7938155136268343,0.8056481979558902
data_herg,LRC,rdkit_desc,0.9,50,0.03,0.8502101240626276,0.8597537878787879,0.8522536687631026,0.8386229155459926
data_herg,LRC,rdkit_desc,0.9,100,0.03,0.8454240746285375,0.8495265151515151,0.8497903563941299,0.8369553523399677
data_herg,LRC,rdkit_desc,0.7,10,0.01,0.8065608696187434,0.8356376262626263,0.7849056603773584,0.7991393222162453
data_herg,LRC,rdkit_desc,0.7,50,0.01,0.8481823897961416,0.845486111111111,0.8580712788259958,0.8409897794513179
data_herg,LRC,rdkit_desc,0.7,100,0.01,0.8481638834006395,0.8494633838383838,0.8518867924528304,0.8431414739107047
data_herg,LRC,rdkit_desc,0.8,10,0.01,0.8053159767918474,0.8366477272727272,0.7853249475890984,0.793975255513717
data_herg,LRC,rdkit_desc,0.8,50,0.01,0.8494184840384041,0.852493686868687,0.8587526205450732,0.8370091447014524
data_herg,LRC,rdkit_desc,0.8,100,0.01,0.8489694860386079,0.8488320707070707,0.8546121593291405,0.8434642280796127
data_herg,LRC,rdkit_desc,0.9,10,0.01,0.8061293254734836,0.8360795454545454,0.785482180293501,0.7968262506724045
data_herg,LRC,rdkit_desc,0.9,50,0.01,0.8518931699583006,0.8581123737373737,0.8616876310272537,0.8358795051102743
data_herg,LRC,rdkit_desc,0.9,100,0.01,0.8488909495667478,0.8521148989898988,0.8513626834381552,0.8431952662721893
data_chagas,LRC,cdk_desc,0.7,10,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.7,50,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.7,100,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.8,10,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.8,50,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.8,100,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.9,10,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.9,50,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.9,100,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,cdk_desc,0.7,10,0.1,0.701914921023275,0.6997283414007704,0.6971273898705705,0.7088890317984842
data_chagas,LRC,cdk_desc,0.7,50,0.1,0.7008020429197056,0.6978662451842339,0.6976444406320886,0.7068954429427943
data_chagas,LRC,cdk_desc,0.7,100,0.1,0.7003384729946417,0.6976612664229971,0.6975396008463429,0.7058145517145853
data_chagas,LRC,cdk_desc,0.8,10,0.1,0.6970311598503051,0.6951842339227502,0.6915589676140371,0.7043502780141282
data_chagas,LRC,cdk_desc,0.8,50,0.1,0.6939050600467882,0.6920576904079817,0.6915303749451974,0.6981271147871857
data_chagas,LRC,cdk_desc,0.8,100,0.1,0.694116345636987,0.6929307023609603,0.691380263433789,0.6980380711162119
data_chagas,LRC,cdk_desc,0.9,10,0.1,0.6834974868795123,0.6647955151634891,0.6878097539124302,0.6978871915626176
data_chagas,LRC,cdk_desc,0.9,50,0.1,0.6740909209133348,0.6363701471895684,0.6878323897752616,0.6980702257751745
data_chagas,LRC,cdk_desc,0.9,100,0.1,0.674086828758794,0.6363701471895684,0.6878300070528585,0.6980603320339553
data_chagas,LRC,cdk_desc,0.7,10,0.03,0.6967747310200043,0.6837227106588954,0.7065129334172051,0.7000885489839128
data_chagas,LRC,cdk_desc,0.7,50,0.03,0.7197545845783238,0.7156549441865059,0.711066315929929,0.732542493618537
data_chagas,LRC,cdk_desc,0.7,100,0.03,0.7193430546921038,0.7180455398597254,0.7114332551800384,0.7285503690365477
data_chagas,LRC,cdk_desc,0.8,10,0.03,0.697202661303909,0.6852316506964339,0.7075541831074512,0.6988221501078418
data_chagas,LRC,cdk_desc,0.8,50,0.03,0.7169113526747397,0.7153981033290526,0.7097462877184957,0.7255896669766706
data_chagas,LRC,cdk_desc,0.8,100,0.03,0.7180957299575842,0.7181665514175641,0.7094055584148223,0.7267150800403664
data_chagas,LRC,cdk_desc,0.9,10,0.03,0.6986454888370324,0.6864886891237776,0.7087383961418958,0.7007093812454241
data_chagas,LRC,cdk_desc,0.9,50,0.03,0.7171919042072388,0.716837893904969,0.7109042908065039,0.7238335279102438
data_chagas,LRC,cdk_desc,0.9,100,0.03,0.7176008636546891,0.7171317791168625,0.7103062274832733,0.7253645843639316
data_chagas,LRC,cdk_desc,0.7,10,0.01,0.6928330981516085,0.6783018867924528,0.7060673643277863,0.6941300433345866
data_chagas,LRC,cdk_desc,0.7,50,0.01,0.7251931559823541,0.722192037933419,0.7148048073807209,0.7385826226329225
data_chagas,LRC,cdk_desc,0.7,100,0.01,0.7333081089213045,0.7307986762817347,0.723647090219401,0.7454785602627778
data_chagas,LRC,cdk_desc,0.8,10,0.01,0.6933274612511131,0.677642497283414,0.7054049674996665,0.6969349189702594
data_chagas,LRC,cdk_desc,0.8,50,0.01,0.7250095495837661,0.7208905462807469,0.7156173157202493,0.7385207867503019
data_chagas,LRC,cdk_desc,0.8,100,0.01,0.7314191272476351,0.7292329349007212,0.7227440384285468,0.7422804084136375
data_chagas,LRC,cdk_desc,0.9,10,0.01,0.6934148334711999,0.6782426158253481,0.7052524732658545,0.6967494113223973
data_chagas,LRC,cdk_desc,0.9,50,0.01,0.7252020914354281,0.7201521288155684,0.7143783000705286,0.7410758454201873
data_chagas,LRC,cdk_desc,0.9,100,0.01,0.7308663242967675,0.7282401462017187,0.7220363698747639,0.7423224568138197
data_chagas,LRC,rdkit_desc,0.7,10,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.7,50,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.7,100,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.8,10,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.8,50,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.8,100,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.9,10,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.9,50,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.9,100,1.0,0.5,0.5,0.5,0.5
data_chagas,LRC,rdkit_desc,0.7,10,0.1,0.6599360326668402,0.6651733675787811,0.6556287051333372,0.6590060252884025
data_chagas,LRC,rdkit_desc,0.7,50,0.1,0.6391341524196337,0.6459214165761138,0.6476287146642267,0.6238523260185607
data_chagas,LRC,rdkit_desc,0.7,100,0.1,0.6381553741431514,0.6451484243801243,0.6459155372562475,0.6234021607930824
data_chagas,LRC,rdkit_desc,0.8,10,0.1,0.6428521403118556,0.641714412723501,0.6487736127790167,0.6380683954330492
data_chagas,LRC,rdkit_desc,0.8,50,0.1,0.6263293978040045,0.6386706016003161,0.636308400526105,0.6040091912855927
data_chagas,LRC,rdkit_desc,0.8,100,0.1,0.6253480963144371,0.6386878889657216,0.6347620136863577,0.6025943862912322
data_chagas,LRC,rdkit_desc,0.9,10,0.1,0.6099093396047186,0.6155882643485131,0.6144850460341967,0.5996547084314463
data_chagas,LRC,rdkit_desc,0.9,50,0.1,0.6099093396047188,0.6155882643485132,0.6144850460341968,0.5996547084314463
data_chagas,LRC,rdkit_desc,0.9,100,0.1,0.6099093396047186,0.6155882643485131,0.6144850460341967,0.5996547084314463
data_chagas,LRC,rdkit_desc,0.7,10,0.03,0.6802885350548389,0.6895732490368469,0.673135757991651,0.678156598136019
data_chagas,LRC,rdkit_desc,0.7,50,0.03,0.6990604660827344,0.7071767262669169,0.6868614303959132,0.7031432415853731
data_chagas,LRC,rdkit_desc,0.7,100,0.03,0.7011394057033483,0.7098957818828411,0.6865874173195324,0.7069350179076715
data_chagas,LRC,rdkit_desc,0.8,10,0.03,0.6847102261419297,0.6918082584214165,0.6758377651970036,0.6864846548073689
data_chagas,LRC,rdkit_desc,0.8,50,0.03,0.6956035392916591,0.7045292897362443,0.6821198128133281,0.7001615153254049
data_chagas,LRC,rdkit_desc,0.8,100,0.03,0.6972609645123014,0.7052034969870591,0.6854532414555575,0.7011261550942873
data_chagas,LRC,rdkit_desc,0.9,10,0.03,0.6830221019169378,0.6918230761631927,0.6776891405043746,0.679554089083246
data_chagas,LRC,rdkit_desc,0.9,50,0.03,0.6899953250715467,0.7017534327768448,0.6766538476201369,0.6915786948176584
data_chagas,LRC,rdkit_desc,0.9,100,0.03,0.6927899577622687,0.7013780499851823,0.6808545872171708,0.6961372360844531
data_chagas,LRC,rdkit_desc,0.7,10,0.01,0.6784405125748393,0.6864886891237776,0.6660781342330493,0.682754714367691
data_chagas,LRC,rdkit_desc,0.7,50,0.01,0.72456521083728,0.727538773090981,0.7053382512723738,0.7408186081484852
data_chagas,LRC,rdkit_desc,0.7,100,0.01,0.7329875992189204,0.7321100464289242,0.7170803072758811,0.7497724439519562
data_chagas,LRC,rdkit_desc,0.8,10,0.01,0.6782926307066675,0.6852267114491751,0.6675172985646479,0.6821338821061798
data_chagas,LRC,rdkit_desc,0.8,50,0.01,0.724303196338136,0.7269386545490467,0.7059339318732012,0.7400370025921602
data_chagas,LRC,rdkit_desc,0.8,100,0.01,0.7306202588300882,0.7289612763014917,0.7152146356340903,0.7476848645546827
data_chagas,LRC,rdkit_desc,0.9,10,0.01,0.6861660416412009,0.7079472488392768,0.6685085110844247,0.6820423649999012
data_chagas,LRC,rdkit_desc,0.9,50,0.01,0.7228387069557471,0.7252889459646348,0.7091363107832486,0.734090864119358
data_chagas,LRC,rdkit_desc,0.9,100,0.01,0.7319031383837964,0.7330065198063814,0.7151812775204437,0.7475216178245642
data_solubility,LRC,cdk_desc,0.7,10,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.7,50,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.7,100,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.8,10,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.8,50,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.8,100,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.9,10,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.9,50,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.9,100,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,cdk_desc,0.7,10,0.1,0.9528942548651271,0.9379861111111112,0.955331661333564,0.9653649921507065
data_solubility,LRC,cdk_desc,0.7,50,0.1,0.9643398584016364,0.9459027777777778,0.9682608319640231,0.9788559654631083
data_solubility,LRC,cdk_desc,0.7,100,0.1,0.9637729439779157,0.944375,0.9680878664706392,0.9788559654631083
data_solubility,LRC,cdk_desc,0.8,10,0.1,0.9487862148858817,0.9264583333333333,0.957969385107671,0.9619309262166406
data_solubility,LRC,cdk_desc,0.8,50,0.1,0.957970503867268,0.9315277777777777,0.9658825564299921,0.9765011773940345
data_solubility,LRC,cdk_desc,0.8,100,0.1,0.9584321949539591,0.9325694444444445,0.9658825564299921,0.9768445839874412
data_solubility,LRC,cdk_desc,0.9,10,0.1,0.9481428652096021,0.9225000000000001,0.9611260053619303,0.9608025902668761
data_solubility,LRC,cdk_desc,0.9,50,0.1,0.9494748337595597,0.9181944444444445,0.9592233849347055,0.971006671899529
data_solubility,LRC,cdk_desc,0.9,100,0.1,0.9495784920858431,0.9180555555555554,0.9595260745481278,0.9711538461538461
data_solubility,LRC,cdk_desc,0.7,10,0.03,0.9657840936368043,0.9636111111111111,0.9655798668165702,0.9681613029827315
data_solubility,LRC,cdk_desc,0.7,50,0.03,0.9729133035178796,0.9640277777777776,0.9737957277523133,0.9809164050235479
data_solubility,LRC,cdk_desc,0.7,100,0.03,0.9728108605491128,0.9635416666666666,0.9739254518723515,0.9809654631083202
data_solubility,LRC,cdk_desc,0.8,10,0.03,0.9654305693313736,0.9623611111111111,0.9638069705093834,0.9701236263736264
data_solubility,LRC,cdk_desc,0.8,50,0.03,0.9728532039392497,0.9625694444444444,0.9741416587390815,0.9818485086342229
data_solubility,LRC,cdk_desc,0.8,100,0.03,0.9734303426322072,0.9636805555555554,0.9742713828591196,0.9823390894819466
data_solubility,LRC,cdk_desc,0.9,10,0.03,0.9646667692401621,0.963888888888889,0.9622935224422727,0.9678178963893249
data_solubility,LRC,cdk_desc,0.9,50,0.03,0.9723530343502992,0.960347222222222,0.9738822104990054,0.9828296703296704
data_solubility,LRC,cdk_desc,0.9,100,0.03,0.9735434023430605,0.9632638888888888,0.9744875897258496,0.9828787284144427
data_solubility,LRC,cdk_desc,0.7,10,0.01,0.9566361286786889,0.9461805555555556,0.9597855227882037,0.9639423076923077
data_solubility,LRC,cdk_desc,0.7,50,0.01,0.9767231754626972,0.971736111111111,0.9778604168468391,0.9805729984301412
data_solubility,LRC,cdk_desc,0.7,100,0.01,0.9783185201805168,0.9749305555555555,0.9791576580472194,0.9808673469387754
data_solubility,LRC,cdk_desc,0.8,10,0.01,0.9560584981745072,0.9463194444444445,0.9587477298278994,0.9631083202511774
data_solubility,LRC,cdk_desc,0.8,50,0.01,0.9767375270750105,0.9727777777777777,0.977990140966877,0.9794446624803768
data_solubility,LRC,cdk_desc,0.8,100,0.01,0.9777808258118761,0.9729166666666667,0.9794603476606417,0.9809654631083202
data_solubility,LRC,cdk_desc,0.9,10,0.01,0.9565333311760416,0.9470138888888888,0.9587909712012453,0.9637951334379905
data_solubility,LRC,cdk_desc,0.9,50,0.01,0.9764129611897121,0.9730555555555556,0.9770820721266107,0.9791012558869702
data_solubility,LRC,cdk_desc,0.9,100,0.01,0.9782487640218116,0.9743055555555555,0.9789846925538355,0.981456043956044
data_solubility,LRC,rdkit_desc,0.7,10,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.7,50,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.7,100,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.8,10,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.8,50,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.8,100,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.9,10,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.9,50,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.9,100,1.0,0.5,0.5,0.5,0.5
data_solubility,LRC,rdkit_desc,0.7,10,0.1,0.9587312114265465,0.9675694444444444,0.9455158695840179,0.9631083202511775
data_solubility,LRC,rdkit_desc,0.7,50,0.1,0.9751225412411801,0.9723611111111111,0.9711580039782063,0.9818485086342229
data_solubility,LRC,rdkit_desc,0.7,100,0.1,0.974921826245738,0.9716666666666667,0.9712012453515523,0.9818975667189953
data_solubility,LRC,rdkit_desc,0.8,10,0.1,0.9543602209740275,0.9404861111111111,0.9507048343855401,0.9718897174254316
data_solubility,LRC,rdkit_desc,0.8,50,0.1,0.9747686794228643,0.9714583333333333,0.9712444867248984,0.9816032182103611
data_solubility,LRC,rdkit_desc,0.8,100,0.1,0.9749702173029735,0.972013888888889,0.9712444867248984,0.9816522762951334
data_solubility,LRC,rdkit_desc,0.9,10,0.1,0.9514781477831648,0.9338194444444444,0.9533857995329932,0.9672291993720565
data_solubility,LRC,rdkit_desc,0.9,50,0.1,0.9742314655453548,0.9722222222222222,0.9717633832050505,0.9787087912087913
data_solubility,LRC,rdkit_desc,0.9,100,0.1,0.9742314655453548,0.9722222222222222,0.9717633832050506,0.9787087912087913
data_solubility,LRC,rdkit_desc,0.7,10,0.03,0.9286621639679036,0.9224305555555555,0.9300786992994897,0.9334772370486657
data_solubility,LRC,rdkit_desc,0.7,50,0.03,0.9763854336205646,0.9743055555555555,0.9709417971114762,0.9839089481946625
data_solubility,LRC,rdkit_desc,0.7,100,0.03,0.9761969754764969,0.9744444444444444,0.9710715212315143,0.9830749607535322
data_solubility,LRC,rdkit_desc,0.8,10,0.03,0.9255276366669387,0.9143055555555556,0.9330191126870189,0.9292582417582418
data_solubility,LRC,rdkit_desc,0.8,50,0.03,0.9737588960407743,0.9690277777777778,0.9698607627778258,0.982388147566719
data_solubility,LRC,rdkit_desc,0.8,100,0.03,0.9757306208570942,0.9738194444444443,0.9717201418317046,0.9816522762951334
data_solubility,LRC,rdkit_desc,0.9,10,0.03,0.9298475408806468,0.9150694444444445,0.9462942143042463,0.9281789638932496
data_solubility,LRC,rdkit_desc,0.9,50,0.03,0.9738662512983158,0.97,0.9706823488714001,0.9809164050235478
data_solubility,LRC,rdkit_desc,0.9,100,0.03,0.9753477134206152,0.9737499999999999,0.9717201418317045,0.9805729984301412
data_solubility,LRC,rdkit_desc,0.7,10,0.01,0.9363437484426227,0.9413888888888888,0.9354406295943959,0.9322017268445839
data_solubility,LRC,rdkit_desc,0.7,50,0.01,0.9788876963381231,0.97875,0.9704229006313241,0.9874901883830456
data_solubility,LRC,rdkit_desc,0.7,100,0.01,0.9798867605221693,0.980625,0.9763037274063825,0.9827315541601256
data_solubility,LRC,rdkit_desc,0.8,10,0.01,0.9400980946010273,0.9538194444444446,0.9342731125140534,0.9322017268445839
data_solubility,LRC,rdkit_desc,0.8,50,0.01,0.9778818821037922,0.9759027777777778,0.973147107152123,0.9845957613814756
data_solubility,LRC,rdkit_desc,0.8,100,0.01,0.9800283740399611,0.980625,0.9756983481795382,0.9837617739403454
data_solubility,LRC,rdkit_desc,0.9,10,0.01,0.9400412809010198,0.9538194444444446,0.9344460780074375,0.9318583202511774
data_solubility,LRC,rdkit_desc,0.9,50,0.01,0.9776106453631287,0.9762500000000001,0.9712012453515524,0.9853806907378336
data_solubility,LRC,rdkit_desc,0.9,100,0.01,0.9792362616381809,0.9784722222222222,0.9769955893799187,0.9822409733124019
data_lipinski,LRC,cdk_desc,0.7,10,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.7,50,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.7,100,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.8,10,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.8,50,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.8,100,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.9,10,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.9,50,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.9,100,1.0,0.5,0.5,0.5,0.5
data_lipinski,LRC,cdk_desc,0.7,10,0.1,0.7218793467043568,0.6404462242562929,0.7382352941176471,0.7869565217391304
data_lipinski,LRC,cdk_desc,0.7,50,0.1,0.6901031991744065,0.5886727688787186,0.7429411764705882,0.738695652173913
data_lipinski,LRC,cdk_desc,0.7,100,0.1,0.687750257997936,0.5886727688787186,0.7358823529411765,0.7386956521739131
data_lipinski,LRC,cdk_desc,0.8,10,0.1,0.7221389150625925,0.6504576659038902,0.7211764705882353,0.7947826086956522
data_lipinski,LRC,cdk_desc,0.8,50,0.1,0.6820895589357023,0.5886727688787186,0.7141176470588235,0.7434782608695651
data_lipinski,LRC,cdk_desc,0.8,100,0.1,0.6753674787992999,0.5886727688787186,0.6976470588235294,0.7397826086956523
data_lipinski,LRC,cdk_desc,0.9,10,0.1,0.704563646969085,0.6464530892448513,0.7094117647058823,0.7578260869565219
data_lipinski,LRC,cdk_desc,0.9,50,0.1,0.6892295957284515,0.6081235697940504,0.7,0.7595652173913043
data_lipinski,LRC,cdk_desc,0.9,100,0.1,0.6890846681922197,0.6081235697940504,0.7000000000000001,0.7591304347826087
data_lipinski,LRC,cdk_desc,0.7,10,0.03,0.7256378157670391,0.8094965675057209,0.6517647058823529,0.7156521739130436
data_lipinski,LRC,cdk_desc,0.7,50,0.03,0.7474249562525239,0.7763157894736841,0.7511764705882353,0.7147826086956521
data_lipinski,LRC,cdk_desc,0.7,100,0.03,0.7525113294745815,0.7866132723112129,0.7635294117647059,0.707391304347826
data_lipinski,LRC,cdk_desc,0.8,10,0.03,0.7287818010499395,0.8060640732265446,0.6594117647058824,0.7208695652173913
data_lipinski,LRC,cdk_desc,0.8,50,0.03,0.7557634495445775,0.7889016018306636,0.7588235294117648,0.7195652173913044
data_lipinski,LRC,cdk_desc,0.8,100,0.03,0.7520411001929375,0.7894736842105261,0.7588235294117647,0.7078260869565217
data_lipinski,LRC,cdk_desc,0.9,10,0.03,0.7410490420424463,0.8106407322654462,0.6929411764705882,0.7195652173913043
