"NAME [String]","METHOD [String]","degree [Int]","C [Double]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","2.0","0.9639948218483553","0.9592678100263853","0.9662690250925546","0.966447630426126"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","2.0","0.9699669455893322","0.9675681618293754","0.9743418346359524","0.9679908403026688"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","2.0","0.9660305156193557","0.9743843447669306","0.960047305635541","0.963659896455596"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","2.0","0.9772267303543086","0.9758135444151275","0.9819518716577541","0.9739147749900443"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","2.0","0.9615040611991336","0.9632255936675462","0.9590703414232826","0.962216248506572"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","MaxMin","2.0","0.9659715877571579","0.9768029903254177","0.9645207733443028","0.9565909996017532"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","2.0","0.9772353002158196","0.9758135444151275","0.9819775812422872","0.9739147749900443"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","2.0","0.9615040611991336","0.9632255936675462","0.9590703414232826","0.962216248506572"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","MaxMin","2.0","0.9659715877571579","0.9768029903254177","0.9645207733443028","0.9565909996017532"
"data_solubility","SVC_POLY_DESC","2","0.1","cdk_desc","MaxMin","2.0","0.9718948767483253","0.9741369832893579","0.974701768819416","0.9668458781362019"
"data_solubility","SVC_POLY_DESC","3","0.1","cdk_desc","MaxMin","2.0","0.9688389321209905","0.972570360598065","0.9658062525709588","0.9681401831939476"
"data_solubility","SVC_POLY_DESC","4","0.1","cdk_desc","MaxMin","2.0","0.9662378609651346","0.9768029903254177","0.9669374742904154","0.9549731182795709"
"data_solubility","SVC_POLY_DESC","2","1.0","cdk_desc","MaxMin","2.0","0.9632438354420398","0.9642150395778364","0.9566793500617032","0.9688371166865799"
"data_solubility","SVC_POLY_DESC","3","1.0","cdk_desc","MaxMin","2.0","0.9714127425121607","0.9728452066842568","0.9714109419991773","0.9699820788530478"
"data_solubility","SVC_POLY_DESC","4","1.0","cdk_desc","MaxMin","2.0","0.9662378609651346","0.9768029903254177","0.9669374742904154","0.9549731182795709"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","2.0","0.9583878252809956","0.9592678100263851","0.946112710818593","0.9697829549980087"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","2.0","0.9440520496262553","0.9669635004397539","0.9367030028794734","0.9284896455595388"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","2.0","0.921942337480449","0.9580584872471415","0.9007095845331142","0.9070589406610912"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","2.0","0.9596458649199614","0.9618513632365874","0.9522315919374744","0.9648546395858223"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","2.0","0.9599497583889735","0.9660839929639401","0.9495577951460302","0.9642074870569504"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","2.0","0.9210112442234619","0.9583883025505715","0.9011209378856445","0.9035244922341696"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","2.0","0.9319242711815895","0.9339819700967458","0.9369600987248047","0.9248307447232178"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","2.0","0.9588071314124905","0.9678430079155673","0.9609728506787333","0.9476055356431708"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","2.0","0.9265778658558644","0.9583883025505715","0.9252879473467711","0.8960573476702508"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","2.0","0.9319037042442755","0.9341193931398416","0.9369600987248047","0.92463162086818"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","2.0","0.9589708557148148","0.968282761653474","0.9610242698477994","0.9476055356431708"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","2.0","0.9270282320520012","0.9586081794195249","0.9264191690662281","0.8960573476702508"
"data_solubility","SVC_POLY_DESC","2","0.1","rdkit_desc","Standard","2.0","0.9265239912879165","0.9222185576077396","0.9336178527354997","0.9237355635205098"
"data_solubility","SVC_POLY_DESC","3","0.1","rdkit_desc","Standard","2.0","0.9509621319849786","0.9680079155672824","0.9428733031674211","0.9420051772202321"
"data_solubility","SVC_POLY_DESC","4","0.1","rdkit_desc","Standard","2.0","0.9271587958082693","0.9582783641160948","0.9271904566022215","0.8960075667064914"
"data_solubility","SVC_POLY_DESC","2","1.0","rdkit_desc","Standard","2.0","0.9253663466820322","0.9222185576077396","0.9292986425339366","0.9245818399044206"
"data_solubility","SVC_POLY_DESC","3","1.0","rdkit_desc","Standard","2.0","0.9510634233303236","0.9680628847845207","0.9428733031674211","0.9422540820390288"
"data_solubility","SVC_POLY_DESC","4","1.0","rdkit_desc","Standard","2.0","0.9273976330305905","0.9590479331574316","0.927087618264089","0.8960573476702508"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","cdk_desc","Standard","2.0","0.9524636049162613","0.9495932277924362","0.959121760592349","0.9486758263639985"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","cdk_desc","Standard","2.0","0.9260010565048972","0.9261763412489005","0.9398395721925135","0.9119872560732775"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","cdk_desc","Standard","2.0","0.9090140636103108","0.9166666666666664","0.9044117647058827","0.9059637594583831"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","cdk_desc","Standard","2.0","0.940216551158374","0.9404683377308707","0.9376285479226656","0.9425527678215858"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","cdk_desc","Standard","2.0","0.9481977914907751","0.9677330694810905","0.9552653229123819","0.9215949820788529"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","cdk_desc","Standard","2.0","0.9090140636103108","0.9166666666666664","0.9044117647058827","0.9059637594583831"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","Standard","2.0","0.9220334275758267","0.9254617414248021","0.9136672151378034","0.9269713261648747"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","Standard","2.0","0.9483344045128471","0.9703166226912928","0.9511003702180172","0.9235862206292312"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","Standard","2.0","0.9090140636103108","0.9166666666666664","0.9044117647058827","0.9059637594583831"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","Standard","2.0","0.922101986467915","0.9254617414248021","0.9138728918140683","0.9269713261648747"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","Standard","2.0","0.948387007031304","0.9703715919085312","0.9512032085561496","0.9235862206292312"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","Standard","2.0","0.9090140636103108","0.9166666666666664","0.9044117647058827","0.9059637594583831"
"data_solubility","SVC_POLY_DESC","2","0.1","cdk_desc","Standard","2.0","0.9326824152897863","0.9273856640281442","0.9294529000411353","0.9412086818000795"
"data_solubility","SVC_POLY_DESC","3","0.1","cdk_desc","Standard","2.0","0.9481713041099197","0.9703166226912928","0.9505861785273548","0.923611111111111"
"data_solubility","SVC_POLY_DESC","4","0.1","cdk_desc","Standard","2.0","0.9089974699557243","0.9166666666666664","0.9044117647058827","0.9059139784946236"
"data_solubility","SVC_POLY_DESC","2","1.0","cdk_desc","Standard","2.0","0.9326824152897863","0.9273856640281442","0.9294529000411353","0.9412086818000795"
"data_solubility","SVC_POLY_DESC","3","1.0","cdk_desc","Standard","2.0","0.9481721688188327","0.970344107299912","0.9505861785273548","0.9235862206292312"
"data_solubility","SVC_POLY_DESC","4","1.0","cdk_desc","Standard","2.0","0.9089642826465513","0.9166666666666664","0.9044117647058827","0.9058144165671047"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","4.0","0.9659587825063735","0.9643799472295513","0.9626182640888523","0.9708781362007167"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","4.0","0.9677843934573892","0.9710861917326298","0.9662176059234883","0.9660493827160493"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","4.0","0.9759343845422025","0.9796064204045736","0.9787124640065816","0.9694842692154519"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","4.0","0.9649679452382033","0.9685576077396658","0.9585047305635542","0.9678414974113898"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","4.0","0.97316465495408","0.9771328056288477","0.9736733854380913","0.9686877737953006"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","4.0","0.977646568947553","0.9809806508355321","0.973364870423694","0.9785941855834328"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","MaxMin","4.0","0.9808319997510067","0.9824648197009674","0.9790723981900453","0.9809587813620072"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","MaxMin","4.0","0.9739073535561987","0.9808707124010555","0.9731591937474293","0.9676921545201115"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","MaxMin","4.0","0.9570227478629293","0.9774076517150394","0.9450843274372687","0.94857626443648"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","MaxMin","4.0","0.9808574363013219","0.9824648197009674","0.9791238173591116","0.9809836718438868"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","MaxMin","4.0","0.9739073535561987","0.9808707124010555","0.9731591937474293","0.9676921545201115"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","MaxMin","4.0","0.9570227478629293","0.9774076517150394","0.9450843274372687","0.94857626443648"
"data_solubility","SVC_POLY_DESC","2","0.1","rdkit_desc","MaxMin","4.0","0.9803989727045339","0.9829595426561124","0.9751131221719458","0.9831242532855435"
"data_solubility","SVC_POLY_DESC","3","0.1","rdkit_desc","MaxMin","4.0","0.9644374030933213","0.9809256816182937","0.9531571369806664","0.9592293906810035"
"data_solubility","SVC_POLY_DESC","4","0.1","rdkit_desc","MaxMin","4.0","0.9589294518767034","0.9777924362357079","0.964109419991773","0.9348864994026291"
"data_solubility","SVC_POLY_DESC","2","1.0","rdkit_desc","MaxMin","4.0","0.9706182293906699","0.9816952506596307","0.9625668449197862","0.9675925925925926"
"data_solubility","SVC_POLY_DESC","3","1.0","rdkit_desc","MaxMin","4.0","0.9648192081100778","0.9792766051011431","0.9689942410530646","0.9461867781760255"
"data_solubility","SVC_POLY_DESC","4","1.0","rdkit_desc","MaxMin","4.0","0.9636567973101066","0.9781772207563763","0.969045660222131","0.9437475109518121"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","4.0","0.9604615507284114","0.9458553210202287","0.970176881941588","0.9653524492234178"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","4.0","0.9619773525800923","0.9552000879507475","0.9664747017688194","0.9642572680207098"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","4.0","0.9733043401784228","0.9742744063324538","0.9812320032908269","0.9644066109119876"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","4.0","0.9642115329792061","0.9578386103781882","0.9659090909090909","0.9688868976503394"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","4.0","0.9715420183699853","0.9693821459982409","0.9766556972439325","0.9685882118677823"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","4.0","0.9656615962597993","0.9731200527704486","0.960304401480872","0.9635603345280774"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","4.0","0.9777996517052187","0.9758135444151275","0.9827745783628138","0.9748108323377146"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","4.0","0.9618169471743787","0.9638852242744063","0.958453311394488","0.9631123058542421"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","MaxMin","4.0","0.9680178819105678","0.9757036059806508","0.9682743726861374","0.9600756670649154"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","4.0","0.9777996517052187","0.9758135444151275","0.9827745783628138","0.9748108323377146"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","4.0","0.9618340868974009","0.9638852242744063","0.9585047305635541","0.9631123058542421"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","MaxMin","4.0","0.9680178819105678","0.9757036059806508","0.9682743726861374","0.9600756670649154"
"data_solubility","SVC_POLY_DESC","2","0.1","cdk_desc","MaxMin","4.0","0.9715980079445519","0.9735598065083553","0.9742389962978198","0.9669952210274804"
"data_solubility","SVC_POLY_DESC","3","0.1","cdk_desc","MaxMin","4.0","0.9695233936320791","0.9716358839050131","0.9674002468120118","0.9695340501792123"
"data_solubility","SVC_POLY_DESC","4","0.1","cdk_desc","MaxMin","4.0","0.9681378599717224","0.9757036059806508","0.968634306869601","0.9600756670649154"
"data_solubility","SVC_POLY_DESC","2","1.0","cdk_desc","MaxMin","4.0","0.9635473306430983","0.9643799472295514","0.9574249280131636","0.9688371166865799"
"data_solubility","SVC_POLY_DESC","3","1.0","cdk_desc","MaxMin","4.0","0.9718488744493673","0.9718007915567282","0.9718222953517072","0.9719235364396666"
"data_solubility","SVC_POLY_DESC","4","1.0","cdk_desc","MaxMin","4.0","0.9681212663171359","0.9757036059806508","0.968634306869601","0.9600258861011559"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","4.0","0.9652734477000218","0.9672933157431838","0.9535170711641298","0.9750099561927519"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","4.0","0.9429142009376902","0.9669085312225154","0.9367544220485396","0.9250796495420153"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","4.0","0.9275018138289841","0.9655892700087948","0.9058000822706707","0.911116089207487"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","4.0","0.9667311207828561","0.968612576956904","0.960304401480872","0.9712763839107924"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","4.0","0.9615810859169703","0.9671284080914687","0.9539798436857259","0.9636350059737165"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","4.0","0.9295751913108585","0.9655892700087948","0.9158782394076518","0.907258064516129"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","0.94430028199023","0.9501429199648195","0.9466269025092554","0.9361310234966148"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","0.9602661240286362","0.9694371152154793","0.964726450020568","0.9466348068498616"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","0.9308307937682319","0.9655892700087948","0.9278589058000826","0.8990442054958183"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","0.9445201588591833","0.9508025505716796","0.9466269025092554","0.9361310234966148"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","0.9603477131455805","0.9696569920844327","0.964726450020568","0.9466596973317412"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","0.9306115882464753","0.9655892700087948","0.9290929658576721","0.8971525288729589"
"data_solubility","SVC_POLY_DESC","2","0.1","rdkit_desc","Standard","4.0","0.9380969599786373","0.933212401055409","0.9470382558617852","0.9340402230187176"
"data_solubility","SVC_POLY_DESC","3","0.1","rdkit_desc","Standard","4.0","0.9514551255222973","0.9694371152154793","0.9428733031674209","0.9420549581839917"
"data_solubility","SVC_POLY_DESC","4","0.1","rdkit_desc","Standard","4.0","0.9313365207948018","0.9654243623570798","0.9290929658576721","0.8994922341696535"
"data_solubility","SVC_POLY_DESC","2","1.0","rdkit_desc","Standard","4.0","0.9384816447139439","0.933212401055409","0.9410736322501029","0.9411589008363201"
"data_solubility","SVC_POLY_DESC","3","1.0","rdkit_desc","Standard","4.0","0.9514765571685243","0.9693271767810026","0.9428733031674209","0.9422291915571496"
"data_solubility","SVC_POLY_DESC","4","1.0","rdkit_desc","Standard","4.0","0.9310226071320883","0.9655892700087948","0.9287330316742085","0.8987455197132617"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","cdk_desc","Standard","4.0","0.9578131661915598","0.9556948109058927","0.9650863842040314","0.9526583034647551"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","cdk_desc","Standard","4.0","0.9250543717243568","0.9267810026385223","0.9395310571781161","0.9088510553564316"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","cdk_desc","Standard","4.0","0.9140612613627561","0.9212840809146876","0.9113019333607572","0.9095977698128236"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","cdk_desc","Standard","4.0","0.9458377745284517","0.9477792436235708","0.9421534348004936","0.9475806451612911"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","cdk_desc","Standard","4.0","0.9496226408447974","0.9695470536499559","0.9559337721102429","0.9233870967741934"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","cdk_desc","Standard","4.0","0.9135823768056062","0.9204595426561124","0.910839160839161","0.9094484269215453"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","0.9317859918583412","0.9330474934036938","0.9282702591526121","0.9340402230187177"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","0.9502724993660948","0.970976253298153","0.9535170711641299","0.9263241736360015"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","0.9138201486541729","0.9204595426561124","0.9113533525298233","0.9096475507765831"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","0.9318893762649093","0.9330474934036938","0.9286301933360757","0.9339904420549583"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","0.9501359276503538","0.970976253298153","0.9531571369806664","0.926274392672242"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","0.9138378344456305","0.9204595426561124","0.9114561908679558","0.9095977698128236"
"data_solubility","SVC_POLY_DESC","2","0.1","cdk_desc","Standard","4.0","0.9402881505368187","0.9356860158311344","0.9397881530234472","0.9453902827558742"
"data_solubility","SVC_POLY_DESC","3","0.1","cdk_desc","Standard","4.0","0.950243499386049","0.9711961301671063","0.9532599753187988","0.926274392672242"
"data_solubility","SVC_POLY_DESC","4","0.1","cdk_desc","Standard","4.0","0.9134465603464563","0.9197999120492522","0.9109419991772935","0.9095977698128236"
"data_solubility","SVC_POLY_DESC","2","1.0","cdk_desc","Standard","4.0","0.9402910633040356","0.9357959542656111","0.939736733854381","0.9453405017921147"
"data_solubility","SVC_POLY_DESC","3","1.0","cdk_desc","Standard","4.0","0.9503758837726628","0.970976253298153","0.9538770053475936","0.926274392672242"
"data_solubility","SVC_POLY_DESC","4","1.0","cdk_desc","Standard","4.0","0.9138035549995864","0.9204595426561124","0.9113533525298233","0.9095977698128236"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","6.0","0.9642058825126555","0.9687774846086192","0.9595331139448787","0.9643070489844683"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","6.0","0.9671943883230534","0.9702066842568162","0.9648292883587001","0.966547192353644"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","6.0","0.9765743822418163","0.9804859278803869","0.9785582064993831","0.970679012345679"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","6.0","0.9658938137621069","0.9667985927880387","0.9587104072398192","0.9721724412584627"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","6.0","0.975270787924222","0.9794415127528583","0.976090086384204","0.9702807646356033"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","6.0","0.9782503485951408","0.9824648197009674","0.972696421225833","0.9795898048586219"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","0.9812110280583957","0.9821350043975373","0.9790209790209792","0.9824771007566706"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","0.9753216366750993","0.9808707124010556","0.9735191279308929","0.9715750696933493"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","0.9604925937284149","0.9791666666666665","0.9525401069518717","0.9497710075667065"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","0.9812027312311025","0.9821350043975373","0.9790209790209792","0.9824522102747909"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","0.9753133398478059","0.9808707124010556","0.9735191279308929","0.9715501792114695"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","0.9605091873830013","0.9791666666666665","0.9525401069518717","0.9498207885304659"
"data_solubility","SVC_POLY_DESC","2","0.1","rdkit_desc","MaxMin","6.0","0.9801342306944228","0.9826297273526823","0.9745989304812835","0.983174034249303"
"data_solubility","SVC_POLY_DESC","3","0.1","rdkit_desc","MaxMin","6.0","0.9668352312155052","0.9804859278803868","0.9568078979843686","0.9632118677817603"
"data_solubility","SVC_POLY_DESC","4","0.1","rdkit_desc","MaxMin","6.0","0.9631618724699306","0.9787269129287596","0.9692513368983958","0.9415073675826365"
"data_solubility","SVC_POLY_DESC","2","1.0","rdkit_desc","MaxMin","6.0","0.9723181814488292","0.9810905892700088","0.9634923899629781","0.9723715651135006"
"data_solubility","SVC_POLY_DESC","3","1.0","rdkit_desc","MaxMin","6.0","0.9685635485752252","0.9784520668425679","0.9755758946935418","0.9516626841895659"
"data_solubility","SVC_POLY_DESC","4","1.0","rdkit_desc","MaxMin","6.0","0.9675149947595433","0.9787543975373788","0.975164541341012","0.9486260454002389"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","6.0","0.9576720143538306","0.9494832893579597","0.9686343068696012","0.9548984468339314"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","6.0","0.9624388249833431","0.9561895338610378","0.9663718634306872","0.9647550776583044"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","6.0","0.9742210313576907","0.9753188214599824","0.9816433566433567","0.9657009159697332"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","6.0","0.9633731326149041","0.9556948109058927","0.9651892225421639","0.9692353643966556"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","6.0","0.9727585215349229","0.9710312225153913","0.9785067873303167","0.9687375547590606"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","6.0","0.9645514170317635","0.9708113456464381","0.9594816947758125","0.9633612106730397"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","0.977896364108242","0.976198328935796","0.9829288358700125","0.9745619275189173"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","6.0","0.9626163881897895","0.9645723394898856","0.9574763471822296","0.965800477897253"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","MaxMin","6.0","0.9694990480299636","0.9741094986807387","0.9702797202797203","0.9641079251294316"
"data_solubility","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","0.977913503831264","0.976198328935796","0.9829802550390786","0.9745619275189173"
"data_solubility","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","6.0","0.9626255497259958","0.9645998240985048","0.9574763471822296","0.965800477897253"
"data_solubility","SVC_POLY_DESC","4","0.01","cdk_desc","MaxMin","6.0","0.9695505584115492","0.9741644678979771","0.9702797202797203","0.9642074870569505"
"data_solubility","SVC_POLY_DESC","2","0.1","cdk_desc","MaxMin","6.0","0.9708604197514431","0.9726528144239226","0.9738790621143564","0.9660493827160506"
"data_solubility","SVC_POLY_DESC","3","0.1","cdk_desc","MaxMin","6.0","0.9699120188851066","0.9703166226912928","0.9688399835458661","0.970579450418161"
"data_solubility","SVC_POLY_DESC","4","0.1","cdk_desc","MaxMin","6.0","0.9695505584115492","0.9741644678979771","0.9702797202797203","0.9642074870569505"
"data_solubility","SVC_POLY_DESC","2","1.0","cdk_desc","MaxMin","6.0","0.963400381213718","0.9637203166226913","0.9580419580419582","0.9684388689765043"
"data_solubility","SVC_POLY_DESC","3","1.0","cdk_desc","MaxMin","6.0","0.9717004339667961","0.9703166226912928","0.9716166186754421","0.973168060533653"
"data_solubility","SVC_POLY_DESC","4","1.0","cdk_desc","MaxMin","6.0","0.9695505584115492","0.9741644678979771","0.9702797202797203","0.9642074870569505"
"data_solubility","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","6.0","0.9692600465098415","0.9719656992084432","0.9588132455779513","0.9770011947431302"
"data_solubility","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","6.0","0.9417808326938126","0.9678979771328057","0.9380399012751953","0.9194046196734369"
"data_solubility","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","6.0","0.9310915367815914","0.9686675461741422","0.9104792266556975","0.9141278375149343"
"data_solubility","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","6.0","0.9687167284167263","0.9705914687774844","0.9632867132867132","0.9722720031859816"
"data_solubility","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","6.0","0.9623627426748067","0.9688874230430957","0.9575277663512957","0.9606730386300288"
"data_solubility","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","6.0","0.9328524709692597","0.9686675461741422","0.9200431921020161","0.9098466746316208"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","6.0","0.9496900686350059","0.956409410729991","0.9512032085561497","0.9414575866188769"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","6.0","0.9609473808816394","0.9707014072119613","0.9657548334018924","0.9463859020310643"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","6.0","0.9360668823377929","0.9686675461741422","0.9305327025915264","0.9090003982477101"
"data_solubility","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","6.0","0.9497633609246571","0.9566292875989444","0.9512032085561497","0.9414575866188769"
"data_solubility","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","6.0","0.9608823854192815","0.9704815303430079","0.9657548334018924","0.9464107925129439"
"data_solubility","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","6.0","0.9366366184906089","0.9687225153913805","0.93089263677499","0.910294703305456"
"data_solubility","SVC_POLY_DESC","2","0.1","rdkit_desc","Standard","6.0","0.9421168020372264","0.9370052770448547","0.9518202385849446","0.9375248904818797"
"data_solubility","SVC_POLY_DESC","3","0.1","rdkit_desc","Standard","6.0","0.9516386785384651","0.9707014072119613","0.943130399012752","0.941084229390682"
"data_solubility","SVC_POLY_DESC","4","0.1","rdkit_desc","Standard","6.0","0.9362366413627069","0.9686675461741422","0.93089263677499","0.9091497411389884"
"data_solubility","SVC_POLY_DESC","2","1.0","rdkit_desc","Standard","6.0","0.9439819329082607","0.9370052770448547","0.9477581242287126","0.9471823974512147"
