"NAME [String]","METHOD [String]","degree [Int]","C [Double]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_lipinski","SVC_POLY_DESC","3","0.1","cdk_desc","MaxMin","4.0","0.7042781653442011","0.6299465240641712","0.6961063627730295","0.7867816091954024"
"data_lipinski","SVC_POLY_DESC","4","0.1","cdk_desc","MaxMin","4.0","0.7103905510261156","0.6122994652406417","0.7108262108262108","0.8080459770114944"
"data_lipinski","SVC_POLY_DESC","2","1.0","cdk_desc","MaxMin","4.0","0.6939696719277517","0.643850267379679","0.6851851851851852","0.7528735632183908"
"data_lipinski","SVC_POLY_DESC","3","1.0","cdk_desc","MaxMin","4.0","0.7042781653442011","0.6299465240641712","0.6961063627730295","0.7867816091954024"
"data_lipinski","SVC_POLY_DESC","4","1.0","cdk_desc","MaxMin","4.0","0.7103905510261156","0.6122994652406417","0.7108262108262108","0.8080459770114944"
"data_lipinski","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","4.0","0.5987795583242957","0.5588235294117647","0.5593542260208927","0.67816091954023"
"data_lipinski","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","4.0","0.64510973129409","0.6240641711229946","0.6377018043684709","0.6735632183908046"
"data_lipinski","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","4.0","0.6213047238740274","0.6294117647058822","0.631054131054131","0.603448275862069"
"data_lipinski","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","4.0","0.6102661322517081","0.5935828877005348","0.560778727445394","0.6764367816091954"
"data_lipinski","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","4.0","0.64174549479936","0.63475935828877","0.6490978157644824","0.6413793103448275"
"data_lipinski","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","4.0","0.6213047238740274","0.6294117647058822","0.631054131054131","0.603448275862069"
"data_lipinski","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","0.5923088247406482","0.5625668449197863","0.6120607787274455","0.6022988505747127"
"data_lipinski","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","0.64174549479936","0.63475935828877","0.6490978157644824","0.6413793103448275"
"data_lipinski","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","0.6213047238740274","0.6294117647058822","0.631054131054131","0.603448275862069"
"data_lipinski","SVC_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","0.5923088247406482","0.5625668449197863","0.6120607787274455","0.6022988505747127"
"data_lipinski","SVC_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","0.6415872168633042","0.63475935828877","0.6486229819563153","0.6413793103448275"
"data_lipinski","SVC_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","0.6213047238740274","0.6294117647058822","0.631054131054131","0.603448275862069"
"data_lipinski","SVC_POLY_DESC","2","0.1","rdkit_desc","Standard","4.0","0.5923088247406482","0.5625668449197863","0.6120607787274455","0.6022988505747127"
"data_lipinski","SVC_POLY_DESC","3","0.1","rdkit_desc","Standard","4.0","0.64174549479936","0.63475935828877","0.6490978157644824","0.6413793103448275"
"data_lipinski","SVC_POLY_DESC","4","0.1","rdkit_desc","Standard","4.0","0.6213047238740274","0.6294117647058822","0.631054131054131","0.603448275862069"
"data_lipinski","SVC_POLY_DESC","2","1.0","rdkit_desc","Standard","4.0","0.5923088247406482","0.5625668449197863","0.6120607787274455","0.6022988505747127"
"data_lipinski","SVC_POLY_DESC","3","1.0","rdkit_desc","Standard","4.0","0.64174549479936","0.63475935828877","0.6490978157644824","0.6413793103448275"
"data_lipinski","SVC_POLY_DESC","4","1.0","rdkit_desc","Standard","4.0","0.6213047238740274","0.6294117647058822","0.631054131054131","0.603448275862069"
"data_lipinski","SVC_POLY_DESC","2","1.0E-5","cdk_desc","Standard","4.0","0.6422496142577279","0.6058823529411764","0.6794871794871794","0.6413793103448276"
"data_lipinski","SVC_POLY_DESC","3","1.0E-5","cdk_desc","Standard","4.0","0.706184012066365","0.6647058823529413","0.6538461538461537","0.7999999999999999"
"data_lipinski","SVC_POLY_DESC","4","1.0E-5","cdk_desc","Standard","4.0","0.6775478092471556","0.6764705882352942","0.6728395061728394","0.6833333333333333"
"data_lipinski","SVC_POLY_DESC","2","1.0E-4","cdk_desc","Standard","4.0","0.6583394931265114","0.6069518716577539","0.6709401709401708","0.6971264367816093"
"data_lipinski","SVC_POLY_DESC","3","1.0E-4","cdk_desc","Standard","4.0","0.6951292424134433","0.6497326203208557","0.6528964862298194","0.7827586206896552"
"data_lipinski","SVC_POLY_DESC","4","1.0E-4","cdk_desc","Standard","4.0","0.6775478092471556","0.6764705882352942","0.6728395061728394","0.6833333333333333"
"data_lipinski","SVC_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","0.7173838673951362","0.6652406417112299","0.6961063627730293","0.7908045977011496"
"data_lipinski","SVC_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","0.6951292424134433","0.6497326203208557","0.6528964862298194","0.7827586206896552"
"data_lipinski","SVC_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","0.6775478092471556","0.6764705882352942","0.6728395061728394","0.6833333333333333"
"data_lipinski","SVC_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","0.7175521329228789","0.6655080213903742","0.6963437796771129","0.7908045977011496"
"data_lipinski","SVC_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","0.6951292424134433","0.6497326203208557","0.6528964862298194","0.7827586206896552"
"data_lipinski","SVC_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","0.6775478092471556","0.6764705882352942","0.6728395061728394","0.6833333333333333"
"data_lipinski","SVC_POLY_DESC","2","0.1","cdk_desc","Standard","4.0","0.7173838673951362","0.6652406417112299","0.6961063627730293","0.7908045977011496"
"data_lipinski","SVC_POLY_DESC","3","0.1","cdk_desc","Standard","4.0","0.6951292424134433","0.6497326203208557","0.6528964862298194","0.7827586206896552"
"data_lipinski","SVC_POLY_DESC","4","0.1","cdk_desc","Standard","4.0","0.6775478092471556","0.6764705882352942","0.6728395061728394","0.6833333333333333"
"data_lipinski","SVC_POLY_DESC","2","1.0","cdk_desc","Standard","4.0","0.7173838673951362","0.6652406417112299","0.6961063627730293","0.7908045977011496"
"data_lipinski","SVC_POLY_DESC","3","1.0","cdk_desc","Standard","4.0","0.6951292424134433","0.6497326203208557","0.6528964862298194","0.7827586206896552"
"data_lipinski","SVC_POLY_DESC","4","1.0","cdk_desc","Standard","4.0","0.6776435946877687","0.6764705882352942","0.6728395061728394","0.6836206896551724"
"data_lipinski","SVC_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","6.0","0.5367439061827161","0.4401069518716577","0.5655270655270654","0.6045977011494253"
"data_lipinski","SVC_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","6.0","0.6281349202805141","0.6181818181818182","0.5403608736942069","0.7258620689655173"
"data_lipinski","SVC_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","6.0","0.6442777316340534","0.6272727272727273","0.5883190883190882","0.7172413793103447"
"data_lipinski","SVC_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","6.0","0.5902407365670831","0.6088235294117648","0.5308641975308641","0.6310344827586206"
"data_lipinski","SVC_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","6.0","0.6632894013556623","0.6465240641711231","0.6054131054131053","0.7379310344827587"
"data_lipinski","SVC_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","6.0","0.6844984813431964","0.6962566844919786","0.6158594491927825","0.7413793103448276"
"data_lipinski","SVC_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","0.6728167349307759","0.6609625668449198","0.6092117758784424","0.7482758620689655"
"data_lipinski","SVC_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","0.6485831162301751","0.6213903743315508","0.641025641025641","0.6833333333333335"
"data_lipinski","SVC_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","0.6317863657056806","0.5925133689839572","0.647673314339981","0.6551724137931034"
"data_lipinski","SVC_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","0.6728167349307759","0.6609625668449198","0.6092117758784424","0.7482758620689655"
"data_lipinski","SVC_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","0.6485831162301751","0.6213903743315508","0.641025641025641","0.6833333333333335"
"data_lipinski","SVC_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","0.6317863657056806","0.5925133689839572","0.647673314339981","0.6551724137931034"
"data_lipinski","SVC_POLY_DESC","2","0.1","rdkit_desc","MaxMin","6.0","0.683735282822504","0.6700534759358289","0.6196581196581196","0.7614942528735633"
"data_lipinski","SVC_POLY_DESC","3","0.1","rdkit_desc","MaxMin","6.0","0.6288041939946379","0.5898395721925134","0.6419753086419752","0.6545977011494254"
"data_lipinski","SVC_POLY_DESC","4","0.1","rdkit_desc","MaxMin","6.0","0.6317863657056806","0.5925133689839572","0.647673314339981","0.6551724137931034"
"data_lipinski","SVC_POLY_DESC","2","1.0","rdkit_desc","MaxMin","6.0","0.6248073010637807","0.5834224598930482","0.6329534662867995","0.6580459770114943"
"data_lipinski","SVC_POLY_DESC","3","1.0","rdkit_desc","MaxMin","6.0","0.6288041939946379","0.5898395721925134","0.6419753086419752","0.6545977011494254"
"data_lipinski","SVC_POLY_DESC","4","1.0","rdkit_desc","MaxMin","6.0","0.6317863657056806","0.5925133689839572","0.647673314339981","0.6551724137931034"
"data_lipinski","SVC_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","6.0","0.6082049875266012","0.7288770053475936","0.5721747388414055","0.5235632183908047"
"data_lipinski","SVC_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","6.0","0.7124881495852873","0.681283422459893","0.7274453941120607","0.7287356321839081"
"data_lipinski","SVC_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","6.0","0.707386282279228","0.6529411764705881","0.6818613485280152","0.7873563218390804"
"data_lipinski","SVC_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","6.0","0.7139596936757181","0.6850267379679145","0.7051282051282051","0.7517241379310347"
"data_lipinski","SVC_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","6.0","0.7149001996759491","0.6780748663101603","0.7269705603038935","0.7396551724137932"
"data_lipinski","SVC_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","6.0","0.7283460168743018","0.6304812834224599","0.7269705603038935","0.8275862068965518"
"data_lipinski","SVC_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","0.7086582730035514","0.66951871657754","0.7288698955365621","0.7275862068965518"
"data_lipinski","SVC_POLY_DESC","3","0.01","cdk_desc","MaxMin","6.0","0.701935759880317","0.6310160427807486","0.690883190883191","0.7839080459770116"
