name,method,feature,depth,trees,auc,f1,f2,f3
data_tuberculosis,RFC,cdk_desc,10,20,0.6731910317293928,0.6630179028132992,0.6714575771324863,0.685097615242393
data_tuberculosis,RFC,rdkit_desc,10,20,0.6682176726913621,0.6558826221564141,0.6664711887477313,0.6822992071699414
data_tuberculosis,RFC,cdk_fp,10,30,0.6729290250700564,0.6747443801319156,0.6764808303085299,0.6675618647697239
data_tuberculosis,RFC,rdkit_fp,10,30,0.6694707003692539,0.6676451743168664,0.6754905852994555,0.6652763414914398
data_tuberculosis,RFC,cdk_desc,10,30,0.6791651123931058,0.6809390227486878,0.6702569192377495,0.6862993951928802
data_tuberculosis,RFC,rdkit_desc,10,30,0.671291307191146,0.669005788127608,0.6729316016333936,0.6719365318124367
data_tuberculosis,RFC,cdk_fp,10,40,0.6883298519159182,0.7039504643962847,0.6875419691470053,0.6734971222044644
data_tuberculosis,RFC,rdkit_fp,10,40,0.6606179398110683,0.6634394938753534,0.6610469600725954,0.657367365485256
data_tuberculosis,RFC,cdk_desc,10,40,0.6907141450078889,0.682834298021268,0.7006187613430127,0.688689375659386
data_tuberculosis,RFC,rdkit_desc,10,40,0.6739357430889366,0.6631018979674249,0.6799336433756805,0.6787716879237047
data_tuberculosis,RFC,cdk_fp,10,50,0.6726529247771471,0.6774370709382151,0.6759097096188748,0.6646119937743517
data_tuberculosis,RFC,rdkit_fp,10,50,0.6654915123412606,0.6741817202853683,0.6659789019963703,0.6563139147420431
data_tuberculosis,RFC,cdk_desc,10,50,0.6881708393796045,0.6786361556064072,0.6880234800362975,0.697852882496109
data_tuberculosis,RFC,rdkit_desc,10,50,0.671126925124956,0.663798088571813,0.6713520871143376,0.6782305996887177
data_tuberculosis,RFC,cdk_fp,15,10,0.660606584129123,0.6602331403957464,0.6687641787658801,0.6528224332257425
data_tuberculosis,RFC,rdkit_fp,15,10,0.635648914520283,0.6496072149683673,0.6180490018148821,0.6392905267776002
data_tuberculosis,RFC,cdk_desc,15,10,0.6461783681413135,0.6391821241082245,0.6609743647912886,0.6383786155244274
data_tuberculosis,RFC,rdkit_desc,15,10,0.6485885052555932,0.6635595638713152,0.6437108666061705,0.6384950852892942
data_tuberculosis,RFC,cdk_fp,15,20,0.6640586926528056,0.6643192892717726,0.6583274727767695,0.6695293159098744
data_tuberculosis,RFC,rdkit_fp,15,20,0.6631341811893068,0.6668972943868623,0.6684794691470053,0.654025780034053
data_tuberculosis,RFC,cdk_desc,15,20,0.670124295599622,0.6684781262619465,0.6689371597096189,0.6729576008273008
data_tuberculosis,RFC,rdkit_desc,15,20,0.6640717238297547,0.6550394400323059,0.6636530172413793,0.6735227142155787
data_tuberculosis,RFC,cdk_fp,15,30,0.6845799831480892,0.6957937811280118,0.6802932168784029,0.6776529514378532
data_tuberculosis,RFC,rdkit_fp,15,30,0.6767278673854387,0.6742576389823665,0.682188067150635,0.6737378960233147
data_tuberculosis,RFC,cdk_desc,15,30,0.6734752612043464,0.6812028536815183,0.6596631125226861,0.6795598174088348
data_tuberculosis,RFC,rdkit_desc,15,30,0.6656710252260519,0.6553458069726746,0.6661603901996369,0.6755068785058442
data_tuberculosis,RFC,cdk_fp,15,40,0.6983377995438369,0.7155084129761744,0.6973525408348459,0.6821524448204903
data_tuberculosis,RFC,rdkit_fp,15,40,0.6709661051018202,0.6766563467492261,0.6650141787658801,0.6712277897903545
data_tuberculosis,RFC,cdk_desc,15,40,0.6889745145573667,0.6837953964194372,0.6888560571687841,0.694272090083879
data_tuberculosis,RFC,rdkit_desc,15,40,0.6659696679227198,0.66014699151972,0.6759567831215971,0.6618052291268423
data_tuberculosis,RFC,cdk_fp,15,50,0.687113206766478,0.6954201103782475,0.6868443738656989,0.6790751360554876
data_tuberculosis,RFC,rdkit_fp,15,50,0.6771626145750016,0.688793646520393,0.6776962341197822,0.6649979630848296
data_tuberculosis,RFC,cdk_desc,15,50,0.6830770635859211,0.6801771436263293,0.6831970281306716,0.6858570190007628
data_tuberculosis,RFC,rdkit_desc,15,50,0.6724049056318391,0.6608431821241081,0.6788084165154264,0.6775631182559827
data_tuberculosis,RFC,cdk_fp,20,10,0.6666507833848256,0.6597663211737784,0.682989450998185,0.6571965779825137
data_tuberculosis,RFC,rdkit_fp,20,10,0.6468047166978147,0.6575108359133127,0.6360072595281308,0.6468960546520008
data_tuberculosis,RFC,cdk_desc,20,10,0.6402653600537842,0.6415528334903755,0.6530098684210528,0.6262333782499243
data_tuberculosis,RFC,rdkit_desc,20,10,0.6437360064636737,0.6565115089514066,0.6398020644283121,0.6348944460113022
data_tuberculosis,RFC,cdk_fp,20,20,0.6742912803491445,0.6715347960694577,0.6732656533575316,0.6780733916204446
data_tuberculosis,RFC,rdkit_fp,20,20,0.6649907691298109,0.6686305020864182,0.66539416969147,0.6609476356115446
data_tuberculosis,RFC,cdk_desc,20,20,0.6661262685329908,0.6701596446358864,0.6638656987295827,0.6643534622335038
data_tuberculosis,RFC,rdkit_desc,20,20,0.6584908463523443,0.6568065688517969,0.6546546052631579,0.6640113649420784
data_tuberculosis,RFC,cdk_fp,20,30,0.6896836144654813,0.6986388477587829,0.6880960753176045,0.6823159203200568
data_tuberculosis,RFC,rdkit_fp,20,30,0.6842619369650618,0.6832408130300175,0.6859040381125227,0.6836409597526452
data_tuberculosis,RFC,cdk_desc,20,30,0.6688700338312544,0.6727511105128551,0.6607781306715064,0.6730808603094022
data_tuberculosis,RFC,rdkit_desc,20,30,0.6603104156281667,0.6473161932965406,0.6597345735027224,0.6738804800852372
data_tuberculosis,RFC,cdk_fp,20,40,0.6998298109921821,0.7193808049535604,0.7006522232304899,0.6794564047924959
data_tuberculosis,RFC,rdkit_fp,20,40,0.6798005757724878,0.6885508143760938,0.6786360027223229,0.6722149102190466
data_tuberculosis,RFC,cdk_desc,20,40,0.6865809512741118,0.6815436801722978,0.6827864110707803,0.695412762579257
data_tuberculosis,RFC,rdkit_desc,20,40,0.6626241342960819,0.6578963521335309,0.6723553765880218,0.6576206741666929
data_tuberculosis,RFC,cdk_fp,20,50,0.6926501136883357,0.7004899717323999,0.7000414019963703,0.6774189673362373
data_tuberculosis,RFC,rdkit_fp,20,50,0.6874428234186337,0.6981774128415668,0.6844544010889293,0.6796966563254051
data_tuberculosis,RFC,cdk_desc,20,50,0.6801634328538935,0.6819421187239199,0.6798287205081669,0.6787194593295938
data_tuberculosis,RFC,rdkit_desc,20,50,0.6719635228442807,0.6612997711670481,0.682396778584392,0.6721940187814025
data_tuberculosis,RFC,cdk_fp,30,10,0.6681221184165343,0.6676500201911428,0.6753419918330309,0.6613743432254291
data_tuberculosis,RFC,rdkit_fp,30,10,0.6592899005735485,0.6728975636021,0.6422946914700545,0.6626774466484912
data_tuberculosis,RFC,cdk_desc,30,10,0.6388819915277859,0.644662807914928,0.6507083711433758,0.6212747955250542
data_tuberculosis,RFC,rdkit_desc,30,10,0.6402000144863587,0.6510125185085476,0.6385015880217786,0.6310859369287499
data_tuberculosis,RFC,cdk_fp,30,20,0.6867989554831554,0.6847661865661596,0.686201225045372,0.6894294548379346
data_tuberculosis,RFC,rdkit_fp,30,20,0.672084893921528,0.6687107282272176,0.6797141560798547,0.667829797457512
data_tuberculosis,RFC,cdk_desc,30,20,0.6655925062985404,0.6703798627002288,0.6655455989110707,0.6608520572843221
data_tuberculosis,RFC,rdkit_desc,30,20,0.6563831187062776,0.6546458473549602,0.6506159255898367,0.6638875831740362
data_tuberculosis,RFC,cdk_fp,30,30,0.6978920750246635,0.709848431821241,0.6933297413793104,0.6904980518734397
data_tuberculosis,RFC,rdkit_fp,30,30,0.6895136986792553,0.6954265715439492,0.697560117967332,0.675554406526485
data_tuberculosis,RFC,cdk_desc,30,30,0.6671347392139616,0.6690908601426842,0.6585441243194192,0.6737692331797814
data_tuberculosis,RFC,rdkit_desc,30,30,0.6594424141320248,0.6471546641539911,0.6584437386569872,0.6727288395850961
data_tuberculosis,RFC,cdk_fp,30,40,0.7025088603352684,0.7217612060842643,0.7005779264972775,0.6851874484242635
data_tuberculosis,RFC,rdkit_fp,30,40,0.6838806097854588,0.6957270157490913,0.6826083257713248,0.6733064878359604
data_tuberculosis,RFC,cdk_desc,30,40,0.6835893833574703,0.6784250908601427,0.6804922867513612,0.6918507724609071
data_tuberculosis,RFC,rdkit_desc,30,40,0.6615254174437053,0.6560059227352268,0.6723786297640654,0.6561916998318239
data_tuberculosis,RFC,cdk_fp,30,50,0.6993472092089286,0.7131613945349308,0.7054389745916516,0.6794412585002035
data_tuberculosis,RFC,rdkit_fp,30,50,0.6903165522455695,0.6980401130703999,0.6892644056261343,0.6836451380401743
data_tuberculosis,RFC,cdk_desc,30,50,0.6790423378812169,0.680675730246332,0.6793477767695102,0.6771035066278088
data_tuberculosis,RFC,rdkit_desc,30,50,0.671758357669495,0.6607349575986002,0.6816702586206895,0.6728698567891951
data_solubility,RFC,cdk_fp,5,10,0.8429584747234179,0.8369482581279908,0.8371178258537457,0.8548093401885175
data_solubility,RFC,rdkit_fp,5,10,0.8401780316086362,0.8532713206028353,0.8495142737946243,0.8177485004284492
data_solubility,RFC,cdk_desc,5,10,0.9630450296532153,0.9481016054738161,0.9817629179331306,0.9592705655526993
data_solubility,RFC,rdkit_desc,5,10,0.975399358567072,0.9691874245337865,0.9795577805590321,0.9774528706083976
data_solubility,RFC,cdk_fp,5,20,0.8589048111522898,0.8327445105317293,0.9172775493175992,0.8266923736075408
data_solubility,RFC,rdkit_fp,5,20,0.8795928469604514,0.8369929788471,0.8990702664044341,0.90271529562982
data_solubility,RFC,cdk_desc,5,20,0.9672167754134763,0.9563972988685658,0.9724059836700638,0.9728470437017994
data_solubility,RFC,rdkit_desc,5,20,0.9717458323182996,0.9624569563078574,0.9800941653257047,0.9726863753213368
data_solubility,RFC,cdk_fp,5,30,0.8761149590012745,0.826192925182237,0.8857798438524346,0.9163721079691518
data_solubility,RFC,rdkit_fp,5,30,0.8894386913459764,0.869639103796789,0.9014243995470529,0.8972525706940874
data_solubility,RFC,cdk_desc,5,30,0.9720904210304725,0.9627252806225124,0.9786638059479111,0.9748821765209941
data_solubility,RFC,rdkit_desc,5,30,0.9804450749371215,0.9781315683556192,0.9862327909887358,0.9769708654670095
data_solubility,RFC,cdk_fp,5,40,0.8914506307543567,0.8476141496355262,0.9365278026104059,0.8902099400171379
data_solubility,RFC,rdkit_fp,5,40,0.8990920059893962,0.8820491033495819,0.8982656892544251,0.9169612253641817
data_solubility,RFC,cdk_desc,5,40,0.9726523820248438,0.9722284334332095,0.976041480421956,0.9696872322193658
data_solubility,RFC,rdkit_desc,5,40,0.9771906961310817,0.9757613702428336,0.9809285416294178,0.974882176520994
data_solubility,RFC,cdk_fp,5,50,0.9266254914529838,0.9144716247037252,0.9420704451993563,0.9233344044558698
data_solubility,RFC,rdkit_fp,5,50,0.8916081971878752,0.8498278252314297,0.9246379402824959,0.9003588260497001
data_solubility,RFC,cdk_desc,5,50,0.9760558931402907,0.9748669558606502,0.9778294296441981,0.975471293916024
data_solubility,RFC,rdkit_desc,5,50,0.9785142114944843,0.9789365412995841,0.9834912688479647,0.973114824335904
data_solubility,RFC,cdk_fp,10,10,0.8976035628441554,0.8850677518894504,0.8859884379283629,0.921754498714653
data_solubility,RFC,rdkit_fp,10,10,0.9138721629194686,0.9204642010643531,0.8914714822099052,0.9296808054841476
data_solubility,RFC,cdk_desc,10,10,0.9561676914618469,0.9448146326192924,0.978663805947911,0.9450246358183376
data_solubility,RFC,rdkit_desc,10,10,0.9667871071782175,0.9616072626447832,0.9738065438941537,0.9649475149957155
data_solubility,RFC,cdk_fp,10,20,0.8924725712841006,0.8706900406958544,0.9243101495917516,0.8824175235646959
data_solubility,RFC,rdkit_fp,10,20,0.914198574047971,0.9017933008362775,0.9173073484713035,0.9234950728363325
data_solubility,RFC,cdk_desc,10,20,0.9626373191926743,0.954943875497518,0.964807199475535,0.9681608826049701
data_solubility,RFC,rdkit_desc,10,20,0.9668486972685724,0.9656097670050533,0.98131593062757,0.9536203941730934
data_solubility,RFC,cdk_fp,10,30,0.9102265353676012,0.9016814990385044,0.9107515346564159,0.9182465724078835
data_solubility,RFC,rdkit_fp,10,30,0.9070223467125779,0.906623138500067,0.8921270635913939,0.9223168380462725
data_solubility,RFC,cdk_desc,10,30,0.9714555319091291,0.9623227941505299,0.9789021991775434,0.9731416023993145
data_solubility,RFC,rdkit_desc,10,30,0.9769792556765357,0.9680246858369482,0.9849514273794624,0.9779616538131963
data_solubility,RFC,cdk_fp,10,40,0.9228475835749774,0.8931845624077636,0.9406698849752667,0.9346883033419023
data_solubility,RFC,rdkit_fp,10,40,0.915086797049746,0.8983274451053173,0.9220454139102451,0.9248875321336761
data_solubility,RFC,cdk_desc,10,40,0.9699837155681801,0.9776620008049728,0.9760712795756601,0.9562178663239075
data_solubility,RFC,rdkit_desc,10,40,0.9772801667708935,0.9772595143329905,0.9822695035460993,0.9723114824335904
data_solubility,RFC,cdk_fp,10,50,0.9426824803452913,0.9280220025938017,0.9592049585791764,0.9408204798628962
data_solubility,RFC,rdkit_fp,10,50,0.912095737628001,0.9062653727471939,0.926396090351034,0.9036257497857754
data_solubility,RFC,cdk_desc,10,50,0.9795022134114215,0.979316667412012,0.9804517551701531,0.9787382176520995
data_solubility,RFC,rdkit_desc,10,50,0.9769858222910518,0.9825589195474264,0.9844150426127898,0.9639835047129391
data_solubility,RFC,cdk_fp,15,10,0.9111100311920942,0.9093063816466169,0.9013052029322367,0.9227185089974294
data_solubility,RFC,rdkit_fp,15,10,0.9091261507113897,0.8864764545413891,0.8968949281840395,0.9440070694087405
data_solubility,RFC,cdk_desc,15,10,0.9493540288723363,0.9390232994946558,0.9715120090589427,0.9375267780634104
data_solubility,RFC,rdkit_desc,15,10,0.9635577426422797,0.9603550825097267,0.9732701591274809,0.9570479862896315
data_solubility,RFC,cdk_fp,15,20,0.9144974195245688,0.9019498233531594,0.9438881935753025,0.8976542416452443
data_solubility,RFC,rdkit_fp,15,20,0.9144155288533424,0.9146057868610528,0.9008880147803802,0.9277527849185947
data_solubility,RFC,cdk_desc,15,20,0.9604418612228632,0.9472519118107419,0.9659395673162883,0.9681341045415596
data_solubility,RFC,rdkit_desc,15,20,0.9640257665230996,0.9651401994544072,0.9803325585553371,0.9466045415595544
data_solubility,RFC,cdk_fp,15,30,0.9220459006536408,0.9198604713563794,0.9174265450861195,0.9288506855184234
data_solubility,RFC,rdkit_fp,15,30,0.921500310657284,0.9317114619203076,0.9093211752786221,0.9234682947729221
data_solubility,RFC,cdk_desc,15,30,0.9717568701653607,0.9627029202629579,0.9790511949460635,0.9735164952870609
data_solubility,RFC,rdkit_desc,15,30,0.9752737697219653,0.9633513706900406,0.9850706239942786,0.9773993144815768
data_solubility,RFC,cdk_fp,15,40,0.925257264051971,0.9066678592191764,0.9386733416770964,0.9304305912596401
data_solubility,RFC,rdkit_fp,15,40,0.9203542601326046,0.91288403917535,0.9253531199713929,0.922825621251071
data_solubility,RFC,cdk_desc,15,40,0.967563256043275,0.9775278386476454,0.9694260682996603,0.9557358611825193
data_solubility,RFC,rdkit_desc,15,40,0.9770526256683812,0.9767228657036806,0.9821503069312831,0.97228470437018
data_solubility,RFC,cdk_fp,15,50,0.9412149402260817,0.9217387415589644,0.963227844329221,0.93867823479006
data_solubility,RFC,rdkit_fp,15,50,0.9287744154883764,0.9186977326595411,0.9330711007807378,0.9345544130248501
data_solubility,RFC,cdk_desc,15,50,0.9794268504171125,0.9797638746031035,0.9798855712497765,0.9786311053984577
data_solubility,RFC,rdkit_desc,15,50,0.9770999371190597,0.9826930817047539,0.9843554443053816,0.9642512853470437
data_solubility,RFC,cdk_fp,20,10,0.9221637806692244,0.908769733017307,0.937600572143751,0.9201210368466154
data_solubility,RFC,rdkit_fp,20,10,0.9076036661958533,0.8861634095076248,0.8874187973061565,0.949228791773779
data_solubility,RFC,cdk_desc,20,10,0.9493540288723363,0.9390232994946559,0.9715120090589427,0.9375267780634104
data_solubility,RFC,rdkit_desc,20,10,0.9635577426422797,0.9603550825097267,0.9732701591274809,0.9570479862896315
data_solubility,RFC,cdk_fp,20,20,0.9153508895169475,0.9110057689727651,0.9455867453364325,0.8894601542416452
data_solubility,RFC,rdkit_fp,20,20,0.9267412695498678,0.924958633334824,0.9286906251862448,0.9265745501285346
data_solubility,RFC,cdk_desc,20,20,0.9604120620691591,0.9472519118107419,0.965850169855176,0.9681341045415596
data_solubility,RFC,rdkit_desc,20,20,0.9640257665230996,0.9651401994544073,0.9803325585553371,0.9466045415595544
data_solubility,RFC,cdk_fp,20,30,0.9238411186126745,0.9183176065471133,0.9128672745694022,0.9403384747215082
data_solubility,RFC,rdkit_fp,20,30,0.9255848892841488,0.9338580564375475,0.9073246319804518,0.9355719794344474
data_solubility,RFC,cdk_desc,20,30,0.9717568701653608,0.9627029202629579,0.9790511949460635,0.973516495287061
data_solubility,RFC,rdkit_desc,20,30,0.9752737697219653,0.9633513706900407,0.9850706239942785,0.9773993144815769
data_solubility,RFC,cdk_fp,20,40,0.9327373216298691,0.9230803631322392,0.9442457834197509,0.9308858183376179
data_solubility,RFC,rdkit_fp,20,40,0.9257556891772262,0.9189436966146416,0.9245187436676799,0.9338046272493572
data_solubility,RFC,cdk_desc,20,40,0.9675483491369052,0.9774831179285363,0.9694260682996603,0.9557358611825192
data_solubility,RFC,rdkit_desc,20,40,0.9770377187620115,0.9766781449845714,0.9821503069312831,0.9722847043701799
data_solubility,RFC,cdk_fp,20,50,0.9431169774462547,0.9249809936943786,0.9595327492699208,0.9448371893744645
data_solubility,RFC,rdkit_fp,20,50,0.9373712751196539,0.9353785608872591,0.9442159842660468,0.9325192802056556
data_solubility,RFC,cdk_desc,20,50,0.9794343038702974,0.9797862349626582,0.9798855712497765,0.9786311053984575
data_solubility,RFC,rdkit_desc,20,50,0.9770626698531354,0.982581279906981,0.9843554443053817,0.9642512853470437
data_solubility,RFC,cdk_fp,30,10,0.9344160173549831,0.9339698582353204,0.9417128553549079,0.9275653384747214
data_solubility,RFC,rdkit_fp,30,10,0.9282879762617001,0.913689012119315,0.9271410691936348,0.9440338474721507
data_solubility,RFC,cdk_desc,30,10,0.9493540288723363,0.9390232994946559,0.9715120090589427,0.9375267780634104
data_solubility,RFC,rdkit_desc,30,10,0.9635577426422797,0.9603550825097267,0.9732701591274809,0.9570479862896315
data_solubility,RFC,cdk_fp,30,20,0.9199362007826802,0.9134206878046599,0.9158769890935097,0.9305109254498714
data_solubility,RFC,rdkit_fp,30,20,0.9212702493426892,0.9272393900093914,0.90753322605638,0.9290381319622966
data_solubility,RFC,cdk_desc,30,20,0.9604120620691591,0.9472519118107419,0.9658501698551761,0.9681341045415596
data_solubility,RFC,rdkit_desc,30,20,0.9640257665230996,0.9651401994544072,0.980332558555337,0.9466045415595544
data_solubility,RFC,cdk_fp,30,30,0.9355516520548306,0.9315549394034256,0.9449907622623518,0.9301092544987147
data_solubility,RFC,rdkit_fp,30,30,0.9263604441973399,0.9313536961674345,0.9222242088324691,0.9255034275921165
data_solubility,RFC,cdk_desc,30,30,0.9717568701653607,0.9627029202629579,0.9790511949460635,0.9735164952870609
data_solubility,RFC,rdkit_desc,30,30,0.9752737697219653,0.9633513706900407,0.9850706239942785,0.9773993144815768
data_solubility,RFC,cdk_fp,30,40,0.937384623553706,0.9234604892446672,0.9501758150068538,0.9385175664095974
data_solubility,RFC,rdkit_fp,30,40,0.9282978516455833,0.927261750368946,0.931432147327016,0.9261996572407883
data_solubility,RFC,cdk_desc,30,40,0.9675483491369052,0.9774831179285363,0.9694260682996603,0.9557358611825193
data_solubility,RFC,rdkit_desc,30,40,0.9770377187620115,0.9766781449845714,0.9821503069312831,0.9722847043701799
data_solubility,RFC,cdk_fp,30,50,0.9426847701017241,0.9368319842583068,0.9539901066809703,0.9372322193658955
data_solubility,RFC,rdkit_fp,30,50,0.9417842684985622,0.9342829032690846,0.9477322844031231,0.943337617823479
data_solubility,RFC,cdk_desc,30,50,0.9794343038702973,0.9797862349626582,0.9798855712497764,0.9786311053984575
data_solubility,RFC,rdkit_desc,30,50,0.9770626698531354,0.982581279906981,0.9843554443053817,0.9642512853470437
data_chagas,RFC,cdk_fp,5,10,0.7123513433223865,0.7396750111713393,0.6729786074837734,0.7244004113120467
data_chagas,RFC,rdkit_fp,5,10,0.7426255054335497,0.7727518894134562,0.7089806773260224,0.7461439495611706
data_chagas,RFC,cdk_desc,5,10,0.7432341496860153,0.7450056828116803,0.7213387799374569,0.7633579863089088
data_chagas,RFC,rdkit_desc,5,10,0.722101155966367,0.7296402343066971,0.6917937720635979,0.7448694615288063
data_chagas,RFC,cdk_fp,5,20,0.7249318592444554,0.7229459307182686,0.6904130479671015,0.761436599047996
data_chagas,RFC,rdkit_fp,5,20,0.7600891918541217,0.7704083367333062,0.7402422611036339,0.769616977725425
data_chagas,RFC,cdk_desc,5,20,0.7557691825641994,0.7571690855044588,0.7389175123083469,0.7712209498797927
data_chagas,RFC,rdkit_desc,5,20,0.7368723183392221,0.7437744069476013,0.7068337135507496,0.7600088345193153
data_chagas,RFC,cdk_fp,5,30,0.7418783162731131,0.7604039167686659,0.717171729736319,0.7480593023143545
data_chagas,RFC,rdkit_fp,5,30,0.7571115134830948,0.7644559557809251,0.7331943487335898,0.7736842359347695
data_chagas,RFC,cdk_desc,5,30,0.7583695558766739,0.7684545666491812,0.7331943487335899,0.7734597522472507
data_chagas,RFC,rdkit_desc,5,30,0.7432729234474362,0.7529166909521867,0.7165734159611705,0.7603286634289519
data_chagas,RFC,cdk_fp,5,40,0.7470650027880953,0.7592139262885895,0.7169913648768668,0.7649897171988297
data_chagas,RFC,rdkit_fp,5,40,0.7621520410171577,0.7737573099415205,0.7381637115853947,0.774535101524558
data_chagas,RFC,cdk_desc,5,40,0.7622730194475207,0.7604184880806667,0.7420123245174307,0.784388245744465
data_chagas,RFC,rdkit_desc,5,40,0.7489730404862762,0.7565716617124206,0.7198772026281027,0.7704702571183054
data_chagas,RFC,cdk_fp,5,50,0.7525788556504829,0.766810436945076,0.7137684314227928,0.7771576985835803
data_chagas,RFC,rdkit_fp,5,50,0.7653446958508701,0.7823033844300673,0.7359719675691545,0.7777587355533884
data_chagas,RFC,cdk_desc,5,50,0.7606712938490223,0.7694660585572459,0.7345477071272728,0.7780001158625484
data_chagas,RFC,rdkit_desc,5,50,0.7460315456914877,0.7595369237046103,0.717823531021512,0.7607341823483409
data_chagas,RFC,cdk_fp,10,10,0.7473709707675322,0.7512385615200792,0.7164913188527302,0.7743830319297874
data_chagas,RFC,rdkit_fp,10,10,0.7540513921901324,0.7753650113656233,0.723598938210731,0.7631902269940427
data_chagas,RFC,cdk_desc,10,10,0.7663792930626263,0.7864440655903324,0.7305286805004441,0.7821651330971022
data_chagas,RFC,rdkit_desc,10,10,0.745180020010174,0.751298061044083,0.726135241303304,0.7581067576831353
data_chagas,RFC,cdk_fp,10,20,0.7647189402856804,0.7678838569291446,0.7376810800994121,0.7885918838284848
data_chagas,RFC,rdkit_fp,10,20,0.7805089567508592,0.7955110644829126,0.7565223664864676,0.789493439283197
data_chagas,RFC,cdk_desc,10,20,0.7863095196697389,0.7931395834547608,0.7663192880936802,0.7994696874607757
data_chagas,RFC,rdkit_desc,10,20,0.7749897408543178,0.7914735967826545,0.7490627246786397,0.7844329011016596
data_chagas,RFC,cdk_fp,10,30,0.7601019428018138,0.7710094033533447,0.7337764918661668,0.7755199331859302
data_chagas,RFC,rdkit_fp,10,30,0.781918667621347,0.7993688193351596,0.7484756059637332,0.7979115775651485
data_chagas,RFC,cdk_desc,10,30,0.7864745238313482,0.792311447222708,0.7609755126715645,0.8061366115997721
data_chagas,RFC,rdkit_desc,10,30,0.7743723613531249,0.7926915156107323,0.748545264116349,0.7818803043322938
data_chagas,RFC,cdk_fp,10,40,0.7724584556227125,0.7901816071185717,0.7431977570074857,0.7839960027420804
data_chagas,RFC,rdkit_fp,10,40,0.7801214153783007,0.7933630102387751,0.7592614245589769,0.7877398113371504
data_chagas,RFC,cdk_desc,10,40,0.7955027938684418,0.796550484738979,0.7743784875722393,0.8155794092941073
data_chagas,RFC,rdkit_desc,10,40,0.7852191934119714,0.8007373083872472,0.7592800829927134,0.7956401888559539
data_chagas,RFC,cdk_fp,10,50,0.7743182144049359,0.7825838821860852,0.7422660792162465,0.7981046818124764
data_chagas,RFC,rdkit_fp,10,50,0.78381325318609,0.7953969225389055,0.7640330080131753,0.7920098290061891
data_chagas,RFC,cdk_desc,10,50,0.7937178290793965,0.8015703017233005,0.7733982978532852,0.806184887661604
