"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","maxNodes [Int]","rocAuc [Double]","rocAuc_1 [Double]","rocAuc_2 [Double]","rocAuc_3 [Double]"
"data_malaria","SMILE_RFC_DESC","70","cdk_desc","5000","0.9668012270201047","0.9489179093455121","0.984276377217551","0.9672093944972512"
"data_malaria","SMILE_RFC_DESC","30","rdkit_desc","10000","0.9517108918680767","0.9239837693114862","0.97831423478482","0.9528346715079239"
"data_malaria","SMILE_RFC_DESC","40","rdkit_desc","10000","0.9499452897900641","0.9258017997695908","0.9664646464647104","0.9575694231358911"
"data_malaria","SMILE_RFC_DESC","50","rdkit_desc","10000","0.9495310651007888","0.9201946393612301","0.966600458365226","0.9617980975759106"
"data_malaria","SMILE_RFC_DESC","60","rdkit_desc","10000","0.9576927179734649","0.9342367091768173","0.9833155080213887","0.9555259367221886"
"data_malaria","SMILE_RFC_DESC","70","rdkit_desc","10000","0.9511910589288828","0.9246900352058576","0.9762125456243355","0.9526705959564551"
"data_malaria","SMILE_RFC_DESC","30","cdk_desc","10000","0.9602625062757705","0.9550218727593142","0.9686138697903997","0.9571517762775978"
"data_malaria","SMILE_RFC_DESC","40","cdk_desc","10000","0.9617081455545016","0.949578523071771","0.9713708513709132","0.9641750622208206"
"data_malaria","SMILE_RFC_DESC","50","cdk_desc","10000","0.9567313774129178","0.9399486010295336","0.9702639843816626","0.9599815468275572"
"data_malaria","SMILE_RFC_DESC","60","cdk_desc","10000","0.9633744636962481","0.9554622819101656","0.968199643493847","0.9664614656847319"
"data_malaria","SMILE_RFC_DESC","70","cdk_desc","10000","0.9553675355635679","0.9430878589401267","0.9669603599015782","0.9560543878489989"
"data_chagas","SMILE_RFC_DESC","30","rdkit_desc","1000","0.7652070023439101","0.7680886750875561","0.7651528050750148","0.7623795268691598"
"data_chagas","SMILE_RFC_DESC","40","rdkit_desc","1000","0.7717514204375587","0.7702025046236187","0.7721302224211445","0.7729215342679133"
"data_chagas","SMILE_RFC_DESC","50","rdkit_desc","1000","0.7735781475835916","0.7717519084720427","0.7761048084220369","0.7728777258566948"
"data_chagas","SMILE_RFC_DESC","60","rdkit_desc","1000","0.7764882169743039","0.7768501849447148","0.7770181848255472","0.7755962811526496"
"data_chagas","SMILE_RFC_DESC","70","rdkit_desc","1000","0.779441268626819","0.7773912466060686","0.7824570919846665","0.7784754672897218"
"data_chagas","SMILE_RFC_DESC","30","cdk_desc","1000","0.7827827718349117","0.7922015799000507","0.7906434256358382","0.7655033099688465"
"data_chagas","SMILE_RFC_DESC","40","cdk_desc","1000","0.7727923900160439","0.7763583107071184","0.7771166981260607","0.7649021612149528"
"data_chagas","SMILE_RFC_DESC","50","cdk_desc","1000","0.7841573861793103","0.7935837465076947","0.792798556111232","0.7660898559190039"
"data_chagas","SMILE_RFC_DESC","60","cdk_desc","1000","0.7861039129663655","0.7985270825955227","0.7874155947770936","0.7723690615264802"
"data_chagas","SMILE_RFC_DESC","70","cdk_desc","1000","0.7869784504052127","0.7944617420218018","0.7923424760162662","0.7741311331775704"
"data_chagas","SMILE_RFC_DESC","30","rdkit_desc","5000","0.7682979319005413","0.7650993094085711","0.763971861682461","0.7758226246105919"
"data_chagas","SMILE_RFC_DESC","40","rdkit_desc","5000","0.7678892672832514","0.7694597745248493","0.7676971238981132","0.7665109034267915"
"data_chagas","SMILE_RFC_DESC","50","rdkit_desc","5000","0.7705645889617502","0.7722757545350811","0.7755477825993895","0.7638702297507798"
"data_chagas","SMILE_RFC_DESC","60","rdkit_desc","5000","0.7719258445169518","0.7769313441939145","0.7731798147463476","0.7656663746105931"
"data_chagas","SMILE_RFC_DESC","70","rdkit_desc","5000","0.7775115673591526","0.775359806004802","0.7800806106365185","0.7770942854361375"
"data_chagas","SMILE_RFC_DESC","30","cdk_desc","5000","0.7712186475656795","0.7809745504269471","0.7709894140769432","0.7616919781931483"
"data_chagas","SMILE_RFC_DESC","40","cdk_desc","5000","0.7765330783214336","0.7848382225632539","0.7827380373231633","0.7620229750778837"
"data_chagas","SMILE_RFC_DESC","50","cdk_desc","5000","0.7843109662547848","0.7898651772714754","0.7876491077857123","0.7754186137071668"
"data_chagas","SMILE_RFC_DESC","60","cdk_desc","5000","0.7854841895493124","0.7945576574981326","0.7871504602152226","0.774744450934582"
"data_chagas","SMILE_RFC_DESC","70","cdk_desc","5000","0.7844604635202326","0.7901184925038384","0.7911226137889453","0.772140284267914"
"data_chagas","SMILE_RFC_DESC","30","rdkit_desc","10000","0.7669562108907154","0.7627641364655878","0.7763991321099839","0.7617053640965741"
"data_chagas","SMILE_RFC_DESC","40","rdkit_desc","10000","0.7732470597553752","0.7737870381300925","0.7709590087372804","0.7749951323987526"
"data_chagas","SMILE_RFC_DESC","50","rdkit_desc","10000","0.7741676426152337","0.7719830893637134","0.7711584677654757","0.779361370716512"
"data_chagas","SMILE_RFC_DESC","60","rdkit_desc","10000","0.7764762048846428","0.7777035867469384","0.7768126447294179","0.7749123831775718"
"data_chagas","SMILE_RFC_DESC","70","rdkit_desc","10000","0.771914851429654","0.7756746055168615","0.7696527953453088","0.7704171534267915"
"data_chagas","SMILE_RFC_DESC","30","cdk_desc","10000","0.7768850679495909","0.7833687482784398","0.7885393761310797","0.7587470794392529"
"data_chagas","SMILE_RFC_DESC","40","cdk_desc","10000","0.777678029780004","0.7872865265808855","0.776902644534825","0.7688449182243012"
"data_chagas","SMILE_RFC_DESC","50","cdk_desc","10000","0.7812739871388805","0.7885051450045274","0.786321002549184","0.76899581386293"
"data_chagas","SMILE_RFC_DESC","60","cdk_desc","10000","0.7812194350105051","0.792604916774883","0.7809647979139525","0.7700885903426797"
"data_chagas","SMILE_RFC_DESC","70","cdk_desc","10000","0.7852526099295479","0.7920122083185789","0.785340734398414","0.7784048870716509"
"data_tuberculosis","SMILE_RFC_DESC","30","rdkit_desc","1000","0.6658951107081904","0.6613110379367019","0.6666133025956298","0.6697609915922396"
"data_tuberculosis","SMILE_RFC_DESC","40","rdkit_desc","1000","0.6654355581428103","0.6464525066578934","0.6652525187841557","0.6846016489863815"
"data_tuberculosis","SMILE_RFC_DESC","50","rdkit_desc","1000","0.6715146428232344","0.6610244200602151","0.6723675503756859","0.681151958033802"
"data_tuberculosis","SMILE_RFC_DESC","60","rdkit_desc","1000","0.6729741533172776","0.6650495555794416","0.6739828808060101","0.6798900235663814"
"data_tuberculosis","SMILE_RFC_DESC","70","rdkit_desc","1000","0.6707483941147228","0.6678191093783745","0.6736594945355202","0.6707665784302734"
"data_tuberculosis","SMILE_RFC_DESC","30","cdk_desc","1000","0.6782485958152549","0.6759111788571522","0.6727416325136579","0.6860929760749543"
"data_tuberculosis","SMILE_RFC_DESC","40","cdk_desc","1000","0.6795893255863769","0.682697725622014","0.6773277407786888","0.6787425103584276"
"data_tuberculosis","SMILE_RFC_DESC","50","cdk_desc","1000","0.6832330228242162","0.6874670905137134","0.6778795252732266","0.6843524526857084"
"data_tuberculosis","SMILE_RFC_DESC","60","cdk_desc","1000","0.6814984473747071","0.6768850282329484","0.6801090761612055","0.6875012377299676"
"data_tuberculosis","SMILE_RFC_DESC","70","cdk_desc","1000","0.6904793240606458","0.6918238993710688","0.6932526468579263","0.6863614259529426"
"data_tuberculosis","SMILE_RFC_DESC","30","rdkit_desc","5000","0.6673995190858447","0.6637728032205448","0.6627572148224039","0.6756685392145858"
"data_tuberculosis","SMILE_RFC_DESC","40","rdkit_desc","5000","0.6695198387087355","0.6653796004069149","0.6699202740778711","0.6732596416414205"
"data_tuberculosis","SMILE_RFC_DESC","50","rdkit_desc","5000","0.6744321876684606","0.66497355841522","0.6789121200478144","0.6794108845423472"
"data_tuberculosis","SMILE_RFC_DESC","60","rdkit_desc","5000","0.6723488593980879","0.6571431363161135","0.6742400956284154","0.6856633462497349"
"data_tuberculosis","SMILE_RFC_DESC","70","rdkit_desc","5000","0.6764358886083657","0.6663045944628475","0.6845004055669432","0.6785026657953064"
"data_tuberculosis","SMILE_RFC_DESC","30","cdk_desc","5000","0.6802546425316862","0.6789847213129697","0.6718888746584724","0.6898903316236166"
"data_tuberculosis","SMILE_RFC_DESC","40","cdk_desc","5000","0.6798289351866357","0.6791964276990131","0.6850399163251378","0.6752504615357557"
"data_tuberculosis","SMILE_RFC_DESC","50","cdk_desc","5000","0.6923007113064887","0.6896199816086874","0.6902322404371555","0.6970499118736233"
"data_tuberculosis","SMILE_RFC_DESC","60","cdk_desc","5000","0.6862668996558","0.6894853580606379","0.6831679047131164","0.6861474361936459"
"data_tuberculosis","SMILE_RFC_DESC","70","cdk_desc","5000","0.6889366430283962","0.6897155209008536","0.6839502219945411","0.6931441861897937"
"data_tuberculosis","SMILE_RFC_DESC","30","rdkit_desc","10000","0.6615002717017172","0.6527477860397595","0.6553203978825156","0.6764326311828763"
"data_tuberculosis","SMILE_RFC_DESC","40","rdkit_desc","10000","0.664428426613364","0.6541716471951108","0.6660481770833374","0.6730654555616438"
"data_tuberculosis","SMILE_RFC_DESC","50","rdkit_desc","10000","0.6660475916074456","0.661124844884359","0.6555920210040997","0.6814259089338784"
"data_tuberculosis","SMILE_RFC_DESC","60","rdkit_desc","10000","0.6739297473807407","0.6630823146999116","0.6765240778688562","0.6821828495734545"
"data_tuberculosis","SMILE_RFC_DESC","70","rdkit_desc","10000","0.6693335364447587","0.6569596574482105","0.6701139856557374","0.6809269662303282"
"data_tuberculosis","SMILE_RFC_DESC","30","cdk_desc","10000","0.6768354703960705","0.6777014549114265","0.6765037995218595","0.6763011567549254"
"data_tuberculosis","SMILE_RFC_DESC","40","cdk_desc","10000","0.6825192131636272","0.6893463918174935","0.6898821721311496","0.6683290755422383"
"data_tuberculosis","SMILE_RFC_DESC","50","cdk_desc","10000","0.6844012133097827","0.676733033904504","0.6839854422814199","0.6924851637434243"
"data_tuberculosis","SMILE_RFC_DESC","60","cdk_desc","10000","0.6886408646933844","0.6887992122351139","0.6883965163934415","0.6887268654515978"
"data_tuberculosis","SMILE_RFC_DESC","70","cdk_desc","10000","0.6873703735692124","0.688696073226525","0.683923539959018","0.6894915075220939"
