name,method,feature,nfolds,maxIter,reg,auc,f1,f2,f3
data_tuberculosis,SVC_FPS,cdk_fp,1000,10,1.0,0.6490016389034291,0.6479637273241208,0.6484187733214718,0.6506224160646951
data_tuberculosis,SVC_FPS,cdk_fp,1000,50,1.0,0.6437303130680415,0.6420932638641818,0.6424107915091309,0.646686883830812
data_tuberculosis,SVC_FPS,cdk_fp,1000,100,1.0,0.6439315298982817,0.642427222187056,0.6433312946351348,0.6460360728726546
data_tuberculosis,SVC_FPS,cdk_fp,1000,10,0.1,0.65222894596209,0.6553664701478366,0.6511545415606134,0.6501658261778203
data_tuberculosis,SVC_FPS,cdk_fp,1000,50,0.1,0.6450685530657564,0.6401375340779366,0.6461607606197644,0.6489073644995684
data_tuberculosis,SVC_FPS,cdk_fp,1000,100,0.1,0.644614423588044,0.6390701770852204,0.6466869094982743,0.6480861841806371
data_tuberculosis,SVC_FPS,cdk_fp,1000,10,0.03,0.6520187232220511,0.6530866043423312,0.6502288902068352,0.6527406751169871
data_tuberculosis,SVC_FPS,cdk_fp,1000,50,0.03,0.6423738903702348,0.6420474264473165,0.6388235063961583,0.64625073826723
data_tuberculosis,SVC_FPS,cdk_fp,1000,100,0.03,0.642002326017933,0.6416468947332807,0.6393939300335251,0.6449661532869929
data_tuberculosis,SVC_FPS,cdk_fp,1000,10,0.01,0.6517318364343632,0.6545239347711731,0.6502536017001507,0.6504179728317658
data_tuberculosis,SVC_FPS,cdk_fp,1000,50,0.01,0.6417780869328038,0.6414275299525692,0.6395277839556512,0.6443789468901913
data_tuberculosis,SVC_FPS,cdk_fp,1000,100,0.01,0.6413875506126303,0.6439387655765365,0.6398861006087265,0.6403377856526281
data_tuberculosis,SVC_FPS,cdk_fp,1500,10,1.0,0.6553624613446858,0.6463987069482976,0.6637779960626352,0.6559106810231248
data_tuberculosis,SVC_FPS,cdk_fp,1500,50,1.0,0.6567610558882337,0.6540862965768179,0.6621841047437831,0.6540127663441005
data_tuberculosis,SVC_FPS,cdk_fp,1500,100,1.0,0.6567814071466647,0.6550587046345995,0.6624528422335895,0.6528326745718052
data_tuberculosis,SVC_FPS,cdk_fp,1500,10,0.1,0.6649012331078967,0.6622791891579229,0.6674672160855347,0.6649572940802327
data_tuberculosis,SVC_FPS,cdk_fp,1500,50,0.1,0.6582199414455403,0.6587693526665372,0.6621264445927135,0.6537640270773705
data_tuberculosis,SVC_FPS,cdk_fp,1500,100,0.1,0.6569097962060245,0.6583164353332268,0.6605922727160403,0.6518206805688066
data_tuberculosis,SVC_FPS,cdk_fp,1500,10,0.03,0.6604610596241011,0.6597657707998192,0.6625866961557153,0.6590307119167688
data_tuberculosis,SVC_FPS,cdk_fp,1500,50,0.03,0.651439073050337,0.6510741234685391,0.6554749343086137,0.6477681613738585
data_tuberculosis,SVC_FPS,cdk_fp,1500,100,0.03,0.6487560053027642,0.6484111878220897,0.6507076753898239,0.6471491526963793
data_tuberculosis,SVC_FPS,cdk_fp,1500,10,0.01,0.659065023146161,0.6546614470217684,0.6638572787703562,0.6586763436463584
data_tuberculosis,SVC_FPS,cdk_fp,1500,50,0.01,0.6456553580059037,0.6444047793146652,0.6479688182140179,0.6445924764890283
data_tuberculosis,SVC_FPS,cdk_fp,1500,100,0.01,0.644243598736019,0.6430198345050978,0.6432705455474008,0.6464404161555587
data_tuberculosis,SVC_FPS,cdk_fp,2000,10,1.0,0.6473904776585954,0.6453400808921272,0.6413306933221308,0.6555006587615282
data_tuberculosis,SVC_FPS,cdk_fp,2000,50,1.0,0.6464265047164998,0.651521583966508,0.6369855890808149,0.6507723411021764
data_tuberculosis,SVC_FPS,cdk_fp,2000,100,1.0,0.6463885325066712,0.6517551365191065,0.6375796945659427,0.6498307664349642
data_tuberculosis,SVC_FPS,cdk_fp,2000,10,0.1,0.6545384097822217,0.65455667578322,0.6522892109620185,0.6567693426014266
data_tuberculosis,SVC_FPS,cdk_fp,2000,50,0.1,0.6452117178978978,0.6554188557671111,0.6385825693363316,0.6416337285902504
data_tuberculosis,SVC_FPS,cdk_fp,2000,100,0.1,0.6439530724634183,0.655614210472322,0.6357675183894697,0.6404774885284631
data_tuberculosis,SVC_FPS,cdk_fp,2000,10,0.03,0.6540192716729181,0.6535984554973251,0.6556334997240549,0.6528258597973742
data_tuberculosis,SVC_FPS,cdk_fp,2000,50,0.03,0.6419705059494075,0.6524798042524027,0.6373202238861294,0.6361114897096907
data_tuberculosis,SVC_FPS,cdk_fp,2000,100,0.03,0.6404301113834387,0.6523870380516043,0.6372100518117645,0.6316932442869473
data_tuberculosis,SVC_FPS,cdk_fp,2000,10,0.01,0.6503673176126072,0.6541452303985017,0.6436731369593331,0.6532835854799872
data_tuberculosis,SVC_FPS,cdk_fp,2000,50,0.01,0.6356213116305451,0.6470142379747721,0.6282768469781963,0.6315728499386671
