"NAME [String]","METHOD [String]","degree [Int]","C [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","SVR_POLY_FP","2","0.001","2000","rdkit_fp","MaxMin","2.0","1.2604175710576244","1.3527943659536634","1.2305230032335621","1.1979353439856477"
"MouseRatTox","SVR_POLY_FP","3","0.001","2000","rdkit_fp","MaxMin","2.0","1.2536208952474344","1.3430336332809836","1.1850813195911536","1.2327477328701664"
"MouseRatTox","SVR_POLY_FP","2","0.01","2000","rdkit_fp","MaxMin","2.0","1.1938195680363162","1.303464111135352","1.1376266774082342","1.1403679155653625"
"MouseRatTox","SVR_POLY_FP","3","0.01","2000","rdkit_fp","MaxMin","2.0","1.346203524048642","1.5532138865659182","1.1748115802702088","1.3105851053097997"
"MouseRatTox","SVR_POLY_FP","2","0.1","2000","rdkit_fp","MaxMin","2.0","1.2262940413924668","1.4274186539306633","1.1497448743551366","1.1017185958916011"
"MouseRatTox","SVR_POLY_FP","3","0.1","2000","rdkit_fp","MaxMin","2.0","1.4446794738491044","1.6504060949820902","1.2261004462166365","1.4575318803485862"
"MouseRatTox","SVR_POLY_FP","2","1.0","2000","rdkit_fp","MaxMin","2.0","1.2924477386248696","1.4663123508853197","1.208254065902954","1.2027767990863347"
"MouseRatTox","SVR_POLY_FP","3","1.0","2000","rdkit_fp","MaxMin","2.0","1.5692066674081626","1.818151653223795","1.3813005750711942","1.508167773929498"
"MouseRatTox","SVR_POLY_FP","2","0.001","1000","cdk_fp","MaxMin","2.0","1.274626926551296","1.3554283103609417","1.2426191377151918","1.2258333315777539"
"MouseRatTox","SVR_POLY_FP","3","0.001","1000","cdk_fp","MaxMin","2.0","1.2314568406783686","1.3079178261285942","1.2008665870311912","1.1855861088753201"
"MouseRatTox","SVR_POLY_FP","2","0.01","1000","cdk_fp","MaxMin","2.0","1.194303950724309","1.2665145369556408","1.174950646576755","1.1414466686405316"
"MouseRatTox","SVR_POLY_FP","3","0.01","1000","cdk_fp","MaxMin","2.0","1.2310656603652814","1.316302165805615","1.2046994034987453","1.1721954117914843"
"MouseRatTox","SVR_POLY_FP","2","0.1","1000","cdk_fp","MaxMin","2.0","1.1898688941375017","1.294334652509175","1.182265365563475","1.0930066643398555"
"MouseRatTox","SVR_POLY_FP","3","0.1","1000","cdk_fp","MaxMin","2.0","1.2469932922316713","1.3759811512546012","1.220282036567193","1.1447166888732194"
"MouseRatTox","SVR_POLY_FP","2","1.0","1000","cdk_fp","MaxMin","2.0","1.2499986190986718","1.418060612700247","1.2063406726727108","1.125594571923058"
"MouseRatTox","SVR_POLY_FP","3","1.0","1000","cdk_fp","MaxMin","2.0","1.3726454479581387","1.4972756364190418","1.3348833040525714","1.2857774034028029"
"MouseRatTox","SVR_POLY_FP","2","0.001","1500","cdk_fp","MaxMin","2.0","1.2762566364269559","1.355396283742361","1.2441543268071298","1.229219298731377"
"MouseRatTox","SVR_POLY_FP","3","0.001","1500","cdk_fp","MaxMin","2.0","1.2481170664685661","1.3294370136964266","1.2138467629759266","1.2010674227333449"
"MouseRatTox","SVR_POLY_FP","2","0.01","1500","cdk_fp","MaxMin","2.0","1.2140443713318965","1.2973074549066843","1.1837120619157515","1.1611135971732534"
"MouseRatTox","SVR_POLY_FP","3","0.01","1500","cdk_fp","MaxMin","2.0","1.2627379758385855","1.3243355823864824","1.2088070079578948","1.255071337171379"
"MouseRatTox","SVR_POLY_FP","2","0.1","1500","cdk_fp","MaxMin","2.0","1.2200013805129","1.3183899399168153","1.1780669148363327","1.1635472867855514"
"MouseRatTox","SVR_POLY_FP","3","0.1","1500","cdk_fp","MaxMin","2.0","1.2866053550724732","1.3677445579357823","1.220739106539006","1.2713324007426314"
"MouseRatTox","SVR_POLY_FP","2","1.0","1500","cdk_fp","MaxMin","2.0","1.2804422370369404","1.3864498669053227","1.205680251765527","1.2491965924399715"
"MouseRatTox","SVR_POLY_FP","3","1.0","1500","cdk_fp","MaxMin","2.0","1.4272699003938","1.43444937156275","1.3804873657752106","1.466872963843439"
"MouseRatTox","SVR_POLY_FP","2","0.001","2000","cdk_fp","MaxMin","2.0","1.2624613397284365","1.3545614014306524","1.2338349374852353","1.198987680269422"
"MouseRatTox","SVR_POLY_FP","3","0.001","2000","cdk_fp","MaxMin","2.0","1.2590253300358816","1.3354735661531882","1.2109003952328898","1.2307020287215666"
"MouseRatTox","SVR_POLY_FP","2","0.01","2000","cdk_fp","MaxMin","2.0","1.2075465924958033","1.3004379191785738","1.1729286412386786","1.1492732170701572"
"MouseRatTox","SVR_POLY_FP","3","0.01","2000","cdk_fp","MaxMin","2.0","1.2707855015416267","1.3304293082388363","1.2021734600983065","1.2797537362877374"
"MouseRatTox","SVR_POLY_FP","2","0.1","2000","cdk_fp","MaxMin","2.0","1.2072343241616625","1.3211143808768873","1.1621760906031886","1.1384125010049122"
"MouseRatTox","SVR_POLY_FP","3","0.1","2000","cdk_fp","MaxMin","2.0","1.2778563734598498","1.36522030015546","1.1865105488877128","1.2818382713363765"
"MouseRatTox","SVR_POLY_FP","2","1.0","2000","cdk_fp","MaxMin","2.0","1.2577155924221128","1.3915423842092196","1.1885388771926868","1.1930655158644323"
"MouseRatTox","SVR_POLY_FP","3","1.0","2000","cdk_fp","MaxMin","2.0","1.4137166314443128","1.4515743016955585","1.3356702368035709","1.4539053558338095"
"MouseRatTox","SVR_POLY_FP","2","0.001","1000","rdkit_fp","Standard","2.0","1.3851356589373653","1.5164834721975016","1.3405223586711101","1.2984011459434848"
"MouseRatTox","SVR_POLY_FP","3","0.001","1000","rdkit_fp","Standard","2.0","2.0381253470924174","1.936823284829696","1.7500855015492516","2.4274672548983043"
"MouseRatTox","SVR_POLY_FP","2","0.01","1000","rdkit_fp","Standard","2.0","1.4558449295744342","1.603298432748173","1.4166405933054802","1.3475957626696495"
"MouseRatTox","SVR_POLY_FP","3","0.01","1000","rdkit_fp","Standard","2.0","2.038125347092296","1.9368232848295652","1.75008550154925","2.4274672548980734"
"MouseRatTox","SVR_POLY_FP","2","0.1","1000","rdkit_fp","Standard","2.0","1.4592182501637654","1.6032984327481608","1.4166405933054853","1.3577157244376503"
"MouseRatTox","SVR_POLY_FP","3","0.1","1000","rdkit_fp","Standard","2.0","2.038120905541619","1.9368232848317568","1.7500721768971563","2.427467254895944"
"MouseRatTox","SVR_POLY_FP","2","1.0","1000","rdkit_fp","Standard","2.0","1.4919717683480045","1.6032984327479534","1.4166405933055128","1.455976278990548"
"MouseRatTox","SVR_POLY_FP","3","1.0","1000","rdkit_fp","Standard","2.0","2.0381030195387235","1.9367563021743992","1.7500855015497816","2.42746725489199"
"MouseRatTox","SVR_POLY_FP","2","0.001","1500","rdkit_fp","Standard","2.0","1.3665053805081033","1.4672529797236553","1.4209643884867698","1.211298773313885"
"MouseRatTox","SVR_POLY_FP","3","0.001","1500","rdkit_fp","Standard","2.0","1.7473607822360666","1.7662052797653087","2.0670540963848825","1.4088229705580093"
"MouseRatTox","SVR_POLY_FP","2","0.01","1500","rdkit_fp","Standard","2.0","1.4748539283067317","1.590971492927022","1.626826344744757","1.2067639472484164"
"MouseRatTox","SVR_POLY_FP","3","0.01","1500","rdkit_fp","Standard","2.0","1.7473607822358925","1.7662052797659633","2.06705409638489","1.4088229705568245"
"MouseRatTox","SVR_POLY_FP","2","0.1","1500","rdkit_fp","Standard","2.0","1.4702590493277299","1.5909714929269962","1.626826344744753","1.1929793103114406"
"MouseRatTox","SVR_POLY_FP","3","0.1","1500","rdkit_fp","Standard","2.0","1.739490799865062","1.766205279767686","2.0670540963844015","1.3852130234430988"
"MouseRatTox","SVR_POLY_FP","2","1.0","1500","rdkit_fp","Standard","2.0","1.5216470766248456","1.5909714929269658","1.626826344744682","1.3471433922028893"
"MouseRatTox","SVR_POLY_FP","3","1.0","1500","rdkit_fp","Standard","2.0","1.7471268981877637","1.7662052797827368","2.0670540963868547","1.4081213183936991"
"MouseRatTox","SVR_POLY_FP","2","0.001","2000","rdkit_fp","Standard","2.0","1.3627414607134039","1.4381548998530425","1.4529326893161618","1.197136792971007"
"MouseRatTox","SVR_POLY_FP","3","0.001","2000","rdkit_fp","Standard","2.0","1.7585305522015657","1.9607939644742587","1.906906908974736","1.4078907831557028"
"MouseRatTox","SVR_POLY_FP","2","0.01","2000","rdkit_fp","Standard","2.0","1.4599493569555302","1.5987100278460356","1.5906038221756384","1.1905342208449168"
"MouseRatTox","SVR_POLY_FP","3","0.01","2000","rdkit_fp","Standard","2.0","1.7585011766207213","1.9607058377317461","1.9069069089747206","1.4078907831556968"
"MouseRatTox","SVR_POLY_FP","2","0.1","2000","rdkit_fp","Standard","2.0","1.4529766782435576","1.5987100278460347","1.5906038221756493","1.1696161847089885"
