"NAME [String]","METHOD [String]","degree [Int]","C [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","SVR_POLY_FP","2","0.1","1500","rdkit_fp","Standard","6.0","0.7904064116662218","0.8310703663565935","0.7418188056448454","0.7983300629972266"
"Caco2","SVR_POLY_FP","3","0.1","1500","rdkit_fp","Standard","6.0","0.8332031683705492","0.8780135932539803","0.7973923844053533","0.824203527452314"
"Caco2","SVR_POLY_FP","2","1.0","1500","rdkit_fp","Standard","6.0","0.7904064116662218","0.8310703663565935","0.7418188056448454","0.7983300629972266"
"Caco2","SVR_POLY_FP","3","1.0","1500","rdkit_fp","Standard","6.0","0.8332031683705492","0.8780135932539803","0.7973923844053533","0.824203527452314"
"Caco2","SVR_POLY_FP","2","0.001","2000","rdkit_fp","Standard","6.0","0.7897410602010205","0.8310703663565935","0.7398227512492417","0.7983300629972266"
"Caco2","SVR_POLY_FP","3","0.001","2000","rdkit_fp","Standard","6.0","0.8326815425813047","0.8780135932539803","0.7958275070376194","0.824203527452314"
"Caco2","SVR_POLY_FP","2","0.01","2000","rdkit_fp","Standard","6.0","0.7897410602010205","0.8310703663565935","0.7398227512492417","0.7983300629972266"
"Caco2","SVR_POLY_FP","3","0.01","2000","rdkit_fp","Standard","6.0","0.8326815425813047","0.8780135932539803","0.7958275070376194","0.824203527452314"
"Caco2","SVR_POLY_FP","2","0.1","2000","rdkit_fp","Standard","6.0","0.7897410602010205","0.8310703663565935","0.7398227512492417","0.7983300629972266"
"Caco2","SVR_POLY_FP","3","0.1","2000","rdkit_fp","Standard","6.0","0.8326815425813047","0.8780135932539803","0.7958275070376194","0.824203527452314"
"Caco2","SVR_POLY_FP","2","1.0","2000","rdkit_fp","Standard","6.0","0.7897410602010205","0.8310703663565935","0.7398227512492417","0.7983300629972266"
"Caco2","SVR_POLY_FP","3","1.0","2000","rdkit_fp","Standard","6.0","0.8326815425813047","0.8780135932539803","0.7958275070376194","0.824203527452314"
"Caco2","SVR_POLY_FP","2","0.001","1000","cdk_fp","Standard","6.0","0.7904517684536443","0.8178385341999603","0.759671166681646","0.7938456044793264"
"Caco2","SVR_POLY_FP","3","0.001","1000","cdk_fp","Standard","6.0","0.8195014131873469","0.8204227465445478","0.8114773428775167","0.8266041501399763"
"Caco2","SVR_POLY_FP","2","0.01","1000","cdk_fp","Standard","6.0","0.7904517684536443","0.8178385341999603","0.759671166681646","0.7938456044793264"
"Caco2","SVR_POLY_FP","3","0.01","1000","cdk_fp","Standard","6.0","0.8195014131873469","0.8204227465445478","0.8114773428775167","0.8266041501399763"
"Caco2","SVR_POLY_FP","2","0.1","1000","cdk_fp","Standard","6.0","0.7904517684536443","0.8178385341999603","0.759671166681646","0.7938456044793264"
"Caco2","SVR_POLY_FP","3","0.1","1000","cdk_fp","Standard","6.0","0.8195014131873469","0.8204227465445478","0.8114773428775167","0.8266041501399763"
"Caco2","SVR_POLY_FP","2","1.0","1000","cdk_fp","Standard","6.0","0.7904517684536443","0.8178385341999603","0.759671166681646","0.7938456044793264"
"Caco2","SVR_POLY_FP","3","1.0","1000","cdk_fp","Standard","6.0","0.8195014131873469","0.8204227465445478","0.8114773428775167","0.8266041501399763"
"Caco2","SVR_POLY_FP","2","0.001","1500","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","0.001","1500","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","0.01","1500","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","0.01","1500","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","0.1","1500","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","0.1","1500","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","1.0","1500","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","1.0","1500","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","0.001","2000","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","0.001","2000","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","0.01","2000","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","0.01","2000","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","0.1","2000","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","0.1","2000","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Caco2","SVR_POLY_FP","2","1.0","2000","cdk_fp","Standard","6.0","0.7942683925574295","0.8179191438486086","0.7682838563586621","0.7966021774650178"
"Caco2","SVR_POLY_FP","3","1.0","2000","cdk_fp","Standard","6.0","0.8219456414024567","0.8208634046712386","0.8141476313887538","0.8308258881473778"
"Chagas","SVR_POLY_FP","2","0.001","1000","rdkit_fp","MaxMin","0.0","0.5496243234667388","0.5523358852981498","0.5075896038675801","0.5889474812344866"
"Chagas","SVR_POLY_FP","3","0.001","1000","rdkit_fp","MaxMin","0.0","0.5319991322322309","0.5295435818915232","0.48153859077888056","0.5849152240262889"
"Chagas","SVR_POLY_FP","2","0.01","1000","rdkit_fp","MaxMin","0.0","0.5016526136976801","0.510760081115075","0.45714848388182294","0.5370492760961423"
"Chagas","SVR_POLY_FP","3","0.01","1000","rdkit_fp","MaxMin","0.0","0.5333550884842929","0.5286511119905517","0.4859750393843301","0.5854391140779968"
"Chagas","SVR_POLY_FP","2","0.1","1000","rdkit_fp","MaxMin","0.0","0.5042781328025813","0.5084311867419737","0.46551003827209153","0.5388931733936787"
"Chagas","SVR_POLY_FP","3","0.1","1000","rdkit_fp","MaxMin","0.0","0.5333550884842998","0.5286511119905848","0.4859750393843247","0.58543911407799"
"Chagas","SVR_POLY_FP","2","1.0","1000","rdkit_fp","MaxMin","0.0","0.5042781328025826","0.50843118674197","0.4655100382721023","0.5388931733936758"
"Chagas","SVR_POLY_FP","3","1.0","1000","rdkit_fp","MaxMin","0.0","0.5333550884844501","0.5286511119906138","0.48597503938424513","0.5854391140784915"
"Chagas","SVR_POLY_FP","2","0.001","1500","rdkit_fp","MaxMin","0.0","0.5279362036590206","0.521459919832911","0.50019961088758","0.5621490802565706"
"Chagas","SVR_POLY_FP","3","0.001","1500","rdkit_fp","MaxMin","0.0","0.5261650545480999","0.5154268401839771","0.4982431418516031","0.5648251816087196"
"Chagas","SVR_POLY_FP","2","0.01","1500","rdkit_fp","MaxMin","0.0","0.491617273993416","0.49519659370872277","0.46390198862312987","0.5157532396483954"
"Chagas","SVR_POLY_FP","3","0.01","1500","rdkit_fp","MaxMin","0.0","0.5258290016433975","0.5142921554161655","0.49856557544195124","0.564629274072076"
"Chagas","SVR_POLY_FP","2","0.1","1500","rdkit_fp","MaxMin","0.0","0.4929255119335673","0.4917599249859999","0.4707569427811652","0.5162596680335367"
"Chagas","SVR_POLY_FP","3","0.1","1500","rdkit_fp","MaxMin","0.0","0.5258290016433688","0.5142921554161695","0.4985655754419484","0.5646292740719885"
"Chagas","SVR_POLY_FP","2","1.0","1500","rdkit_fp","MaxMin","0.0","0.4929255119335547","0.49175992498599247","0.47075694278114855","0.5162596680335233"
"Chagas","SVR_POLY_FP","3","1.0","1500","rdkit_fp","MaxMin","0.0","0.525829001643793","0.5142921554162917","0.4985655754420313","0.564629274073056"
"Chagas","SVR_POLY_FP","2","0.001","2000","rdkit_fp","MaxMin","0.0","0.520176156985103","0.5166603888579324","0.49286529382111205","0.5510027882762648"
"Chagas","SVR_POLY_FP","3","0.001","2000","rdkit_fp","MaxMin","0.0","0.5229983853684179","0.5139724034884348","0.49460220294284807","0.5604205496739709"
"Chagas","SVR_POLY_FP","2","0.01","2000","rdkit_fp","MaxMin","0.0","0.4894877498897163","0.49408843377209966","0.46355496410566976","0.5108198517913792"
"Chagas","SVR_POLY_FP","3","0.01","2000","rdkit_fp","MaxMin","0.0","0.5227301777469663","0.5131677806240962","0.4946022029428464","0.5604205496739562"
"Chagas","SVR_POLY_FP","2","0.1","2000","rdkit_fp","MaxMin","0.0","0.49117617848082396","0.49135532894180045","0.469837880360003","0.5123353261406685"
"Chagas","SVR_POLY_FP","3","0.1","2000","rdkit_fp","MaxMin","0.0","0.5227301777469612","0.5131677806241599","0.4946022029428487","0.560420549673875"
"Chagas","SVR_POLY_FP","2","1.0","2000","rdkit_fp","MaxMin","0.0","0.49117617848082656","0.4913553289418313","0.46983788035999474","0.5123353261406537"
"Chagas","SVR_POLY_FP","3","1.0","2000","rdkit_fp","MaxMin","0.0","0.5227301777463155","0.5131677806225817","0.4946022029427382","0.5604205496736265"
"Chagas","SVR_POLY_FP","2","0.001","1000","cdk_fp","MaxMin","0.0","0.5455801006268538","0.5422615315837056","0.5090427383278472","0.585436031969009"
"Chagas","SVR_POLY_FP","3","0.001","1000","cdk_fp","MaxMin","0.0","0.531085101563432","0.5199973787890384","0.49280085635414606","0.5804570695471117"
"Chagas","SVR_POLY_FP","2","0.01","1000","cdk_fp","MaxMin","0.0","0.4941795018614796","0.4930751430442939","0.4541780121809792","0.5352853503591656"
"Chagas","SVR_POLY_FP","3","0.01","1000","cdk_fp","MaxMin","0.0","0.5305854474123313","0.5186223256545807","0.49389894199554263","0.5792350745868704"
"Chagas","SVR_POLY_FP","2","0.1","1000","cdk_fp","MaxMin","0.0","0.49424779755239606","0.4902855317316791","0.45885897605550624","0.5335988848700028"
"Chagas","SVR_POLY_FP","3","0.1","1000","cdk_fp","MaxMin","0.0","0.5305854474123338","0.5186223256545813","0.4938989419955513","0.5792350745868686"
"Chagas","SVR_POLY_FP","2","1.0","1000","cdk_fp","MaxMin","0.0","0.4942477975523969","0.49028553173166156","0.4588589760555127","0.5335988848700164"
"Chagas","SVR_POLY_FP","3","1.0","1000","cdk_fp","MaxMin","0.0","0.5305854474123242","0.5186223256546962","0.4938989419955601","0.5792350745867161"
"Chagas","SVR_POLY_FP","2","0.001","1500","cdk_fp","MaxMin","0.0","0.5146155065273849","0.5088031103894856","0.4948856463012245","0.5401577628914445"
"Chagas","SVR_POLY_FP","3","0.001","1500","cdk_fp","MaxMin","0.0","0.5110386549536069","0.4981162954727363","0.4955757543493404","0.5394239150387441"
"Chagas","SVR_POLY_FP","2","0.01","1500","cdk_fp","MaxMin","0.0","0.47798053003607865","0.47675777371263395","0.4595705173977185","0.49761329899788365"
"Chagas","SVR_POLY_FP","3","0.01","1500","cdk_fp","MaxMin","0.0","0.5107449002253988","0.4972350312881145","0.4955757543493373","0.5394239150387444"
"Chagas","SVR_POLY_FP","2","0.1","1500","cdk_fp","MaxMin","0.0","0.4800452835360754","0.47513442440131665","0.4668774128335431","0.49812401337336654"
"Chagas","SVR_POLY_FP","3","0.1","1500","cdk_fp","MaxMin","0.0","0.5107449002254341","0.49723503128814","0.4955757543493546","0.5394239150388076"
"Chagas","SVR_POLY_FP","2","1.0","1500","cdk_fp","MaxMin","0.0","0.48004528353608134","0.47513442440133347","0.4668774128335423","0.49812401337336826"
"Chagas","SVR_POLY_FP","3","1.0","1500","cdk_fp","MaxMin","0.0","0.5107449002254086","0.4972350312883325","0.49557575434919576","0.5394239150386976"
"Chagas","SVR_POLY_FP","2","0.001","2000","cdk_fp","MaxMin","0.0","0.511518251181055","0.507687598957012","0.48523203045148017","0.5416351241346729"
"Chagas","SVR_POLY_FP","3","0.001","2000","cdk_fp","MaxMin","0.0","0.5108761227191473","0.5000354763921284","0.48816115828154366","0.5444317334837697"
"Chagas","SVR_POLY_FP","2","0.01","2000","cdk_fp","MaxMin","0.0","0.4775690821045781","0.47784250761831515","0.4547237654656254","0.5001409732297937"
"Chagas","SVR_POLY_FP","3","0.01","2000","cdk_fp","MaxMin","0.0","0.5105527483391001","0.49906535325198775","0.488161158281547","0.5444317334837657"
"Chagas","SVR_POLY_FP","2","0.1","2000","cdk_fp","MaxMin","0.0","0.47985454914387776","0.47740543827783233","0.46153345205984886","0.500624757093952"
"Chagas","SVR_POLY_FP","3","0.1","2000","cdk_fp","MaxMin","0.0","0.5105527483390614","0.4990653532519494","0.48816115828152395","0.5444317334837108"
"Chagas","SVR_POLY_FP","2","1.0","2000","cdk_fp","MaxMin","0.0","0.47985454914386144","0.4774054382778218","0.4615334520598386","0.500624757093924"
"Chagas","SVR_POLY_FP","3","1.0","2000","cdk_fp","MaxMin","0.0","0.5105527483389319","0.49906535325183166","0.48816115828151013","0.5444317334834539"
"Chagas","SVR_POLY_FP","2","0.001","1000","rdkit_fp","Standard","0.0","0.6915191492312335","0.7016513855557702","0.6403822188568885","0.7325238432810414"
"Chagas","SVR_POLY_FP","3","0.001","1000","rdkit_fp","Standard","0.0","0.7509408365258378","0.747366532787254","0.7125851968642446","0.7928707799260146"
"Chagas","SVR_POLY_FP","2","0.01","1000","rdkit_fp","Standard","0.0","0.6915191492312222","0.7016513855557518","0.6403822188568801","0.7325238432810348"
"Chagas","SVR_POLY_FP","3","0.01","1000","rdkit_fp","Standard","0.0","0.7509408365294536","0.747366532793598","0.7125851968651928","0.7928707799295699"
"Chagas","SVR_POLY_FP","2","0.1","1000","rdkit_fp","Standard","0.0","0.6915191492310422","0.7016513855554851","0.6403822188568984","0.732523843280743"
"Chagas","SVR_POLY_FP","3","0.1","1000","rdkit_fp","Standard","0.0","0.7509396626284826","0.7473665327343432","0.7125851968729872","0.7928672582781173"
"Chagas","SVR_POLY_FP","2","1.0","1000","rdkit_fp","Standard","0.0","0.6915191492318765","0.701651385556571","0.6403822188564379","0.7325238432826208"
"Chagas","SVR_POLY_FP","3","1.0","1000","rdkit_fp","Standard","0.0","0.7508978998521952","0.7473665321625357","0.7125851969167387","0.7927419704773111"
"Chagas","SVR_POLY_FP","2","0.001","1500","rdkit_fp","Standard","0.0","0.712303654817893","0.7132097176941554","0.6738818498928546","0.7498193968666691"
"Chagas","SVR_POLY_FP","3","0.001","1500","rdkit_fp","Standard","0.0","0.7749099166750493","0.7707487896923824","0.7442358161759288","0.8097451441568367"
"Chagas","SVR_POLY_FP","2","0.01","1500","rdkit_fp","Standard","0.0","0.712303654817882","0.7132097176940991","0.6738818498928514","0.7498193968666953"
"Chagas","SVR_POLY_FP","3","0.01","1500","rdkit_fp","Standard","0.0","0.774909916669451","0.770748789671946","0.7442358161750197","0.8097451441613872"
"Chagas","SVR_POLY_FP","2","0.1","1500","rdkit_fp","Standard","0.0","0.7123036548180733","0.7132097176945992","0.6738818498927843","0.7498193968668363"
"Chagas","SVR_POLY_FP","3","0.1","1500","rdkit_fp","Standard","0.0","0.7749099167725216","0.7707487899316454","0.7442358161912449","0.8097451441946746"
"Chagas","SVR_POLY_FP","2","1.0","1500","rdkit_fp","Standard","0.0","0.7123036548166487","0.7132097176876191","0.6738818498940322","0.7498193968682946"
"Chagas","SVR_POLY_FP","3","1.0","1500","rdkit_fp","Standard","0.0","0.7654266165359589","0.7653319025130124","0.7264818113608233","0.8044661357340409"
"Chagas","SVR_POLY_FP","2","0.001","2000","rdkit_fp","Standard","0.0","0.7242231114975537","0.7295681086070454","0.6791007711300139","0.7640004547556017"
"Chagas","SVR_POLY_FP","3","0.001","2000","rdkit_fp","Standard","0.0","0.7858058484510845","0.7803600672496843","0.7560547184696722","0.821002759633897"
"Chagas","SVR_POLY_FP","2","0.01","2000","rdkit_fp","Standard","0.0","0.7242231114975425","0.729568108607055","0.6791007711299956","0.764000454755577"
"Chagas","SVR_POLY_FP","3","0.01","2000","rdkit_fp","Standard","0.0","0.7858058484714848","0.7803600673032762","0.7560547184710111","0.8210027596401669"
"Chagas","SVR_POLY_FP","2","0.1","2000","rdkit_fp","Standard","0.0","0.7242231114978854","0.7295681086073583","0.6791007711301414","0.7640004547561565"
"Chagas","SVR_POLY_FP","3","0.1","2000","rdkit_fp","Standard","0.0","0.7857429343842258","0.7801680582690892","0.7560547184917766","0.8210060263918116"
"Chagas","SVR_POLY_FP","2","1.0","2000","rdkit_fp","Standard","0.0","0.7242231114950926","0.729568108609263","0.6791007711289038","0.7640004547471108"
"Chagas","SVR_POLY_FP","3","1.0","2000","rdkit_fp","Standard","0.0","0.8304798750317444","0.9322815495773406","0.7560547183906361","0.8031033571272564"
"Chagas","SVR_POLY_FP","2","0.001","1000","cdk_fp","Standard","0.0","0.6836925469635031","0.6664105045206566","0.645864155768292","0.7388029806015605"
"Chagas","SVR_POLY_FP","3","0.001","1000","cdk_fp","Standard","0.0","0.7520978878874395","0.722965605638323","0.7263349374962803","0.806993120527715"
"Chagas","SVR_POLY_FP","2","0.01","1000","cdk_fp","Standard","0.0","0.6836925469634938","0.6664105045206432","0.6458641557682911","0.7388029806015473"
"Chagas","SVR_POLY_FP","3","0.01","1000","cdk_fp","Standard","0.0","0.7520978878851862","0.7229656056344024","0.7263349374989079","0.8069931205222478"
"Chagas","SVR_POLY_FP","2","0.1","1000","cdk_fp","Standard","0.0","0.6836925469633447","0.6664105045205876","0.6458641557682405","0.7388029806012061"
"Chagas","SVR_POLY_FP","3","0.1","1000","cdk_fp","Standard","0.0","0.7520983179056913","0.7229668957130879","0.7263349375202041","0.8069931204837818"
"Chagas","SVR_POLY_FP","2","1.0","1000","cdk_fp","Standard","0.0","0.6836925469641791","0.6664105045206615","0.6458641557684859","0.7388029806033901"
"Chagas","SVR_POLY_FP","3","1.0","1000","cdk_fp","Standard","0.0","0.7477267673375919","0.7229668935597345","0.7132156862128642","0.806997722240177"
"Chagas","SVR_POLY_FP","2","0.001","1500","cdk_fp","Standard","0.0","0.6991991494360169","0.6798757981687841","0.669665579088027","0.7480560710512398"
"Chagas","SVR_POLY_FP","3","0.001","1500","cdk_fp","Standard","0.0","0.7648486472581856","0.7369505666867603","0.7536892394770695","0.803906135610727"
"Chagas","SVR_POLY_FP","2","0.01","1500","cdk_fp","Standard","0.0","0.6991991494360056","0.6798757981688004","0.6696655790880219","0.7480560710511946"
"Chagas","SVR_POLY_FP","3","0.01","1500","cdk_fp","Standard","0.0","0.7648486472499854","0.7369505666942706","0.7536892394791569","0.8039061355765288"
"Chagas","SVR_POLY_FP","2","0.1","1500","cdk_fp","Standard","0.0","0.6991991494361969","0.679875798168793","0.6696655790881268","0.7480560710516708"
"Chagas","SVR_POLY_FP","3","0.1","1500","cdk_fp","Standard","0.0","0.7648513334874516","0.7369505665059392","0.7536892395749185","0.8039141943814972"
"Chagas","SVR_POLY_FP","2","1.0","1500","cdk_fp","Standard","0.0","0.6991991494327484","0.679875798169503","0.6696655790871342","0.7480560710416075"
"Chagas","SVR_POLY_FP","3","1.0","1500","cdk_fp","Standard","0.0","0.7625160965555473","0.7369505789981693","0.7534180028308702","0.7971797078376022"
"Chagas","SVR_POLY_FP","2","0.001","2000","cdk_fp","Standard","0.0","0.7186383315095871","0.7092307671721704","0.6805959046472617","0.766088322709329"
"Chagas","SVR_POLY_FP","3","0.001","2000","cdk_fp","Standard","0.0","0.787189582743682","0.7743736673045013","0.7611325236852954","0.8260625572412493"
"Chagas","SVR_POLY_FP","2","0.01","2000","cdk_fp","Standard","0.0","0.7186383315095841","0.7092307671721609","0.6805959046472418","0.7660883227093497"
"Chagas","SVR_POLY_FP","3","0.01","2000","cdk_fp","Standard","0.0","0.7871895827334692","0.7743736673064653","0.7611325236970015","0.826062557196941"
"Chagas","SVR_POLY_FP","2","0.1","2000","cdk_fp","Standard","0.0","0.7186383315096231","0.7092307671723382","0.680595904647177","0.7660883227093536"
"Chagas","SVR_POLY_FP","3","0.1","2000","cdk_fp","Standard","0.0","0.7872296529843571","0.7743736669152009","0.7611325235699163","0.8261827684679539"
"Chagas","SVR_POLY_FP","2","1.0","2000","cdk_fp","Standard","0.0","0.7186383315096435","0.7092307671701347","0.6805959046466474","0.7660883227121487"
"Chagas","SVR_POLY_FP","3","1.0","2000","cdk_fp","Standard","0.0","0.7850367618606603","0.7743736652930835","0.7611325235520908","0.8196040967368068"
"Chagas","SVR_POLY_FP","2","0.001","1000","rdkit_fp","MaxMin","2.0","0.5355737532708239","0.5375498472496515","0.49321658272344515","0.5759548298393751"
"Chagas","SVR_POLY_FP","3","0.001","1000","rdkit_fp","MaxMin","2.0","0.5195928718116137","0.5193052123181392","0.47313503479462277","0.5663383683220793"
"Chagas","SVR_POLY_FP","2","0.01","1000","rdkit_fp","MaxMin","2.0","0.4974299621631156","0.5054198570160052","0.4564383774970535","0.5304316519762882"
"Chagas","SVR_POLY_FP","3","0.01","1000","rdkit_fp","MaxMin","2.0","0.5206184415435411","0.518702834324013","0.4764027367181128","0.5667497535884974"
"Chagas","SVR_POLY_FP","2","0.1","1000","rdkit_fp","MaxMin","2.0","0.5001866361683677","0.5026875617696934","0.46515984427851514","0.5327125024568947"
"Chagas","SVR_POLY_FP","3","0.1","1000","rdkit_fp","MaxMin","2.0","0.5206184415435376","0.5187028343240192","0.4764027367180946","0.5667497535884991"
"Chagas","SVR_POLY_FP","2","1.0","1000","rdkit_fp","MaxMin","2.0","0.5001866361683728","0.5026875617696943","0.4651598442785094","0.5327125024569146"
"Chagas","SVR_POLY_FP","3","1.0","1000","rdkit_fp","MaxMin","2.0","0.520618441543447","0.518702834324696","0.47640273671803507","0.5667497535876103"
"Chagas","SVR_POLY_FP","2","0.001","1500","rdkit_fp","MaxMin","2.0","0.5138604412710326","0.5061281486350876","0.4878746533632878","0.5475785218147224"
"Chagas","SVR_POLY_FP","3","0.001","1500","rdkit_fp","MaxMin","2.0","0.5122291433328746","0.504495164281219","0.4874224755185818","0.5447697901988232"
"Chagas","SVR_POLY_FP","2","0.01","1500","rdkit_fp","MaxMin","2.0","0.4862719830536563","0.49119301833757706","0.4596391465035668","0.5079837843198249"
"Chagas","SVR_POLY_FP","3","0.01","1500","rdkit_fp","MaxMin","2.0","0.511944192309583","0.5036336762565081","0.48747586525075304","0.5447230354214877"
"Chagas","SVR_POLY_FP","2","0.1","1500","rdkit_fp","MaxMin","2.0","0.4878256383014927","0.48688676198701875","0.467406126461387","0.5091840264560724"
"Chagas","SVR_POLY_FP","3","0.1","1500","rdkit_fp","MaxMin","2.0","0.5119441923096042","0.5036336762565363","0.48747586525076064","0.5447230354215156"
"Chagas","SVR_POLY_FP","2","1.0","1500","rdkit_fp","MaxMin","2.0","0.487825638301502","0.48688676198705405","0.46740612646139607","0.509184026456056"
"Chagas","SVR_POLY_FP","3","1.0","1500","rdkit_fp","MaxMin","2.0","0.5119441923099871","0.5036336762566653","0.4874758652507904","0.5447230354225057"
"Chagas","SVR_POLY_FP","2","0.001","2000","rdkit_fp","MaxMin","2.0","0.5071117281407022","0.502688789712178","0.48258616280483774","0.5360602319050909"
"Chagas","SVR_POLY_FP","3","0.001","2000","rdkit_fp","MaxMin","2.0","0.5101422076217165","0.5041532205862099","0.48516680741212137","0.5411065948668183"
"Chagas","SVR_POLY_FP","2","0.01","2000","rdkit_fp","MaxMin","2.0","0.484736721707244","0.48977136978314306","0.4606171822489668","0.5038216130896224"
"Chagas","SVR_POLY_FP","3","0.01","2000","rdkit_fp","MaxMin","2.0","0.5099946322920901","0.5037104945973279","0.4851668074121229","0.5411065948668194"
"Chagas","SVR_POLY_FP","2","0.1","2000","rdkit_fp","MaxMin","2.0","0.4868403648523663","0.4867690598554803","0.46810176625933314","0.5056502684422854"
"Chagas","SVR_POLY_FP","3","0.1","2000","rdkit_fp","MaxMin","2.0","0.5099946322921022","0.5037104945973276","0.48516680741213464","0.5411065948668444"
"Chagas","SVR_POLY_FP","2","1.0","2000","rdkit_fp","MaxMin","2.0","0.4868403648523751","0.48676905985548874","0.46810176625932953","0.5056502684423069"
"Chagas","SVR_POLY_FP","3","1.0","2000","rdkit_fp","MaxMin","2.0","0.5099946322917042","0.5037104945961136","0.4851668074119444","0.5411065948670545"
"Chagas","SVR_POLY_FP","2","0.001","1000","cdk_fp","MaxMin","2.0","0.5287565041919673","0.5256245195026512","0.49114439937948584","0.5695005936937648"
"Chagas","SVR_POLY_FP","3","0.001","1000","cdk_fp","MaxMin","2.0","0.515954662181526","0.5079074100539627","0.4806581101049377","0.5592984663856778"
"Chagas","SVR_POLY_FP","2","0.01","1000","cdk_fp","MaxMin","2.0","0.4870486960397929","0.4861788366255452","0.44925177256950766","0.5257154789243258"
"Chagas","SVR_POLY_FP","3","0.01","1000","cdk_fp","MaxMin","2.0","0.5158813573071995","0.5069653655907542","0.4813802399451664","0.5592984663856778"
"Chagas","SVR_POLY_FP","2","0.1","1000","cdk_fp","MaxMin","2.0","0.48811454146254674","0.48291192543890243","0.45540823924219526","0.5260234597065424"
"Chagas","SVR_POLY_FP","3","0.1","1000","cdk_fp","MaxMin","2.0","0.5158813573072005","0.5069653655907475","0.48138023994516405","0.55929846638569"
"Chagas","SVR_POLY_FP","2","1.0","1000","cdk_fp","MaxMin","2.0","0.48811454146255","0.48291192543889866","0.45540823924220714","0.5260234597065442"
"Chagas","SVR_POLY_FP","3","1.0","1000","cdk_fp","MaxMin","2.0","0.515881357307186","0.5069653655906815","0.4813802399452751","0.5592984663856015"
"Chagas","SVR_POLY_FP","2","0.001","1500","cdk_fp","MaxMin","2.0","0.5009152694425121","0.49374477727014865","0.48387234840483423","0.5251286826525534"
"Chagas","SVR_POLY_FP","3","0.001","1500","cdk_fp","MaxMin","2.0","0.4991540944401722","0.4886122839223438","0.4849839672117149","0.523866032186458"
"Chagas","SVR_POLY_FP","2","0.01","1500","cdk_fp","MaxMin","2.0","0.4732806207303759","0.47151083448172165","0.45615144694859294","0.49217958076081325"
"Chagas","SVR_POLY_FP","3","0.01","1500","cdk_fp","MaxMin","2.0","0.4990162451696132","0.48819873611066167","0.4849839672117181","0.5238660321864597"
"Chagas","SVR_POLY_FP","2","0.1","1500","cdk_fp","MaxMin","2.0","0.4755895183429155","0.46950337381078444","0.4642132376531312","0.49305194356483084"
"Chagas","SVR_POLY_FP","3","0.1","1500","cdk_fp","MaxMin","2.0","0.4990162451696152","0.4881987361106628","0.4849839672117099","0.5238660321864729"
"Chagas","SVR_POLY_FP","2","1.0","1500","cdk_fp","MaxMin","2.0","0.4755895183429058","0.46950337381077895","0.4642132376531275","0.4930519435648111"
"Chagas","SVR_POLY_FP","3","1.0","1500","cdk_fp","MaxMin","2.0","0.4990162451693256","0.4881987361101444","0.4849839672112741","0.523866032186558"
"Chagas","SVR_POLY_FP","2","0.001","2000","cdk_fp","MaxMin","2.0","0.4978689164193393","0.4928529285826293","0.47336281440190525","0.5273910062734832"
"Chagas","SVR_POLY_FP","3","0.001","2000","cdk_fp","MaxMin","2.0","0.49936639001727795","0.4903958031827339","0.47943041234123795","0.5282729545278618"
"Chagas","SVR_POLY_FP","2","0.01","2000","cdk_fp","MaxMin","2.0","0.47344848870724526","0.47353085831950814","0.4522288311987599","0.49458577660346775"
