"NAME [String]","METHOD [String]","lambda [Double]","elasticNetParam [Double]","featuresColumn [String]","scalerType [String]","maxIter [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","LR_EL_DESC","0.05","0.25","rdkit_desc","Standard","10","0.5543854239921907","0.6147964370160509","0.5141397428447334","0.5342200921157876"
"Caco2","LR_EL_DESC","0.01","0.25","rdkit_desc","Standard","10","0.5978911554775758","0.646257257152641","0.5855690449745358","0.5618471643055505"
"Caco2","LR_EL_DESC","0.005","0.25","rdkit_desc","Standard","10","0.612700260813521","0.6717614920099159","0.6000486079599985","0.5662906824706486"
"Caco2","LR_EL_DESC","1.0","0.5","rdkit_desc","Standard","10","0.7503259909628027","0.894686968676971","0.670690453588872","0.6856005506225652"
"Caco2","LR_EL_DESC","0.1","0.5","rdkit_desc","Standard","10","0.5512762458906656","0.582877542320475","0.558132381532465","0.5128188138190569"
"Caco2","LR_EL_DESC","0.05","0.5","rdkit_desc","Standard","10","0.5520021675754853","0.6022327401840677","0.5325189560439205","0.5212548064984677"
"Caco2","LR_EL_DESC","0.01","0.5","rdkit_desc","Standard","10","0.5813096790787541","0.6324331155501447","0.5470951269919728","0.5644007946941446"
"Caco2","LR_EL_DESC","0.005","0.5","rdkit_desc","Standard","10","0.5999644395187987","0.6476546280068549","0.5886640954496614","0.5635745950998801"
"Caco2","LR_EL_DESC","1.0","0.75","rdkit_desc","Standard","10","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","0.75","rdkit_desc","Standard","10","0.5500645605789395","0.5887979037427922","0.5473252806183363","0.5140704973756897"
"Caco2","LR_EL_DESC","0.05","0.75","rdkit_desc","Standard","10","0.5485429584568057","0.5882648077757868","0.5449358228495772","0.5124282447450532"
"Caco2","LR_EL_DESC","0.01","0.75","rdkit_desc","Standard","10","0.6004578030068588","0.6652357913180454","0.5856835819695613","0.5504540357329697"
"Caco2","LR_EL_DESC","0.005","0.75","rdkit_desc","Standard","10","0.5998396668240228","0.6609166087382032","0.5713008110599445","0.5673015806739204"
"Caco2","LR_EL_DESC","1.0","1.0","rdkit_desc","Standard","10","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","1.0","rdkit_desc","Standard","10","0.5463219363630666","0.5873556904512424","0.5392773064560604","0.5123328121818969"
"Caco2","LR_EL_DESC","0.05","1.0","rdkit_desc","Standard","10","0.5510535082064069","0.5785114008351678","0.5596935872242773","0.5149555365597753"
"Caco2","LR_EL_DESC","0.01","1.0","rdkit_desc","Standard","10","0.567132519384535","0.6444154754740921","0.5126631972465221","0.5443188854329908"
"Caco2","LR_EL_DESC","0.005","1.0","rdkit_desc","Standard","10","0.5839588942211874","0.6340392384067468","0.5483846448767742","0.5694527993800415"
"Caco2","LR_EL_DESC","1.0","0.0","cdk_desc","Standard","10","0.5592264053061667","0.6323211019029289","0.5217967383408034","0.5235613756747679"
"Caco2","LR_EL_DESC","0.1","0.0","cdk_desc","Standard","10","0.6708917702813985","0.7111089939027285","0.7030141084662751","0.5985522084751919"
"Caco2","LR_EL_DESC","0.05","0.0","cdk_desc","Standard","10","0.7785318787328898","0.7912779228445108","0.898351890318465","0.6459658230356937"
"Caco2","LR_EL_DESC","0.01","0.0","cdk_desc","Standard","10","1.1409344127754057","0.9881874852067628","1.611854325488762","0.8227614276306922"
"Caco2","LR_EL_DESC","0.005","0.0","cdk_desc","Standard","10","1.3109876366662447","1.0466249204819158","1.9637795889779197","0.9225584005388986"
"Caco2","LR_EL_DESC","1.0","0.25","cdk_desc","Standard","10","0.6514861680639887","0.7841581153897043","0.5874432819774905","0.5828571068247715"
"Caco2","LR_EL_DESC","0.1","0.25","cdk_desc","Standard","10","0.5748881170148399","0.6155793015784262","0.537518463864469","0.5715665856016245"
"Caco2","LR_EL_DESC","0.05","0.25","cdk_desc","Standard","10","0.5953968467108738","0.6399462614791409","0.5607751562720077","0.5854691223814726"
"Caco2","LR_EL_DESC","0.01","0.25","cdk_desc","Standard","10","0.6448562587271232","0.6948231462686828","0.6083744722318551","0.6313711576808315"
"Caco2","LR_EL_DESC","0.005","0.25","cdk_desc","Standard","10","0.6552209634011745","0.7226958592138092","0.6243056874558714","0.6186613435338428"
"Caco2","LR_EL_DESC","1.0","0.5","cdk_desc","Standard","10","0.7542356773140186","0.894686968676971","0.6662898049174477","0.7017302583476374"
"Caco2","LR_EL_DESC","0.1","0.5","cdk_desc","Standard","10","0.5739353064975314","0.596113248317093","0.5666417474466503","0.5590509237288509"
"Caco2","LR_EL_DESC","0.05","0.5","cdk_desc","Standard","10","0.5776323399151799","0.6094081677446375","0.5433668656670563","0.580121986333846"
"Caco2","LR_EL_DESC","0.01","0.5","cdk_desc","Standard","10","0.6399683495453196","0.6704060095659087","0.6292404843500135","0.6202585547200365"
"Caco2","LR_EL_DESC","0.005","0.5","cdk_desc","Standard","10","0.6444619092845194","0.6988077567603695","0.6112866689430124","0.6232913021501763"
"Caco2","LR_EL_DESC","1.0","0.75","cdk_desc","Standard","10","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","0.75","cdk_desc","Standard","10","0.5670599995516036","0.6087866820297967","0.5667778914322683","0.5256154251927458"
"Caco2","LR_EL_DESC","0.05","0.75","cdk_desc","Standard","10","0.5693989160201844","0.5965212639377453","0.5499260714302444","0.5617494126925637"
"Caco2","LR_EL_DESC","0.01","0.75","cdk_desc","Standard","10","0.6328726954608414","0.6753117073672034","0.612729035454851","0.6105773435604699"
"Caco2","LR_EL_DESC","0.005","0.75","cdk_desc","Standard","10","0.6405326085790229","0.6630423431126127","0.6351934434855236","0.6233620391389324"
"Caco2","LR_EL_DESC","1.0","1.0","cdk_desc","Standard","10","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","1.0","cdk_desc","Standard","10","0.5669881245979463","0.6140279982744375","0.5626117693727267","0.5243246061466748"
"Caco2","LR_EL_DESC","0.05","1.0","cdk_desc","Standard","10","0.5764628088902138","0.5936975908238498","0.5690002552867754","0.5666905805600164"
"Caco2","LR_EL_DESC","0.01","1.0","cdk_desc","Standard","10","0.6173869425354829","0.6648853169322828","0.5835055367458595","0.6037699739283064"
"Caco2","LR_EL_DESC","0.005","1.0","cdk_desc","Standard","10","0.6443595325249093","0.6736054553701875","0.6305053422137752","0.6289677999907654"
"Caco2","LR_EL_DESC","1.0","0.0","rdkit_desc","MaxMin","100","0.5590607004018344","0.6337505931945127","0.5360861694986138","0.5073453385123767"
"Caco2","LR_EL_DESC","0.1","0.0","rdkit_desc","MaxMin","100","0.5965076180524627","0.6993726653275544","0.5599029755064111","0.5302472133234224"
"Caco2","LR_EL_DESC","0.05","0.0","rdkit_desc","MaxMin","100","0.6385333766193041","0.7564460955173248","0.6241960088817309","0.5349580254588568"
"Caco2","LR_EL_DESC","0.01","0.0","rdkit_desc","MaxMin","100","0.7778072400401549","0.9029877758229095","0.8355048728314431","0.5949290714661121"
"Caco2","LR_EL_DESC","0.005","0.0","rdkit_desc","MaxMin","100","0.8584628697659991","0.9500234656319583","0.9528706718436636","0.6724944718223751"
"Caco2","LR_EL_DESC","1.0","0.25","rdkit_desc","MaxMin","100","0.6334968796381067","0.7506572000711408","0.5779752327385147","0.5718582061046645"
"Caco2","LR_EL_DESC","0.1","0.25","rdkit_desc","MaxMin","100","0.5516044399388809","0.6003455537664405","0.5389820139631931","0.5154857520870089"
"Caco2","LR_EL_DESC","0.05","0.25","rdkit_desc","MaxMin","100","0.5591212664069438","0.6367851342893072","0.5246881669240198","0.5158904980075046"
"Caco2","LR_EL_DESC","0.01","0.25","rdkit_desc","MaxMin","100","0.6990623987363773","0.8307245919772493","0.7247521851294776","0.5417104191024049"
"Caco2","LR_EL_DESC","0.005","0.25","rdkit_desc","MaxMin","100","0.7745642449816378","0.9036856306435205","0.8503702961476385","0.5696368081537542"
"Caco2","LR_EL_DESC","1.0","0.5","rdkit_desc","MaxMin","100","0.7501187510334768","0.894686968676971","0.6700727782547931","0.6855965061686664"
"Caco2","LR_EL_DESC","0.1","0.5","rdkit_desc","MaxMin","100","0.555774662161447","0.5931899868234957","0.5557609175469237","0.5183730821139216"
"Caco2","LR_EL_DESC","0.05","0.5","rdkit_desc","MaxMin","100","0.5582032752225142","0.6031543801311815","0.5460869691823301","0.5253684763540309"
"Caco2","LR_EL_DESC","0.01","0.5","rdkit_desc","MaxMin","100","0.6506880924602872","0.7570778430829141","0.6832275883480775","0.5117588459498701"
"Caco2","LR_EL_DESC","0.005","0.5","rdkit_desc","MaxMin","100","0.7360480851606314","0.8547539495409473","0.8073993693740323","0.5459909365669147"
"Caco2","LR_EL_DESC","1.0","0.75","rdkit_desc","MaxMin","100","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","0.75","rdkit_desc","MaxMin","100","0.5551738791020203","0.5994290797369379","0.5465645812850283","0.5195279762840945"
"Caco2","LR_EL_DESC","0.05","0.75","rdkit_desc","MaxMin","100","0.5641475202229623","0.601100869905207","0.5692510965009787","0.5220905942627014"
"Caco2","LR_EL_DESC","0.01","0.75","rdkit_desc","MaxMin","100","0.6127804445041473","0.707579932351459","0.6202201940900045","0.5105412070709786"
"Caco2","LR_EL_DESC","0.005","0.75","rdkit_desc","MaxMin","100","0.7066878564789169","0.8055465198424971","0.7833465843795197","0.5311704652147337"
"Caco2","LR_EL_DESC","1.0","1.0","rdkit_desc","MaxMin","100","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","1.0","rdkit_desc","MaxMin","100","0.560113855051119","0.6097483612196097","0.5497422671378221","0.5208509367959253"
"Caco2","LR_EL_DESC","0.05","1.0","rdkit_desc","MaxMin","100","0.5624769798360719","0.6063446248788532","0.5582902379481947","0.5227960766811677"
"Caco2","LR_EL_DESC","0.01","1.0","rdkit_desc","MaxMin","100","0.5821656197050434","0.6798326784718935","0.5568699108131023","0.5097942698301344"
"Caco2","LR_EL_DESC","0.005","1.0","rdkit_desc","MaxMin","100","0.6637306894974294","0.7784082713872076","0.6910744089729226","0.521709388132158"
"Caco2","LR_EL_DESC","1.0","0.0","cdk_desc","MaxMin","100","0.5592264053061692","0.6323211019029344","0.521796738340802","0.523561375674771"
"Caco2","LR_EL_DESC","0.1","0.0","cdk_desc","MaxMin","100","0.6708917702814258","0.7111089939027442","0.7030141084663498","0.5985522084751833"
"Caco2","LR_EL_DESC","0.05","0.0","cdk_desc","MaxMin","100","0.7785318787329318","0.7912779228445473","0.8983518903185655","0.6459658230356825"
"Caco2","LR_EL_DESC","0.01","0.0","cdk_desc","MaxMin","100","1.140934412775543","0.9881874852067979","1.611854325489234","0.8227614276305971"
"Caco2","LR_EL_DESC","0.005","0.0","cdk_desc","MaxMin","100","1.310987636666563","1.0466249204820968","1.9637795889787613","0.9225584005388312"
"Caco2","LR_EL_DESC","1.0","0.25","cdk_desc","MaxMin","100","0.6517568328035631","0.7835882721948056","0.5874486820983921","0.5842335441174915"
"Caco2","LR_EL_DESC","0.1","0.25","cdk_desc","MaxMin","100","0.5716622841764533","0.6109322318531539","0.5288577504633994","0.5751968702128062"
"Caco2","LR_EL_DESC","0.05","0.25","cdk_desc","MaxMin","100","0.6182956670963297","0.6813447399957874","0.568696563763366","0.6048456975298356"
"Caco2","LR_EL_DESC","0.01","0.25","cdk_desc","MaxMin","100","1.0231102828483876","1.0251906364170928","1.3098821477896605","0.7342580643384096"
"Caco2","LR_EL_DESC","0.005","0.25","cdk_desc","MaxMin","100","1.2107364503705522","1.2048271071923022","1.6039308795399585","0.823451364379396"
"Caco2","LR_EL_DESC","1.0","0.5","cdk_desc","MaxMin","100","0.7559126289713426","0.894686968676971","0.6707567085475908","0.702294209689466"
"Caco2","LR_EL_DESC","0.1","0.5","cdk_desc","MaxMin","100","0.5696100979014016","0.5986304941959353","0.5562335784040995","0.5539662211041699"
"Caco2","LR_EL_DESC","0.05","0.5","cdk_desc","MaxMin","100","0.5908126410926271","0.6286796367400169","0.5482384004037866","0.5955198861340778"
"Caco2","LR_EL_DESC","0.01","0.5","cdk_desc","MaxMin","100","0.8599755016434293","0.9281245390723787","0.973138129518714","0.678663836339195"
"Caco2","LR_EL_DESC","0.005","0.5","cdk_desc","MaxMin","100","1.126413849815148","1.1342611077745792","1.4620812157958907","0.782899225874974"
"Caco2","LR_EL_DESC","1.0","0.75","cdk_desc","MaxMin","100","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","0.75","cdk_desc","MaxMin","100","0.5706936336236123","0.6246065356197694","0.5568517762034885","0.5306225890475789"
"Caco2","LR_EL_DESC","0.05","0.75","cdk_desc","MaxMin","100","0.5779421890607542","0.6095010239725269","0.5446303438880616","0.5796951993216741"
"Caco2","LR_EL_DESC","0.01","0.75","cdk_desc","MaxMin","100","0.7612191179357817","0.8818405835073827","0.7441216026705815","0.6576951676293807"
"Caco2","LR_EL_DESC","0.005","0.75","cdk_desc","MaxMin","100","1.0016175126570588","1.0564209891102239","1.2243011901105068","0.7241303587504454"
"Caco2","LR_EL_DESC","1.0","1.0","cdk_desc","MaxMin","100","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","1.0","cdk_desc","MaxMin","100","0.5758426391284315","0.6465278193511069","0.5609349193321032","0.5200651787020842"
"Caco2","LR_EL_DESC","0.05","1.0","cdk_desc","MaxMin","100","0.578821105009934","0.6071768488016587","0.5658511377552451","0.5634353284728981"
"Caco2","LR_EL_DESC","0.01","1.0","cdk_desc","MaxMin","100","0.7026806489208383","0.8389007851063162","0.6244011954096045","0.6447399662465941"
"Caco2","LR_EL_DESC","0.005","1.0","cdk_desc","MaxMin","100","0.938684400064906","1.060985983016951","1.0488175283805388","0.7062496887972283"
"Caco2","LR_EL_DESC","1.0","0.0","rdkit_desc","Standard","100","0.559060700401836","0.633750593194511","0.5360861694986185","0.5073453385123783"
"Caco2","LR_EL_DESC","0.1","0.0","rdkit_desc","Standard","100","0.5965076180524617","0.6993726653275426","0.5599029755064067","0.530247213323436"
"Caco2","LR_EL_DESC","0.05","0.0","rdkit_desc","Standard","100","0.6385333766192982","0.756446095517303","0.6241960088817071","0.5349580254588845"
"Caco2","LR_EL_DESC","0.01","0.0","rdkit_desc","Standard","100","0.7778072400401205","0.9029877758228548","0.8355048728312809","0.594929071466226"
"Caco2","LR_EL_DESC","0.005","0.0","rdkit_desc","Standard","100","0.8584628697659485","0.9500234656319253","0.9528706718433528","0.6724944718225676"
"Caco2","LR_EL_DESC","1.0","0.25","rdkit_desc","Standard","100","0.6334968796381067","0.7506572000711405","0.5779752327385147","0.5718582061046652"
"Caco2","LR_EL_DESC","0.1","0.25","rdkit_desc","Standard","100","0.5516044399388483","0.6003455537664564","0.5389820139630291","0.5154857520870595"
"Caco2","LR_EL_DESC","0.05","0.25","rdkit_desc","Standard","100","0.5591212664067794","0.636785134289097","0.524688166924074","0.5158904980071672"
"Caco2","LR_EL_DESC","0.01","0.25","rdkit_desc","Standard","100","0.6990623987365029","0.8307245919771092","0.7247521851300713","0.5417104191023281"
"Caco2","LR_EL_DESC","0.005","0.25","rdkit_desc","Standard","100","0.7745642449815673","0.9036856306431985","0.8503702961478986","0.5696368081536048"
"Caco2","LR_EL_DESC","1.0","0.5","rdkit_desc","Standard","100","0.7501187510334772","0.894686968676971","0.6700727782547937","0.6855965061686672"
"Caco2","LR_EL_DESC","0.1","0.5","rdkit_desc","Standard","100","0.555774662161454","0.5931899868234713","0.5557609175469513","0.5183730821139393"
"Caco2","LR_EL_DESC","0.05","0.5","rdkit_desc","Standard","100","0.5582032752208947","0.6031543801356207","0.5460869691729022","0.5253684763541614"
"Caco2","LR_EL_DESC","0.01","0.5","rdkit_desc","Standard","100","0.6506880924599555","0.7570778430831316","0.6832275883446928","0.5117588459520419"
"Caco2","LR_EL_DESC","0.005","0.5","rdkit_desc","Standard","100","0.7360480851605438","0.854753949540896","0.8073993693737396","0.5459909365669958"
"Caco2","LR_EL_DESC","1.0","0.75","rdkit_desc","Standard","100","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","0.75","rdkit_desc","Standard","100","0.5551738791074188","0.5994290797369964","0.546564581285038","0.5195279763002217"
"Caco2","LR_EL_DESC","0.05","0.75","rdkit_desc","Standard","100","0.564147520255194","0.60110086990828","0.5692510965092479","0.522090594348054"
"Caco2","LR_EL_DESC","0.01","0.75","rdkit_desc","Standard","100","0.6127804445064973","0.7075799323514012","0.6202201940969426","0.5105412070711483"
"Caco2","LR_EL_DESC","0.005","0.75","rdkit_desc","Standard","100","0.7066878564804083","0.8055465198456843","0.7833465843818066","0.5311704652137339"
"Caco2","LR_EL_DESC","1.0","1.0","rdkit_desc","Standard","100","0.7721247569330947","0.894686968676971","0.7004184738791464","0.7212688282431668"
"Caco2","LR_EL_DESC","0.1","1.0","rdkit_desc","Standard","100","0.5601138550511481","0.6097483612196949","0.5497422671378245","0.5208509367959251"
"Caco2","LR_EL_DESC","0.05","1.0","rdkit_desc","Standard","100","0.5624769776219835","0.6063446249233253","0.5582902379481287","0.5227960699944965"
"Caco2","LR_EL_DESC","0.01","1.0","rdkit_desc","Standard","100","0.5821656196975117","0.6798326784570604","0.5568699108052203","0.5097942698302544"
"Caco2","LR_EL_DESC","0.005","1.0","rdkit_desc","Standard","100","0.6637306894884369","0.7784082713818395","0.6910744089476416","0.5217093881358297"
"Caco2","LR_EL_DESC","1.0","0.0","cdk_desc","Standard","100","0.5592264053061667","0.6323211019029289","0.5217967383408034","0.5235613756747679"
"Caco2","LR_EL_DESC","0.1","0.0","cdk_desc","Standard","100","0.6708917702813985","0.7111089939027285","0.7030141084662751","0.5985522084751919"
"Caco2","LR_EL_DESC","0.05","0.0","cdk_desc","Standard","100","0.7785318787328898","0.7912779228445108","0.898351890318465","0.6459658230356937"
"Caco2","LR_EL_DESC","0.01","0.0","cdk_desc","Standard","100","1.1409344127754057","0.9881874852067628","1.611854325488762","0.8227614276306922"
"Caco2","LR_EL_DESC","0.005","0.0","cdk_desc","Standard","100","1.3109876366662447","1.0466249204819158","1.9637795889779197","0.9225584005388986"
"Caco2","LR_EL_DESC","1.0","0.25","cdk_desc","Standard","100","0.6517568328035628","0.7835882721948045","0.5874486820983922","0.5842335441174917"
"Caco2","LR_EL_DESC","0.1","0.25","cdk_desc","Standard","100","0.5716622841765158","0.6109322318531336","0.5288577504636196","0.5751968702127941"
