"NAME [String]","METHOD [String]","lambda [Double]","maxIter [Int]","featuresColumn [String]","scalerType [String]","elasticNetParam [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"LogP","LR_EL_FP","0.005","500","cdk_fp","Standard","0.5","0.6432959056431785","0.6279296988522239","0.6041624071204342","0.6977956109568776"
"LogP","LR_EL_FP","1.0","10","rdkit_fp","MaxMin","0.75","1.8158357834447487","1.799584812744119","1.7721942760322003","1.875728261557927"
"LogP","LR_EL_FP","0.1","10","rdkit_fp","MaxMin","0.75","0.8492840398247008","0.8313838080780896","0.8144977592213413","0.9019705521746714"
"LogP","LR_EL_FP","0.05","10","rdkit_fp","MaxMin","0.75","0.7389972617783492","0.7357272178336273","0.7278447020328865","0.753419865468534"
"LogP","LR_EL_FP","0.01","10","rdkit_fp","MaxMin","0.75","0.7473851101887851","0.729884211917024","0.7298698381784091","0.7824012804709217"
"LogP","LR_EL_FP","0.005","10","rdkit_fp","MaxMin","0.75","0.7830929318137524","0.7688371762240201","0.7658303535735439","0.8146112656436932"
"LogP","LR_EL_FP","1.0","100","rdkit_fp","MaxMin","0.75","1.8225860601640047","1.809459450912557","1.7827476928813288","1.8755510366981283"
"LogP","LR_EL_FP","0.1","100","rdkit_fp","MaxMin","0.75","0.8147766300553035","0.8171066874381668","0.7718404143174895","0.855382788410254"
"LogP","LR_EL_FP","0.05","100","rdkit_fp","MaxMin","0.75","0.6868253172735441","0.7072849189509406","0.6486329128662487","0.7045581200034433"
"LogP","LR_EL_FP","0.01","100","rdkit_fp","MaxMin","0.75","0.6079372644731365","0.6227685161268817","0.5804625985277344","0.6205806787647931"
"LogP","LR_EL_FP","0.005","100","rdkit_fp","MaxMin","0.75","0.6124385044589559","0.6148394557863701","0.5950694624372938","0.6274065951532038"
"LogP","LR_EL_FP","1.0","500","rdkit_fp","MaxMin","0.75","1.8225860601640047","1.809459450912557","1.7827476928813288","1.8755510366981283"
"LogP","LR_EL_FP","0.1","500","rdkit_fp","MaxMin","0.75","0.8147043802274784","0.8168462238793962","0.7717235574951788","0.8555433593078605"
"LogP","LR_EL_FP","0.05","500","rdkit_fp","MaxMin","0.75","0.6866941768877455","0.7085650725144426","0.6476746256970742","0.7038428324517199"
"LogP","LR_EL_FP","0.01","500","rdkit_fp","MaxMin","0.75","0.6075431708657764","0.6190591683310818","0.5797121793162199","0.6238581649500275"
"LogP","LR_EL_FP","0.005","500","rdkit_fp","MaxMin","0.75","0.60967358120424","0.6174611700251862","0.5855165833539662","0.6260429902335676"
"LogP","LR_EL_FP","1.0","10","cdk_fp","MaxMin","0.75","1.802238861953141","1.7883141869428942","1.7591824091516917","1.8592199897648374"
"LogP","LR_EL_FP","0.1","10","cdk_fp","MaxMin","0.75","0.8315391787221474","0.8285602825305662","0.8053930273284449","0.8606642263074312"
"LogP","LR_EL_FP","0.05","10","cdk_fp","MaxMin","0.75","0.7275954142552971","0.7036451774495471","0.7265251753269224","0.7526158899894213"
"LogP","LR_EL_FP","0.01","10","cdk_fp","MaxMin","0.75","0.7534443929789676","0.7321309605163033","0.7520516938458278","0.7761505245747715"
"LogP","LR_EL_FP","0.005","10","cdk_fp","MaxMin","0.75","0.7962556112978225","0.7613972571431683","0.8026443900481531","0.8247251867021461"
"LogP","LR_EL_FP","1.0","100","cdk_fp","MaxMin","0.75","1.8083473849666556","1.7968256279223527","1.7680771763817091","1.8601393505959054"
"LogP","LR_EL_FP","0.1","100","cdk_fp","MaxMin","0.75","0.808303750121047","0.8118006409112049","0.7789460368160579","0.8341645726358784"
"LogP","LR_EL_FP","0.05","100","cdk_fp","MaxMin","0.75","0.7008599497273398","0.7140938251962471","0.6668744007600218","0.7216116232257505"
"LogP","LR_EL_FP","0.01","100","cdk_fp","MaxMin","0.75","0.626618700370711","0.6280715462363241","0.5999803147210468","0.651804240154762"
"LogP","LR_EL_FP","0.005","100","cdk_fp","MaxMin","0.75","0.6229794887504044","0.6254615095945685","0.6039119457407095","0.6395650109159353"
"LogP","LR_EL_FP","1.0","500","cdk_fp","MaxMin","0.75","1.8083473849666556","1.7968256279223527","1.7680771763817091","1.8601393505959054"
"LogP","LR_EL_FP","0.1","500","cdk_fp","MaxMin","0.75","0.8083055717647097","0.8112540428470137","0.7791243470923058","0.8345383253548095"
"LogP","LR_EL_FP","0.05","500","cdk_fp","MaxMin","0.75","0.7000867502578577","0.7152061471611777","0.668169866751004","0.716884236861391"
"LogP","LR_EL_FP","0.01","500","cdk_fp","MaxMin","0.75","0.6241316753598053","0.6325648301066604","0.5976447530699993","0.6421854429027564"
"LogP","LR_EL_FP","0.005","500","cdk_fp","MaxMin","0.75","0.6256172327057524","0.6301939486068855","0.6011295212510865","0.6455282282592852"
"LogP","LR_EL_FP","1.0","10","rdkit_fp","Standard","0.75","1.8158357834447474","1.7995848127441154","1.7721942760321987","1.875728261557928"
"LogP","LR_EL_FP","0.1","10","rdkit_fp","Standard","0.75","0.8492840398247017","0.8313838080780875","0.8144977592213419","0.9019705521746755"
"LogP","LR_EL_FP","0.05","10","rdkit_fp","Standard","0.75","0.7389972617783497","0.7357272178336243","0.7278447020328868","0.7534198654685382"
"LogP","LR_EL_FP","0.01","10","rdkit_fp","Standard","0.75","0.747385110188784","0.729884211917018","0.7298698381784087","0.7824012804709253"
"LogP","LR_EL_FP","0.005","10","rdkit_fp","Standard","0.75","0.7830929318137518","0.7688371762240166","0.7658303535735437","0.8146112656436952"
"LogP","LR_EL_FP","1.0","100","rdkit_fp","Standard","0.75","1.8225860601640047","1.8094594509125594","1.7827476928813277","1.8755510366981272"
"LogP","LR_EL_FP","0.1","100","rdkit_fp","Standard","0.75","0.8147766300550049","0.8171066874381095","0.7718404143174336","0.8553827884094716"
"LogP","LR_EL_FP","0.05","100","rdkit_fp","Standard","0.75","0.6868253172735571","0.7072849189510009","0.648632912866224","0.7045581200034466"
"LogP","LR_EL_FP","0.01","100","rdkit_fp","Standard","0.75","0.6079372644731462","0.6227685161269015","0.5804625985277454","0.6205806787647918"
"LogP","LR_EL_FP","0.005","100","rdkit_fp","Standard","0.75","0.6124385044589767","0.6148394557863915","0.5950694624373272","0.6274065951532114"
"LogP","LR_EL_FP","1.0","500","rdkit_fp","Standard","0.75","1.8225860601640047","1.8094594509125594","1.7827476928813277","1.8755510366981272"
"LogP","LR_EL_FP","0.1","500","rdkit_fp","Standard","0.75","0.8147043802245482","0.8168462238791422","0.7717235574969081","0.8555433592975942"
"LogP","LR_EL_FP","0.05","500","rdkit_fp","Standard","0.75","0.6866941768563146","0.708565072514635","0.6476746256007643","0.7038428324535448"
"LogP","LR_EL_FP","0.01","500","rdkit_fp","Standard","0.75","0.607543170841487","0.6190591683307495","0.5797121793341165","0.6238581648595951"
"LogP","LR_EL_FP","0.005","500","rdkit_fp","Standard","0.75","0.6096735812042494","0.6174611700251529","0.585516583354529","0.6260429902330661"
"LogP","LR_EL_FP","1.0","10","cdk_fp","Standard","0.75","1.802238861953138","1.7883141869428891","1.75918240915168","1.8592199897648445"
"LogP","LR_EL_FP","0.1","10","cdk_fp","Standard","0.75","0.8315391787221463","0.8285602825305639","0.8053930273284399","0.8606642263074352"
"LogP","LR_EL_FP","0.05","10","cdk_fp","Standard","0.75","0.7275954142552973","0.7036451774495511","0.7265251753269168","0.7526158899894239"
"LogP","LR_EL_FP","0.01","10","cdk_fp","Standard","0.75","0.7534443929789658","0.7321309605162984","0.7520516938458252","0.7761505245747735"
"LogP","LR_EL_FP","0.005","10","cdk_fp","Standard","0.75","0.7962556112978212","0.7613972571431642","0.802644390048151","0.8247251867021483"
"LogP","LR_EL_FP","1.0","100","cdk_fp","Standard","0.75","1.8083473849666512","1.7968256279223458","1.7680771763816956","1.8601393505959123"
"LogP","LR_EL_FP","0.1","100","cdk_fp","Standard","0.75","0.8083037501208138","0.8118006409110132","0.778946036815618","0.83416457263581"
"LogP","LR_EL_FP","0.05","100","cdk_fp","Standard","0.75","0.7008599497273483","0.7140938251962553","0.6668744007600294","0.7216116232257606"
"LogP","LR_EL_FP","0.01","100","cdk_fp","Standard","0.75","0.6266187003706852","0.6280715462362287","0.5999803147210523","0.6518042401547746"
"LogP","LR_EL_FP","0.005","100","cdk_fp","Standard","0.75","0.6229794887504191","0.6254615095945969","0.6039119457407347","0.6395650109159259"
"LogP","LR_EL_FP","1.0","500","cdk_fp","Standard","0.75","1.8083473849666512","1.7968256279223458","1.7680771763816956","1.8601393505959123"
"LogP","LR_EL_FP","0.1","500","cdk_fp","Standard","0.75","0.8083055717180215","0.8112540428498316","0.7791243470827606","0.8345383252214723"
"LogP","LR_EL_FP","0.05","500","cdk_fp","Standard","0.75","0.7000867502578393","0.7152061471612274","0.6681698667508834","0.7168842368614071"
"LogP","LR_EL_FP","0.01","500","cdk_fp","Standard","0.75","0.624131675359758","0.6325648301065236","0.5976447530699001","0.6421854429028502"
"LogP","LR_EL_FP","0.005","500","cdk_fp","Standard","0.75","0.6256172327036204","0.6301939486005201","0.6011295212511972","0.6455282282591437"
"LogP","LR_EL_FP","1.0","10","rdkit_fp","MaxMin","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","10","rdkit_fp","MaxMin","1.0","0.9073607805743112","0.9139285608459212","0.8915465506812049","0.9166072301958079"
"LogP","LR_EL_FP","0.05","10","rdkit_fp","MaxMin","1.0","0.770540559306339","0.748202294782437","0.7480348280043824","0.8153845551321978"
"LogP","LR_EL_FP","0.01","10","rdkit_fp","MaxMin","1.0","0.7245046712633361","0.7075776185411006","0.7151985758508381","0.7507378193980694"
"LogP","LR_EL_FP","0.005","10","rdkit_fp","MaxMin","1.0","0.7734949967333672","0.7586904192404349","0.7533033521214488","0.8084912188382178"
"LogP","LR_EL_FP","1.0","100","rdkit_fp","MaxMin","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","100","rdkit_fp","MaxMin","1.0","0.8797844593022274","0.8741293440428961","0.8395581343826267","0.9256658994811592"
"LogP","LR_EL_FP","0.05","100","rdkit_fp","MaxMin","1.0","0.7286743454686345","0.7467946385247243","0.6882121853451406","0.751016212536039"
"LogP","LR_EL_FP","0.01","100","rdkit_fp","MaxMin","1.0","0.6100262513516126","0.6259604518546278","0.5833062620611954","0.6208120401390145"
"LogP","LR_EL_FP","0.005","100","rdkit_fp","MaxMin","1.0","0.6100897766708498","0.6227955200449792","0.587033209825889","0.6204406001416816"
"LogP","LR_EL_FP","1.0","500","rdkit_fp","MaxMin","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","500","rdkit_fp","MaxMin","1.0","0.87987408583197","0.8741243654531825","0.8395696113681389","0.9259282806745887"
"LogP","LR_EL_FP","0.05","500","rdkit_fp","MaxMin","1.0","0.7283943451479845","0.7460998102744058","0.6882006566195095","0.7508825685500381"
"LogP","LR_EL_FP","0.01","500","rdkit_fp","MaxMin","1.0","0.6092969912265895","0.6261650432993068","0.5773918362464805","0.6243340941339814"
"LogP","LR_EL_FP","0.005","500","rdkit_fp","MaxMin","1.0","0.6080391041484307","0.6182032236047144","0.5809006690643528","0.6250134197762249"
"LogP","LR_EL_FP","1.0","10","cdk_fp","MaxMin","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","10","cdk_fp","MaxMin","1.0","0.8833622446875994","0.9144963453644852","0.8621177204112087","0.8734726682871041"
"LogP","LR_EL_FP","0.05","10","cdk_fp","MaxMin","1.0","0.7575613216769764","0.742396837667186","0.7339817622758865","0.7963053650878565"
"LogP","LR_EL_FP","0.01","10","cdk_fp","MaxMin","1.0","0.7277884997854369","0.7133974363676148","0.7116293420052868","0.758338720983409"
"LogP","LR_EL_FP","0.005","10","cdk_fp","MaxMin","1.0","0.7847521312301918","0.7569887881439551","0.7804064591652092","0.8168611463814112"
"LogP","LR_EL_FP","1.0","100","cdk_fp","MaxMin","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","100","cdk_fp","MaxMin","1.0","0.864752532465961","0.8660353916013739","0.8396225662061799","0.8885996395903291"
"LogP","LR_EL_FP","0.05","100","cdk_fp","MaxMin","1.0","0.7355843663950612","0.7472776916905824","0.7030797052829136","0.7563957022116875"
"LogP","LR_EL_FP","0.01","100","cdk_fp","MaxMin","1.0","0.6249107193232347","0.6337810600527393","0.5996091297509517","0.6413419681660133"
"LogP","LR_EL_FP","0.005","100","cdk_fp","MaxMin","1.0","0.6220329150032833","0.6286007293872601","0.6009572430684346","0.6365407725541552"
"LogP","LR_EL_FP","1.0","500","cdk_fp","MaxMin","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","500","cdk_fp","MaxMin","1.0","0.8647832784474322","0.8660942612849122","0.8396338282382217","0.8886217458191624"
"LogP","LR_EL_FP","0.05","500","cdk_fp","MaxMin","1.0","0.735173229464754","0.7477977713344919","0.7016026673287947","0.7561192497309757"
"LogP","LR_EL_FP","0.01","500","cdk_fp","MaxMin","1.0","0.6264507979828463","0.6352739807352963","0.5968850162847563","0.6471933969284864"
"LogP","LR_EL_FP","0.005","500","cdk_fp","MaxMin","1.0","0.6248287468960313","0.6338467702516047","0.5986674496107866","0.6419720208257026"
"LogP","LR_EL_FP","1.0","10","rdkit_fp","Standard","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","10","rdkit_fp","Standard","1.0","0.907360780574312","0.913928560845918","0.8915465506812059","0.9166072301958123"
"LogP","LR_EL_FP","0.05","10","rdkit_fp","Standard","1.0","0.7705405593063398","0.7482022947824365","0.7480348280043825","0.8153845551322004"
"LogP","LR_EL_FP","0.01","10","rdkit_fp","Standard","1.0","0.7245046712633353","0.7075776185410958","0.7151985758508383","0.7507378193980717"
"LogP","LR_EL_FP","0.005","10","rdkit_fp","Standard","1.0","0.773494996733366","0.7586904192404312","0.7533033521214486","0.808491218838218"
"LogP","LR_EL_FP","1.0","100","rdkit_fp","Standard","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","100","rdkit_fp","Standard","1.0","0.8797844593018986","0.8741293440416413","0.8395581343826328","0.9256658994814216"
"LogP","LR_EL_FP","0.05","100","rdkit_fp","Standard","1.0","0.7286743454686521","0.74679463852491","0.6882121853450724","0.7510162125359735"
"LogP","LR_EL_FP","0.01","100","rdkit_fp","Standard","1.0","0.6100262513516944","0.6259604518546135","0.5833062620611948","0.6208120401392752"
"LogP","LR_EL_FP","0.005","100","rdkit_fp","Standard","1.0","0.6100897766708541","0.6227955200449691","0.5870332098258902","0.6204406001417031"
"LogP","LR_EL_FP","1.0","500","rdkit_fp","Standard","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","500","rdkit_fp","Standard","1.0","0.8798740751800095","0.8741243335010271","0.8395696113681385","0.9259282806708626"
"LogP","LR_EL_FP","0.05","500","rdkit_fp","Standard","1.0","0.7283943301191887","0.746099810277479","0.6882006421208378","0.7508825379592496"
"LogP","LR_EL_FP","0.01","500","rdkit_fp","Standard","1.0","0.6092969909768327","0.6261650433056939","0.5773918362465983","0.6243340933782059"
"LogP","LR_EL_FP","0.005","500","rdkit_fp","Standard","1.0","0.6080391041275216","0.6182032236045254","0.5809006690964105","0.6250134196816288"
"LogP","LR_EL_FP","1.0","10","cdk_fp","Standard","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","10","cdk_fp","Standard","1.0","0.8833622446875968","0.91449634536448","0.862117720411203","0.8734726682871073"
"LogP","LR_EL_FP","0.05","10","cdk_fp","Standard","1.0","0.7575613216769779","0.7423968376671872","0.7339817622758852","0.7963053650878611"
"LogP","LR_EL_FP","0.01","10","cdk_fp","Standard","1.0","0.7277884997854357","0.7133974363676114","0.7116293420052847","0.7583387209834109"
"LogP","LR_EL_FP","0.005","10","cdk_fp","Standard","1.0","0.78475213123019","0.7569887881439503","0.7804064591652065","0.8168611463814134"
"LogP","LR_EL_FP","1.0","100","cdk_fp","Standard","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","100","cdk_fp","Standard","1.0","0.86475253246669","0.8660353915954044","0.839622566212516","0.8885996395921496"
"LogP","LR_EL_FP","0.05","100","cdk_fp","Standard","1.0","0.735584366395797","0.7472776916923622","0.7030797052828655","0.7563957022121633"
"LogP","LR_EL_FP","0.01","100","cdk_fp","Standard","1.0","0.6249107193232599","0.6337810600527426","0.5996091297510074","0.6413419681660297"
"LogP","LR_EL_FP","0.005","100","cdk_fp","Standard","1.0","0.622032915003316","0.6286007293872597","0.6009572430685126","0.6365407725541755"
"LogP","LR_EL_FP","1.0","500","cdk_fp","Standard","1.0","1.8527125448614405","1.8498487015331395","1.8270167737289604","1.8812721593222212"
"LogP","LR_EL_FP","0.1","500","cdk_fp","Standard","1.0","0.8647832473979923","0.8660941682096489","0.8396338281735393","0.8886217458107886"
"LogP","LR_EL_FP","0.05","500","cdk_fp","Standard","1.0","0.7351731969937499","0.7477977295660827","0.7016026673355827","0.7561191940795843"
"LogP","LR_EL_FP","0.01","500","cdk_fp","Standard","1.0","0.6264507979830604","0.635273980734404","0.5968850162865402","0.6471933969282371"
"LogP","LR_EL_FP","0.005","500","cdk_fp","Standard","1.0","0.6248287468976715","0.6338467702576983","0.598667449610498","0.6419720208248183"
"TB_SRI","LR_EL_FP","1.0","10","rdkit_fp","MaxMin","0.0","0.66675588598019","0.6615334433683442","0.6815082601783848","0.657225954393841"
"TB_SRI","LR_EL_FP","0.1","10","rdkit_fp","MaxMin","0.0","0.7327626478671538","0.71714092247623","0.7539791518813319","0.7271678692438995"
"TB_SRI","LR_EL_FP","0.05","10","rdkit_fp","MaxMin","0.0","0.7427802721318452","0.7260102873955626","0.7644334331735732","0.7378970958263994"
"TB_SRI","LR_EL_FP","0.01","10","rdkit_fp","MaxMin","0.0","0.7521977525547617","0.7344296798052886","0.7741967782589743","0.7479667996000223"
"TB_SRI","LR_EL_FP","0.005","10","rdkit_fp","MaxMin","0.0","0.7534783845457547","0.7355800896016681","0.7755203970388427","0.7493346669967532"
"TB_SRI","LR_EL_FP","1.0","100","rdkit_fp","MaxMin","0.0","0.6666402900051959","0.6613741210177704","0.6812501440780554","0.6572966049197618"
"TB_SRI","LR_EL_FP","0.1","100","rdkit_fp","MaxMin","0.0","0.7586564274135679","0.7396525106215938","0.7772178033646469","0.7590989682544631"
"TB_SRI","LR_EL_FP","0.05","100","rdkit_fp","MaxMin","0.0","0.7961812813292378","0.7727637395834535","0.8141776583037026","0.8016024461005573"
"TB_SRI","LR_EL_FP","0.01","100","rdkit_fp","MaxMin","0.0","0.8928262790669104","0.8672325675189241","0.9076205095620813","0.9036257601197256"
"TB_SRI","LR_EL_FP","0.005","100","rdkit_fp","MaxMin","0.0","0.9314407322461591","0.9118423864143826","0.9420812799551711","0.9403985303689237"
"TB_SRI","LR_EL_FP","1.0","500","rdkit_fp","MaxMin","0.0","0.6666402900051959","0.6613741210177704","0.6812501440780554","0.6572966049197618"
"TB_SRI","LR_EL_FP","0.1","500","rdkit_fp","MaxMin","0.0","0.7586564274135679","0.7396525106215938","0.7772178033646469","0.7590989682544631"
"TB_SRI","LR_EL_FP","0.05","500","rdkit_fp","MaxMin","0.0","0.7961812813292378","0.7727637395834535","0.8141776583037026","0.8016024461005573"
"TB_SRI","LR_EL_FP","0.01","500","rdkit_fp","MaxMin","0.0","0.8931344475912667","0.8682234602598051","0.9073269678598851","0.9038529146541101"
"TB_SRI","LR_EL_FP","0.005","500","rdkit_fp","MaxMin","0.0","0.9334129534774548","0.9153770062345931","0.9420762472473709","0.9427856069504003"
"TB_SRI","LR_EL_FP","1.0","10","cdk_fp","MaxMin","0.0","0.6697176766920198","0.6677623901411095","0.6860779679164397","0.6553126720185101"
"TB_SRI","LR_EL_FP","0.1","10","cdk_fp","MaxMin","0.0","0.7419663739284331","0.7282236582260931","0.7662151256747313","0.7314603378844751"
"TB_SRI","LR_EL_FP","0.05","10","cdk_fp","MaxMin","0.0","0.7536350172113334","0.7383842612140122","0.7786165693791466","0.7439042210408415"
"TB_SRI","LR_EL_FP","0.01","10","cdk_fp","MaxMin","0.0","0.764748836330711","0.7481202808751576","0.7903119213937728","0.7558143067232026"
"TB_SRI","LR_EL_FP","0.005","10","cdk_fp","MaxMin","0.0","0.7662695994187924","0.7494556374997632","0.7919032552862775","0.7574499054703366"
"TB_SRI","LR_EL_FP","1.0","100","cdk_fp","MaxMin","0.0","0.6697983697474704","0.6679430011623511","0.6860922621439574","0.655359845936103"
"TB_SRI","LR_EL_FP","0.1","100","cdk_fp","MaxMin","0.0","0.7626839294001106","0.7477798841159083","0.7836167802293812","0.7566551238550426"
"TB_SRI","LR_EL_FP","0.05","100","cdk_fp","MaxMin","0.0","0.7987246072083205","0.7804840108660968","0.8204158451125334","0.7952739656463313"
"TB_SRI","LR_EL_FP","0.01","100","cdk_fp","MaxMin","0.0","0.8887292805969502","0.8690249097778645","0.9055982217493244","0.8915647102636618"
"TB_SRI","LR_EL_FP","0.005","100","cdk_fp","MaxMin","0.0","0.9255766782441323","0.9117722510731491","0.9364899200341226","0.9284678636251252"
"TB_SRI","LR_EL_FP","1.0","500","cdk_fp","MaxMin","0.0","0.6697983697474704","0.6679430011623511","0.6860922621439574","0.655359845936103"
"TB_SRI","LR_EL_FP","0.1","500","cdk_fp","MaxMin","0.0","0.7626839294001106","0.7477798841159083","0.7836167802293812","0.7566551238550426"
"TB_SRI","LR_EL_FP","0.05","500","cdk_fp","MaxMin","0.0","0.7987246072083205","0.7804840108660968","0.8204158451125334","0.7952739656463313"
"TB_SRI","LR_EL_FP","0.01","500","cdk_fp","MaxMin","0.0","0.8887825265444357","0.8691562057557327","0.9058154393936263","0.891375934483948"
"TB_SRI","LR_EL_FP","0.005","500","cdk_fp","MaxMin","0.0","0.9264201898617288","0.912615615427273","0.9376066778351492","0.9290382763227644"
"TB_SRI","LR_EL_FP","1.0","10","rdkit_fp","Standard","0.0","0.6667558859801899","0.6615334433683443","0.6815082601783844","0.657225954393841"
"TB_SRI","LR_EL_FP","0.1","10","rdkit_fp","Standard","0.0","0.7327626478671537","0.7171409224762298","0.7539791518813316","0.7271678692438998"
"TB_SRI","LR_EL_FP","0.05","10","rdkit_fp","Standard","0.0","0.7427802721318448","0.726010287395562","0.7644334331735734","0.7378970958263991"
"TB_SRI","LR_EL_FP","0.01","10","rdkit_fp","Standard","0.0","0.752197752554762","0.7344296798052892","0.774196778258974","0.7479667996000227"
"TB_SRI","LR_EL_FP","0.005","10","rdkit_fp","Standard","0.0","0.7534783845457547","0.7355800896016683","0.7755203970388425","0.7493346669967531"
"TB_SRI","LR_EL_FP","1.0","100","rdkit_fp","Standard","0.0","0.6666402900051348","0.6613741210177737","0.6812501440778673","0.6572966049197633"
"TB_SRI","LR_EL_FP","0.1","100","rdkit_fp","Standard","0.0","0.7586564274135469","0.7396525106215305","0.7772178033646472","0.7590989682544628"
"TB_SRI","LR_EL_FP","0.05","100","rdkit_fp","Standard","0.0","0.7961812813292423","0.7727637395834857","0.8141776583037158","0.8016024461005253"
"TB_SRI","LR_EL_FP","0.01","100","rdkit_fp","Standard","0.0","0.8928262791128002","0.8672325675760566","0.907620509562106","0.9036257602002375"
"TB_SRI","LR_EL_FP","0.005","100","rdkit_fp","Standard","0.0","0.931440732192466","0.9118423863287423","0.9420812798803985","0.9403985303682572"
"TB_SRI","LR_EL_FP","1.0","500","rdkit_fp","Standard","0.0","0.6666402900051348","0.6613741210177737","0.6812501440778673","0.6572966049197633"
"TB_SRI","LR_EL_FP","0.1","500","rdkit_fp","Standard","0.0","0.7586564274135469","0.7396525106215305","0.7772178033646472","0.7590989682544628"
"TB_SRI","LR_EL_FP","0.05","500","rdkit_fp","Standard","0.0","0.7961812813292423","0.7727637395834857","0.8141776583037158","0.8016024461005253"
"TB_SRI","LR_EL_FP","0.01","500","rdkit_fp","Standard","0.0","0.8931346467698441","0.8682234384906795","0.9073269678505095","0.9038535339683432"
"TB_SRI","LR_EL_FP","0.005","500","rdkit_fp","Standard","0.0","0.9334210204809547","0.9153770219300023","0.9421016437583908","0.9427843957544707"
"TB_SRI","LR_EL_FP","1.0","10","cdk_fp","Standard","0.0","0.6697176766920196","0.6677623901411092","0.6860779679164398","0.6553126720185101"
"TB_SRI","LR_EL_FP","0.1","10","cdk_fp","Standard","0.0","0.7419663739284329","0.7282236582260937","0.7662151256747312","0.7314603378844741"
"TB_SRI","LR_EL_FP","0.05","10","cdk_fp","Standard","0.0","0.7536350172113334","0.7383842612140123","0.7786165693791468","0.7439042210408415"
"TB_SRI","LR_EL_FP","0.01","10","cdk_fp","Standard","0.0","0.7647488363307108","0.7481202808751571","0.7903119213937733","0.7558143067232019"
"TB_SRI","LR_EL_FP","0.005","10","cdk_fp","Standard","0.0","0.7662695994187922","0.7494556374997626","0.7919032552862778","0.7574499054703361"
"TB_SRI","LR_EL_FP","1.0","100","cdk_fp","Standard","0.0","0.6697983697483387","0.6679430011645764","0.6860922621445354","0.6553598459359041"
"TB_SRI","LR_EL_FP","0.1","100","cdk_fp","Standard","0.0","0.7626839294000977","0.7477798841159058","0.7836167802293518","0.7566551238550356"
"TB_SRI","LR_EL_FP","0.05","100","cdk_fp","Standard","0.0","0.798724607203745","0.780484010866109","0.8204158450988717","0.7952739656462543"
"TB_SRI","LR_EL_FP","0.01","100","cdk_fp","Standard","0.0","0.8887292807574116","0.8690249099171479","0.9055982219634818","0.8915647103916053"
"TB_SRI","LR_EL_FP","0.005","100","cdk_fp","Standard","0.0","0.925576678123469","0.911772250809453","0.9364899198662113","0.9284678636947427"
"TB_SRI","LR_EL_FP","1.0","500","cdk_fp","Standard","0.0","0.6697983697483387","0.6679430011645764","0.6860922621445354","0.6553598459359041"
"TB_SRI","LR_EL_FP","0.1","500","cdk_fp","Standard","0.0","0.7626839294000977","0.7477798841159058","0.7836167802293518","0.7566551238550356"
"TB_SRI","LR_EL_FP","0.05","500","cdk_fp","Standard","0.0","0.798724607203745","0.780484010866109","0.8204158450988717","0.7952739656462543"
"TB_SRI","LR_EL_FP","0.01","500","cdk_fp","Standard","0.0","0.8887824996697152","0.8691561285013812","0.9058154571385071","0.8913759133692571"
"TB_SRI","LR_EL_FP","0.005","500","cdk_fp","Standard","0.0","0.9264191470470077","0.9126179304832959","0.937605395395053","0.9290341152626741"
"TB_SRI","LR_EL_FP","1.0","10","rdkit_fp","MaxMin","0.25","0.6656179383440882","0.6663663820360604","0.6582206893950407","0.6722667436011633"
"TB_SRI","LR_EL_FP","0.1","10","rdkit_fp","MaxMin","0.25","0.6302061655032235","0.6320083745789723","0.6325026803463217","0.6261074415843765"
"TB_SRI","LR_EL_FP","0.05","10","rdkit_fp","MaxMin","0.25","0.6484765154999258","0.6416318534925803","0.6627586019588925","0.6410390910483046"
"TB_SRI","LR_EL_FP","0.01","10","rdkit_fp","MaxMin","0.25","0.7084035613132992","0.693399890640903","0.7289890933865479","0.702821699912447"
"TB_SRI","LR_EL_FP","0.005","10","rdkit_fp","MaxMin","0.25","0.7248924190511414","0.7055128688582498","0.7507434300440367","0.7184209582511378"
"TB_SRI","LR_EL_FP","1.0","100","rdkit_fp","MaxMin","0.25","0.6656179383440882","0.6663663820360604","0.6582206893950407","0.6722667436011633"
