"NAME [String]","METHOD [String]","lambda [Double]","maxIter [Int]","featuresColumn [String]","scalerType [String]","elasticNetParam [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","LR_EL_FP","1.0","10","rdkit_fp","MaxMin","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","10","rdkit_fp","MaxMin","0.5","0.6806301607206601","0.662004343984734","0.6516890372613946","0.7281971009158514"
"Caco2","LR_EL_FP","0.05","10","rdkit_fp","MaxMin","0.5","0.6950282259118973","0.6909074670855345","0.6651588384765214","0.7290183721736356"
"Caco2","LR_EL_FP","0.01","10","rdkit_fp","MaxMin","0.5","0.7219121164870237","0.7073125813268808","0.6883112024631235","0.7701125656710667"
"Caco2","LR_EL_FP","0.005","10","rdkit_fp","MaxMin","0.5","0.7255608446027519","0.7175262616858745","0.6900082136432564","0.7691480584791249"
"Caco2","LR_EL_FP","1.0","100","rdkit_fp","MaxMin","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","100","rdkit_fp","MaxMin","0.5","0.6809426558404921","0.6751876215935556","0.6676627489043395","0.6999775970235811"
"Caco2","LR_EL_FP","0.05","100","rdkit_fp","MaxMin","0.5","0.6997440501456578","0.693480052620622","0.6991872917540186","0.7065648060623326"
"Caco2","LR_EL_FP","0.01","100","rdkit_fp","MaxMin","0.5","0.7250882582421975","0.712914088479303","0.7209479300706447","0.7414027561766445"
"Caco2","LR_EL_FP","0.005","100","rdkit_fp","MaxMin","0.5","0.7308598896114443","0.7060113725346309","0.735061071540909","0.7515072247587928"
"Caco2","LR_EL_FP","1.0","500","rdkit_fp","MaxMin","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","500","rdkit_fp","MaxMin","0.5","0.6810269982461604","0.6752058143260395","0.6679143238654349","0.6999608565470065"
"Caco2","LR_EL_FP","0.05","500","rdkit_fp","MaxMin","0.5","0.698330242563709","0.6928506890676489","0.6974590648652839","0.7046809737581942"
"Caco2","LR_EL_FP","0.01","500","rdkit_fp","MaxMin","0.5","0.7236076479141503","0.7099406084665929","0.7252240637192571","0.7356582715566011"
"Caco2","LR_EL_FP","0.005","500","rdkit_fp","MaxMin","0.5","0.7302694887356024","0.7152896728849097","0.7334890220665685","0.742029771255329"
"Caco2","LR_EL_FP","1.0","10","cdk_fp","MaxMin","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","10","cdk_fp","MaxMin","0.5","0.6597761359763966","0.6157879039757019","0.6214841849359533","0.7420563190175344"
"Caco2","LR_EL_FP","0.05","10","cdk_fp","MaxMin","0.5","0.6740552954663869","0.6185307953149226","0.6443337128794021","0.7593013782048358"
"Caco2","LR_EL_FP","0.01","10","cdk_fp","MaxMin","0.5","0.7201004543729822","0.7309003551612215","0.6734757102405319","0.7559252977171932"
"Caco2","LR_EL_FP","0.005","10","cdk_fp","MaxMin","0.5","0.7240444100133231","0.7445716534481188","0.6742272899685188","0.7533342866233319"
"Caco2","LR_EL_FP","1.0","100","cdk_fp","MaxMin","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","100","cdk_fp","MaxMin","0.5","0.6535773212555339","0.5967505019089113","0.6352818833514594","0.7286995785062309"
"Caco2","LR_EL_FP","0.05","100","cdk_fp","MaxMin","0.5","0.6713619948227247","0.6061284357967097","0.6636608370200191","0.7442967116514455"
"Caco2","LR_EL_FP","0.01","100","cdk_fp","MaxMin","0.5","0.6821853907224368","0.6150938514607772","0.6806109683981166","0.7508513523084165"
"Caco2","LR_EL_FP","0.005","100","cdk_fp","MaxMin","0.5","0.6851456145372591","0.6327387328871809","0.679670406334862","0.7430277043897341"
"Caco2","LR_EL_FP","1.0","500","cdk_fp","MaxMin","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","500","cdk_fp","MaxMin","0.5","0.6535250552608732","0.5967700393724699","0.635154114593978","0.7286510118161718"
"Caco2","LR_EL_FP","0.05","500","cdk_fp","MaxMin","0.5","0.6709813210536756","0.6056438712408939","0.6635172129950381","0.743782878925095"
"Caco2","LR_EL_FP","0.01","500","cdk_fp","MaxMin","0.5","0.6896884295917657","0.6246119694583873","0.6869747726083647","0.7574785467085453"
"Caco2","LR_EL_FP","0.005","500","cdk_fp","MaxMin","0.5","0.6926486414991834","0.630985869679586","0.6894502263789914","0.757509828438973"
"Caco2","LR_EL_FP","1.0","10","rdkit_fp","Standard","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","10","rdkit_fp","Standard","0.5","0.680630160720661","0.6620043439847355","0.6516890372613952","0.728197100915852"
"Caco2","LR_EL_FP","0.05","10","rdkit_fp","Standard","0.5","0.6950282259118955","0.6909074670855344","0.6651588384765216","0.7290183721736304"
"Caco2","LR_EL_FP","0.01","10","rdkit_fp","Standard","0.5","0.7219121164870232","0.7073125813268828","0.6883112024631225","0.7701125656710645"
"Caco2","LR_EL_FP","0.005","10","rdkit_fp","Standard","0.5","0.725560844602752","0.7175262616858752","0.6900082136432563","0.7691480584791248"
"Caco2","LR_EL_FP","1.0","100","rdkit_fp","Standard","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","100","rdkit_fp","Standard","0.5","0.680942655849467","0.6751876216252136","0.6676627489053542","0.6999775970178331"
"Caco2","LR_EL_FP","0.05","100","rdkit_fp","Standard","0.5","0.6997440501464429","0.6934800526206821","0.6991872917565645","0.7065648060620822"
"Caco2","LR_EL_FP","0.01","100","rdkit_fp","Standard","0.5","0.7250882581796502","0.7129140884804758","0.7209479298776024","0.7414027561808727"
"Caco2","LR_EL_FP","0.005","100","rdkit_fp","Standard","0.5","0.7308598896145648","0.7060113725442902","0.7350610715408988","0.7515072247585053"
"Caco2","LR_EL_FP","1.0","500","rdkit_fp","Standard","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","500","rdkit_fp","Standard","0.5","0.6810269944774907","0.6752057767788935","0.6679143504573227","0.6999608561962558"
"Caco2","LR_EL_FP","0.05","500","rdkit_fp","Standard","0.5","0.6983299545007678","0.6928506371763049","0.6974583662830782","0.7046808600429203"
"Caco2","LR_EL_FP","0.01","500","rdkit_fp","Standard","0.5","0.7237249225086001","0.7098774129631222","0.7256390818002042","0.735658272762474"
"Caco2","LR_EL_FP","0.005","500","rdkit_fp","Standard","0.5","0.730269492424723","0.7152896577235619","0.7334890223641892","0.7420297971864178"
"Caco2","LR_EL_FP","1.0","10","cdk_fp","Standard","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","10","cdk_fp","Standard","0.5","0.6597761359763974","0.6157879039757046","0.6214841849359538","0.7420563190175338"
"Caco2","LR_EL_FP","0.05","10","cdk_fp","Standard","0.5","0.6740552954663865","0.6185307953149279","0.6443337128793969","0.759301378204835"
"Caco2","LR_EL_FP","0.01","10","cdk_fp","Standard","0.5","0.7201004543729838","0.730900355161225","0.6734757102405332","0.7559252977171933"
"Caco2","LR_EL_FP","0.005","10","cdk_fp","Standard","0.5","0.7240444100133249","0.744571653448125","0.6742272899685191","0.7533342866233307"
"Caco2","LR_EL_FP","1.0","100","cdk_fp","Standard","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","100","cdk_fp","Standard","0.5","0.6535773211686658","0.5967505019088757","0.6352818833517587","0.7286995782453634"
"Caco2","LR_EL_FP","0.05","100","cdk_fp","Standard","0.5","0.671361994773967","0.6061284356969352","0.6636608370149853","0.7442967116099805"
"Caco2","LR_EL_FP","0.01","100","cdk_fp","Standard","0.5","0.6821853906689072","0.6150938514248299","0.6806109682729145","0.7508513523089775"
"Caco2","LR_EL_FP","0.005","100","cdk_fp","Standard","0.5","0.685145614538385","0.6327387328870502","0.679670406335842","0.7430277043922626"
"Caco2","LR_EL_FP","1.0","500","cdk_fp","Standard","0.5","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","500","cdk_fp","Standard","0.5","0.6535250468849875","0.5967699860526245","0.6351540908121678","0.7286510637901699"
"Caco2","LR_EL_FP","0.05","500","cdk_fp","Standard","0.5","0.6709813773128722","0.6056440688962169","0.6635172130034095","0.74378285003899"
"Caco2","LR_EL_FP","0.01","500","cdk_fp","Standard","0.5","0.6896238121615045","0.624611959008318","0.6867809328509114","0.7574785446252842"
"Caco2","LR_EL_FP","0.005","500","cdk_fp","Standard","0.5","0.6925864206309096","0.6309855826261122","0.6892638505107316","0.7575098287558849"
"Caco2","LR_EL_FP","1.0","10","rdkit_fp","MaxMin","0.75","0.7771187450016018","0.8091335595737174","0.6851266613255099","0.8370960141055782"
"Caco2","LR_EL_FP","0.1","10","rdkit_fp","MaxMin","0.75","0.6916988229278171","0.6744785831724609","0.6648733350674423","0.7357445505435483"
"Caco2","LR_EL_FP","0.05","10","rdkit_fp","MaxMin","0.75","0.6896837555716869","0.6715787152516198","0.6620935412049733","0.7353790102584673"
"Caco2","LR_EL_FP","0.01","10","rdkit_fp","MaxMin","0.75","0.7204545437944878","0.7001425745651826","0.6909242839768015","0.7702967728414793"
