"NAME [String]","METHOD [String]","C [Double]","coef0 [Double]","featuresColumn [String]","degree [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","SVR_TAN","0.1","3.0","rdkit_fp","5","0.6434155123596762","0.6304327194300265","0.613279913981207","0.686533903667795"
"Caco2","SVR_TAN","1.0","3.0","rdkit_fp","5","0.6434155123596762","0.6304327194300265","0.613279913981207","0.686533903667795"
"Caco2","SVR_TAN","10.0","3.0","rdkit_fp","5","0.6434155123596762","0.6304327194300265","0.613279913981207","0.686533903667795"
"Caco2","SVR_TAN","0.001","0.0","cdk_fp","5","0.8566424976864401","0.9192018269728665","0.810076420131938","0.8406492459545161"
"Caco2","SVR_TAN","0.01","0.0","cdk_fp","5","0.8537321427704955","0.9140106281844883","0.8078092161659686","0.8393765839610294"
"Caco2","SVR_TAN","0.1","0.0","cdk_fp","5","0.8236738341024102","0.8822417298997252","0.7707628307986879","0.8180169416088175"
"Caco2","SVR_TAN","1.0","0.0","cdk_fp","5","0.6938731457577627","0.7102860500009455","0.6287606265475463","0.7425727607247964"
"Caco2","SVR_TAN","10.0","0.0","cdk_fp","5","0.6909078223258477","0.6999796157968918","0.6278301375380878","0.7449137136425636"
"Caco2","SVR_TAN","0.001","1.0","cdk_fp","5","0.8448608123502561","0.9013192318787209","0.7998703549421549","0.8333928502298928"
"Caco2","SVR_TAN","0.01","1.0","cdk_fp","5","0.7505805163384758","0.7967129792024802","0.6884882883188895","0.7665402814940575"
"Caco2","SVR_TAN","0.1","1.0","cdk_fp","5","0.6463072810345691","0.6379683771738499","0.6094177271336874","0.6915357387961699"
"Caco2","SVR_TAN","1.0","1.0","cdk_fp","5","0.6457811906593768","0.636472561940016","0.6094177271336874","0.6914532829044269"
"Caco2","SVR_TAN","10.0","1.0","cdk_fp","5","0.6457811906593768","0.636472561940016","0.6094177271336874","0.6914532829044269"
"Caco2","SVR_TAN","0.001","2.0","cdk_fp","5","0.7765188143766716","0.8215554047717617","0.7187497285042429","0.7892513098540103"
"Caco2","SVR_TAN","0.01","2.0","cdk_fp","5","0.6298971324990194","0.6153553203241847","0.6046531917236798","0.6696828854491936"
