"NAME [String]","METHOD [String]","gamma [Double]","scalerType [String]","featuresColumn [String]","C [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","SVR_RBF_DESC","0.001","MaxMin","cdk_desc","1.0","1.3852499387283472","1.430902504741367","1.4082586163961448","1.31658869504753"
"MouseRatTox","SVR_RBF_DESC","0.01","MaxMin","cdk_desc","1.0","1.318529511897225","1.3417298368952637","1.3678171569437194","1.2460415418526916"
"MouseRatTox","SVR_RBF_DESC","0.1","MaxMin","cdk_desc","1.0","1.2384213102770039","1.2357894779285863","1.2991681691168988","1.1803062837855265"
"MouseRatTox","SVR_RBF_DESC","1.0","MaxMin","cdk_desc","1.0","1.2090423634951775","1.249802304024822","1.231615677857163","1.1457091086035476"
"MouseRatTox","SVR_RBF_DESC","1.0E-4","Standard","cdk_desc","1.0","1.3680818753492874","1.4154648765378042","1.392987529768023","1.295793219742035"
"MouseRatTox","SVR_RBF_DESC","0.001","Standard","cdk_desc","1.0","1.2980714121364871","1.3182154981553411","1.3495036114952392","1.2264951267588813"
"MouseRatTox","SVR_RBF_DESC","0.01","Standard","cdk_desc","1.0","1.1778813744313925","1.207109745901036","1.190692371140433","1.1358420062527081"
"MouseRatTox","SVR_RBF_DESC","0.1","Standard","cdk_desc","1.0","1.2734960702208753","1.3124838699670862","1.2875831584438509","1.220421182251689"
"MouseRatTox","SVR_RBF_DESC","1.0","Standard","cdk_desc","1.0","1.39442757062223","1.4523174903003666","1.4168872323410702","1.314077989225253"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","rdkit_desc","1.0E-4","0.8695669086871122","0.8660352984689128","0.854359556832375","0.8883058707600487"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","rdkit_desc","1.0E-4","0.8695524190715163","0.8660215702777696","0.8543444155011007","0.8882912714356785"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","rdkit_desc","1.0E-4","0.8694196963316762","0.865895261908695","0.8542058609809219","0.888157966105412"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","rdkit_desc","1.0E-4","0.8688455892230063","0.8653234680253366","0.8536279999916753","0.8875852996520069"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","rdkit_desc","1.0E-4","0.8693992571870613","0.8658521989483837","0.8542218801325371","0.8881236924802632"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","rdkit_desc","1.0E-4","0.8695200457499282","0.8659910394026901","0.854310083327299","0.8882590145197955"
"Chagas","SVR_RBF_DESC","0.001","Standard","rdkit_desc","1.0E-4","0.8691828896733025","0.8656696319820167","0.8539489799777699","0.8879300570601211"
"Chagas","SVR_RBF_DESC","0.01","Standard","rdkit_desc","1.0E-4","0.8688585534896184","0.865346809535799","0.8536080944982956","0.8876207564347603"
"Chagas","SVR_RBF_DESC","0.1","Standard","rdkit_desc","1.0E-4","0.8695313848783455","0.8660053851347365","0.8543221823022957","0.888266587198004"
"Chagas","SVR_RBF_DESC","1.0","Standard","rdkit_desc","1.0E-4","0.869563360995962","0.8660320773796774","0.8543563282432829","0.8883016773649256"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","cdk_desc","1.0E-4","0.8695670165324841","0.8660354008384229","0.8543596624262773","0.8883059863327522"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","cdk_desc","1.0E-4","0.8695534930892418","0.8660225883628019","0.8543454634610809","0.8882924274438426"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","cdk_desc","1.0E-4","0.8694300179474362","0.8659049171513665","0.8542156341384552","0.8881695025524866"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","cdk_desc","1.0E-4","0.8689105278951049","0.8653848616925387","0.853670834752447","0.8876758872403289"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","cdk_desc","1.0E-4","0.8694083743609333","0.8658634483729007","0.8542126087111133","0.8881490659987857"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","cdk_desc","1.0E-4","0.8695194281254928","0.86599110411109","0.8543080828965285","0.8882590973688596"
"Chagas","SVR_RBF_DESC","0.001","Standard","cdk_desc","1.0E-4","0.8691874986896191","0.86567819447729","0.8539481612041518","0.8879361403874154"
"Chagas","SVR_RBF_DESC","0.01","Standard","cdk_desc","1.0E-4","0.8689445719201908","0.8654357416489279","0.8536920262809283","0.8877059478307165"
"Chagas","SVR_RBF_DESC","0.1","Standard","cdk_desc","1.0E-4","0.8695295506512658","0.8659988986876407","0.8543220747840097","0.8882676784821468"
"Chagas","SVR_RBF_DESC","1.0","Standard","cdk_desc","1.0E-4","0.8695654614812588","0.866033973219358","0.854357618491989","0.8883047927324297"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","rdkit_desc","0.001","0.8695522897511254","0.8660214538370086","0.8543442793351205","0.8882911360812472"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","rdkit_desc","0.001","0.8694074337643095","0.8658841981900965","0.8541929003464007","0.8881452027564312"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","rdkit_desc","0.001","0.8680793697655483","0.8646233530130397","0.8527975712103161","0.8868171850732894"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","rdkit_desc","0.001","0.8623602080432818","0.859159030402828","0.8465918425891945","0.8813297511378227"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","rdkit_desc","0.001","0.867882567475589","0.8641946473061836","0.8529704771077006","0.8864825780128829"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","rdkit_desc","0.001","0.8690840143303203","0.8655791171164949","0.8538498670407262","0.8878230588337395"
"Chagas","SVR_RBF_DESC","0.001","Standard","rdkit_desc","0.001","0.8656838454428476","0.8623809488087053","0.8500987151660265","0.8845718723538114"
"Chagas","SVR_RBF_DESC","0.01","Standard","rdkit_desc","0.001","0.8623943399287488","0.8593725608928335","0.8461759650925617","0.8816344938008515"
"Chagas","SVR_RBF_DESC","0.1","Standard","rdkit_desc","0.001","0.869197570629734","0.8657228813713452","0.8539711030698512","0.8878987274480055"
"Chagas","SVR_RBF_DESC","1.0","Standard","rdkit_desc","0.001","0.8695169217940922","0.8659892801773277","0.8543121385014816","0.8882493467034678"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","cdk_desc","0.001","0.869553368131716","0.8660224774844801","0.8543453351975844","0.8882922917130835"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","cdk_desc","0.001","0.8694181667443575","0.865894374329303","0.8542033724739829","0.8881567534297865"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","cdk_desc","0.001","0.8681848223680287","0.8647194811349374","0.8529032718670462","0.8869317141021027"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","cdk_desc","0.001","0.8633632951514251","0.8608483270939864","0.8471423885640861","0.8820991697962028"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","cdk_desc","0.001","0.8679722414308538","0.8643077003392048","0.8528801178970745","0.8867289060562821"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","cdk_desc","0.001","0.8690778388752017","0.8655797544624731","0.8538298849684717","0.8878238771946603"
"Chagas","SVR_RBF_DESC","0.001","Standard","cdk_desc","0.001","0.8660001744480762","0.8633382981686725","0.8500327508806699","0.8846294742948865"
"Chagas","SVR_RBF_DESC","0.01","Standard","cdk_desc","0.001","0.8630081365314327","0.8595965613318104","0.847029132137793","0.8823987161246947"
"Chagas","SVR_RBF_DESC","0.1","Standard","cdk_desc","0.001","0.8691791487234259","0.8656578774406817","0.8539699339009866","0.8879096348286094"
"Chagas","SVR_RBF_DESC","1.0","Standard","cdk_desc","0.001","0.8695379059319367","0.8660082055234476","0.8543250226870285","0.888280489585334"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","rdkit_desc","0.01","0.8694061412962196","0.8658830342157537","0.854191539385622","0.8881438502872833"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","rdkit_desc","0.01","0.8679559861347178","0.8645131088280374","0.8526643297100521","0.8866905198660638"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","rdkit_desc","0.01","0.8555726050805621","0.8537975529103918","0.838496217446536","0.8744240448847582"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","rdkit_desc","0.01","0.8103557908627786","0.8069168511697624","0.7924089077816932","0.8317416136368804"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","rdkit_desc","0.01","0.8537320060504433","0.8494082390451437","0.8409151292340267","0.8708726498721596"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","rdkit_desc","0.01","0.86461437312607","0.8612621383895275","0.8490597375829997","0.8835212434056827"
"Chagas","SVR_RBF_DESC","0.001","Standard","rdkit_desc","0.01","0.8343351796185692","0.8328840427033806","0.8153631083318073","0.8547583878205195"
"Chagas","SVR_RBF_DESC","0.01","Standard","rdkit_desc","0.01","0.8095323701296099","0.802437775922231","0.7925572534971563","0.8336020809694421"
"Chagas","SVR_RBF_DESC","0.1","Standard","rdkit_desc","0.01","0.865751320008212","0.8624749390822728","0.8505169369498525","0.8842620839925106"
"Chagas","SVR_RBF_DESC","1.0","Standard","rdkit_desc","0.01","0.8690773179688295","0.8655491031943169","0.8538846449265213","0.8877982057856503"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","cdk_desc","0.01","0.869416917788204","0.865893265928905","0.8542020903519129","0.8881553970837942"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","cdk_desc","0.01","0.8680657134372282","0.864614398033088","0.85277765886734","0.8868050834112563"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","cdk_desc","0.01","0.8565142556357865","0.8546767242707269","0.8394586061738593","0.8754074364627735"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","cdk_desc","0.01","0.8144630977420695","0.8117696588019614","0.7947220940195405","0.8368975404047064"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","cdk_desc","0.01","0.8548975884601949","0.8509785657955938","0.8402364795550608","0.8734777200299301"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","cdk_desc","0.01","0.8645152703254976","0.8612385636913087","0.8487824904488585","0.8835247568363254"
"Chagas","SVR_RBF_DESC","0.001","Standard","cdk_desc","0.01","0.8342264506205535","0.8327650302760105","0.8150485918202887","0.8548657297653615"
"Chagas","SVR_RBF_DESC","0.01","Standard","cdk_desc","0.01","0.8144621368787583","0.8078824427896906","0.7971591233995833","0.8383448444470013"
"Chagas","SVR_RBF_DESC","0.1","Standard","cdk_desc","0.01","0.8656313676066469","0.8620338404813297","0.8504958052084284","0.8843644571301829"
"Chagas","SVR_RBF_DESC","1.0","Standard","cdk_desc","0.01","0.8692934832388087","0.8657509694203339","0.8540116537181517","0.8881178265779407"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","rdkit_desc","0.1","0.867942986686932","0.8645015125239676","0.8526503445589285","0.8866771029779"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","rdkit_desc","0.1","0.8545339496177907","0.8530425465500672","0.8372218324705444","0.8733374698327608"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","rdkit_desc","0.1","0.7708789547132023","0.7688533394325147","0.7471542896338341","0.7966292350732581"
"Chagas","SVR_RBF_DESC","0.1","MaxMin","rdkit_desc","0.1","0.663051931606491","0.6502592565159377","0.6307987631340221","0.7080977751695136"
"Chagas","SVR_RBF_DESC","1.0","MaxMin","rdkit_desc","0.1","0.7632452347226715","0.7461406350093713","0.7627775341732612","0.7808175349853818"
"Chagas","SVR_RBF_DESC","1.0E-4","Standard","rdkit_desc","0.1","0.8272395506970276","0.8253785035316131","0.8083556709365478","0.847984477622922"
"Chagas","SVR_RBF_DESC","0.001","Standard","rdkit_desc","0.1","0.7093100409012904","0.7022188978835432","0.6816756467822277","0.7440355780381002"
"Chagas","SVR_RBF_DESC","0.01","Standard","rdkit_desc","0.1","0.6658386075358017","0.6484082860247558","0.637831671321582","0.7112758652610672"
"Chagas","SVR_RBF_DESC","0.1","Standard","rdkit_desc","0.1","0.834698299190241","0.8261854782327389","0.8238803439320107","0.8540290754059733"
"Chagas","SVR_RBF_DESC","1.0","Standard","rdkit_desc","0.1","0.8646056950942418","0.8578838025929512","0.8521145575435647","0.8838187251462095"
"Chagas","SVR_RBF_DESC","1.0E-4","MaxMin","cdk_desc","0.1","0.8680531655201297","0.8646033524015782","0.8527645278071351","0.8867916163516757"
"Chagas","SVR_RBF_DESC","0.001","MaxMin","cdk_desc","0.1","0.8553172555017307","0.8535380114159773","0.8381573072658041","0.8742564478234106"
"Chagas","SVR_RBF_DESC","0.01","MaxMin","cdk_desc","0.1","0.7762638289474779","0.7768885646261842","0.7507121396858576","0.8011907825303922"
