"NAME [String]","METHOD [String]","gamma [Double]","foldSize [Int]","featuresColumn [String]","scalerType [String]","C [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"TB_SRI","SVR_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.001","0.6670072296456117","0.6674012662145393","0.65833869419878","0.6752817285235155"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.001","0.6669375232280356","0.6673432648070655","0.6582502296232171","0.6752190752538241"
"TB_SRI","SVR_RBF_FP","0.001","1000","rdkit_fp","Standard","0.001","0.6667152985559305","0.667047654560351","0.6580364004460217","0.6750618406614185"
"TB_SRI","SVR_RBF_FP","0.01","1000","rdkit_fp","Standard","0.001","0.6670016106887843","0.6673934467812239","0.6583313896048908","0.6752799956802381"
"TB_SRI","SVR_RBF_FP","0.1","1000","rdkit_fp","Standard","0.001","0.6669856873247095","0.6674027465821938","0.6583392594032481","0.6752150559886869"
"TB_SRI","SVR_RBF_FP","1.0","1000","rdkit_fp","Standard","0.001","0.666985689683106","0.6674027464314712","0.6583392593299321","0.6752150632879144"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.001","0.6669090983441325","0.6673309698458745","0.6582121918465893","0.6751841333399337"
"TB_SRI","SVR_RBF_FP","0.001","1500","rdkit_fp","Standard","0.001","0.666745341221569","0.6671133254079487","0.658066603422286","0.6750560948344725"
"TB_SRI","SVR_RBF_FP","0.01","1500","rdkit_fp","Standard","0.001","0.6670045454286733","0.6673970640590612","0.6583363242412584","0.6752802479857003"
"TB_SRI","SVR_RBF_FP","0.1","1500","rdkit_fp","Standard","0.001","0.6669856896051072","0.6674027464777325","0.658339259323485","0.6752150630141039"
"TB_SRI","SVR_RBF_FP","1.0","1500","rdkit_fp","Standard","0.001","0.666985689683106","0.6674027464314712","0.6583392593299321","0.6752150632879144"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.001","0.666916301861646","0.667385693720529","0.6581838772780889","0.6751793345863201"
"TB_SRI","SVR_RBF_FP","0.001","2000","rdkit_fp","Standard","0.001","0.6667949309955592","0.6671507716741405","0.6581255395960557","0.6751084817164813"
"TB_SRI","SVR_RBF_FP","0.01","2000","rdkit_fp","Standard","0.001","0.6670074024664037","0.6674018521012379","0.6583378683278496","0.6752824869701235"
"TB_SRI","SVR_RBF_FP","0.1","2000","rdkit_fp","Standard","0.001","0.6669856896845084","0.6674027464730277","0.6583392593150442","0.6752150632654532"
"TB_SRI","SVR_RBF_FP","1.0","2000","rdkit_fp","Standard","0.001","0.666985689683106","0.6674027464314712","0.6583392593299321","0.6752150632879144"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.001","0.666942375797071","0.6673506867198579","0.6582399519994669","0.6752364886718882"
"TB_SRI","SVR_RBF_FP","0.001","1000","cdk_fp","Standard","0.001","0.6667287833660067","0.6670702670650344","0.6579976211483872","0.6751184618845982"
"TB_SRI","SVR_RBF_FP","0.01","1000","cdk_fp","Standard","0.001","0.6669996556274599","0.6673901565056395","0.6583339465944354","0.6752748637823045"
"TB_SRI","SVR_RBF_FP","0.1","1000","cdk_fp","Standard","0.001","0.6669852685771329","0.6674024088571276","0.6583392596965627","0.6752141371777082"
"TB_SRI","SVR_RBF_FP","1.0","1000","cdk_fp","Standard","0.001","0.6669856896436496","0.6674027464307672","0.6583392593299321","0.6752150631702493"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.001","0.6669094485325119","0.667331799225993","0.658205691011097","0.6751908553604457"
"TB_SRI","SVR_RBF_FP","0.001","1500","cdk_fp","Standard","0.001","0.666717810310058","0.6670502231953918","0.6579835564518061","0.6751196512829759"
"TB_SRI","SVR_RBF_FP","0.01","1500","cdk_fp","Standard","0.001","0.6670035703663785","0.6673960926319258","0.6583380014722761","0.6752766169949337"
"TB_SRI","SVR_RBF_FP","0.1","1500","cdk_fp","Standard","0.001","0.6669856884739506","0.6674027448395773","0.6583392594566969","0.6752150611255775"
"TB_SRI","SVR_RBF_FP","1.0","1500","cdk_fp","Standard","0.001","0.666985689683106","0.6674027464314712","0.6583392593299321","0.6752150632879144"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.001","0.6669275527675541","0.6673907316096933","0.6581731266807511","0.6752188000122179"
"TB_SRI","SVR_RBF_FP","0.001","2000","cdk_fp","Standard","0.001","0.6667497340987575","0.6670631174899226","0.6580504425476483","0.6751356422587014"
"TB_SRI","SVR_RBF_FP","0.01","2000","cdk_fp","Standard","0.001","0.667005787655124","0.6673985789527528","0.6583387712383766","0.6752800127742427"
"TB_SRI","SVR_RBF_FP","0.1","2000","cdk_fp","Standard","0.001","0.6669855793232816","0.6674024672784843","0.6583392593724116","0.6752150113189488"
"TB_SRI","SVR_RBF_FP","1.0","2000","cdk_fp","Standard","0.001","0.6669856896830654","0.6674027464313501","0.6583392593299321","0.6752150632879144"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.01","0.6669967483796834","0.6674021081552686","0.6583101263919159","0.6752780105918654"
"TB_SRI","SVR_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.01","0.6668143502747698","0.6672106021020504","0.6581254638383386","0.6751069848839205"
"TB_SRI","SVR_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.01","0.6652847030773943","0.6657655247282818","0.6566419581245418","0.6734466263793594"
"TB_SRI","SVR_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.01","0.6642598937556383","0.6650447294493529","0.6555516734144813","0.6721832784030808"
"TB_SRI","SVR_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.01","0.6668024476275546","0.6671115681275075","0.6582020001283372","0.6750937746268192"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.01","0.6669935176131222","0.6673987668748713","0.6583041257485134","0.6752776602159819"
"TB_SRI","SVR_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.01","0.666753896892896","0.6670884106053994","0.6580684643355369","0.6751048157377516"
"TB_SRI","SVR_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.01","0.665010612518498","0.6654810889739058","0.6562942520066687","0.6732564965749195"
"TB_SRI","SVR_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.01","0.6645475477605807","0.6651937380029991","0.6558678786687516","0.6725810266099913"
"TB_SRI","SVR_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.01","0.6668169113896908","0.6671238623046556","0.6582028852411247","0.6751239866232922"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.01","0.6669894534606214","0.6673936593086403","0.6583022769635893","0.6752724241096347"
"TB_SRI","SVR_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.01","0.6667343272476822","0.6670981293426068","0.6580506152741697","0.6750542371262699"
"TB_SRI","SVR_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.01","0.6647719773631762","0.6652411033480141","0.6561426846406091","0.6729321441009054"
"TB_SRI","SVR_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.01","0.6647082135051234","0.6652761680210136","0.656061290018356","0.6727871824760006"
"TB_SRI","SVR_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.01","0.6668216382046124","0.6671338835378234","0.6582084230201101","0.6751226080559039"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.01","0.6669791288900138","0.6674011051468175","0.6583272490817125","0.6752090324415112"
"TB_SRI","SVR_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.01","0.6667856238906916","0.667202383995447","0.6581230920688687","0.6750313956077592"
"TB_SRI","SVR_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.01","0.6651838002413984","0.6653468496500375","0.6565396550786947","0.6736648959954631"
"TB_SRI","SVR_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.01","0.6642294897510786","0.6649030510628836","0.6552583804759771","0.6725270377143754"
"TB_SRI","SVR_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.01","0.6667935566412355","0.6671074970900129","0.658214613378995","0.6750585594546987"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.01","0.6669913498886789","0.6673933796880137","0.6583060165406583","0.6752746534373647"
"TB_SRI","SVR_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.01","0.6667668725000698","0.6671483880017458","0.6580863020149196","0.6750659274835442"
"TB_SRI","SVR_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.01","0.6647527972578505","0.6648988275924723","0.6563366531904485","0.673022910990631"
"TB_SRI","SVR_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.01","0.6645969885331882","0.665251479912157","0.6557934618954829","0.6727460237919244"
"TB_SRI","SVR_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.01","0.6668027654249586","0.6671138555214102","0.6582098711712807","0.6750845695821848"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.01","0.6669674801066194","0.6673856257650769","0.6583189041988318","0.6751979103559497"
"TB_SRI","SVR_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.01","0.6667341753261379","0.6670710728954774","0.6580484454418638","0.6750830076410723"
"TB_SRI","SVR_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.01","0.6648174924734186","0.6651457249646509","0.6560677380406418","0.6732390144149634"
"TB_SRI","SVR_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.01","0.6647944142581516","0.6654111963944862","0.6560146991450191","0.6729573472349493"
"TB_SRI","SVR_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.01","0.6668106903290217","0.667132923782877","0.6582147974118812","0.6750843497923067"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.01","0.6660462580471763","0.6664224599753827","0.657397083183667","0.6743192309824795"
"TB_SRI","SVR_RBF_FP","0.001","1000","rdkit_fp","Standard","0.01","0.6641435604708849","0.6653186586745942","0.6551918454642164","0.6719201772738438"
"TB_SRI","SVR_RBF_FP","0.01","1000","rdkit_fp","Standard","0.01","0.6667138467467603","0.6670376946658085","0.6581214711712423","0.6749823744032298"
"TB_SRI","SVR_RBF_FP","0.1","1000","rdkit_fp","Standard","0.01","0.6668442027792708","0.667149552191527","0.6582204692848078","0.6751625868614775"
"TB_SRI","SVR_RBF_FP","1.0","1000","rdkit_fp","Standard","0.01","0.6668442156962069","0.6671495506749255","0.6582204685172212","0.6751626278964741"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.01","0.665766864925969","0.6662524217023319","0.657104460228257","0.6739437128473179"
"TB_SRI","SVR_RBF_FP","0.001","1500","rdkit_fp","Standard","0.01","0.6644128715809502","0.6655728513214653","0.6555664165543423","0.6720993468670432"
"TB_SRI","SVR_RBF_FP","0.01","1500","rdkit_fp","Standard","0.01","0.6667798763697652","0.6670756423811377","0.658188629221275","0.675075357506883"
"TB_SRI","SVR_RBF_FP","0.1","1500","rdkit_fp","Standard","0.01","0.6668442150105549","0.6671495513275486","0.6582204684529934","0.6751626252511226"
"TB_SRI","SVR_RBF_FP","1.0","1500","rdkit_fp","Standard","0.01","0.6668442156962069","0.6671495506749255","0.6582204685172212","0.6751626278964741"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.01","0.6654810263039322","0.6662234459367162","0.6569325255721609","0.6732871074029194"
"TB_SRI","SVR_RBF_FP","0.001","2000","rdkit_fp","Standard","0.01","0.6648199698201808","0.6659998112614923","0.656157721255941","0.6723023769431091"
"TB_SRI","SVR_RBF_FP","0.01","2000","rdkit_fp","Standard","0.01","0.6668139445491607","0.6671294741715171","0.6582063425390398","0.675106016936925"
"TB_SRI","SVR_RBF_FP","0.1","2000","rdkit_fp","Standard","0.01","0.6668442157686285","0.6671495510915226","0.6582204683666706","0.6751626278476923"
"TB_SRI","SVR_RBF_FP","1.0","2000","rdkit_fp","Standard","0.01","0.6668442156962069","0.6671495506749255","0.6582204685172212","0.6751626278964741"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.01","0.6660837491980445","0.6663971420398014","0.6573963746030136","0.6744577309513184"
"TB_SRI","SVR_RBF_FP","0.001","1000","cdk_fp","Standard","0.01","0.6638065793199451","0.6647758240648155","0.6550838571893198","0.6715600567057"
"TB_SRI","SVR_RBF_FP","0.01","1000","cdk_fp","Standard","0.01","0.6666921715352304","0.6669914445882121","0.6581463151042424","0.6749387549132368"
"TB_SRI","SVR_RBF_FP","0.1","1000","cdk_fp","Standard","0.01","0.6668404574753503","0.6671461733187508","0.6582204722272413","0.675154726880059"
"TB_SRI","SVR_RBF_FP","1.0","1000","cdk_fp","Standard","0.01","0.6668442153013631","0.6671495506678697","0.6582204685172212","0.6751626267189983"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.01","0.6656875475309061","0.6662239009752513","0.6570629258865797","0.6737758157308872"
"TB_SRI","SVR_RBF_FP","0.001","1500","cdk_fp","Standard","0.01","0.6642414281653545","0.6657480382225928","0.6551469765882305","0.6718292696852399"
"TB_SRI","SVR_RBF_FP","0.01","1500","cdk_fp","Standard","0.01","0.6667671964991717","0.6670530826724542","0.658206742026176","0.6750417647988849"
"TB_SRI","SVR_RBF_FP","0.1","1500","cdk_fp","Standard","0.01","0.6668442037728542","0.667149534773237","0.6582204697866061","0.6751626067587196"
"TB_SRI","SVR_RBF_FP","1.0","1500","cdk_fp","Standard","0.01","0.6668442156962069","0.6671495506749255","0.6582204685172212","0.6751626278964741"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.01","0.6655261713223697","0.6663018475540115","0.6568071388606774","0.6734695275524201"
"TB_SRI","SVR_RBF_FP","0.001","2000","cdk_fp","Standard","0.01","0.6647017576211","0.6661382180263454","0.6557116435005979","0.6722554113363565"
"TB_SRI","SVR_RBF_FP","0.01","2000","cdk_fp","Standard","0.01","0.666784399676042","0.6670954405460489","0.658214440441431","0.6750433180406463"
"TB_SRI","SVR_RBF_FP","0.1","2000","cdk_fp","Standard","0.01","0.6668432834374567","0.6671467570057734","0.6582204689426288","0.6751626243639681"
"TB_SRI","SVR_RBF_FP","1.0","2000","cdk_fp","Standard","0.01","0.666844215695802","0.6671495506737107","0.6582204685172212","0.6751626278964741"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","0.1","0.6668090771013434","0.667203949293438","0.6581212502264019","0.6751020317841906"
"TB_SRI","SVR_RBF_FP","0.001","1000","rdkit_fp","MaxMin","0.1","0.6648755000347636","0.665352349993926","0.6562588876605222","0.6730152624498426"
"TB_SRI","SVR_RBF_FP","0.01","1000","rdkit_fp","MaxMin","0.1","0.6527832645961004","0.6546270380532936","0.6451542859276259","0.6585684698073815"
"TB_SRI","SVR_RBF_FP","0.1","1000","rdkit_fp","MaxMin","0.1","0.6459292212049687","0.6498787880125553","0.6375644850981895","0.6503443905041609"
"TB_SRI","SVR_RBF_FP","1.0","1000","rdkit_fp","MaxMin","0.1","0.6654421067344123","0.6652601243970568","0.6576157883958342","0.6734504074103458"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","0.1","0.6667459532820615","0.6670778887709563","0.6580612115708522","0.6750987595043765"
"TB_SRI","SVR_RBF_FP","0.001","1500","rdkit_fp","MaxMin","0.1","0.6644207974587899","0.6647225192220207","0.655726902368093","0.6728129707862561"
"TB_SRI","SVR_RBF_FP","0.01","1500","rdkit_fp","MaxMin","0.1","0.6515528539010697","0.653199008728222","0.643398526755264","0.6580610262197228"
"TB_SRI","SVR_RBF_FP","0.1","1500","rdkit_fp","MaxMin","0.1","0.6481776525928963","0.6512708892958592","0.6394828763341015","0.6537791921487283"
"TB_SRI","SVR_RBF_FP","1.0","1500","rdkit_fp","MaxMin","0.1","0.665571834058457","0.6654128110963398","0.6576232566419197","0.6736794344371114"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","0.1","0.6667252016501717","0.6670860017700376","0.6580430709285693","0.6750465322519084"
"TB_SRI","SVR_RBF_FP","0.001","2000","rdkit_fp","MaxMin","0.1","0.6641347358649048","0.6645479098054753","0.655519087984133","0.6723372098051059"
"TB_SRI","SVR_RBF_FP","0.01","2000","rdkit_fp","MaxMin","0.1","0.649746681981089","0.6519123841710659","0.6420602483471592","0.655267413425042"
"TB_SRI","SVR_RBF_FP","0.1","2000","rdkit_fp","MaxMin","0.1","0.6490790338310569","0.6518037647632096","0.6409449210160799","0.6544884157138814"
"TB_SRI","SVR_RBF_FP","1.0","2000","rdkit_fp","MaxMin","0.1","0.6656228258160736","0.6654721260164662","0.6576619313524703","0.673734420079284"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","0.1","0.6667800900194379","0.667196234920692","0.6581187718298243","0.6750252633077978"
"TB_SRI","SVR_RBF_FP","0.001","1000","cdk_fp","MaxMin","0.1","0.6647969859853915","0.6648601387069154","0.6561771870737284","0.6733536321755308"
"TB_SRI","SVR_RBF_FP","0.01","1000","cdk_fp","MaxMin","0.1","0.6533060260823199","0.6546551021015619","0.6449147408153552","0.6603482353300426"
"TB_SRI","SVR_RBF_FP","0.1","1000","cdk_fp","MaxMin","0.1","0.6464610225138648","0.6489207685422593","0.6377095721023402","0.6527527268969949"
"TB_SRI","SVR_RBF_FP","1.0","1000","cdk_fp","MaxMin","0.1","0.6654228169934185","0.6652044797017777","0.6577510161644743","0.6733129551140035"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","0.1","0.666758790817882","0.6671391287174275","0.6580806585855715","0.6750565851506473"
"TB_SRI","SVR_RBF_FP","0.001","1500","cdk_fp","MaxMin","0.1","0.6641703546217075","0.6641875413917718","0.6558485690686473","0.6724749534047033"
"TB_SRI","SVR_RBF_FP","0.01","1500","cdk_fp","MaxMin","0.1","0.650759050168812","0.6523774411140728","0.6430705119636945","0.6568291974286685"
"TB_SRI","SVR_RBF_FP","0.1","1500","cdk_fp","MaxMin","0.1","0.6478588121439995","0.6505244762475189","0.6395439836481699","0.6535079765363098"
"TB_SRI","SVR_RBF_FP","1.0","1500","cdk_fp","MaxMin","0.1","0.6654849883136221","0.6652313603505342","0.6576877348806432","0.6735358697096889"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","cdk_fp","MaxMin","0.1","0.6666568758804832","0.6669938777860774","0.6580405259715466","0.6749362238838255"
"TB_SRI","SVR_RBF_FP","0.001","2000","cdk_fp","MaxMin","0.1","0.6640933159405596","0.664253864873902","0.6554253871127115","0.6726006958350654"
"TB_SRI","SVR_RBF_FP","0.01","2000","cdk_fp","MaxMin","0.1","0.6500728726987276","0.6522784162028807","0.6414911793249075","0.6564490225683944"
"TB_SRI","SVR_RBF_FP","0.1","2000","cdk_fp","MaxMin","0.1","0.6491402468318365","0.6513745916783693","0.6410487364441636","0.6549974123729766"
"TB_SRI","SVR_RBF_FP","1.0","2000","cdk_fp","MaxMin","0.1","0.6655392640743799","0.6653551570875932","0.6577076207679496","0.6735550143675969"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","Standard","0.1","0.6582922588262917","0.6594540252551793","0.6498020076258949","0.6656207435978008"
"TB_SRI","SVR_RBF_FP","0.001","1000","rdkit_fp","Standard","0.1","0.6455556997094741","0.6510366103134482","0.6362228040791166","0.6494076847358576"
"TB_SRI","SVR_RBF_FP","0.01","1000","rdkit_fp","Standard","0.1","0.6648558248284018","0.6647516043554705","0.6571794940231898","0.672636376106545"
"TB_SRI","SVR_RBF_FP","0.1","1000","rdkit_fp","Standard","0.1","0.6657531659005844","0.6655754611357173","0.6577486407924276","0.6739353957736084"
"TB_SRI","SVR_RBF_FP","1.0","1000","rdkit_fp","Standard","0.1","0.6657532956477994","0.6655754338598879","0.6577486189599043","0.6739358341236059"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","Standard","0.1","0.6555911786997264","0.6568187940509248","0.647485716233158","0.6624690258150965"
"TB_SRI","SVR_RBF_FP","0.001","1500","rdkit_fp","Standard","0.1","0.6476815859713702","0.6523333810987892","0.6385872267060888","0.6521241501092324"
"TB_SRI","SVR_RBF_FP","0.01","1500","rdkit_fp","Standard","0.1","0.665344866605248","0.6651004992180524","0.6575970653756736","0.673337035222018"
"TB_SRI","SVR_RBF_FP","0.1","1500","rdkit_fp","Standard","0.1","0.6657533081372332","0.665575498301458","0.6577486190873251","0.6739358070229164"
"TB_SRI","SVR_RBF_FP","1.0","1500","rdkit_fp","Standard","0.1","0.6657532956477994","0.6655754338598879","0.6577486189599043","0.6739358341236059"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","Standard","0.1","0.6541851883308384","0.6571889267366161","0.6459575818484575","0.6594090564074416"
"TB_SRI","SVR_RBF_FP","0.001","2000","rdkit_fp","Standard","0.1","0.6511357404238928","0.6557957912149961","0.6418740498227055","0.6557373802339768"
"TB_SRI","SVR_RBF_FP","0.01","2000","rdkit_fp","Standard","0.1","0.6656236025235626","0.6655108426996237","0.6577001663400194","0.6736597985310446"
"TB_SRI","SVR_RBF_FP","0.1","2000","rdkit_fp","Standard","0.1","0.6657532969385059","0.6655754381880331","0.6577486190063556","0.6739358336211292"
"TB_SRI","SVR_RBF_FP","1.0","2000","rdkit_fp","Standard","0.1","0.6657532956477994","0.6655754338598879","0.6577486189599043","0.6739358341236059"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","cdk_fp","Standard","0.1","0.6586991932305373","0.659814084515482","0.6501385606523551","0.6661449345237748"
"TB_SRI","SVR_RBF_FP","0.001","1000","cdk_fp","Standard","0.1","0.6464444738208149","0.6506053057331969","0.6373306856499248","0.6513974300793234"
"TB_SRI","SVR_RBF_FP","0.01","1000","cdk_fp","Standard","0.1","0.6647053845326073","0.6644092413151886","0.657412874120404","0.6722940381622294"
"TB_SRI","SVR_RBF_FP","0.1","1000","cdk_fp","Standard","0.1","0.665700389743284","0.6654677417696736","0.6577487241004691","0.6738847033597093"
"TB_SRI","SVR_RBF_FP","1.0","1000","cdk_fp","Standard","0.1","0.6657372875373827","0.6655012202442839","0.6577486189599043","0.6739620234079596"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","cdk_fp","Standard","0.1","0.6555115723618209","0.657957202976421","0.6471391951996274","0.6614383189094143"
"TB_SRI","SVR_RBF_FP","0.001","1500","cdk_fp","Standard","0.1","0.6472774098872922","0.6525817511927013","0.6375805526445352","0.6516699258246401"
"TB_SRI","SVR_RBF_FP","0.01","1500","cdk_fp","Standard","0.1","0.6652223758215045","0.6648960846843945","0.6577314498394504","0.6730395929406685"
"TB_SRI","SVR_RBF_FP","0.1","1500","cdk_fp","Standard","0.1","0.6657371725774383","0.6655010631291484","0.6577486316006644","0.6739618230025017"
"TB_SRI","SVR_RBF_FP","1.0","1500","cdk_fp","Standard","0.1","0.6657372914812545","0.6655012203156155","0.6577486189599043","0.6739620351682436"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","cdk_fp","Standard","0.1","0.6546078228705986","0.6580454161620849","0.6453009774327926","0.6604770750169184"
"TB_SRI","SVR_RBF_FP","0.001","2000","cdk_fp","Standard","0.1","0.6506943887785611","0.6557520210824478","0.6408962418379335","0.6554349034153022"
"TB_SRI","SVR_RBF_FP","0.01","2000","cdk_fp","Standard","0.1","0.6654179074529226","0.6651629680148311","0.6577789051456018","0.6733118491983349"
"TB_SRI","SVR_RBF_FP","0.1","2000","cdk_fp","Standard","0.1","0.6657280134801457","0.6654734173242727","0.6577486231631176","0.6739619999530467"
"TB_SRI","SVR_RBF_FP","1.0","2000","cdk_fp","Standard","0.1","0.6657372914771608","0.6655012203033345","0.6577486189599043","0.6739620351682436"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","rdkit_fp","MaxMin","1.0","0.6647876820634694","0.6653151893808049","0.6562194451083866","0.6728284117012167"
"TB_SRI","SVR_RBF_FP","0.001","1000","rdkit_fp","MaxMin","1.0","0.6504185185635346","0.6526007719173972","0.6430921571178958","0.6555626266553107"
"TB_SRI","SVR_RBF_FP","0.01","1000","rdkit_fp","MaxMin","1.0","0.6305145950229851","0.6435767378347914","0.6203129183321523","0.6276541289020117"
"TB_SRI","SVR_RBF_FP","0.1","1000","rdkit_fp","MaxMin","1.0","0.6302076626265928","0.6381767293064473","0.6235876196689928","0.6288586389043385"
"TB_SRI","SVR_RBF_FP","1.0","1000","rdkit_fp","MaxMin","1.0","0.6618919134330978","0.6606038046521535","0.6566506957640926","0.6684212398830475"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","rdkit_fp","MaxMin","1.0","0.6643520314744605","0.6646470037679798","0.6556518500383021","0.6727572406170998"
"TB_SRI","SVR_RBF_FP","0.001","1500","rdkit_fp","MaxMin","1.0","0.6485899837764413","0.6499399355730184","0.6408610397939329","0.6549689759623725"
"TB_SRI","SVR_RBF_FP","0.01","1500","rdkit_fp","MaxMin","1.0","0.6313422358900347","0.6342642125337787","0.6295309740721841","0.6302315210641415"
"TB_SRI","SVR_RBF_FP","0.1","1500","rdkit_fp","MaxMin","1.0","0.6315153228095293","0.6336356559599826","0.6266441458723894","0.6342661665962159"
"TB_SRI","SVR_RBF_FP","1.0","1500","rdkit_fp","MaxMin","1.0","0.6626848807107737","0.6615636037016706","0.656888452699113","0.6696025857315375"
"TB_SRI","SVR_RBF_FP","1.0E-4","2000","rdkit_fp","MaxMin","1.0","0.6640994462844437","0.6645914749249151","0.6554458566515015","0.6722610072769143"
"TB_SRI","SVR_RBF_FP","0.001","2000","rdkit_fp","MaxMin","1.0","0.6459057751213512","0.6485786436322238","0.6382231001116713","0.6509155816201585"
"TB_SRI","SVR_RBF_FP","0.01","2000","rdkit_fp","MaxMin","1.0","0.6272112973571051","0.637290292108345","0.6201822421252239","0.6241613578377465"
"TB_SRI","SVR_RBF_FP","0.1","2000","rdkit_fp","MaxMin","1.0","0.629005903979791","0.6320271637725607","0.6242763371379652","0.630714211028847"
"TB_SRI","SVR_RBF_FP","1.0","2000","rdkit_fp","MaxMin","1.0","0.6632140992217942","0.6622177949311985","0.6572233080597526","0.6702011946744312"
"TB_SRI","SVR_RBF_FP","1.0E-4","1000","cdk_fp","MaxMin","1.0","0.6647571361891886","0.6648418184373304","0.656136510572053","0.6732930795581823"
"TB_SRI","SVR_RBF_FP","0.001","1000","cdk_fp","MaxMin","1.0","0.6510473098218958","0.6524874778909315","0.64324351225788","0.6574109393168759"
"TB_SRI","SVR_RBF_FP","0.01","1000","cdk_fp","MaxMin","1.0","0.6362427252924202","0.6423277498881366","0.6321544426953115","0.6342459832938124"
"TB_SRI","SVR_RBF_FP","0.1","1000","cdk_fp","MaxMin","1.0","0.6352250840468369","0.6384159110754922","0.6313821493121199","0.6358771917528986"
"TB_SRI","SVR_RBF_FP","1.0","1000","cdk_fp","MaxMin","1.0","0.662110739885162","0.6610249849438096","0.6574666656590215","0.667840569052655"
"TB_SRI","SVR_RBF_FP","1.0E-4","1500","cdk_fp","MaxMin","1.0","0.6641147724501164","0.664131900776241","0.6557949147950237","0.6724175017790845"
"TB_SRI","SVR_RBF_FP","0.001","1500","cdk_fp","MaxMin","1.0","0.6477065833148208","0.6488716610718408","0.6413295933030085","0.6529184955696129"
"TB_SRI","SVR_RBF_FP","0.01","1500","cdk_fp","MaxMin","1.0","0.6313584353445385","0.6388263343739857","0.6237836098732764","0.6314653617863535"
