"NAME [String]","METHOD [String]","degree [Int]","C [Double]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","2.0","25.741849680328063","49.46499279381665","15.985084699702108","11.775471547465425"
"MouseRatTox","SVR_POLY_DESC","2","0.1","rdkit_desc","Standard","2.0","3.3681555776251995","4.5221254070030135","3.3238267372638526","2.258514588608733"
"MouseRatTox","SVR_POLY_DESC","3","0.1","rdkit_desc","Standard","2.0","6.112760245042826","8.517665697919888","4.6469080269365","5.173707010272089"
"MouseRatTox","SVR_POLY_DESC","4","0.1","rdkit_desc","Standard","2.0","25.741849680344497","49.46499279381665","15.985084699751406","11.775471547465425"
"MouseRatTox","SVR_POLY_DESC","2","1.0","rdkit_desc","Standard","2.0","2.632071088533761","2.233177328431407","3.34202047980578","2.321015457364097"
"MouseRatTox","SVR_POLY_DESC","3","1.0","rdkit_desc","Standard","2.0","6.112760245042833","8.517665697919888","4.64690802693652","5.173707010272089"
"MouseRatTox","SVR_POLY_DESC","4","1.0","rdkit_desc","Standard","2.0","25.739189109217275","49.46499279381665","15.977102986369738","11.775471547465425"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","cdk_desc","Standard","2.0","1.351293499319091","1.348482357461884","1.3699113154543814","1.335486825041008"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","cdk_desc","Standard","2.0","10.323074619410464","26.578223332071374","2.5815773310982566","1.8094231950617643"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","cdk_desc","Standard","2.0","16.257700364073084","36.222389242305205","4.843725545431168","7.706986304482875"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","cdk_desc","Standard","2.0","1.4581392169643719","1.7966786450730667","1.228784942733295","1.3489540630867538"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","cdk_desc","Standard","2.0","12.279012284843818","30.050500069224643","3.6288644870536446","3.157672298253168"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","cdk_desc","Standard","2.0","35.38043977466943","92.15968711657553","4.7083805213643535","9.27325168606842"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","2.0","2.8084690636070504","4.4021905861819475","1.8805097600921115","2.1427068445470914"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","2.0","6.795415526830869","13.52274821185086","3.4579464161020663","3.4055519525396796"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","2.0","35.38043977466943","92.15968711657553","4.7083805213643535","9.27325168606842"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","2.0","2.8084690636070504","4.4021905861819475","1.8805097600921115","2.1427068445470914"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","2.0","6.795415526830869","13.52274821185086","3.4579464161020663","3.4055519525396796"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","2.0","35.38043977466943","92.15968711657553","4.7083805213643535","9.27325168606842"
"MouseRatTox","SVR_POLY_DESC","2","0.1","cdk_desc","Standard","2.0","3.770961133808836","6.599825475819583","2.03333238899645","2.6797255366104746"
"MouseRatTox","SVR_POLY_DESC","3","0.1","cdk_desc","Standard","2.0","6.795415526830869","13.52274821185086","3.4579464161020663","3.4055519525396796"
"MouseRatTox","SVR_POLY_DESC","4","0.1","cdk_desc","Standard","2.0","35.38043977466943","92.15968711657553","4.7083805213643535","9.27325168606842"
"MouseRatTox","SVR_POLY_DESC","2","1.0","cdk_desc","Standard","2.0","3.9052622636192607","6.966965969204797","2.0690952850425104","2.6797255366104746"
"MouseRatTox","SVR_POLY_DESC","3","1.0","cdk_desc","Standard","2.0","6.795415526830869","13.52274821185086","3.4579464161020663","3.4055519525396796"
"MouseRatTox","SVR_POLY_DESC","4","1.0","cdk_desc","Standard","2.0","35.38043977466943","92.15968711657553","4.7083805213643535","9.27325168606842"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","4.0","1.4025719864526687","1.4535925306055009","1.423943238752669","1.3301801899998358"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","4.0","1.383619359223519","1.4213657685396475","1.4147928466137205","1.31469946251719"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","4.0","1.3443816981281032","1.3758450454470137","1.386758399520154","1.270541649417142"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","4.0","1.3911092350231489","1.435444166357125","1.4177829019046801","1.3201006368076422"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","4.0","1.3363831220007916","1.3421889565010474","1.38968194390457","1.2772784655967575"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","4.0","1.26301533978463","1.3366183637941453","1.2486611210366836","1.2037665345230615"
"MouseRatTox","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","4.0","1.2295133240238054","1.221293610191178","1.3123671705574735","1.1548791913227645"
"MouseRatTox","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","4.0","1.2631671837772998","1.2416333629983045","1.2024879067530954","1.3453802815804994"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","4.0","6.0499151664193205","12.256718894010605","3.1044099977623087","2.788616607485047"
"MouseRatTox","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","4.0","1.2295133240238054","1.221293610191178","1.3123671705574735","1.1548791913227645"
"MouseRatTox","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","4.0","1.2631671837772998","1.2416333629983045","1.2024879067530954","1.3453802815804994"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","4.0","6.0499151664193205","12.256718894010605","3.1044099977623087","2.788616607485047"
"MouseRatTox","SVR_POLY_DESC","2","0.1","rdkit_desc","MaxMin","4.0","1.198932275388599","1.2031747290653123","1.1890170932372666","1.2046050038632177"
"MouseRatTox","SVR_POLY_DESC","3","0.1","rdkit_desc","MaxMin","4.0","2.8319154532774404","4.409270022085235","1.9344014761844635","2.152074861562622"
"MouseRatTox","SVR_POLY_DESC","4","0.1","rdkit_desc","MaxMin","4.0","18.606899874029185","45.61759665464439","4.349456386606296","5.853646580836877"
"MouseRatTox","SVR_POLY_DESC","2","1.0","rdkit_desc","MaxMin","4.0","1.507627937417883","1.3999389952044676","1.4817336393741538","1.6412111776750269"
"MouseRatTox","SVR_POLY_DESC","3","1.0","rdkit_desc","MaxMin","4.0","8.923763623861587","19.334171455684228","2.8661824171931976","4.570936998707339"
"MouseRatTox","SVR_POLY_DESC","4","1.0","rdkit_desc","MaxMin","4.0","20.475859085495852","49.246669522995965","7.517270211555397","4.663637521936189"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","4.0","1.4019523205483895","1.4524435762454835","1.4229945434239502","1.3304188419757352"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","4.0","1.368247026512582","1.3944689623314703","1.401147709956054","1.3091244072502215"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","4.0","1.3155110164788704","1.3269635381163858","1.3906204223660243","1.2289490889542003"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","4.0","1.383223220165746","1.4245443647583287","1.4089173895497644","1.3162079061891447"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","4.0","1.2975001036039893","1.286676124396467","1.380929422448995","1.2248947639665055"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","4.0","1.8926803614427008","2.944298525834123","1.301362303425495","1.4323802550684839"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","4.0","1.244872956257267","1.1890539904112833","1.366628105733349","1.1789367726271687"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","4.0","2.548577949018216","4.8165039767664295","1.3766115384827624","1.452618331805456"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","4.0","5.022548021825366","10.983404361830859","1.8838155881467495","2.200424115498489"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","4.0","1.244872956257267","1.1890539904112833","1.366628105733349","1.1789367726271687"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","4.0","2.548577949018216","4.8165039767664295","1.3766115384827624","1.452618331805456"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","4.0","5.022548021825366","10.983404361830859","1.8838155881467495","2.200424115498489"
"MouseRatTox","SVR_POLY_DESC","2","0.1","cdk_desc","MaxMin","4.0","1.6208809508225082","2.1788443074000554","1.3307374523819395","1.3530610926855295"
"MouseRatTox","SVR_POLY_DESC","3","0.1","cdk_desc","MaxMin","4.0","4.297019970527075","9.23675031969879","1.663837782910964","1.990471808971472"
"MouseRatTox","SVR_POLY_DESC","4","0.1","cdk_desc","MaxMin","4.0","4.902309019691943","9.826728522354568","1.9259475196977835","2.954251017023477"
"MouseRatTox","SVR_POLY_DESC","2","1.0","cdk_desc","MaxMin","4.0","3.1308093801339236","6.312306147451018","1.3889143386265466","1.6912076543242063"
"MouseRatTox","SVR_POLY_DESC","3","1.0","cdk_desc","MaxMin","4.0","3.7034218364176965","6.63842303760605","1.86916913841695","2.6026733332300904"
"MouseRatTox","SVR_POLY_DESC","4","1.0","cdk_desc","MaxMin","4.0","5.325949968997147","10.838929113723777","2.203609861137509","2.9353109321301547"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","4.0","1.3350015951169503","1.358206399017371","1.337991880094073","1.308806506239406"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","4.0","3.547453778039911","5.8020264615384365","2.565288424509552","2.2750464480717443"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","4.0","33.038820117085805","77.70460545425354","12.245084921988349","9.166769975015526"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","4.0","1.2838481482725157","1.3551148352671822","1.2217055322253134","1.2747240773250517"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","4.0","6.5078506866644785","11.911606666397876","4.24750929709058","3.364436096504977"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","4.0","27.170570074892865","59.941806773221955","11.966911021378309","9.602992430078329"
"MouseRatTox","SVR_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","2.699251801113377","3.9926335499310377","1.8713317455672278","2.233790107841866"
"MouseRatTox","SVR_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","6.2251081474049785","9.574761340909102","4.44366115801222","4.656901943293614"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","27.170570074892577","59.941806773221955","11.966911021377445","9.602992430078329"
"MouseRatTox","SVR_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","2.699251801113377","3.9926335499310377","1.8713317455672278","2.233790107841866"
"MouseRatTox","SVR_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","6.2251081474049785","9.574761340909102","4.44366115801222","4.656901943293614"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","27.170570074892577","59.941806773221955","11.966911021377445","9.602992430078329"
"MouseRatTox","SVR_POLY_DESC","2","0.1","rdkit_desc","Standard","4.0","3.3675876436814263","4.159676441088266","3.5921345657195816","2.3509519242364307"
"MouseRatTox","SVR_POLY_DESC","3","0.1","rdkit_desc","Standard","4.0","6.225108147405183","9.574761340909102","4.44366115801283","4.656901943293614"
"MouseRatTox","SVR_POLY_DESC","4","0.1","rdkit_desc","Standard","4.0","27.170570074895092","59.941806773221955","11.96691102138499","9.602992430078329"
"MouseRatTox","SVR_POLY_DESC","2","1.0","rdkit_desc","Standard","4.0","2.8819638245080412","2.8314181327556254","3.574914048785352","2.2395592919831464"
"MouseRatTox","SVR_POLY_DESC","3","1.0","rdkit_desc","Standard","4.0","6.225108147405181","9.574761340909102","4.443661158012826","4.656901943293614"
"MouseRatTox","SVR_POLY_DESC","4","1.0","rdkit_desc","Standard","4.0","27.170570074626266","59.941806773221955","11.966911020578507","9.602992430078329"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","cdk_desc","Standard","4.0","1.346525050094536","1.343976424001007","1.3670726001668285","1.3285261261157721"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","cdk_desc","Standard","4.0","8.887458635473005","22.414579367136092","2.4421569492716304","1.8056395900112938"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","cdk_desc","Standard","4.0","21.615228066270415","54.44360104533313","3.9983927899132166","6.403690363564887"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","cdk_desc","Standard","4.0","1.4655002791020202","1.818213017807147","1.2272361935272955","1.3510516259716183"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","cdk_desc","Standard","4.0","9.930548024061755","23.38149886080136","3.466434618061237","2.94371059332267"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","cdk_desc","Standard","4.0","32.751507174767696","87.5387770617874","3.839561137612355","6.876183324903339"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","2.606663887986834","3.8632196867848037","1.8313346361908398","2.125437340984859"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","5.590684411999862","10.392047898082634","3.277920030060916","3.1020853078560346"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","32.751507174767696","87.5387770617874","3.839561137612355","6.876183324903339"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","2.606663887986834","3.8632196867848037","1.8313346361908398","2.125437340984859"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","5.590684411999862","10.392047898082634","3.277920030060916","3.1020853078560346"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","32.751507174767696","87.5387770617874","3.839561137612355","6.876183324903339"
"MouseRatTox","SVR_POLY_DESC","2","0.1","cdk_desc","Standard","4.0","3.46269135524424","5.755918071331754","2.0103012484286022","2.6218547459723647"
"MouseRatTox","SVR_POLY_DESC","3","0.1","cdk_desc","Standard","4.0","5.590684411999862","10.392047898082634","3.277920030060916","3.1020853078560346"
"MouseRatTox","SVR_POLY_DESC","4","0.1","cdk_desc","Standard","4.0","32.751507174767696","87.5387770617874","3.839561137612355","6.876183324903339"
"MouseRatTox","SVR_POLY_DESC","2","1.0","cdk_desc","Standard","4.0","3.5612147993067644","6.030800461522366","2.030989190425563","2.6218547459723647"
"MouseRatTox","SVR_POLY_DESC","3","1.0","cdk_desc","Standard","4.0","5.590684411999862","10.392047898082634","3.277920030060916","3.1020853078560346"
"MouseRatTox","SVR_POLY_DESC","4","1.0","cdk_desc","Standard","4.0","32.751507174767696","87.5387770617874","3.839561137612355","6.876183324903339"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","6.0","1.4024238146913224","1.4530758288392296","1.42424102671987","1.3299545885148683"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","6.0","1.3757231807028605","1.413087079571926","1.4069141119300153","1.3071683506066407"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","6.0","1.3102325422838315","1.3195080830852688","1.3822216620489498","1.228967881717276"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","6.0","1.38810427425755","1.4328907195557006","1.414016041999582","1.3174060612173673"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","6.0","1.3129463124444318","1.312672797098242","1.3810861188205272","1.2450800214145263"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","6.0","1.2231070122213359","1.2628673602693137","1.1768109017843915","1.2296427746103025"
"MouseRatTox","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","1.217282590532257","1.210778320260114","1.2892374502160264","1.1518320011206309"
"MouseRatTox","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","1.2918455498520613","1.309194606462924","1.2199144025442852","1.3464276405489748"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","5.931881772588689","11.921302880170225","2.7215547170264998","3.1527877205693398"
"MouseRatTox","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","1.217282590532257","1.210778320260114","1.2892374502160264","1.1518320011206309"
"MouseRatTox","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","1.2918455498520613","1.309194606462924","1.2199144025442852","1.3464276405489748"
"MouseRatTox","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","5.931881772588689","11.921302880170225","2.7215547170264998","3.1527877205693398"
"MouseRatTox","SVR_POLY_DESC","2","0.1","rdkit_desc","MaxMin","6.0","1.198661580483461","1.1983901324461481","1.1978792308024295","1.199715378201806"
"MouseRatTox","SVR_POLY_DESC","3","0.1","rdkit_desc","MaxMin","6.0","2.973857045716741","4.685901675553007","2.009284778109757","2.226384683487458"
"MouseRatTox","SVR_POLY_DESC","4","0.1","rdkit_desc","MaxMin","6.0","16.107940651681734","38.051417309852475","4.689979865665605","5.582424779527114"
"MouseRatTox","SVR_POLY_DESC","2","1.0","rdkit_desc","MaxMin","6.0","1.5657811159403139","1.4682586691039783","1.5577163600154267","1.6713683187015371"
"MouseRatTox","SVR_POLY_DESC","3","1.0","rdkit_desc","MaxMin","6.0","8.497325653886142","18.07057543638725","3.0452855458252976","4.376115979445873"
"MouseRatTox","SVR_POLY_DESC","4","1.0","rdkit_desc","MaxMin","6.0","16.941479894513723","40.04100760024726","6.817975338220746","3.9654567450731624"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","6.0","1.4015534505409821","1.4518282339939","1.4227317819872771","1.3301003356417689"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","6.0","1.358971235000081","1.3817787633197787","1.39481391037619","1.3003210313042743"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","6.0","1.2819381114322173","1.2567600388513178","1.3709679956844254","1.218086299760908"
"MouseRatTox","SVR_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","6.0","1.3794214014621378","1.4194156728557292","1.4051831375984378","1.3136653939322465"
"MouseRatTox","SVR_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","6.0","1.2875959657225458","1.2725373533392919","1.3808491284417683","1.2094014153865773"
"MouseRatTox","SVR_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","6.0","2.0721376070239343","3.484499549875914","1.3104508446381493","1.4214624265577391"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","1.2491330219345012","1.1950262467414945","1.367454739445659","1.1849180796163499"
"MouseRatTox","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","6.0","2.7156583996546924","5.306945883559149","1.3660385134644601","1.4739908019404675"
"MouseRatTox","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","6.0","4.382125383845696","8.95560337269697","1.8151799722593298","2.3755928065807863"
"MouseRatTox","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","1.2491330219345012","1.1950262467414945","1.367454739445659","1.1849180796163499"
