"NAME [String]","METHOD [String]","degree [Int]","C [Double]","featuresColumn [String]","scalerType [String]","coef0 [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","2.0","1.5379157842683753","1.0256906040281208","2.669578161351541","0.9184785874254636"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","2.0","3.7469009882377944","1.0343297696409341","9.252802751910211","0.9535704431622382"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","2.0","31.165782979887883","1.4126349393734108","90.90719788316262","1.1775161171276278"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","2.0","1.5379157842683753","1.0256906040281208","2.669578161351541","0.9184785874254636"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","2.0","3.7469009882377944","1.0343297696409341","9.252802751910211","0.9535704431622382"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","2.0","31.165782979887883","1.4126349393734108","90.90719788316262","1.1775161171276278"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","cdk_desc","Standard","2.0","2.1514570775033484","1.076273127486772","4.364214896790457","1.0138832082328162"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","cdk_desc","Standard","2.0","3.7473299457486924","1.0343297696379505","9.252802749429563","0.954857318178564"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","cdk_desc","Standard","2.0","31.222186220827894","1.4126349556417404","91.07733302215688","1.1765906846850673"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","cdk_desc","Standard","2.0","2.151457077513611","1.0762731274868689","4.364214896822301","1.0138832082316624"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","cdk_desc","Standard","2.0","3.74813377409723","1.0343297697373226","9.252802834718524","0.9572687178358429"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","cdk_desc","Standard","2.0","31.22719870353166","1.4113409341956276","91.09366430497278","1.1765908714265847"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","4.0","1.6856927094490535","1.670165399207471","1.7424484062496726","1.6444643228900169"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","4.0","1.3662030859286631","1.3866161807884991","1.3948170795819759","1.3171759974155144"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","4.0","2.469798357403442","0.9455146000845743","5.604426156365985","0.859454315759766"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","4.0","1.4836711348600164","1.508231902695123","1.4714785745831283","1.4713029273017972"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","4.0","1.2415798673446645","0.97240013838571","1.890795156930957","0.8615443067173272"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","4.0","4.009963688433868","0.7603688059675981","10.552832677765732","0.7166895815682746"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","4.0","0.8966860581704066","0.8653095213888133","1.052263273268755","0.7724853798536516"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","4.0","1.495382327819394","0.7388456271026937","3.0503284536513577","0.6969729027041304"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","4.0","7.2488717779583505","0.8415920044129356","19.912950168542057","0.9920731609200599"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","4.0","0.8966860581704066","0.8653095213888133","1.052263273268755","0.7724853798536516"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","4.0","1.495382327819394","0.7388456271026937","3.0503284536513577","0.6969729027041304"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","4.0","7.2488717779583505","0.8415920044129356","19.912950168542057","0.9920731609200599"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","rdkit_desc","MaxMin","4.0","1.0373741331004682","0.7291540147376014","1.7132010240411584","0.6697673605226449"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","rdkit_desc","MaxMin","4.0","1.3563915300930687","0.8546524761270632","2.3831311029256064","0.8313910112265367"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","rdkit_desc","MaxMin","4.0","5.925634828415329","0.9109104750298352","15.453842868166971","1.4121511420491797"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","rdkit_desc","MaxMin","4.0","0.8581330424246518","0.7817365010057944","1.0374891065994534","0.7551735196687078"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","rdkit_desc","MaxMin","4.0","2.3612978420016275","0.9239321187843345","5.013773540583192","1.1461878666373564"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","rdkit_desc","MaxMin","4.0","11.646819912176694","1.2345688277109395","32.42740798431461","1.2784829245045324"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","4.0","1.6672278275874424","1.647617062427846","1.7228681105738366","1.6311983097606442"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","4.0","1.1217308180934273","1.0636227164164098","1.267960681005398","1.0336090568584746"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","4.0","1.0430582048696617","0.835230518587753","1.538857352121061","0.7550867439001715"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","4.0","1.3240055902884338","1.3249974421721655","1.3282950723245384","1.3187242563685972"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","4.0","0.909069328743085","0.882829387304178","1.057500110138351","0.7868784887867258"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","4.0","3.2220886492516407","0.8206319894891697","8.158990090409626","0.6866438678561263"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","4.0","0.8449701806214337","0.8637088081438774","0.9274893624564925","0.7437123712639313"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","4.0","2.4931467539998278","0.84986995736534","5.886713674847716","0.7428566297864271"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","4.0","7.0012496831049305","0.9922556751793334","19.073332336700542","0.9381610374349159"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","4.0","0.8449701806214337","0.8637088081438774","0.9274893624564925","0.7437123712639313"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","4.0","2.4931467539998278","0.84986995736534","5.886713674847716","0.7428566297864271"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","4.0","7.0012496831049305","0.9922556751793334","19.073332336700542","0.9381610374349159"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","cdk_desc","MaxMin","4.0","0.8128789798468675","0.8172675726953558","0.9310321140101099","0.6903372528351368"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","cdk_desc","MaxMin","4.0","3.7573128384696957","0.9649199747783151","9.372174337613098","0.9348442030176739"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","cdk_desc","MaxMin","4.0","5.682910898494644","1.0385877675619601","15.049095105774958","0.9610498221470141"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","cdk_desc","MaxMin","4.0","1.5893156158108612","0.9090366836583985","3.0634347259736137","0.7954754378005716"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","cdk_desc","MaxMin","4.0","3.5708612129894894","1.1104890305053516","8.630960842727552","0.9711337657355635"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","cdk_desc","MaxMin","4.0","5.6829108984971155","1.0385877675584316","15.049095105787494","0.9610498221454206"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","4.0","1.77819290921012","1.19278200434344","2.996425882687642","1.145370840599278"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","4.0","10.619456434393705","0.8608337339836312","30.255683073492452","0.7418524957050295"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","4.0","11.208511496354555","0.9817233127862146","31.278074076211205","1.365737100066249"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","4.0","1.7121473530902656","0.8183493946596683","3.5532685634534165","0.7648241011577125"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","4.0","4.803598462687722","0.9921405966523484","12.481027817224764","0.9376269741860543"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","4.0","59.50830309066708","1.0265927884078867","176.21815308513922","1.2801633984540932"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","1.3358593563769456","0.9269751379264408","2.1166213161565426","0.9639816150478528"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","5.2372256668696275","1.1338781718314546","13.473437963299553","1.1043608654778734"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","41.40498726891398","2.8953219115066413","119.78345840542934","1.5361814898059576"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","Standard","4.0","1.3358593563769456","0.9269751379264408","2.1166213161565426","0.9639816150478528"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","Standard","4.0","5.2372256668696275","1.1338781718314546","13.473437963299553","1.1043608654778734"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","4.0","41.40498726891398","2.8953219115066413","119.78345840542934","1.5361814898059576"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","rdkit_desc","Standard","4.0","1.5159816368926997","1.0779856813511692","2.102121482098749","1.3678377472281815"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","rdkit_desc","Standard","4.0","11.708960323168164","1.7777466598273413","31.416285939339268","1.932848370337878"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","rdkit_desc","Standard","4.0","45.319201492760705","4.411046199713766","129.462745227171","2.083813051397331"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","rdkit_desc","Standard","4.0","2.431201853950876","1.1098546260126494","4.45505633435246","1.728694601487518"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","rdkit_desc","Standard","4.0","7.898298038188287","2.2775779715964664","19.406705567628688","2.010610575339703"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","rdkit_desc","Standard","4.0","75.16980730577957","61.03533491054021","149.90806719175384","14.566019815044688"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","cdk_desc","Standard","4.0","1.4039639730774036","1.1089385382904835","1.981075424421955","1.1218779565197725"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","cdk_desc","Standard","4.0","4.663487660395705","0.9001960555968261","12.305492976113","0.7847739494772895"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","cdk_desc","Standard","4.0","32.31841718089008","1.3711964275303445","94.4692054498191","1.1148496653207962"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","cdk_desc","Standard","4.0","0.8586375811388866","0.8337159776279754","1.0346140092395715","0.7075827565491126"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","cdk_desc","Standard","4.0","2.9685287114122207","0.9992622198683446","6.967415671101078","0.9389082432672393"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","cdk_desc","Standard","4.0","32.320858978838864","1.3730579288726565","94.46920545427278","1.120313553371161"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","2.055185313073118","1.0018014358967031","4.229360728569505","0.9343937747531454"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","3.404674287023552","1.0326649347742773","8.214068734171564","0.9672891921248145"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","32.552990174980266","1.3730579338262723","95.16559903653811","1.120313554576414"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","4.0","2.055185313073118","1.0018014358967031","4.229360728569505","0.9343937747531454"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","4.0","3.404674287023552","1.0326649347742773","8.214068734171564","0.9672891921248145"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","4.0","32.552990174980266","1.3730579338262723","95.16559903653811","1.120313554576414"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","cdk_desc","Standard","4.0","1.8299404949708797","1.0836756666109302","3.403366561298168","1.0027792570035403"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","cdk_desc","Standard","4.0","3.40472045791695","1.0326649348061085","8.21406873426582","0.9674277046789204"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","cdk_desc","Standard","4.0","32.56429637031379","1.3727274786364845","95.20077031483912","1.1193913174657673"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","cdk_desc","Standard","4.0","1.8299404949780753","1.0836756666105254","3.403366561319362","1.0027792570043392"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","cdk_desc","Standard","4.0","3.3131132451620418","1.0331304143677844","7.9442069222893315","0.9620023988290106"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","cdk_desc","Standard","4.0","32.60647061262501","1.373511638964477","95.32650904292225","1.119391155988303"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","6.0","1.6823543589697039","1.6672324084810874","1.7389117823285134","1.6409188860995112"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","6.0","1.3047021352512116","1.3043449754380507","1.3814765168346275","1.228284913480956"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","6.0","2.4651648780844213","0.8966384569825554","5.675254760149888","0.8236014171208206"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","6.0","1.4521857289098568","1.4775446388264393","1.4363140879077578","1.4426984599953727"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","6.0","1.2038457563782028","0.9466283492597591","1.8290200682680267","0.8358888516068225"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","6.0","3.204823235195942","0.7432468407511842","8.172637166294829","0.6985856985418144"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","0.9007855867626184","0.8580337260733493","1.076999309956272","0.7673237242582341"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","1.3278087911650254","0.7460284362140794","2.533174308997738","0.7042236282832592"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","3.6467622365508077","0.9265362418738686","8.943622022518854","1.0701284452596989"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","6.0","0.9007855867626184","0.8580337260733493","1.076999309956272","0.7673237242582341"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","MaxMin","6.0","1.3278087911650254","0.7460284362140794","2.533174308997738","0.7042236282832592"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","MaxMin","6.0","3.6467622365508077","0.9265362418738686","8.943622022518854","1.0701284452596989"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","rdkit_desc","MaxMin","6.0","1.0116301810299724","0.725932150596808","1.6380734600551525","0.6708849324379562"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","rdkit_desc","MaxMin","6.0","1.5845551197033574","0.8380684047807283","3.0635700531139243","0.8520269012154194"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","rdkit_desc","MaxMin","6.0","7.032800067208989","1.0242278275931236","18.699262264468885","1.3749101095649607"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","rdkit_desc","MaxMin","6.0","0.8798470805063202","0.7904295495928102","1.1105458315131391","0.7385658604130113"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","rdkit_desc","MaxMin","6.0","2.494057458838046","1.1354048319718566","5.0981856312731","1.2485819132691818"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","rdkit_desc","MaxMin","6.0","13.576299592176925","1.0681815702874096","38.278797381485234","1.3819198247581377"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","cdk_desc","MaxMin","6.0","1.6611255494647228","1.641340942719354","1.7167166011262835","1.6253191045485311"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","cdk_desc","MaxMin","6.0","1.065685230949547","1.0040059832083756","1.2433936330299449","0.9496560766103208"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","cdk_desc","MaxMin","6.0","1.0814725973123298","0.8240258373125073","1.6879265886057826","0.7324653660186997"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","cdk_desc","MaxMin","6.0","1.282993158990682","1.2885030501612116","1.2842407976454946","1.27623562916534"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","cdk_desc","MaxMin","6.0","0.8973227843379129","0.8791168695647589","1.0337211570284353","0.7791303264205447"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","cdk_desc","MaxMin","6.0","3.1298794226744726","0.8370734060281543","7.864824709834493","0.6877401521607702"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","0.8431558746340588","0.8648302039486866","0.9216265839311214","0.7430108360223686"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","6.0","2.652639886163728","0.8615782640875513","6.36389358816612","0.7324478062375122"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","6.0","6.705437885780307","1.0643692307910546","18.05825743895767","0.9936869875921954"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","MaxMin","6.0","0.8431558746340588","0.8648302039486866","0.9216265839311214","0.7430108360223686"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","MaxMin","6.0","2.652639886163728","0.8615782640875513","6.36389358816612","0.7324478062375122"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","MaxMin","6.0","6.705437885780307","1.0643692307910546","18.05825743895767","0.9936869875921954"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","cdk_desc","MaxMin","6.0","0.809277007232707","0.8121058375638888","0.9258466906138878","0.6898784935203442"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","cdk_desc","MaxMin","6.0","3.6342747795109247","0.9637629448999225","8.993431921645104","0.945629471987747"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","cdk_desc","MaxMin","6.0","6.705016751453772","1.0450016346005004","18.058257438931065","1.0117911808297506"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","cdk_desc","MaxMin","6.0","1.8253302688585908","0.9393018009478585","3.730674768646166","0.8060142369817478"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","cdk_desc","MaxMin","6.0","3.21097145411037","1.0894644322913178","7.546735334302436","0.996714595737355"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","cdk_desc","MaxMin","6.0","6.705016751493417","1.0450016346089832","18.058257439058305","1.0117911808129636"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","Standard","6.0","1.7460153140360102","1.153499927008452","2.9869155467467063","1.0976304683528717"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","Standard","6.0","10.50712551660173","0.8518074944388095","29.943255585495088","0.726313469871297"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","Standard","6.0","11.727346787799204","0.931646307421033","32.91648179375262","1.3339122622239623"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","Standard","6.0","1.6795306241282428","0.8025045722776958","3.479255296677639","0.7568320034293932"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","Standard","6.0","5.255470966675519","0.98034119776013","13.858088214137819","0.9279834881286085"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","Standard","6.0","50.65759128859994","0.9732044762308737","149.7816813264111","1.217888063157838"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","Standard","6.0","1.1284736065032268","0.9092636074102628","1.5220097480275288","0.954147464071889"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","Standard","6.0","4.619607887004921","1.124774035729191","11.609077230893956","1.124972394391617"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","6.0","33.06274423737837","2.8332142578499813","94.8534468769313","1.5015715773538236"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","Standard","6.0","1.1284736065032268","0.9092636074102628","1.5220097480275288","0.954147464071889"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","rdkit_desc","Standard","6.0","4.619607887004921","1.124774035729191","11.609077230893956","1.124972394391617"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","rdkit_desc","Standard","6.0","33.06274423737837","2.8332142578499813","94.8534468769313","1.5015715773538236"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","rdkit_desc","Standard","6.0","1.462844407427627","1.047746239811875","1.9489463027852605","1.3918406796857457"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","rdkit_desc","Standard","6.0","8.450307281159477","1.6712635321303648","21.711825362901244","1.967832948446819"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","rdkit_desc","Standard","6.0","33.90406898292776","4.844123484037535","95.36651188262186","1.501571582123894"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","rdkit_desc","Standard","6.0","2.5353230134520808","1.1567539601082726","4.97068266547837","1.478532414769599"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","rdkit_desc","Standard","6.0","6.606219614706656","2.2141259214137112","15.598471258572612","2.0060616641336426"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","rdkit_desc","Standard","6.0","47.77539188027931","46.95600168112788","94.87172023211741","1.498453727592655"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","cdk_desc","Standard","6.0","1.3330367525995477","1.062815192834283","1.8735671738936892","1.0627278910706706"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","cdk_desc","Standard","6.0","4.939641609145476","0.8901671211312285","13.133345974389826","0.795411731915376"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","cdk_desc","Standard","6.0","33.274701235992325","1.3346085371096297","97.41404070679475","1.0754544640725996"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","cdk_desc","Standard","6.0","0.8610403568332569","0.8235527854507018","1.0628770636919218","0.6966912213571471"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","cdk_desc","Standard","6.0","3.0159958960982642","0.9892419919977595","7.1137278255455385","0.9450178707514946"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","cdk_desc","Standard","6.0","33.27553489758995","1.335135463412551","97.41404070131243","1.0774285280448577"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","6.0","2.120187651851268","0.9693856769806757","4.456549940978911","0.9346273375942186"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","6.0","3.560647684271945","1.0172558998419996","8.702059649114695","0.9626275038591411"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","6.0","33.27537955311288","1.335135460508529","97.41404093418875","1.0769622646413575"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","cdk_desc","Standard","6.0","2.120187651851268","0.9693856769806757","4.456549940978911","0.9346273375942186"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.01","cdk_desc","Standard","6.0","3.560647684271945","1.0172558998419996","8.702059649114695","0.9626275038591411"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.01","cdk_desc","Standard","6.0","33.27537955311288","1.335135460508529","97.41404093418875","1.0769622646413575"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.1","cdk_desc","Standard","6.0","2.5378236142737762","1.0529298148283945","5.568035475861791","0.9925055521311432"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","0.1","cdk_desc","Standard","6.0","3.5605128876243453","1.0168515039806691","8.702059654995141","0.9626275038972252"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","0.1","cdk_desc","Standard","6.0","33.58793151272505","1.3351354540717648","97.48030423220592","1.9483548518974636"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0","cdk_desc","Standard","6.0","2.537823614279327","1.0529298148276172","5.568035475879769","0.9925055521305935"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0","cdk_desc","Standard","6.0","3.557668955923173","1.008319652550607","8.702059711537602","0.9626275036813098"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0","cdk_desc","Standard","6.0","33.56446635636342","1.335142763615164","97.41401963278513","1.9442366726899594"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-5","rdkit_desc","MaxMin","8.0","1.6786649631790123","1.663242411380978","1.7346360792489748","1.638116398907084"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-5","rdkit_desc","MaxMin","8.0","1.2209165619006","1.2252266838894408","1.2968042331442196","1.1407187686681393"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-5","rdkit_desc","MaxMin","8.0","2.354964295704863","0.8581768799762602","5.419563522884782","0.7871524842535476"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","1.0E-4","rdkit_desc","MaxMin","8.0","1.4233008909970648","1.4503545360517904","1.4056935536746038","1.4138545832648004"
"Xanthine-Bostaurus","SVR_POLY_DESC","3","1.0E-4","rdkit_desc","MaxMin","8.0","1.1819576158360736","0.9295594000159088","1.7927964146465998","0.8235170328457125"
"Xanthine-Bostaurus","SVR_POLY_DESC","4","1.0E-4","rdkit_desc","MaxMin","8.0","2.0940042462866244","0.7345866787714713","4.860435912042975","0.6869901480454271"
"Xanthine-Bostaurus","SVR_POLY_DESC","2","0.01","rdkit_desc","MaxMin","8.0","0.9064731007465726","0.8539841236294198","1.100859261459122","0.7645759171511761"
