name,method,feature,elasticNetParam,maxIter,reg,rmse,f1,f2,f3
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,50,3.0,1.5755601446268859,1.635622131157232,1.5035931313052635,1.587465171418162
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,50,3.0,1.5755601446268859,1.635622131157232,1.5035931313052637,1.5874651714181622
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,50,3.0,1.5755601446268859,1.635622131157232,1.5035931313052635,1.587465171418162
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,50,1.0,1.318038595880865,1.3872058909391312,1.2326741394317557,1.334235757271708
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,50,1.0,1.3660829384096447,1.4431317877593928,1.2749086444926885,1.3802083829768526
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,50,1.0,1.4190331863795316,1.5020240258741129,1.3233518485647378,1.4317236846997443
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,50,0.1,0.9563865399642142,0.9542629302117849,0.948005673702302,0.9668910159785556
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,50,0.1,0.9575275219339332,0.9555700987140976,0.9488031592476405,0.9682093078400617
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,50,0.1,0.9582619889998188,0.9538793656318542,0.9498066848946731,0.9710999164729293
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,50,0.03,0.9495553459567675,0.9523500361908246,0.9411203600321356,0.9551956416473425
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,50,0.03,0.9486959314824561,0.9521796437185848,0.9386570709748517,0.9552510797539319
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,50,0.03,0.94890154597551,0.952966565883794,0.9377545246813812,0.9559835473613552
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,50,0.01,0.9665759384216092,0.954559373852396,0.9568094314429365,0.9883590099694952
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,50,0.01,0.9647791553077077,0.9551673839784547,0.9550334984431262,0.9841365835015424
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,50,0.01,0.9630334986662485,0.9538583609984491,0.9561755360541134,0.9790665989461831
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.7,100,3.0,1.5755601446268859,1.635622131157232,1.5035931313052637,1.587465171418162
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.8,100,3.0,1.5755601446268859,1.635622131157232,1.5035931313052635,1.587465171418162
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.9,100,3.0,1.5755601446268859,1.635622131157232,1.5035931313052637,1.5874651714181622
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.7,100,1.0,1.2799373687691147,1.3493603539446766,1.1924769287453303,1.297974823617338
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.8,100,1.0,1.3443533775752305,1.424225150491535,1.2491861430595952,1.3596488391745614
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.9,100,1.0,1.413124840487297,1.5031691225443475,1.308824104683126,1.4273812942344175
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.7,100,0.1,0.8870343466299799,0.8902997874849267,0.9048522639156783,0.8659509884893353
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.8,100,0.1,0.891413105684281,0.8927597444717624,0.9090334175414567,0.8724461550396237
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.9,100,0.1,0.8964711084574322,0.8965180287643311,0.91398918124976,0.8789061153582055
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.7,100,0.03,0.869054626762369,0.8921581643907891,0.887242850317611,0.8277628655787072
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.8,100,0.03,0.8701787549795391,0.8917017160033415,0.8881907996740614,0.8306437492612144
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.9,100,0.03,0.8716330403860704,0.8908302208494904,0.8907139341917986,0.8333549661169223
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.7,100,0.01,0.866361229883423,0.9161240651097318,0.8733126880001295,0.8096469365404079
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.8,100,0.01,0.8647827244037228,0.9080774155330295,0.876155677560814,0.810115080117325
Xanthine-Bostaurus,LR_DESC,cdk_desc,0.9,100,0.01,0.8633419629545711,0.9017981186502764,0.8761405557936424,0.8120872144197949
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,100,3.0,1.5755601446268859,1.635622131157232,1.5035931313052635,1.587465171418162
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,100,3.0,1.5755601446268859,1.635622131157232,1.5035931313052637,1.5874651714181622
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,100,3.0,1.5755601446268859,1.635622131157232,1.5035931313052637,1.587465171418162
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,100,1.0,1.3180385958808647,1.3872058909391307,1.2326741394317557,1.3342357572717083
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,100,1.0,1.3660829384096438,1.4431317877593917,1.2749086444926876,1.3802083829768526
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,100,1.0,1.4190331863795314,1.5020240258741129,1.3233518485647375,1.4317236846997439
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,100,0.1,0.9565279314925967,0.9540328816451378,0.9486277881202632,0.9669231247123894
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,100,0.1,0.9572562147039643,0.9539511698727258,0.948808849535916,0.9690086247032511
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,100,0.1,0.9585257278555638,0.9540545230382431,0.9498897495741283,0.9716329109543199
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,100,0.03,0.9502305820206485,0.9529552969961677,0.9420150374030238,0.9557214116627539
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,100,0.03,0.9490478735500091,0.952538066095727,0.9391432961464641,0.9554622584078365
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,100,0.03,0.948461583185958,0.9516041184064804,0.9367819383332117,0.9569986928181818
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.7,100,0.01,0.9692683272493557,0.958371656624268,0.956644143918452,0.9927891812053471
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.8,100,0.01,0.9670451450388042,0.957102397810704,0.956790138686981,0.9872428986187277
Xanthine-Bostaurus,LR_DESC,rdkit_desc,0.9,100,0.01,0.9629990847925649,0.9549646659984027,0.9556640670798273,0.9783685212994647
LogP,LR_DESC,cdk_desc,0.7,10,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,cdk_desc,0.8,10,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,cdk_desc,0.9,10,3.0,1.8439541276156781,1.81211364988838,1.9236066139399859,1.796142119018668
LogP,LR_DESC,cdk_desc,0.7,10,1.0,1.1552254939621647,1.13888503992005,1.1973064884600646,1.12948495350638
LogP,LR_DESC,cdk_desc,0.8,10,1.0,1.2002503623631164,1.1927351858706337,1.2568858105695184,1.1511300906491977
LogP,LR_DESC,cdk_desc,0.9,10,1.0,1.255554747269322,1.2330580414510524,1.3110205614526897,1.2225856389042247
LogP,LR_DESC,cdk_desc,0.7,10,0.1,0.6289777462945706,0.5947273943861999,0.6562467866508536,0.6359590578466584
LogP,LR_DESC,cdk_desc,0.8,10,0.1,0.6349760411530605,0.6022650589881394,0.6676631705960805,0.6349998938749616
LogP,LR_DESC,cdk_desc,0.9,10,0.1,0.6475693032293519,0.616329714214438,0.6706014834750516,0.6557767119985664
LogP,LR_DESC,cdk_desc,0.7,10,0.03,0.5750844766140297,0.5375254813790492,0.6100250046018391,0.577702943861201
LogP,LR_DESC,cdk_desc,0.8,10,0.03,0.5846752186237973,0.5495145685630957,0.6179352541825713,0.5865758331257251
LogP,LR_DESC,cdk_desc,0.9,10,0.03,0.5875548605207929,0.5576880474097399,0.6185186244877718,0.586457909664867
LogP,LR_DESC,cdk_desc,0.7,10,0.01,0.5836437602832218,0.5598056307085858,0.6174373017694448,0.5736883483716351
LogP,LR_DESC,cdk_desc,0.8,10,0.01,0.5857624748269018,0.5722484876969821,0.609507159480626,0.5755317773030975
LogP,LR_DESC,cdk_desc,0.9,10,0.01,0.5828606688110245,0.5662212336000604,0.6033129738435367,0.5790477989894767
LogP,LR_DESC,rdkit_desc,0.7,10,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.8,10,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.9,10,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.7,10,1.0,1.0811762654557218,1.0258846771116832,1.179257245462112,1.03838687379337
LogP,LR_DESC,rdkit_desc,0.8,10,1.0,1.125120570001289,1.0727840518666494,1.2184756482575654,1.084102009879652
LogP,LR_DESC,rdkit_desc,0.9,10,1.0,1.1843074359246546,1.1395126111898293,1.280701104954869,1.1327085916292658
LogP,LR_DESC,rdkit_desc,0.7,10,0.1,0.6882085437650403,0.6352460914716942,0.7542133298513812,0.6751662099720455
LogP,LR_DESC,rdkit_desc,0.8,10,0.1,0.7126248302949663,0.6491491130002432,0.788020841983009,0.7007045359016465
LogP,LR_DESC,rdkit_desc,0.9,10,0.1,0.7194675910789543,0.646709467375959,0.7884955385322243,0.7231977673286798
LogP,LR_DESC,rdkit_desc,0.7,10,0.03,0.6532789351142487,0.612973498930593,0.7051708510668107,0.6416924553453426
LogP,LR_DESC,rdkit_desc,0.8,10,0.03,0.6524998155243178,0.6104210226916161,0.703386295037697,0.6436921288436405
LogP,LR_DESC,rdkit_desc,0.9,10,0.03,0.6529683370527839,0.6103054296736197,0.7052671135268871,0.6433324679578448
LogP,LR_DESC,rdkit_desc,0.7,10,0.01,0.6485011010398121,0.6060550806984351,0.7074481685035807,0.6320000539174204
LogP,LR_DESC,rdkit_desc,0.8,10,0.01,0.6475943407749659,0.6050695274292341,0.7084160867324903,0.6292974081631734
LogP,LR_DESC,rdkit_desc,0.9,10,0.01,0.6502287531486768,0.6055020278547887,0.7075421580081389,0.6376420735831028
LogP,LR_DESC,cdk_desc,0.7,50,3.0,1.8439541276156781,1.81211364988838,1.9236066139399854,1.7961421190186684
LogP,LR_DESC,cdk_desc,0.8,50,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,cdk_desc,0.9,50,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,cdk_desc,0.7,50,1.0,1.1585398923416128,1.1365967940243142,1.2074180017051033,1.131604881295421
LogP,LR_DESC,cdk_desc,0.8,50,1.0,1.2115655858632706,1.191711412045183,1.2620770794301732,1.1809082661144554
LogP,LR_DESC,cdk_desc,0.9,50,1.0,1.2549647252358835,1.2315686322151174,1.3104919262731876,1.2228336172193461
LogP,LR_DESC,cdk_desc,0.7,50,0.1,0.6364101721859459,0.6022591901320032,0.6663144162063646,0.6406569102194697
LogP,LR_DESC,cdk_desc,0.8,50,0.1,0.6429402519676666,0.6102264007878456,0.6712345629797423,0.6473597921354117
LogP,LR_DESC,cdk_desc,0.9,50,0.1,0.6488795888387202,0.6178791473107615,0.6756893121781956,0.6530703070272038
LogP,LR_DESC,cdk_desc,0.7,50,0.03,0.5849384761557289,0.5536756168097069,0.6151275719249145,0.5860122397325657
LogP,LR_DESC,cdk_desc,0.8,50,0.03,0.5888542391249817,0.5586551074575831,0.6180447506431072,0.589862859274255
LogP,LR_DESC,cdk_desc,0.9,50,0.03,0.5951407408449838,0.56584885980893,0.6224487635888394,0.5971245991371821
LogP,LR_DESC,cdk_desc,0.7,50,0.01,0.5726158477049007,0.5603085256392845,0.6029323679629977,0.5546066495124202
LogP,LR_DESC,cdk_desc,0.8,50,0.01,0.575634725067524,0.5639392175114643,0.6050931007136455,0.5578718569774622
LogP,LR_DESC,cdk_desc,0.9,50,0.01,0.5748993596973644,0.5610996645794666,0.6059733672391862,0.5576250472734406
LogP,LR_DESC,rdkit_desc,0.7,50,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.8,50,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.9,50,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.7,50,1.0,1.0722875328035095,1.019020048177441,1.164064213339815,1.0337783368932731
LogP,LR_DESC,rdkit_desc,0.8,50,1.0,1.1248858554368542,1.072709841243673,1.2186006395241913,1.0833470855426983
LogP,LR_DESC,rdkit_desc,0.9,50,1.0,1.1823932352640223,1.1313910768688493,1.2780876690308351,1.1377009598923828
LogP,LR_DESC,rdkit_desc,0.7,50,0.1,0.7073198281553446,0.6514387244514308,0.7682016255643732,0.7023191344502299
LogP,LR_DESC,rdkit_desc,0.8,50,0.1,0.712922085653486,0.6570141804374717,0.7747374215221152,0.7070146550008712
LogP,LR_DESC,rdkit_desc,0.9,50,0.1,0.7169614771467918,0.6611837115022907,0.7802335418662268,0.7094671780718578
LogP,LR_DESC,rdkit_desc,0.7,50,0.03,0.6517416299287541,0.6029391261552773,0.7059359527593565,0.6463498108716283
LogP,LR_DESC,rdkit_desc,0.8,50,0.03,0.6575999974858067,0.6100568858562789,0.7124068995259951,0.6503362070751458
LogP,LR_DESC,rdkit_desc,0.9,50,0.03,0.6613445162363122,0.6133120159112249,0.7160408976116948,0.6546806351860172
LogP,LR_DESC,rdkit_desc,0.7,50,0.01,0.6263766206009068,0.5839191992032504,0.6838659996950979,0.6113446629043722
LogP,LR_DESC,rdkit_desc,0.8,50,0.01,0.6288332191317401,0.5858744382360138,0.687630523988756,0.6129946951704505
LogP,LR_DESC,rdkit_desc,0.9,50,0.01,0.6312629363955116,0.5874277940693589,0.6905046963197006,0.6158563187974756
LogP,LR_DESC,cdk_desc,0.7,100,3.0,1.8439541276156781,1.81211364988838,1.9236066139399854,1.7961421190186684
LogP,LR_DESC,cdk_desc,0.8,100,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,cdk_desc,0.9,100,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,cdk_desc,0.7,100,1.0,1.1585398923416128,1.1365967940243145,1.2074180017051035,1.131604881295421
LogP,LR_DESC,cdk_desc,0.8,100,1.0,1.2115655858632706,1.1917114120451828,1.2620770794301734,1.1809082661144554
LogP,LR_DESC,cdk_desc,0.9,100,1.0,1.2549647252358833,1.2315686322151174,1.3104919262731867,1.2228336172193461
LogP,LR_DESC,cdk_desc,0.7,100,0.1,0.6364557933191682,0.6023317148772924,0.6662456556600161,0.6407900094201964
LogP,LR_DESC,cdk_desc,0.8,100,0.1,0.6428906397521278,0.6103321650063115,0.6708528170712552,0.6474869371788168
LogP,LR_DESC,cdk_desc,0.9,100,0.1,0.6488529789903659,0.6178880606692616,0.6756059903457433,0.6530648859560925
LogP,LR_DESC,cdk_desc,0.7,100,0.03,0.5845343416395532,0.552812407636964,0.6156643505808422,0.5851262667008531
LogP,LR_DESC,cdk_desc,0.8,100,0.03,0.5897908471191604,0.5589488477309295,0.6189122557422896,0.5915114378842624
LogP,LR_DESC,cdk_desc,0.9,100,0.03,0.594887095815859,0.5654630949724753,0.6224361711273089,0.5967620213477927
LogP,LR_DESC,cdk_desc,0.7,100,0.01,0.5771839941890937,0.5779595828473844,0.6001473519835424,0.5534450477363547
LogP,LR_DESC,cdk_desc,0.8,100,0.01,0.5755554202837208,0.5674223878140552,0.6023695451034862,0.5568743279336209
LogP,LR_DESC,cdk_desc,0.9,100,0.01,0.5745544982944321,0.5609252695711878,0.6045388848575293,0.5581993404545793
LogP,LR_DESC,rdkit_desc,0.7,100,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.8,100,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.9,100,3.0,1.8439541276156777,1.81211364988838,1.9236066139399854,1.796142119018668
LogP,LR_DESC,rdkit_desc,0.7,100,1.0,1.0722875328035097,1.0190200481774414,1.164064213339815,1.0337783368932731
LogP,LR_DESC,rdkit_desc,0.8,100,1.0,1.1248858554368542,1.072709841243673,1.2186006395241913,1.0833470855426983
LogP,LR_DESC,rdkit_desc,0.9,100,1.0,1.1823932352640223,1.1313910768688493,1.2780876690308351,1.1377009598923828
LogP,LR_DESC,rdkit_desc,0.7,100,0.1,0.7073212245239926,0.6514373923244622,0.7682025670901774,0.7023237141573384
LogP,LR_DESC,rdkit_desc,0.8,100,0.1,0.712922870724293,0.6570217003539611,0.7747355875493954,0.7070113242695225
LogP,LR_DESC,rdkit_desc,0.9,100,0.1,0.7169574780806702,0.661183536786551,0.7802214633309247,0.7094674341245355
LogP,LR_DESC,rdkit_desc,0.7,100,0.03,0.6516692081705819,0.6038825271057232,0.7071603384526319,0.6439647589533909
LogP,LR_DESC,rdkit_desc,0.8,100,0.03,0.6565328908523331,0.6081474639790067,0.7125511653115406,0.6489000432664522
LogP,LR_DESC,rdkit_desc,0.9,100,0.03,0.6605001714445798,0.6120334079206352,0.7164944521073003,0.652972654305804
LogP,LR_DESC,rdkit_desc,0.7,100,0.01,0.6257270528748992,0.5837781338648282,0.6824681918669117,0.6109348328929577
LogP,LR_DESC,rdkit_desc,0.8,100,0.01,0.628557580638363,0.5860706062566539,0.6855597092872653,0.6140424263711698
LogP,LR_DESC,rdkit_desc,0.9,100,0.01,0.6313976022340266,0.5879090075956482,0.6863933611657028,0.6198904379407288
MouseRatTox,LR_DESC,cdk_desc,0.7,10,3.0,1.39065569453004,1.4799265771622605,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,cdk_desc,0.8,10,3.0,1.39065569453004,1.4799265771622605,1.3636071518260078,1.3284333546018519
MouseRatTox,LR_DESC,cdk_desc,0.9,10,3.0,1.39065569453004,1.4799265771622607,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,cdk_desc,0.7,10,1.0,1.39065569453004,1.4799265771622607,1.3636071518260078,1.3284333546018519
MouseRatTox,LR_DESC,cdk_desc,0.8,10,1.0,1.39065569453004,1.4799265771622605,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,cdk_desc,0.9,10,1.0,1.39065569453004,1.4799265771622605,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,cdk_desc,0.7,10,0.1,1.2586533574391683,1.3235154860419642,1.227971766407543,1.2244728198679982
MouseRatTox,LR_DESC,cdk_desc,0.8,10,0.1,1.263579146023937,1.3349925303404704,1.2344682887106389,1.2212766190207018
MouseRatTox,LR_DESC,cdk_desc,0.9,10,0.1,1.2618396056422458,1.324409621904026,1.2528572417203179,1.208251953302394
MouseRatTox,LR_DESC,cdk_desc,0.7,10,0.03,1.3150153878596031,1.3962091181455074,1.2373256600897575,1.3115113853435447
MouseRatTox,LR_DESC,cdk_desc,0.8,10,0.03,1.3328169793405673,1.4264300233057585,1.2434844364804216,1.3285364782355222
MouseRatTox,LR_DESC,cdk_desc,0.9,10,0.03,1.3158593884867225,1.4017761610933295,1.2309995057511924,1.3148024986156452
MouseRatTox,LR_DESC,cdk_desc,0.7,10,0.01,1.3504522221737638,1.4455618688552119,1.3059382610580004,1.2998565366080796
MouseRatTox,LR_DESC,cdk_desc,0.8,10,0.01,1.3526125451808726,1.4377466594831236,1.323946703364061,1.2961442726954333
MouseRatTox,LR_DESC,cdk_desc,0.9,10,0.01,1.3505066502108818,1.428345104432103,1.3051894542901548,1.3179853919103883
MouseRatTox,LR_DESC,rdkit_desc,0.7,10,3.0,1.39065569453004,1.4799265771622605,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,rdkit_desc,0.8,10,3.0,1.39065569453004,1.4799265771622605,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,rdkit_desc,0.9,10,3.0,1.39065569453004,1.4799265771622607,1.363607151826008,1.3284333546018519
MouseRatTox,LR_DESC,rdkit_desc,0.7,10,1.0,1.39065569453004,1.4799265771622605,1.3636071518260078,1.3284333546018519
MouseRatTox,LR_DESC,rdkit_desc,0.8,10,1.0,1.39065569453004,1.4799265771622605,1.3636071518260078,1.3284333546018519
MouseRatTox,LR_DESC,rdkit_desc,0.9,10,1.0,1.39065569453004,1.4799265771622607,1.3636071518260078,1.3284333546018519
MouseRatTox,LR_DESC,rdkit_desc,0.7,10,0.1,1.235272068160822,1.3041351954869882,1.1759050247095602,1.2257759842859182
MouseRatTox,LR_DESC,rdkit_desc,0.8,10,0.1,1.2475302332043214,1.3176539196724855,1.1820917992011182,1.2428449807393613
MouseRatTox,LR_DESC,rdkit_desc,0.9,10,0.1,1.2606305268252538,1.3334525959350556,1.2018748777402393,1.2465641068004665
