"NAME [String]","METHOD [String]","foldSize [Int]","elasticNetParam [Double]","scalerType [String]","featuresColumn [String]","maxIter [Int]","lambda [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","Standard","cdk_fp","500","0.05","1.3510679939868144","1.534273591455892","1.2929443731764885","1.2259860173280632"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","Standard","cdk_fp","500","0.05","1.2499601617377492","1.406893961259686","1.196966596819102","1.1460199271344595"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","Standard","cdk_fp","500","0.05","1.2242690169736625","1.3686643050074516","1.1515989288396418","1.152543817073894"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","Standard","cdk_fp","500","0.05","1.2115984642725888","1.345959111287381","1.1487943073050029","1.1400419742253822"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","Standard","cdk_fp","500","0.05","1.2643229584406346","1.430097084439175","1.216546241353475","1.1463255495292544"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","Standard","cdk_fp","500","0.05","1.2278612314529704","1.3051229275205478","1.2718292344657627","1.1066315323726006"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","Standard","cdk_fp","500","0.05","1.2147965948416415","1.350322667400759","1.1007875071571473","1.1932796099670184"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","Standard","cdk_fp","500","0.05","1.1864820792406727","1.2497372661869182","1.155746151336156","1.153962820198944"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","Standard","cdk_fp","500","0.05","1.2169853497840357","1.360909986351961","1.170595793025269","1.119450269974877"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","Standard","cdk_fp","500","0.05","1.2267759368943392","1.294825191637616","1.2608209840801246","1.1246816349652775"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","Standard","cdk_fp","500","0.05","1.213707041278676","1.3293254075013519","1.1253430427720332","1.1864526735626426"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","Standard","cdk_fp","500","0.05","1.1756506123412553","1.254313182610776","1.1288232838760566","1.1438153705369334"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","Standard","cdk_fp","500","0.05","1.2053183747920826","1.3445662377632757","1.1561275388690855","1.1152613477438866"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","Standard","cdk_fp","500","0.05","1.221565904586135","1.2916336002182556","1.2506674002386693","1.1223967133014798"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","Standard","cdk_fp","500","0.05","1.2150828598124221","1.3292956381170677","1.140813038857988","1.1751399024622105"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","Standard","cdk_fp","500","0.05","1.1719495383703562","1.2688392901750842","1.1003431315849002","1.1466661933510842"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","Standard","cdk_fp","500","0.05","1.2035471904609778","1.3347858290354706","1.1567064753741272","1.119149266973335"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","Standard","cdk_fp","500","0.05","1.2177179286889532","1.3029089843580735","1.2307959220321105","1.1194488796766757"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","Standard","cdk_fp","500","0.05","1.2110552781960797","1.3276852374990984","1.133629186266338","1.1718514108228033"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","Standard","cdk_fp","500","0.05","1.174848308776942","1.2824265843238076","1.0957295053144749","1.1463888366925439"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","MaxMin","rdkit_fp","10","0.01","1.6533977985732682","1.7768359629248145","1.6073910768108401","1.5759663559841501"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","MaxMin","rdkit_fp","10","0.01","1.3471475802068547","1.4795912569569662","1.2954861586369117","1.2663653250266858"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","MaxMin","rdkit_fp","10","0.01","1.3253120173186208","1.4552070990086314","1.2997198217651162","1.2210091311821145"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","MaxMin","rdkit_fp","10","0.01","1.2487885044643015","1.3734302530719351","1.2176067157081019","1.155328544612867"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","MaxMin","rdkit_fp","10","0.01","1.2779929751292922","1.4370549138248196","1.1913291382728934","1.2055948732901636"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","MaxMin","rdkit_fp","10","0.01","1.20751004170075","1.3212605266384183","1.1762111266987223","1.1250584717651093"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","MaxMin","rdkit_fp","10","0.01","1.2120596160939865","1.3607083144782444","1.1102160103895782","1.1652545234141367"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","MaxMin","rdkit_fp","10","0.01","1.174064273611296","1.299465676106765","1.1012128606736182","1.1215142840535053"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","MaxMin","rdkit_fp","10","0.01","1.2736838256458138","1.4509641565855769","1.1717016309679111","1.1983856893839535"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","MaxMin","rdkit_fp","10","0.01","1.1992777888728694","1.3264960999504118","1.1679585822977223","1.103378684370474"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","MaxMin","rdkit_fp","10","0.01","1.2046083803437295","1.3452306026844432","1.1076766645567815","1.1609178737899644"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","MaxMin","rdkit_fp","10","0.01","1.1696469172376933","1.2933884024893028","1.1019837527324245","1.1135685964913529"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","MaxMin","rdkit_fp","10","0.01","1.265667715258788","1.4395861502300862","1.1684813181302918","1.1889356774159858"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","MaxMin","rdkit_fp","10","0.01","1.190165343314048","1.3206190540442648","1.1653348071585319","1.0845421687393477"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","MaxMin","rdkit_fp","10","0.01","1.1996747293842702","1.3267532366608765","1.1060561293672149","1.1662148221247193"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","MaxMin","rdkit_fp","10","0.01","1.1610198621001637","1.2847551068007002","1.0968697805753442","1.101434698924447"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","MaxMin","rdkit_fp","10","0.01","1.2656051665555503","1.4317913669145954","1.1552680584827446","1.2097560742693112"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","MaxMin","rdkit_fp","10","0.01","1.1785071298492173","1.313008156403862","1.152264284086136","1.070248949057654"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","MaxMin","rdkit_fp","10","0.01","1.193886983533528","1.316284436873805","1.103996933665012","1.1613795800617672"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","MaxMin","rdkit_fp","10","0.01","1.1567532582379787","1.278538643575348","1.0938750476901742","1.0978460834484138"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","Standard","rdkit_fp","10","0.01","1.6533977985731985","1.7768359629247856","1.6073910768108597","1.5759663559839503"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","Standard","rdkit_fp","10","0.01","1.3471475802069683","1.479591256957177","1.2954861586369437","1.2663653250267848"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","Standard","rdkit_fp","10","0.01","1.3253120173187847","1.4552070990086963","1.2997198217652088","1.2210091311824487"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","Standard","rdkit_fp","10","0.01","1.248788504464069","1.373430253071659","1.217606715707836","1.155328544612712"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","Standard","rdkit_fp","10","0.01","1.277992975129293","1.437054913824822","1.1913291382728937","1.2055948732901636"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","Standard","rdkit_fp","10","0.01","1.2075100417007512","1.3212605266384196","1.176211126698725","1.1250584717651093"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","Standard","rdkit_fp","10","0.01","1.2120596160939858","1.3607083144782446","1.110216010389576","1.165254523414137"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","Standard","rdkit_fp","10","0.01","1.1740642736112958","1.2994656761067649","1.1012128606736165","1.1215142840535062"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","Standard","rdkit_fp","10","0.01","1.2736838256458136","1.450964156585578","1.17170163096791","1.198385689383953"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","Standard","rdkit_fp","10","0.01","1.1992777888728703","1.326496099950412","1.167958582297724","1.1033786843704747"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","Standard","rdkit_fp","10","0.01","1.2046083803437302","1.3452306026844438","1.1076766645567813","1.160917873789965"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","Standard","rdkit_fp","10","0.01","1.1696469172376922","1.2933884024893014","1.1019837527324232","1.1135685964913522"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","Standard","rdkit_fp","10","0.01","1.2656677152587872","1.4395861502300866","1.1684813181302902","1.188935677415985"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","Standard","rdkit_fp","10","0.01","1.1901653433140484","1.3206190540442644","1.1653348071585332","1.084542168739348"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","Standard","rdkit_fp","10","0.01","1.19967472938427","1.3267532366608767","1.1060561293672135","1.1662148221247197"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","Standard","rdkit_fp","10","0.01","1.1610198621001626","1.2847551068007002","1.0968697805753422","1.1014346989244452"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","Standard","rdkit_fp","10","0.01","1.2656051665555508","1.4317913669145972","1.155268058482743","1.2097560742693116"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","Standard","rdkit_fp","10","0.01","1.1785071298492171","1.3130081564038618","1.1522642840861357","1.0702489490576534"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","Standard","rdkit_fp","10","0.01","1.1938869835335277","1.3162844368738051","1.103996933665011","1.161379580061767"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","Standard","rdkit_fp","10","0.01","1.156753258237979","1.278538643575348","1.0938750476901749","1.0978460834484138"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","MaxMin","cdk_fp","10","0.01","1.5453606247312897","1.7833365152768887","1.4680759747488268","1.384669384168154"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","MaxMin","cdk_fp","10","0.01","1.3220109650901988","1.493874634253171","1.2547247189095116","1.2174335421079139"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","MaxMin","cdk_fp","10","0.01","1.278283118237139","1.4486885234030684","1.1915058244218135","1.1946550068865351"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","MaxMin","cdk_fp","10","0.01","1.2596076297654315","1.4175220051086987","1.1824888842775265","1.1788119999100695"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","MaxMin","cdk_fp","10","0.01","1.2333692866242976","1.34868236224457","1.2209594837317908","1.1304660138965321"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","MaxMin","cdk_fp","10","0.01","1.214802758792165","1.3203562841038163","1.230846766049431","1.0932052262232475"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","MaxMin","cdk_fp","10","0.01","1.203612649086962","1.3372402174667286","1.123451185441832","1.1501465443523258"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","MaxMin","cdk_fp","10","0.01","1.1784267188902267","1.2945866450907648","1.119726740053161","1.1209667715267542"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","MaxMin","cdk_fp","10","0.01","1.2277266396170754","1.3430635170453677","1.2183880994244924","1.1217283023813662"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","MaxMin","cdk_fp","10","0.01","1.2095063731559275","1.3199859820672852","1.222648972301855","1.0858841650986424"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","MaxMin","cdk_fp","10","0.01","1.1991771772052287","1.3225357217969893","1.1248549855309775","1.150140824287719"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","MaxMin","cdk_fp","10","0.01","1.1764887928504857","1.289908831679158","1.121781410569611","1.1177761363026886"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","MaxMin","cdk_fp","10","0.01","1.226434258683259","1.3538137707489364","1.2139362426494735","1.1115527626513675"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","MaxMin","cdk_fp","10","0.01","1.2051012882026488","1.3099731897580797","1.2211000646722314","1.0842306101776353"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","MaxMin","cdk_fp","10","0.01","1.198078002235544","1.3224915371149053","1.1231971445743043","1.1485453250174222"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","MaxMin","cdk_fp","10","0.01","1.1750081803136372","1.2851482333860613","1.122074693301438","1.1178016142534128"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","MaxMin","cdk_fp","10","0.01","1.2144978670120699","1.3444392537460315","1.1872320938677567","1.1118222534224216"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","MaxMin","cdk_fp","10","0.01","1.2012929610628358","1.3149121400175787","1.2030646670656164","1.0859020761053124"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","MaxMin","cdk_fp","10","0.01","1.1973576088532847","1.3224767061117673","1.1241766622312797","1.1454194582168074"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","MaxMin","cdk_fp","10","0.01","1.1718143750894072","1.2783882482991753","1.1179625135972204","1.119092363371826"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","Standard","cdk_fp","10","0.01","1.5453606247312657","1.7833365152770533","1.4680759747487853","1.3846693841679587"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","Standard","cdk_fp","10","0.01","1.3220109650904555","1.4938746342534677","1.2547247189099238","1.217433542107975"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","Standard","cdk_fp","10","0.01","1.2782831182371546","1.4486885234031868","1.1915058244217993","1.1946550068864783"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","Standard","cdk_fp","10","0.01","1.25960762976528","1.4175220051084683","1.1824888842773338","1.1788119999100386"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","Standard","cdk_fp","10","0.01","1.2333692866242973","1.3486823622445707","1.2209594837317892","1.130466013896532"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","Standard","cdk_fp","10","0.01","1.2148027587921657","1.3203562841038181","1.2308467660494318","1.0932052262232472"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","Standard","cdk_fp","10","0.01","1.2036126490869627","1.3372402174667295","1.1234511854418336","1.1501465443523253"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","Standard","cdk_fp","10","0.01","1.1784267188902273","1.2945866450907662","1.1197267400531614","1.1209667715267546"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","Standard","cdk_fp","10","0.01","1.2277266396170747","1.343063517045369","1.2183880994244896","1.1217283023813658"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","Standard","cdk_fp","10","0.01","1.2095063731559286","1.3199859820672861","1.2226489723018565","1.0858841650986435"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","Standard","cdk_fp","10","0.01","1.1991771772052295","1.3225357217969904","1.1248549855309782","1.1501408242877196"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","Standard","cdk_fp","10","0.01","1.1764887928504857","1.2899088316791576","1.12178141056961","1.117776136302689"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","Standard","cdk_fp","10","0.01","1.226434258683259","1.3538137707489373","1.2139362426494722","1.1115527626513675"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","Standard","cdk_fp","10","0.01","1.2051012882026495","1.3099731897580804","1.2211000646722314","1.084230610177637"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","Standard","cdk_fp","10","0.01","1.1980780022355442","1.3224915371149064","1.1231971445743045","1.148545325017422"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","Standard","cdk_fp","10","0.01","1.175008180313637","1.285148233386061","1.122074693301439","1.117801614253411"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","Standard","cdk_fp","10","0.01","1.2144978670120699","1.3444392537460317","1.1872320938677559","1.1118222534224218"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","Standard","cdk_fp","10","0.01","1.2012929610628371","1.3149121400175796","1.2030646670656184","1.085902076105313"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","Standard","cdk_fp","10","0.01","1.1973576088532847","1.322476706111768","1.1241766622312794","1.1454194582168067"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","Standard","cdk_fp","10","0.01","1.171814375089407","1.2783882482991757","1.1179625135972207","1.1190923633718244"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","MaxMin","rdkit_fp","100","0.01","1.6533977985732682","1.7768359629248145","1.6073910768108401","1.5759663559841501"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","MaxMin","rdkit_fp","100","0.01","1.3471475802068547","1.4795912569569662","1.2954861586369117","1.2663653250266858"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","MaxMin","rdkit_fp","100","0.01","1.3253120173186208","1.4552070990086314","1.2997198217651162","1.2210091311821145"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","MaxMin","rdkit_fp","100","0.01","1.2487885044643015","1.3734302530719351","1.2176067157081019","1.155328544612867"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","MaxMin","rdkit_fp","100","0.01","1.492842941127601","1.6235295396091811","1.443887854055347","1.4111114297182745"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","MaxMin","rdkit_fp","100","0.01","1.2950414698048807","1.4039833066925422","1.3116144503796976","1.1695266523424024"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","MaxMin","rdkit_fp","100","0.01","1.278507533740957","1.380341573168512","1.232313770993137","1.222867257061222"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","MaxMin","rdkit_fp","100","0.01","1.1816652236091103","1.3229045580566665","1.153611388044069","1.068479724726595"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","MaxMin","rdkit_fp","100","0.01","1.3947078554097219","1.5458960424282153","1.3233208640257557","1.314906659775194"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","MaxMin","rdkit_fp","100","0.01","1.2528933569454617","1.3779673218240673","1.2802604356647294","1.1004523133475883"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","MaxMin","rdkit_fp","100","0.01","1.2690175290457117","1.3705939191036969","1.2379637537133177","1.1984949143201207"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","MaxMin","rdkit_fp","100","0.01","1.1572368626235285","1.304802778728357","1.134144807837419","1.03276300130481"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","MaxMin","rdkit_fp","100","0.01","1.3403662427321634","1.515758402418748","1.2208263489736135","1.2845139768041292"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","MaxMin","rdkit_fp","100","0.01","1.231741669090284","1.3569153930263795","1.2671358882791761","1.071173725965297"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","MaxMin","rdkit_fp","100","0.01","1.2520963498629112","1.3536043352744715","1.2363286313008124","1.1663560830134496"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","MaxMin","rdkit_fp","100","0.01","1.1458206368528165","1.2964740222926436","1.121632632167205","1.0193552560986012"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","MaxMin","rdkit_fp","100","0.01","1.3176066283858756","1.4778104553597737","1.1998968809663138","1.275112548831539"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","MaxMin","rdkit_fp","100","0.01","1.2078437603778982","1.3522279694301609","1.2307916552234495","1.0405116564800843"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","MaxMin","rdkit_fp","100","0.01","1.2485472362166479","1.3449079589785964","1.2306325789599053","1.1701011707114417"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","MaxMin","rdkit_fp","100","0.01","1.147146152939132","1.3030189010957627","1.1175446694898343","1.0208748882317995"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","Standard","rdkit_fp","100","0.01","1.6533977985731985","1.7768359629247856","1.6073910768108597","1.5759663559839503"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","Standard","rdkit_fp","100","0.01","1.3471475802069683","1.479591256957177","1.2954861586369437","1.2663653250267848"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","Standard","rdkit_fp","100","0.01","1.3253120173187847","1.4552070990086963","1.2997198217652088","1.2210091311824487"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","Standard","rdkit_fp","100","0.01","1.248788504464069","1.373430253071659","1.217606715707836","1.155328544612712"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","Standard","rdkit_fp","100","0.01","1.4928429411275743","1.6235295396092189","1.4438878540552897","1.4111114297182141"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","Standard","rdkit_fp","100","0.01","1.2950414698049009","1.4039833066925804","1.3116144503797271","1.1695266523423944"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","Standard","rdkit_fp","100","0.01","1.2785075337409897","1.3803415731685158","1.2323137709931953","1.2228672570612587"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","Standard","rdkit_fp","100","0.01","1.1816652236092973","1.3229045580568004","1.1536113880445207","1.0684797247265707"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","Standard","rdkit_fp","100","0.01","1.3947078554097079","1.5458960424282153","1.3233208640257619","1.314906659775146"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","Standard","rdkit_fp","100","0.01","1.2528933569455118","1.377967321824085","1.2802604356648415","1.1004523133476087"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","Standard","rdkit_fp","100","0.01","1.2690175290456982","1.370593919103662","1.237963753713187","1.198494914320246"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","Standard","rdkit_fp","100","0.01","1.1572368626233855","1.304802778728323","1.134144807837187","1.032763001304647"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","Standard","rdkit_fp","100","0.01","1.340366242732119","1.5157584024187498","1.2208263489735487","1.2845139768040588"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","Standard","rdkit_fp","100","0.01","1.2317416690903216","1.3569153930264055","1.2671358882792176","1.0711737259653415"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","Standard","rdkit_fp","100","0.01","1.2520963498629631","1.3536043352746472","1.2363286313009174","1.1663560830133246"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","Standard","rdkit_fp","100","0.01","1.1458206368813266","1.2964740222926647","1.1216326322528973","1.019355256098418"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","Standard","rdkit_fp","100","0.01","1.3176066283858552","1.4778104553597815","1.1998968809662767","1.2751125488315074"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","Standard","rdkit_fp","100","0.01","1.207843760377865","1.3522279694299586","1.2307916552233842","1.0405116564802517"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","Standard","rdkit_fp","100","0.01","1.2485472362152492","1.344907958979073","1.2306325789599206","1.1701011707067537"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","Standard","rdkit_fp","100","0.01","1.1471461529287799","1.3030189011077902","1.1175446694466675","1.020874888231882"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","MaxMin","cdk_fp","100","0.01","1.5453606247312897","1.7833365152768887","1.4680759747488268","1.384669384168154"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","MaxMin","cdk_fp","100","0.01","1.3220109650901988","1.493874634253171","1.2547247189095116","1.2174335421079139"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","MaxMin","cdk_fp","100","0.01","1.278283118237139","1.4486885234030684","1.1915058244218135","1.1946550068865351"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","MaxMin","cdk_fp","100","0.01","1.2596076297654315","1.4175220051086987","1.1824888842775265","1.1788119999100695"
"MouseRatTox","LR_EL_FOLD_FP","500","0.25","MaxMin","cdk_fp","100","0.01","1.4169338252996477","1.646002156077734","1.344182254405411","1.2606170654157982"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.25","MaxMin","cdk_fp","100","0.01","1.3119631739314057","1.4400103515812328","1.3302865553985468","1.1655926148144378"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.25","MaxMin","cdk_fp","100","0.01","1.2636426407358592","1.425803761190995","1.154908449053488","1.2102157119630947"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.25","MaxMin","cdk_fp","100","0.01","1.23640885026761","1.3224866035269844","1.200303703729086","1.1864362435467595"
"MouseRatTox","LR_EL_FOLD_FP","500","0.5","MaxMin","cdk_fp","100","0.01","1.3944854744759032","1.5866193313505859","1.3384740375365491","1.2583630545405744"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.5","MaxMin","cdk_fp","100","0.01","1.3081319954250512","1.4194853901687627","1.3445445215765393","1.1603660745298516"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.5","MaxMin","cdk_fp","100","0.01","1.238349535717432","1.3955585160810764","1.1104358510329597","1.2090542400382598"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.5","MaxMin","cdk_fp","100","0.01","1.2171396780685708","1.2914052639615328","1.1779923627545577","1.1820214074896223"
"MouseRatTox","LR_EL_FOLD_FP","500","0.75","MaxMin","cdk_fp","100","0.01","1.367007498307249","1.546252553964123","1.3129599390992228","1.2418100018584015"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.75","MaxMin","cdk_fp","100","0.01","1.2876025923547234","1.4044542046482986","1.3212818411870275","1.1370717312288439"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.75","MaxMin","cdk_fp","100","0.01","1.226345029322963","1.3753298411015238","1.086908285930736","1.2167969609366291"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.75","MaxMin","cdk_fp","100","0.01","1.2111465991710757","1.2803056414967093","1.1772829398606088","1.175851216155909"
"MouseRatTox","LR_EL_FOLD_FP","500","1.0","MaxMin","cdk_fp","100","0.01","1.3300941484520752","1.504404928415409","1.264604166026714","1.2212733509141025"
"MouseRatTox","LR_EL_FOLD_FP","1000","1.0","MaxMin","cdk_fp","100","0.01","1.2692212435308055","1.3732791500673858","1.3061291618605455","1.128255418664485"
"MouseRatTox","LR_EL_FOLD_FP","1500","1.0","MaxMin","cdk_fp","100","0.01","1.2323990392442006","1.3727267424807428","1.1049071925642049","1.2195631826876536"
"MouseRatTox","LR_EL_FOLD_FP","2000","1.0","MaxMin","cdk_fp","100","0.01","1.204268385038536","1.2673794248011083","1.1735972664739427","1.1718284638405572"
"MouseRatTox","LR_EL_FOLD_FP","500","0.0","Standard","cdk_fp","100","0.01","1.5453606247312657","1.7833365152770533","1.4680759747487853","1.3846693841679587"
"MouseRatTox","LR_EL_FOLD_FP","1000","0.0","Standard","cdk_fp","100","0.01","1.3220109650904555","1.4938746342534677","1.2547247189099238","1.217433542107975"
"MouseRatTox","LR_EL_FOLD_FP","1500","0.0","Standard","cdk_fp","100","0.01","1.2782831182371546","1.4486885234031868","1.1915058244217993","1.1946550068864783"
"MouseRatTox","LR_EL_FOLD_FP","2000","0.0","Standard","cdk_fp","100","0.01","1.25960762976528","1.4175220051084683","1.1824888842773338","1.1788119999100386"
