"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","maxDepth [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","WEKA_RFR","50","rdkit_fp","30","1.2611842653605838","1.2473313718000647","1.3056457424762165","1.2305756818054703"
"MouseRatTox","WEKA_RFR","60","rdkit_fp","30","1.2588164112304805","1.2492485927114403","1.3027619579071388","1.224438683072862"
"MouseRatTox","WEKA_RFR","70","rdkit_fp","30","1.256536709003572","1.2545687632127656","1.2967628538732991","1.218278509924651"
"MouseRatTox","WEKA_RFR","30","cdk_fp","30","1.2426249709863006","1.250900717529748","1.3134858948498789","1.1634883005792755"
"MouseRatTox","WEKA_RFR","40","cdk_fp","30","1.2347487472537109","1.2415822527183296","1.3074570433445027","1.1552069456982998"
"MouseRatTox","WEKA_RFR","50","cdk_fp","30","1.2395895430229382","1.251439251493275","1.3058011712227462","1.161528206352793"
"MouseRatTox","WEKA_RFR","60","cdk_fp","30","1.2376801966816566","1.2525741329135036","1.3053063951240043","1.155160062007462"
"MouseRatTox","WEKA_RFR","70","cdk_fp","30","1.2360468961547522","1.2526345126312455","1.2982235626825036","1.1572826131505076"
"MouseRatTox","WEKA_RFR","30","rdkit_desc","30","1.2206599300206757","1.2483362371918154","1.293853579068993","1.1197899738012191"
"MouseRatTox","WEKA_RFR","40","rdkit_desc","30","1.2094150701443123","1.2296416519105047","1.2699681560679317","1.1286354024544998"
"MouseRatTox","WEKA_RFR","50","rdkit_desc","30","1.2016570236663664","1.2156458365472849","1.2680452106088131","1.121280023843001"
"MouseRatTox","WEKA_RFR","60","rdkit_desc","30","1.203156767537161","1.228523206008221","1.2609110031941144","1.120036093409148"
"MouseRatTox","WEKA_RFR","70","rdkit_desc","30","1.1999181463476218","1.2256149454332474","1.2602276330445454","1.1139118605650729"
"MouseRatTox","WEKA_RFR","30","cdk_desc","30","1.2248757146716793","1.2552399305793964","1.2851126716980825","1.1342745417375593"
"MouseRatTox","WEKA_RFR","40","cdk_desc","30","1.2198934983505774","1.2623589910338733","1.2660210265663459","1.1313004774515127"
"MouseRatTox","WEKA_RFR","50","cdk_desc","30","1.2153532285125734","1.2565474279360929","1.2545389252502885","1.1349733323513387"
"MouseRatTox","WEKA_RFR","60","cdk_desc","30","1.2169366990412245","1.2513624178085432","1.2598051550143858","1.1396425243007444"
"MouseRatTox","WEKA_RFR","70","cdk_desc","30","1.217293344089908","1.2574236021896708","1.25545656358268","1.138999866497374"
"MouseRatTox","WEKA_RFR","30","rdkit_fp","40","1.2612304175074167","1.2409861109927858","1.3170183866024572","1.2256867549270072"
"MouseRatTox","WEKA_RFR","40","rdkit_fp","40","1.2580582481706892","1.2429566380959216","1.3084019352440972","1.222816171172049"
"MouseRatTox","WEKA_RFR","50","rdkit_fp","40","1.2579615730527864","1.232912039344501","1.3061934519725404","1.2347792278413177"
"MouseRatTox","WEKA_RFR","60","rdkit_fp","40","1.2610383195055237","1.2428690928190995","1.3129197051122234","1.227326160585248"
"MouseRatTox","WEKA_RFR","70","rdkit_fp","40","1.2581308735916987","1.242795965257896","1.3130367946910542","1.2185598608261459"
"MouseRatTox","WEKA_RFR","30","cdk_fp","40","1.2423806165916016","1.2295955207867557","1.3409761823540112","1.1565701466340377"
"MouseRatTox","WEKA_RFR","40","cdk_fp","40","1.232958239956661","1.21693054762403","1.3259829720954925","1.1559612001504602"
"MouseRatTox","WEKA_RFR","50","cdk_fp","40","1.2358393027196142","1.2320092090258044","1.3152617233342703","1.1602469757987677"
"MouseRatTox","WEKA_RFR","60","cdk_fp","40","1.2295982105158438","1.2279550043005327","1.307219020722711","1.1536206065242876"
"MouseRatTox","WEKA_RFR","70","cdk_fp","40","1.2310370948178686","1.2308089775877378","1.309247072192313","1.1530552346735545"
"MouseRatTox","WEKA_RFR","30","rdkit_desc","40","1.2206599300206757","1.2483362371918154","1.293853579068993","1.1197899738012191"
"MouseRatTox","WEKA_RFR","40","rdkit_desc","40","1.2094150701443123","1.2296416519105047","1.2699681560679317","1.1286354024544998"
"MouseRatTox","WEKA_RFR","50","rdkit_desc","40","1.2016570236663664","1.2156458365472849","1.2680452106088131","1.121280023843001"
"MouseRatTox","WEKA_RFR","60","rdkit_desc","40","1.203156767537161","1.228523206008221","1.2609110031941144","1.120036093409148"
"MouseRatTox","WEKA_RFR","70","rdkit_desc","40","1.1999181463476218","1.2256149454332474","1.2602276330445454","1.1139118605650729"
"MouseRatTox","WEKA_RFR","30","cdk_desc","40","1.2248757146716793","1.2552399305793964","1.2851126716980825","1.1342745417375593"
"MouseRatTox","WEKA_RFR","40","cdk_desc","40","1.2198934983505774","1.2623589910338733","1.2660210265663459","1.1313004774515127"
"MouseRatTox","WEKA_RFR","50","cdk_desc","40","1.2153532285125734","1.2565474279360929","1.2545389252502885","1.1349733323513387"
"MouseRatTox","WEKA_RFR","60","cdk_desc","40","1.2169366990412245","1.2513624178085432","1.2598051550143858","1.1396425243007444"
"MouseRatTox","WEKA_RFR","70","cdk_desc","40","1.217293344089908","1.2574236021896708","1.25545656358268","1.138999866497374"
"MouseRatTox","WEKA_RFR","30","rdkit_fp","50","1.2540155300702764","1.2243966282959922","1.323428881005955","1.2142210809088823"
"MouseRatTox","WEKA_RFR","40","rdkit_fp","50","1.246005259780514","1.2134124061711462","1.30145404805039","1.2231493251200058"
"MouseRatTox","WEKA_RFR","50","rdkit_fp","50","1.2403662914309679","1.2043692597912585","1.2999585942419303","1.2167710202597146"
"MouseRatTox","WEKA_RFR","60","rdkit_fp","50","1.2415251432441636","1.2128824594373444","1.3069235470252996","1.2047694232698474"
"MouseRatTox","WEKA_RFR","70","rdkit_fp","50","1.2366265711196451","1.2070846400336581","1.3048450315954732","1.197950041729804"
"MouseRatTox","WEKA_RFR","30","cdk_fp","50","1.2423770852284928","1.208257652463953","1.3477778311271655","1.1710957720943593"
"MouseRatTox","WEKA_RFR","40","cdk_fp","50","1.2317821582210389","1.2100680789564886","1.3234839634025104","1.1617944323041174"
"MouseRatTox","WEKA_RFR","50","cdk_fp","50","1.2329100734417224","1.2200725999621418","1.3171405528271927","1.161517067535833"
"MouseRatTox","WEKA_RFR","60","cdk_fp","50","1.2234462538499233","1.2133116343010426","1.3058191605977347","1.1512079666509925"
"MouseRatTox","WEKA_RFR","70","cdk_fp","50","1.2231165156902206","1.2158618970805601","1.3021767055665783","1.1513109444235239"
"MouseRatTox","WEKA_RFR","30","rdkit_desc","50","1.2206599300206757","1.2483362371918154","1.293853579068993","1.1197899738012191"
"MouseRatTox","WEKA_RFR","40","rdkit_desc","50","1.2094150701443123","1.2296416519105047","1.2699681560679317","1.1286354024544998"
"MouseRatTox","WEKA_RFR","50","rdkit_desc","50","1.2016570236663664","1.2156458365472849","1.2680452106088131","1.121280023843001"
"MouseRatTox","WEKA_RFR","60","rdkit_desc","50","1.203156767537161","1.228523206008221","1.2609110031941144","1.120036093409148"
"MouseRatTox","WEKA_RFR","70","rdkit_desc","50","1.1999181463476218","1.2256149454332474","1.2602276330445454","1.1139118605650729"
"MouseRatTox","WEKA_RFR","30","cdk_desc","50","1.2248757146716793","1.2552399305793964","1.2851126716980825","1.1342745417375593"
"MouseRatTox","WEKA_RFR","40","cdk_desc","50","1.2198934983505774","1.2623589910338733","1.2660210265663459","1.1313004774515127"
"MouseRatTox","WEKA_RFR","50","cdk_desc","50","1.2153532285125734","1.2565474279360929","1.2545389252502885","1.1349733323513387"
"MouseRatTox","WEKA_RFR","60","cdk_desc","50","1.2169366990412245","1.2513624178085432","1.2598051550143858","1.1396425243007444"
"MouseRatTox","WEKA_RFR","70","cdk_desc","50","1.217293344089908","1.2574236021896708","1.25545656358268","1.138999866497374"
"Chagas","WEKA_RFR","30","rdkit_fp","15","0.5975092352260387","0.5885978542663914","0.6111320950901113","0.5927977563216135"
"Chagas","WEKA_RFR","40","rdkit_fp","15","0.5982208164959423","0.5870787278621811","0.6105102353986925","0.5970734862269533"
"Chagas","WEKA_RFR","50","rdkit_fp","15","0.6019080085462251","0.5846297907122195","0.6153877456647621","0.6057064892616936"
"Chagas","WEKA_RFR","60","rdkit_fp","15","0.5992949802948528","0.5836198415720665","0.6065160520179322","0.6077490472945599"
"Chagas","WEKA_RFR","70","rdkit_fp","15","0.5959407097741986","0.5830574391547751","0.6028815337403625","0.6018831564274582"
"Chagas","WEKA_RFR","30","cdk_fp","15","0.6114475242213938","0.5981063703300343","0.6111177887946052","0.625118413539542"
"Chagas","WEKA_RFR","40","cdk_fp","15","0.6112630653949492","0.5986718540175316","0.6041116962942826","0.6310056458730335"
"Chagas","WEKA_RFR","50","cdk_fp","15","0.6138021865260034","0.5970209353342846","0.6123772138735428","0.6320084103701827"
"Chagas","WEKA_RFR","60","cdk_fp","15","0.6078678818983217","0.5938753995883264","0.605993195907715","0.6237350501989241"
"Chagas","WEKA_RFR","70","cdk_fp","15","0.6082091661770286","0.5967174180079364","0.6031443107142186","0.624765769808931"
"Chagas","WEKA_RFR","30","rdkit_desc","15","0.5640288038437115","0.5495146647281528","0.5434000726380577","0.5991716741649239"
"Chagas","WEKA_RFR","40","rdkit_desc","15","0.557106883066091","0.5482699352378008","0.5306863360881605","0.5923643778723118"
"Chagas","WEKA_RFR","50","rdkit_desc","15","0.5589219412949169","0.5542996389959077","0.5334780950744646","0.5889880898143781"
