name,method,feature,depth,trees,rmse,f1,f2,f3
Xanthine-Bostaurus,RandomForest,rdkit_fp,10,20,0.6652391617454835,0.814145256576696,0.6043703393277241,0.5772018893320303
Xanthine-Bostaurus,RandomForest,rdkit_fp,10,30,0.6611117146890074,0.7877337040987649,0.6325655803019092,0.5630358596663483
Xanthine-Bostaurus,RandomForest,rdkit_fp,10,40,0.6621853489227013,0.7858418672406555,0.6135377614407861,0.5871764180866623
Xanthine-Bostaurus,RandomForest,rdkit_fp,10,50,0.6641377792017091,0.793485753651457,0.623709226223581,0.5752183577300894
Xanthine-Bostaurus,RandomForest,rdkit_fp,10,60,0.6580782994330102,0.8018474450207546,0.5997466115573906,0.5726408417208858
Xanthine-Bostaurus,RandomForest,rdkit_fp,10,70,0.6620082617674039,0.778154779121372,0.6256344762728969,0.5822355299079428
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,5,0.6892627151922881,0.8000819621840978,0.6825488322463571,0.5851573511464094
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,10,0.6743871401650348,0.7769226985364958,0.675326908561568,0.570911813397041
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,20,0.6634942444085641,0.8087818676342956,0.6057847140723976,0.5759161515189989
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,30,0.6576951720698332,0.78189255420657,0.6309281106964186,0.560264851306511
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,40,0.6590181586591297,0.778717600198289,0.6159873695848956,0.5823495061942049
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,50,0.6583004031725688,0.7828338180593557,0.6243310688220784,0.5677363226362723
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,60,0.6550577254575973,0.7928509603676519,0.5984971292592857,0.5738250867458543
Xanthine-Bostaurus,RandomForest,rdkit_fp,15,70,0.6555230176547999,0.769003860539661,0.6216138599307731,0.5759513324939657
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,5,0.6902378526619503,0.7988161665011748,0.6869181005608644,0.5849792909238116
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,10,0.673083633615638,0.7729954288537005,0.6738726231530185,0.5723828488401953
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,20,0.660283775283302,0.8055903609565312,0.6035225743950023,0.5717383904983725
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,30,0.6559277657716371,0.7789342990706787,0.6306961564758155,0.5581528417684173
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,40,0.6586259613674146,0.7752560736034919,0.6167799531248526,0.5838418573738995
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,50,0.6573288308262982,0.7817536025313448,0.623552991864885,0.5666798980826647
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,60,0.6541192311306034,0.789248782730822,0.5971774225009127,0.5759314881600759
Xanthine-Bostaurus,RandomForest,rdkit_fp,20,70,0.6551005580387304,0.7658624768289586,0.6219398000572022,0.5774993972300301
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,5,0.6920763561624206,0.7992870317960894,0.6936684496016519,0.5832735870895206
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,10,0.6717089353675616,0.7695507674515508,0.6728824075801579,0.5726936310709762
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,20,0.6592905264352771,0.8042067184057402,0.6031107523475424,0.5705541085525486
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,30,0.6550207504318517,0.7766493220148565,0.6297426805507659,0.5586702487299328
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,40,0.659397545845061,0.7759067862625151,0.6178871025772729,0.5843987486953953
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,50,0.657443982270527,0.7819540153492226,0.623737559187892,0.5666403722744667
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,60,0.6540928489459068,0.7889261214144916,0.5970292602013914,0.5763231652218375
Xanthine-Bostaurus,RandomForest,rdkit_fp,30,70,0.6549647570636616,0.7652405100779932,0.6216777481659843,0.5779760129470076
Xanthine-Bostaurus,RandomForest,cdk_desc,2,5,0.8997065757796003,0.9704107115282419,0.8660917535286253,0.8626172622819341
Xanthine-Bostaurus,RandomForest,cdk_desc,2,10,0.8848801548802583,0.9620194291759738,0.852293034720074,0.840328000744727
Xanthine-Bostaurus,RandomForest,cdk_desc,2,20,0.8964367444285908,0.972352100698259,0.851613160125647,0.8653449724618664
Xanthine-Bostaurus,RandomForest,cdk_desc,2,30,0.8852555101017497,0.948720773829967,0.8495102794583473,0.857535477016935
Xanthine-Bostaurus,RandomForest,cdk_desc,2,40,0.8847944711241906,0.9460837485125566,0.8428749027984686,0.8654247620615466
Xanthine-Bostaurus,RandomForest,cdk_desc,2,50,0.8712124143587707,0.9367796564955327,0.8302044032570647,0.8466531833237146
Xanthine-Bostaurus,RandomForest,cdk_desc,2,60,0.889517323592727,0.9629903725097592,0.8383660780299416,0.86719552023848
Xanthine-Bostaurus,RandomForest,cdk_desc,2,70,0.8886589944093972,0.956788302131333,0.8530623519530953,0.8561263291437635
Xanthine-Bostaurus,RandomForest,cdk_desc,5,5,0.8035464809169579,0.9003177882722586,0.7879873809785732,0.7223342735000422
Xanthine-Bostaurus,RandomForest,cdk_desc,5,10,0.7594900495222972,0.8333452301163252,0.753747292183486,0.6913776262670805
Xanthine-Bostaurus,RandomForest,cdk_desc,5,20,0.7497636626110592,0.8458946700357342,0.705093229395828,0.6983030884016156
Xanthine-Bostaurus,RandomForest,cdk_desc,5,30,0.7344527406561934,0.8236266734592016,0.7036086448659347,0.676122903643444
Xanthine-Bostaurus,RandomForest,cdk_desc,5,40,0.7427148204192602,0.8355875638567485,0.6998204125307155,0.6927364848703167
Xanthine-Bostaurus,RandomForest,cdk_desc,5,50,0.7441083134595005,0.8382538545514655,0.7037897263111008,0.6902813595159354
Xanthine-Bostaurus,RandomForest,cdk_desc,5,60,0.7354017160871467,0.8382133708030614,0.6942315082347952,0.6737602692235836
Xanthine-Bostaurus,RandomForest,cdk_desc,5,70,0.7414150573253748,0.8323303343211313,0.7223039756114138,0.6696108620435799
Xanthine-Bostaurus,RandomForest,cdk_desc,10,5,0.7767017524317917,0.8816809358064253,0.7720393815261447,0.6763849399628056
Xanthine-Bostaurus,RandomForest,cdk_desc,10,10,0.7480330746501904,0.8305240243877388,0.7303683925688894,0.683206806993943
Xanthine-Bostaurus,RandomForest,cdk_desc,10,20,0.7244826774449502,0.8216729022906608,0.6768202660675056,0.6749548639766846
Xanthine-Bostaurus,RandomForest,cdk_desc,10,30,0.7129755904889762,0.7939701614829897,0.6851318521265646,0.6598247578573745
Xanthine-Bostaurus,RandomForest,cdk_desc,10,40,0.718566751670561,0.7884184298967779,0.7056232179674644,0.6616586071474408
Xanthine-Bostaurus,RandomForest,cdk_desc,10,50,0.7208762865121809,0.7988387384616383,0.694208896908821,0.6695812241660837
Xanthine-Bostaurus,RandomForest,cdk_desc,10,60,0.7116459527801882,0.8037330782337114,0.69129379502403,0.6399109850828235
Xanthine-Bostaurus,RandomForest,cdk_desc,10,70,0.7120421856258341,0.7975332949570285,0.6998751652742642,0.6387180966462096
Xanthine-Bostaurus,RandomForest,cdk_desc,15,5,0.7783106822909709,0.8769649902875172,0.7740739689808043,0.6838930876045913
Xanthine-Bostaurus,RandomForest,cdk_desc,15,10,0.7440348990916086,0.821984208693631,0.7326013341624531,0.6775191544187422
Xanthine-Bostaurus,RandomForest,cdk_desc,15,20,0.7254570676381148,0.8222270195617055,0.6793440875394973,0.6748000958131415
Xanthine-Bostaurus,RandomForest,cdk_desc,15,30,0.7099037240765171,0.7890472583161786,0.6848054746416408,0.6558584392717323
Xanthine-Bostaurus,RandomForest,cdk_desc,15,40,0.7155587036678288,0.7818556696762776,0.7074098557518813,0.6574105855753276
Xanthine-Bostaurus,RandomForest,cdk_desc,15,50,0.7182292670074826,0.7928748471177413,0.6950187895297484,0.6667941643749583
Xanthine-Bostaurus,RandomForest,cdk_desc,15,60,0.7101415206467161,0.7993668767537083,0.6929958898014137,0.638061795385026
Xanthine-Bostaurus,RandomForest,cdk_desc,15,70,0.7107272147998912,0.7937282800525965,0.7020398591192848,0.6364135052277923
Xanthine-Bostaurus,RandomForest,cdk_desc,20,5,0.7786022812626784,0.8761032935849419,0.7741073617716687,0.6855961884314244
Xanthine-Bostaurus,RandomForest,cdk_desc,20,10,0.7444735948299694,0.8211799164667728,0.7327356849019916,0.6795051831211437
Xanthine-Bostaurus,RandomForest,cdk_desc,20,20,0.72548392200827,0.821676186817773,0.6802100203060759,0.6745655589009613
Xanthine-Bostaurus,RandomForest,cdk_desc,20,30,0.7096885719445909,0.7875303809880373,0.6852446764820397,0.6562906583636959
Xanthine-Bostaurus,RandomForest,cdk_desc,20,40,0.7159672993733978,0.7818029120271017,0.7079564682446104,0.6581425178484812
Xanthine-Bostaurus,RandomForest,cdk_desc,20,50,0.7181069218979867,0.7923519071812756,0.6954302185535033,0.6665386399591816
Xanthine-Bostaurus,RandomForest,cdk_desc,20,60,0.7101499718876236,0.7992040210213504,0.6929448732451811,0.6383010213963397
Xanthine-Bostaurus,RandomForest,cdk_desc,20,70,0.7106067629202473,0.7930360897426408,0.7023215594103399,0.6364626396077611
Xanthine-Bostaurus,RandomForest,cdk_desc,30,5,0.7786343996858753,0.8760930742835337,0.7742564244897419,0.6855537002843507
Xanthine-Bostaurus,RandomForest,cdk_desc,30,10,0.7447319023679946,0.8215102517308527,0.7329994080939835,0.6796860472791482
Xanthine-Bostaurus,RandomForest,cdk_desc,30,20,0.7255139071129917,0.8216268551025141,0.6801769082204613,0.6747379580159997
Xanthine-Bostaurus,RandomForest,cdk_desc,30,30,0.7098019044503423,0.7876180572987805,0.6854685883425524,0.6563190677096938
Xanthine-Bostaurus,RandomForest,cdk_desc,30,40,0.7159620634241453,0.7817660346035519,0.7078980169954955,0.6582221386733883
Xanthine-Bostaurus,RandomForest,cdk_desc,30,50,0.7180604142211813,0.7922957114233092,0.695397365315833,0.6664881659244014
Xanthine-Bostaurus,RandomForest,cdk_desc,30,60,0.7101520165529958,0.7991277625663566,0.6930260023722994,0.6383022847203311
Xanthine-Bostaurus,RandomForest,cdk_desc,30,70,0.7105712089112293,0.7929180867658352,0.7022971147328225,0.6364984252350302
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,5,0.91945637080201,0.9808867544192393,0.9102880249537676,0.8671943330330233
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,10,0.9145351459525589,0.978981834877812,0.8808537695625281,0.883769833417337
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,20,0.9008787865633138,0.9608736368824559,0.8656721647690464,0.876090558038439
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,30,0.9078373456242839,0.9805366164110099,0.874317020419769,0.8686584000420732
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,40,0.9009433600686878,0.9662137665517442,0.864438611504248,0.8721777021500715
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,50,0.8953566617493671,0.9444000231467289,0.8706331060520547,0.871036856049318
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,60,0.8927824056233797,0.9567406668192051,0.8483782210013915,0.8732283290495426
Xanthine-Bostaurus,RandomForest,rdkit_desc,2,70,0.8985229208662846,0.957370309309091,0.8680777460571155,0.8701207072326478
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,5,0.8194672227287365,0.9478804409336523,0.7498844981302897,0.7606367291222677
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,10,0.7646129790324873,0.8539057153147198,0.738828864403873,0.701104357378869
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,20,0.7535936848523341,0.8525609377949257,0.7062120337160102,0.7020080830460665
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,30,0.7595607024773777,0.8364378789217144,0.7162578520492333,0.7259863764611858
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,40,0.7461056883549437,0.8317335823134587,0.7040779330323699,0.7025055497190027
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,50,0.7548989059604525,0.843278676276743,0.7072588613962226,0.714159180208392
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,60,0.7442239158413027,0.8345980703249471,0.6869180390006951,0.7111556381982654
Xanthine-Bostaurus,RandomForest,rdkit_desc,5,70,0.7529214252483909,0.859820954269626,0.6884512225607994,0.7104920989147473
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,5,0.7990707668660236,0.9187034537077067,0.7309365609890106,0.7475722859013537
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,10,0.7558896828647022,0.8041497911353265,0.7616759554547367,0.7018433020040434
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,20,0.7370789440199973,0.815942948922752,0.7054983624935104,0.6897955206437297
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,30,0.7315565761921495,0.7963715835517573,0.6973098311721835,0.7009883138525078
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,40,0.7224365863285773,0.791442190498665,0.7058167252402711,0.6700508432467956
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,50,0.7309536665914154,0.8096686192542722,0.6946906947823935,0.6885016857375802
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,60,0.7208974295564953,0.7941714852430707,0.6741838555671045,0.6943369478593108
Xanthine-Bostaurus,RandomForest,rdkit_desc,10,70,0.7324580303676799,0.8148490715611962,0.6823958171101014,0.7001292024317421
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,5,0.7991239701555589,0.913295640323089,0.7345033028956303,0.7495729672479574
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,10,0.7548774465490438,0.8036792073882193,0.7626468993226517,0.6983062329362607
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,20,0.7378809231370422,0.8159525194940571,0.7070211426711948,0.6906691072458752
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,30,0.727892756502678,0.7927681568105301,0.6957637950649085,0.6951463176325957
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,40,0.7205612272064033,0.7883847322929958,0.7079405688778934,0.6653583804483206
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,50,0.7286894155605999,0.8059228697465871,0.6937447287221983,0.6864006482130142
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,60,0.7177599424443063,0.7879640844669329,0.6737840192005233,0.6915317236654628
Xanthine-Bostaurus,RandomForest,rdkit_desc,15,70,0.7310766332102757,0.8106182783091017,0.6833831828539355,0.6992284384677903
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,5,0.7983641843104285,0.9132240781366692,0.734908370504199,0.7469601042904174
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,10,0.7564351410940784,0.8056799432155527,0.7642065361891284,0.699418943877554
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,20,0.7382356975455524,0.8160749613524794,0.707215706570672,0.6914164247135057
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,30,0.7281552979328252,0.7934693546776201,0.6961097065023513,0.694886832618504
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,40,0.720642164526452,0.7887715422967101,0.7083259987548173,0.664828952527829
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,50,0.7289122541826407,0.806812357768031,0.6938294802423399,0.6860949245375516
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,60,0.7180927137952371,0.7883282179742332,0.6741979365316184,0.6917519868798595
Xanthine-Bostaurus,RandomForest,rdkit_desc,20,70,0.7313746411229847,0.8106451213689415,0.6841803042944721,0.6992984977055404
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,5,0.7988018686517704,0.913380505740526,0.7352669477887717,0.747758152426014
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,10,0.7566854537825163,0.8064705906251117,0.7642187732113132,0.6993669975111243
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,20,0.7383095356612821,0.8161783630328875,0.7072784403530671,0.6914718035978918
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,30,0.7282519369555118,0.7936344936235622,0.6961922154927961,0.6949291017501771
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,40,0.7206835459005438,0.7887647390757031,0.7084337648415197,0.6648521337844089
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,50,0.7288544258507869,0.806572142121218,0.6938980458032454,0.6860930896278971
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,60,0.7180818095117433,0.7882485432602928,0.6742245104757837,0.6917723747991532
Xanthine-Bostaurus,RandomForest,rdkit_desc,30,70,0.7313265141090635,0.8105648326659376,0.6841625596175146,0.6992521500437383
MalariaNovartis,RandomForest,cdk_fp,2,5,0.5974229003435293,0.5997358563651719,0.5937805784891707,0.5987522661762454
MalariaNovartis,RandomForest,cdk_fp,2,10,0.5978440856455343,0.5993850986695889,0.5930476297236897,0.6010995285433242
MalariaNovartis,RandomForest,cdk_fp,2,20,0.598293390334308,0.5991630947218042,0.5968643448582386,0.5988527314228813
MalariaNovartis,RandomForest,cdk_fp,2,30,0.5970782421293366,0.5994303862837356,0.5931281146323304,0.598676225471944
MalariaNovartis,RandomForest,cdk_fp,2,40,0.5968171856194127,0.5978261880187873,0.5935663864282006,0.5990589824112502
MalariaNovartis,RandomForest,cdk_fp,2,50,0.5962076540067098,0.5989881524880507,0.5925196004014817,0.5971152091305972
MalariaNovartis,RandomForest,cdk_fp,2,60,0.596512567910042,0.6003188024361843,0.5922449082435723,0.5969739930503696
MalariaNovartis,RandomForest,cdk_fp,2,70,0.5962061368879925,0.5980398237438189,0.5936474829948734,0.5969311039252853
MalariaNovartis,RandomForest,cdk_fp,5,5,0.5743781913050894,0.5798250981150098,0.5770679467313019,0.5662415290689566
MalariaNovartis,RandomForest,cdk_fp,5,10,0.5717951192917364,0.5767923130873994,0.5714997028288299,0.56709334195898
MalariaNovartis,RandomForest,cdk_fp,5,20,0.5709003703538948,0.5729053021056218,0.5740808637602537,0.5657149451958092
MalariaNovartis,RandomForest,cdk_fp,5,30,0.5705602915356608,0.5727815410175867,0.5719717342311076,0.5669275993582883
MalariaNovartis,RandomForest,cdk_fp,5,40,0.5702814561135006,0.5729020640350977,0.5717328962399748,0.5662094080654295
MalariaNovartis,RandomForest,cdk_fp,5,50,0.570224453576347,0.5739654451388891,0.5722592769499676,0.5644486386401841
MalariaNovartis,RandomForest,cdk_fp,5,60,0.5696314876396487,0.5739086654836798,0.5708963313449681,0.5640894660902984
MalariaNovartis,RandomForest,cdk_fp,5,70,0.5700495607881899,0.57370835970313,0.5713361688494143,0.5651041538120255
MalariaNovartis,RandomForest,cdk_fp,10,5,0.5636947891207958,0.5679158239091797,0.564725144586422,0.5584433988667857
MalariaNovartis,RandomForest,cdk_fp,10,10,0.5568068621285357,0.564217373024504,0.5550318104996969,0.5511714028614063
MalariaNovartis,RandomForest,cdk_fp,10,20,0.5552448782650029,0.5592523401606164,0.5592400925321741,0.5472422021022183
MalariaNovartis,RandomForest,cdk_fp,10,30,0.5545223735117975,0.5592428027013607,0.5578514154932054,0.5464729023408263
