name,method,feature,depth,trees,rmse,f1,f2,f3
MalariaGSK,RandomForest,cdk_fp,30,60,0.2811820598678403,0.29070104196925517,0.28078700150812386,0.27205813612614177
MalariaGSK,RandomForest,cdk_fp,30,70,0.2808233792808981,0.28914454913864857,0.2819677519801431,0.2713578367239026
MalariaGSK,RandomForest,rdkit_fp,2,5,0.3481824659910174,0.35086908975170905,0.3476653073570656,0.34601300086427755
MalariaGSK,RandomForest,rdkit_fp,2,10,0.347262643581503,0.35062099103805056,0.34697634354383466,0.3441905961626239
MalariaGSK,RandomForest,rdkit_fp,2,20,0.3448378482149397,0.34788586462352217,0.34444542271334155,0.3421822573079554
MalariaGSK,RandomForest,rdkit_fp,2,30,0.3463481918585455,0.34851918654286573,0.3461399537171129,0.34438543531565785
MalariaGSK,RandomForest,rdkit_fp,2,40,0.34419811824848195,0.3474685858093515,0.3426808972316145,0.34244487170448
MalariaGSK,RandomForest,rdkit_fp,2,50,0.3447304637310645,0.34729632977261093,0.34458073216517093,0.34231432925541166
MalariaGSK,RandomForest,rdkit_fp,2,60,0.34570829077907794,0.3485238222176064,0.3445598160502402,0.3440412340693873
MalariaGSK,RandomForest,rdkit_fp,2,70,0.3455494429884321,0.34825980185862443,0.34471485813388175,0.34367366897279017
MalariaGSK,RandomForest,rdkit_fp,5,5,0.3248458777917048,0.33569042273309396,0.32676158631002966,0.31208562433199094
MalariaGSK,RandomForest,rdkit_fp,5,10,0.32370117233937207,0.33194271078260945,0.3259365289577801,0.3132242772777267
MalariaGSK,RandomForest,rdkit_fp,5,20,0.32160269270980085,0.3299067106857443,0.32535499320661354,0.3095463742370448
MalariaGSK,RandomForest,rdkit_fp,5,30,0.3216274916033744,0.3299736382039884,0.3247496344718488,0.31015920213428605
MalariaGSK,RandomForest,rdkit_fp,5,40,0.32149068504108025,0.3292833564647076,0.32530631891454986,0.30988237974398325
MalariaGSK,RandomForest,rdkit_fp,5,50,0.32143301637440713,0.3301664096237579,0.32444657387374143,0.30968606562572215
MalariaGSK,RandomForest,rdkit_fp,5,60,0.3209129759494976,0.3295332005534217,0.32354202996320486,0.3096636973318663
MalariaGSK,RandomForest,rdkit_fp,5,70,0.3214741193500986,0.3297059682529298,0.32416381269320754,0.3105525771041585
MalariaGSK,RandomForest,rdkit_fp,10,5,0.30900839281830006,0.31491600229918026,0.31309909846119205,0.29901007769452786
MalariaGSK,RandomForest,rdkit_fp,10,10,0.3066202306917712,0.3115919202348945,0.30982841621688156,0.29844035562353755
MalariaGSK,RandomForest,rdkit_fp,10,20,0.3023652242376947,0.30844013187590097,0.3066552368145323,0.2920003040226508
MalariaGSK,RandomForest,rdkit_fp,10,30,0.30305616593743867,0.30982566708221715,0.30637610268413534,0.29296672804596363
MalariaGSK,RandomForest,rdkit_fp,10,40,0.3023057025251918,0.30814906546550686,0.30611769872023603,0.29265034338983253
MalariaGSK,RandomForest,rdkit_fp,10,50,0.30245352149398896,0.30904477034891403,0.30629360736644556,0.2920221867666073
MalariaGSK,RandomForest,rdkit_fp,10,60,0.30155816389900125,0.30840391181173366,0.30442220423421873,0.29184837565105143
MalariaGSK,RandomForest,rdkit_fp,10,70,0.3019726911712169,0.30813896377440697,0.30543670952649676,0.292342400212747
MalariaGSK,RandomForest,rdkit_fp,15,5,0.29809443776940886,0.30679394939112953,0.29957873360220433,0.28791063031489283
MalariaGSK,RandomForest,rdkit_fp,15,10,0.29640783432603257,0.3040108402700287,0.29625338678820495,0.288959275919864
MalariaGSK,RandomForest,rdkit_fp,15,20,0.29082841832820566,0.2985944384444936,0.2934845615442369,0.28040625499588645
MalariaGSK,RandomForest,rdkit_fp,15,30,0.2914186052629517,0.29904149470772123,0.2940048807103267,0.28120944037080725
MalariaGSK,RandomForest,rdkit_fp,15,40,0.2906230685854364,0.2981839219805471,0.2933893059401932,0.2802959778355689
MalariaGSK,RandomForest,rdkit_fp,15,50,0.2905147726638059,0.29944485450028124,0.29283546621461504,0.2792639972765214
MalariaGSK,RandomForest,rdkit_fp,15,60,0.2897738831297126,0.29847059130387094,0.29108374090282824,0.27976731718243864
MalariaGSK,RandomForest,rdkit_fp,15,70,0.28975545684930093,0.2971852044135463,0.29259140766629366,0.27948975846806295
MalariaGSK,RandomForest,rdkit_fp,20,5,0.2920690689607284,0.30237169968409533,0.2933933979749652,0.28044210922312457
MalariaGSK,RandomForest,rdkit_fp,20,10,0.29043497972101484,0.29871648398945444,0.2904557625569334,0.2821326926166567
MalariaGSK,RandomForest,rdkit_fp,20,20,0.2846651815252053,0.2938663623441482,0.28623967372068826,0.27388950851077953
MalariaGSK,RandomForest,rdkit_fp,20,30,0.2855077404904971,0.29472129141273984,0.286890558356099,0.27491137170265245
MalariaGSK,RandomForest,rdkit_fp,20,40,0.28495858551273023,0.2934982996500662,0.28770733194553266,0.2736701249425918
MalariaGSK,RandomForest,rdkit_fp,20,50,0.2839022533402389,0.29308892059859254,0.28584763016132325,0.27277020926080087
MalariaGSK,RandomForest,rdkit_fp,20,60,0.2837234143102293,0.2925111170465703,0.2840866636492722,0.27457246223484544
MalariaGSK,RandomForest,rdkit_fp,20,70,0.28314988528516666,0.29188544090193647,0.2842382268678631,0.27332598808570047
MalariaGSK,RandomForest,rdkit_fp,30,5,0.2890954871010294,0.29924831156626125,0.2894977375506477,0.2785404121861793
MalariaGSK,RandomForest,rdkit_fp,30,10,0.28643690683750783,0.29596224788380116,0.2846319497293224,0.2787165228994001
MalariaGSK,RandomForest,rdkit_fp,30,20,0.2798898116048554,0.2899964827576278,0.2804220506844215,0.26925090137251684
MalariaGSK,RandomForest,rdkit_fp,30,30,0.28013940987919367,0.2884505343525665,0.28033273159914146,0.2716349636858731
MalariaGSK,RandomForest,rdkit_fp,30,40,0.2793644661460844,0.2873881402271763,0.2817979066371379,0.268907351573939
MalariaGSK,RandomForest,rdkit_fp,30,50,0.2784939449337816,0.28840384357763926,0.27865408002995834,0.26842391119374714
MalariaGSK,RandomForest,rdkit_fp,30,60,0.27822442617843346,0.2871282370684478,0.27838139188313893,0.2691636495837137
MalariaGSK,RandomForest,rdkit_fp,30,70,0.27782072866453755,0.286391554314631,0.2783894195381324,0.2686812121408493
MalariaGSK,RandomForest,cdk_desc,2,5,0.34123455632427874,0.3493033154004722,0.3393931633092551,0.3350071902631088
MalariaGSK,RandomForest,cdk_desc,2,10,0.3381796806932074,0.34553301966151984,0.3380912657058966,0.330914756712206
MalariaGSK,RandomForest,cdk_desc,2,20,0.3401323541004818,0.34581510386030195,0.341994518914653,0.33258743952649056
MalariaGSK,RandomForest,cdk_desc,2,30,0.3408205999404686,0.3473085938039544,0.34149023830262504,0.3336629677148264
MalariaGSK,RandomForest,cdk_desc,2,40,0.3408193788012729,0.346916642489881,0.34124628807019525,0.3342952058437426
MalariaGSK,RandomForest,cdk_desc,2,50,0.3410350755889707,0.3480066921021015,0.3423642161808548,0.33273431848395596
MalariaGSK,RandomForest,cdk_desc,2,60,0.3403519308927785,0.3474750275958622,0.34065671796755254,0.3329240471149208
MalariaGSK,RandomForest,cdk_desc,2,70,0.34044020818462595,0.3470511593960844,0.3411622972922607,0.3331071678655328
MalariaGSK,RandomForest,cdk_desc,5,5,0.32197295043823804,0.3315536740548689,0.32272026036894097,0.3116449168909042
MalariaGSK,RandomForest,cdk_desc,5,10,0.31809116289661793,0.3252697668915051,0.3197419789844798,0.3092617428138688
MalariaGSK,RandomForest,cdk_desc,5,20,0.317496294759396,0.32370253383329334,0.31958480191477856,0.30920154853011605
MalariaGSK,RandomForest,cdk_desc,5,30,0.3160104730840142,0.3226576515410634,0.3177061493185187,0.3076676183924605
MalariaGSK,RandomForest,cdk_desc,5,40,0.3160318342880485,0.3226720578085035,0.31828461170057937,0.3071388333550626
MalariaGSK,RandomForest,cdk_desc,5,50,0.3157807163940156,0.32330764936735573,0.31818882737867726,0.30584567243601396
MalariaGSK,RandomForest,cdk_desc,5,60,0.31609668728618223,0.32198392696644845,0.3182348803303008,0.3080712545617976
MalariaGSK,RandomForest,cdk_desc,5,70,0.31646671503639806,0.3232282808637077,0.31863696548637654,0.30753489875911005
MalariaGSK,RandomForest,cdk_desc,10,5,0.3084889499191679,0.31517660293733385,0.31135216564965024,0.29893808117051973
MalariaGSK,RandomForest,cdk_desc,10,10,0.3011276174039447,0.3087904198379998,0.30176568132979814,0.2928267510440362
MalariaGSK,RandomForest,cdk_desc,10,20,0.2980342596844121,0.30408470894897194,0.298309646362477,0.2917084237417875
MalariaGSK,RandomForest,cdk_desc,10,30,0.29624165629907273,0.30195556791768663,0.2965879316441024,0.2901814693354291
MalariaGSK,RandomForest,cdk_desc,10,40,0.29614678424780705,0.3019253584546472,0.2976791511438098,0.28883584314496424
MalariaGSK,RandomForest,cdk_desc,10,50,0.29490187562904,0.3012487626035685,0.2970934308885557,0.2863634333949958
MalariaGSK,RandomForest,cdk_desc,10,60,0.2951597446374675,0.2997155063695924,0.29751577741302104,0.28824795012978915
MalariaGSK,RandomForest,cdk_desc,10,70,0.29532253794862223,0.30071677588496065,0.29822850767804565,0.2870223302828605
MalariaGSK,RandomForest,cdk_desc,15,5,0.3099921446426028,0.31682276388938213,0.3124062415674387,0.30074742847098757
MalariaGSK,RandomForest,cdk_desc,15,10,0.30017711261173524,0.30799531596690655,0.29984681956180004,0.29268920230649925
MalariaGSK,RandomForest,cdk_desc,15,20,0.2946204552578487,0.30077924111458426,0.2936290719879097,0.2894530526710522
MalariaGSK,RandomForest,cdk_desc,15,30,0.29116838143473617,0.2967361600927185,0.29126450669861564,0.2855044775128743
MalariaGSK,RandomForest,cdk_desc,15,40,0.29045165376058407,0.29712214879798415,0.2902299603778612,0.2840028521059069
MalariaGSK,RandomForest,cdk_desc,15,50,0.2895212882276429,0.2971818156244385,0.2897523385585806,0.2816297104999096
MalariaGSK,RandomForest,cdk_desc,15,60,0.28919388908794097,0.2948006038875945,0.29039731336090674,0.28238375001532173
MalariaGSK,RandomForest,cdk_desc,15,70,0.28945080333195633,0.2953346358262625,0.290990406902096,0.2820273672675105
MalariaGSK,RandomForest,cdk_desc,20,5,0.3149521752262743,0.32159063817844286,0.31610188219952706,0.3071640053008529
MalariaGSK,RandomForest,cdk_desc,20,10,0.3015476691524791,0.30912188779354044,0.30075084709194305,0.2947702725719538
MalariaGSK,RandomForest,cdk_desc,20,20,0.2947929273496562,0.3015087950059839,0.29285253011894824,0.29001745692403647
MalariaGSK,RandomForest,cdk_desc,20,30,0.29080459999175634,0.29640900695980205,0.2903954445283533,0.2856093484871136
MalariaGSK,RandomForest,cdk_desc,20,40,0.289739274305716,0.2963617036398281,0.289448586366018,0.283407532911302
MalariaGSK,RandomForest,cdk_desc,20,50,0.28886746636680943,0.2967585095549734,0.28838475068499103,0.281459138860464
MalariaGSK,RandomForest,cdk_desc,20,60,0.2882724940423997,0.2936057575241121,0.28869722651782903,0.28251449808525797
MalariaGSK,RandomForest,cdk_desc,20,70,0.2884220643541863,0.29447943869191534,0.2893344339335454,0.28145232043709834
MalariaGSK,RandomForest,cdk_desc,30,5,0.3180455756611429,0.3249508974038378,0.3195293192602151,0.3096565103193758
MalariaGSK,RandomForest,cdk_desc,30,10,0.3031402917519837,0.31000614165011253,0.3027026259661898,0.2967121076396488
MalariaGSK,RandomForest,cdk_desc,30,20,0.2956638787896906,0.30198714694807083,0.2939201785578982,0.2910843108631027
MalariaGSK,RandomForest,cdk_desc,30,30,0.29170589967553406,0.2972391785463224,0.2913142017724486,0.28656431870783133
MalariaGSK,RandomForest,cdk_desc,30,40,0.28997383843172725,0.29615371666338736,0.28990056262060654,0.28386723601118785
MalariaGSK,RandomForest,cdk_desc,30,50,0.28929763512054435,0.2971288366153421,0.2887943071669119,0.281969761579379
MalariaGSK,RandomForest,cdk_desc,30,60,0.28838086451870015,0.29344434111847784,0.2889610165765971,0.2827372358610256
MalariaGSK,RandomForest,cdk_desc,30,70,0.2887066890187801,0.2946354650293455,0.2893589041812952,0.28212569784569974
MalariaGSK,RandomForest,rdkit_desc,2,5,0.3590194978049194,0.36348484887824584,0.3569052858043918,0.35666835873212066
MalariaGSK,RandomForest,rdkit_desc,2,10,0.35750100162625387,0.360206163415514,0.3557346764337857,0.3565621650294618
MalariaGSK,RandomForest,rdkit_desc,2,20,0.35776731712542387,0.3615805126852716,0.35605892112374593,0.35566251756725414
MalariaGSK,RandomForest,rdkit_desc,2,30,0.3544447837814412,0.35843590383370977,0.35189017746133755,0.3530082700492764
MalariaGSK,RandomForest,rdkit_desc,2,40,0.3556893674709888,0.35872519263003727,0.35353231810339203,0.35481059167953727
MalariaGSK,RandomForest,rdkit_desc,2,50,0.35562691943602404,0.35814237143212035,0.3534701475167601,0.3552682393591916
MalariaGSK,RandomForest,rdkit_desc,2,60,0.35439397360521285,0.35819366227723903,0.3519005657270979,0.3530876928113016
MalariaGSK,RandomForest,rdkit_desc,2,70,0.3549160929154531,0.35903346880710413,0.3514526085085565,0.3542622014306987
MalariaGSK,RandomForest,rdkit_desc,5,5,0.32856591373100624,0.3325891894916391,0.3291799118694766,0.32392863983190306
MalariaGSK,RandomForest,rdkit_desc,5,10,0.3247329266847122,0.33026689462741726,0.32643464847544457,0.31749723695127485
MalariaGSK,RandomForest,rdkit_desc,5,20,0.32467511389928394,0.3314679457831843,0.3233252135277214,0.3192321823869461
MalariaGSK,RandomForest,rdkit_desc,5,30,0.32458671326016636,0.3298003559719759,0.3227551804175897,0.32120460339093354
MalariaGSK,RandomForest,rdkit_desc,5,40,0.3226093009371811,0.3267803392134362,0.32081630947858275,0.3202312541195243
MalariaGSK,RandomForest,rdkit_desc,5,50,0.3223987594659622,0.327595417402647,0.32048794169735495,0.31911291929788477
MalariaGSK,RandomForest,rdkit_desc,5,60,0.32275341548152797,0.32760096374434694,0.32042518808596215,0.3202340946142749
MalariaGSK,RandomForest,rdkit_desc,5,70,0.3233145893454238,0.32825016282116476,0.321208647608347,0.3204849576067596
MalariaGSK,RandomForest,rdkit_desc,10,5,0.3141989451848209,0.32196510607282675,0.313983332269157,0.3066483972124789
MalariaGSK,RandomForest,rdkit_desc,10,10,0.3054656122355188,0.31242771778513084,0.3064758262918525,0.29749329262957314
MalariaGSK,RandomForest,rdkit_desc,10,20,0.3020658775038945,0.30953835848100436,0.3006569289757214,0.2960023450549578
MalariaGSK,RandomForest,rdkit_desc,10,30,0.30049026828474196,0.30705169681318667,0.3002674771230598,0.2941516309179795
MalariaGSK,RandomForest,rdkit_desc,10,40,0.299597103899043,0.3073317122378768,0.29868804543515115,0.29277155402410104
MalariaGSK,RandomForest,rdkit_desc,10,50,0.29851827917801044,0.3046191417534148,0.29853804527981004,0.29239765050080646
MalariaGSK,RandomForest,rdkit_desc,10,60,0.29801212085688106,0.3051509915771142,0.29613662693975384,0.29274874405377516
MalariaGSK,RandomForest,rdkit_desc,10,70,0.29868862021383913,0.30536980262027685,0.29677885239174556,0.29391720562949497
MalariaGSK,RandomForest,rdkit_desc,15,5,0.31706687561821867,0.32358422512735335,0.3179569128456419,0.30965948888166084
MalariaGSK,RandomForest,rdkit_desc,15,10,0.3044631241070087,0.31257588764339317,0.30399566547295753,0.29681781920467554
MalariaGSK,RandomForest,rdkit_desc,15,20,0.29691698447374737,0.3049235614232442,0.29442072624953336,0.2914066657484646
MalariaGSK,RandomForest,rdkit_desc,15,30,0.2960362938271967,0.30291162345912603,0.29578638444372574,0.2894108735787384
MalariaGSK,RandomForest,rdkit_desc,15,40,0.29474085180205634,0.3030653820144809,0.2933129883359318,0.28784418505575643
MalariaGSK,RandomForest,rdkit_desc,15,50,0.29292419637840705,0.2996274410856418,0.2920430387510204,0.2871021092985589
MalariaGSK,RandomForest,rdkit_desc,15,60,0.2927833218571814,0.3013710558993028,0.2902019308877448,0.28677697878449676
MalariaGSK,RandomForest,rdkit_desc,15,70,0.2927591536127646,0.3006209591766323,0.29034376933976075,0.2873127323219009
MalariaGSK,RandomForest,rdkit_desc,20,5,0.32115096927043674,0.3274532184075427,0.32156202747294477,0.31443766193082295
MalariaGSK,RandomForest,rdkit_desc,20,10,0.3063687778659041,0.3142186118440982,0.30584438170642586,0.2990433400471882
MalariaGSK,RandomForest,rdkit_desc,20,20,0.29810678841682453,0.3054944731105811,0.2958532485550423,0.29297264358485037
MalariaGSK,RandomForest,rdkit_desc,20,30,0.29628180986255304,0.30313102586027235,0.29603045668011707,0.2896839470472696
MalariaGSK,RandomForest,rdkit_desc,20,40,0.2947542916569277,0.30301170606372607,0.29324876153195933,0.2880024073750976
MalariaGSK,RandomForest,rdkit_desc,20,50,0.2931364009115291,0.30038179047158226,0.2916318966767806,0.28739551558622456
MalariaGSK,RandomForest,rdkit_desc,20,60,0.292838903703653,0.30129818799094077,0.29023627109115663,0.2869822520288616
MalariaGSK,RandomForest,rdkit_desc,20,70,0.2928145771225728,0.3005902461087682,0.2903563698751602,0.28749711538379
MalariaGSK,RandomForest,rdkit_desc,30,5,0.323391185798402,0.32910940944262057,0.3245976342845544,0.316466513668031
MalariaGSK,RandomForest,rdkit_desc,30,10,0.30778964625523986,0.3158223238690194,0.3068432259972993,0.30070338889940096
MalariaGSK,RandomForest,rdkit_desc,30,20,0.2990326995336685,0.30613802350156977,0.29662523660118006,0.2943348384982557
MalariaGSK,RandomForest,rdkit_desc,30,30,0.2971292635903048,0.3038247939895251,0.296828791921066,0.29073420486032336
MalariaGSK,RandomForest,rdkit_desc,30,40,0.29543381665096047,0.3032889303399869,0.29428105340355254,0.288731466209342
MalariaGSK,RandomForest,rdkit_desc,30,50,0.2936831396929861,0.300679605256092,0.29213041594595274,0.2882393978769137
MalariaGSK,RandomForest,rdkit_desc,30,60,0.29314687598871086,0.30134654318183945,0.29074195536995917,0.2873521294143339
MalariaGSK,RandomForest,rdkit_desc,30,70,0.29346509398518505,0.3011502110537557,0.2906736724268876,0.2885713984749119
TB_SRI,RandomForest,cdk_fp,2,5,0.6548984835948759,0.673069489602773,0.6546955912480714,0.6369303699337833
TB_SRI,RandomForest,cdk_fp,2,10,0.6546271766999112,0.6702482526205897,0.6557382996235563,0.6378949778555877
TB_SRI,RandomForest,cdk_fp,2,20,0.6531363447725991,0.6704587039694477,0.6527559453754853,0.6361943849728645
TB_SRI,RandomForest,cdk_fp,2,30,0.6529232352583342,0.6695308630893566,0.654298655938179,0.634940186747467
TB_SRI,RandomForest,cdk_fp,2,40,0.6532950752621962,0.6703591911310767,0.6542093686748832,0.6353166659806287
TB_SRI,RandomForest,cdk_fp,2,50,0.6534390704131745,0.67011380118351,0.654534842957823,0.6356685670981908
TB_SRI,RandomForest,cdk_fp,2,60,0.6531081377178033,0.670061196378529,0.65417122802404,0.635091988750841
TB_SRI,RandomForest,cdk_fp,2,70,0.6519555024407181,0.6692823756253349,0.6524761146195096,0.63410801707731
TB_SRI,RandomForest,cdk_fp,5,5,0.6533453736345951,0.6662771997228029,0.6618701646890901,0.6318887564918922
TB_SRI,RandomForest,cdk_fp,5,10,0.6510850684444703,0.6713889066853251,0.6517404036479806,0.6301258950001053
TB_SRI,RandomForest,cdk_fp,5,20,0.6481547442175299,0.6681461871191527,0.6486014689279439,0.6277165766054935
TB_SRI,RandomForest,cdk_fp,5,30,0.6481368422202196,0.6662355786048972,0.6490552146191069,0.6291197334366547
TB_SRI,RandomForest,cdk_fp,5,40,0.6479113588760913,0.666071891879947,0.650707331570749,0.6269548531775779
TB_SRI,RandomForest,cdk_fp,5,50,0.6478717383828065,0.6679345743335593,0.6491827992456147,0.6264978415692457
TB_SRI,RandomForest,cdk_fp,5,60,0.6473231349038766,0.6677201393761089,0.6483751476062165,0.6258741177293045
TB_SRI,RandomForest,cdk_fp,5,70,0.6463201424286089,0.6655550842924842,0.6468804448220015,0.626524898171341
TB_SRI,RandomForest,cdk_fp,10,5,0.6592820143835088,0.6710517801378374,0.6724219154670078,0.6343723475456812
TB_SRI,RandomForest,cdk_fp,10,10,0.6501174675380651,0.6722647874768942,0.6537859930583775,0.6243016220789238
TB_SRI,RandomForest,cdk_fp,10,20,0.6440559943979081,0.6671593735888824,0.6430527486636461,0.6219558609411957
TB_SRI,RandomForest,cdk_fp,10,30,0.6428079510022633,0.6642252635456262,0.643829675238478,0.6203689142226859
TB_SRI,RandomForest,cdk_fp,10,40,0.6445437420897309,0.6635413629799062,0.6501826332492208,0.6199072300400658
TB_SRI,RandomForest,cdk_fp,10,50,0.6440540834624447,0.665258875851167,0.6460096434298255,0.6208937311063418
TB_SRI,RandomForest,cdk_fp,10,60,0.6429123943480182,0.6632833385570649,0.6469228978978948,0.6185309465890948
TB_SRI,RandomForest,cdk_fp,10,70,0.6432124706070272,0.6625452364331901,0.647241447547509,0.6198507278403825
TB_SRI,RandomForest,cdk_fp,15,5,0.659825443897803,0.6689916312062759,0.67122716506294,0.639257535424193
TB_SRI,RandomForest,cdk_fp,15,10,0.6499850359828027,0.6706809312594517,0.6541824539482235,0.625091722740733
TB_SRI,RandomForest,cdk_fp,15,20,0.6442064417400621,0.6659961594872313,0.6458219265266649,0.6208012392062903
TB_SRI,RandomForest,cdk_fp,15,30,0.642933596080837,0.6645304828177823,0.6450435219074686,0.6192267835172602
TB_SRI,RandomForest,cdk_fp,15,40,0.6435642837317883,0.6622094973229821,0.6506517744699886,0.6178315794023944
TB_SRI,RandomForest,cdk_fp,15,50,0.6432152932656972,0.6608735907195175,0.6476785899632009,0.6210936991143731
TB_SRI,RandomForest,cdk_fp,15,60,0.6417887956099606,0.660539752041299,0.6486115250819743,0.6162151097066088
TB_SRI,RandomForest,cdk_fp,15,70,0.6418142749590183,0.6588461445249476,0.64847221132879,0.6181244690233176
TB_SRI,RandomForest,cdk_fp,20,5,0.6621485562138396,0.6719255998751023,0.673095877523941,0.6414241912424757
TB_SRI,RandomForest,cdk_fp,20,10,0.6506756283884347,0.6698715483113158,0.6517151864036275,0.6304401504503612
TB_SRI,RandomForest,cdk_fp,20,20,0.6434274228183265,0.663989996207697,0.6478904116247044,0.6184018606225781
TB_SRI,RandomForest,cdk_fp,20,30,0.6431589243416342,0.6647062685657954,0.6467630809530692,0.6180074235060381
TB_SRI,RandomForest,cdk_fp,20,40,0.6448732148573528,0.6614110644617148,0.653390475550668,0.6198181045596755
TB_SRI,RandomForest,cdk_fp,20,50,0.6430762781555768,0.6607575352547583,0.6481387557240608,0.6203325434879114
TB_SRI,RandomForest,cdk_fp,20,60,0.6415215390571537,0.6591844333006617,0.6505219011227276,0.6148582827480719
TB_SRI,RandomForest,cdk_fp,20,70,0.6415071701967192,0.6587454300622205,0.6479239576739126,0.6178521228540242
TB_SRI,RandomForest,cdk_fp,30,5,0.6636704990004219,0.6744897533601044,0.6694773214112107,0.6470444222299505
TB_SRI,RandomForest,cdk_fp,30,10,0.659018922283345,0.6758512960262346,0.6604346852640547,0.640770785559746
TB_SRI,RandomForest,cdk_fp,30,20,0.6455039457515803,0.6650030028636367,0.6545886378418934,0.6169201965492109
TB_SRI,RandomForest,cdk_fp,30,30,0.6428527677017966,0.6595004061335734,0.6495060487348474,0.6195518482369688
TB_SRI,RandomForest,cdk_fp,30,40,0.6467321331235701,0.6626362939416235,0.656087618571737,0.6214724868573499
TB_SRI,RandomForest,cdk_fp,30,50,0.6440267482529258,0.6593782902436148,0.649202505241417,0.6234994492737461
TB_SRI,RandomForest,cdk_fp,30,60,0.6422613069452691,0.6557474641955313,0.6532453238441116,0.6177911327961645
TB_SRI,RandomForest,cdk_fp,30,70,0.6427718536482645,0.6567892573636347,0.6505532520722493,0.6209730515089096
TB_SRI,RandomForest,rdkit_fp,2,5,0.6538501699502809,0.6707202597840275,0.6542345713069777,0.6365956787598374
TB_SRI,RandomForest,rdkit_fp,2,10,0.6556646423731136,0.6737751959793444,0.6566351815253074,0.6365835496146891
TB_SRI,RandomForest,rdkit_fp,2,20,0.6534556670546303,0.6703617131761964,0.6528533752998984,0.6371519126877964
TB_SRI,RandomForest,rdkit_fp,2,30,0.6527185557233428,0.6722063196060597,0.6522838807012057,0.633665466862763
TB_SRI,RandomForest,rdkit_fp,2,40,0.6534708697279656,0.6702806616889458,0.6526566909078421,0.6374752565871094
TB_SRI,RandomForest,rdkit_fp,2,50,0.6527949060339815,0.6677017689926795,0.6528505195864759,0.6378324295227891
TB_SRI,RandomForest,rdkit_fp,2,60,0.6528312720184271,0.6686806328909223,0.652585024448183,0.6372281587161762
TB_SRI,RandomForest,rdkit_fp,2,70,0.6516356221162646,0.6679689480038435,0.6513186584785319,0.6356192598664182
TB_SRI,RandomForest,rdkit_fp,5,5,0.6448643109417959,0.6573132548958972,0.6417789501371087,0.6355007277923816
TB_SRI,RandomForest,rdkit_fp,5,10,0.6482003928871204,0.666006432263627,0.649220643158119,0.6293741032396154
TB_SRI,RandomForest,rdkit_fp,5,20,0.6469992428844856,0.6653078704903196,0.6465335991238286,0.6291562590393087
TB_SRI,RandomForest,rdkit_fp,5,30,0.6466605896880796,0.6695701212996152,0.6420644400329789,0.6283472077316448
TB_SRI,RandomForest,rdkit_fp,5,40,0.6454849717072983,0.6651789531090843,0.6448233517366597,0.6264526102761512
TB_SRI,RandomForest,rdkit_fp,5,50,0.647332127429411,0.665388382268842,0.645190170033454,0.6314178299859374
TB_SRI,RandomForest,rdkit_fp,5,60,0.6445946780957454,0.6641695656330662,0.6408712232617237,0.6287432453924463
TB_SRI,RandomForest,rdkit_fp,5,70,0.6437972420016864,0.6621467619260416,0.6417231333740645,0.6275218307049532
TB_SRI,RandomForest,rdkit_fp,10,5,0.6496102569133833,0.6645915383837672,0.6481416738125323,0.6360975585438505
TB_SRI,RandomForest,rdkit_fp,10,10,0.6462266481976159,0.6622410745151658,0.6486220709067624,0.6278167991709196
TB_SRI,RandomForest,rdkit_fp,10,20,0.6426289445524277,0.6653893915914935,0.63879297986267,0.6237044622031198
TB_SRI,RandomForest,rdkit_fp,10,30,0.6409865841693756,0.6659479026422858,0.6350705888727273,0.6219412609931138
TB_SRI,RandomForest,rdkit_fp,10,40,0.640892207137808,0.6621066106207341,0.6397531466640516,0.6208168641286387
TB_SRI,RandomForest,rdkit_fp,10,50,0.6395758004802892,0.6604859175920584,0.6376233413574044,0.6206181424914049
TB_SRI,RandomForest,rdkit_fp,10,60,0.6377920725575563,0.6551150196352574,0.6397451522021528,0.6185160458352589
TB_SRI,RandomForest,rdkit_fp,10,70,0.6380661157326891,0.6586075192882138,0.6365934127738178,0.6189974151360359
TB_SRI,RandomForest,rdkit_fp,15,5,0.6441681663429155,0.6607885365330045,0.644789161909136,0.6269268005866062
TB_SRI,RandomForest,rdkit_fp,15,10,0.6465680871571948,0.6579553154574164,0.6555752858269047,0.6261736601872636
TB_SRI,RandomForest,rdkit_fp,15,20,0.6423314475190486,0.6656772783040282,0.6400446562619387,0.6212724079911789
TB_SRI,RandomForest,rdkit_fp,15,30,0.6398679772994005,0.6627901610726082,0.6380554833888727,0.6187582874367206
TB_SRI,RandomForest,rdkit_fp,15,40,0.637769642230334,0.6586282227239985,0.6378990369080587,0.6167816670589451
TB_SRI,RandomForest,rdkit_fp,15,50,0.6340971275377616,0.6544372376947696,0.6343497711398698,0.6135043737786455
TB_SRI,RandomForest,rdkit_fp,15,60,0.6352006720604206,0.6506017744413621,0.6385054821345554,0.6164947596053447
TB_SRI,RandomForest,rdkit_fp,15,70,0.6338859777869164,0.6503110832278559,0.6349964168568176,0.6163504332760754
TB_SRI,RandomForest,rdkit_fp,20,5,0.642313762283719,0.6509070160245793,0.6484799048293275,0.6275543659972501
TB_SRI,RandomForest,rdkit_fp,20,10,0.6463337521410336,0.6564028502487922,0.6557209924427795,0.6268774137315292
TB_SRI,RandomForest,rdkit_fp,20,20,0.6423666737575467,0.6612772331035256,0.6444084858588776,0.6214143023102373
