"NAME [String]","METHOD [String]","C [Double]","offset [Double]","featuresColumn [String]","degree [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","rdkit_fp","2","1.65111573540101","1.7112600853702178","1.6902900930856497","1.5517970277471624"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","rdkit_fp","2","1.2874845708706142","1.3520633830216482","1.3377768271644632","1.172613502425731"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","rdkit_fp","2","0.7937220140104598","0.8259230106486154","0.8913967529740806","0.6638462784086835"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","rdkit_fp","2","0.6176306308618827","0.6657858136451698","0.6658869398444179","0.5212191390960603"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","rdkit_fp","2","0.5920225309265614","0.6639423214648668","0.605353081748259","0.5067721895665588"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","rdkit_fp","2","1.632721234609001","1.6926577292891132","1.6730760422244197","1.5324299323134707"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","rdkit_fp","2","1.1763104064036365","1.238155121742925","1.2317093599857218","1.0590667374822629"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","rdkit_fp","2","0.7663138204790468","0.8067199714117833","0.864230380102997","0.6279911099223602"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","rdkit_fp","2","0.6072004314730022","0.6555905327189859","0.6532671078910937","0.512743653808927"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","rdkit_fp","2","0.5953348432909001","0.6610633539000896","0.617698820530508","0.5072423554421028"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","cdk_fp","2","1.6895177428415","1.7511097891084835","1.727264248761276","1.590179190654741"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","cdk_fp","2","1.6002187239882977","1.663745700310875","1.6472829862077558","1.4896274854462623"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","cdk_fp","2","1.0531294825957718","1.1218013084220708","1.1214361336958414","0.9161510056694033"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","cdk_fp","2","0.6862009079300512","0.7437915801999005","0.7531040734305239","0.5617070701597293"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","cdk_fp","2","0.6071371838084104","0.6953913183202247","0.6172033856341467","0.5088168474708599"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","cdk_fp","2","1.673389016180779","1.7326431018753587","1.7124726658482559","1.5750512808187227"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","cdk_fp","2","1.4746385337320886","1.5376638258681306","1.5280359703474138","1.3582158049807214"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","cdk_fp","2","0.8497965600244385","0.8986422897424393","0.9303609221057475","0.7203864682251288"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","cdk_fp","2","0.641060991821995","0.7035873427683433","0.6866232123191219","0.5329724203785198"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","cdk_fp","2","0.6033208758533061","0.6916844838681006","0.6060158421841898","0.5122623015076281"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","cdk_fp","2","1.6582547545458002","1.720144879294709","1.699776644226825","1.5548427401158658"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","cdk_fp","2","1.3643485653201743","1.435866615725234","1.4160929232610608","1.2410861569742286"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","cdk_fp","2","0.8067177768102906","0.8577451519427918","0.8897537879935414","0.6726543904945385"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","cdk_fp","2","0.6209849582870403","0.6768249048830006","0.6622549536634502","0.5238750163146698"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","cdk_fp","2","0.6071357241309802","0.6911114812495267","0.6168448883025199","0.5134508028408937"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","cdk_fp","2","1.6446572318311894","1.7069277033915042","1.6886707926077629","1.5383731994943015"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","cdk_fp","2","1.2744331197456413","1.3465683710948408","1.3321969942451428","1.1445339938969405"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","cdk_fp","2","0.7774051517289914","0.8313403049491238","0.860682456742262","0.6401926934955884"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","cdk_fp","2","0.6143670967887734","0.6690707641411132","0.6558005136438125","0.5182300125813945"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","cdk_fp","2","0.6109676699410262","0.689873798880896","0.6287324081522495","0.5142968027899333"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","rdkit_fp","3","1.6870005772730854","1.7470540944804565","1.7258376583200894","1.5881099790187096"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","rdkit_fp","3","1.5671312319794588","1.6281213416902762","1.607409509040658","1.4658628452074425"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","rdkit_fp","3","0.9185574426576971","0.9418528877310496","1.0054440726055969","0.8083753676364451"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","rdkit_fp","3","0.6593734564970575","0.7086331788582755","0.725558303059072","0.5439288875738248"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","rdkit_fp","3","0.5883698345793212","0.6742623600686776","0.5927887677989165","0.49805837587036944"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","rdkit_fp","3","1.6202399088708692","1.6784781576569476","1.6620068703474389","1.5202346986082218"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","rdkit_fp","3","1.1068139945693278","1.162676808962124","1.1735192446524003","0.9842459300934593"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","rdkit_fp","3","0.7343943618778669","0.7754800600914075","0.8303358756184835","0.5973671499237095"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","rdkit_fp","3","0.6085487768313553","0.6793989678350896","0.6414284058909431","0.5048189567680332"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","rdkit_fp","3","0.6018668160706576","0.6742039301858337","0.6307544836172926","0.5006420344088465"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","rdkit_fp","3","1.5121635809478657","1.5746829448429764","1.5539669227463384","1.4078408752542826"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","rdkit_fp","3","0.8659548190992984","0.8783400425899439","0.9613577631437321","0.7581666515642193"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","rdkit_fp","3","0.6588989642016573","0.7113480414456453","0.7276844315834406","0.537664419575886"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","rdkit_fp","3","0.5915702187750086","0.6724214647224771","0.5988619057050314","0.5034272858975173"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","rdkit_fp","3","0.6031472309111852","0.6708676502939913","0.6354380954607143","0.5031359469788499"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","rdkit_fp","3","1.3716792467146137","1.43344700747119","1.4161286047962767","1.2654621278763745"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","rdkit_fp","3","0.8133067770434895","0.8391897601051491","0.9106699535805519","0.6900606174447674"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","rdkit_fp","3","0.6285276240436471","0.6789171905502113","0.6799358712890275","0.5267298102917025"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","rdkit_fp","3","0.5907176422278378","0.6685566528669307","0.5981082799195702","0.5054879938970126"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","rdkit_fp","3","0.6033987893123823","0.6671880096754798","0.6384092240297748","0.5045991342318924"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","cdk_fp","3","1.68927435541441","1.7507607392965878","1.7268964172100398","1.5901659097366028"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","cdk_fp","3","1.599978220624175","1.6620804651129544","1.6465189596850711","1.4913352370744999"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","cdk_fp","3","1.0324046017266177","1.0987568330443758","1.1010924125000159","0.8973645596354615"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","cdk_fp","3","0.6619305414959932","0.7253183851571098","0.7094447912272867","0.5510284481035832"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","cdk_fp","3","0.5977628872183867","0.6898587422079492","0.5987777798033467","0.5046521396438641"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","cdk_fp","3","1.6370403081841685","1.6979786584516012","1.6820849707181986","1.5310572953827057"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","cdk_fp","3","1.2259707493908663","1.301789919873024","1.2855769624073388","1.0905453658922362"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","cdk_fp","3","0.7379991034416907","0.7933177695370311","0.8170152802216916","0.6036642605663498"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","cdk_fp","3","0.6183258074918065","0.7019245862929199","0.6390895131740765","0.5139633230084233"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","cdk_fp","3","0.6143505964828568","0.6914248669584174","0.6446269075842539","0.5070000149058994"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","cdk_fp","3","1.5495753137551276","1.6099365527385143","1.5985555182032931","1.4402338703235749"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","cdk_fp","3","0.9240305687275203","0.9829132508325972","0.9978827690141475","0.7912956863358163"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","cdk_fp","3","0.6607721740765706","0.7242004890584599","0.7144942114664569","0.5436218217047953"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","cdk_fp","3","0.6041444069670288","0.6927226646099692","0.6100464233955251","0.5096641328955921"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","cdk_fp","3","0.6171548543834441","0.6915927367014911","0.6501184113149774","0.5097534151338637"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","cdk_fp","3","1.4299807551121368","1.4986407725474593","1.4814874595533722","1.3098140332355792"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","cdk_fp","3","0.8304904179790227","0.8787301666994767","0.9124662044531668","0.7002748827844245"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","cdk_fp","3","0.6304494050027277","0.6916548376871576","0.6712257766823213","0.5284676006387043"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","cdk_fp","3","0.6041638749711931","0.6912151696973692","0.6094407156822098","0.5118357395340002"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","cdk_fp","3","0.6185540463995448","0.691228255358441","0.6530180350264925","0.5114158488137008"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","rdkit_fp","4","1.6872955024009635","1.747334252450128","1.7259891859829275","1.5885630687698344"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","rdkit_fp","4","1.572019389488623","1.6335854559140452","1.6124964804781858","1.4699762320736376"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","rdkit_fp","4","0.9313813267696881","0.960824262189833","1.0140888910908652","0.819230827028366"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","rdkit_fp","4","0.651330094091015","0.6990475371979583","0.7112480808691718","0.5436946642059152"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","rdkit_fp","4","0.5934104424368284","0.6808184518622219","0.5994325963246546","0.4999802791236087"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","rdkit_fp","4","1.5290774409361816","1.5886681560494162","1.5734053353940887","1.4251588313650392"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","rdkit_fp","4","0.8690318502735633","0.8783266881969451","0.9656570339532279","0.763111828670517"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","rdkit_fp","4","0.6501558397356774","0.7026317909354414","0.7111893061108365","0.5366464221607544"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","rdkit_fp","4","0.5876057614002104","0.6743805660237722","0.5892989267195566","0.4991377914573024"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","rdkit_fp","4","0.5998756592126551","0.6744639265795955","0.626786184874825","0.4983768661835449"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","rdkit_fp","4","1.1463272505107114","1.2022395696365555","1.2071131258226722","1.0296290560729067"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","rdkit_fp","4","0.7442683344949614","0.7839798698451154","0.8406641476918667","0.6081609859479024"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","rdkit_fp","4","0.6092071397223725","0.6762831928795779","0.6456486697553199","0.5056895565322196"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","rdkit_fp","4","0.6020486944321758","0.6742798185737879","0.6310746065306817","0.5007916581920577"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","rdkit_fp","4","0.601999637242997","0.6742798185738349","0.6309274349631153","0.5007916581920406"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","rdkit_fp","4","0.8723608711213968","0.8835387816556505","0.9666847908113113","0.7668590408972289"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","rdkit_fp","4","0.6632908609380197","0.7148754082999577","0.7352155121153783","0.5397816623987233"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","rdkit_fp","4","0.5926534034698488","0.6744209449722736","0.6005814465584158","0.502957818878857"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","rdkit_fp","4","0.6028449197777831","0.6716798205768125","0.6342751558356107","0.5025797829209262"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","rdkit_fp","4","0.6028709586753034","0.6717037394163148","0.6343293536885374","0.502579782921058"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","cdk_fp","4","1.6900141280736225","1.751469529642143","1.7276885920723561","1.5908842625063688"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","cdk_fp","4","1.6064709240038442","1.667482856325816","1.653153483840643","1.498776431845074"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","cdk_fp","4","1.049441062741476","1.1137412726419382","1.119213834283796","0.9153680812986942"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","cdk_fp","4","0.6526709714472885","0.7165755652407909","0.6936493963545399","0.5477879527465346"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","cdk_fp","4","0.601583480729155","0.6936939760517058","0.6044236706730236","0.5066327954627357"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","cdk_fp","4","1.5654799496741088","1.626076532128786","1.6168954461477572","1.4534678707457833"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","cdk_fp","4","0.9400584811483675","0.996261031202744","1.0165139178187537","0.8074004944236052"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","cdk_fp","4","0.652914081693638","0.7174996090022635","0.6998032532712745","0.5414393828073758"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","cdk_fp","4","0.5981771564162549","0.6906798882210778","0.598318623090226","0.5055329579374608"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","cdk_fp","4","0.6114808118433456","0.6905389836682274","0.63912917810589","0.5047742737559192"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","cdk_fp","4","1.2579285698512381","1.3294265980523456","1.3185807000296872","1.125778411471682"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","cdk_fp","4","0.7484827415478952","0.8024009567189606","0.828731258432384","0.6143160094923409"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","cdk_fp","4","0.6194002583757371","0.6986090331324272","0.6452736893343405","0.5143180526604436"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","cdk_fp","4","0.6144801213568248","0.6915365271338232","0.6446664380861572","0.5072373988504939"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","cdk_fp","4","0.614724359123644","0.6915365271338513","0.6453999237216362","0.5072366265154443"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","cdk_fp","4","0.9408020335927133","0.9973937718100377","1.017381808746272","0.8076305202218302"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","cdk_fp","4","0.6646377828401254","0.7274605414585532","0.7206279999885287","0.5458248070732943"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","cdk_fp","4","0.604729449721758","0.6938191843054319","0.6111296231923136","0.5092395416675285"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","cdk_fp","4","0.616639227594347","0.6917976781932359","0.6489614109440398","0.5091585936457653"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","cdk_fp","4","0.6166579589832849","0.6917976781931426","0.6490169150206204","0.5091592837360918"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","rdkit_fp","5","1.6882056822490892","1.7482374843006843","1.7267586213818573","1.5896209410647255"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","rdkit_fp","5","1.5834677043022902","1.6423023377909503","1.6264138192147939","1.4816869559011268"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","rdkit_fp","5","0.9629396494006524","0.9955566405963747","1.0422771412003453","0.8509851664052374"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","rdkit_fp","5","0.6501082913809412","0.6947762151367465","0.7075216736947975","0.5480269853112799"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","rdkit_fp","5","0.6021504314716054","0.6881904560248868","0.6126387558322424","0.5056220825576868"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","rdkit_fp","5","1.3602514613424017","1.4168437619957808","1.408591649560052","1.2553189724713723"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","rdkit_fp","5","0.7930664557322223","0.8150916667256458","0.8940481068382048","0.6700595936328165"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","rdkit_fp","5","0.6106063885773941","0.6651602444439837","0.6540377908175141","0.5126211304706848"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","rdkit_fp","5","0.594165019967927","0.6750115373246979","0.6102995869540707","0.49718393562501256"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","rdkit_fp","5","0.59920519976527","0.6749709991037544","0.6254816706808335","0.4971629295112224"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","rdkit_fp","5","0.8418377262627651","0.8571350868734006","0.9401110917905976","0.7282670001242975"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","rdkit_fp","5","0.6362952094065522","0.6912094066508313","0.687832745948864","0.5298434756199614"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","rdkit_fp","5","0.5884016776956221","0.6748625210646407","0.5904183097288314","0.49992420229339446"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","rdkit_fp","5","0.6004330964409254","0.6743495163748928","0.627837474669762","0.49911229827812126"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","rdkit_fp","5","0.6004330964409448","0.6743495163749899","0.6278374746696518","0.4991122982781925"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","rdkit_fp","5","0.7285987243915927","0.7708770127932285","0.8239866692331649","0.5909324911483848"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","rdkit_fp","5","0.6066859093427199","0.6794342602991921","0.6362617923371955","0.5043616753917722"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","rdkit_fp","5","0.6020634909570659","0.6742690543566027","0.6310179944329104","0.5009034240816846"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","rdkit_fp","5","0.6020701988819516","0.6742690543565811","0.6310381182075859","0.5009034240816875"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","rdkit_fp","5","0.6020673599063219","0.6742690543574564","0.6310296012792717","0.5009034240822376"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","0.0","cdk_fp","5","1.6911243952825779","1.7527210839027236","1.72886923883017","1.5917828631148407"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","0.0","cdk_fp","5","1.6157364552595128","1.6752333706634925","1.6651974926522393","1.5067785024628064"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","0.0","cdk_fp","5","1.0840191018779926","1.1447077637681133","1.1569264620832482","0.9504230797826162"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","0.0","cdk_fp","5","0.6523479582697319","0.7149624348554567","0.69296587906002","0.549115560893719"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","0.0","cdk_fp","5","0.6097726511006402","0.6997213130288245","0.6163096154858682","0.5132870247872279"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","1.0","cdk_fp","5","1.4357247881901138","1.5014209269233258","1.4892272348196005","1.3165262028274156"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","1.0","cdk_fp","5","0.8008514858802186","0.8485583382929744","0.8838713317142701","0.6701247876334114"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","1.0","cdk_fp","5","0.6187961159621795","0.6874924792842478","0.6485948455076735","0.5203010230946171"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","1.0","cdk_fp","5","0.604488118839258","0.6896249552755317","0.6199473999147537","0.5038920013274886"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","1.0","cdk_fp","5","0.6096411629972454","0.6896677385360797","0.6353637491281486","0.5038920013275078"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","2.0","cdk_fp","5","0.8748109849461732","0.9254824906673904","0.9542705347786057","0.7446799293925236"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","2.0","cdk_fp","5","0.6391776180834654","0.7045679202601008","0.6795464769184513","0.5334184570718441"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","2.0","cdk_fp","5","0.5992679957480235","0.6908434794198333","0.6010933407264021","0.5058671670978351"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","2.0","cdk_fp","5","0.6125996657811167","0.6908356382881313","0.6413901459068407","0.5055732131483778"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","2.0","cdk_fp","5","0.6126123110542254","0.6908584739946508","0.6414116250659653","0.5055668341020603"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.001","3.0","cdk_fp","5","0.7319788985091243","0.7875480350146659","0.8107453973698197","0.5976432631428878"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.01","3.0","cdk_fp","5","0.6176187984573875","0.7020648528660237","0.6366732180070985","0.5141183244990405"
"Xanthine-Bostaurus","SMILE_SVR_TAN","0.1","3.0","cdk_fp","5","0.6146886457264974","0.6915887593639919","0.6451347258553007","0.5073424519601997"
"Xanthine-Bostaurus","SMILE_SVR_TAN","1.0","3.0","cdk_fp","5","0.6148275182707585","0.6915887593640194","0.6455502747600282","0.507343520688228"
"Xanthine-Bostaurus","SMILE_SVR_TAN","10.0","3.0","cdk_fp","5","0.614827069501764","0.6915887593635718","0.6455489284539584","0.5073435206877619"
"Chagas","SMILE_SVR_TAN","0.001","0.0","rdkit_fp","2","0.8640283886886352","0.8611992048162871","0.8480284208577099","0.8828575403919087"
"Chagas","SMILE_SVR_TAN","0.01","0.0","rdkit_fp","2","0.8169398222670542","0.8111032050500289","0.8003297645524097","0.8393864971987243"
"Chagas","SMILE_SVR_TAN","0.1","0.0","rdkit_fp","2","0.6383945989920626","0.6303119067278612","0.6124242486954605","0.6724476415528665"
"Chagas","SMILE_SVR_TAN","1.0","0.0","rdkit_fp","2","0.48946999590606816","0.4838074642716348","0.4707080394757085","0.5138944839708612"
"Chagas","SMILE_SVR_TAN","10.0","0.0","rdkit_fp","2","0.4655368824557322","0.4723384511363484","0.462706632444995","0.46156556378585334"
"Chagas","SMILE_SVR_TAN","0.001","1.0","rdkit_fp","2","0.856274336937727","0.8537505133143248","0.8394917347691017","0.8755807627297546"
"Chagas","SMILE_SVR_TAN","0.01","1.0","rdkit_fp","2","0.7628205099961507","0.7528793884138125","0.7456916688463442","0.7898904727282952"
"Chagas","SMILE_SVR_TAN","0.1","1.0","rdkit_fp","2","0.5759326933171045","0.5714005422102454","0.5453583734395834","0.6110391643014846"
"Chagas","SMILE_SVR_TAN","1.0","1.0","rdkit_fp","2","0.46658034283282657","0.4606460416337654","0.461138093997396","0.47795689286731824"
"Chagas","SMILE_SVR_TAN","10.0","1.0","rdkit_fp","2","0.4740438528093769","0.47742888445749804","0.4751801019373448","0.46952257203328773"
"Chagas","SMILE_SVR_TAN","0.001","2.0","rdkit_fp","2","0.848330039732696","0.8448858754531529","0.8315332505820658","0.8685709931628695"
"Chagas","SMILE_SVR_TAN","0.01","2.0","rdkit_fp","2","0.7249832330678091","0.7152043698716947","0.7044606754115125","0.7552846539202204"
"Chagas","SMILE_SVR_TAN","0.1","2.0","rdkit_fp","2","0.545588896903166","0.5380953246004787","0.5199144733441985","0.578756892764821"
"Chagas","SMILE_SVR_TAN","1.0","2.0","rdkit_fp","2","0.4586862044364082","0.4544057180711612","0.4578073830184577","0.4638455122196056"
"Chagas","SMILE_SVR_TAN","10.0","2.0","rdkit_fp","2","0.48040303258496125","0.4812163254828811","0.4815849014900395","0.478407870781963"
"Chagas","SMILE_SVR_TAN","0.001","3.0","rdkit_fp","2","0.8406940194034167","0.8365080188171153","0.8240077784100076","0.8615662609831272"
"Chagas","SMILE_SVR_TAN","0.01","3.0","rdkit_fp","2","0.6945730737157318","0.6848653303685047","0.6715003902201468","0.727353500558544"
"Chagas","SMILE_SVR_TAN","0.1","3.0","rdkit_fp","2","0.5273010340258696","0.5158438091972497","0.5067063855668096","0.5593529073135493"
"Chagas","SMILE_SVR_TAN","1.0","3.0","rdkit_fp","2","0.4564705805447587","0.4533133489143473","0.45901964521257665","0.4570787475073522"
"Chagas","SMILE_SVR_TAN","10.0","3.0","rdkit_fp","2","0.4839980419210026","0.482144310386956","0.48740417741596304","0.4824456379600888"
"Chagas","SMILE_SVR_TAN","0.001","0.0","cdk_fp","2","0.8644396302693723","0.8614067226251746","0.8485513548024122","0.8833608133805304"
"Chagas","SMILE_SVR_TAN","0.01","0.0","cdk_fp","2","0.8212965952155084","0.8167861138056532","0.8037315511639633","0.8433721206769084"
"Chagas","SMILE_SVR_TAN","0.1","0.0","cdk_fp","2","0.6481502983990534","0.6396874166816897","0.6204254727881202","0.6843380057273502"
