"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","foldSize [Int]","maxNodes [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","SMILE_RFR_FP","70","cdk_fp","500","5000","0.6777581739070273","0.6593400594846517","0.6168047684021392","0.7571296938342913"
"Caco2","SMILE_RFR_FP","30","rdkit_fp","1000","5000","0.7264263955775846","0.7307325027960313","0.7050286327508763","0.7435180511858464"
"Caco2","SMILE_RFR_FP","40","rdkit_fp","1000","5000","0.7264368781368864","0.7146270040337283","0.7216359400239722","0.7430476903529587"
"Caco2","SMILE_RFR_FP","50","rdkit_fp","1000","5000","0.7210115232682646","0.716840981439733","0.677241031356146","0.7689525570089146"
"Caco2","SMILE_RFR_FP","60","rdkit_fp","1000","5000","0.7086032427074085","0.735657308597422","0.6525337148548693","0.7376187046699342"
"Caco2","SMILE_RFR_FP","70","rdkit_fp","1000","5000","0.7028062321535682","0.72420809625714","0.6561504874478085","0.728060112755756"
"Caco2","SMILE_RFR_FP","30","cdk_fp","1000","5000","0.6493448550420168","0.6535160862005737","0.6015607262376949","0.6929577526877817"
"Caco2","SMILE_RFR_FP","40","cdk_fp","1000","5000","0.678375831875811","0.654225256609738","0.6352619721840603","0.7456402668336346"
"Caco2","SMILE_RFR_FP","50","cdk_fp","1000","5000","0.6810307989428569","0.664392941595489","0.6458263287348452","0.7328731264982367"
"Caco2","SMILE_RFR_FP","60","cdk_fp","1000","5000","0.6799643376636809","0.6635793588593063","0.6313362136499538","0.7449774404817826"
"Caco2","SMILE_RFR_FP","70","cdk_fp","1000","5000","0.6788119604987917","0.6801955725302121","0.6025839797069994","0.7536563292591634"
"Caco2","SMILE_RFR_FP","30","rdkit_fp","2000","5000","0.6905064780559392","0.7285250756024466","0.6458930328268077","0.6971013257385634"
"Caco2","SMILE_RFR_FP","40","rdkit_fp","2000","5000","0.7036534346587966","0.7135375195622534","0.6425240625670445","0.7548987218470916"
"Caco2","SMILE_RFR_FP","50","rdkit_fp","2000","5000","0.7240636045076193","0.724177328273852","0.6792184007244496","0.7687950845245567"
"Caco2","SMILE_RFR_FP","60","rdkit_fp","2000","5000","0.6867743253826042","0.6885915137281409","0.662189730535742","0.7095417318839299"
"Caco2","SMILE_RFR_FP","70","rdkit_fp","2000","5000","0.7014363047854436","0.717173866558122","0.6636427355508996","0.723492312247309"
"Caco2","SMILE_RFR_FP","30","cdk_fp","2000","5000","0.6799548446694678","0.675142709886849","0.6070071366865909","0.7577146874349636"
"Caco2","SMILE_RFR_FP","40","cdk_fp","2000","5000","0.6821328563846883","0.663868736318511","0.6164684875101023","0.7660613453254518"
"Caco2","SMILE_RFR_FP","50","cdk_fp","2000","5000","0.6711417433091583","0.6852613671136102","0.5782913456727277","0.7498725171411372"
"Caco2","SMILE_RFR_FP","60","cdk_fp","2000","5000","0.680250044265323","0.6830944889023901","0.6354832679809858","0.7221723759125932"
"Caco2","SMILE_RFR_FP","70","cdk_fp","2000","5000","0.6715041229944001","0.654903339916511","0.6115962455029185","0.7480127835637707"
"Caco2","SMILE_RFR_FP","30","rdkit_fp","500","10000","0.7179175759618883","0.75392335030139","0.6610823767820673","0.7387470008022077"
"Caco2","SMILE_RFR_FP","40","rdkit_fp","500","10000","0.6996642396859839","0.6993981273956366","0.671793699414912","0.7278008922474032"
"Caco2","SMILE_RFR_FP","50","rdkit_fp","500","10000","0.7062002426255661","0.7377965380320176","0.6383154678966876","0.742488721947993"
"Caco2","SMILE_RFR_FP","60","rdkit_fp","500","10000","0.7221672254559475","0.7668814394812867","0.6669191592175455","0.7327010776690103"
"Caco2","SMILE_RFR_FP","70","rdkit_fp","500","10000","0.7066794618952407","0.7333771775439413","0.6458436402194563","0.7408175679223244"
"Caco2","SMILE_RFR_FP","30","cdk_fp","500","10000","0.7009684636078495","0.7204156882391","0.6124357828374103","0.7700539197470384"
"Caco2","SMILE_RFR_FP","40","cdk_fp","500","10000","0.7059069721329533","0.699792356562048","0.6331351985188454","0.7847933613179662"
"Caco2","SMILE_RFR_FP","50","cdk_fp","500","10000","0.6836566844236271","0.6926179241205335","0.5949279655815395","0.7634241635688083"
"Caco2","SMILE_RFR_FP","60","cdk_fp","500","10000","0.6659508108803553","0.6674551332287234","0.6069891779570387","0.7234081214553042"
"Caco2","SMILE_RFR_FP","70","cdk_fp","500","10000","0.6762198001998211","0.6636645278599996","0.6111857344275318","0.7538091383119317"
"Caco2","SMILE_RFR_FP","30","rdkit_fp","1000","10000","0.7078600283504456","0.7422133792651162","0.6515529891627777","0.7298137166234427"
"Caco2","SMILE_RFR_FP","40","rdkit_fp","1000","10000","0.7100123497152141","0.7230330820677651","0.6745019677930609","0.7325019992848162"
"Caco2","SMILE_RFR_FP","50","rdkit_fp","1000","10000","0.7139044509624486","0.745891501469284","0.6557667539014549","0.740055097516607"
"Caco2","SMILE_RFR_FP","60","rdkit_fp","1000","10000","0.7061874523908559","0.7249892390320312","0.6665704145760013","0.7270027035645352"
"Caco2","SMILE_RFR_FP","70","rdkit_fp","1000","10000","0.712848767320735","0.7288825500560018","0.6784404723750385","0.7312232795311646"
"Caco2","SMILE_RFR_FP","30","cdk_fp","1000","10000","0.6824863676343224","0.6462070748748951","0.6283029955128236","0.7729490325152479"
"Caco2","SMILE_RFR_FP","40","cdk_fp","1000","10000","0.6923114721736563","0.6950185089464984","0.6415606338113572","0.740355273763113"
"Caco2","SMILE_RFR_FP","50","cdk_fp","1000","10000","0.6902304385290203","0.6770909678507468","0.6493673305651728","0.7442330171711412"
"Caco2","SMILE_RFR_FP","60","cdk_fp","1000","10000","0.6785360055521514","0.6677918926451225","0.6076019334400349","0.7602141905712969"
"Caco2","SMILE_RFR_FP","70","cdk_fp","1000","10000","0.6698539792975993","0.6346465011625548","0.6352710208511784","0.7396444158790649"
"Caco2","SMILE_RFR_FP","30","rdkit_fp","2000","10000","0.6870716082229028","0.6888176182718088","0.6606841627684271","0.7117130436284728"
"Caco2","SMILE_RFR_FP","40","rdkit_fp","2000","10000","0.7055251084449404","0.6986831229077438","0.6652452657997963","0.7526469366272815"
"Caco2","SMILE_RFR_FP","50","rdkit_fp","2000","10000","0.6791428385969643","0.6991326215649282","0.6236931375023494","0.7146027567236152"
"Caco2","SMILE_RFR_FP","60","rdkit_fp","2000","10000","0.7034952725342475","0.7105342928366998","0.6687277729462754","0.7312237518197672"
"Caco2","SMILE_RFR_FP","70","rdkit_fp","2000","10000","0.7098242600525703","0.7082697206562841","0.6576745222511053","0.7635285372503209"
"Caco2","SMILE_RFR_FP","30","cdk_fp","2000","10000","0.6761688537038725","0.6594920510637209","0.604524942263413","0.7644895677844835"
"Caco2","SMILE_RFR_FP","40","cdk_fp","2000","10000","0.6889937707950096","0.6567323988653385","0.6446923409610593","0.7655565725586307"
"Caco2","SMILE_RFR_FP","50","cdk_fp","2000","10000","0.6691630665931557","0.6406472587664135","0.6042115264585927","0.7626304145544613"
"Caco2","SMILE_RFR_FP","60","cdk_fp","2000","10000","0.682465530535694","0.666986332109497","0.6359677475370757","0.7444425119605095"
"Caco2","SMILE_RFR_FP","70","cdk_fp","2000","10000","0.6868090360632276","0.6633932206456875","0.634490823378391","0.7625430641656045"
"ADMECaco2","SMILE_RFR_FP","30","rdkit_fp","500","1000","0.8125320647662129","0.6824841113366915","0.8990341226365296","0.8560779603254176"
"ADMECaco2","SMILE_RFR_FP","40","rdkit_fp","500","1000","0.7767340449013925","0.6886584198684712","0.8525665185512672","0.7889771962844392"
"ADMECaco2","SMILE_RFR_FP","50","rdkit_fp","500","1000","0.7788659557065006","0.6874111589456378","0.8366242063057743","0.8125625018680896"
"ADMECaco2","SMILE_RFR_FP","60","rdkit_fp","500","1000","0.7929556792196905","0.684634995168933","0.903527746589379","0.7907042959007594"
"ADMECaco2","SMILE_RFR_FP","70","rdkit_fp","500","1000","0.7967024025242117","0.7026458375350821","0.8874282412971447","0.8000331287404082"
"ADMECaco2","SMILE_RFR_FP","30","cdk_fp","500","1000","0.8096198756596166","0.833469946826086","0.8325561200589905","0.7628335600937731"
"ADMECaco2","SMILE_RFR_FP","40","cdk_fp","500","1000","0.8049128525546857","0.8174767028401302","0.8448465264726046","0.7524153283513224"
"ADMECaco2","SMILE_RFR_FP","50","cdk_fp","500","1000","0.8056330960161576","0.8121806228133379","0.8346797450321494","0.7700389202029856"
"ADMECaco2","SMILE_RFR_FP","60","cdk_fp","500","1000","0.7974010675892793","0.8196043750865013","0.8132077857304149","0.7593910419509218"
"ADMECaco2","SMILE_RFR_FP","70","cdk_fp","500","1000","0.8059496922111387","0.8067473821756062","0.8414483900402098","0.7696533044175999"
"ADMECaco2","SMILE_RFR_FP","30","rdkit_fp","1000","1000","0.7751027308195505","0.6929920287793485","0.8466542481674145","0.7856619155118881"
