"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","foldSize [Int]","maxDepth [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","2000","30","0.6354955054656213","0.6927305069432764","0.669389921129843","0.5443660883237444"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","2000","30","0.629537469333295","0.681643067907045","0.6635314896722327","0.5434378504206075"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","2000","30","0.6297714548787087","0.6804166035832246","0.668956728234808","0.5399410328180932"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","2000","30","0.6471116036555862","0.6788558647217907","0.6910360128942584","0.5714429333507093"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","2000","30","0.6404438886667975","0.6788981900551478","0.6824490753245827","0.5599844006206618"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","2000","30","0.6397177699293048","0.6817539696068843","0.6820314449083019","0.5553678952727283"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","2000","30","0.6319796721977288","0.6747998636488342","0.6729650438023475","0.5481741091420048"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","2000","30","0.6321903376297607","0.673293204361258","0.6754488474683027","0.5478289610597215"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","rdkit_fp","500","40","0.647365561536215","0.721292990479326","0.6765942868252973","0.5442094073040219"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","rdkit_fp","500","40","0.6353721379747324","0.7003644964965141","0.6611839325080885","0.5445679849195946"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","500","40","0.629999562434432","0.7013855769692069","0.6458341573779693","0.5427789529561198"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","500","40","0.6308950256009686","0.6971048833494061","0.6550971436594105","0.5404830497940888"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","500","40","0.6300503290071804","0.6951289756243563","0.6589511904749298","0.536070820922255"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","500","40","0.6263463659219163","0.6751988379912721","0.6604032155355574","0.5434370442389197"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","500","40","0.6213509946602117","0.6633879729883951","0.6553766719482047","0.5452883390440352"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","500","40","0.6267843217216987","0.6696801217981853","0.6637480780653563","0.5469247653015548"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","500","40","0.6267028979508743","0.6676798819388399","0.669282412741783","0.5431463991720001"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","500","40","0.62798985463121","0.6679025827220049","0.6702086032692162","0.5458583779024088"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","rdkit_fp","1000","40","0.6410844767910265","0.6763277471777324","0.7005099788275336","0.5464157043678137"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","rdkit_fp","1000","40","0.6299051567943923","0.6657447125639367","0.6759647642526617","0.5480059935665784"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","1000","40","0.6284192880060129","0.6690999826263756","0.6696167396301519","0.5465411417615113"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","1000","40","0.6284717033637892","0.6703022793993697","0.6678469963852238","0.5472658343067743"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","1000","40","0.6307392296766104","0.6819331565037695","0.669369817755275","0.5409147147707869"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","1000","40","0.6570011353299096","0.7189823208443966","0.7176240789607538","0.5343970061845784"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","1000","40","0.647301808082803","0.6996921958717739","0.7045783752056352","0.537634853171"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","1000","40","0.6427759514454333","0.6924115034664149","0.6962275751485248","0.5396887757213602"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","1000","40","0.6364730036210318","0.6870997755829101","0.6795446512704174","0.5427745840097677"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","1000","40","0.6365304934298762","0.6831544497212685","0.6854896257330396","0.5409474048353204"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","rdkit_fp","2000","40","0.6318894109638521","0.6718319118561531","0.6746214237641133","0.5492148972712898"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","rdkit_fp","2000","40","0.6257070753373856","0.6719451702390518","0.6535443418577404","0.5516317139153644"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","2000","40","0.6211107260884504","0.6767686984177304","0.6436757963090595","0.5428876835385612"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","2000","40","0.6149814414387715","0.6669540084963885","0.6391992449165496","0.5387910709033765"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","2000","40","0.6147698450625873","0.6632185195106769","0.6413337846867063","0.5397572309903786"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","2000","40","0.6374152669761773","0.6852860345336949","0.6876073854913921","0.5393523809034451"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","2000","40","0.629735971068373","0.6815430014142181","0.6713224845363366","0.5363424272545644"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","2000","40","0.6284429938635407","0.6801059109144534","0.6634146838174657","0.5418083868587031"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","2000","40","0.6233335657744296","0.6771542741350668","0.6546367143926596","0.5382097087955621"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","2000","40","0.6225581598054353","0.6741266048624802","0.6512904733766379","0.5422574011771877"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","rdkit_fp","500","50","0.647365561536215","0.721292990479326","0.6765942868252973","0.5442094073040219"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","rdkit_fp","500","50","0.6352884760452405","0.7003644964965141","0.660932946719613","0.5445679849195946"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","500","50","0.6299259794136374","0.7013855769692069","0.6456134083155854","0.5427789529561198"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","500","50","0.630525954992531","0.6971048833494061","0.6549206633590171","0.5395523182691695"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","500","50","0.6301058144898625","0.6961888049547402","0.6588094644681038","0.535319174046743"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","500","50","0.6261932568116254","0.6752033866021003","0.6599393395938561","0.5434370442389197"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","500","50","0.6211062211506522","0.6630322240691922","0.6549981003387291","0.5452883390440352"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","500","50","0.6265675496985971","0.6693543875911608","0.6634234962030758","0.5469247653015548"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","500","50","0.6255810242604393","0.6645570004963708","0.6690396731129468","0.5431463991720001"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","500","50","0.6272653516234746","0.6652936838649972","0.6700020468160314","0.5465003241893953"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","rdkit_fp","1000","50","0.6413621474639779","0.6771282333339507","0.6986133578349069","0.5483448512230763"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","rdkit_fp","1000","50","0.6279023432914008","0.6663973179960168","0.6686962750232719","0.5486134368549137"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","1000","50","0.6285778201580962","0.6752881173046047","0.6636626839432239","0.5467826592264601"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","1000","50","0.6305159545152182","0.6746698501452978","0.6688272809998549","0.5480507324005018"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","1000","50","0.632898801442241","0.6865566114483806","0.6703933189905765","0.5417464738877656"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","1000","50","0.6605221606221449","0.723522326602919","0.7206371668326913","0.5374069884308245"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","1000","50","0.6496190167181805","0.7029022535818276","0.7063857381766838","0.5395690583960302"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","1000","50","0.644981223072496","0.69488653527986","0.6986924228780826","0.5413647110595453"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","1000","50","0.6383141149727862","0.6890962981195771","0.6816600262811391","0.5441860205176425"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","1000","50","0.6393478176649746","0.6860921599038297","0.6874100449202944","0.5445412481707999"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","rdkit_fp","2000","50","0.6302525061689659","0.6655726309851909","0.6850190569789293","0.5401658305427773"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","rdkit_fp","2000","50","0.622488898253503","0.658263658660285","0.6669261201377258","0.5422769159624979"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","rdkit_fp","2000","50","0.619868964541569","0.663428485472439","0.6575830808076228","0.538595327344645"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","rdkit_fp","2000","50","0.6143544749876543","0.6572362742073219","0.6503212351931036","0.5355059155625373"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","rdkit_fp","2000","50","0.6116339142294119","0.6533918362428194","0.6456288456135928","0.5358810608318233"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","30","cdk_fp","2000","50","0.6379023960647001","0.6845876774839649","0.6776086336844113","0.5515108770257241"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","40","cdk_fp","2000","50","0.6305296160863932","0.6838877460834331","0.6606616494889709","0.5470394526867758"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","50","cdk_fp","2000","50","0.6267899274112619","0.6812339002267932","0.6494749376225348","0.5496609443844576"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","60","cdk_fp","2000","50","0.6210816884885318","0.6754326957101873","0.6428226835105793","0.5449896862448291"
"Xanthine-Bostaurus","WEKA_FOLD_RFR","70","cdk_fp","2000","50","0.6193668524562366","0.6727586211248343","0.6385847864555522","0.5467571497883233"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","500","15","0.5285765054317176","0.5109585473867014","0.5398210189218684","0.5349499499865832"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","500","15","0.5287777175178824","0.5109815595239763","0.5384915890987326","0.5368600039309385"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","500","15","0.5272895823125568","0.513281173986661","0.5377269360873851","0.5308606368636246"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","500","15","0.5263684319578253","0.5143675957005743","0.5374909511745083","0.5272467489983932"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","500","15","0.5255860781773332","0.5133569246702037","0.5396388563843197","0.5237624534774761"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","500","15","0.5235579686366991","0.5130468385586139","0.5424259820711437","0.51520108528034"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","500","15","0.522384157996404","0.509767859146591","0.5413979115012624","0.515986703341359"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","500","15","0.5194136314461094","0.5073666124728344","0.5387871668319679","0.512087115033526"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","500","15","0.5191987805983874","0.5068840740330872","0.538020840460991","0.5126914273010841"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","500","15","0.5176026503121085","0.5062738456683684","0.5344454030700888","0.5120887021978684"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","1000","15","0.5726591370586346","0.5688725446655187","0.5808374989316066","0.5682673675787785"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","1000","15","0.573453625171951","0.5654622892277951","0.5845914800984378","0.5703071061896204"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","1000","15","0.5685650150832475","0.5631243295350358","0.5818221394264981","0.5607485762882088"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","1000","15","0.567333875864486","0.5538349348504645","0.5833403032802679","0.5648263894627256"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","1000","15","0.5676542991647979","0.5559825260540793","0.5847887743179051","0.5621915971224094"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","1000","15","0.5536532298364851","0.5459783550022225","0.5467119172311606","0.5682694172760722"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","1000","15","0.5570157978229789","0.5450064264157666","0.5524278844868707","0.5736130825662996"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","1000","15","0.5609829703287702","0.5541766500264431","0.5579383538636393","0.570833907096228"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","1000","15","0.5604996806574155","0.5539926159083594","0.5592263270900141","0.5682800989738731"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","1000","15","0.5593686514949744","0.5476341842559107","0.5610933682481124","0.5693784019809003"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","2000","15","0.6033437795988635","0.6069829709836141","0.5925254643759758","0.6105229034370007"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","2000","15","0.6049019353606284","0.5978469129972934","0.5985260273140209","0.6183328657705709"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","2000","15","0.6035641522918852","0.5924992039881085","0.6019819211983245","0.6162113316892227"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","2000","15","0.6033636415594013","0.5914561363787371","0.604532082695085","0.6141027056043817"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","2000","15","0.6045285053416626","0.5938995130093847","0.6089167718205727","0.6107692311950303"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","2000","15","0.6058984480937357","0.5814372211793074","0.6076250658237325","0.6286330572781673"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","2000","15","0.6085253576076385","0.5776895941342973","0.6139527793410405","0.6339336993475776"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","2000","15","0.6059838786827413","0.5762173772192727","0.6112861875741612","0.6304480712547902"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","2000","15","0.6040241193129616","0.5770086527335088","0.6067039167396541","0.6283597884657222"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","2000","15","0.6033671208071504","0.5791542989328894","0.6068021855858682","0.6241448779026936"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","500","20","0.5191568104455305","0.5026301937372305","0.5385419772908241","0.5162982603085369"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","500","20","0.5190609590281405","0.5043650618334349","0.5336332431327762","0.5191845721182106"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","500","20","0.5170806403640738","0.5071099684666942","0.5300289190356132","0.5141030335899139"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","500","20","0.5181047689848144","0.5087683711967126","0.5304538811782543","0.5150920545794764"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","500","20","0.5173942178780876","0.5040076987595175","0.5333346033588439","0.5148403515159017"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","500","20","0.521148191438174","0.5001812789397354","0.5270023845636641","0.5362609108111228"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","500","20","0.5187270857482428","0.49853181220436943","0.5276383352488426","0.5300111097915163"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","500","20","0.5171340808350656","0.4949977709509886","0.5302531898701779","0.5261512816840304"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","500","20","0.513322641245029","0.49062193236396695","0.5268499789756033","0.5224960123955166"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","500","20","0.5129704225892953","0.490959741639439","0.5259953286211696","0.521956197507277"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","1000","20","0.5358694491452249","0.5236019004251765","0.5450985350012902","0.5389079120092082"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","1000","20","0.5367370214182676","0.528739559439165","0.543859835413343","0.5376116694022949"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","1000","20","0.5351437631193666","0.5272577312739755","0.5481293732760293","0.530044184808095"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","1000","20","0.5337310025840876","0.5182323229152751","0.5472396277084179","0.5357210571285694"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","1000","20","0.5323466671976362","0.518385014563895","0.5483859274157383","0.5302690596132753"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","1000","20","0.535668454659667","0.5164919468315075","0.5342537697951625","0.5562596473523307"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","1000","20","0.5356866491680675","0.5168151229689266","0.5381511613724553","0.5520936631628207"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","1000","20","0.5373145388072843","0.5171201990673246","0.5387657077450858","0.5560577096094423"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","1000","20","0.536951989625526","0.5208487496886695","0.5387588837588191","0.5512483354290896"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","1000","20","0.5353922047796846","0.5182297186406714","0.540716550229532","0.5472303454688504"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","2000","20","0.5754542459933855","0.5873494200806209","0.5666587121418026","0.572354605757733"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","2000","20","0.5729915364302615","0.575583832360283","0.5658220838763438","0.5775686930541577"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","2000","20","0.5732607207054569","0.5701991208764869","0.5671667962854838","0.5824162449543998"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","2000","20","0.5740355727927967","0.5708325883400936","0.5702215526706707","0.5810525773676259"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","2000","20","0.5720799417722988","0.5669699834933961","0.572159555613372","0.5771102862101282"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","2000","20","0.5748309518434852","0.5654787211221836","0.5665004571428012","0.5925136772654709"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","2000","20","0.5776246965313301","0.5531923410868949","0.5747432881990151","0.6049384603080804"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","2000","20","0.5767817057306105","0.5563124879601543","0.5777272534755473","0.5963053757561299"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","2000","20","0.576832152680426","0.5581109800851249","0.5760041181965834","0.5963813597595694"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","2000","20","0.5753976348782501","0.5589078187857713","0.5765212185062993","0.5907638673426798"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","500","30","0.5158547336914981","0.5009094853306","0.5282627412989611","0.5183919744449335"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","500","30","0.5149198322050977","0.5034269707439771","0.5225214094876913","0.518811116383625"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","500","30","0.5125542918932129","0.503278819215718","0.5185020125123262","0.5158820439515942"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","500","30","0.5137192202830234","0.50268802091852","0.520831681599902","0.5176379583306482"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","500","30","0.5132589751882976","0.49820353932347833","0.523649974978786","0.5179234112626283"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","500","30","0.5099514647375544","0.49062930772897334","0.5226981436559722","0.5165269428277176"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","500","30","0.5094514620032062","0.4885826649981752","0.5241987158318173","0.515573005179626"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","500","30","0.5084282279786401","0.4835368568994871","0.5264585817006878","0.5152892453357454"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","500","30","0.5064838177497871","0.48329134249756406","0.5246482719088351","0.5115118388429621"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","500","30","0.5044813090991253","0.480709804504228","0.52301555944361","0.5097185633495376"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","1000","30","0.5379014497131162","0.5194816432602622","0.5443464426266568","0.5498762632524294"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","1000","30","0.5375768530625298","0.5279578291377687","0.5372834927185259","0.5474892373312947"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","1000","30","0.5330171594343979","0.5251103910540638","0.5423167638715969","0.5316243233775332"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","1000","30","0.5311814200603164","0.5181353365018996","0.5409700719806575","0.5344388516983922"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","1000","30","0.5290316873537639","0.5167561740890585","0.5387301345262425","0.5316087534459907"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","1000","30","0.5262804147796382","0.5167449237011322","0.519662690491765","0.5424336301460175"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","1000","30","0.5220763205677832","0.507966168501288","0.5182998678458733","0.5399629253561881"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","1000","30","0.5230426504781046","0.508822178844155","0.5183200959199682","0.5419856766701907"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","1000","30","0.5208672965576976","0.5109717958722154","0.5183650376438189","0.5332650561570585"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","1000","30","0.5202420631820482","0.5074148982696458","0.5205076047648673","0.5328036865116317"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","2000","30","0.5484672727571067","0.5469867231456681","0.5437366041804627","0.5546784909451895"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","2000","30","0.5452237050044331","0.5380073979229647","0.5457122635499629","0.5519514535403717"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","2000","30","0.5452621066201552","0.5364568534501165","0.5484277882765161","0.5509016781338332"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","2000","30","0.5467392361812596","0.5375927233399879","0.5492161338541804","0.5534088513496105"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","2000","30","0.5441357963329011","0.532333957518834","0.5500817760042876","0.5499916554755818"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","2000","30","0.5447941637675332","0.5287491620504999","0.546975709731559","0.5586576195205406"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","2000","30","0.5444049513850548","0.520308534775324","0.5507534033522935","0.562152916027547"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","2000","30","0.5444025168948433","0.5230493076157625","0.548273517688579","0.5618847253801885"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","2000","30","0.5415278738214768","0.5220773855686156","0.5448582703666424","0.5576479655291724"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","2000","30","0.5385449340136007","0.5224074963166839","0.5418933884914803","0.551333917232638"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","500","40","0.5148888205701344","0.5004594498694717","0.5268204757990858","0.5173865360418458"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","500","40","0.5127964319130787","0.5042352655959166","0.5182133441811079","0.5159406859622115"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","500","40","0.5109913583985851","0.5037915418063295","0.5157844590126288","0.513398074376797"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","500","40","0.51256554043275","0.5047236145889992","0.5189902891725425","0.5139827175367085"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","500","40","0.5121923881225131","0.5000339643391569","0.5215142410263934","0.5150289590019888"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","500","40","0.510222525664579","0.49103540617805647","0.5201663701515319","0.5194658006641486"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","500","40","0.5087370220774968","0.48689307807842647","0.5230308801771156","0.5162871079769482"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","500","40","0.5075178071615837","0.48130130575945057","0.527075822968003","0.5141762927572971"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","500","40","0.5059425021513061","0.48233388919200376","0.5249226441044349","0.5105709731574795"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","500","40","0.5049658297002132","0.4814124721915041","0.5242695122338356","0.5092155046752999"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","1000","40","0.5337633617279387","0.5152214618591857","0.5379083987269673","0.5481602245976632"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","1000","40","0.5336189993481746","0.5199811852467753","0.5307642063128343","0.5501116064849141"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","1000","40","0.5299027188031941","0.5177420209921362","0.5348836533461445","0.5370824820713015"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","1000","40","0.527143817208828","0.5096129247309684","0.533732383863761","0.5380861430317545"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","1000","40","0.5250642374273925","0.5120950863154351","0.5308986726550854","0.5321989533116569"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","1000","40","0.5297213927519988","0.5175924521227615","0.5284982710893652","0.5430734550438698"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","1000","40","0.5222599569202585","0.5082049174124477","0.5285212493346868","0.5300537040136409"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","1000","40","0.5234060457664758","0.511300261595318","0.5244987902588493","0.53441908544526"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","1000","40","0.5219364774353911","0.5130856732181335","0.5247711746796041","0.5279525844084356"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","1000","40","0.5209971422891089","0.5082493104336062","0.5260794791137995","0.5286626373199209"
"Chagas","WEKA_FOLD_RFR","30","rdkit_fp","2000","40","0.5372497397782366","0.5413155957094303","0.5312995388167192","0.5391340848085603"
"Chagas","WEKA_FOLD_RFR","40","rdkit_fp","2000","40","0.5353335939609698","0.5346721009888576","0.53012169979057","0.5412069811034818"
"Chagas","WEKA_FOLD_RFR","50","rdkit_fp","2000","40","0.5347188140779046","0.5325216767832353","0.5292379982975842","0.5423967671528943"
"Chagas","WEKA_FOLD_RFR","60","rdkit_fp","2000","40","0.5352475404054952","0.5322313606330489","0.5326683562372673","0.5408429043461693"
"Chagas","WEKA_FOLD_RFR","70","rdkit_fp","2000","40","0.531541911398249","0.5234712740834637","0.5323650613462244","0.5387893987650586"
"Chagas","WEKA_FOLD_RFR","30","cdk_fp","2000","40","0.5283991736188359","0.5221117207354512","0.5163181081545767","0.5467676919664797"
"Chagas","WEKA_FOLD_RFR","40","cdk_fp","2000","40","0.5297055763314162","0.5110290766456499","0.5199208045243658","0.5581668478242331"
"Chagas","WEKA_FOLD_RFR","50","cdk_fp","2000","40","0.5308413019961579","0.5120454452223985","0.5229304023049505","0.5575480584611247"
"Chagas","WEKA_FOLD_RFR","60","cdk_fp","2000","40","0.5304626085989587","0.5128110691578993","0.5236880990667596","0.5548886575722171"
"Chagas","WEKA_FOLD_RFR","70","cdk_fp","2000","40","0.5290359657053721","0.5144750643660283","0.5242512372658256","0.5483815954842628"
