"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","foldSize [Int]","maxDepth [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","2000","20","1.225909485198988","1.3112008058641569","1.188145785674065","1.1783818640587418"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","2000","20","1.2260099503884216","1.3109515356431212","1.1903651954412964","1.1767131200808476"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","2000","20","1.2174524432198055","1.305727292466213","1.208300054263669","1.1383299829295346"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","2000","20","1.220637174847275","1.300687069888195","1.2160653988553904","1.1451590557982394"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","2000","20","1.2229829424994947","1.2969727606615082","1.2181431982563733","1.153832868580602"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","2000","20","1.2242446245864271","1.2980481343278443","1.2115201101154538","1.163165629315983"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","2000","20","1.2233705301544289","1.2993669342467828","1.2045246036811021","1.1662200525354016"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","500","30","1.1846272019935924","1.3346879753372902","1.0931623207273995","1.126031309916088"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","500","30","1.181264437031976","1.3355240249600648","1.087555519543526","1.120713766592337"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","500","30","1.1807381291094448","1.3325498940123905","1.092869608210827","1.116794885105117"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","500","30","1.1826137174053881","1.3301719611350846","1.1019631611880714","1.1157060298930084"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","500","30","1.1818951181777138","1.3289490141571945","1.105055484623137","1.11168085575281"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","500","30","1.188011313170372","1.3078735676962352","1.1578211860512782","1.0983391857636025"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","500","30","1.1947223002025515","1.3137812006568705","1.171550989739559","1.0988347102112253"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","500","30","1.1883594936529613","1.3079028087250237","1.1687516866328487","1.0884239856010116"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","500","30","1.1842853979561851","1.2980852417799627","1.1588657798725301","1.0959051722160627"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","500","30","1.1850901998866796","1.2978048035055252","1.1555138894272543","1.1019519067272596"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","1000","30","1.197630254660931","1.2994704629178209","1.1313104075614506","1.1621098935035217"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","1000","30","1.1930694189435205","1.3013980097525337","1.1374558042966332","1.140354442781395"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","1000","30","1.1890161793553116","1.2966533294367222","1.1379398600880568","1.1324553485411555"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","1000","30","1.1873010775402422","1.297311446803447","1.133672611815293","1.1309191740019862"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","1000","30","1.1861011000350639","1.2972265670630667","1.1313575269017169","1.1297192061404082"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","1000","30","1.2173027527330376","1.3300375147680317","1.1981305235160264","1.1237402199150541"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","1000","30","1.2115981344423163","1.3314738571442262","1.1838160684035532","1.1195044777791698"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","1000","30","1.209405813996315","1.3251640748111517","1.175005791232837","1.1280475759449564"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","1000","30","1.206534225711811","1.3141318879333939","1.1733932547189263","1.132077534483113"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","1000","30","1.2032538499696115","1.3069841287283397","1.1651591525471665","1.1376182686333285"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","2000","30","1.2076795097455255","1.2941887310232865","1.1753994609781058","1.153450337235184"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","2000","30","1.2061150636171505","1.3030476298072295","1.1720979684385537","1.1431995926056684"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","2000","30","1.203483969920874","1.2989219018154583","1.173336275179329","1.1381937327678342"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","2000","30","1.1996833630278483","1.3002339120941242","1.1592629486277441","1.1395532283616765"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","2000","30","1.202931980925656","1.305193213598646","1.1601472799847365","1.143455449193586"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","2000","30","1.201965490588041","1.2901895705410606","1.2038468345077304","1.1118600667153322"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","2000","30","1.2098552405490361","1.2965774516708561","1.2104972848523932","1.1224909851238591"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","2000","30","1.2119554655742293","1.2977998733244864","1.2091065388725937","1.1289599845256082"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","2000","30","1.2102108157857183","1.2988998537944167","1.2025638443843023","1.129168749178436"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","2000","30","1.2063490774406593","1.294574662516184","1.1921597529596097","1.1323128168461845"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","500","40","1.1847537400476924","1.3160626982822925","1.106668086728558","1.131530435132227"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","500","40","1.1784040939431513","1.3121440890132332","1.1007929432575245","1.122275249558696"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","500","40","1.1770160188891143","1.3090526998520944","1.1047173408886948","1.1172780159265543"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","500","40","1.1754168326428707","1.3005288235830939","1.1114508885014882","1.1142707858440302"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","500","40","1.1746059007892196","1.3054314088037622","1.1128237255388538","1.1055625680250427"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","500","40","1.189812930482273","1.3063859357817253","1.1512514734617338","1.11180138220336"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","500","40","1.1907046099484055","1.308338428664262","1.1516434363795116","1.1121319648014434"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","500","40","1.1875756057309326","1.3068929724106848","1.1532623021512676","1.1025715426308458"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","500","40","1.1849237772912755","1.2929798596322302","1.1533447417611935","1.1084467304804033"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","500","40","1.1847495817563087","1.2931605679522433","1.1476950368223544","1.113393140494329"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","1000","40","1.1793763590035535","1.2767774721756824","1.1347269129772222","1.1266246918577563"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","1000","40","1.1785845520771938","1.2892103037824425","1.1319453461061504","1.1145980063429886"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","1000","40","1.1771914496281601","1.2907771555419294","1.1340308498640532","1.1067663434784978"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","1000","40","1.1791089074794732","1.297222913127437","1.1378712759274545","1.1022325333835277"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","1000","40","1.1772324876733447","1.2936562975771235","1.1321611892164012","1.105879976226509"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","1000","40","1.2161196839152433","1.3275765100910701","1.190920273040412","1.1298622686142474"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","1000","40","1.209727269734026","1.3161282314003162","1.1814329391300937","1.131620638671668"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","1000","40","1.2013817028102385","1.3141439476944279","1.169527561659751","1.1204735990765369"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","1000","40","1.20158798797706","1.3059569819218173","1.1771858707864298","1.1216211112229328"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","1000","40","1.1959323706855793","1.302992392749673","1.1631979305335454","1.1216067887735202"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","2000","40","1.2003567517832485","1.2963321000508352","1.16871037148068","1.1360277838182304"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","2000","40","1.1968612322879801","1.3015182258583262","1.1580169018907356","1.1310485691148786"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","2000","40","1.193523766413797","1.2990062108203002","1.1525329394870876","1.1290321489340027"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","2000","40","1.1895607374048445","1.2981605606262099","1.1484204442812371","1.1221012073070864"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","2000","40","1.1898444254818756","1.2991971659428787","1.1450234171514155","1.1253126933513327"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","2000","40","1.2052762310229908","1.310794663137495","1.1926240228555207","1.1124100070759564"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","2000","40","1.2118307384431903","1.3205397771141978","1.2047765347280273","1.110175903487346"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","2000","40","1.2123731283847408","1.3077600376895524","1.2130664579012067","1.1162928895634634"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","2000","40","1.2108890771376795","1.3054049560843446","1.2057848961003892","1.1214773792283044"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","2000","40","1.2056277701608515","1.3027308152455082","1.1943351420313015","1.1198173532057447"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","500","50","1.1782475967114072","1.3119361783940888","1.10537888880702","1.1174277229331129"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","500","50","1.1736993752245262","1.3114530579975012","1.0978277028289651","1.111817364847112"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","500","50","1.1714694459474457","1.3066450992738428","1.0980362082256474","1.1097270303428473"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","500","50","1.168812509083951","1.3016899239996509","1.1037072775483994","1.1010403257038026"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","500","50","1.1704640480126436","1.3082581020791697","1.1056189605997597","1.0975150813590013"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","500","50","1.1922728306756774","1.3060942291864182","1.168233584034491","1.1024906788061226"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","500","50","1.1901324022092652","1.3043261303453022","1.162871030760237","1.1032000455222564"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","500","50","1.186266370438512","1.3052173511587095","1.1599232587926098","1.0936585013642162"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","500","50","1.1817073986621807","1.3007146675293344","1.1538305565495195","1.090576971907688"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","500","50","1.1807607906267208","1.298097222390407","1.1448690600585598","1.0993160894311955"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","1000","50","1.1877289517298035","1.306540783322429","1.1249065158703715","1.1317395559966104"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","1000","50","1.1795085817655053","1.302750393749927","1.1204213773785043","1.115353974168085"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","1000","50","1.1730881084835572","1.297955453006824","1.1233593777724018","1.0979494946714456"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","1000","50","1.1721122019382637","1.3015923161526033","1.123534721824299","1.0912095678378888"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","1000","50","1.1721749585682624","1.3017795074814928","1.1253637454771963","1.0893816227460984"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","1000","50","1.219526474303931","1.3080505722660443","1.223317956175005","1.1272108944707435"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","1000","50","1.210009678091556","1.3128129114372353","1.2121983726807914","1.1050177501566407"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","1000","50","1.1968090578786719","1.3026977113819846","1.1874551731133345","1.1002742891406967"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","1000","50","1.19504212919927","1.2977909817730149","1.1812453625409132","1.1060900432838823"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","1000","50","1.1907158647442475","1.2935533233689862","1.1741607654563775","1.1044335054073784"
"MouseRatTox","WEKA_FOLD_RFR","30","rdkit_fp","2000","50","1.1927609215804313","1.2973098878918985","1.1767590863782735","1.104213790471122"
"MouseRatTox","WEKA_FOLD_RFR","40","rdkit_fp","2000","50","1.1899637298103831","1.299477783038169","1.1717293110578413","1.0986840953351387"
"MouseRatTox","WEKA_FOLD_RFR","50","rdkit_fp","2000","50","1.189647561081893","1.3033040608620035","1.165346273860987","1.100292348522689"
"MouseRatTox","WEKA_FOLD_RFR","60","rdkit_fp","2000","50","1.1853782692553372","1.304496182307707","1.1515438596740488","1.1000947657842557"
"MouseRatTox","WEKA_FOLD_RFR","70","rdkit_fp","2000","50","1.1867021181097381","1.3073562918696622","1.1476351120085233","1.1051149504510285"
"MouseRatTox","WEKA_FOLD_RFR","30","cdk_fp","2000","50","1.201388858065361","1.3078101581502706","1.1887271128763546","1.1076293031694582"
"MouseRatTox","WEKA_FOLD_RFR","40","cdk_fp","2000","50","1.2018629149053146","1.313866075423176","1.1924827164246838","1.0992399528680845"
"MouseRatTox","WEKA_FOLD_RFR","50","cdk_fp","2000","50","1.2010166229800554","1.3096089962417325","1.193439996620738","1.1000008760776954"
"MouseRatTox","WEKA_FOLD_RFR","60","cdk_fp","2000","50","1.1981700628601457","1.3012615521891975","1.1859716899145831","1.107276946476657"
"MouseRatTox","WEKA_FOLD_RFR","70","cdk_fp","2000","50","1.1959341165627293","1.2994099211892913","1.1812304350742515","1.107161993424645"
"Caco2","WEKA_FOLD_RFR","30","rdkit_fp","500","15","0.7530778814712898","0.8038399284933853","0.6967218661398207","0.7586718497806634"
"Caco2","WEKA_FOLD_RFR","40","rdkit_fp","500","15","0.7507754388461777","0.8198534667949057","0.6748103007952541","0.7576625489483735"
"Caco2","WEKA_FOLD_RFR","50","rdkit_fp","500","15","0.7482633435466234","0.801738914260791","0.6905207915892285","0.7525303247898508"
"Caco2","WEKA_FOLD_RFR","60","rdkit_fp","500","15","0.7488213050815834","0.8025356322039046","0.6909647204213001","0.7529635626195453"
"Caco2","WEKA_FOLD_RFR","70","rdkit_fp","500","15","0.7447199584119973","0.7988866882681931","0.6855756265427755","0.7496975604250238"
"Caco2","WEKA_FOLD_RFR","30","cdk_fp","500","15","0.7441646665782722","0.7292185496979845","0.702709616284975","0.8005658337518569"
"Caco2","WEKA_FOLD_RFR","40","cdk_fp","500","15","0.7416199470137723","0.731646529831372","0.6912051187334696","0.8020081924764755"
"Caco2","WEKA_FOLD_RFR","50","cdk_fp","500","15","0.7314245469431985","0.7282075877586702","0.6826222278981656","0.7834438251727595"
"Caco2","WEKA_FOLD_RFR","60","cdk_fp","500","15","0.733370952047755","0.7297353260285723","0.681558945614106","0.7888185845005865"
"Caco2","WEKA_FOLD_RFR","70","cdk_fp","500","15","0.7314093819332749","0.7318999520449065","0.6796847417544366","0.7826434520004811"
"Caco2","WEKA_FOLD_RFR","30","rdkit_fp","1000","15","0.7493983898097758","0.7850487304953297","0.6863517376736499","0.776794701260348"
"Caco2","WEKA_FOLD_RFR","40","rdkit_fp","1000","15","0.7453295490927888","0.7741618602182146","0.6854823256691079","0.7763444613910436"
"Caco2","WEKA_FOLD_RFR","50","rdkit_fp","1000","15","0.7428430787157795","0.7850650586483723","0.67247681668151","0.7709873608174563"
"Caco2","WEKA_FOLD_RFR","60","rdkit_fp","1000","15","0.738334554300173","0.769714513407733","0.6808851338400971","0.7644040156526893"
"Caco2","WEKA_FOLD_RFR","70","rdkit_fp","1000","15","0.7482251408871899","0.7742232379853937","0.6991167378992946","0.7713354467768814"
"Caco2","WEKA_FOLD_RFR","30","cdk_fp","1000","15","0.7042154261571593","0.7005231429264887","0.6574456536013014","0.7546774819436879"
"Caco2","WEKA_FOLD_RFR","40","cdk_fp","1000","15","0.7126553498752087","0.7162217629097904","0.665328449777952","0.7564158369378838"
"Caco2","WEKA_FOLD_RFR","50","cdk_fp","1000","15","0.7157030157843817","0.724848052508087","0.6689851630714062","0.7532758317736514"
"Caco2","WEKA_FOLD_RFR","60","cdk_fp","1000","15","0.7200025560223863","0.7372054312443782","0.673883377007601","0.7489188598151795"
"Caco2","WEKA_FOLD_RFR","70","cdk_fp","1000","15","0.7202657642079474","0.742113242897758","0.6758239598787958","0.7428600898472882"
"Caco2","WEKA_FOLD_RFR","30","rdkit_fp","2000","15","0.7387749481530957","0.771392184926953","0.6758131943811766","0.7691194651511575"
"Caco2","WEKA_FOLD_RFR","40","rdkit_fp","2000","15","0.7406271922760524","0.7642036672136363","0.6884421342621534","0.7692357753523675"
"Caco2","WEKA_FOLD_RFR","50","rdkit_fp","2000","15","0.7422763285747628","0.7759666273628266","0.6939243010509564","0.7569380573105053"
"Caco2","WEKA_FOLD_RFR","60","rdkit_fp","2000","15","0.7448449206643644","0.7804604089457595","0.6999123588663839","0.7541619941809496"
"Caco2","WEKA_FOLD_RFR","70","rdkit_fp","2000","15","0.7405619998324605","0.7780804518315604","0.6909840667485069","0.7526214809173145"
"Caco2","WEKA_FOLD_RFR","30","cdk_fp","2000","15","0.7427805055114606","0.7515332042948979","0.7173708582826827","0.7594374539568012"
"Caco2","WEKA_FOLD_RFR","40","cdk_fp","2000","15","0.7460489652066311","0.7633765018958101","0.6987118017737936","0.7760585919502897"
"Caco2","WEKA_FOLD_RFR","50","cdk_fp","2000","15","0.7519512936384619","0.7835561251073359","0.6881512896335585","0.7841464661744914"
"Caco2","WEKA_FOLD_RFR","60","cdk_fp","2000","15","0.7498050662587953","0.7821160208295879","0.6852873581180758","0.7820118198287224"
"Caco2","WEKA_FOLD_RFR","70","cdk_fp","2000","15","0.7446518422128436","0.7684156170545015","0.688336599573767","0.7772033100102625"
"Caco2","WEKA_FOLD_RFR","30","rdkit_fp","500","20","0.7611704545972847","0.8068903091103479","0.7103485202867844","0.7662725343947221"
"Caco2","WEKA_FOLD_RFR","40","rdkit_fp","500","20","0.7530330869695913","0.8119191475758137","0.6886213848446241","0.7585587284883356"
"Caco2","WEKA_FOLD_RFR","50","rdkit_fp","500","20","0.7491439872433334","0.7945343491421126","0.7015559551683118","0.7513416574195759"
"Caco2","WEKA_FOLD_RFR","60","rdkit_fp","500","20","0.7502479795559319","0.8008669567139998","0.6947978059783436","0.7550791759754524"
"Caco2","WEKA_FOLD_RFR","70","rdkit_fp","500","20","0.7475187968372309","0.7964598818426929","0.6918864530919803","0.7542100555770197"
"Caco2","WEKA_FOLD_RFR","30","cdk_fp","500","20","0.7434309531387838","0.7490814874658914","0.6943487843313954","0.7868625876190648"
"Caco2","WEKA_FOLD_RFR","40","cdk_fp","500","20","0.7405390158479709","0.7480621386551809","0.681784442239678","0.7917704666490538"
"Caco2","WEKA_FOLD_RFR","50","cdk_fp","500","20","0.7350575797934615","0.7423162854988405","0.679867130286905","0.7829893235946388"
