"NAME [String]","METHOD [String]","C [Double]","scalerType [String]","featuresColumn [String]","foldSize [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"LogP","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","1.9356309785067622","1.897535515032688","2.0001046378048923","1.909252782682706"
"LogP","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","1.1916168056705096","1.2250319040298754","1.1923190448675967","1.157499468114057"
"LogP","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","0.7410549938876801","0.7730450349021141","0.714719327527854","0.735400619233072"
"LogP","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","0.7040081228312781","0.6982641318605239","0.6902781835667077","0.7234820530666026"
"LogP","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","0.8303702470596441","0.7812921604364146","0.841136608317336","0.8686819724251817"
"LogP","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","2.1235162684830864","2.1268281427210893","2.1001978234170413","2.143522839311128"
"LogP","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","2.123118548009613","2.1601498472179985","2.041399598119184","2.1678061986916575"
"LogP","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","2.1886368074670757","2.255756966231016","2.0742535077143347","2.2358999484558773"
"LogP","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","2.307130941043862","2.3617139625806387","2.2267602723302806","2.332918588220666"
"LogP","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","2.354264573935866","2.394854336790482","2.3083151714444026","2.3596242135727143"
"LogP","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","1.9486996540372592","1.9153312621476246","2.0059445904536903","1.9248231095104624"
"LogP","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","1.1880007315125338","1.2313785425562567","1.168226215675712","1.1643974363056329"
"LogP","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","0.7411000771964686","0.7879302185249941","0.7058894855513255","0.7294805275130863"
"LogP","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","0.6743801021505011","0.704202985633345","0.6417536118468653","0.6771837089712932"
"LogP","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","0.7477168453778154","0.7917763465893455","0.7151976423231519","0.7361765472209485"
"LogP","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","2.1477487866139846","2.1395185503061835","2.1105868917494437","2.1931409177863266"
"LogP","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","2.179513348635668","2.2023654203398055","2.105960350672478","2.230214274894721"
"LogP","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","2.282803824803798","2.320797897454709","2.197775578783392","2.3298379981732933"
"LogP","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","2.400563902271687","2.4379745922111935","2.3214539148562583","2.4422631997476105"
"LogP","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","2.447507088944661","2.479192918079829","2.4022786356039343","2.461049713150219"
"LogP","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","1.934857291407675","1.8932327250128793","1.9995612918633279","1.9117778573468174"
"LogP","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","1.1695224368142045","1.1921130405986304","1.1698273526359828","1.1466269172080001"
"LogP","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","0.7297276857670499","0.748382062330807","0.7049570653675079","0.7358439296028353"
"LogP","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","0.6889953357531704","0.6819585882774188","0.6913468489532604","0.6936805700288319"
"LogP","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","0.7609930756196026","0.7470622848727246","0.7890486734438318","0.7468682685422514"
"LogP","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","2.128077483446015","2.1132435279772825","2.0898157218875064","2.1811732004732556"
"LogP","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","2.141005080716537","2.1603949717584077","2.061756887718569","2.2008633826726327"
"LogP","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","2.2174101991045467","2.2331329222344767","2.1472820285483976","2.2718156465307655"
"LogP","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","2.316285384555696","2.2681686987447","2.3285705689641705","2.352116885958217"
"LogP","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","2.354602359307916","2.27731582884216","2.4016917749052142","2.3847994741763734"
"LogP","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","1.9505394859610246","1.9181825118473494","2.0104266445277097","1.9230093015080145"
"LogP","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","1.171597042618944","1.202222295929049","1.162884087031414","1.149684744896368"
"LogP","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","0.7271482985543871","0.7378840175093463","0.7305325383789375","0.7130283397748773"
"LogP","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","0.6663396163553106","0.6661217397270012","0.6664204391408232","0.6664766701981074"
"LogP","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","0.7134401475538242","0.7215622551445916","0.7000616333909577","0.7186965541259231"
"LogP","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","2.1120110056154147","2.1157927052582597","2.070815991935921","2.1494243196520633"
"LogP","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","2.1267373694456837","2.1604217214080585","2.0459721344584167","2.1738182524705763"
"LogP","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","2.1601105773046085","2.214522401449605","2.0673284690643245","2.1984808613998963"
"LogP","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","2.187965491741389","2.2687476531315243","2.082549104777035","2.212599717315609"
"LogP","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","2.1935448359057785","2.2806580266329446","2.0866708163265493","2.2133056647578417"
"LogP","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","1.932561959810668","1.895555099784116","1.9901663040366018","1.911964475611287"
"LogP","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","1.1681943246588782","1.2074613332502546","1.1604151338668454","1.1367065068595348"
"LogP","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","0.7184391167346907","0.7496535530019999","0.6950246440698911","0.7106391531321811"
"LogP","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","0.6570175937674585","0.6670911676160205","0.636711217947475","0.6672503957388799"
"LogP","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","0.7027251784644157","0.7090623879200871","0.6910882869946379","0.708024860478522"
"LogP","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","2.127894546949627","2.0923737366214654","2.1167847785960383","2.174525125631377"
"LogP","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","2.14571572341433","2.121084960811209","2.105971949756891","2.2100902596748884"
"LogP","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","2.1955769438875286","2.199400031190794","2.13177316846817","2.255557632003621"
"LogP","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","2.2537274981196447","2.2535994143221485","2.2161788208549793","2.2914042591818062"
"LogP","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","2.272211829738826","2.2499893188770876","2.2729294166601144","2.2937167536792775"
"TB_SRI","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1000","0.6960385297726503","0.7153339923677985","0.6841790708302776","0.6886025261198748"
"TB_SRI","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1000","0.6530557079764113","0.6701652858065021","0.6431025421874227","0.6458992959353091"
"TB_SRI","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1000","0.6849675981316151","0.7045098721609158","0.681267019785451","0.6691259024484784"
"TB_SRI","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1000","0.806699323167651","0.8040493184681131","0.8224749272576177","0.7935737237772226"
"TB_SRI","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1000","1.0512239623427926","1.0612607566206","1.1190397345795366","0.9733713958282411"
"TB_SRI","SVR_LIN_FP","0.001","Standard","rdkit_fp","1000","1.0315350622274824","1.0667250907005756","1.034644011686045","0.9932360842958265"
"TB_SRI","SVR_LIN_FP","0.01","Standard","rdkit_fp","1000","1.118656741776359","1.1384759456325568","1.140353778615988","1.0771405010805328"
"TB_SRI","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","1.3018889186668527","1.324071288663112","1.3464447291517183","1.2351507381857274"
"TB_SRI","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","1.6062252780822959","1.62241240848182","1.7315000567020986","1.4647633690629691"
"TB_SRI","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","1.7617825530680074","1.7994729567947634","1.93084654907121","1.5550281533380488"
"TB_SRI","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","0.6961266197083843","0.7146124317180185","0.681418774270127","0.6923486531370074"
"TB_SRI","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","0.6574469344006985","0.6717247685335854","0.6441230906715882","0.6564929439969219"
"TB_SRI","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","0.691226008582653","0.7095233671866055","0.6853025749287025","0.6788520836326511"
"TB_SRI","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","0.8161946447548164","0.828396530276971","0.8294181108939593","0.7907692930935188"
"TB_SRI","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","1.0726635986504915","1.0823515197699187","1.0809295963808347","1.054709679800721"
"TB_SRI","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","1.0368854557957","1.0701129742454185","1.0334789955823234","1.0070643975593576"
"TB_SRI","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","1.1191885535283574","1.1511196936138934","1.1035319717863048","1.1029139951848739"
"TB_SRI","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","1.3292379047357648","1.3939360087714123","1.2493918039595213","1.3443859014763613"
"TB_SRI","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","1.6805838798556447","1.760706632333043","1.5676463115336634","1.7133986957002278"
"TB_SRI","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","1.9064016751380226","1.9911801247171026","1.8078119653770317","1.9202129353199335"
"TB_SRI","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","0.6953913631067667","0.7142103496047758","0.6841161463034181","0.6878475934121061"
"TB_SRI","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","0.6514547106681058","0.6648724123657721","0.6449083608518592","0.6445833587866862"
"TB_SRI","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","0.696793155265428","0.707025459861608","0.7020683943049398","0.6812856116297359"
"TB_SRI","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","0.8293746996464462","0.8316033796745205","0.8581252399066834","0.7983954793581349"
"TB_SRI","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","0.997881963210197","0.9894650124044708","1.0405169038510778","0.9636639733750423"
"TB_SRI","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","1.0502506501115627","1.0714632569042928","1.0593030076750234","1.019985685755372"
"TB_SRI","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","1.1651911838177456","1.1751322328207683","1.1760951978822127","1.1443461207502557"
"TB_SRI","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","1.4100283389853085","1.4129532873337525","1.393603644363643","1.4235280852585301"
"TB_SRI","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","1.8031533233565795","1.7993551491881183","1.7192989867395385","1.890805834142081"
"TB_SRI","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","2.0474120889921963","2.066016853685283","1.9411200415154304","2.1350993717758753"
"TB_SRI","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","0.6951545874143991","0.714526749500433","0.6813255192599087","0.6896114934828554"
"TB_SRI","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","0.6544154197098512","0.6716460011525485","0.639472806597436","0.6521274513795691"
"TB_SRI","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","0.699441790200321","0.7156080724798002","0.6820070572606786","0.7007102408604845"
"TB_SRI","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","0.8374871881230317","0.8317166905441279","0.8181973496916217","0.8625475241333455"
"TB_SRI","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","1.0103434463891363","0.9855856375398734","0.9764455434793233","1.0689991581482128"
"TB_SRI","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","1.0478511730376059","1.0803898254792386","1.0458848368585614","1.0172788567750175"
"TB_SRI","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","1.171817231355348","1.1767512320416103","1.1705079959967177","1.1681924660277163"
"TB_SRI","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","1.417684844160885","1.3840534977021186","1.4118620015253196","1.4571390332552172"
"TB_SRI","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","1.8164589899247148","1.7809737813656474","1.8097545567845792","1.858648631623918"
"TB_SRI","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","2.1205607142728984","2.1649661465953263","2.129461322415291","2.0672546738080784"
"TB_SRI","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","0.6928247294354023","0.712891852389887","0.6795771439895271","0.6860051919267929"
"TB_SRI","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","0.6461217610082374","0.6595894215723304","0.6367194623581872","0.6420563990941947"
"TB_SRI","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","0.6835298351339668","0.6926835934880861","0.6793022525969836","0.6786036593168306"
"TB_SRI","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","0.8007222712626559","0.7901679016879019","0.8054182856094199","0.8065806264906463"
"TB_SRI","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","0.9293892787558097","0.8999720411389327","0.9422191706445876","0.9459766244839092"
"TB_SRI","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","1.0454710066727813","1.0719040956441273","1.0364776146508161","1.0280313097234"
"TB_SRI","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","1.1587460059270687","1.1757447240052143","1.1355599989212295","1.164933294854762"
"TB_SRI","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","1.3700744535766984","1.35866887153484","1.3487993480219425","1.4027551411733126"
"TB_SRI","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","1.5890563922352816","1.5946872708517275","1.5514027900872003","1.621079115766917"
"TB_SRI","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","1.6749083967906817","1.66760360169298","1.636715767183117","1.7204058214959483"
"TB_SRI","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","0.6943733408166981","0.7129344380805885","0.6800361621314165","0.6901494222380895"
"TB_SRI","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","0.653185176685723","0.6682584398096223","0.6399033821604646","0.6513937080870819"
"TB_SRI","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","0.6942475396677136","0.711639076808202","0.6866481123100963","0.6844554298848426"
"TB_SRI","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","0.8121339845963585","0.83154322290871","0.7952890789466962","0.8095696519336696"
"TB_SRI","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","0.9367428802014311","0.942894634444131","0.9231530898003325","0.94418091635983"
"TB_SRI","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","1.0554652395688737","1.0814559399726524","1.045974915717714","1.0389648630162545"
"TB_SRI","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","1.171833574366978","1.1812535364012837","1.132430268292084","1.2018169184075662"
"TB_SRI","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","1.3657558356001633","1.339724305343934","1.3170043617102118","1.4405388397463443"
"TB_SRI","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","1.5989105460486037","1.580792014334374","1.5634942416383766","1.6524453821730603"
"TB_SRI","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","1.732867900109885","1.740024286311683","1.7414224303245083","1.7171569836934635"
"MalariaNovartis","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1000","1.9263570662476728","1.9771727122822969","1.9388087779379612","1.86308970852276"
"MalariaNovartis","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1000","1.4705613527383778","1.5011802026426913","1.481598299074707","1.4289055564977358"
"MalariaNovartis","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1000","1.3397693997403242","1.3531678630490944","1.3249711105184838","1.341169225653394"
"MalariaNovartis","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1000","1.3074453117592255","1.3244282227786757","1.2830777223494843","1.3148299901495166"
"MalariaNovartis","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1000","1.310440875330209","1.3236761365391039","1.2801785020050076","1.3274679874465154"
"MalariaNovartis","SVR_LIN_FP","0.001","Standard","rdkit_fp","1000","6.18251332926836","6.18671019705331","6.173090493794988","6.18773929695678"
"MalariaNovartis","SVR_LIN_FP","0.01","Standard","rdkit_fp","1000","6.189347619133897","6.192681793798529","6.165812992425678","6.209548071177483"
"MalariaNovartis","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","6.187978043245505","6.198265456528131","6.141463314552366","6.224205358656019"
"MalariaNovartis","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","6.183821105462653","6.199477689067495","6.123080801272909","6.228904826047555"
"MalariaNovartis","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","6.182963202212466","6.199597747232681","6.119737089537397","6.229554769867321"
"MalariaNovartis","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","1.9800330772631867","2.0267340449758517","2.0048236778958315","1.9085415089178759"
"MalariaNovartis","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","1.48859268510138","1.4990431126968968","1.5189196115905577","1.447815331016685"
"MalariaNovartis","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","1.3562196752822961","1.3599217901381377","1.3711512453687476","1.3375859903400034"
"MalariaNovartis","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","1.32089630198577","1.3190473441139412","1.3455236431990112","1.2981179186443574"
"MalariaNovartis","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","1.32806959306548","1.3096324123698566","1.354245544958212","1.3203308218683714"
"MalariaNovartis","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","6.178496197273802","6.17121152678874","6.1830468519736606","6.181230213059003"
"MalariaNovartis","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","6.183908572534402","6.172545280228769","6.187175331967476","6.192005105406958"
"MalariaNovartis","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","6.177641716234191","6.163606271631207","6.181443401615462","6.187875475455903"
"MalariaNovartis","SVR_LIN_FP","1.0","Standard","cdk_fp","1000","6.173428929494752","6.15920564355783","6.175230691325276","6.185850453601149"
"MalariaNovartis","SVR_LIN_FP","10.0","Standard","cdk_fp","1000","6.172772844396406","6.158618972240963","6.174173317694099","6.185526243254158"
"MalariaNovartis","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1500","1.9309569592418843","1.9911596055914715","1.9415754368781846","1.8601358352559965"
"MalariaNovartis","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1500","1.4256942884383965","1.45568314517923","1.4347642746679286","1.3866354454680307"
"MalariaNovartis","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1500","1.272353473701051","1.2863006503914716","1.2642064296366837","1.2665533410749978"
"MalariaNovartis","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1500","1.2866491311109485","1.2796423445965617","1.2854059377330962","1.2948991110031873"
"MalariaNovartis","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1500","1.3328360702591366","1.3230750889619762","1.3237914312297117","1.351641690585722"
"MalariaNovartis","SVR_LIN_FP","0.001","Standard","rdkit_fp","1500","6.170819323594568","6.177038585419857","6.171689341909325","6.163730043454521"
"MalariaNovartis","SVR_LIN_FP","0.01","Standard","rdkit_fp","1500","6.181907419923182","6.19102534900094","6.183115415511809","6.171581495256797"
"MalariaNovartis","SVR_LIN_FP","0.1","Standard","rdkit_fp","1500","6.198942218184501","6.217454504163814","6.2068035178235235","6.172568632566164"
"MalariaNovartis","SVR_LIN_FP","1.0","Standard","rdkit_fp","1500","6.2190053860095835","6.249766108872016","6.234722505909632","6.172527543247102"
"MalariaNovartis","SVR_LIN_FP","10.0","Standard","rdkit_fp","1500","6.224557096389368","6.25888518940389","6.242265744020725","6.1725203557434885"
"MalariaNovartis","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1500","1.974421315730706","2.0209233172221164","1.9991690831537046","1.9031715468162964"
"MalariaNovartis","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1500","1.4449292147723976","1.465158119239588","1.4590615396096285","1.4105679854679762"
"MalariaNovartis","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1500","1.2952041164512609","1.3025210303038266","1.2899528000445617","1.2931385190053946"
"MalariaNovartis","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1500","1.3093823167949072","1.316707134383943","1.2957749829567127","1.3156648330440666"
"MalariaNovartis","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1500","1.3485812960139387","1.3415828516009707","1.3519923651707224","1.3521686712701233"
"MalariaNovartis","SVR_LIN_FP","0.001","Standard","cdk_fp","1500","6.174768074358586","6.17665383334534","6.184510932556544","6.163139457173877"
"MalariaNovartis","SVR_LIN_FP","0.01","Standard","cdk_fp","1500","6.182888224174708","6.18769902698509","6.1900543512051085","6.170911294333928"
"MalariaNovartis","SVR_LIN_FP","0.1","Standard","cdk_fp","1500","6.1842675570503225","6.182406905966565","6.195737777598102","6.174657987586301"
"MalariaNovartis","SVR_LIN_FP","1.0","Standard","cdk_fp","1500","6.179851950766216","6.1683736512538205","6.201125494401876","6.17005670664295"
"MalariaNovartis","SVR_LIN_FP","10.0","Standard","cdk_fp","1500","6.178071932034982","6.1661122583556445","6.20199480238273","6.166108735366571"
"MalariaNovartis","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","2000","1.9244984153295135","1.9702347442830868","1.9504088056885989","1.8528516960168544"
"MalariaNovartis","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","2000","1.4049910143319808","1.424181818284777","1.4312046366302678","1.359586588080898"
"MalariaNovartis","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","2000","1.256506065806498","1.2635982749318844","1.2755296349515928","1.2303902875360164"
"MalariaNovartis","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","2000","1.2866461774113416","1.284725632192243","1.3016364564034046","1.2735764436383774"
"MalariaNovartis","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","2000","1.3971096047868743","1.3984498704574007","1.4210974962724272","1.371781447630795"
"MalariaNovartis","SVR_LIN_FP","0.001","Standard","rdkit_fp","2000","6.181060911112863","6.187490480773156","6.1770986544494635","6.178593598115972"
"MalariaNovartis","SVR_LIN_FP","0.01","Standard","rdkit_fp","2000","6.202056017610424","6.216569638346005","6.184015823992537","6.205582590492729"
"MalariaNovartis","SVR_LIN_FP","0.1","Standard","rdkit_fp","2000","6.220128667245734","6.250510382677009","6.186475625976471","6.223399993083721"
"MalariaNovartis","SVR_LIN_FP","1.0","Standard","rdkit_fp","2000","6.220696909671239","6.266871839887722","6.179562173359938","6.2156567157660545"
"MalariaNovartis","SVR_LIN_FP","10.0","Standard","rdkit_fp","2000","6.218497450006917","6.269027431190438","6.175357984302687","6.211106934527625"
"MalariaNovartis","SVR_LIN_FP","0.001","MaxMin","cdk_fp","2000","1.9721456093855563","2.0155690460095377","1.991813143942775","1.9090546382043554"
"MalariaNovartis","SVR_LIN_FP","0.01","MaxMin","cdk_fp","2000","1.4151565906895538","1.4260853538875629","1.4431411263863048","1.3762432917947935"
"MalariaNovartis","SVR_LIN_FP","0.1","MaxMin","cdk_fp","2000","1.2738830235073104","1.2665873259286282","1.2987467648577282","1.2563149797355753"
"MalariaNovartis","SVR_LIN_FP","1.0","MaxMin","cdk_fp","2000","1.3140164012928084","1.294275888167697","1.3574261443677997","1.2903471713429282"
"MalariaNovartis","SVR_LIN_FP","10.0","MaxMin","cdk_fp","2000","1.447014135618649","1.3935455293058727","1.4980444883608368","1.4494523891892375"
"MalariaNovartis","SVR_LIN_FP","0.001","Standard","cdk_fp","2000","6.186009152362064","6.186063104190144","6.18515036210217","6.186813990793878"
"MalariaNovartis","SVR_LIN_FP","0.01","Standard","cdk_fp","2000","6.201734014050632","6.189089739307384","6.199040488222766","6.217071814621741"
"MalariaNovartis","SVR_LIN_FP","0.1","Standard","cdk_fp","2000","6.211360382704082","6.183962889383014","6.221021105699037","6.2290971530301915"
"MalariaNovartis","SVR_LIN_FP","1.0","Standard","cdk_fp","2000","6.2064843468679625","6.175987769113819","6.232841790331308","6.210623481158759"
"MalariaNovartis","SVR_LIN_FP","10.0","Standard","cdk_fp","2000","6.20677443622199","6.179921125295916","6.234946343172961","6.205455840197092"
"MalariaGSK","SVR_LIN_FP","0.001","MaxMin","rdkit_fp","1000","1.352568855375995","1.3734398862725834","1.3191923811427921","1.3650742987126088"
"MalariaGSK","SVR_LIN_FP","0.01","MaxMin","rdkit_fp","1000","1.0703303371741655","1.0907527901026763","1.0397620786105521","1.0804761428092682"
"MalariaGSK","SVR_LIN_FP","0.1","MaxMin","rdkit_fp","1000","0.9921322573451573","1.0067621448569086","0.9774941875801102","0.9921404395984531"
"MalariaGSK","SVR_LIN_FP","1.0","MaxMin","rdkit_fp","1000","0.9870606159883085","0.9913300476474617","0.9834379310379188","0.986413869279545"
"MalariaGSK","SVR_LIN_FP","10.0","MaxMin","rdkit_fp","1000","0.9866667576593104","0.9872152553332066","0.987611182047077","0.9851738355976475"
"MalariaGSK","SVR_LIN_FP","0.001","Standard","rdkit_fp","1000","6.26638396569201","6.26635943148167","6.259674465749145","6.273117999845214"
"MalariaGSK","SVR_LIN_FP","0.01","Standard","rdkit_fp","1000","6.268403460069145","6.2695449981856815","6.257301771058122","6.2783636109636305"
"MalariaGSK","SVR_LIN_FP","0.1","Standard","rdkit_fp","1000","6.268727199536311","6.271279141428769","6.254205218163757","6.2806972390164075"
"MalariaGSK","SVR_LIN_FP","1.0","Standard","rdkit_fp","1000","6.268763200708766","6.271579167685519","6.253585785362197","6.281124649078583"
"MalariaGSK","SVR_LIN_FP","10.0","Standard","rdkit_fp","1000","6.268753286221521","6.271605985586586","6.253490408433411","6.281163464644567"
"MalariaGSK","SVR_LIN_FP","0.001","MaxMin","cdk_fp","1000","1.3376357906432002","1.368692847487398","1.3159016207244794","1.3283129037177226"
"MalariaGSK","SVR_LIN_FP","0.01","MaxMin","cdk_fp","1000","1.0597005455767814","1.0807956483383965","1.045680989265155","1.0526249991267929"
"MalariaGSK","SVR_LIN_FP","0.1","MaxMin","cdk_fp","1000","0.9733991243059018","0.9984066624863571","0.964120479632922","0.9576702307984264"
"MalariaGSK","SVR_LIN_FP","1.0","MaxMin","cdk_fp","1000","0.9666451821007724","0.9978093002184073","0.9570105521355645","0.9451156939483453"
"MalariaGSK","SVR_LIN_FP","10.0","MaxMin","cdk_fp","1000","0.9895913657455869","1.0250405055077219","0.9808327061348967","0.9629008855941421"
"MalariaGSK","SVR_LIN_FP","0.001","Standard","cdk_fp","1000","6.2672793031875","6.269326395598501","6.263636700973872","6.268874812990128"
"MalariaGSK","SVR_LIN_FP","0.01","Standard","cdk_fp","1000","6.267574209127992","6.266917891887844","6.264726692106909","6.271078043389223"
"MalariaGSK","SVR_LIN_FP","0.1","Standard","cdk_fp","1000","6.268044242958439","6.266032207912491","6.264562938816508","6.273537582146318"
