name,method,feature,elasticNetParam,maxIter,reg,rmse,f1,f2,f3
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,10,3.0,1.5688170659607874,1.6032958399927557,1.5647426724095228,1.5384126854800835
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,10,1.0,1.2732216599611428,1.3064997234260693,1.2629438117040712,1.2502214447532878
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,10,0.1,0.8848518349111393,0.8859279227740828,0.865753403158337,0.9028741788009984
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,10,0.03,0.8977937624720695,0.9361195066870279,0.8592227377989407,0.89803904293024
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,10,0.01,0.9150203314348518,0.9822313946249509,0.8707673171908228,0.8920622824887819
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,10,3.0,1.5688170659607872,1.6032958399927557,1.5647426724095228,1.5384126854800833
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,10,1.0,1.3370837703564238,1.3678150667912854,1.3310738280928311,1.312362416185155
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,10,0.1,0.8865951951730909,0.8934110861324186,0.8673344340134681,0.8990400653733861
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,10,0.03,0.8958821065153183,0.9268715175099581,0.8621342762204632,0.8986405258155339
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,10,0.01,0.9143714216492942,0.9770587133864329,0.8716013145217472,0.8944542370397026
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,10,3.0,1.5688170659607874,1.6032958399927557,1.5647426724095228,1.5384126854800835
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,10,1.0,1.4039592867763793,1.4419815996694187,1.4002317855584627,1.3696644751012563
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,10,0.1,0.8922647741647036,0.8990212534373357,0.8726519441644938,0.9051211248922818
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,10,0.03,0.8903674363950305,0.9146398433676275,0.858157765785493,0.898304700031971
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,10,0.01,0.9149159562778832,0.9797706626537649,0.871011907771011,0.8939652984088738
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,50,3.0,1.5688170659607874,1.6032958399927557,1.5647426724095228,1.5384126854800835
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,50,1.0,1.2719560086309283,1.3067246339279068,1.2616737332661347,1.2474696586987433
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,50,0.1,0.875206088595146,0.8792934247546923,0.855191241254865,0.8911335997758808
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,50,0.03,0.8957025199358913,0.9332942691318503,0.863537052432795,0.8902762382430287
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,50,0.01,0.9026514484429273,0.970212845708279,0.860795798720866,0.8769457008996371
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,50,3.0,1.5688170659607874,1.6032958399927557,1.5647426724095228,1.5384126854800835
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,50,1.0,1.3348546587127381,1.3681798305646369,1.3301420520406557,1.306242093532922
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,50,0.1,0.879740961025486,0.8837380595512951,0.8592372600363066,0.8962475634888566
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,50,0.03,0.8911689436764565,0.9204863684400872,0.8635562028983146,0.8894642596909675
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,50,0.01,0.9163552079388145,1.0045726447353058,0.8620367616820913,0.8824562173990466
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,50,3.0,1.5688170659607874,1.6032958399927557,1.5647426724095228,1.5384126854800835
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,50,1.0,1.4033301427965896,1.4364112199877361,1.4042796072247092,1.3692996011773235
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,50,0.1,0.8841220735915407,0.8877448038868035,0.8644788020691436,0.9001426148186754
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,50,0.03,0.8886229348832627,0.9167279458504848,0.8603044652551719,0.8888363935441315
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.9,50,0.01,0.9166678712375074,1.0147946402619243,0.8598263018662796,0.8753826715843183
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,100,3.0,1.5688170659607872,1.6032958399927557,1.5647426724095228,1.5384126854800833
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,100,1.0,1.2719560086309283,1.3067246339279066,1.2616737332661347,1.2474696586987433
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,100,0.1,0.8751940951190327,0.8792466916576441,0.8552887645256733,0.8910468291737806
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,100,0.03,0.8952704626057507,0.9294783697746462,0.8652097599529317,0.8911232580896743
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.7,100,0.01,0.9367795280890627,1.0828356169665252,0.858483047655439,0.8690199196452237
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,100,3.0,1.5688170659607874,1.6032958399927557,1.5647426724095228,1.5384126854800835
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,100,1.0,1.3348546587127381,1.3681798305646369,1.3301420520406562,1.306242093532922
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,100,0.1,0.8795869580629351,0.8836730817884818,0.8590403085557511,0.8960474838445726
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,100,0.03,0.8936972992008899,0.9266855189367645,0.8633674443722509,0.8910389342936544
Xanthine-Bostaurus,LR_DESCS,cdk_desc,0.8,100,0.01,0.9270439592972557,1.0526876667269716,0.8587736306744342,0.8696705804903614
