"NAME [String]","METHOD [String]","gamma [Double]","scalerType [String]","featuresColumn [String]","C [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","cdk_desc","0.01","1.4020890420572867","1.4539659679705486","1.4222518615223831","1.3300492966789281"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","cdk_desc","0.01","1.3931443427667185","1.442522536251685","1.4136923536602621","1.323218138388208"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","cdk_desc","0.01","1.3883299576785735","1.441736720963156","1.4049495632485842","1.3183035888239798"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","cdk_desc","0.01","1.4033950139147413","1.4564640522661356","1.4229011535885612","1.3308198358895271"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","cdk_desc","0.01","1.401053443076318","1.4522218716340796","1.421917285658205","1.3290211719366694"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","cdk_desc","0.01","1.3902760001320453","1.4420382950041017","1.4095903664894196","1.3191993389026149"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","cdk_desc","0.01","1.401199455422664","1.454035400429283","1.4210153764927709","1.3285475893459386"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","cdk_desc","0.01","1.404152966805697","1.4576223339213787","1.4233828658397094","1.3314537006560025"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","rdkit_fp","0.1","1.4035686800423377","1.4567517934811467","1.4230279331932825","1.3309263134525837"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","rdkit_fp","0.1","1.400214853071989","1.4512162158401982","1.42075526862481","1.3286730747509587"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","rdkit_fp","0.1","1.3717232465273572","1.404317939820867","1.4027111603412799","1.3081406394199244"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","rdkit_fp","0.1","1.3285616991408482","1.3401725109390166","1.3642386085472142","1.2812739779363136"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","rdkit_fp","0.1","1.3944783439797057","1.4435414863728722","1.4179315699598296","1.3219619756064158"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","rdkit_fp","0.1","1.3878319145979428","1.4340832182298053","1.4115591182601686","1.3178534073038544"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","rdkit_fp","0.1","1.3833873515968333","1.4192684119790857","1.3941352712643154","1.3367583715470988"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","rdkit_fp","0.1","1.3941844350968762","1.442374304617238","1.4190925801193957","1.3210864205539952"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","rdkit_fp","0.1","1.4013437882413304","1.4529930901890886","1.4223729757836436","1.328665298751259"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","rdkit_fp","0.1","1.4024563675212383","1.4551002723162971","1.4217238679171273","1.33054496233029"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","cdk_fp","0.1","1.4035444645759145","1.4567076767391862","1.4230008228862596","1.3309248941022978"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","cdk_fp","0.1","1.4000912040713367","1.4507961787450976","1.4205073988385775","1.328970034630335"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","cdk_fp","0.1","1.373644481145746","1.4055133881675528","1.405237497201159","1.3101825580685258"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","cdk_fp","0.1","1.3302303966495586","1.3425150475281624","1.3752675631765656","1.2729085792439474"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","cdk_fp","0.1","1.3956465715527282","1.44643941251306","1.4198151855684433","1.320685116576682"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","cdk_fp","0.1","1.3915984495164153","1.4395331075630216","1.4160784308777508","1.3191838101084734"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","cdk_fp","0.1","1.3840126900557008","1.4275603128098717","1.3990537551593945","1.3254240021978367"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","cdk_fp","0.1","1.3973636248251748","1.451499028598513","1.4218109051163401","1.3187809407606716"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","cdk_fp","0.1","1.401431110667911","1.4532557386648322","1.4237222402251688","1.3273153531137316"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","cdk_fp","0.1","1.4025549556363053","1.4551935054676806","1.4219112496058113","1.3305601118354238"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","rdkit_desc","0.1","1.403730123502671","1.4569884779071478","1.4231951421923137","1.3310067504085514"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","rdkit_desc","0.1","1.402629317689929","1.4542389231272779","1.4236519193942192","1.3299971105482902"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","rdkit_desc","0.1","1.3915307734318365","1.4434081926108233","1.4127186344543619","1.3184654932303246"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","rdkit_desc","0.1","1.3389921370634976","1.3972627313177888","1.3562916268150622","1.263422053057642"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","rdkit_desc","0.1","1.2993897168698163","1.3691931825774235","1.3038029095070154","1.22517305852501"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","rdkit_desc","0.1","1.3998092818220593","1.450838389776097","1.4219788372612756","1.3266106184288056"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","rdkit_desc","0.1","1.377305420666443","1.4345241011999306","1.393922873641156","1.3034692871582432"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","rdkit_desc","0.1","1.3191337614087848","1.3818760339244494","1.333611602420113","1.2419136478817923"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","rdkit_desc","0.1","1.3653205804336306","1.4168471650919099","1.3848646536792775","1.2942499225297048"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","rdkit_desc","0.1","1.401668111878319","1.4552741096269206","1.4191590123282962","1.3305712136797403"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","cdk_desc","0.1","1.4036932911340783","1.4569267707555922","1.4231521053951648","1.3310009972514776"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","cdk_desc","0.1","1.4018876354063199","1.4533288780980256","1.4223908475585525","1.3299431805623814"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","cdk_desc","0.1","1.3873701485333687","1.4357313120625794","1.408839374506209","1.317539759031318"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","cdk_desc","0.1","1.334195161311697","1.3679997804622797","1.3633356209612932","1.2712500825115178"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","cdk_desc","0.1","1.3117956237699568","1.3646985490190602","1.322459710268881","1.2482286120219293"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","cdk_desc","0.1","1.400085372237357","1.450618754995734","1.4220171545142424","1.3276202072020944"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","cdk_desc","0.1","1.3748570280764039","1.4268123021232726","1.3904990987197587","1.3072596833861803"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","cdk_desc","0.1","1.317909234487136","1.3667857805045498","1.3357151328037635","1.251226790153095"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","cdk_desc","0.1","1.3750540704301049","1.4266199956795258","1.3909310989937989","1.3076111166169904"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","cdk_desc","0.1","1.4028887934546983","1.4560942262284053","1.4204478140423822","1.3321243400933076"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","rdkit_fp","1.0","1.4002011456636085","1.4512370220749533","1.4207685389196785","1.328597875996194"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","rdkit_fp","1.0","1.3691874238530481","1.4011438517853165","1.4022973719856389","1.3041210477881895"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","rdkit_fp","1.0","1.2356933745415097","1.2042774308258015","1.3186031235469744","1.1841995692517533"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","rdkit_fp","1.0","1.213084337702319","1.1781530103478894","1.2779910310549194","1.1831089717041485"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","rdkit_fp","1.0","1.3738107761300737","1.408847541642931","1.419020861123111","1.293563925624179"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","rdkit_fp","1.0","1.3064685685967738","1.3318990342421138","1.3447786402126147","1.242728031335593"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","rdkit_fp","1.0","1.3266640286284943","1.300358410666971","1.3354360354783672","1.3441976397401447"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","rdkit_fp","1.0","1.3740062668036952","1.4047045753060494","1.424453957706747","1.2928602673982899"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","rdkit_fp","1.0","1.3918428617080005","1.4344861590697495","1.4369111749601244","1.3041312510941276"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","rdkit_fp","1.0","1.3990001015390172","1.4469643313427607","1.4342567402313051","1.315779233042986"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","cdk_fp","1.0","1.4000667536044415","1.4507980742871074","1.420493322502094","1.3289088640241233"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","cdk_fp","1.0","1.370864011351857","1.4021309455984616","1.4035859165238964","1.3068751719332132"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","cdk_fp","1.0","1.2481751665294845","1.2298158995528727","1.314183876413214","1.2005257236223665"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","cdk_fp","1.0","1.235592108543951","1.2229331993830315","1.3240831422887804","1.159759983960041"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","cdk_fp","1.0","1.3760930436929844","1.4221993025729953","1.4214715589861389","1.2846082695198189"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","cdk_fp","1.0","1.3358678038320424","1.372095933323057","1.3750091595529015","1.2604983186201695"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","cdk_fp","1.0","1.3606526032616912","1.3681959200674245","1.4151117025480746","1.2986501871695748"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","cdk_fp","1.0","1.4022806797214045","1.4712531471279042","1.4253468306289805","1.3102420614073282"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","cdk_fp","1.0","1.397484306447728","1.446513773378736","1.4464391364685842","1.2995000094958635"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","cdk_fp","1.0","1.4009263515089259","1.4491851378139626","1.4362758322851468","1.317318084427668"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","rdkit_desc","1.0","1.4026161615052863","1.4541759754634636","1.423686089328467","1.3299864197239288"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","rdkit_desc","1.0","1.3901612376227026","1.4402619696831345","1.4128462355122318","1.3173755076727411"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","rdkit_desc","1.0","1.3285471432610267","1.376848292089175","1.368920445286449","1.2398726924074563"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","rdkit_desc","1.0","1.2285132239713148","1.2711515789470749","1.2561604006411278","1.1582276923257415"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","rdkit_desc","1.0","1.1969332114134419","1.241869964410936","1.1965088447166716","1.152420825112718"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","rdkit_desc","1.0","1.368331884852661","1.4224422000287316","1.3930540965602873","1.2894993579689646"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","rdkit_desc","1.0","1.291099351119292","1.3398282748140435","1.3328587927562958","1.2006109857875373"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","rdkit_desc","1.0","1.1829550262947155","1.214404644981747","1.1761639022875368","1.1582965316148628"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","rdkit_desc","1.0","1.2567780064498209","1.2915152364843763","1.2741214084163346","1.2046973744487517"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","rdkit_desc","1.0","1.3866592203133246","1.4453372279049739","1.4101211302062733","1.3045193028287267"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","cdk_desc","1.0","1.4018575332218977","1.4532348864495304","1.4224061785454363","1.3299315346707263"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","cdk_desc","1.0","1.3852822067234027","1.4309379086155314","1.4082586123037772","1.3166500992508992"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","cdk_desc","1.0","1.3185952256594389","1.3414767599313615","1.36782385974112","1.246485057305835"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","cdk_desc","1.0","1.2383825294130093","1.2356642013500543","1.2990791159002382","1.180404270988736"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","cdk_desc","1.0","1.2090355743776176","1.2498581641260365","1.2316231607300059","1.1456253982768105"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","cdk_desc","1.0","1.3678510799926142","1.4145968775533857","1.3932349127226697","1.2957214497017875"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","cdk_desc","1.0","1.2981648683716212","1.3184759462381248","1.349404524056304","1.226614134820435"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","cdk_desc","1.0","1.1777648322312195","1.2067963828507198","1.190757833174089","1.13574028066885"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","cdk_desc","1.0","1.2734731164298005","1.3123983338311154","1.2876265023515463","1.22039451310674"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","cdk_desc","1.0","1.3944530661484453","1.4523251360899492","1.416926084379312","1.314107977976075"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","rdkit_fp","10.0","1.3691876642767262","1.401383549665635","1.4025874186290885","1.3035920245354546"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","rdkit_fp","10.0","1.242238773169303","1.2085881430869954","1.3401502758670902","1.1779779005538233"
"MouseRatTox","SMILE_SVR_RBF","0.01","MaxMin","rdkit_fp","10.0","1.403078020114939","1.3154552403101216","1.310495675051802","1.5832831449828937"
"MouseRatTox","SMILE_SVR_RBF","0.1","MaxMin","rdkit_fp","10.0","2.506036040761858","2.0468478123660185","2.645470127538261","2.8257901823812936"
"MouseRatTox","SMILE_SVR_RBF","1.0","MaxMin","rdkit_fp","10.0","1.437161748834896","1.4261468602118148","1.4443166260528144","1.4410217602400586"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","Standard","rdkit_fp","10.0","5.115777995206082","6.022612619918278","3.4355110811430243","5.889210284556944"
"MouseRatTox","SMILE_SVR_RBF","0.001","Standard","rdkit_fp","10.0","6.170777532336406","5.51263786093596","5.148146619697435","7.851548116375823"
"MouseRatTox","SMILE_SVR_RBF","0.01","Standard","rdkit_fp","10.0","1.4948065990637567","1.481358224511613","1.4951246338763915","1.5079369388032655"
"MouseRatTox","SMILE_SVR_RBF","0.1","Standard","rdkit_fp","10.0","1.3906128259837363","1.431577506209076","1.4294962129993842","1.310764758742748"
"MouseRatTox","SMILE_SVR_RBF","1.0","Standard","rdkit_fp","10.0","1.3991507700096044","1.4502992035738806","1.4247806292907488","1.3223724771641843"
"MouseRatTox","SMILE_SVR_RBF","1.0E-4","MaxMin","cdk_fp","10.0","1.3706457678075612","1.4022053731461979","1.4031845425828036","1.3065473876936817"
"MouseRatTox","SMILE_SVR_RBF","0.001","MaxMin","cdk_fp","10.0","1.2420047537721997","1.215372846667456","1.3110666343819868","1.1995747802671557"
