name,method,feature,nfolds,elasticNetParam,maxIter,reg,rmse,f1,f2,f3
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,10,0.1,0.7200988186727617,0.7260480662057355,0.6786938463162022,0.7555545434963474
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,10,0.1,0.756574001836751,0.7593829121080128,0.701521163768671,0.8088179296335694
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,10,0.1,0.7395680247919693,0.7676741610158687,0.6925042885586773,0.7585256248013619
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,10,0.03,0.7127082822454491,0.7235383801272531,0.6742868694976267,0.7402995971114675
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,10,0.03,0.708641072220966,0.7167644904422447,0.6776584270700347,0.7315002991506188
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,10,0.03,0.7057744503748992,0.7596162810827903,0.6394441108472285,0.7182629591946786
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,10,0.03,0.6918529996377659,0.724569487280014,0.6410249602597969,0.7099645513734867
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,10,0.03,0.7061589322892656,0.7383894441350206,0.6475185735065248,0.7325687792262516
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,10,0.03,0.6892633187905934,0.722297338588938,0.6479972193813985,0.6974953984014437
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,10,0.01,0.7232518009338996,0.7278774690506244,0.6999281241712229,0.7419498095798518
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,10,0.01,0.7218069065914801,0.7338550086232893,0.6993649150878511,0.7322007960632999
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,10,0.01,0.7256663583169438,0.7717654379510361,0.6762107493417305,0.729022887658065
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,10,0.01,0.7221727711109356,0.773587183463956,0.6743518690424771,0.7185792608263735
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,10,0.01,0.7281116581055136,0.7738528359885727,0.680144730656733,0.7303374076712353
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,10,0.01,0.7217687011471103,0.7745561534953953,0.686008434978399,0.7047415149675369
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,10,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,10,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,10,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,10,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,10,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,10,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,10,1.0,1.416658133608705,1.4612621575372813,1.4204776574253695,1.3682345858634646
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,10,1.0,1.3917053486455697,1.4301398234167688,1.3845311130912084,1.3604451094287324
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,10,1.0,1.3937619774041567,1.4469859141866088,1.362907993707888,1.3713920243179734
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,10,1.0,1.386148876850687,1.4365861722772002,1.3634452974147837,1.3584151608600779
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,10,1.0,1.4038024432981455,1.4487813831212728,1.3890858532881407,1.3735400934850226
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,10,1.0,1.388492379975033,1.4284956054697935,1.3759967485344302,1.360984785920875
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,10,0.1,0.7960706774674966,0.8177468129232324,0.7423385978675544,0.8281266216117029
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,10,0.1,0.7746165711268698,0.7848714843089803,0.7327014394265793,0.8062767896450498
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,10,0.1,0.7788513122070204,0.7805979633744726,0.7360692141426151,0.8198867591039739
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,10,0.1,0.7335165466643343,0.7230567537883553,0.6996180027082897,0.7778748834963581
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,10,0.1,0.7553285777921777,0.7646016623219217,0.6981605518875292,0.803223519167082
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,10,0.1,0.752060701581657,0.7825227188603924,0.6953123287494213,0.7783470571351575
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,10,0.03,0.7163531578721027,0.7328683192116422,0.6739029405695138,0.7422882138351523
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,10,0.03,0.7120718441649441,0.7203647875441862,0.6853322536478296,0.7305184913028162
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,10,0.03,0.7012678023738721,0.7479388865037191,0.635643883821944,0.7202206367959534
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,10,0.03,0.6863296064156876,0.7152194438923408,0.6317736298686651,0.7119957454860568
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,10,0.03,0.7049533226245052,0.7344177904671447,0.6382202381352261,0.7422219392711444
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,10,0.03,0.6863551364810123,0.7250792045330273,0.6376709790339464,0.6963152258760632
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,10,0.01,0.7195712149248129,0.7243529590529582,0.6959134629629814,0.7384472227584993
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,10,0.01,0.7191409627497786,0.7301243585459459,0.6967995110796732,0.7304990186237169
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,10,0.01,0.7250834478329959,0.7685758266592444,0.6725201643685796,0.7341543524711641
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,10,0.01,0.720494644680672,0.7702958813462333,0.6710958324624148,0.7200922202333682
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,10,0.01,0.7239573264021735,0.7665712608939677,0.6766491886676235,0.7286515296449292
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,10,0.01,0.7185417777375109,0.7675949049902847,0.6827995398495063,0.7052308883727421
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.7,50,3.0,1.5598336762729708,1.5942987111068458,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.7,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.7,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.7,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.7,50,3.0,1.5598336762729708,1.5942987111068458,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.7,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.7,50,1.0,1.29004044282904,1.3151277037021927,1.2907306016437718,1.264263023141156
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.7,50,1.0,1.2510980624484864,1.2767885240445906,1.238506939344667,1.237998723956202
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.7,50,1.0,1.2799347213967747,1.2981064471286663,1.2710745291423298,1.2706231879193288
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.7,50,1.0,1.2409491475362104,1.2653812687654284,1.2225868225936132,1.2348793512495895
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.7,50,1.0,1.278803881953042,1.2974583919330733,1.2771439803137654,1.2618092736122872
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.7,50,1.0,1.2439405500042355,1.2714741861351606,1.2310247485835055,1.2293227152940405
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.7,50,0.1,0.7654899800017252,0.764471126965196,0.7176368120651309,0.8143620009748488
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.7,50,0.1,0.7635652319495715,0.7598750780288848,0.732642745162621,0.7981778726572087
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.7,50,0.1,0.7571770197525709,0.7902368270872476,0.6907444158082188,0.7905498163622467
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.7,50,0.1,0.7090747251532666,0.732591448601936,0.6599902281944646,0.7346424986633996
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.7,50,0.1,0.7560178074692248,0.7923051545853088,0.6893016424829289,0.7864466253394365
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.7,50,0.1,0.7226823427039171,0.7357185384197872,0.6662231953751787,0.7661052943167852
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.7,50,0.03,0.726685378284194,0.7411952344108547,0.6758439515210137,0.7630169489207136
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.7,50,0.03,0.7106319137381331,0.7067523527879485,0.6974822660364992,0.7276611223899515
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.7,50,0.03,0.6924226682431476,0.7159455061391219,0.6391849007778959,0.7221375978124249
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.7,50,0.03,0.6693069181728915,0.6916194118622815,0.6257448089762915,0.6905565336801018
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.7,50,0.03,0.7045498334474753,0.7265100034642895,0.654395884848811,0.7327436120293259
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.7,50,0.03,0.6743760346817808,0.7018334758537831,0.6322870023584722,0.6890076258330872
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.7,50,0.01,0.730675019078493,0.7444747855240932,0.6990716600812408,0.7484786116301453
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.7,50,0.01,0.7211246913955549,0.7442999819121637,0.6989620819260282,0.720112010348473
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.7,50,0.01,0.705240371452363,0.7309368263352314,0.6634922549989611,0.7212920330228962
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.7,50,0.01,0.7090677771945968,0.7302405916862184,0.670902797405303,0.7260599424922688
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.7,50,0.01,0.7197315538578113,0.7536795809085026,0.6807456680749078,0.7247694125900236
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.7,50,0.01,0.6869095040697908,0.7050620196378214,0.6640442925843919,0.691622199987159
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,50,1.0,1.3528759666862014,1.3933904405946436,1.3488770493090048,1.316360410154956
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,50,1.0,1.3203355627457454,1.3585217243676357,1.30794243210037,1.2945425317692303
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,50,1.0,1.3455744828220606,1.3794012162431515,1.3366071741473784,1.3207150580756513
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,50,1.0,1.310706839955982,1.3477254367435831,1.2914155439057522,1.2929795392186112
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,50,1.0,1.3442434585628933,1.376165188472215,1.343521272891248,1.3130439143252168
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,50,1.0,1.3155615607731435,1.3538085376952294,1.3011637879509086,1.2917123566732926
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,50,0.1,0.7804272165907131,0.778659475309562,0.7359698391670494,0.8266523352955282
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,50,0.1,0.7775603462669667,0.7753430588184886,0.7409195996146855,0.8164183803677262
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,50,0.1,0.7706067855790592,0.8058766970701807,0.7039312938239372,0.8020123658430599
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,50,0.1,0.7227494054658893,0.7444667998441161,0.6739931884709611,0.7497882280825909
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,50,0.1,0.7716276777052317,0.8042687150949134,0.7089067820574575,0.8017075359633242
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,50,0.1,0.737258383409115,0.7498476042908601,0.6809496573831405,0.7809778885533444
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,50,0.03,0.7236593700696258,0.7380661828599113,0.6726831215723599,0.7602288057766062
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,50,0.03,0.709636360040572,0.7088954318901987,0.6932832427912589,0.7267304054402586
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,50,0.03,0.6956321711404337,0.7183860783482112,0.6410522957328328,0.7274581393402573
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,50,0.03,0.6667456187318731,0.6902992652381901,0.6217974133796467,0.6881401775777828
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,50,0.03,0.7044962942684245,0.7336596542190699,0.6456478410393025,0.7341813875469014
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,50,0.03,0.675672348866361,0.7010993847868303,0.6357940106536739,0.6901236511585789
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.8,50,0.01,0.7319504439117296,0.7568471189028868,0.692619660394564,0.7463845524377384
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.8,50,0.01,0.7164010558387837,0.734467563144501,0.6993648447084625,0.7153707596633871
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.8,50,0.01,0.7038385503372537,0.7266598504884971,0.6586604502892682,0.7261953502339956
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.8,50,0.01,0.7004231662364973,0.7130511728214918,0.665491120714553,0.7227272051734468
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.8,50,0.01,0.7168286795046847,0.7523433281427119,0.6768727176253603,0.7212699927459819
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.8,50,0.01,0.6855563182933523,0.7050969839055636,0.6587675103744245,0.6928044606000688
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,50,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,50,1.0,1.4169625248049869,1.463437133726076,1.4127778830397695,1.374672557649115
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,50,1.0,1.390343163145359,1.4367786511208205,1.3765387464720082,1.357712091843249
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,50,1.0,1.4125074254438625,1.4553028455566108,1.4059794591444232,1.3762399716305538
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,50,1.0,1.3857034347661505,1.433676049198173,1.3657163930554175,1.3577178620448613
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,50,1.0,1.410086933076678,1.4511315675035341,1.4079717120528503,1.3711575196736496
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,50,1.0,1.388062719863487,1.434224622897625,1.3745275458494937,1.355435990843342
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,50,0.1,0.7949449586579701,0.790276994119149,0.7548447334427679,0.8397131484119935
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,50,0.1,0.7893782266413674,0.785902261370609,0.7540788640310092,0.8281535545224843
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,50,0.1,0.7870398415923209,0.8186042615804766,0.7236651030952053,0.8188501601012812
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,50,0.1,0.7382503270281575,0.7684730070328083,0.6827649829331665,0.7635129911184979
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,50,0.1,0.7888972204012881,0.8181950305633044,0.7323537289555897,0.8161429016849702
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,50,0.1,0.7516306584602469,0.7641408991509728,0.6923664782189167,0.7983845980108512
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,50,0.03,0.7262340878066481,0.7411374424071688,0.6730043603507393,0.7645604606620363
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,50,0.03,0.7128493749207859,0.7130374747879785,0.6945180756651298,0.7309925743092496
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,50,0.03,0.6919669258178431,0.7075292041381475,0.6450983673549121,0.7232732059604698
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,50,0.03,0.6659112811976915,0.6893575097194562,0.6189076250534417,0.6894687088201769
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,50,0.03,0.7012779184564645,0.727659885338891,0.6404910462252038,0.7356828238052987
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,50,0.03,0.6755510444719756,0.6966641967161402,0.6300022102798127,0.6999867264199742
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.9,50,0.01,0.7338669053888267,0.760228028756825,0.6930793375890547,0.7482933498206007
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.9,50,0.01,0.7115734174015047,0.7229762048437256,0.6940252390458852,0.7177188083149035
Xanthine-Bostaurus,LR_FPS,cdk_fp,1500,0.9,50,0.01,0.6947623582682564,0.7195970236063932,0.645599177482071,0.7190908737163049
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1500,0.9,50,0.01,0.6982325847784345,0.7144467013352406,0.66107375546689,0.7191772975331729
Xanthine-Bostaurus,LR_FPS,cdk_fp,2000,0.9,50,0.01,0.714917394816689,0.7426470050190868,0.6716839260495749,0.7304212533814054
Xanthine-Bostaurus,LR_FPS,rdkit_fp,2000,0.9,50,0.01,0.6857747447690332,0.7050808149863388,0.6577062434168726,0.6945371759038885
Xanthine-Bostaurus,LR_FPS,cdk_fp,1000,0.7,100,3.0,1.5598336762729708,1.5942987111068458,1.5476663692175836,1.5375359484944828
Xanthine-Bostaurus,LR_FPS,rdkit_fp,1000,0.7,100,3.0,1.5598336762729705,1.5942987111068456,1.5476663692175836,1.537535948494483
