"NAME [String]","METHOD [String]","numTrees [Int]","featuresColumn [String]","maxNodes [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"Caco2","SMILE_RFR_DESC","50","rdkit_desc","1000","0.5333925074056829","0.5896869951425124","0.5539665708972129","0.4565239561773234"
"Caco2","SMILE_RFR_DESC","60","rdkit_desc","1000","0.5460092794495348","0.5854559059828035","0.5539288216725061","0.4986431106932949"
"Caco2","SMILE_RFR_DESC","70","rdkit_desc","1000","0.5454371880521621","0.5973776145978275","0.5585423287466202","0.4803916208120388"
"Caco2","SMILE_RFR_DESC","30","cdk_desc","1000","0.5835285231825602","0.5770206177463443","0.6525094578238173","0.5210554939775188"
"Caco2","SMILE_RFR_DESC","40","cdk_desc","1000","0.6028565006478398","0.6453306024558658","0.6322979852632726","0.5309409142243809"
"Caco2","SMILE_RFR_DESC","50","cdk_desc","1000","0.5673625773076104","0.6024057634632151","0.6246182761659783","0.4750636922936378"
"Caco2","SMILE_RFR_DESC","60","cdk_desc","1000","0.5934413954152887","0.6163319591175748","0.6303965239589068","0.5335957031693845"
"Caco2","SMILE_RFR_DESC","70","cdk_desc","1000","0.5713249497052123","0.5939802665885842","0.6064227454089354","0.5135718371181173"
"Caco2","SMILE_RFR_DESC","30","rdkit_desc","5000","0.5335291049244146","0.5929788487279918","0.5259866418411102","0.48162182420414185"
"Caco2","SMILE_RFR_DESC","40","rdkit_desc","5000","0.548677454910432","0.6036271202228483","0.5601367338113368","0.4822685106971108"
"Caco2","SMILE_RFR_DESC","50","rdkit_desc","5000","0.5389308578797326","0.5840515268671942","0.5597534298141783","0.47298761695782504"
"Caco2","SMILE_RFR_DESC","60","rdkit_desc","5000","0.5298579041224448","0.6060943051720792","0.5331125125624633","0.45036689463279195"
"Caco2","SMILE_RFR_DESC","70","rdkit_desc","5000","0.5407993765680718","0.5820578984570044","0.5362491991617487","0.5040910320854622"
"Caco2","SMILE_RFR_DESC","30","cdk_desc","5000","0.5631730712550839","0.5787545946538939","0.6137141008228313","0.4970505182885264"
"Caco2","SMILE_RFR_DESC","40","cdk_desc","5000","0.5707404873170502","0.580761043223509","0.5977080732076121","0.5337523455200298"
"Caco2","SMILE_RFR_DESC","50","cdk_desc","5000","0.5654028270497171","0.609963742778809","0.5819980217003012","0.5042467166700411"
"Caco2","SMILE_RFR_DESC","60","cdk_desc","5000","0.5693004030832393","0.598634892773885","0.6057835930241645","0.503482723451668"
"Caco2","SMILE_RFR_DESC","70","cdk_desc","5000","0.5762223140607025","0.6102992663810406","0.6113604168701529","0.5070072589309138"
"Caco2","SMILE_RFR_DESC","30","rdkit_desc","10000","0.5628713241436558","0.6020179597531178","0.5876147514106941","0.49898126126715553"
"Caco2","SMILE_RFR_DESC","40","rdkit_desc","10000","0.5397239224214111","0.5903721342115463","0.5443766957499105","0.48442293730277636"
"Caco2","SMILE_RFR_DESC","50","rdkit_desc","10000","0.5430064466176615","0.5986208222063092","0.5188102740362589","0.5115882436104164"
"Caco2","SMILE_RFR_DESC","60","rdkit_desc","10000","0.5353452850329591","0.5994487412460159","0.5436579598577261","0.46292915399513535"
"Caco2","SMILE_RFR_DESC","70","rdkit_desc","10000","0.5383684521039163","0.6005054988704217","0.5180231077069474","0.4965767497343795"
"Caco2","SMILE_RFR_DESC","30","cdk_desc","10000","0.5922435494565556","0.6408001503944901","0.6043835723596818","0.5315469256154944"
"Caco2","SMILE_RFR_DESC","40","cdk_desc","10000","0.555644812571278","0.6063901255523949","0.596817716101","0.4637265960604389"
"Caco2","SMILE_RFR_DESC","50","cdk_desc","10000","0.5808409924442937","0.5797320822125429","0.6209566818514846","0.5418342132688534"
"Caco2","SMILE_RFR_DESC","60","cdk_desc","10000","0.5655435615814045","0.6069273790538353","0.5996923501858025","0.49001095550457574"
"Caco2","SMILE_RFR_DESC","70","cdk_desc","10000","0.5864863159203523","0.6140382721427933","0.6278522056935234","0.51756846992474"
"TB_MDR","SMILE_RFR_DESC","30","rdkit_desc","1000","0.6151189837590954","0.6190422176113071","0.646239329386872","0.580075404279107"
"TB_MDR","SMILE_RFR_DESC","40","rdkit_desc","1000","0.6148426631542149","0.6152807121486773","0.6500391382344616","0.5792081390795055"
"TB_MDR","SMILE_RFR_DESC","50","rdkit_desc","1000","0.6144819114276756","0.6150671482148943","0.6538727248968724","0.5745058611712601"
"TB_MDR","SMILE_RFR_DESC","60","rdkit_desc","1000","0.6109201067554181","0.6134895043894085","0.6429492605352018","0.5763215553416439"
"TB_MDR","SMILE_RFR_DESC","70","rdkit_desc","1000","0.6083103313209827","0.6076686088129656","0.6439677777280788","0.5732946074219037"
"TB_MDR","SMILE_RFR_DESC","30","cdk_desc","1000","0.6164556278414591","0.6166732875651777","0.6499080820273503","0.5827855139318493"
"TB_MDR","SMILE_RFR_DESC","40","cdk_desc","1000","0.6164941258566009","0.6174781419240337","0.6461597608007508","0.5858444748450184"
"TB_MDR","SMILE_RFR_DESC","50","cdk_desc","1000","0.6127973609033249","0.6123672720291775","0.6409213449100346","0.5851034657707627"
"TB_MDR","SMILE_RFR_DESC","60","cdk_desc","1000","0.6142453946541017","0.6168417864179276","0.6393738088117321","0.586520588732645"
"TB_MDR","SMILE_RFR_DESC","70","cdk_desc","1000","0.6133303039571731","0.61002283787645","0.6432340528048981","0.5867340211901714"
"TB_MDR","SMILE_RFR_DESC","30","rdkit_desc","5000","0.6195719540868034","0.6131771546533795","0.6606409763263561","0.5848977312806746"
"TB_MDR","SMILE_RFR_DESC","40","rdkit_desc","5000","0.6123299771540255","0.6128582813173373","0.644931669790749","0.57919998035399"
"TB_MDR","SMILE_RFR_DESC","50","rdkit_desc","5000","0.6140453270842893","0.6163026353313807","0.6489637596790577","0.5768695862424291"
"TB_MDR","SMILE_RFR_DESC","60","rdkit_desc","5000","0.6102449608948098","0.6110669479442203","0.6465451842674469","0.5731227504727621"
"TB_MDR","SMILE_RFR_DESC","70","rdkit_desc","5000","0.6131258872446408","0.6132721463928388","0.6508565735836972","0.5752489417573863"
"TB_MDR","SMILE_RFR_DESC","30","cdk_desc","5000","0.6138327251633898","0.6123663227996657","0.6395170813991895","0.5896147712913146"
"TB_MDR","SMILE_RFR_DESC","40","cdk_desc","5000","0.6151566366388223","0.6200032696034831","0.637514443521388","0.5879521967915956"
"TB_MDR","SMILE_RFR_DESC","50","cdk_desc","5000","0.6162706021321845","0.620280715490424","0.640961747605907","0.5875693433002227"
"TB_MDR","SMILE_RFR_DESC","60","cdk_desc","5000","0.6127714471244525","0.6120739468484271","0.6376490983920955","0.5885912961328351"
"TB_MDR","SMILE_RFR_DESC","70","cdk_desc","5000","0.6111573511153588","0.6117748401633811","0.6372775435721386","0.584419669610557"
"TB_MDR","SMILE_RFR_DESC","30","rdkit_desc","10000","0.6178824556546965","0.6191825010049079","0.6503570971560579","0.5841077688031237"
"TB_MDR","SMILE_RFR_DESC","40","rdkit_desc","10000","0.6180236848260855","0.6247433612204041","0.6472913312244574","0.582036362033395"
"TB_MDR","SMILE_RFR_DESC","50","rdkit_desc","10000","0.6083453480577328","0.6114473818022127","0.6462102404238778","0.5673784219471077"
"TB_MDR","SMILE_RFR_DESC","60","rdkit_desc","10000","0.6104698591172221","0.6101142002375859","0.6469032892432182","0.574392087870862"
"TB_MDR","SMILE_RFR_DESC","70","rdkit_desc","10000","0.6092023981891073","0.6092671257378123","0.6433481417273875","0.574991927102122"
"TB_MDR","SMILE_RFR_DESC","30","cdk_desc","10000","0.6155262898498032","0.6176687555388606","0.640210385684051","0.5886997283264979"
"TB_MDR","SMILE_RFR_DESC","40","cdk_desc","10000","0.6148941293035558","0.6153499147245511","0.6413734418502993","0.5879590313358168"
"TB_MDR","SMILE_RFR_DESC","50","cdk_desc","10000","0.610880173821745","0.6127457649805639","0.637039815430737","0.5828549410539341"
"TB_MDR","SMILE_RFR_DESC","60","cdk_desc","10000","0.6126075955705425","0.6128660516734753","0.6389585796809988","0.5859981553571534"
"TB_MDR","SMILE_RFR_DESC","70","cdk_desc","10000","0.6129716797361344","0.6198482354404264","0.6365337093694241","0.5825330943985527"
"ADMECaco2","SMILE_RFR_DESC","30","rdkit_desc","1000","0.8198204681423727","0.7902711342632402","0.8795148336938546","0.7896754364700233"
"ADMECaco2","SMILE_RFR_DESC","40","rdkit_desc","1000","0.8027976079957729","0.7713330909979988","0.8694926072428789","0.7675671257464413"
"ADMECaco2","SMILE_RFR_DESC","50","rdkit_desc","1000","0.8032269563474893","0.7757599530097533","0.8510202732741131","0.7829006427586017"
"ADMECaco2","SMILE_RFR_DESC","60","rdkit_desc","1000","0.80091183769153","0.7641333727719329","0.8556387763828441","0.7829633639198126"
"ADMECaco2","SMILE_RFR_DESC","70","rdkit_desc","1000","0.8019437204267993","0.7714261841287804","0.8506000311953469","0.7838049459562708"
"ADMECaco2","SMILE_RFR_DESC","30","cdk_desc","1000","0.7639867978186428","0.74546629125121","0.8141854483772186","0.7323086538274997"
"ADMECaco2","SMILE_RFR_DESC","40","cdk_desc","1000","0.7444634663465827","0.7185251512213677","0.7877048861323835","0.727160361685997"
"ADMECaco2","SMILE_RFR_DESC","50","cdk_desc","1000","0.7640619095227251","0.7400553552989052","0.8075156337599567","0.7446147395093137"
"ADMECaco2","SMILE_RFR_DESC","60","cdk_desc","1000","0.755995927634157","0.739733312450608","0.7942929685562488","0.7339615018956143"
"ADMECaco2","SMILE_RFR_DESC","70","cdk_desc","1000","0.7501941073853781","0.7226398655350001","0.8035833366953593","0.724359119925775"
"ADMECaco2","SMILE_RFR_DESC","30","rdkit_desc","5000","0.8078549983835929","0.7812671448121226","0.8518795884986212","0.7904182618400348"
"ADMECaco2","SMILE_RFR_DESC","40","rdkit_desc","5000","0.7876065365024969","0.7596922825465815","0.8407674018419576","0.7623599251189519"
"ADMECaco2","SMILE_RFR_DESC","50","rdkit_desc","5000","0.8060341809623841","0.7775428387016423","0.8532225055413881","0.7873371986441218"
"ADMECaco2","SMILE_RFR_DESC","60","rdkit_desc","5000","0.8166955355739063","0.787997853448305","0.862108225666638","0.799980527606776"
"ADMECaco2","SMILE_RFR_DESC","70","rdkit_desc","5000","0.8073129595153365","0.7631997344614146","0.8601462852024843","0.7985928588821108"
"ADMECaco2","SMILE_RFR_DESC","30","cdk_desc","5000","0.7610722149964341","0.6910577294440642","0.8253511099078935","0.7668078056373445"
"ADMECaco2","SMILE_RFR_DESC","40","cdk_desc","5000","0.7683514164743915","0.7217563718257952","0.8215791451548746","0.761718732442505"
"ADMECaco2","SMILE_RFR_DESC","50","cdk_desc","5000","0.7587572615452128","0.7157479776297144","0.8071820957853522","0.7533417112205719"
"ADMECaco2","SMILE_RFR_DESC","60","cdk_desc","5000","0.7601377597741669","0.7189723861053582","0.827226019118069","0.7342148740990735"
"ADMECaco2","SMILE_RFR_DESC","70","cdk_desc","5000","0.7543002905455466","0.7154789936786874","0.8060678024569952","0.7413540755009574"
"ADMECaco2","SMILE_RFR_DESC","30","rdkit_desc","10000","0.7943548645713135","0.7649163324840981","0.8383903104563181","0.7797579507735247"
"ADMECaco2","SMILE_RFR_DESC","40","rdkit_desc","10000","0.8093323557806364","0.7932058517013241","0.8646600267411972","0.7701311888993878"
"ADMECaco2","SMILE_RFR_DESC","50","rdkit_desc","10000","0.8154709266302458","0.7980758582159274","0.8657940955968867","0.7825428260779232"
"ADMECaco2","SMILE_RFR_DESC","60","rdkit_desc","10000","0.813811107650687","0.7937574407976071","0.8638774958459714","0.7837983863084825"
"ADMECaco2","SMILE_RFR_DESC","70","rdkit_desc","10000","0.7937644426507605","0.7545958085538476","0.8504642445742027","0.7762332748242315"
"ADMECaco2","SMILE_RFR_DESC","30","cdk_desc","10000","0.7578297327973154","0.7242892059086473","0.7884710639928635","0.7607289284904352"
"ADMECaco2","SMILE_RFR_DESC","40","cdk_desc","10000","0.7516998611285404","0.7034244943783575","0.8355030815206289","0.7161720074866348"
"ADMECaco2","SMILE_RFR_DESC","50","cdk_desc","10000","0.7540436496028821","0.7115365743514069","0.7975103674827038","0.7530840069745356"
"ADMECaco2","SMILE_RFR_DESC","60","cdk_desc","10000","0.7546429170192317","0.7083127626935039","0.8157248489198379","0.7398911394443536"
"ADMECaco2","SMILE_RFR_DESC","70","cdk_desc","10000","0.7447647210886209","0.713936122388254","0.7869302528371711","0.7334277880404375"
"TB_SRI","SMILE_RFR_DESC","30","rdkit_desc","1000","0.665350982142538","0.662734434150029","0.6596504557784805","0.6736680564991041"
"TB_SRI","SMILE_RFR_DESC","40","rdkit_desc","1000","0.6646527462284572","0.6608171606549008","0.6678703682801957","0.665270709750275"
"TB_SRI","SMILE_RFR_DESC","50","rdkit_desc","1000","0.6616563172866172","0.6577315199396123","0.6608325245374923","0.6664049073827473"
"TB_SRI","SMILE_RFR_DESC","60","rdkit_desc","1000","0.6592473483633425","0.6577124862282082","0.6513695479858201","0.6686600108759992"
"TB_SRI","SMILE_RFR_DESC","70","rdkit_desc","1000","0.6655777615075074","0.6669659179903265","0.6619336315167297","0.667833735015466"
"TB_SRI","SMILE_RFR_DESC","30","cdk_desc","1000","0.6611320607192724","0.6692441384686783","0.6577816620494131","0.6563703816397262"
"TB_SRI","SMILE_RFR_DESC","40","cdk_desc","1000","0.659362798364228","0.6654086331877583","0.6542624442914985","0.6584173176134273"
"TB_SRI","SMILE_RFR_DESC","50","cdk_desc","1000","0.6562518886359952","0.6627289663302819","0.6467285943434795","0.659298105234224"
"TB_SRI","SMILE_RFR_DESC","60","cdk_desc","1000","0.6602241808414403","0.675514103839968","0.6493051586955421","0.6558532799888108"
"TB_SRI","SMILE_RFR_DESC","70","cdk_desc","1000","0.6589809300266042","0.667479764342483","0.6495529659915287","0.6599100597458007"
"TB_SRI","SMILE_RFR_DESC","30","rdkit_desc","5000","0.6688095957967707","0.669664145830319","0.6660450645765595","0.6707195769834337"
"TB_SRI","SMILE_RFR_DESC","40","rdkit_desc","5000","0.6608201778659678","0.6607138829842517","0.6489237894737045","0.6728228611399472"
"TB_SRI","SMILE_RFR_DESC","50","rdkit_desc","5000","0.6661592662473032","0.6660421251622551","0.6630292100355064","0.6694064635441481"
"TB_SRI","SMILE_RFR_DESC","60","rdkit_desc","5000","0.6640592999294358","0.6667486446239395","0.6628834309137","0.6625458242506681"
