"NAME [String]","METHOD [String]","degree [Int]","C [Double]","featuresColumn [String]","scalerType [String]","offset [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_desc","MaxMin","2.0","2.8949930932495724","4.014610165115066","1.7955442951034009","2.8748248195302506"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_fp","Standard","2.0","0.7205245458000308","0.5810005568146726","0.7232321930150961","0.8573408875703235"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_fp","Standard","2.0","0.9079390536382453","0.9045171490650997","0.9798028586700074","0.839497153179629"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_fp","Standard","2.0","0.7356798550080552","0.5877233300667621","0.7619753473866325","0.8573408875707708"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_fp","Standard","2.0","0.8920697315152496","0.8569089885038425","0.9798029559499222","0.8394972500919841"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_fp","Standard","2.0","0.7291239491711493","0.579696465944253","0.7232321929974269","0.8844431885717682"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_fp","Standard","2.0","0.9079393276576725","0.9045163854391228","0.9798036456763515","0.8394979518575432"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_fp","Standard","2.0","0.753795001314105","0.5747219098023281","0.8090434699795879","0.877619624160399"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_fp","Standard","2.0","0.9079418938139687","0.9045175429148948","0.9798070183757864","0.8395011201512248"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_fp","Standard","2.0","0.8200455595613819","0.689132658143785","0.7767880772662857","0.994215943274075"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_fp","Standard","2.0","0.8928606709783103","0.857286141624085","0.9533096170572956","0.8679862542535505"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_fp","Standard","2.0","0.8200455595605661","0.6891326581431699","0.7767880772644454","0.9942159432740829"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_fp","Standard","2.0","0.8928607817645764","0.8572862636165189","0.9533096881759803","0.8679863935012297"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_fp","Standard","2.0","0.8200455595682107","0.6891326581452393","0.7767880772736159","0.9942159432857767"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_fp","Standard","2.0","0.892861240452111","0.857286467713969","0.9533099199970226","0.8679873336453415"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_fp","Standard","2.0","0.8200455595941608","0.68913265820407","0.7767880772669153","0.9942159433114973"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_fp","Standard","2.0","0.8928632774501315","0.8572863048659592","0.9533133827746625","0.8679901447097731"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_desc","Standard","2.0","2.5820491198280515","3.2211961376168943","3.6738880671777974","0.8510631546894619"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_desc","Standard","2.0","7.934032266643964","8.978487593035547","5.019630343723927","9.803978863172418"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_desc","Standard","2.0","3.585749415516235","3.2269961348805234","3.3313353940175396","4.198916717650642"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_desc","Standard","2.0","10.961335117926078","6.713161254616545","3.948758504896274","22.222085594265412"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_desc","Standard","2.0","4.932575621956332","6.822571047800026","4.16790948134769","3.8072463367212803"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_desc","Standard","2.0","9.994389716846658","8.069281881501608","4.576039766686534","17.337847502351835"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_desc","Standard","2.0","5.788833384428713","6.960135448906797","3.647364870581158","6.758999833798184"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_desc","Standard","2.0","17.501711829075276","16.40142745347678","11.593401539250173","24.510306494498874"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_desc","Standard","2.0","3.534785837525163","3.0539114159285545","5.614201881241791","1.936244215405143"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_desc","Standard","2.0","11.539162940362834","9.110915057120765","15.234817817390656","10.271755946577077"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_desc","Standard","2.0","5.321698031996855","5.640181629414281","6.162836277913702","4.162076188662581"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_desc","Standard","2.0","20.1516373789814","29.37590479388629","11.975427995237235","19.10357934782067"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_desc","Standard","2.0","7.365540445277564","7.683102165865209","7.36973564557652","7.043783524390966"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_desc","Standard","2.0","23.759248543990065","35.34033784423121","14.708393360437253","21.229014427301742"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_desc","Standard","2.0","7.482065449940175","11.86970596851502","6.108749872086355","4.467740509219147"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_desc","Standard","2.0","22.306883908996486","33.568956759985994","12.122680539701726","21.229014427301742"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_fp","MaxMin","4.0","0.304651239727488","0.3005149838409456","0.307220764834187","0.30621797050733135"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_fp","MaxMin","4.0","0.36017359411945987","0.3715613260684569","0.3512744411878814","0.35768501510204126"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_fp","MaxMin","4.0","0.3199638119250939","0.3173244429564024","0.30952430807781756","0.3330426847410617"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_fp","MaxMin","4.0","0.3757631894742617","0.38161295976795523","0.38597000680066457","0.35970660185416525"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_fp","MaxMin","4.0","0.33188328513011006","0.32936304284082374","0.3375907037450149","0.32869610880449146"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_fp","MaxMin","4.0","0.37076908127808506","0.3764336575229842","0.3588808651522353","0.3769927211590357"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_fp","MaxMin","4.0","0.33500270533971604","0.3271672756197127","0.36475085733225504","0.31308998306718044"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_fp","MaxMin","4.0","0.36628553887854803","0.37351077338863703","0.3527679745653166","0.37257786868169057"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_fp","MaxMin","4.0","0.30612800562170484","0.30264441061989233","0.30299919014892523","0.312740416096297"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_fp","MaxMin","4.0","0.3587452142105692","0.3692047575815763","0.36263310620294054","0.34439777884719075"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_fp","MaxMin","4.0","0.3185445687100017","0.32042493877276634","0.32028408727168733","0.31492468008555136"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_fp","MaxMin","4.0","0.3571787840667882","0.3519226828355575","0.36731957867192594","0.35229409069288137"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_fp","MaxMin","4.0","0.3366196655760514","0.33463654069296084","0.3531738246575379","0.3220486313776554"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_fp","MaxMin","4.0","0.37414241473136295","0.3940552154847908","0.3760779380164559","0.3522940906928422"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_fp","MaxMin","4.0","0.32393435278771593","0.3310663398428057","0.3242988105529655","0.31643790796737664"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_fp","MaxMin","4.0","0.34607973906162853","0.32413105958077426","0.35146414173133045","0.3626440158727807"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_desc","MaxMin","4.0","0.37493549589179603","0.3730227817333714","0.3758500021884735","0.37593370375354307"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_desc","MaxMin","4.0","1.8432498417899212","2.7369383879835567","2.0954079824368144","0.6974031549493924"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_desc","MaxMin","4.0","0.5883305749279666","0.8160027097459445","0.5805022389793303","0.368486776058625"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_desc","MaxMin","4.0","4.1421184926165955","1.4928435700273253","8.903432873049283","2.030079034773176"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_desc","MaxMin","4.0","0.786343871521102","0.9802983008886358","0.598599780029731","0.780133533644939"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_desc","MaxMin","4.0","4.895910592479248","2.6387181519491163","9.143374386632523","2.9056392388561014"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_desc","MaxMin","4.0","0.9463259231769454","0.8954131260332917","0.7806247450472121","1.1629398984503323"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_desc","MaxMin","4.0","6.882925891555864","3.583112347154127","11.769730024490693","5.2959353030227705"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_desc","MaxMin","4.0","0.37877855304455893","0.38610041083738783","0.3797017745541113","0.37053347374217765"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_desc","MaxMin","4.0","0.7144881116970977","1.0046691595395902","0.7762029632097249","0.36259221234197814"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_desc","MaxMin","4.0","0.4219815891201071","0.5003743902441955","0.3562927407152275","0.4092776364008982"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_desc","MaxMin","4.0","1.763496964850854","0.9165326245523542","1.932937392593594","2.4410208774066144"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_desc","MaxMin","4.0","1.1399669780309232","1.355401107774116","0.5083250810997735","1.5561747452188799"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_desc","MaxMin","4.0","2.4942662317853053","3.6458170083210746","1.273252138527583","2.5637295485072573"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_desc","MaxMin","4.0","1.4614974431813739","1.639415735221273","1.511031290764958","1.2340453035578909"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_desc","MaxMin","4.0","2.5059031356643207","3.5010937187425126","0.8417135348711394","3.1749021533793096"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_fp","Standard","4.0","0.7440775608840143","0.6222398424081325","0.7496321785051089","0.8603606617388018"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_fp","Standard","4.0","0.9567080556617865","0.9117022505235229","0.9803012782708009","0.9781206381910357"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_fp","Standard","4.0","0.7440775608844102","0.62223984241009","0.7496321785039598","0.8603606617391809"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_fp","Standard","4.0","0.9567081555854866","0.9117023724930332","0.9803013628957852","0.9781207313676412"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_fp","Standard","4.0","0.7378385086658779","0.603522685743995","0.7496321785132026","0.8603606617404358"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_fp","Standard","4.0","0.9567087019095686","0.9117030211113415","0.9803017038720937","0.9781213807452709"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_fp","Standard","4.0","0.7440775609216871","0.6222398425095906","0.7496321785399161","0.8603606617155541"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_fp","Standard","4.0","0.9567161759086095","0.911720249873896","0.9803031424335324","0.9781251354184001"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_fp","Standard","4.0","0.8587340959228736","0.6425841393753992","0.9020228056617268","1.0315953427314952"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_fp","Standard","4.0","0.9145552387811935","0.8563263237256972","0.9927243720371939","0.8946150205806894"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_fp","Standard","4.0","0.8090470256702752","0.5563253463655182","0.9020228056662252","0.9687929249790821"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_fp","Standard","4.0","0.9110996983790359","0.8581899581425289","0.9810397999016339","0.8940693370929448"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_fp","Standard","4.0","0.7704197134349507","0.6425841393707986","0.699882574136745","0.9687924267973086"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_fp","Standard","4.0","0.9145558388234497","0.8563266268544502","0.9927251297120145","0.8946157599038843"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_fp","Standard","4.0","0.8547559532845165","0.6306497117171225","0.902022805467245","1.031595342669182"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_fp","Standard","4.0","0.910085339600862","0.8545989514399301","0.9810405338869865","0.8946165334756693"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_desc","Standard","4.0","3.5122964575271727","3.1854460734139773","3.6631009177191536","3.6883423814483867"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_desc","Standard","4.0","9.353835318482458","7.049939576712218","10.906324835518367","10.105241543216787"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_desc","Standard","4.0","4.656812792197608","6.287500450800583","2.9218079462599316","4.761129979532312"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_desc","Standard","4.0","10.707587403411651","13.334762052903312","10.906331676520539","7.881668480811101"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_desc","Standard","4.0","3.1905645780863323","5.0306843956525515","1.5783382920868807","2.962671046519564"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_desc","Standard","4.0","17.37431881589219","19.874340591526103","22.2191512010988","10.029464655051669"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_desc","Standard","4.0","5.221006342433171","5.137416672704199","3.533381095025897","6.992221259569416"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_desc","Standard","4.0","24.495411967155576","34.92218610769862","19.84163042579556","18.722419367972545"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_desc","Standard","4.0","3.869853329576396","4.360226718442131","3.8262226545742513","3.423110615712807"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_desc","Standard","4.0","12.830095216878945","12.219653377571479","7.159625284592653","19.1110069884727"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_desc","Standard","4.0","4.317293446178261","3.5237321866038576","3.9353285164393603","5.492819635491566"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_desc","Standard","4.0","11.127009456770152","13.004624932057794","10.308217609687512","10.068185828565149"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_desc","Standard","4.0","6.737169171146692","11.877931386940627","4.566707661412909","3.7668684650865383"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_desc","Standard","4.0","21.72477354921025","32.86867419483624","9.820633685475055","22.485012767319457"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_desc","Standard","4.0","4.8694462054651915","5.196730389147737","4.99028023422919","4.4213279930186475"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_desc","Standard","4.0","22.223888530362924","34.36601913826211","9.820633685507206","22.485012767319457"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_fp","MaxMin","6.0","0.3044222123797118","0.2966447086430319","0.30877291890071296","0.3078490095953905"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_fp","MaxMin","6.0","0.35190933216858916","0.35838053874065584","0.3558964028287906","0.3414510549363211"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_fp","MaxMin","6.0","0.3236040774979317","0.3204136133632559","0.32658886478598814","0.3238097543445511"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_fp","MaxMin","6.0","0.3503938138511456","0.36191300518813374","0.3238262914115632","0.36544214495373994"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_fp","MaxMin","6.0","0.32511996520880354","0.3226283480926599","0.311849944368309","0.34088160316544186"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_fp","MaxMin","6.0","0.35408566953747167","0.350961041045744","0.34090656591484414","0.37038940165182677"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_fp","MaxMin","6.0","0.319138276090982","0.3197711229395589","0.3185129157734331","0.31913078955995405"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_fp","MaxMin","6.0","0.354463689663216","0.35066477984733385","0.335794724882039","0.3769315642602752"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_fp","MaxMin","6.0","0.3060036987659101","0.3115280732490579","0.29825563910653574","0.30822738394213683"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_fp","MaxMin","6.0","0.34636969091139785","0.34487782782658677","0.34852379353495394","0.3457074513726529"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_fp","MaxMin","6.0","0.32622406394874326","0.33246163580125077","0.3180821865956894","0.32812836944928964"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_fp","MaxMin","6.0","0.3413534248328734","0.34657260593865263","0.3468421182427576","0.3306455503172101"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_fp","MaxMin","6.0","0.31957579421665017","0.31035487496653286","0.3364122057612468","0.3119603019221708"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_fp","MaxMin","6.0","0.3592376533357266","0.3461726546127927","0.36053006329942655","0.37101024209496053"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_fp","MaxMin","6.0","0.33016709844460007","0.3286142897509469","0.34517481845909137","0.31671218712376187"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_fp","MaxMin","6.0","0.35570793464491746","0.35594690236741516","0.35880128134746464","0.3523756202198725"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_desc","MaxMin","6.0","0.376619878996497","0.3710472092083301","0.37905503622412373","0.3797573915570372"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_desc","MaxMin","6.0","1.2513420982668961","0.5303641018994547","1.183588797823338","2.0400733950778958"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_desc","MaxMin","6.0","0.7341480420971744","0.39985843491149237","0.867502478423545","0.9350832129564858"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_desc","MaxMin","6.0","3.5203793094183027","0.5756285485134103","3.4526304389182423","6.532878940823255"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_desc","MaxMin","6.0","1.047950601546707","0.7705536684144706","1.6388476771569842","0.7344504590686664"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_desc","MaxMin","6.0","6.503138635205701","5.062343937552718","7.012006876046508","7.435065092017877"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_desc","MaxMin","6.0","1.9347456637275318","3.0140489584537256","0.8253872301270624","1.9648008026018071"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_desc","MaxMin","6.0","4.454838598692917","5.555471693211541","3.4601312238899267","4.348912878977285"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_desc","MaxMin","6.0","0.3727079720507767","0.3687464881461318","0.3950741464329341","0.3543032815732643"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_desc","MaxMin","6.0","0.47107456594248215","0.5123410888563567","0.42566944837785575","0.47521316059323404"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_desc","MaxMin","6.0","0.47130006620361925","0.5619769829798906","0.5084121773498277","0.34351103828113927"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_desc","MaxMin","6.0","2.0146570855099935","2.8532088334113515","1.8844378019709056","1.306324621147723"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_desc","MaxMin","6.0","0.5296626508988692","0.5924695458776552","0.48927899799220465","0.5072394088267478"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_desc","MaxMin","6.0","3.1110945198560853","4.200283873083262","1.2151108479176695","3.917888838567324"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_desc","MaxMin","6.0","1.512819275420224","0.9663918897046082","2.8073300399628636","0.7647358965932007"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_desc","MaxMin","6.0","1.7626633084409484","2.4899065326660548","1.0640488184779844","1.7340345741788057"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_fp","Standard","6.0","0.7342985308028743","0.6531214810784933","0.6649575038862845","0.8848166074438449"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_fp","Standard","6.0","0.9304394574958391","0.9124275164242983","0.969273827526683","0.9096170285365358"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_fp","Standard","6.0","0.6995095833455717","0.5850154692582197","0.6649575038701562","0.8485557769083392"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_fp","Standard","6.0","0.9304397050540452","0.9124279855447773","0.9692739889575457","0.9096171406598124"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_fp","Standard","6.0","0.6955562610244562","0.5849808282963184","0.6531321778830463","0.848555776894004"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_fp","Standard","6.0","0.930133673537176","0.9115088126258005","0.9692744377046779","0.9096177702810497"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_fp","Standard","6.0","0.7657812150006604","0.5995507304772385","0.8492371376462179","0.8485557768785249"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_fp","Standard","6.0","0.9304395520817029","0.9124234865641805","0.9692743099351758","0.9096208597457528"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_fp","Standard","6.0","0.7564733915988945","0.5599278397413956","0.6717966357556311","1.0376956992996569"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_fp","Standard","6.0","0.9351982827314727","0.8401982441708857","0.9910371764528133","0.9743594275707192"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_fp","Standard","6.0","0.8100515753703753","0.6675705807191005","0.7248884460915974","1.0376956993004278"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_fp","Standard","6.0","0.9422715992193526","0.8401986091124765","0.9910372355909824","0.9955789529545984"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_fp","Standard","6.0","0.7564733915984951","0.5599278397464561","0.6717966357517658","1.0376956992972635"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_fp","Standard","6.0","0.9352023229181835","0.8402092058455314","0.9910375591308194","0.9743602037781998"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_fp","Standard","6.0","0.7564706462856637","0.5599196037298565","0.6717966357473044","1.0376956993798303"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_fp","Standard","6.0","0.9422733348357029","0.8401951484444652","0.9910428807449555","0.9955819753176879"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","rdkit_desc","Standard","6.0","3.742365386818635","3.441033363987571","3.1623535313200684","4.623709265148265"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","rdkit_desc","Standard","6.0","6.721208527996173","8.148324782076253","1.9649513152974238","10.050349486614842"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","rdkit_desc","Standard","6.0","4.328828299589818","3.6749582065613793","4.70027077491448","4.6112559172935965"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","rdkit_desc","Standard","6.0","10.763941451937207","11.572044882536945","7.61709654369132","13.102682929583356"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","rdkit_desc","Standard","6.0","4.901832304662163","5.525260942513373","4.15552658757784","5.024709383895276"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","rdkit_desc","Standard","6.0","16.777356440216405","18.357056964468953","18.14258822024477","13.832424135935492"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","rdkit_desc","Standard","6.0","3.8435305531514348","2.067764602602396","6.093438637952912","3.3693884188989967"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","rdkit_desc","Standard","6.0","25.232938703202432","14.904391786005336","13.44682029686006","47.34760402674189"
"MalariaGSK","SMILE_SVR_POLY","2","0.001","cdk_desc","Standard","6.0","3.83675002832731","4.291567593928731","3.3225992585571174","3.896083232496082"
"MalariaGSK","SMILE_SVR_POLY","3","0.001","cdk_desc","Standard","6.0","13.423565893874644","19.597967957593273","12.376133043197115","8.296596680833543"
"MalariaGSK","SMILE_SVR_POLY","2","0.01","cdk_desc","Standard","6.0","3.7074429800755766","3.607129381030878","4.770883165164536","2.744316394031315"
"MalariaGSK","SMILE_SVR_POLY","3","0.01","cdk_desc","Standard","6.0","19.431612567049587","28.0798245707083","16.23560717754613","13.979405952894332"
"MalariaGSK","SMILE_SVR_POLY","2","0.1","cdk_desc","Standard","6.0","6.378213403624653","8.041951124986362","7.645994393693701","3.4466946921938977"
"MalariaGSK","SMILE_SVR_POLY","3","0.1","cdk_desc","Standard","6.0","16.2973500658302","16.027367283692946","14.566351576089232","18.298331337708422"
"MalariaGSK","SMILE_SVR_POLY","2","1.0","cdk_desc","Standard","6.0","6.170918466235439","8.004516163745974","4.4534884647129385","6.054750770247407"
"MalariaGSK","SMILE_SVR_POLY","3","1.0","cdk_desc","Standard","6.0","16.517124531929213","16.227731928904372","15.02531032917484","18.298331337708422"
"Caco2","SMILE_SVR_POLY","2","0.001","rdkit_fp","MaxMin","0.0","0.7005835902545844","0.8830761705809299","0.6263617641028417","0.5923128360799814"
"Caco2","SMILE_SVR_POLY","3","0.001","rdkit_fp","MaxMin","0.0","0.7500589016599344","1.0246702328167672","0.6315038479501115","0.5940026242129247"
"Caco2","SMILE_SVR_POLY","2","0.01","rdkit_fp","MaxMin","0.0","0.6962369084006036","0.915870245764208","0.5917058242913195","0.5811346551462835"
"Caco2","SMILE_SVR_POLY","3","0.01","rdkit_fp","MaxMin","0.0","0.7736508743163135","1.0246702328167672","0.6649040933627323","0.6313782967694411"
"Caco2","SMILE_SVR_POLY","2","0.1","rdkit_fp","MaxMin","0.0","0.7118059011242664","0.9627499065955535","0.600293481071644","0.5723743157056018"
"Caco2","SMILE_SVR_POLY","3","0.1","rdkit_fp","MaxMin","0.0","0.7736508743163135","1.0246702328167672","0.6649040933627323","0.6313782967694411"
"Caco2","SMILE_SVR_POLY","2","1.0","rdkit_fp","MaxMin","0.0","0.7118059011242664","0.9627499065955535","0.600293481071644","0.5723743157056018"
"Caco2","SMILE_SVR_POLY","3","1.0","rdkit_fp","MaxMin","0.0","0.7736508743163135","1.0246702328167672","0.6649040933627323","0.6313782967694411"
"Caco2","SMILE_SVR_POLY","2","0.001","cdk_fp","MaxMin","0.0","0.714495286295814","0.9021073882945816","0.6473473334045574","0.594031137188303"
"Caco2","SMILE_SVR_POLY","3","0.001","cdk_fp","MaxMin","0.0","0.7490088792274139","1.0102077844898456","0.6470242873178882","0.5897945658745078"
"Caco2","SMILE_SVR_POLY","2","0.01","cdk_fp","MaxMin","0.0","0.7060309814179292","0.9226403961907038","0.620073785587247","0.5753787624758367"
"Caco2","SMILE_SVR_POLY","3","0.01","cdk_fp","MaxMin","0.0","0.7764831856248701","1.0259708643832","0.6757172733499962","0.627761419141414"
"Caco2","SMILE_SVR_POLY","2","0.1","cdk_fp","MaxMin","0.0","0.7261907612008489","0.9765363173918696","0.6316215200722093","0.5704144461384677"
