"NAME [String]","METHOD [String]","degree [Int]","C [Double]","featuresColumn [String]","scalerType [String]","offset [Double]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_desc","Standard","0.0","5.628297418887263","5.549166740304886","6.453634545212803","4.8820909711441"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_desc","Standard","0.0","14.362113597308598","4.113362002578717","7.977828378222338","30.99515041112474"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_desc","Standard","0.0","3.7855402459525513","1.6541257784811694","4.065337248567422","5.637157710809062"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_desc","Standard","0.0","14.362113597308598","4.113362002578717","7.977828378222338","30.99515041112474"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_desc","Standard","0.0","3.7855402459525513","1.6541257784811694","4.065337248567422","5.637157710809062"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_desc","Standard","0.0","14.362113597308598","4.113362002578717","7.977828378222338","30.99515041112474"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_fp","MaxMin","2.0","1.5386732536829164","1.4785107334253427","1.5165548650142193","1.6209541626091868"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_fp","MaxMin","2.0","1.1718748094707403","1.1351845718753517","1.1337456285444385","1.246694227992431"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_fp","MaxMin","2.0","0.9002007691495755","0.8571697711176628","0.8905233357399455","0.952909200591118"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_fp","MaxMin","2.0","0.8621415354688552","0.829680726236788","0.877700561591006","0.8790433185787715"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_fp","MaxMin","2.0","0.6949611667864279","0.6509873249921875","0.735125441019934","0.6987707343471622"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_fp","MaxMin","2.0","0.8302795659399066","0.7784630447494758","0.904178198744989","0.8081974543252551"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_fp","MaxMin","2.0","0.7129604082653408","0.6520096456301541","0.7748532643161138","0.7120183148497543"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_fp","MaxMin","2.0","0.8613687137913474","0.7893855531045109","0.9614518072035897","0.8332687810659415"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_fp","MaxMin","2.0","1.5420003765565573","1.4812720548374267","1.525153937810058","1.6195751370221871"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_fp","MaxMin","2.0","1.1631866311307124","1.1335923822754344","1.1351423938621639","1.2208251172545392"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_fp","MaxMin","2.0","0.8992000960382929","0.8680765745568021","0.8951491889401374","0.934374524617939"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_fp","MaxMin","2.0","0.8596594710301447","0.8291276464520081","0.872459744575835","0.8773910220625909"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_fp","MaxMin","2.0","0.7034200478072852","0.6719788025873651","0.7387638406281125","0.6995175002063777"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_fp","MaxMin","2.0","0.832276847542501","0.7842300729491961","0.8960833859516958","0.8165170837266111"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_fp","MaxMin","2.0","0.7178162673534801","0.6745270321725623","0.7556980540226876","0.7232237158651903"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_fp","MaxMin","2.0","0.8754765994755135","0.798763998410086","0.9519880016517464","0.8756777983647078"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_desc","MaxMin","2.0","1.0139000926944621","0.9471102843699748","0.9969210156077795","1.0976689781056321"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_desc","MaxMin","2.0","0.7121527892831735","0.6610330751654944","0.7101624618092073","0.7652628308748187"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_desc","MaxMin","2.0","0.6760594281184465","0.6198718167811809","0.695187948260509","0.7131185193136498"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_desc","MaxMin","2.0","0.6396183391995368","0.6224476276147377","0.6574439065844024","0.6389634833994704"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_desc","MaxMin","2.0","0.6069421407892881","0.5286869943068705","0.6142160743137788","0.6779233537472151"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_desc","MaxMin","2.0","3.462271647873548","2.857280984592455","3.487016868567528","4.042517090460661"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_desc","MaxMin","2.0","0.9321398185073454","0.7835691415025988","0.9069771219484176","1.1058731920710196"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_desc","MaxMin","2.0","8.64752698556268","3.5027632504311303","3.2381736683424056","19.2016440379145"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_desc","MaxMin","2.0","0.9124111831991075","0.8237214792113161","0.9007971967858278","1.0127148736001788"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_desc","MaxMin","2.0","0.5895034730040937","0.5222755467531397","0.6028725937633762","0.643362278495765"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_desc","MaxMin","2.0","0.598120829553256","0.5314090522314013","0.6289132729021386","0.6340401635262279"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_desc","MaxMin","2.0","0.6870928271322487","0.6361856481594652","0.8730008545161205","0.5520919787211606"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_desc","MaxMin","2.0","0.5610838767518291","0.5461605914353674","0.5531236690297302","0.5839673697903898"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_desc","MaxMin","2.0","1.3289995032542323","2.5346242298462736","0.8324469969314203","0.6199272829850031"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_desc","MaxMin","2.0","2.652551098973486","2.861620927069131","1.792660979057848","3.3033713907934796"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_desc","MaxMin","2.0","5.844802141828179","5.707153555066627","2.6476452901493435","9.179607580268566"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_fp","Standard","2.0","1.910535270603898","2.3066463842287668","1.725958281271118","1.69900114631181"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_fp","Standard","2.0","6.207773581914025","6.448298904438744","7.159797669166036","5.015224172137294"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_fp","Standard","2.0","2.3628111877563844","2.185246485471087","2.547357743639598","2.355829334158468"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_fp","Standard","2.0","5.945042115920199","5.317994824955105","7.159797679709635","5.357333843095855"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_fp","Standard","2.0","2.0510204814182904","1.615836674604148","1.8768171284166362","2.6604076412340874"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_fp","Standard","2.0","6.3331398829563605","6.476466214497408","7.165619579892996","5.3573338544786795"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_fp","Standard","2.0","2.3321772836296586","2.2013676217484903","2.3976648450628195","2.3974993840776664"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_fp","Standard","2.0","6.226406938064724","6.5055182117063115","7.158478432500409","5.015224169987451"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_fp","Standard","2.0","2.0413140304361552","2.515821301309865","1.8266111880180333","1.7815096019805687"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_fp","Standard","2.0","7.099590110215865","6.76722928895761","6.575114588736388","7.956426452953598"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_fp","Standard","2.0","2.6591595029428214","2.7924597913515035","2.5879967398249595","2.597021977652001"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_fp","Standard","2.0","7.092233051910578","6.746876370442804","6.573379156078397","7.9564436292105345"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_fp","Standard","2.0","2.323774185138051","2.5233687185513904","1.8661210071680385","2.5818328296947244"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_fp","Standard","2.0","6.7047247451794165","5.578152740300659","6.579594954102715","7.956426541134875"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_fp","Standard","2.0","2.1440017205603126","1.950455497377519","1.9764954975163338","2.5050541667870845"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_fp","Standard","2.0","7.036198264485776","6.561695544287586","6.590454562880739","7.956444686289003"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_desc","Standard","2.0","1.820555415777335","2.5066000582475327","1.636856710605997","1.3182094784784746"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_desc","Standard","2.0","13.333476415524421","11.9408741005428","21.41761939866835","6.641935747362113"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_desc","Standard","2.0","3.5322097560799706","6.772889253722945","1.8276988330687225","1.9960411814482446"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_desc","Standard","2.0","7.1112182694878046","12.906111215431993","6.117050932632048","2.3104926603993743"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_desc","Standard","2.0","2.2970842855075615","2.6496851323632415","3.1572934110773136","1.0842743130821286"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_desc","Standard","2.0","16.14296561631802","31.407368782167666","6.117050932632048","10.904477134154341"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_desc","Standard","2.0","4.878569216427263","7.782216276624539","5.723984344143289","1.1295070285139628"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_desc","Standard","2.0","16.14296561631802","31.407368782167666","6.117050932632048","10.904477134154341"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_desc","Standard","2.0","1.727261771629113","1.4860535680506","2.0355401541517706","1.6601915926849689"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_desc","Standard","2.0","6.3273663514521585","3.574532833867076","10.695357023504748","4.712209196984649"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_desc","Standard","2.0","2.1710873668601387","1.7652247244011225","3.764394446255746","0.9836429299235474"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_desc","Standard","2.0","8.448226739908558","3.574532833867076","10.695357023504748","11.074790362353852"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_desc","Standard","2.0","4.865772639735452","5.500014935349829","5.100380523512083","3.9969224603444444"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_desc","Standard","2.0","8.448226739908558","3.574532833867076","10.695357023504748","11.074790362353852"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_desc","Standard","2.0","4.865772639735452","5.500014935349829","5.100380523512083","3.9969224603444444"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_desc","Standard","2.0","8.448226739908558","3.574532833867076","10.695357023504748","11.074790362353852"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_fp","MaxMin","4.0","1.4186198358179418","1.3595031489065525","1.3899308247407127","1.5064255338065606"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_fp","MaxMin","4.0","0.9030210507344311","0.858084940141378","0.8955822190023007","0.9553959930596142"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_fp","MaxMin","4.0","0.770838551849744","0.7187964871311084","0.7832866364623353","0.8104325319557885"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_fp","MaxMin","4.0","0.7376954940129071","0.6931722959271119","0.7856641820801047","0.734250004031505"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_fp","MaxMin","4.0","0.660837488176384","0.6113270775790937","0.7046908310605846","0.6664945558894737"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_fp","MaxMin","4.0","0.7665593918765324","0.7043500699788109","0.8431408682423451","0.7521872374084413"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_fp","MaxMin","4.0","0.6879256391041637","0.628905026283723","0.7477834365901455","0.6870884544386227"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_fp","MaxMin","4.0","0.7675266822590775","0.7033809630114857","0.8439240684210605","0.7552750153446864"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_fp","MaxMin","4.0","1.421704521415496","1.3610396699054872","1.4009715498056234","1.5031023445353775"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_fp","MaxMin","4.0","0.901489693573876","0.8676078355758015","0.8985151143497595","0.9383461307960668"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_fp","MaxMin","4.0","0.7785275544419116","0.7424356286659519","0.7945959264615178","0.7985511081982652"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_fp","MaxMin","4.0","0.7442680708604031","0.7061541744157039","0.7874477947285702","0.739202243436935"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_fp","MaxMin","4.0","0.6771781119267902","0.6451729033825284","0.7161520693827158","0.6702093630151266"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_fp","MaxMin","4.0","0.765251993615469","0.7143920628412268","0.8125603135475763","0.7688036044576039"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_fp","MaxMin","4.0","0.6964634033984214","0.6517032224519046","0.735805718241846","0.7018812695015136"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_fp","MaxMin","4.0","0.8022685604963335","0.7176183994097108","0.8730287076791479","0.8161585744001417"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_desc","MaxMin","4.0","0.9169330487910449","0.8492623012050096","0.9073270786351935","0.9942097665329317"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_desc","MaxMin","4.0","0.6494723703190686","0.599194518636849","0.6576634052795644","0.6915591870407923"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_desc","MaxMin","4.0","0.6543470129025649","0.5992423320144927","0.6744777405470038","0.6893209661461981"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_desc","MaxMin","4.0","0.7883085469904367","0.8589873250384151","0.746101763090621","0.7598365528422742"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_desc","MaxMin","4.0","0.620396823725399","0.5918174630390721","0.6007773159820144","0.6685956921551103"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_desc","MaxMin","4.0","3.73543388426058","4.306002783045887","4.02561971962585","2.8746791501100004"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_desc","MaxMin","4.0","1.1046451520418665","0.8333566862061977","1.8747484179004241","0.6058303520189777"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_desc","MaxMin","4.0","5.211926856626575","7.050935552949872","2.484481544394453","6.100363472535399"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_desc","MaxMin","4.0","0.863477877360277","0.7736977143598366","0.859472562747505","0.9572633549734892"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_desc","MaxMin","4.0","0.5735911164747732","0.5110427690487596","0.5906863531662664","0.6190442272092936"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_desc","MaxMin","4.0","0.5879128243612904","0.5204966840894392","0.622391229445498","0.6208505595489341"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_desc","MaxMin","4.0","1.0507489570349937","0.6512076386336654","0.859782669154137","1.6412565633171787"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_desc","MaxMin","4.0","0.5943505204392721","0.6390783570933039","0.5598955469176993","0.5840776573068133"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_desc","MaxMin","4.0","2.999761415947938","5.908266261135023","0.811435430201864","2.2795825565069276"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_desc","MaxMin","4.0","1.890596728237276","1.3142374967406196","2.251543689501352","2.1060089984698567"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_desc","MaxMin","4.0","3.747136955552728","5.2335598310256275","2.694983038227372","3.3128679974051845"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_fp","Standard","4.0","1.8945035659526963","2.246843228773513","1.7131560252986553","1.72351144378592"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_fp","Standard","4.0","6.1346041057223415","6.535318424822155","6.645637071198317","5.222856821146551"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_fp","Standard","4.0","2.546924987244181","2.2417140801749373","2.3366745012494023","3.0623863803082023"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_fp","Standard","4.0","6.130145171261152","6.492098600451252","6.675480088597952","5.222856824734252"
"LogP","SMILE_SVR_POLY","2","0.1","rdkit_fp","Standard","4.0","2.3444607772318755","1.508348975491263","2.95078333448105","2.574250021723314"
"LogP","SMILE_SVR_POLY","3","0.1","rdkit_fp","Standard","4.0","6.103857208974628","6.469204028784735","6.619510766769749","5.222856831369401"
"LogP","SMILE_SVR_POLY","2","1.0","rdkit_fp","Standard","4.0","2.333712903894105","1.5006822105788802","2.96642684563809","2.5340296554653454"
"LogP","SMILE_SVR_POLY","3","1.0","rdkit_fp","Standard","4.0","6.05875942371092","6.279579556895729","6.673841913057619","5.222856801179409"
"LogP","SMILE_SVR_POLY","2","0.001","cdk_fp","Standard","4.0","2.0048642471022475","2.4578135833794357","1.7854841549024525","1.771295003024854"
"LogP","SMILE_SVR_POLY","3","0.001","cdk_fp","Standard","4.0","6.5197275041008025","5.436974564580901","6.862311138210848","7.259896809510656"
"LogP","SMILE_SVR_POLY","2","0.01","cdk_fp","Standard","4.0","2.6559324048896564","1.9418289998814222","2.2806881345536705","3.7452800802338766"
"LogP","SMILE_SVR_POLY","3","0.01","cdk_fp","Standard","4.0","6.908591888097091","6.491517067490393","6.887191824695327","7.347066772105552"
"LogP","SMILE_SVR_POLY","2","0.1","cdk_fp","Standard","4.0","2.6449611031196265","2.0721133288758016","2.754090854238501","3.1086791262445765"
"LogP","SMILE_SVR_POLY","3","0.1","cdk_fp","Standard","4.0","6.919593746606925","6.515373484596662","6.896340886544563","7.3470668686795495"
"LogP","SMILE_SVR_POLY","2","1.0","cdk_fp","Standard","4.0","2.942846285943631","2.825324579763653","2.6335721388785283","3.3696421391887106"
"LogP","SMILE_SVR_POLY","3","1.0","cdk_fp","Standard","4.0","6.8810922873315095","6.498278651664218","6.8851003111908335","7.259897899139479"
"LogP","SMILE_SVR_POLY","2","0.001","rdkit_desc","Standard","4.0","1.0292232301991737","1.179637125730652","1.0958423650709992","0.8121901997958704"
"LogP","SMILE_SVR_POLY","3","0.001","rdkit_desc","Standard","4.0","13.355554416824624","16.690833889653845","14.646650315310183","8.729179045509847"
"LogP","SMILE_SVR_POLY","2","0.01","rdkit_desc","Standard","4.0","2.634125217667194","1.1429822979975983","2.711584520867491","4.047808834136493"
"LogP","SMILE_SVR_POLY","3","0.01","rdkit_desc","Standard","4.0","12.865761028896353","16.37342178819631","18.06329983768038","4.1605614608123735"
