"NAME [String]","METHOD [String]","lambda [Double]","l1Ratio [Double]","featuresColumn [String]","scalerType [String]","maxIter [Int]","rmse [Double]","rmse_1 [Double]","rmse_2 [Double]","rmse_3 [Double]"
"MouseRatTox","MLTK_EL","0.005","0.6","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","1.0","0.7","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.1","0.7","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.05","0.7","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.01","0.7","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.005","0.7","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","1.0","0.8","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.1","0.8","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.05","0.8","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.01","0.8","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.005","0.8","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","1.0","0.9","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.1","0.9","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.05","0.9","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.01","0.9","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","0.005","0.9","cdk_desc","MaxMin","10","1.5387920107646653","1.8204173734036186","1.3508488406186783","1.4451098182716984"
"MouseRatTox","MLTK_EL","1.0","0.5","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.1","0.5","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.05","0.5","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.01","0.5","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.005","0.5","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","1.0","0.6","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.1","0.6","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.05","0.6","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.01","0.6","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.005","0.6","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","1.0","0.7","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.1","0.7","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.05","0.7","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.01","0.7","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.005","0.7","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","1.0","0.8","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.1","0.8","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.05","0.8","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.01","0.8","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.005","0.8","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","1.0","0.9","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.1","0.9","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.05","0.9","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.01","0.9","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","0.005","0.9","rdkit_fp","Standard","10","1.4518829923553909","1.5272480929989531","1.5424739058881185","1.2859269781791003"
"MouseRatTox","MLTK_EL","1.0","0.5","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.1","0.5","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.05","0.5","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.01","0.5","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.005","0.5","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","1.0","0.6","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.1","0.6","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.05","0.6","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.01","0.6","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.005","0.6","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","1.0","0.7","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.1","0.7","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.05","0.7","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.01","0.7","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.005","0.7","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","1.0","0.8","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.1","0.8","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.05","0.8","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.01","0.8","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.005","0.8","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","1.0","0.9","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.1","0.9","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.05","0.9","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.01","0.9","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","0.005","0.9","cdk_fp","Standard","10","1.4249639086139627","1.5433946587604974","1.457914468379151","1.2735825987022402"
"MouseRatTox","MLTK_EL","1.0","0.5","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.1","0.5","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.05","0.5","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.01","0.5","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.005","0.5","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","1.0","0.6","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.1","0.6","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.05","0.6","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.01","0.6","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.005","0.6","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","1.0","0.7","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.1","0.7","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.05","0.7","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.01","0.7","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.005","0.7","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","1.0","0.8","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.1","0.8","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.05","0.8","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.01","0.8","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.005","0.8","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","1.0","0.9","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.1","0.9","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.05","0.9","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.01","0.9","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","0.005","0.9","rdkit_desc","Standard","10","1.277236278734161","1.3254157383991074","1.1608367552172687","1.3454563425861066"
"MouseRatTox","MLTK_EL","1.0","0.5","cdk_desc","Standard","10","1.75761171405329","2.4791219326164997","1.3276651166571525","1.4660480928862176"
"MouseRatTox","MLTK_EL","0.1","0.5","cdk_desc","Standard","10","1.75761171405329","2.4791219326164997","1.3276651166571525","1.4660480928862176"
"MouseRatTox","MLTK_EL","0.05","0.5","cdk_desc","Standard","10","1.75761171405329","2.4791219326164997","1.3276651166571525","1.4660480928862176"
"MouseRatTox","MLTK_EL","0.01","0.5","cdk_desc","Standard","10","1.75761171405329","2.4791219326164997","1.3276651166571525","1.4660480928862176"
