"ToxAssay","Method","Dataset","TP","FP","TN","FN","RocAUC","BA","f1","Precision","Recall","Specificity","Count"
"NR-AR","Smile Bernoulli NB classification","Training","214","247","8107","144","0.8075287254090446","0.784099344240808","0.5225885225885226","0.4642082429501085","0.5977653631284916","0.9704333253531242","8712"
"NR-AR","Smile Bernoulli NB classification","Test","2","9","256","1","0.9345911949685534","0.8163522012578617","0.28571428571428575","0.18181818181818182","0.6666666666666666","0.9660377358490566","268"
"NR-AR","Smile Bernoulli NB classification","Score","3","7","510","8","0.8077193599437316","0.6295938104448743","0.28571428571428564","0.3","0.2727272727272727","0.9864603481624759","528"
"NR-AR","Smile SVC Poly classification","Training","219","310","8044","139","0.7966352384633552","0.7873119356732733","0.49379932356257045","0.41398865784499056","0.611731843575419","0.9628920277711276","8712"
"NR-AR","Smile SVC Poly classification","Test","2","3","262","1","0.9886792452830188","0.8276729559748428","0.5","0.4","0.6666666666666666","0.9886792452830189","268"
"NR-AR","Smile SVC Poly classification","Score","2","15","502","9","0.6931598382275319","0.5764023210831721","0.14285714285714285","0.11764705882352941","0.18181818181818182","0.9709864603481625","528"
"NR-AR","Smile SVC RBF classification on rdkit descriptors","Training","199","159","8195","159","0.7907189611105323","0.7684165615641924","0.5558659217877095","0.5558659217877095","0.5558659217877095","0.9809672013406752","8712"
"NR-AR","Smile SVC RBF classification on rdkit descriptors","Test","0","1","264","3","0.910691823899371","0.4981132075471698","0.0","0.0","0.0","0.9962264150943396","268"
"NR-AR","Smile SVC RBF classification on rdkit descriptors","Score","2","2","515","9","0.6776859504132227","0.5889748549323017","0.26666666666666666","0.5","0.18181818181818182","0.9961315280464217","528"
"NR-AhR","Weka RF classification","Training","513","156","6545","416","0.9230638744374028","0.764463283198096","0.642052565707134","0.7668161434977578","0.5522066738428417","0.9767198925533502","7630"
"NR-AhR","Weka RF classification","Test","29","0","219","0","1.0","1.0","1.0","1.0","1.0","1.0","248"
"NR-AhR","Weka RF classification","Score","33","24","450","36","0.9004769767015237","0.7138139790864062","0.5238095238095238","0.5789473684210527","0.4782608695652174","0.9493670886075949","543"
"NR-AhR","Weka RF classification on Rdkit descriptors","Training","492","163","6538","437","0.9205380235811564","0.7526384973147173","0.6212121212121212","0.751145038167939","0.5296017222820237","0.9756752723474108","7630"
"NR-AhR","Weka RF classification on Rdkit descriptors","Test","29","0","219","0","1.0","1.0","1.0","1.0","1.0","1.0","248"
"NR-AhR","Weka RF classification on Rdkit descriptors","Score","34","24","450","35","0.8974347214578363","0.7210603558980003","0.5354330708661417","0.5862068965517241","0.4927536231884058","0.9493670886075949","543"
"NR-AhR","Smile SVC Tanimoto classification","Training","624","330","6371","305","0.9072934505702527","0.8112218040492968","0.6627721720658523","0.6540880503144654","0.6716899892357373","0.9507536188628563","7630"
"NR-AhR","Smile SVC Tanimoto classification","Test","29","8","211","0","0.995433789954338","0.9817351598173516","0.8787878787878788","0.7837837837837838","1.0","0.9634703196347032","248"
"NR-AhR","Smile SVC Tanimoto classification","Score","45","39","435","24","0.9116522962147613","0.78494771601541","0.5882352941176471","0.5357142857142857","0.6521739130434783","0.9177215189873418","543"
"NR-AhR","Smile SVC Poly classification","Training","648","545","6156","281","0.9003790061377781","0.8080965374928376","0.6107445805843544","0.5431684828164292","0.697524219590958","0.9186688553947172","7630"
"NR-AhR","Smile SVC Poly classification","Test","29","11","208","0","0.99071012438986","0.9748858447488584","0.8405797101449275","0.725","1.0","0.9497716894977168","248"
"NR-AhR","Smile SVC Poly classification","Score","50","72","402","19","0.8867027456735789","0.7863694734911025","0.5235602094240839","0.4098360655737705","0.7246376811594203","0.8481012658227848","543"
"NR-AhR","Weka RF on folded fp classification","Training","521","224","6477","408","0.8999876952318033","0.7636951186855938","0.6224611708482676","0.6993288590604027","0.5608180839612487","0.9665721534099389","7630"
"NR-AhR","Weka RF on folded fp classification","Test","29","6","213","0","0.9966934341048654","0.9863013698630136","0.90625","0.8285714285714286","1.0","0.9726027397260274","248"
"NR-AhR","Weka RF on folded fp classification","Score","36","27","447","33","0.8706200697119876","0.7323885525591635","0.5454545454545454","0.5714285714285714","0.5217391304347826","0.9430379746835443","543"
"NR-AhR","Smile Bernoulli NB classification","Training","462","246","6455","467","0.8948294914130985","0.7302989978360636","0.5644471594379963","0.652542372881356","0.49730893433799783","0.9632890613341293","7630"
"NR-AhR","Smile Bernoulli NB classification","Test","27","16","203","2","0.9689025350338529","0.9289875610140135","0.7499999999999999","0.627906976744186","0.9310344827586207","0.9269406392694064","248"
"NR-AhR","Smile Bernoulli NB classification","Score","27","21","453","42","0.8846236164618136","0.6735002751788662","0.46153846153846156","0.5625","0.391304347826087","0.9556962025316456","543"
"NR-AhR","Smile SVC RBF classification","Training","590","435","6266","339","0.8846599860021226","0.7850879060031366","0.6038894575230296","0.5756097560975609","0.635091496232508","0.9350843157737652","7630"
"NR-AhR","Smile SVC RBF classification","Test","26","37","182","3","0.9203275074791375","0.8638009762242167","0.5652173913043478","0.4126984126984127","0.896551724137931","0.8310502283105022","248"
"NR-AhR","Smile SVC RBF classification","Score","51","58","416","18","0.8897450009172688","0.8083837827921483","0.5730337078651685","0.46788990825688076","0.7391304347826086","0.8776371308016878","543"
"NR-AhR","Smile SVC RBF classification on rdkit descriptors","Training","580","436","6265","349","0.8767414018022605","0.7796311589501366","0.596401028277635","0.5708661417322834","0.6243272335844995","0.9349350843157738","7630"
"NR-AhR","Smile SVC RBF classification on rdkit descriptors","Test","23","47","172","6","0.9026924893717533","0.7892457880648717","0.46464646464646464","0.32857142857142857","0.7931034482758621","0.7853881278538812","248"
"NR-AhR","Smile SVC RBF classification on rdkit descriptors","Score","51","65","409","18","0.8911820461077493","0.8009998165474225","0.5513513513513513","0.4396551724137931","0.7391304347826086","0.8628691983122363","543"
"NR-AR-LBD","Weka RF classification on Rdkit descriptors","Training","177","36","7752","96","0.9104165608402868","0.8218645761018643","0.728395061728395","0.8309859154929577","0.6483516483516484","0.9953775038520801","8061"
"NR-AR-LBD","Weka RF classification on Rdkit descriptors","Test","4","0","228","0","1.0","1.0","1.0","1.0","1.0","1.0","232"
"NR-AR-LBD","Weka RF classification on Rdkit descriptors","Score","1","1","516","6","0.686653771760156","0.5704614534401768","0.22222222222222224","0.5","0.14285714285714285","0.9980657640232108","524"
"NR-AR-LBD","Weka RF on folded fp classification","Training","192","45","7743","81","0.9017653721043981","0.8487592915559017","0.7529411764705883","0.810126582278481","0.7032967032967034","0.9942218798151001","8061"
"NR-AR-LBD","Weka RF on folded fp classification","Test","4","0","228","0","1.0","1.0","1.0","1.0","1.0","1.0","232"
"NR-AR-LBD","Weka RF on folded fp classification","Score","0","1","516","7","0.5766786405084272","0.4990328820116054","0.0","0.0","0.0","0.9980657640232108","524"
"NR-AR-LBD","Smile SVC Tanimoto classification","Training","199","82","7706","74","0.9000229995992689","0.8592043549670668","0.7184115523465704","0.708185053380783","0.7289377289377289","0.9894709809964047","8061"
"NR-AR-LBD","Smile SVC Tanimoto classification","Test","4","0","228","0","1.0","1.0","1.0","1.0","1.0","1.0","232"
"NR-AR-LBD","Smile SVC Tanimoto classification","Score","0","4","513","7","0.7811550151975685","0.4961315280464217","0.0","0.0","0.0","0.9922630560928434","524"
"NR-AR-LBD","Weka RF classification","Training","184","49","7739","89","0.8989339285949445","0.833850471562336","0.7272727272727273","0.7896995708154506","0.673992673992674","0.993708269131998","8061"
"NR-AR-LBD","Weka RF classification","Test","4","0","228","0","1.0","1.0","1.0","1.0","1.0","1.0","232"
"NR-AR-LBD","Weka RF classification","Score","1","2","515","6","0.7869577231279361","0.5694943354517823","0.2","0.3333333333333333","0.14285714285714285","0.9961315280464217","524"
"NR-AR-LBD","Smile SVC RBF classification","Training","189","112","7676","84","0.8920556844285528","0.8389632965904152","0.6585365853658537","0.627906976744186","0.6923076923076923","0.9856189008731382","8061"
"NR-AR-LBD","Smile SVC RBF classification","Test","3","2","226","1","0.9736842105263157","0.8706140350877193","0.6666666666666665","0.6","0.75","0.9912280701754386","232"
"NR-AR-LBD","Smile SVC RBF classification","Score","1","7","510","6","0.7540757115225215","0.5646587455098093","0.13333333333333333","0.125","0.14285714285714285","0.9864603481624759","524"
"NR-AR-LBD","Smile SVC Poly classification","Training","192","147","7641","81","0.8762572173589375","0.8422107553463486","0.6274509803921569","0.5663716814159292","0.7032967032967034","0.9811248073959938","8061"
"NR-AR-LBD","Smile SVC Poly classification","Test","4","0","228","0","1.0","1.0","1.0","1.0","1.0","1.0","232"
"NR-AR-LBD","Smile SVC Poly classification","Score","1","14","503","6","0.6554296767062738","0.5578889195910472","0.09090909090909091","0.06666666666666667","0.14285714285714285","0.9729206963249516","524"
"NR-AR-LBD","Smile SVC RBF classification on rdkit descriptors","Training","185","104","7684","88","0.8744936795784213","0.8321508999475101","0.6583629893238434","0.6401384083044983","0.6776556776556777","0.9866461222393426","8061"
"NR-AR-LBD","Smile SVC RBF classification on rdkit descriptors","Test","1","2","226","3","0.9758771929824562","0.6206140350877193","0.28571428571428575","0.3333333333333333","0.25","0.9912280701754386","232"
"NR-AR-LBD","Smile SVC RBF classification on rdkit descriptors","Score","1","9","508","6","0.779220779220781","0.5627245095330201","0.11764705882352941","0.1","0.14285714285714285","0.9825918762088974","524"
"NR-AR-LBD","Smile Bernoulli NB classification","Training","191","242","7546","82","0.8664685126549613","0.834280126653008","0.5410764872521248","0.44110854503464203","0.6996336996336996","0.9689265536723164","8061"
"NR-AR-LBD","Smile Bernoulli NB classification","Test","2","8","220","2","0.9528508771929824","0.7324561403508771","0.28571428571428575","0.2","0.5","0.9649122807017544","232"
"NR-AR-LBD","Smile Bernoulli NB classification","Score","0","7","510","7","0.5482177397071013","0.4932301740812379","0.0","0.0","0.0","0.9864603481624759","524"
"NR-ER","Weka RF on folded fp classification","Training","429","321","6021","474","0.7814105928833873","0.712234054256232","0.5190562613430126","0.572","0.4750830564784053","0.9493850520340587","7245"
"NR-ER","Weka RF on folded fp classification","Test","21","7","210","6","0.9493087557603693","0.8727598566308243","0.7636363636363638","0.75","0.7777777777777778","0.967741935483871","244"
"NR-ER","Weka RF on folded fp classification","Score","22","24","394","26","0.7735745614035077","0.7004585326953748","0.4680851063829787","0.4782608695652174","0.4583333333333333","0.9425837320574163","466"
"NR-ER","Weka RF classification on Rdkit descriptors","Training","406","250","6092","497","0.7783057316565898","0.7050963308471394","0.5208466966003849","0.6189024390243902","0.4496124031007752","0.9605802585935036","7245"
"NR-ER","Weka RF classification on Rdkit descriptors","Test","27","1","216","0","0.9998293224099676","0.9976958525345623","0.9818181818181818","0.9642857142857143","1.0","0.9953917050691244","244"
"NR-ER","Weka RF classification on Rdkit descriptors","Score","18","7","411","30","0.7695873205741616","0.6791267942583732","0.4931506849315069","0.72","0.375","0.9832535885167464","466"
"NR-ER","Weka RF classification","Training","404","244","6098","499","0.7750898141483513","0.7044619480319465","0.5209542230818827","0.6234567901234568","0.44739756367663347","0.9615263323872595","7245"
"NR-ER","Weka RF classification","Test","27","0","217","0","1.0","1.0","1.0","1.0","1.0","1.0","244"
"NR-ER","Weka RF classification","Score","16","12","406","32","0.7978967304625187","0.6523125996810207","0.4210526315789474","0.5714285714285714","0.3333333333333333","0.9712918660287081","466"
"NR-ER","Smile SVC Tanimoto classification","Training","464","493","5849","439","0.7722667844282323","0.7180535081736374","0.4989247311827957","0.48484848484848486","0.5138427464008859","0.9222642699463891","7245"
"NR-ER","Smile SVC Tanimoto classification","Test","26","7","210","1","0.9877965523126814","0.9653524492234169","0.8666666666666665","0.7878787878787878","0.9629629629629629","0.967741935483871","244"
"NR-ER","Smile SVC Tanimoto classification","Score","28","43","375","20","0.8207236842105247","0.740231259968102","0.4705882352941176","0.39436619718309857","0.5833333333333334","0.8971291866028708","466"
"NR-ER","Smile SVC RBF classification","Training","480","649","5693","423","0.7707412448012184","0.7146139065513777","0.4724409448818898","0.42515500442869797","0.53156146179402","0.8976663513087354","7245"
"NR-ER","Smile SVC RBF classification","Test","21","19","198","6","0.9032258064516133","0.845110087045571","0.6268656716417911","0.525","0.7777777777777778","0.9124423963133641","244"
"NR-ER","Smile SVC RBF classification","Score","27","50","368","21","0.7937599681020723","0.7214413875598087","0.432","0.35064935064935066","0.5625","0.8803827751196173","466"
"NR-ER","Smile Bernoulli NB classification","Training","382","313","6029","521","0.7636173161189123","0.6868404068850704","0.4780976220275344","0.5496402877697841","0.4230343300110742","0.9506464837590666","7245"
"NR-ER","Smile Bernoulli NB classification","Test","20","24","193","7","0.9174773852193215","0.8150708311998635","0.5633802816901408","0.45454545454545453","0.7407407407407407","0.8894009216589862","244"
"NR-ER","Smile Bernoulli NB classification","Score","19","19","399","29","0.7425737639553418","0.6751893939393939","0.4418604651162791","0.5","0.3958333333333333","0.9545454545454546","466"
"NR-ER","Smile SVC Poly classification","Training","542","1143","5199","361","0.7626683611480364","0.7099972131159564","0.4188562596599691","0.32166172106824925","0.6002214839424141","0.8197729422894986","7245"
"NR-ER","Smile SVC Poly classification","Test","24","9","208","3","0.955026455026456","0.9237071172555043","0.7999999999999999","0.7272727272727273","0.8888888888888888","0.9585253456221198","244"
"NR-ER","Smile SVC Poly classification","Score","30","104","314","18","0.7782097288676222","0.6880980861244019","0.3296703296703297","0.22388059701492538","0.625","0.7511961722488039","466"
"NR-ER","Smile SVC RBF classification on rdkit descriptors","Training","455","630","5712","448","0.752060390869222","0.7022691103239387","0.4577464788732394","0.41935483870967744","0.5038759689922481","0.9006622516556292","7245"
"NR-ER","Smile SVC RBF classification on rdkit descriptors","Test","18","38","179","9","0.7936507936507936","0.7457757296466974","0.43373493975903615","0.32142857142857145","0.6666666666666666","0.8248847926267281","244"
"NR-ER","Smile SVC RBF classification on rdkit descriptors","Score","31","53","365","17","0.7943580542264735","0.7595195374800638","0.46969696969696967","0.36904761904761907","0.6458333333333334","0.8732057416267942","466"
"NR-ER-LBD","Weka RF classification","Training","215","81","7686","204","0.8510152339636561","0.7513488773413497","0.6013986013986014","0.7263513513513513","0.513126491646778","0.9895712630359212","8186"
"NR-ER-LBD","Weka RF classification","Test","10","0","254","0","1.0","1.0","1.0","1.0","1.0","1.0","264"
"NR-ER-LBD","Weka RF classification","Score","4","4","516","15","0.7921052631578951","0.601417004048583","0.2962962962962963","0.5","0.21052631578947367","0.9923076923076923","539"
"NR-ER-LBD","Smile SVC Tanimoto classification","Training","245","175","7592","174","0.8506793781782513","0.7810971575784338","0.5840286054827175","0.5833333333333334","0.5847255369928401","0.9774687781640273","8186"
"NR-ER-LBD","Smile SVC Tanimoto classification","Test","8","3","251","2","0.9885826771653543","0.8940944881889764","0.761904761904762","0.7272727272727273","0.8","0.9881889763779528","264"
"NR-ER-LBD","Smile SVC Tanimoto classification","Score","6","9","511","13","0.7410931174089079","0.6492408906882591","0.35294117647058826","0.4","0.3157894736842105","0.9826923076923076","539"
"NR-ER-LBD","Weka RF classification on Rdkit descriptors","Training","215","105","7662","204","0.8444728062824975","0.7498038792725972","0.5818673883626522","0.671875","0.513126491646778","0.9864812668984164","8186"
"NR-ER-LBD","Weka RF classification on Rdkit descriptors","Test","10","0","254","0","1.0","1.0","1.0","1.0","1.0","1.0","264"
"NR-ER-LBD","Weka RF classification on Rdkit descriptors","Score","4","2","518","15","0.7081477732793527","0.6033400809716599","0.32","0.6666666666666666","0.21052631578947367","0.9961538461538462","539"
"NR-ER-LBD","Weka RF on folded fp classification","Training","230","135","7632","189","0.8392283244729526","0.7657723930231721","0.586734693877551","0.6301369863013698","0.548926014319809","0.9826187717265353","8186"
"NR-ER-LBD","Weka RF on folded fp classification","Test","9","1","253","1","0.9976377952755906","0.9480314960629921","0.9","0.9","0.9","0.9960629921259843","264"
"NR-ER-LBD","Weka RF on folded fp classification","Score","5","4","516","14","0.7900809716599129","0.6277327935222672","0.35714285714285715","0.5555555555555556","0.2631578947368421","0.9923076923076923","539"
"NR-ER-LBD","Smile SVC Poly classification","Training","248","349","7418","171","0.8232588888858358","0.7734758738472818","0.4881889763779527","0.4154103852596315","0.5918854415274463","0.9550663061671173","8186"
"NR-ER-LBD","Smile SVC Poly classification","Test","8","4","250","2","0.9913385826771653","0.8921259842519685","0.7272727272727272","0.6666666666666666","0.8","0.984251968503937","264"
"NR-ER-LBD","Smile SVC Poly classification","Score","7","20","500","12","0.7605263157894739","0.6649797570850202","0.30434782608695654","0.25925925925925924","0.3684210526315789","0.9615384615384616","539"
"NR-ER-LBD","Smile SVC RBF classification","Training","216","244","7523","203","0.8170266592059308","0.7420490828801738","0.49146757679180897","0.46956521739130436","0.5155131264916468","0.9685850392687009","8186"
"NR-ER-LBD","Smile SVC RBF classification","Test","5","6","248","5","0.9413385826771651","0.7381889763779528","0.47619047619047616","0.45454545454545453","0.5","0.9763779527559056","264"
"NR-ER-LBD","Smile SVC RBF classification","Score","6","14","506","13","0.7634615384615385","0.6444331983805668","0.3076923076923077","0.3","0.3157894736842105","0.9730769230769231","539"
"NR-ER-LBD","Smile SVC RBF classification on rdkit descriptors","Training","218","287","7480","201","0.809933280542835","0.7416675961851945","0.4718614718614718","0.4316831683168317","0.5202863961813843","0.9630487961890047","8186"
"NR-ER-LBD","Smile SVC RBF classification on rdkit descriptors","Test","4","10","244","6","0.7791338582677166","0.6803149606299213","0.3333333333333333","0.2857142857142857","0.4","0.9606299212598425","264"
"NR-ER-LBD","Smile SVC RBF classification on rdkit descriptors","Score","7","25","495","12","0.7427125506072885","0.6601720647773279","0.2745098039215686","0.21875","0.3684210526315789","0.9519230769230769","539"
"NR-ER-LBD","Smile Bernoulli NB classification","Training","167","249","7518","252","0.8061222545786938","0.6832546545832331","0.4000000000000001","0.4014423076923077","0.39856801909307876","0.9679412900733874","8186"
"NR-ER-LBD","Smile Bernoulli NB classification","Test","4","10","244","6","0.9291338582677166","0.6803149606299213","0.3333333333333333","0.2857142857142857","0.4","0.9606299212598425","264"
"NR-ER-LBD","Smile Bernoulli NB classification","Score","3","7","513","16","0.7606275303643696","0.5722165991902834","0.20689655172413793","0.3","0.15789473684210525","0.9865384615384616","539"
"NR-Aromatase","Weka RF classification on Rdkit descriptors","Training","131","81","6283","205","0.8792940573463845","0.6885765541288797","0.4781021897810219","0.6179245283018868","0.3898809523809524","0.9872721558768071","6700"
"NR-Aromatase","Weka RF classification on Rdkit descriptors","Test","18","0","176","0","1.0","1.0","1.0","1.0","1.0","1.0","194"
"NR-Aromatase","Weka RF classification on Rdkit descriptors","Score","2","5","438","31","0.7930432998153092","0.5246596894452424","0.1","0.2857142857142857","0.06060606060606061","0.9887133182844243","476"
"NR-Aromatase","Weka RF classification","Training","121","67","6297","215","0.8720696402382448","0.6747955388943762","0.4618320610687023","0.6436170212765957","0.3601190476190476","0.9894720301697046","6700"
"NR-Aromatase","Weka RF classification","Test","18","0","176","0","1.0","1.0","1.0","1.0","1.0","1.0","194"
"NR-Aromatase","Weka RF classification","Score","3","9","434","30","0.8061084889527329","0.5352965319105274","0.13333333333333333","0.25","0.09090909090909091","0.9796839729119639","476"
"NR-Aromatase","Smile SVC Tanimoto classification","Training","157","166","6198","179","0.8652149086379","0.7205888405016312","0.4764795144157815","0.48606811145510836","0.46726190476190477","0.9739157762413576","6700"
"NR-Aromatase","Smile SVC Tanimoto classification","Test","16","1","175","2","0.998263888888889","0.9416035353535352","0.9142857142857143","0.9411764705882353","0.8888888888888888","0.9943181818181818","194"
"NR-Aromatase","Smile SVC Tanimoto classification","Score","7","13","430","26","0.792530268828237","0.5913879198303578","0.26415094339622636","0.35","0.21212121212121213","0.9706546275395034","476"
"NR-Aromatase","Smile SVC Poly classification","Training","211","607","5757","125","0.8598592622938548","0.7662979632456377","0.365684575389948","0.25794621026894865","0.6279761904761905","0.9046197360150848","6700"
"NR-Aromatase","Smile SVC Poly classification","Test","18","3","173","0","0.9954229797979798","0.9914772727272727","0.923076923076923","0.8571428571428571","1.0","0.9829545454545454","194"
"NR-Aromatase","Smile SVC Poly classification","Score","16","49","394","17","0.8010807852794314","0.6871195020179219","0.326530612244898","0.24615384615384617","0.48484848484848486","0.8893905191873589","476"
"NR-Aromatase","Weka RF on folded fp classification","Training","125","63","6301","211","0.8493537401604148","0.6810621876028853","0.47709923664122134","0.6648936170212766","0.37202380952380953","0.990100565681961","6700"
"NR-Aromatase","Weka RF on folded fp classification","Test","18","1","175","0","0.9963699494949495","0.9971590909090908","0.972972972972973","0.9473684210526315","1.0","0.9943181818181818","194"
"NR-Aromatase","Weka RF on folded fp classification","Score","5","7","436","28","0.8174293727341133","0.5678568985566729","0.2222222222222222","0.4166666666666667","0.15151515151515152","0.9841986455981941","476"
"NR-Aromatase","Smile Bernoulli NB classification","Training","145","283","6081","191","0.8253779630959763","0.6935393657777379","0.3795811518324608","0.338785046728972","0.43154761904761907","0.9555311125078567","6700"
"NR-Aromatase","Smile Bernoulli NB classification","Test","17","26","150","1","0.9185606060606061","0.8983585858585859","0.5573770491803278","0.3953488372093023","0.9444444444444444","0.8522727272727273","194"
"NR-Aromatase","Smile Bernoulli NB classification","Score","5","18","425","28","0.7774813598741372","0.5554415486695397","0.17857142857142858","0.21739130434782608","0.15151515151515152","0.9593679458239278","476"
"NR-Aromatase","Smile SVC RBF classification","Training","143","129","6235","193","0.8122603240699263","0.7026624839124839","0.47039473684210525","0.5257352941176471","0.4255952380952381","0.9797297297297297","6700"
"NR-Aromatase","Smile SVC RBF classification","Test","15","1","175","3","0.9949494949494949","0.9138257575757576","0.8823529411764706","0.9375","0.8333333333333334","0.9943181818181818","194"
"NR-Aromatase","Smile SVC RBF classification","Score","8","17","426","25","0.669950064983923","0.6020247622956427","0.2758620689655172","0.32","0.24242424242424243","0.9616252821670429","476"
"NR-Aromatase","Smile SVC RBF classification on rdkit descriptors","Training","165","254","6110","171","0.7973910631977591","0.7255797117715722","0.4370860927152318","0.3937947494033413","0.49107142857142855","0.9600879949717159","6700"
"NR-Aromatase","Smile SVC RBF classification on rdkit descriptors","Test","13","9","167","5","0.9337121212121204","0.8355429292929293","0.65","0.5909090909090909","0.7222222222222222","0.9488636363636364","194"
"NR-Aromatase","Smile SVC RBF classification on rdkit descriptors","Score","15","38","405","18","0.6702920856419718","0.6843833367535399","0.3488372093023256","0.2830188679245283","0.45454545454545453","0.9142212189616253","476"
"NR-PPAR-gamma","Weka RF classification","Training","45","23","7447","149","0.8489104183055205","0.6144398901447715","0.34351145038167946","0.6617647058823529","0.23195876288659795","0.9969210174029451","7664"
"NR-PPAR-gamma","Weka RF classification","Test","14","0","232","0","1.0","1.0","1.0","1.0","1.0","1.0","246"
"NR-PPAR-gamma","Weka RF classification","Score","4","0","512","24","0.8370186941964296","0.5714285714285714","0.25","1.0","0.14285714285714285","1.0","540"
"NR-PPAR-gamma","Smile SVC Tanimoto classification","Training","79","103","7367","115","0.8462406326336258","0.6967140037814488","0.42021276595744683","0.4340659340659341","0.4072164948453608","0.9862115127175368","7664"
"NR-PPAR-gamma","Smile SVC Tanimoto classification","Test","14","0","232","0","1.0","1.0","1.0","1.0","1.0","1.0","246"
"NR-PPAR-gamma","Smile SVC Tanimoto classification","Score","5","13","499","23","0.7641601562500009","0.5765904017857143","0.21739130434782608","0.2777777777777778","0.17857142857142858","0.974609375","540"
"NR-PPAR-gamma","Weka RF classification on Rdkit descriptors","Training","35","18","7452","159","0.8294432023627127","0.5890013662899019","0.28340080971659914","0.660377358490566","0.18041237113402062","0.9975903614457832","7664"
"NR-PPAR-gamma","Weka RF classification on Rdkit descriptors","Test","14","0","232","0","1.0","1.0","1.0","1.0","1.0","1.0","246"
"NR-PPAR-gamma","Weka RF classification on Rdkit descriptors","Score","0","0","512","28","0.7835518973214292","0.5","0.0","0.0","0.0","1.0","540"
"NR-PPAR-gamma","Smile SVC Poly classification","Training","86","315","7155","108","0.8267192481265185","0.7005651471866849","0.28907563025210087","0.2144638403990025","0.44329896907216493","0.9578313253012049","7664"
"NR-PPAR-gamma","Smile SVC Poly classification","Test","14","1","231","0","1.0","0.9978448275862069","0.9655172413793104","0.9333333333333333","1.0","0.9956896551724138","246"
"NR-PPAR-gamma","Smile SVC Poly classification","Score","8","42","470","20","0.7233189174107177","0.6018415178571428","0.20512820512820512","0.16","0.2857142857142857","0.91796875","540"
"NR-PPAR-gamma","Weka RF on folded fp classification","Training","68","67","7403","126","0.8088070495038593","0.6707731268717482","0.4133738601823708","0.5037037037037037","0.35051546391752575","0.9910307898259706","7664"
"NR-PPAR-gamma","Weka RF on folded fp classification","Test","14","0","232","0","1.0","1.0","1.0","1.0","1.0","1.0","246"
"NR-PPAR-gamma","Weka RF on folded fp classification","Score","5","5","507","23","0.719308035714287","0.5844029017857143","0.2631578947368421","0.5","0.17857142857142858","0.990234375","540"
"NR-PPAR-gamma","Smile SVC RBF classification","Training","55","115","7355","139","0.7891010778509076","0.6340551208269505","0.3021978021978022","0.3235294117647059","0.28350515463917525","0.9846050870147256","7664"
"NR-PPAR-gamma","Smile SVC RBF classification","Test","11","1","231","3","0.9966133004926109","0.8907019704433498","0.8461538461538461","0.9166666666666666","0.7857142857142857","0.9956896551724138","246"
