name,auc_global,auc_common,delta
data_chagas,0.7958555413876441,0.7859207136077169,0.009934827779927269
data_herg,0.8601065465134768,0.8530914479073042,0.007015098606172665
data_lipinski,0.7202611043365668,0.6957637891995712,0.0244973151369956
data_malaria,0.9658034235554044,0.9657554994046408,4.792415076360079e-05
data_solubility,0.95159476810339,0.9201295359126118,0.031465232190778236
data_tuberculosis,0.6672407377374002,0.6553624613446858,0.011878276392714437
