name,auc_global,auc_common,delta
data_chagas,0.7355317724549495,0.7332753611632656,0.0022564112916838575
data_herg,0.8629425206438995,0.8568464242176144,0.006096096426285169
data_lipinski,0.7155126306815631,0.7054830170054291,0.010029613676133975
data_malaria,0.9518477445039608,0.9518477445039608,-0.0
data_solubility,0.9775265045746476,0.9740505862822736,0.003475918292374036
data_tuberculosis,0.6054420728634416,0.6034181621409901,0.0020239107224515607
