name,auc_global,auc_common,delta
data_chagas,0.8244345257941778,0.814777335786316,0.009657190007861804
data_herg,0.8742332812665942,0.8706085218963932,0.003624759370201014
data_lipinski,0.7312773611982074,0.7265018453288978,0.004775515869309577
data_malaria,0.972444427787386,0.9696158581325728,0.002828569654813262
data_solubility,0.9617483526035456,0.9591227972118616,0.0026255553916840757
data_tuberculosis,0.69274071584049,0.6887112049586812,0.0040295108818088066
