name,auc_global,auc_common,delta
data_chagas,0.7271244300374544,0.6986662250122655,0.02845820502518892
data_herg,0.7794979417956907,0.7597547598243609,0.019743181971329737
data_lipinski,0.6429726807474498,0.605849997791562,0.03712268295588783
data_malaria,0.8317017316416846,0.8184085717671614,0.013293159874523175
data_solubility,0.917157278191177,0.917157278191177,-0.0
data_tuberculosis,0.6210055755237042,0.6106003895664733,0.010405185957230834
