name,auc_global,auc_common,delta
data_chagas,0.7956402401700351,0.789606382289895,0.006033857880140103
data_herg,0.8406400269018193,0.8254862704019091,0.015153756499910132
data_lipinski,0.7345452956897234,0.7003954111725226,0.0341498845172008
data_malaria,0.9581733097228692,0.9438182839512891,0.014355025771580099
data_solubility,0.910670137855534,0.8976910851043538,0.012979052751180165
data_tuberculosis,0.6649012357164994,0.6545186436627772,0.010382592053722162
