name,auc_global,auc_common,delta
data_chagas,0.8250471506726985,0.8160303110717361,0.009016839600962445
data_herg,0.8749298851140668,0.8689451900238102,0.005984695090256564
data_lipinski,0.7402448943059058,0.7263636958316843,0.013881198474221534
data_malaria,0.9723452073863488,0.9682183786283184,0.0041268287580303875
data_solubility,0.9616873035095544,0.9616873035095544,-0.0
data_tuberculosis,0.6938938723674174,0.6917856152069195,0.002108257160497895
