name,auc_global,auc_common,delta
data_chagas,0.7950190349939907,0.7901901006397832,0.004828934354207504
data_herg,0.877335934942067,0.8519203069547772,0.0254156279872898
data_lipinski,0.7254574441431014,0.6743638956682434,0.05109354847485803
data_malaria,0.937410748866056,0.8992192360185359,0.03819151284752009
data_solubility,0.9590339916567816,0.9391195473887688,0.01991444426801281
data_tuberculosis,0.6876552948860015,0.6827835523229846,0.004871742563016923
