"ProtocolName","LabelName","GroupValues","Size","Estimator","ROC_AUC","Direction","Threshold","Accuracy","Precision","Recall"
"Cholinergic, muscarinic","Ki","NA","105","Weka RF classification","0.878421052631579","UP","7.659272849355211","0.9142857142857143","1.0","0.1"
"Cholinergic, muscarinic","Ki","NA","105","Smile SVC Tanimoto classification","0.8557894736842104","UP","7.659272849355211","0.8952380952380953","0.3333333333333333","0.1"
"Cholinergic, muscarinic","Ki","NA","105","Smile Bernoulli NB classification","0.8273684210526316","UP","7.659272849355211","0.4857142857142857","0.14516129032258066","0.9"
"Cholinergic, muscarinic","Ki","NA","105","Weka RF on folded fp classification","0.8131578947368421","UP","7.659272849355211","0.9047619047619048","0.5","0.1"
"Cholinergic, muscarinic","Ki","NA","105","Smile SVC RBF classification","0.7063157894736839","UP","7.659272849355211","0.9047619047619048","NaN","0.0"
"adrenergic Beta1","Ki","NA","107","Smile SVC Tanimoto classification","0.9185567010309279","UP","7.958001294587596","0.9158878504672897","1.0","0.1"
"adrenergic Beta1","Ki","NA","107","Smile Bernoulli NB classification","0.906701030927835","UP","7.958001294587596","0.48598130841121495","0.15384615384615385","1.0"
"adrenergic Beta1","Ki","NA","107","Smile SVC Poly classification","0.87319587628866","UP","7.958001294587596","0.9065420560747663","NaN","0.0"
"adrenergic Beta1","Ki","NA","107","Weka RF on folded fp classification","0.8659793814432989","UP","7.958001294587596","0.9252336448598131","1.0","0.2"
"adrenergic Beta1","Ki","NA","107","Smile SVC RBF classification","0.7154639175257732","UP","7.958001294587596","0.9065420560747663","NaN","0.0"
"adrenergic Beta1","Ki","NA","107","Weka RF classification","0.5896907216494846","UP","7.958001294587596","0.9158878504672897","1.0","0.1"
"adrenergic Alpha2B","Ki","NA","130","Smile SVC Poly classification","0.7758053911900068","UP","8.637410110304923","0.9","NaN","0.0"
"adrenergic Alpha2B","Ki","NA","130","Weka RF on folded fp classification","0.6965811965811967","UP","8.637410110304923","0.9","NaN","0.0"
"adrenergic Alpha2B","Ki","NA","130","Smile SVC Tanimoto classification","0.6870479947403019","UP","8.637410110304923","0.9","NaN","0.0"
"adrenergic Alpha2B","Ki","NA","130","Smile Bernoulli NB classification","0.6597633136094675","UP","8.637410110304923","0.23076923076923078","0.11504424778761062","1.0"
"adrenergic Alpha2B","Ki","NA","130","Weka RF classification","0.6568047337278107","UP","8.637410110304923","0.9076923076923077","1.0","0.07692307692307693"
"adrenergic Alpha2B","Ki","NA","130","Smile SVC RBF classification","0.5239973701512163","UP","8.637410110304923","0.9","NaN","0.0"
"5-HT2A","Ki","NA","319","Smile SVC Tanimoto classification","0.8253484320557495","UP","8.723425939142375","0.9090909090909091","0.7142857142857143","0.15625"
"5-HT2A","Ki","NA","319","Weka RF on folded fp classification","0.8015570557491289","UP","8.723425939142375","0.9090909090909091","0.6666666666666666","0.1875"
"5-HT2A","Ki","NA","319","Smile Bernoulli NB classification","0.7845165505226507","UP","8.723425939142375","0.335423197492163","0.128099173553719","0.96875"
"5-HT2A","Ki","NA","319","Smile SVC Poly classification","0.7798344947735187","UP","8.723425939142375","0.8996865203761756","NaN","0.0"
"5-HT2A","Ki","NA","319","Smile SVC RBF classification","0.7765679442508714","UP","8.723425939142375","0.8996865203761756","0.5","0.03125"
"5-HT2A","Ki","NA","319","Weka RF classification","0.771395905923345","UP","8.723425939142375","0.8996865203761756","0.5","0.125"
"5-HT1D","Ki","NA","168","Weka RF on folded fp classification","0.8190789473684211","UP","7.971011943690389","0.9107142857142857","0.6666666666666666","0.125"
"5-HT1D","Ki","NA","168","Smile Bernoulli NB classification","0.8087993421052632","UP","7.971011943690389","0.30357142857142855","0.12030075187969924","1.0"
"5-HT1D","Ki","NA","168","Smile SVC Poly classification","0.8067434210526306","UP","7.971011943690389","0.9047619047619048","NaN","0.0"
"5-HT1D","Ki","NA","168","Weka RF classification","0.729235197368421","UP","7.971011943690389","0.9047619047619048","0.5","0.125"
"5-HT1D","Ki","NA","168","Smile SVC Tanimoto classification","0.7208059210526313","UP","7.971011943690389","0.8988095238095238","0.3333333333333333","0.0625"
"5-HT1D","Ki","NA","168","Smile SVC RBF classification","0.5801809210526313","UP","7.971011943690389","0.8928571428571429","0.0","0.0"
