"name","feature","depth","trees","rmse"
"MouseRatTox","rdkit","20","40","1104.182520940343"
"MouseRatTox","cdk","20","50","1119.3789820239174"
"MouseRatTox","rdkit","20","50","1111.6544700678573"
"MouseRatTox","cdk","20","60","1131.0826298493007"
"MouseRatTox","rdkit","20","60","1125.1396595308036"
"MouseRatTox","cdk","20","70","1127.6300446820615"
"MouseRatTox","rdkit","20","70","1117.9164949161723"
"MouseRatTox","cdk","30","5","1162.44710241297"
"MouseRatTox","rdkit","30","5","1125.9817375748385"
"MouseRatTox","cdk","30","10","1162.8244443790852"
"MouseRatTox","rdkit","30","10","1144.4576774783063"
"MouseRatTox","cdk","30","20","1141.270729452302"
"MouseRatTox","rdkit","30","20","1115.6293788615872"
"MouseRatTox","cdk","30","30","1130.741759894438"
"MouseRatTox","rdkit","30","30","1130.0564849100938"
"MouseRatTox","cdk","30","40","1135.4612992673415"
"MouseRatTox","rdkit","30","40","1105.533302352822"
"MouseRatTox","cdk","30","50","1120.5238264432505"
"MouseRatTox","rdkit","30","50","1112.4715985984217"
"MouseRatTox","cdk","30","60","1130.941764131051"
"MouseRatTox","rdkit","30","60","1125.9763534129052"
"MouseRatTox","cdk","30","70","1127.6694611213334"
"MouseRatTox","rdkit","30","70","1119.2774828159656"
"MalariaNovartis","cdk","2","5","0.5999096096429759"
"MalariaNovartis","rdkit","2","5","0.600268443948919"
"MalariaNovartis","cdk","2","10","0.5960943869037539"
"MalariaNovartis","rdkit","2","10","0.5982381636490663"
"MalariaNovartis","cdk","2","20","0.5955916753379933"
"MalariaNovartis","rdkit","2","20","0.5998591672255007"
"MalariaNovartis","cdk","2","30","0.595370029993316"
"MalariaNovartis","rdkit","2","30","0.5991357318934678"
"MalariaNovartis","cdk","2","40","0.5963937954042304"
"MalariaNovartis","rdkit","2","40","0.5991254644812246"
"MalariaNovartis","cdk","2","50","0.5962298572461199"
"MalariaNovartis","rdkit","2","50","0.5992518881338031"
"MalariaNovartis","cdk","2","60","0.5958181727697038"
"MalariaNovartis","rdkit","2","60","0.598731277059505"
"MalariaNovartis","cdk","2","70","0.5963412989652994"
"MalariaNovartis","rdkit","2","70","0.5996914218753555"
"MalariaNovartis","cdk","5","5","0.575540030031649"
"MalariaNovartis","rdkit","5","5","0.5822822134662542"
"MalariaNovartis","cdk","5","10","0.57201563473196"
"MalariaNovartis","rdkit","5","10","0.5728251441251464"
"MalariaNovartis","cdk","5","20","0.572537985146329"
"MalariaNovartis","rdkit","5","20","0.5742676486480397"
"MalariaNovartis","cdk","5","30","0.5708592089637864"
"MalariaNovartis","rdkit","5","30","0.5740775498049763"
"MalariaNovartis","cdk","5","40","0.5722873718981536"
"MalariaNovartis","rdkit","5","40","0.5733731107736967"
"MalariaNovartis","cdk","5","50","0.5709407152545278"
"MalariaNovartis","rdkit","5","50","0.5729544209008234"
"MalariaNovartis","cdk","5","60","0.5712833138409482"
"MalariaNovartis","rdkit","5","60","0.5726984755096024"
"MalariaNovartis","cdk","5","70","0.5708753462176032"
"MalariaNovartis","rdkit","5","70","0.5740088480410244"
"MalariaNovartis","cdk","10","5","0.5593857387676275"
"MalariaNovartis","rdkit","10","5","0.5639277145034672"
"MalariaNovartis","cdk","10","10","0.558289996432108"
"MalariaNovartis","rdkit","10","10","0.5529246077679184"
"MalariaNovartis","cdk","10","20","0.5561487642286094"
"MalariaNovartis","rdkit","10","20","0.5548268735092143"
"MalariaNovartis","cdk","10","30","0.5547105008662734"
"MalariaNovartis","rdkit","10","30","0.5555522017182624"
"MalariaNovartis","cdk","10","40","0.5556502516438788"
"MalariaNovartis","rdkit","10","40","0.5554268265011426"
"MalariaNovartis","cdk","10","50","0.5536201280021862"
"MalariaNovartis","rdkit","10","50","0.5536243179053764"
"MalariaNovartis","cdk","10","60","0.5543145104195335"
"MalariaNovartis","rdkit","10","60","0.5541708195220053"
"MalariaNovartis","cdk","10","70","0.5536390556638168"
"MalariaNovartis","rdkit","10","70","0.5547254945780387"
"MalariaNovartis","cdk","15","5","0.5583893957075327"
"MalariaNovartis","rdkit","15","5","0.5600360447742183"
"MalariaNovartis","cdk","15","10","0.5531921245489653"
"MalariaNovartis","rdkit","15","10","0.5463988142234502"
"MalariaNovartis","cdk","15","20","0.5482292334953193"
"MalariaNovartis","rdkit","15","20","0.5471532923630247"
"MalariaNovartis","cdk","15","30","0.5472866415842207"
"MalariaNovartis","rdkit","15","30","0.5473540089320906"
"MalariaNovartis","cdk","15","40","0.5478780346356619"
"MalariaNovartis","rdkit","15","40","0.5474462130966964"
"MalariaNovartis","cdk","15","50","0.5468935895378766"
"MalariaNovartis","rdkit","15","50","0.5453930569478073"
"MalariaNovartis","cdk","15","60","0.5463473458097825"
"MalariaNovartis","rdkit","15","60","0.5461792880765806"
"MalariaNovartis","cdk","15","70","0.5458207558100274"
"MalariaNovartis","rdkit","15","70","0.5463901332522775"
"MalariaNovartis","cdk","20","5","0.5581900389100495"
"MalariaNovartis","rdkit","20","5","0.5592358395308425"
"MalariaNovartis","cdk","20","10","0.5496159681421942"
"MalariaNovartis","rdkit","20","10","0.5442470535938102"
"MalariaNovartis","cdk","20","20","0.5452933612361984"
"MalariaNovartis","rdkit","20","20","0.5427818857928568"
"MalariaNovartis","cdk","20","30","0.5433860141403719"
"MalariaNovartis","rdkit","20","30","0.5415467059695339"
"MalariaNovartis","cdk","20","40","0.543730658179389"
"MalariaNovartis","rdkit","20","40","0.5419054736263857"
"MalariaNovartis","cdk","20","50","0.5427536377110723"
"MalariaNovartis","rdkit","20","50","0.5411431709780631"
"MalariaNovartis","cdk","20","60","0.5429491163006992"
"MalariaNovartis","rdkit","20","60","0.5415850389234157"
"MalariaNovartis","cdk","20","70","0.5406571700675891"
"MalariaNovartis","rdkit","20","70","0.5417879911373438"
"MalariaNovartis","cdk","30","5","0.5577260160757584"
"MalariaNovartis","rdkit","30","5","0.5581263900291598"
"MalariaNovartis","cdk","30","10","0.54871651979851"
"MalariaNovartis","rdkit","30","10","0.5406979958556377"
"MalariaNovartis","cdk","30","20","0.5408996141003287"
"MalariaNovartis","rdkit","30","20","0.539512896853328"
"MalariaNovartis","cdk","30","30","0.5403377459665878"
"MalariaNovartis","rdkit","30","30","0.5390407594989801"
"MalariaNovartis","cdk","30","40","0.5391051053934227"
"MalariaNovartis","rdkit","30","40","0.5373232157967376"
"MalariaNovartis","cdk","30","50","0.5400316609824118"
"MalariaNovartis","rdkit","30","50","0.536647190834371"
"MalariaNovartis","cdk","30","60","0.5392507302343668"
"MalariaNovartis","rdkit","30","60","0.5367933680650232"
"MalariaNovartis","cdk","30","70","0.5386772651364293"
"MalariaNovartis","rdkit","30","70","0.5371066824176594"
"LogP","cdk","2","5","1.630543762928864"
"LogP","rdkit","2","5","1.5873427647626763"
"LogP","cdk","2","10","1.5998658275696562"
"LogP","rdkit","2","10","1.5439848361802948"
"LogP","cdk","2","20","1.6061087693751075"
"LogP","rdkit","2","20","1.5735995530041378"
"LogP","cdk","2","30","1.6209622598406885"
"LogP","rdkit","2","30","1.585202638814126"
"LogP","cdk","2","40","1.6152257277017628"
"LogP","rdkit","2","40","1.568205485443615"
"LogP","cdk","2","50","1.613788373393085"
"LogP","rdkit","2","50","1.557209158948357"
"LogP","cdk","2","60","1.6047086697239241"
"LogP","rdkit","2","60","1.571391382395583"
"LogP","cdk","2","70","1.6171556574576291"
"LogP","rdkit","2","70","1.5632912943103838"
"LogP","cdk","5","5","1.3453409515746293"
"LogP","rdkit","5","5","1.2139596911488737"
"LogP","cdk","5","10","1.305938853434823"
"LogP","rdkit","5","10","1.1951430911579621"
"LogP","cdk","5","20","1.3209204130051493"
"LogP","rdkit","5","20","1.2285017067490958"
"LogP","cdk","5","30","1.3152285041336038"
"LogP","rdkit","5","30","1.2170200229665105"
"LogP","cdk","5","40","1.3230408618317049"
"LogP","rdkit","5","40","1.2106740061226033"
"LogP","cdk","5","50","1.3095347186517332"
"LogP","rdkit","5","50","1.2065308724352999"
"LogP","cdk","5","60","1.3011666650620042"
"LogP","rdkit","5","60","1.2053043935001937"
"LogP","cdk","5","70","1.3139843063430041"
"LogP","rdkit","5","70","1.2061261017643843"
"LogP","cdk","10","5","1.1549622287093533"
"LogP","rdkit","10","5","0.9231705712296798"
"LogP","cdk","10","10","1.073053741663783"
"LogP","rdkit","10","10","0.9062794221158055"
"LogP","cdk","10","20","1.0911812060296322"
"LogP","rdkit","10","20","0.9209180590809978"
"LogP","cdk","10","30","1.091468305130924"
"LogP","rdkit","10","30","0.9209232210513011"
"LogP","cdk","10","40","1.0903328674993045"
"LogP","rdkit","10","40","0.9118130420572517"
"LogP","cdk","10","50","1.083487166780286"
"LogP","rdkit","10","50","0.9056414995826525"
"LogP","cdk","10","60","1.07661198719422"
"LogP","rdkit","10","60","0.9004811974906266"
"LogP","cdk","10","70","1.0820750077311776"
"LogP","rdkit","10","70","0.9108911086385922"
"LogP","cdk","15","5","1.0856573941635566"
"LogP","rdkit","15","5","0.8550633342782579"
"LogP","cdk","15","10","1.0061715050780469"
"LogP","rdkit","15","10","0.8285074583127428"
"LogP","cdk","15","20","1.0125028281845458"
"LogP","rdkit","15","20","0.8216435709569339"
"LogP","cdk","15","30","1.020329677687112"
"LogP","rdkit","15","30","0.8235105944220878"
"LogP","cdk","15","40","1.0043678326416612"
"LogP","rdkit","15","40","0.8160717556454277"
"LogP","cdk","15","50","1.0074013172122573"
"LogP","rdkit","15","50","0.8166815629541239"
"LogP","cdk","15","60","1.0006806575159137"
"LogP","rdkit","15","60","0.805813538882172"
"LogP","cdk","15","70","1.005320261307488"
"LogP","rdkit","15","70","0.8162854693339101"
"LogP","cdk","20","5","1.063646867863134"
"LogP","rdkit","20","5","0.8355948835490183"
"LogP","cdk","20","10","0.9867635490621592"
"LogP","rdkit","20","10","0.8115738180641463"
"LogP","cdk","20","20","0.9837395684490439"
"LogP","rdkit","20","20","0.7982577515560708"
"LogP","cdk","20","30","0.9898325707147319"
"LogP","rdkit","20","30","0.7982647238237384"
"LogP","cdk","20","40","0.9786495642834627"
"LogP","rdkit","20","40","0.7906394603584356"
"LogP","cdk","20","50","0.9787493452192351"
"LogP","rdkit","20","50","0.7900196684649662"
"LogP","cdk","20","60","0.9717754690455723"
"LogP","rdkit","20","60","0.7807963521389463"
"LogP","cdk","20","70","0.9765068917202508"
"LogP","rdkit","20","70","0.788948704939207"
"LogP","cdk","30","5","1.0519072025917795"
"LogP","rdkit","30","5","0.8333359149818241"
"LogP","cdk","30","10","0.978921576453888"
"LogP","rdkit","30","10","0.8057297902450969"
"LogP","cdk","30","20","0.9664361515323746"
"LogP","rdkit","30","20","0.7914361191131097"
"LogP","cdk","30","30","0.9753192326883396"
"LogP","rdkit","30","30","0.7874734006902037"
"LogP","cdk","30","40","0.9620806640458627"
"LogP","rdkit","30","40","0.783757413920339"
"LogP","cdk","30","50","0.961772093299056"
"LogP","rdkit","30","50","0.7823852282625979"
"LogP","cdk","30","60","0.957077914076462"
"LogP","rdkit","30","60","0.7697396655789344"
"LogP","cdk","30","70","0.9591163536503615"
"LogP","rdkit","30","70","0.7823706847032563"
"Xanthine-Bostaurus","cdk","2","5","0.9159903905021626"
"Xanthine-Bostaurus","rdkit","2","5","0.8796427288701603"
"Xanthine-Bostaurus","cdk","2","10","0.9137393488628988"
"Xanthine-Bostaurus","rdkit","2","10","0.8917276998672212"
"Xanthine-Bostaurus","cdk","2","20","0.8885386565624074"
"Xanthine-Bostaurus","rdkit","2","20","0.8875595092580235"
"Xanthine-Bostaurus","cdk","2","30","0.9008518133384231"
"Xanthine-Bostaurus","rdkit","2","30","0.8810031664559991"
"Xanthine-Bostaurus","cdk","2","40","0.8971508301894504"
"Xanthine-Bostaurus","rdkit","2","40","0.8827035919932495"
"Xanthine-Bostaurus","cdk","2","50","0.8978541685894763"
"Xanthine-Bostaurus","rdkit","2","50","0.8803217695525458"
"Xanthine-Bostaurus","cdk","2","60","0.9033131515437527"
"Xanthine-Bostaurus","rdkit","2","60","0.8698368095551708"
"Xanthine-Bostaurus","cdk","2","70","0.8901749140046672"
"Xanthine-Bostaurus","rdkit","2","70","0.8688458531905627"
"Xanthine-Bostaurus","cdk","5","5","0.7026438014935512"
"Xanthine-Bostaurus","rdkit","5","5","0.6933266478127283"
"Xanthine-Bostaurus","cdk","5","10","0.7023176414708692"
"Xanthine-Bostaurus","rdkit","5","10","0.709738382638125"
"Xanthine-Bostaurus","cdk","5","20","0.7008357734829926"
"Xanthine-Bostaurus","rdkit","5","20","0.6781367202869453"
"Xanthine-Bostaurus","cdk","5","30","0.6711671344056251"
"Xanthine-Bostaurus","rdkit","5","30","0.6638763846598081"
"Xanthine-Bostaurus","cdk","5","40","0.6790340726552291"
"Xanthine-Bostaurus","rdkit","5","40","0.676276077171746"
"Xanthine-Bostaurus","cdk","5","50","0.6907317177208123"
"Xanthine-Bostaurus","rdkit","5","50","0.6736718743859811"
"Xanthine-Bostaurus","cdk","5","60","0.6901077595769789"
"Xanthine-Bostaurus","rdkit","5","60","0.676262583248717"
"Xanthine-Bostaurus","cdk","5","70","0.6836519121725608"
"Xanthine-Bostaurus","rdkit","5","70","0.672650293415416"
"Xanthine-Bostaurus","cdk","10","5","0.6683657551991689"
"Xanthine-Bostaurus","rdkit","10","5","0.6649672345868116"
"Xanthine-Bostaurus","cdk","10","10","0.6630384348399487"
"Xanthine-Bostaurus","rdkit","10","10","0.6719157315066948"
"Xanthine-Bostaurus","cdk","10","20","0.6530692640714403"
"Xanthine-Bostaurus","rdkit","10","20","0.6390777881325047"
"Xanthine-Bostaurus","cdk","10","30","0.6283643165859181"
"Xanthine-Bostaurus","rdkit","10","30","0.62079359395127"
"Xanthine-Bostaurus","cdk","10","40","0.6376356502296179"
"Xanthine-Bostaurus","rdkit","10","40","0.6423556382488346"
"Xanthine-Bostaurus","cdk","10","50","0.6562425451878937"
"Xanthine-Bostaurus","rdkit","10","50","0.6393335597640806"
"Xanthine-Bostaurus","cdk","10","60","0.6450166798944643"
